country,sector,eval_year,density_with_2020,density_without_2020,mean_weight_with_2020,mean_weight_without_2020,mean_abs_weight_with_2020,mean_abs_weight_without_2020,density_delta,mean_weight_delta,mean_abs_weight_delta
NL,FZ,2026,0.17051282051282052,0.17051282051282052,0.9518989924101527,0.9518989924101527,0.9518989924101527,0.9518989924101527,0.0,0.0,0.0
NL,GI,2012,0.1782051282051282,0.1782051282051282,0.929522387464875,0.929522387464875,0.929522387464875,0.929522387464875,0.0,0.0,0.0
NL,GI,2013,0.18076923076923077,0.18076923076923077,0.896583236608755,0.896583236608755,0.896583236608755,0.896583236608755,0.0,0.0,0.0
NL,GI,2014,0.18461538461538463,0.18461538461538463,0.824064730846787,0.824064730846787,0.824064730846787,0.824064730846787,0.0,0.0,0.0
NL,GI,2015,0.18205128205128204,0.18205128205128204,0.8522965065622585,0.8522965065622585,0.8522965065622585,0.8522965065622585,0.0,0.0,0.0
NL,GI,2016,0.18846153846153846,0.18846153846153846,0.8154692620347512,0.8154692620347512,0.8154692620347512,0.8154692620347512,0.0,0.0,0.0
NL,GI,2017,0.1717948717948718,0.1717948717948718,0.7968030441007966,0.7968030441007966,0.7968030441007966,0.7968030441007966,0.0,0.0,0.0
NL,GI,2018,0.16923076923076924,0.16923076923076924,0.7811850972539685,0.7811850972539685,0.7811850972539685,0.7811850972539685,0.0,0.0,0.0
NL,GI,2019,0.16666666666666666,0.16666666666666666,0.7853967389742456,0.7853967389742456,0.7853967389742456,0.7853967389742456,0.0,0.0,0.0
NL,GI,2020,0.1794871794871795,0.1794871794871795,0.9261455174986245,0.9261455174986245,0.9261455174986245,0.9261455174986245,0.0,0.0,0.0
NL,GI,2021,0.17051282051282052,0.16923076923076924,0.9363333726364483,0.9658286371882469,0.9363333726364483,0.9658286371882469,-0.0012820512820512775,0.029495264551798517,0.029495264551798517
NL,GI,2022,0.17051282051282052,0.16923076923076924,0.9253983054844913,0.95838553951112,0.9253983054844913,0.95838553951112,-0.0012820512820512775,0.03298723402662873,0.03298723402662873
NL,GI,2023,0.17051282051282052,0.17307692307692307,0.9423756705877677,0.9632331320646522,0.9423756705877677,0.9632331320646522,0.002564102564102555,0.020857461476884498,0.020857461476884498
NL,GI,2024,0.1782051282051282,0.16538461538461538,0.940992193298377,0.9685459124867797,0.940992193298377,0.9685459124867797,-0.01282051282051283,0.02755371918840266,0.02755371918840266
NL,GI,2025,0.18461538461538463,0.16666666666666666,0.9331095874359734,0.9517037143006344,0.9331095874359734,0.9517037143006344,-0.017948717948717968,0.018594126864660998,0.018594126864660998
NL,GI,2026,0.1717948717948718,0.1717948717948718,0.9311893087901898,0.9311893087901898,0.9311893087901898,0.9311893087901898,0.0,0.0,0.0
NL,JZ,2012,0.16025641025641027,0.16025641025641027,0.8636244825605067,0.8636244825605067,0.8636244825605067,0.8636244825605067,0.0,0.0,0.0
NL,JZ,2013,0.16538461538461538,0.16538461538461538,0.8002012301419338,0.8002012301419338,0.8002012301419338,0.8002012301419338,0.0,0.0,0.0
NL,JZ,2014,0.17307692307692307,0.17307692307692307,0.7719082095376792,0.7719082095376792,0.7719082095376792,0.7719082095376792,0.0,0.0,0.0
NL,JZ,2015,0.1641025641025641,0.1641025641025641,0.7886494030414013,0.7886494030414013,0.7886494030414013,0.7886494030414013,0.0,0.0,0.0
NL,JZ,2016,0.16282051282051282,0.16282051282051282,0.7854112003227061,0.7854112003227061,0.7854112003227061,0.7854112003227061,0.0,0.0,0.0
NL,JZ,2017,0.15897435897435896,0.15897435897435896,0.7396658158516369,0.7396658158516369,0.7396658158516369,0.7396658158516369,0.0,0.0,0.0
NL,JZ,2018,0.16153846153846155,0.16153846153846155,0.7535577148866581,0.7535577148866581,0.7535577148866581,0.7535577148866581,0.0,0.0,0.0
NL,JZ,2019,0.16282051282051282,0.16282051282051282,0.7575570741335752,0.7575570741335752,0.7575570741335752,0.7575570741335752,0.0,0.0,0.0
NL,JZ,2020,0.1564102564102564,0.1564102564102564,0.7893736799978479,0.7893736799978479,0.7893736799978479,0.7893736799978479,0.0,0.0,0.0
NL,JZ,2021,0.15384615384615385,0.15384615384615385,0.7602341612376894,0.8524425413031333,0.7602341612376894,0.8524425413031333,0.0,0.09220838006544396,0.09220838006544396
NL,JZ,2022,0.16923076923076924,0.16153846153846155,0.7701108096060669,0.8465135368157627,0.7701108096060669,0.8465135368157627,-0.007692307692307693,0.07640272720969576,0.07640272720969576
NL,JZ,2023,0.17307692307692307,0.17051282051282052,0.7811617743641865,0.8390364848802856,0.7811617743641865,0.8390364848802856,-0.002564102564102555,0.05787471051609905,0.05787471051609905
NL,JZ,2024,0.16923076923076924,0.17307692307692307,0.7979812931747688,0.8363978881004979,0.7979812931747688,0.8363978881004979,0.0038461538461538325,0.03841659492572902,0.03841659492572902
NL,JZ,2025,0.17307692307692307,0.1794871794871795,0.7979967007812004,0.8554706688414057,0.7979967007812004,0.8554706688414057,0.006410256410256415,0.057473968060205216,0.057473968060205216
NL,JZ,2026,0.18333333333333332,0.18333333333333332,0.8022626413494114,0.8022626413494114,0.8022626413494114,0.8022626413494114,0.0,0.0,0.0
NL,KZ,2012,0.1782051282051282,0.1782051282051282,0.9296717697390185,0.9296717697390185,0.9296717697390185,0.9296717697390185,0.0,0.0,0.0
NL,KZ,2013,0.1782051282051282,0.1782051282051282,0.9014818243405724,0.9014818243405724,0.9014818243405724,0.9014818243405724,0.0,0.0,0.0
NL,KZ,2014,0.18076923076923077,0.18076923076923077,0.8735387662268121,0.8735387662268121,0.8735387662268121,0.8735387662268121,0.0,0.0,0.0
NL,KZ,2015,0.17692307692307693,0.17692307692307693,0.8724524388317508,0.8724524388317508,0.8724524388317508,0.8724524388317508,0.0,0.0,0.0
NL,KZ,2016,0.13205128205128205,0.13205128205128205,0.8420702996653001,0.8420702996653001,0.8420702996653001,0.8420702996653001,0.0,0.0,0.0
NL,KZ,2017,0.1576923076923077,0.1576923076923077,0.8174021961862981,0.8174021961862981,0.8174021961862981,0.8174021961862981,0.0,0.0,0.0
NL,KZ,2018,0.16923076923076924,0.16923076923076924,0.8080061415846446,0.8080061415846446,0.8080061415846446,0.8080061415846446,0.0,0.0,0.0
NL,KZ,2019,0.16025641025641027,0.16025641025641027,0.8184549914295598,0.8184549914295598,0.8184549914295598,0.8184549914295598,0.0,0.0,0.0
NL,KZ,2020,0.16282051282051282,0.16282051282051282,0.8237808830291029,0.8237808830291029,0.8237808830291029,0.8237808830291029,0.0,0.0,0.0
NL,KZ,2021,0.15128205128205127,0.1576923076923077,0.793284832743544,0.8431853798338422,0.793284832743544,0.8431853798338422,0.006410256410256415,0.04990054709029823,0.04990054709029823
NL,KZ,2022,0.15897435897435896,0.15897435897435896,0.7465332946913057,0.8249434102857401,0.7465332946913057,0.8249434102857401,0.0,0.07841011559443445,0.07841011559443445
NL,KZ,2023,0.15897435897435896,0.1576923076923077,0.7715804219940924,0.8544804813186179,0.7715804219940924,0.8544804813186179,-0.0012820512820512775,0.08290005932452549,0.08290005932452549
NL,KZ,2024,0.18205128205128204,0.16666666666666666,0.9178901578639912,0.9471446892180211,0.9178901578639912,0.9471446892180211,-0.015384615384615385,0.02925453135402989,0.02925453135402989
NL,KZ,2025,0.1858974358974359,0.16923076923076924,0.9429461170823116,0.9602241641295954,0.9429461170823116,0.9602241641295954,-0.016666666666666663,0.017278047047283862,0.017278047047283862
NL,KZ,2026,0.18076923076923077,0.18076923076923077,0.9529974455435815,0.9529974455435815,0.9529974455435815,0.9529974455435815,0.0,0.0,0.0
