codgeo,ze2020,bpe_facilities_2024_total
51122,4427,3
51282,4413,104
49064,5221,10
51376,4415,4
51358,4427,10
51364,4413,1
50129,2805,2414
50162,2805,39
47294,7518,5
48173,7603,10
48177,7613,5
50639,2802,241
50607,2802,8
48144,7613,37
48097,7603,20
48077,7613,1
48106,7613,3
50463,2810,14
49205,5218,46
50252,2810,24
50029,2802,45
51111,4413,5
51128,4406,3
51120,4406,4
51168,4402,14
50523,2805,125
51348,4413,2
50567,2805,16
50371,2802,15
51204,4406,66
50292,2816,101
50584,2802,12
50117,2810,11
49045,5220,15
49030,5220,22
49050,5202,431
51307,4402,4
51287,4406,34
49228,5209,201
47328,7532,24
47255,7501,3
47245,7518,2
48123,7613,8
50069,2802,13
50033,2805,2
50055,2805,4
48064,7613,43
51172,4413,442
50130,2802,8
50147,2806,611
51328,4427,33
49163,5202,103
49176,5221,189
49132,5202,42
50619,2805,13
50290,2802,2
51144,4427,15
50455,2816,65
50365,2810,5
48105,7613,23
51379,4413,16
49076,5202,15
49272,5220,32
51060,4427,4
51089,4413,5
48140,7613,250
48151,7613,2
51316,4427,12
51281,4406,20
50491,2816,6
50510,2806,17
49063,5201,287
51046,4413,30
47235,7518,22
47276,7532,11
47325,7518,9
50216,2816,20
50126,2802,2
51129,4415,4
51185,4415,8
50582,2818,126
48034,7613,125
50589,2802,10
50591,2802,59
50626,2810,6
48096,7613,98
49015,5202,445
49010,5221,7
51311,4427,6
48136,7613,7
50498,2805,21
51014,4413,9
50121,2802,4
50088,2818,3
49333,5202,124
49332,5206,180
49057,5206,9
47239,7532,33
47241,7532,19
49194,5202,187
49192,5206,110
49018,5209,468
49011,5220,10
49003,5220,71
50194,2805,4
48013,7613,46
49260,5206,61
47282,7501,6
50261,2816,1
49114,5220,6
51143,4402,1
51148,4402,2
50542,2802,40
50588,2805,8
51074,4413,44
51086,4413,9
51076,4406,10
48103,7613,31
50093,2816,8
51008,4427,4
48119,7603,22
50488,2816,45
47233,7518,130
50049,2805,10
50192,2816,1
50186,2805,7
50217,2802,8
50336,2802,7
50310,2816,2
49125,5220,399
48020,7613,3
47317,7518,24
50578,2805,1
50592,2816,100
49110,5202,74
49099,5206,2286
49220,5218,114
50241,2805,7
51108,4402,1498
49299,5206,78
49308,5202,52
49307,5202,561
49339,5202,30
51320,4406,7
51326,4402,20
51380,4415,178
49068,5201,64
49089,5221,39
51055,4413,253
51093,4406,12
50230,2805,11
49138,5202,77
50300,2802,5
50324,2816,2
50390,2805,5
50388,2806,23
50078,2806,7
50110,2816,36
50156,2805,2
50178,2805,29
51137,4415,4
50598,2805,2
51191,4402,1
51227,4402,10
47300,7501,48
47298,7518,9
49271,5202,53
49123,5220,113
49113,5220,14
50259,2802,19
50263,2802,8
50253,2802,6
48085,7613,5
50410,2802,200
50537,2806,15
51306,4415,2
51263,4415,11
48117,7603,14
48132,7613,72
50095,2816,64
51239,4406,4
50197,2810,102
51146,4402,3
51152,4413,13
51130,4427,5
48079,7613,3
47292,7532,27
47293,7501,10
50575,2805,14
50564,2816,26
51373,4427,7
50041,2805,339
49160,5201,109
50618,2805,3
51186,4415,1
50159,2816,21
51338,4413,25
47289,7501,24
51187,4413,7
50532,2810,194
48058,7613,5
47286,7518,9
50120,2810,5
50094,2806,9
48146,7613,100
51310,4413,9
50151,2806,66
50142,2805,9
49215,5220,151
49222,5202,68
51051,4413,8
51041,4415,1
49301,5206,733
50467,2805,13
50315,2802,3
50296,2805,9
48194,7603,35
50218,2810,734
51110,4406,1
51115,4413,54
49027,5206,55
47252,7532,249
49130,5202,16
49266,5202,32
51092,4415,8
50246,2816,3
51104,4402,2
51061,4413,3
51101,4413,32
51083,4402,2
48059,7613,4
48039,7613,84
48009,7613,123
50596,2805,5
50643,2805,31
50612,2802,17
51384,4406,4
51324,4415,4
51219,4427,3
51178,4402,3
50546,2816,72
47301,7518,56
49056,5221,11
51265,4415,20
49381,5206,42
51015,4402,3
49209,5209,11
49217,5221,20
48089,7613,12
51118,4413,66
51119,4406,17
50511,2805,8
47236,7518,5
47273,7501,5
47264,7518,53
50143,2810,33
50158,2802,6
48061,7613,189
48050,7613,24
50599,2805,49
51365,4413,26
50229,2802,3
50222,2805,17
50551,2805,111
50548,2806,3
49288,5202,6
51230,4406,1042
51234,4415,19
50452,2802,7
50268,2805,2
50260,2802,51
50243,2806,16
50038,2810,21
51162,4415,26
51028,4406,30
51045,4406,1
51042,4415,14
49358,5220,33
49374,5220,32
49221,5220,21
47304,7518,3
50146,2802,10
49306,5202,66
50374,2805,1
48152,7603,16
50514,2818,6
51075,4413,52
51174,4406,2
51197,4402,2
51213,4402,2
50554,2802,42
51262,4427,74
51276,4415,2
48191,7613,12
50052,2805,3
50378,2806,18
50395,2805,4
50405,2806,5
50237,2810,94
50279,2816,10
50610,2805,4
48112,7613,3
49026,5202,111
51016,4427,11
50472,2802,3
48072,7613,8
51117,4402,2
51155,4415,20
51371,4402,2
51343,4415,15
51381,4406,35
50535,2802,27
48156,7613,33
50298,2816,11
50311,2810,5
50334,2816,4
51329,4413,33
50176,2805,9
51199,4406,12
51194,4413,14
50021,2816,3
50058,2806,51
50060,2802,8
48185,7613,8
48176,7613,6
51062,4402,1
51103,4415,4
51098,4402,4
50236,2806,222
50190,2805,4
51267,4413,2
50003,2806,156
49377,5202,157
51147,4402,8
50402,2805,176
50417,2805,68
49041,5220,60
50115,2810,9
49237,5209,5
49334,5202,9
51346,4406,53
51354,4402,10
51006,4427,6
51012,4406,4
51007,4406,50
50457,2805,5
49167,5202,139
47259,7532,7
50500,2802,15
51327,4406,3
50152,2802,4
49112,5220,31
48169,7613,2
50353,2802,25
50332,2805,19
51192,4406,6
51193,4402,93
49058,5206,22
51140,4413,11
49278,5202,145
50399,2802,2
50083,2805,8
51106,4402,6
50476,2816,2
50238,2805,7
50273,2806,32
50294,2805,63
49178,5221,27
51339,4402,21
51252,4406,10
51289,4427,15
47314,7532,17
47296,7518,4
47278,7518,22
50507,2805,9
48075,7613,66
51027,4402,15
51036,4415,16
50183,2805,5
48045,7613,11
51190,4406,2
49200,5202,180
50105,2805,4
49036,5221,15
49188,5202,24
49135,5202,68
50225,2816,3
49371,5206,48
49352,5206,27
48015,7603,19
49344,5202,36
50571,2805,2
47244,7518,5
47251,7518,9
47269,7501,30
50034,2816,9
50505,2802,8
50609,2816,2
50648,2805,16
50148,2816,7
49070,5206,22
50124,2802,3
50085,2810,24
48046,7613,3
51176,4415,3
51173,4406,5
49195,5206,30
51056,4415,5
51077,4413,3
51073,4413,7
50208,2806,5
50221,2810,2
50184,2805,50
50446,2816,9
50483,2816,37
51149,4402,13
49248,5221,332
48137,7613,39
49338,5202,35
50606,2816,12
51336,4402,1
50262,2802,16
48010,7613,19
50403,2806,46
49126,5201,493
48029,7613,3
48030,7613,17
50214,2816,9
50232,2806,16
51225,4413,8
51202,4406,19
49048,5202,87
49029,5202,36
47307,7532,12
51293,4413,10
51279,4415,3
51334,4427,11
50597,2802,23
49369,5220,55
51200,4406,9
51201,4406,1
48051,7603,61
50137,2802,25
50174,2810,3
50168,2802,116
49086,5202,146
49127,5209,138
49231,5206,44
50070,2816,4
50023,2816,16
47305,7501,13
48055,7613,4
48048,7613,3
50603,2806,34
51244,4402,8
51181,4413,10
47316,7518,18
49129,5202,171
50074,2802,116
48018,7613,32
47326,7518,71
48005,7613,12
51378,4406,6
51388,4402,128
51488,4406,12
51413,4406,38
51448,4413,16
52322,4404,2
52300,4427,3
52341,4427,2
52161,4404,5
51510,4427,1
52065,4404,1
51633,4413,12
52034,4427,4
51422,4413,20
52109,4427,1
52067,4404,3
51585,4406,33
51552,4427,5
52514,4404,13
52520,4404,8
53193,5204,14
52463,4427,2
52457,4404,2
52459,4404,3
52253,4404,14
52328,4404,2
54138,4424,79
52378,4427,1
54186,4412,21
54166,4410,1
53015,5211,66
54225,4412,8
51531,4427,89
51588,4402,17
54273,4410,319
54401,4419,5
51604,4413,9
51620,4402,5
51459,4415,2
51466,4413,4
51464,4413,4
51455,4427,2
54180,4412,4
52125,4404,32
52162,4404,10
53008,5215,50
52526,4404,7
54331,4412,19
54367,4424,52
53184,5211,5
53213,5211,10
53222,5215,12
52431,4404,5
51429,4413,1
53049,5211,13
52364,4404,7
52371,4404,6
52251,4404,27
53127,5215,108
54262,4412,6
54263,4410,163
54260,4412,22
54227,4410,29
53112,5215,13
54504,4424,22
54135,4412,81
53162,5215,30
53170,5215,35
51610,4402,9
51630,4406,8
51450,4413,10
54083,4412,2
52506,4404,5
51530,4413,24
54413,4410,9
54442,4412,4
54445,4412,2
52482,4404,3
54328,4412,271
54239,4412,2
52124,4404,2
54007,4412,17
54009,4410,2
53030,5211,9
53036,5204,28
53039,5211,67
52308,4404,23
52358,4404,4
53137,5211,82
53150,5204,33
53153,5215,19
53175,5211,26
54167,4412,115
54193,4412,2
54078,4412,2
54071,4412,5
54058,4410,1
51451,4415,3
51469,4406,1
54120,4412,6
54100,4412,40
54118,4424,16
54082,4410,4
53126,5211,31
51505,4413,12
51500,4402,4
54248,4412,2
52280,4404,5
53151,5211,31
52246,4404,18
54122,4412,21
52386,4427,18
52362,4404,1
54310,4412,1
53084,5204,194
52189,4404,11
51404,4402,3
54184,4412,589
52042,4404,1
52030,4427,1
53064,5215,37
54394,4424,4
54065,4417,47
54089,4412,43
51568,4413,3
54478,4410,1
54502,4412,11
53179,5215,6
53158,5211,36
51618,4415,5
51482,4402,19
54025,4412,49
52099,4427,31
53132,5215,9
54154,4417,14
54124,4417,1
53031,5211,10
53023,5211,6
52316,4427,2
54321,4424,83
54311,4412,19
54326,4410,6
54312,4412,36
51514,4415,5
51529,4413,7
54230,4419,1
54211,4419,6
53083,5215,19
53055,5215,26
52332,4404,99
52344,4404,2
52258,4404,10
51657,4413,17
52043,4404,2
51452,4402,1
54368,4417,7
54051,4410,36
54110,4412,15
54112,4410,35
54444,4412,8
53155,5211,44
54038,4417,32
53098,5211,13
53104,5204,34
52083,4404,20
52101,4404,1
54322,4424,176
54297,4412,8
51636,4413,19
51616,4402,6
52483,4404,2
53033,5221,3
52178,4427,22
54272,4412,12
52213,4404,5
52310,4404,1
51436,4402,47
51409,4402,16
54074,4412,2
54077,4419,69
54152,4412,93
54204,4412,2
52031,4404,9
52004,4427,1
54468,4412,5
54462,4412,94
54008,4412,24
54337,4424,4
54357,4412,421
52512,4427,7
53005,5211,106
54280,4410,201
52090,4404,1
52118,4427,4
52424,4404,2
54293,4412,3
54397,4412,278
54396,4417,4
54187,4412,6
51502,4402,5
54192,4412,10
52195,4404,1
51549,4402,2
51586,4413,6
51564,4406,10
53212,5211,11
54087,4412,2
54101,4417,3
54128,4412,21
54464,4412,4
51439,4413,21
54237,4412,4
54350,4412,18
52028,4404,1
54271,4419,3
52449,4404,111
52472,4404,5
52536,4404,2
52534,4427,34
53099,5211,35
52291,4404,2
51474,4413,213
54408,4410,5
54161,4417,10
51621,4402,27
51601,4427,8
51581,4413,4
53010,5215,11
53043,5215,17
53073,5221,29
53069,5215,5
53145,5204,22
53140,5211,115
52359,4427,6
53210,5218,56
53211,5211,50
53247,5211,75
54215,4412,257
52198,4427,4
52197,4404,100
54306,4412,11
52495,4427,1
54435,4410,7
53160,5215,13
54048,4410,14
54068,4412,3
51437,4413,3
51417,4427,6
52177,4404,43
52127,4404,4
52428,4404,2
53248,5215,8
51570,4415,2
54179,4412,7
54269,4412,9
54403,4412,33
54252,4412,48
54218,4412,3
54242,4412,8
54149,4424,35
53199,5215,9
53219,5215,42
53196,5215,12
53197,5221,45
53116,5215,29
52350,4404,2
52244,4427,27
54092,4412,2
54080,4412,38
53182,5211,61
53157,5211,33
54358,4412,9
52461,4404,17
54046,4412,8
54079,4412,138
54505,4412,20
53273,5204,42
52172,4427,9
52170,4404,10
51559,4402,112
53238,5211,14
53240,5221,10
53255,5215,51
54400,4412,71
54382,4424,309
54380,4412,8
51483,4402,14
51468,4413,13
53058,5204,6
53206,5211,9
54147,4412,5
54123,4412,53
52349,4404,11
54210,4412,4
54249,4410,6
54278,4412,1
52119,4404,8
52269,4404,414
52275,4404,3
52484,4427,9
54497,4412,6
52182,4427,72
54117,4412,7
53018,5204,43
53038,0051,3
51591,4413,5
51599,4402,9
54017,4419,8
54024,4412,12
53076,5218,13
53113,5215,28
51426,4415,3
51418,4413,40
54258,4412,5
54264,4412,10
54277,4410,12
52469,4404,21
52455,4404,13
53191,5204,10
54062,4412,26
53228,5215,16
