codgeo,ze2020,active_15_64_2021_total,employed_15_64_2021_total,unemployed_15_64_2021_total,unemployment_rate_est_2021,jobs_lt_2021_total
45031,2409,637.72183,546.471847,91.249983,0.143087,938.844101
45032,2409,141.67448,126.762444,14.912037,0.105256,21.60041
45033,2411,188.675064,164.776157,23.898907,0.126667,16.314101
45034,2410,982.457182,900.174641,82.282541,0.083752,1971.558446
45035,2411,512.243835,455.245057,56.998778,0.111273,179.88149
45036,2407,372.235961,349.291816,22.944145,0.061639,105.899961
45037,2411,277.894724,255.40537,22.489354,0.080928,49.532598
45038,2411,162.966445,142.734631,20.231814,0.124147,21.150131
45039,2407,320.981453,301.685975,19.295477,0.060114,242.543707
45040,2407,714.236706,620.078742,94.157964,0.13183,655.154015
45041,2411,56.483614,50.539416,5.944198,0.105238,11.077802
45042,2407,925.481014,860.50149,64.979524,0.070212,226.972887
45043,2410,511.332102,484.126309,27.205793,0.053206,79.868612
45044,2410,81.925926,78.024691,3.901235,0.047619,12.699786
45045,2411,150.342415,138.458044,11.88437,0.079049,29.827006
45046,2410,746.896899,718.868644,28.028255,0.037526,1258.16648
45047,2411,186.008874,167.457629,18.551245,0.099733,42.571791
45049,2407,593.250504,559.086569,34.163935,0.057588,137.131103
45050,2411,645.443143,570.810012,74.633131,0.115631,361.004421
45051,2407,881.122076,808.577246,72.54483,0.082332,473.097903
45052,2407,39.1875,37.125,2.0625,0.052632,14.282918
45053,2407,1900.510518,1622.422379,278.088139,0.146323,1904.129425
45054,2411,291.788068,268.430795,23.357273,0.080049,35.175833
45055,2410,321.446157,312.395803,9.050354,0.028155,1236.797609
45056,2411,143.79897,129.948169,13.850802,0.096321,22.625518
45058,2410,97.0,88.0,9.0,0.092784,9.946201
45059,2410,93.397849,86.88172,6.516129,0.069767,26.932759
45060,2407,358.757241,313.952603,44.804638,0.124888,155.45164
45061,2409,1080.312945,979.280969,101.031976,0.093521,318.106641
45062,2410,787.98065,736.099568,51.881082,0.065841,504.023955
45063,2407,359.643849,325.295847,34.348002,0.095506,125.339044
45064,2407,195.156601,171.686719,23.469882,0.120262,80.163996
45065,2411,114.388393,106.566964,7.821429,0.068376,14.482019
45066,2409,337.463237,312.752267,24.71097,0.073226,65.355625
45067,2410,1985.861275,1857.974067,127.887208,0.064399,1019.699476
45068,2409,4744.784273,3561.078959,1183.705314,0.249475,4323.054419
45069,2411,465.895496,435.056901,30.838596,0.066192,167.300245
45070,2407,17.409836,17.409836,0.0,0.0,12.877636
45072,2410,817.870258,764.911913,52.958345,0.064752,470.19862
45073,2409,223.572714,199.176461,24.396252,0.10912,70.951099
45074,2410,55.990991,51.918919,4.072072,0.072727,6.082085
45075,2410,4680.954353,4227.687282,453.267071,0.096832,3369.702045
45076,2409,100.970746,88.171016,12.79973,0.126767,29.279357
45077,2409,311.694333,272.709578,38.984755,0.125074,34.62118
45078,2409,118.364683,106.789423,11.57526,0.097793,29.528182
45079,2409,66.091503,59.895425,6.196078,0.09375,14.603274
45080,2411,182.663874,171.223495,11.440379,0.062631,41.097215
45081,2410,300.182002,255.083984,45.098018,0.150236,98.241472
45082,2410,3908.155689,3451.051138,457.104551,0.116962,3494.140118
45083,2409,827.709466,662.381104,165.328362,0.199742,920.747746
45084,2409,202.519806,189.169628,13.350179,0.06592,43.173883
45085,2409,736.512679,622.987823,113.524856,0.154138,692.541195
45086,2411,118.282127,109.221081,9.061045,0.076605,25.29046
45087,2407,1388.240883,1197.84607,190.394814,0.137148,558.281144
45088,2410,131.735309,122.412746,9.322563,0.070767,31.87649
45089,2410,4021.02327,3661.447633,359.575636,0.089424,2705.137996
45091,2409,139.026216,122.019075,17.007141,0.12233,26.814619
45092,2409,732.136865,667.738036,64.39883,0.08796,156.059776
45093,2410,1289.820003,1208.149011,81.670992,0.06332,824.502928
45094,2409,90.287336,83.338134,6.949202,0.076968,20.866456
45095,2411,1070.156243,975.592648,94.563595,0.088364,389.463109
45096,2407,258.047609,242.483058,15.564551,0.060317,45.431895
45097,2409,579.551783,515.029815,64.521967,0.111331,168.528232
45098,2410,1744.422591,1642.973275,101.449316,0.058156,575.591785
45099,2410,252.150023,242.740141,9.409882,0.037319,33.000254
45100,2410,215.083444,205.922697,9.160748,0.042592,36.82175
45101,2410,125.733144,117.821923,7.911222,0.062921,29.171366
45102,2409,151.490227,138.747072,12.743155,0.084119,39.57516
45103,2409,687.476809,558.378782,129.098027,0.187785,434.174831
45104,2409,1339.334832,1208.984117,130.350715,0.097325,475.735772
45105,2409,35.121951,31.219512,3.902439,0.111111,13.514493
45107,2409,134.978525,125.64864,9.329885,0.069121,32.412025
45108,2407,949.40912,852.34504,97.06408,0.102236,611.463375
45109,2410,247.59184,227.364702,20.227138,0.081695,39.602248
45110,2411,167.115465,150.055221,17.060245,0.102087,29.808902
45111,2411,212.148684,199.274076,12.874608,0.060687,39.839984
45112,2409,164.159994,154.883988,9.276006,0.056506,37.351792
45113,2409,119.876431,105.015405,14.861025,0.12397,28.96799
45114,2409,101.951361,92.613175,9.338186,0.091595,17.953515
45115,2409,1396.218575,1139.714169,256.504406,0.183714,1326.734905
45116,2410,458.044644,436.074318,21.970326,0.047965,95.997241
45118,2411,183.94998,174.731334,9.218647,0.050115,31.137008
45119,2411,1069.809251,970.190022,99.619229,0.093119,553.407186
45120,2407,76.647399,66.820809,9.82659,0.128205,31.406871
45121,2409,210.854236,177.712726,33.14151,0.157177,46.217227
45122,2407,735.932577,685.683224,50.249353,0.06828,2356.996023
45123,2410,884.803519,830.295246,54.508274,0.061605,214.990527
45124,2411,84.964497,78.822485,6.142012,0.072289,7.126669
45125,2411,51.953271,44.82243,7.130841,0.137255,7.118276
45126,2410,1360.473071,1294.974375,65.498697,0.048144,432.972903
45127,2409,1393.798976,1211.412428,182.386548,0.130856,634.393667
45129,2409,555.055204,466.771612,88.283591,0.159054,259.513719
45130,2410,633.283261,610.443363,22.839897,0.036066,365.258668
45131,2411,187.427735,170.431432,16.996303,0.090682,29.969651
45132,2411,154.345614,134.989816,19.355798,0.125406,38.212797
45133,2411,283.994358,261.79275,22.201608,0.078176,177.506464
45134,2410,712.896596,667.744777,45.151819,0.063336,237.509064
45135,2411,151.96129,135.511562,16.449729,0.108249,24.252222
45136,2409,233.770939,205.288018,28.482921,0.121841,38.369038
45137,2411,366.343959,333.421558,32.922401,0.089867,529.892152
45138,2407,22.54902,21.568627,0.980392,0.043478,13.860085
45139,2411,238.613794,216.360925,22.252869,0.093259,59.966594
45141,2407,64.054348,49.619565,14.434783,0.225352,21.791811
45142,2410,1927.960156,1782.695271,145.264885,0.075346,717.53082
45143,2407,14.117647,12.235294,1.882353,0.133333,2.894584
45144,2410,564.190873,529.297002,34.893871,0.061848,133.281539
45145,2409,1665.164324,1473.223136,191.941188,0.115269,1165.289912
45146,2410,3382.352926,3075.187141,307.165785,0.090814,2444.306394
45147,2410,9881.489979,8415.912221,1465.577757,0.148315,10687.604521
45148,2409,756.037724,673.474603,82.563121,0.109205,588.753116
45149,2409,123.502423,99.298105,24.204318,0.195983,5.441235
45150,2409,95.657143,90.514286,5.142857,0.053763,15.339606
45151,2411,130.54725,119.2376,11.309649,0.086633,12.888847
45152,2410,112.525822,105.492958,7.032864,0.0625,18.695406
45153,2410,370.319666,353.717028,16.602639,0.044833,64.361505
45154,2410,1011.704695,970.744792,40.959903,0.040486,1683.666169
45155,2407,5345.190096,4459.673647,885.516449,0.165666,9012.76803
45156,2409,284.613649,266.580924,18.032725,0.063359,59.431968
45157,2411,203.058794,187.240386,15.818407,0.077901,47.002483
45158,2409,138.742548,131.859903,6.882644,0.049607,67.993877
45159,2411,88.429379,83.288136,5.141243,0.05814,7.172087
45160,2411,348.724517,323.761209,24.963308,0.071585,77.950042
45161,2409,372.520326,344.586789,27.933537,0.074985,62.081639
45162,2411,264.967933,235.763946,29.203987,0.110217,52.321898
45164,2407,334.545563,293.680109,40.865453,0.122152,87.419765
45165,2409,271.618552,252.474909,19.143644,0.07048,69.995746
45166,2410,158.569719,148.73367,9.836049,0.06203,21.949377
45167,2410,788.261695,725.844845,62.416851,0.079183,218.856003
45168,2410,278.284329,254.801975,23.482353,0.084383,63.527546
45169,2410,4746.715948,4309.535955,437.179993,0.092102,4374.884661
45170,2411,93.272727,79.8,13.472727,0.144444,23.879549
45171,2407,265.118119,250.037916,15.080203,0.056881,54.261313
45173,2410,2177.947352,2008.121914,169.825438,0.077975,1028.94303
45174,2411,136.951308,131.049616,5.901692,0.043093,25.960179
45175,2410,809.810465,780.062494,29.747971,0.036734,177.543455
45176,2411,201.577378,168.351288,33.22609,0.16483,56.208815
45177,2411,136.818398,127.975566,8.842833,0.064632,11.884026
45178,2409,615.977404,531.99161,83.985795,0.136346,284.99278
45179,2410,1449.376564,1338.736478,110.640086,0.076336,476.555353
45180,2409,34.0,31.0,3.0,0.088235,10.989755
45181,2411,47.105882,43.894118,3.211765,0.068182,13.869491
45182,2410,602.758594,560.084468,42.674126,0.070798,143.951417
45183,2410,68.196721,60.852459,7.344262,0.107692,8.207884
45184,2407,198.850418,181.324102,17.526316,0.088138,33.564523
45185,2409,151.648626,141.782259,9.866368,0.065061,52.358921
45186,2409,261.002963,241.001882,20.001081,0.076632,80.535121
45187,2409,1028.668467,923.89953,104.768937,0.101849,1210.854275
45188,2410,1340.777845,1263.648246,77.1296,0.057526,377.966889
45189,2409,123.030258,108.267925,14.762332,0.119989,35.295935
45191,2411,3748.769559,3276.735809,472.033751,0.125917,3493.288757
45193,2410,1024.207912,958.330334,65.877578,0.064321,354.247867
45194,2410,1486.137706,1375.248244,110.889462,0.074616,411.89139
45195,2411,296.131659,279.457604,16.674055,0.056306,47.405019
45196,2410,801.127601,748.189097,52.938504,0.06608,126.657765
45197,2410,920.962871,880.35615,40.606721,0.044092,181.740696
45198,2411,154.420797,141.194493,13.226304,0.085651,20.181543
45199,2409,225.435856,201.949535,23.486321,0.104182,43.075407
45200,2410,642.455433,583.218187,59.237246,0.092204,141.514928
45201,2409,76.793296,68.044693,8.748603,0.113924,7.855247
45202,2410,483.672601,443.123406,40.549195,0.083836,101.183957
45203,2410,3081.04913,2753.448031,327.601099,0.106328,3426.15159
45204,2410,415.737037,394.878256,20.858781,0.050173,94.444139
45205,2409,126.008114,113.010604,12.99751,0.103148,47.100638
45206,2409,155.425134,133.576552,21.848582,0.140573,37.410935
45207,2409,187.484601,171.435999,16.048602,0.0856,10.984025
45208,2409,6520.208417,4839.061166,1681.147251,0.257836,7097.819215
45209,2411,132.020228,112.462817,19.557412,0.14814,19.668761
45210,2409,323.53387,283.044998,40.488871,0.125146,63.357218
45212,2409,572.860123,520.227833,52.63229,0.091876,123.138633
45213,2409,279.551011,253.334089,26.216922,0.093782,253.103754
45214,2411,119.497908,109.539749,9.958159,0.083333,17.850227
45215,2411,112.654709,105.215247,7.439462,0.066038,16.925339
45216,2409,60.416,59.392,1.024,0.016949,100.059075
45217,2411,93.855422,87.927711,5.927711,0.063158,15.929672
45218,2409,62.647059,60.882353,1.764706,0.028169,13.844316
45219,2409,98.224719,89.775281,8.449438,0.086022,15.325299
45220,2411,275.071929,252.122692,22.949238,0.08343,67.122933
45222,2409,671.925314,579.152327,92.772987,0.13807,110.22568
45223,2411,172.945926,146.266503,26.679423,0.154265,49.25501
45224,2411,2302.950349,2132.578444,170.371905,0.07398,1979.094993
45225,2411,156.469401,150.714638,5.754763,0.036779,39.22862
45226,2410,684.156303,641.295294,42.861009,0.062648,100.667971
45227,2407,522.82286,482.304743,40.518117,0.077499,138.930706
45228,2411,562.837946,506.35231,56.485636,0.100359,154.98209
45229,2409,1034.179309,858.16895,176.010359,0.170193,1049.963511
45230,2409,314.333357,278.477138,35.856218,0.114071,75.945809
45231,2410,71.721311,67.622951,4.098361,0.057143,25.266682
45232,2410,10359.747085,9419.831032,939.916053,0.090728,10708.032638
45233,2411,180.496301,169.694369,10.801932,0.059846,32.835596
45234,2410,56316.666436,47720.660171,8596.006264,0.152637,70846.1795
45235,2410,2253.343629,2090.965037,162.378592,0.072061,4368.417218
45237,2411,61.491935,54.435484,7.056452,0.114754,9.034192
45238,2407,278.554583,236.886154,41.668428,0.149588,41.848325
45239,2409,226.548711,202.365683,24.183029,0.106745,37.870168
45240,2411,622.053033,563.606119,58.446914,0.093958,280.876307
45241,2410,284.329818,265.380341,18.949477,0.066646,71.29906
45242,2409,109.026451,98.01395,11.012502,0.101008,79.955672
45243,2409,148.359482,139.324585,9.034897,0.060899,42.94457
45244,2407,1234.349129,1142.012537,92.336593,0.074806,781.518965
45245,2407,467.59687,403.628457,63.968413,0.136802,143.934406
45246,2411,60.439655,57.258621,3.181034,0.052632,9.339653
45247,2409,1588.297048,1406.494815,181.802233,0.114464,1197.789753
45248,2410,1049.048916,954.643814,94.405102,0.089991,655.022117
45249,2409,357.650344,335.042153,22.608192,0.063213,52.916143
45250,2409,124.024896,111.825726,12.19917,0.098361,15.101106
45251,2407,131.857978,107.840711,24.017266,0.182145,58.091356
45252,2411,3916.450138,2992.636479,923.813659,0.23588,5735.340492
45253,2411,793.56284,726.649856,66.912984,0.08432,652.402621
45254,2407,1041.721472,969.422823,72.298649,0.069403,656.845318
45255,2409,199.952651,186.807762,13.144889,0.06574,60.564824
45256,2409,124.018139,119.080249,4.93789,0.039816,21.86414
45257,2409,238.096772,209.642008,28.454764,0.119509,58.41902
45258,2411,1575.400521,1414.896412,160.50411,0.101881,990.929662
45259,2409,515.087768,469.844062,45.243706,0.087837,158.490509
45260,2411,126.104339,115.212898,10.891442,0.086368,11.954371
45261,2410,710.186721,681.000055,29.186666,0.041097,160.668255
45262,2410,70.489209,64.532374,5.956835,0.084507,14.918882
45263,2411,164.320615,154.468644,9.851971,0.059956,44.419165
45264,2410,93.308511,81.882979,11.425532,0.122449,16.580752
45265,2409,194.932273,170.711836,24.220437,0.124251,17.494884
45266,2410,101.970038,98.04884,3.921198,0.038454,44.389711
45268,2407,253.501667,232.910895,20.590772,0.081225,67.956631
45269,2410,1749.850296,1642.912367,106.93793,0.061113,530.093547
45270,2407,888.969098,803.017393,85.951704,0.096687,668.527365
45271,2407,422.428421,384.466975,37.961446,0.089865,107.172229
45272,2410,1399.483552,1302.793913,96.689638,0.06909,3423.783383
45273,2410,1397.226067,1239.117016,158.109051,0.113159,1882.934289
45274,2410,3419.095098,3134.614846,284.480251,0.083203,1224.097923
45275,2409,237.271628,210.105587,27.166041,0.114493,32.87607
45276,2407,250.998875,229.998911,20.999964,0.083666,45.11043
45277,2407,200.685468,181.746248,18.93922,0.094373,119.403552
45278,2409,448.364577,377.026371,71.338207,0.159108,248.086282
45279,2409,893.308507,806.12663,87.181877,0.097594,235.242602
45280,2407,503.281924,456.525632,46.756292,0.092903,92.975501
45281,2409,430.501697,361.754174,68.747522,0.159692,320.951394
45282,2410,1484.337256,1398.261474,86.075782,0.057989,363.35589
45283,2409,67.572327,62.603774,4.968553,0.073529,19.820366
45284,2410,10253.132417,8917.255372,1335.877045,0.13029,10795.951242
45285,2410,7318.206166,6397.902208,920.303959,0.125755,7144.994391
45286,2410,4325.365988,3984.144116,341.221871,0.078889,1771.313382
45288,2411,187.067378,160.367138,26.70024,0.142731,76.617824
45289,2410,645.377701,601.29265,44.085051,0.068309,91.470509
45290,2410,891.188197,842.308741,48.879456,0.054848,594.580344
45291,2407,579.155452,531.517508,47.637945,0.082254,79.345951
45292,2409,376.580704,318.021233,58.559471,0.155503,88.231855
45293,2409,571.206489,502.231109,68.97538,0.120754,84.764515
45294,2411,61.865248,60.851064,1.014184,0.016393,13.259285
45296,2410,386.602473,359.278707,27.323767,0.070677,76.431939
45297,2407,444.140631,397.519427,46.621203,0.104969,328.194135
45298,2410,2838.52678,2548.290406,290.236374,0.102249,1370.942948
45299,2410,136.038195,124.090882,11.947313,0.087823,30.879161
45300,2410,2031.184,1935.753009,95.43099,0.046983,593.855268
45301,2411,209.867909,196.101645,13.766264,0.065595,26.936094
45302,2410,7074.781054,6148.600526,926.180528,0.130913,13207.758075
45303,2409,310.00083,277.289929,32.7109,0.105519,104.835001
45305,2410,90.714136,80.165981,10.548155,0.116279,28.682998
45306,2409,358.186385,320.27455,37.911835,0.105844,74.258003
45307,2409,514.012032,463.516148,50.495884,0.098239,320.09145
45308,2410,1454.447441,1354.888449,99.558993,0.068451,1866.833808
45309,2410,349.871744,327.477405,22.394339,0.064007,80.823764
45310,2411,838.508419,757.698573,80.809845,0.096373,1067.574501
45311,2410,325.717587,297.591506,28.12608,0.086351,63.869854
45312,2409,224.472896,198.567841,25.905055,0.115404,69.35809
45313,2410,423.730671,391.068271,32.6624,0.077083,91.09975
45314,2410,260.512025,241.426654,19.085371,0.073261,40.811136
45315,2407,1996.361708,1669.57435,326.787358,0.163691,3178.744148
45316,2410,397.170205,362.424465,34.745741,0.087483,97.410793
45317,2410,599.868707,560.681109,39.187598,0.065327,689.362382
45320,2411,190.137009,175.045626,15.091383,0.079371,165.750512
45321,2409,371.563055,332.991495,38.57156,0.103809,46.600174
45322,2409,103.701493,95.059701,8.641791,0.083333,5.761194
45323,2407,97.151744,83.813879,13.337865,0.137289,46.321303
45324,2410,1212.327059,1131.679392,80.647667,0.066523,457.088281
45325,2410,165.464892,149.072534,16.392358,0.099068,23.134628
45326,2410,196.264056,186.427121,9.836934,0.050121,65.119105
45327,2410,1730.457693,1610.341545,120.116147,0.069413,473.215597
45328,2409,143.925226,128.92464,15.000586,0.104225,33.294551
45329,2409,598.699723,533.406334,65.293389,0.109059,159.007946
45330,2410,111.620192,100.355769,11.264423,0.100917,32.748117
45331,2410,322.665515,286.653307,36.012208,0.111608,68.453648
45332,2409,679.76661,609.966318,69.800293,0.102683,357.111342
45333,2410,1087.008442,1038.288265,48.720177,0.04482,255.23333
45334,2409,285.267287,260.016244,25.251043,0.088517,69.620106
45335,2410,925.673887,867.556368,58.117519,0.062784,231.003414
45336,2407,388.537021,357.031483,31.505539,0.081088,112.412087
45337,2410,154.36621,148.353956,6.012253,0.038948,33.882031
45338,2409,2782.261396,2409.527557,372.733839,0.133968,2833.85557
45339,2409,216.791687,188.265975,28.525712,0.131581,40.514729
45340,2407,247.392211,216.930544,30.461667,0.123131,63.0553
45341,2410,99.974619,96.015228,3.959391,0.039604,28.016838
45342,2410,199.485582,177.301629,22.183953,0.111206,27.187816
45343,2409,74.717277,70.507853,4.209424,0.056338,13.184936
45344,2410,530.004642,488.321031,41.683611,0.078648,79.501763
45345,2409,529.079276,471.303379,57.775897,0.109201,99.816141
45346,2410,1072.570273,1000.488557,72.081716,0.067205,354.112035
45347,2411,389.480024,357.104945,32.375079,0.083124,59.764332
45348,2411,335.019692,301.415412,33.60428,0.100305,68.049295
46001,7607,191.491798,176.459829,15.03197,0.078499,101.980202
46002,7619,38.181818,34.545455,3.636364,0.095238,15.895895
46003,7619,301.248122,268.173167,33.074955,0.109793,150.247164
46004,7619,105.739179,99.049645,6.689534,0.063264,43.481084
46005,7607,134.910972,119.896949,15.014024,0.111288,64.14327
46006,7607,187.303966,168.471609,18.832357,0.100544,50.84541
46007,7607,437.628361,400.180808,37.447553,0.085569,163.596417
46008,7607,80.068716,74.068844,5.999872,0.074934,28.330954
46009,7611,278.904809,257.686677,21.218132,0.076077,199.692401
46010,7607,163.258078,145.934111,17.323967,0.106114,25.411485
46011,7619,175.61667,162.866202,12.750468,0.072604,32.614006
46012,7619,233.771204,209.663283,24.107921,0.103126,91.033732
46013,7607,87.082112,73.885169,13.196943,0.151546,33.146021
46015,7611,644.549371,579.182361,65.36701,0.101415,521.676437
46016,7619,172.921197,157.980178,14.941019,0.086404,66.598534
46017,7619,66.830986,58.605634,8.225352,0.123077,27.603351
46018,7619,63.303448,59.524138,3.77931,0.059701,27.13
46020,7611,100.224117,90.555497,9.668619,0.09647,39.275821
46021,7611,334.416827,307.168707,27.24812,0.08148,120.957656
46022,7607,76.32105,57.704498,18.616552,0.243924,32.185109
46023,7607,209.585483,191.839494,17.745989,0.084672,141.723905
46024,7619,185.678586,176.705118,8.973468,0.048328,48.652116
46026,7607,46.377049,42.344262,4.032787,0.086957,9.025895
46027,7607,64.109589,53.424658,10.684932,0.166667,11.729977
46028,7619,474.820286,419.775705,55.044581,0.115927,228.792021
46029,7619,870.426935,774.139943,96.286992,0.11062,2832.250564
46030,7619,167.660304,154.883439,12.776865,0.076207,40.275725
46031,7611,41.744526,37.861314,3.883212,0.093023,19.190879
46032,7607,176.618333,161.47173,15.146603,0.085759,42.714628
46033,7607,233.801056,206.585678,27.215379,0.116404,132.520931
46034,7611,136.149079,119.25864,16.890439,0.124058,51.921445
46035,7611,83.663043,79.771739,3.891304,0.046512,18.361848
46036,7611,63.968254,55.111111,8.857143,0.138462,16.792605
46037,7607,41.445652,36.391304,5.054348,0.121951,26.664016
46038,7619,558.716226,503.67278,55.043447,0.098518,644.756409
46039,7611,104.588832,93.19797,11.390863,0.108911,56.247853
46040,7607,93.549944,81.349054,12.20089,0.130421,65.079759
46041,7611,64.770115,60.143678,4.626437,0.071429,21.385696
46042,7607,8479.029525,7086.542994,1392.486531,0.164227,14525.535147
46043,7619,78.875676,70.572973,8.302703,0.105263,20.000031
46044,7607,278.221532,234.1529,44.068632,0.158394,199.920002
46045,7611,391.500335,330.421538,61.078796,0.156012,521.896384
46046,7607,232.186723,210.9996,21.187122,0.09125,22.638678
46047,7619,57.952663,47.147929,10.804734,0.186441,23.610166
46049,7611,85.122723,80.393474,4.729249,0.055558,41.673978
46050,7607,73.540741,67.496296,6.044444,0.082192,8.057265
46051,7611,169.505955,163.331259,6.174696,0.036428,252.129831
46052,7611,113.4364,107.429004,6.007396,0.052958,28.510944
46053,7611,221.399204,202.153172,19.246032,0.086929,23.973569
46054,7619,176.157163,157.73505,18.422113,0.104578,65.379385
46055,7611,491.49879,451.698127,39.800663,0.080978,398.326049
46056,7611,46.0,38.0,8.0,0.173913,10.0
46057,7611,280.844734,258.823064,22.021671,0.078412,78.733655
46058,7619,180.43687,168.800845,11.636025,0.064488,83.348872
46059,7619,102.946385,94.902872,8.043513,0.078133,29.975331
46060,7607,83.365391,71.320006,12.045384,0.144489,23.113781
46061,7607,72.238372,66.133721,6.104651,0.084507,23.447188
46062,7607,173.833962,156.73836,17.095602,0.098344,154.244988
46063,7607,716.01131,642.663725,73.347584,0.102439,438.606935
46064,7607,379.30091,332.172718,47.128192,0.12425,491.246057
46065,7619,200.794436,161.212134,39.582302,0.197128,69.60509
46066,7607,189.609159,163.524033,26.085126,0.137573,286.194748
46068,7611,68.642301,63.226555,5.415746,0.078898,38.960898
46069,7607,81.134831,76.247191,4.88764,0.060241,17.595506
46070,7607,298.962919,269.339296,29.623623,0.099088,62.99665
46072,7607,110.428072,97.23065,13.197422,0.119511,41.508189
46073,7607,171.157491,133.019205,38.138286,0.222826,72.916354
46074,7619,177.679697,163.875671,13.804026,0.077691,50.843256
46075,7611,88.407937,80.376651,8.031286,0.090843,26.953606
46076,7619,155.366674,141.81086,13.555814,0.08725,40.542893
46078,7619,46.0,41.0,5.0,0.108696,16.083311
46079,7607,45.360825,41.237113,4.123711,0.090909,9.278351
46080,7607,397.11878,370.288503,26.830277,0.067562,134.037781
46081,7607,31.862069,24.781609,7.08046,0.222222,10.62069
46082,7607,155.587145,131.991545,23.5956,0.151655,39.619441
46083,7619,482.744036,441.14435,41.599686,0.086173,267.233972
46084,7619,132.295975,108.615133,23.680841,0.178999,65.25634
46085,7611,99.002785,86.776475,12.22631,0.123495,49.565252
46086,7619,309.568036,278.801187,30.766849,0.099386,72.189396
46087,7607,252.418681,214.922928,37.495752,0.148546,88.746416
46088,7607,357.527596,326.235183,31.292413,0.087524,106.170648
46089,7607,326.021467,285.564808,40.456659,0.124092,139.308896
46090,7619,75.075,66.3,8.775,0.116883,28.925654
46091,7607,84.652899,74.501919,10.15098,0.119913,25.590263
46092,7607,86.1525,74.070636,12.081864,0.140238,11.485693
46093,7611,32.853933,28.988764,3.865169,0.117647,12.755814
46094,7611,109.417784,90.51584,18.901944,0.17275,29.473732
46095,7607,427.74666,383.994147,43.752513,0.102286,164.576762
46096,7619,43.092784,39.175258,3.917526,0.090909,15.707465
46097,7619,44.333333,41.166667,3.166667,0.071429,11.523765
46098,7607,133.375406,118.11048,15.264926,0.114451,50.176145
46100,7611,311.479207,278.079882,33.399325,0.107228,59.391432
46101,7611,227.416123,213.049636,14.366486,0.063173,51.69391
46102,7611,4119.322508,3627.126241,492.196267,0.119485,8467.212284
46103,7607,430.89678,397.144907,33.751872,0.078329,171.685206
46104,7619,34.833333,31.166667,3.666667,0.105263,6.416667
46105,7607,366.996478,353.106859,13.889619,0.037847,78.388458
46106,7619,98.345602,81.280326,17.065276,0.173524,35.789086
46107,7607,74.117647,60.735294,13.382353,0.180556,66.275505
46108,7611,172.467443,155.372011,17.095432,0.099123,70.137176
46109,7607,246.712956,218.179082,28.533874,0.115656,420.797302
46111,7611,73.181818,64.69697,8.484848,0.115942,7.233864
46112,7607,133.624792,119.531754,14.093038,0.105467,26.717018
46113,7607,123.184257,116.195822,6.988435,0.056732,39.96629
46114,7607,133.998263,116.235232,17.763032,0.132562,74.427894
46115,7619,86.30303,73.69697,12.606061,0.146067,22.458715
46116,7611,31.43662,29.408451,2.028169,0.064516,2.028169
46117,7619,284.311078,249.449703,34.861375,0.122617,167.916232
46118,7619,306.83754,271.651681,35.185859,0.114673,100.353974
46119,7607,139.072944,126.845741,12.227203,0.087919,30.717902
46120,7607,133.410967,124.292013,9.118954,0.068352,53.655587
46121,7619,66.528169,58.584507,7.943662,0.119403,20.64242
46122,7619,52.222222,47.777778,4.444444,0.085106,23.733336
46123,7619,157.318952,139.44847,17.870482,0.113594,58.201517
46124,7619,132.340125,121.258768,11.081358,0.083734,50.327105
46125,7619,162.927353,145.475164,17.452189,0.107116,78.811486
46126,7607,92.22526,86.209335,6.015925,0.065231,58.348299
46127,7607,1416.33178,1203.201919,213.129862,0.15048,2547.17656
46128,7619,1393.814647,1211.506069,182.308578,0.130798,2546.015956
46129,7611,126.62957,115.305436,11.324134,0.089427,42.469892
46130,7607,88.552676,78.715758,9.836918,0.111085,51.298182
46131,7611,68.73494,61.861446,6.873494,0.1,17.54699
46132,7619,256.097853,237.81315,18.284703,0.071397,48.333367
46133,7611,129.08641,118.821191,10.265219,0.079522,32.355156
46134,7607,101.919175,89.216121,12.703053,0.124639,19.050385
46135,7619,23.0,21.954545,1.045455,0.045455,19.316101
46136,7607,127.549523,117.593241,9.956282,0.078058,17.68853
46137,7607,627.791265,578.915175,48.87609,0.077854,107.80993
46138,7619,392.642864,356.100532,36.542332,0.093068,400.464367
46139,7619,86.427861,75.373134,11.054726,0.127907,39.899752
46140,7607,167.282259,151.866565,15.415695,0.092154,59.101202
46142,7607,70.589595,61.641618,8.947977,0.126761,46.214274
46143,7619,499.711165,463.028055,36.68311,0.073409,781.598364
46144,7619,93.980418,84.959276,9.021143,0.09599,90.073638
46145,7619,342.148059,306.073695,36.074364,0.105435,149.444358
46146,7619,40.645161,36.774194,3.870968,0.095238,11.67333
46147,7607,52.214286,38.904762,13.309524,0.254902,37.262493
46148,7607,855.806189,778.812963,76.993226,0.089966,531.764829
46149,7607,302.308748,274.607431,27.701317,0.091633,134.176758
46151,7607,52.094017,50.128205,1.965812,0.037736,14.690859
46152,7619,122.548791,95.209048,27.339743,0.223093,31.122454
46153,7619,246.25644,226.369429,19.887011,0.080757,59.111337
46154,7611,142.113827,127.93475,14.179077,0.099773,38.738173
46155,7611,48.920863,41.093525,7.827338,0.16,38.145955
46156,7607,554.429349,490.807378,63.621971,0.114752,119.154456
46157,7611,58.119403,52.208955,5.910448,0.101695,14.86918
46159,7619,105.901212,94.353917,11.547295,0.109038,35.986713
