codgeo,ze2020,filosofi_measure,obs_value
66136,7620,S_DIR_TAX_DI,-14.2
66208,7620,S_HH_TAX,48
66008,7620,S_HH_TAX,46
64504,7503,S_DIR_TAX_DI,-14.4
65235,7624,S_HH_TAX,55
66012,7620,S_DIR_TAX_DI,-15.7
66106,7620,S_HH_TAX,46
65304,7624,S_HH_TAX,39
66217,7620,S_DIR_TAX_DI,-14.3
66136,7620,S_HH_TAX,37
66021,7620,S_DIR_TAX_DI,-14.5
65059,7624,S_HH_TAX,43
66133,7620,S_HH_TAX,46
66172,7620,S_DIR_TAX_DI,-15
66182,7620,S_HH_TAX,48
66210,7620,S_HH_TAX,44
66017,7620,S_DIR_TAX_DI,-13.2
66144,7620,S_HH_TAX,52
66140,7620,S_DIR_TAX_DI,-14.5
65062,7624,S_HH_TAX,56
66227,7620,S_HH_TAX,57
64547,7503,S_HH_TAX,54
66148,7620,S_DIR_TAX_DI,-14.3
65062,7624,S_DIR_TAX_DI,-15.2
64546,7503,S_DIR_TAX_DI,-15.3
64547,7503,S_DIR_TAX_DI,-15.2
65059,7624,S_DIR_TAX_DI,-13.4
66178,7620,S_DIR_TAX_DI,-16.4
66145,7620,S_HH_TAX,51
65226,7624,S_HH_TAX,56
65258,7624,S_DIR_TAX_DI,-11.9
66003,7620,S_HH_TAX,34
65047,7624,S_DIR_TAX_DI,-12.8
66178,7620,S_HH_TAX,50
65433,7624,S_DIR_TAX_DI,-13.1
64519,7522,S_DIR_TAX_DI,-16.7
66164,7620,S_HH_TAX,40
64453,7522,S_DIR_TAX_DI,-13.7
66180,7620,S_HH_TAX,44
66141,7620,S_DIR_TAX_DI,-13.7
64545,7503,S_HH_TAX,54
66009,7620,S_HH_TAX,40
66145,7620,S_DIR_TAX_DI,-14.7
64540,7503,S_DIR_TAX_DI,-14.4
66008,7620,S_DIR_TAX_DI,-14.2
66059,7620,S_HH_TAX,49
66189,7620,S_HH_TAX,53
65025,7624,S_DIR_TAX_DI,-14.3
66172,7620,S_HH_TAX,49
64545,7503,S_DIR_TAX_DI,-16
67021,4423,S_DIR_TAX_DI,-17.1
80318,3202,S_DIR_TAX_DI,-11.3
80630,3202,S_HH_TAX,42
79329,7530,S_HH_TAX,40
80021,3202,S_DIR_TAX_DI,-16.5
67434,4420,S_DIR_TAX_DI,-14.2
80001,3201,S_HH_TAX,39
80011,3202,S_HH_TAX,52
80725,3202,S_HH_TAX,65
80674,3202,S_DIR_TAX_DI,-15.1
80410,3220,S_HH_TAX,34
79355,7520,S_HH_TAX,66
80308,0058,S_HH_TAX,43
80410,3220,S_DIR_TAX_DI,-11.4
80620,3220,S_HH_TAX,38
67378,4423,S_DIR_TAX_DI,-17.7
67154,4423,S_HH_TAX,66
67118,4423,S_DIR_TAX_DI,-18.3
79299,7530,S_DIR_TAX_DI,-11.9
80688,3201,S_DIR_TAX_DI,-13.1
80318,3202,S_HH_TAX,38
80620,3220,S_DIR_TAX_DI,-13.6
79249,7520,S_DIR_TAX_DI,-16.9
80164,3202,S_HH_TAX,60
80013,3201,S_DIR_TAX_DI,-11.7
80632,3202,S_DIR_TAX_DI,-18
80016,3202,S_DIR_TAX_DI,-12.3
79299,7530,S_HH_TAX,41
80368,0058,S_HH_TAX,38
80585,3220,S_HH_TAX,42
79270,7520,S_DIR_TAX_DI,-11.9
80308,0058,S_DIR_TAX_DI,-13.6
80373,0058,S_DIR_TAX_DI,-12.2
68021,4418,S_HH_TAX,75
80570,3202,S_DIR_TAX_DI,-14.1
80016,3202,S_HH_TAX,40
80533,0058,S_HH_TAX,41
80489,3202,S_DIR_TAX_DI,-13.3
80630,3202,S_DIR_TAX_DI,-12.8
68269,4405,S_HH_TAX,54
68015,4411,S_HH_TAX,71
67339,4409,S_DIR_TAX_DI,-14.5
67458,4409,S_HH_TAX,60
67389,4423,S_HH_TAX,64
67311,4422,S_HH_TAX,59
67043,4423,S_DIR_TAX_DI,-13.4
67112,4423,S_HH_TAX,69
67388,4409,S_DIR_TAX_DI,-15.4
67324,4409,S_DIR_TAX_DI,-14.7
68152,4411,S_DIR_TAX_DI,-18.1
67152,4423,S_HH_TAX,64
67543,4423,S_DIR_TAX_DI,-13.5
67309,4423,S_DIR_TAX_DI,-18.3
68138,4418,S_HH_TAX,59
67474,4409,S_DIR_TAX_DI,-15.6
67281,4422,S_DIR_TAX_DI,-15.5
67506,4423,S_HH_TAX,65
68015,4411,S_DIR_TAX_DI,-19
67365,4423,S_DIR_TAX_DI,-15.8
68118,4411,S_DIR_TAX_DI,-19.2
67230,4409,S_HH_TAX,61
67256,4423,S_DIR_TAX_DI,-20.7
67202,4423,S_DIR_TAX_DI,-15.2
67151,4423,S_HH_TAX,65
67388,4409,S_HH_TAX,54
67495,4423,S_HH_TAX,73
67101,4423,S_DIR_TAX_DI,-16.5
68021,4418,S_DIR_TAX_DI,-21.6
68249,4405,S_DIR_TAX_DI,-14.7
67345,4409,S_DIR_TAX_DI,-15.8
67458,4409,S_DIR_TAX_DI,-15.4
68118,4411,S_HH_TAX,66
68068,4411,S_DIR_TAX_DI,-14.5
67172,4423,S_DIR_TAX_DI,-18.4
67267,4423,S_HH_TAX,55
67519,4423,S_DIR_TAX_DI,-24.1
67067,4409,S_DIR_TAX_DI,-16.8
68224,4411,S_DIR_TAX_DI,-15.1
67124,4423,S_DIR_TAX_DI,-16.2
68058,4411,S_HH_TAX,53
67449,4409,S_DIR_TAX_DI,-16.1
67472,4409,S_DIR_TAX_DI,-15.6
67465,4409,S_HH_TAX,64
68163,4418,S_DIR_TAX_DI,-22.1
67529,4409,S_DIR_TAX_DI,-16.8
68004,4411,S_DIR_TAX_DI,-17.7
67551,4423,S_HH_TAX,65
68042,4418,S_DIR_TAX_DI,-23.3
67196,4422,S_HH_TAX,59
67194,4409,S_DIR_TAX_DI,-16
67296,4423,S_DIR_TAX_DI,-24.9
67547,4422,S_DIR_TAX_DI,-14.3
68146,4405,S_DIR_TAX_DI,-16
67378,4423,S_HH_TAX,67
68201,4411,S_HH_TAX,50
67156,4409,S_HH_TAX,68
68269,4405,S_DIR_TAX_DI,-16.7
67519,4423,S_HH_TAX,72
67106,4409,S_DIR_TAX_DI,-15.6
67302,4419,S_HH_TAX,54
67356,4423,S_DIR_TAX_DI,-16.3
67437,4419,S_HH_TAX,53
68063,4411,S_DIR_TAX_DI,-14.6
68163,4418,S_HH_TAX,75
68062,4411,S_HH_TAX,66
67520,4423,S_HH_TAX,51
67222,4409,S_HH_TAX,50
67345,4409,S_HH_TAX,64
67130,4423,S_DIR_TAX_DI,-15.4
67216,4422,S_DIR_TAX_DI,-15.1
68289,4411,S_HH_TAX,68
67067,4409,S_HH_TAX,63
67301,4409,S_DIR_TAX_DI,-15.8
68112,4411,S_HH_TAX,48
67131,4423,S_DIR_TAX_DI,-19.5
67462,4422,S_HH_TAX,53
68201,4411,S_DIR_TAX_DI,-14
67218,4423,S_DIR_TAX_DI,-17.2
67106,4409,S_HH_TAX,61
67268,4423,S_HH_TAX,71
67268,4423,S_DIR_TAX_DI,-18.9
67350,4423,S_DIR_TAX_DI,-19.2
67389,4423,S_DIR_TAX_DI,-16.9
67131,4423,S_HH_TAX,65
67151,4423,S_DIR_TAX_DI,-16.5
67539,4423,S_DIR_TAX_DI,-17.4
67084,4422,S_DIR_TAX_DI,-16.7
68286,4418,S_DIR_TAX_DI,-22.7
68173,4405,S_DIR_TAX_DI,-16.9
67046,4409,S_HH_TAX,46
68256,4411,S_HH_TAX,56
67348,4423,S_HH_TAX,59
66230,7620,S_DIR_TAX_DI,-11.8
67544,4409,S_HH_TAX,53
68063,4411,S_HH_TAX,52
68112,4411,S_DIR_TAX_DI,-14.5
68271,4411,S_DIR_TAX_DI,-20.2
68141,4411,S_HH_TAX,70
68226,4405,S_HH_TAX,45
68224,4411,S_HH_TAX,37
68062,4411,S_DIR_TAX_DI,-18.7
67445,4422,S_DIR_TAX_DI,-17
68066,4405,S_HH_TAX,50
67172,4423,S_HH_TAX,71
67202,4423,S_HH_TAX,58
67543,4423,S_HH_TAX,51
67101,4423,S_HH_TAX,63
68149,4418,S_DIR_TAX_DI,-22.1
67529,4409,S_HH_TAX,69
67137,4423,S_DIR_TAX_DI,-19.2
67045,4423,S_HH_TAX,69
68156,4411,S_HH_TAX,59
68270,4411,S_DIR_TAX_DI,-16.6
67230,4409,S_DIR_TAX_DI,-17.2
68218,4411,S_DIR_TAX_DI,-18.4
67437,4419,S_DIR_TAX_DI,-16.9
67084,4422,S_HH_TAX,60
67154,4423,S_DIR_TAX_DI,-16.1
68091,4411,S_DIR_TAX_DI,-16.1
67115,4422,S_HH_TAX,61
68166,4411,S_DIR_TAX_DI,-14.9
68289,4411,S_DIR_TAX_DI,-17.1
67348,4423,S_DIR_TAX_DI,-17.7
67283,4423,S_DIR_TAX_DI,-13.7
68292,4411,S_DIR_TAX_DI,-14.5
67411,4423,S_HH_TAX,65
68082,4411,S_HH_TAX,58
68166,4411,S_HH_TAX,55
67001,4423,S_HH_TAX,70
67482,4423,S_HH_TAX,49
68278,4411,S_DIR_TAX_DI,-19.3
67204,4423,S_HH_TAX,55
67474,4409,S_HH_TAX,58
67045,4423,S_DIR_TAX_DI,-18.7
67066,4423,S_HH_TAX,49
67411,4423,S_DIR_TAX_DI,-17.8
67267,4423,S_DIR_TAX_DI,-15.4
67397,4422,S_DIR_TAX_DI,-14.2
68249,4405,S_HH_TAX,57
67463,4409,S_DIR_TAX_DI,-17.2
67343,4423,S_DIR_TAX_DI,-21.3
67118,4423,S_HH_TAX,63
68145,4405,S_HH_TAX,62
67445,4422,S_HH_TAX,63
67204,4423,S_DIR_TAX_DI,-15
67180,4409,S_HH_TAX,55
67447,4423,S_HH_TAX,47
68287,4405,S_HH_TAX,60
68043,4411,S_HH_TAX,58
67350,4423,S_HH_TAX,69
68295,4405,S_HH_TAX,69
68156,4411,S_DIR_TAX_DI,-14.9
68287,4405,S_DIR_TAX_DI,-15.9
68152,4411,S_HH_TAX,63
67073,4422,S_DIR_TAX_DI,-18.2
68173,4405,S_HH_TAX,68
67343,4423,S_HH_TAX,67
67130,4423,S_HH_TAX,57
68154,4411,S_HH_TAX,49
67218,4423,S_HH_TAX,58
67296,4423,S_HH_TAX,75
67462,4422,S_DIR_TAX_DI,-15.8
68004,4411,S_HH_TAX,52
68135,4418,S_DIR_TAX_DI,-24
68155,4405,S_HH_TAX,56
67283,4423,S_HH_TAX,51
67043,4423,S_HH_TAX,47
67137,4423,S_HH_TAX,66
67152,4423,S_DIR_TAX_DI,-18.3
67544,4409,S_DIR_TAX_DI,-17.3
67472,4409,S_HH_TAX,57
67282,4423,S_HH_TAX,62
67405,4409,S_HH_TAX,65
67194,4409,S_HH_TAX,65
68195,4411,S_DIR_TAX_DI,-16.3
68286,4418,S_HH_TAX,79
68007,4405,S_DIR_TAX_DI,-18.2
67547,4422,S_HH_TAX,56
68270,4411,S_HH_TAX,62
68091,4411,S_HH_TAX,67
67001,4423,S_DIR_TAX_DI,-19.3
68271,4411,S_HH_TAX,59
67169,4409,S_DIR_TAX_DI,-16.5
67449,4409,S_HH_TAX,68
67397,4422,S_HH_TAX,56
67482,4423,S_DIR_TAX_DI,-18.1
67066,4423,S_DIR_TAX_DI,-13.3
67495,4423,S_DIR_TAX_DI,-20.8
67465,4409,S_DIR_TAX_DI,-16.5
67405,4409,S_DIR_TAX_DI,-17.6
68226,4405,S_DIR_TAX_DI,-14.1
67028,4422,S_DIR_TAX_DI,-15.1
68149,4418,S_HH_TAX,59
68036,4405,S_HH_TAX,59
67506,4423,S_DIR_TAX_DI,-17.7
67447,4423,S_DIR_TAX_DI,-14.9
67523,4409,S_DIR_TAX_DI,-16.4
67216,4422,S_HH_TAX,60
67196,4422,S_DIR_TAX_DI,-15.1
67028,4422,S_HH_TAX,55
68082,4411,S_DIR_TAX_DI,-15.2
68295,4405,S_DIR_TAX_DI,-17.1
66230,7620,S_HH_TAX,39
67124,4423,S_HH_TAX,67
67115,4422,S_DIR_TAX_DI,-15
68043,4411,S_DIR_TAX_DI,-14.6
67282,4423,S_DIR_TAX_DI,-17.3
67222,4409,S_DIR_TAX_DI,-14.8
67176,4409,S_HH_TAX,59
68258,4411,S_HH_TAX,62
67539,4423,S_HH_TAX,65
68146,4405,S_HH_TAX,64
67365,4423,S_HH_TAX,53
68056,4411,S_DIR_TAX_DI,-21
68154,4411,S_DIR_TAX_DI,-14
67300,4423,S_DIR_TAX_DI,-16.1
67372,4409,S_DIR_TAX_DI,-15.5
67052,4423,S_HH_TAX,65
68056,4411,S_HH_TAX,65
67551,4423,S_DIR_TAX_DI,-17.8
68256,4411,S_DIR_TAX_DI,-15.7
67046,4409,S_DIR_TAX_DI,-13.1
67089,4423,S_DIR_TAX_DI,-14
68036,4405,S_DIR_TAX_DI,-15.1
68066,4405,S_DIR_TAX_DI,-16.6
67125,4422,S_DIR_TAX_DI,-16.2
67300,4423,S_HH_TAX,57
67180,4409,S_DIR_TAX_DI,-16.2
68007,4405,S_HH_TAX,70
67061,4409,S_HH_TAX,54
67302,4419,S_DIR_TAX_DI,-14.6
67212,4423,S_DIR_TAX_DI,-18.1
67176,4409,S_DIR_TAX_DI,-15.4
67212,4423,S_HH_TAX,67
67156,4409,S_DIR_TAX_DI,-17.2
68135,4418,S_HH_TAX,77
68058,4411,S_DIR_TAX_DI,-15.5
67021,4423,S_HH_TAX,57
67237,4423,S_HH_TAX,73
67291,4409,S_HH_TAX,58
67112,4423,S_DIR_TAX_DI,-17
67520,4423,S_DIR_TAX_DI,-14.1
68162,4405,S_HH_TAX,60
68258,4411,S_DIR_TAX_DI,-16.2
67324,4409,S_HH_TAX,54
67372,4409,S_HH_TAX,55
67061,4409,S_DIR_TAX_DI,-14.3
67256,4423,S_HH_TAX,71
68068,4411,S_HH_TAX,51
67311,4422,S_DIR_TAX_DI,-15.1
67313,4423,S_DIR_TAX_DI,-14.5
67089,4423,S_HH_TAX,54
68162,4405,S_DIR_TAX_DI,-16.4
67434,4420,S_HH_TAX,43
67463,4409,S_HH_TAX,62
67034,4423,S_DIR_TAX_DI,-18.7
67471,4423,S_DIR_TAX_DI,-19
67291,4409,S_DIR_TAX_DI,-14
67205,4409,S_DIR_TAX_DI,-17.9
68141,4411,S_DIR_TAX_DI,-20.8
67052,4423,S_DIR_TAX_DI,-18.5
67356,4423,S_HH_TAX,68
67205,4409,S_HH_TAX,66
68126,4418,S_HH_TAX,76
68292,4411,S_HH_TAX,51
68155,4405,S_DIR_TAX_DI,-15.7
67339,4409,S_HH_TAX,58
68278,4411,S_HH_TAX,63
67281,4422,S_HH_TAX,56
67471,4423,S_HH_TAX,66
68218,4411,S_HH_TAX,65
67034,4423,S_HH_TAX,68
67073,4422,S_HH_TAX,63
68145,4405,S_DIR_TAX_DI,-16.7
67169,4409,S_HH_TAX,65
67301,4409,S_HH_TAX,61
68126,4418,S_DIR_TAX_DI,-26.5
67237,4423,S_DIR_TAX_DI,-17.8
68042,4418,S_HH_TAX,72
67125,4422,S_HH_TAX,63
67313,4423,S_HH_TAX,52
67309,4423,S_HH_TAX,68
67523,4409,S_HH_TAX,67
68138,4418,S_DIR_TAX_DI,-18.4
68195,4411,S_HH_TAX,56
80674,3202,S_HH_TAX,55
80585,3220,S_DIR_TAX_DI,-12.4
80013,3201,S_HH_TAX,39
80489,3202,S_HH_TAX,50
80688,3201,S_HH_TAX,43
80001,3201,S_DIR_TAX_DI,-13.2
80632,3202,S_HH_TAX,62
80182,3201,S_HH_TAX,46
80010,3202,S_HH_TAX,54
79249,7520,S_HH_TAX,67
80680,3202,S_HH_TAX,41
80186,3220,S_DIR_TAX_DI,-12.2
80721,3201,S_DIR_TAX_DI,-16.6
80680,3202,S_DIR_TAX_DI,-13.4
80685,3202,S_HH_TAX,38
80561,3202,S_HH_TAX,38
80533,0058,S_DIR_TAX_DI,-12.3
80685,3202,S_DIR_TAX_DI,-13.1
80010,3202,S_DIR_TAX_DI,-15.2
80011,3202,S_DIR_TAX_DI,-13.3
80725,3202,S_DIR_TAX_DI,-19.6
80131,3202,S_HH_TAX,62
79270,7520,S_HH_TAX,39
80186,3220,S_HH_TAX,38
80253,3202,S_HH_TAX,34
80724,3202,S_DIR_TAX_DI,-16.2
80021,3202,S_HH_TAX,45
80212,3202,S_HH_TAX,49
79329,7530,S_DIR_TAX_DI,-13.5
80570,3202,S_HH_TAX,46
80212,3202,S_DIR_TAX_DI,-13.9
80561,3202,S_DIR_TAX_DI,-11.8
80164,3202,S_DIR_TAX_DI,-16.2
79298,7520,S_HH_TAX,62
68375,4411,S_HH_TAX,55
80721,3201,S_HH_TAX,51
80368,0058,S_DIR_TAX_DI,-11.7
80182,3201,S_DIR_TAX_DI,-13.9
69231,8421,S_DIR_TAX_DI,-16.4
79307,7520,S_DIR_TAX_DI,-12.1
80724,3202,S_HH_TAX,60
79355,7520,S_DIR_TAX_DI,-17.7
79298,7520,S_DIR_TAX_DI,-17.2
80373,0058,S_HH_TAX,34
80253,3202,S_DIR_TAX_DI,-12.5
79307,7520,S_HH_TAX,37
80131,3202,S_DIR_TAX_DI,-16.4
70245,2718,S_HH_TAX,44
69175,8421,S_HH_TAX,64
69088,8421,S_HH_TAX,62
69027,8421,S_DIR_TAX_DI,-18
70467,2718,S_DIR_TAX_DI,-10.2
68352,4405,S_HH_TAX,56
69013,8434,S_HH_TAX,58
69205,8421,S_DIR_TAX_DI,-20.3
69033,8421,S_DIR_TAX_DI,-23.3
69076,8421,S_DIR_TAX_DI,-25.4
69294,8421,S_HH_TAX,66
69136,8421,S_HH_TAX,69
69270,8421,S_DIR_TAX_DI,-20.8
69032,8421,S_HH_TAX,64
69006,8430,S_HH_TAX,41
69299,8421,S_HH_TAX,69
69010,8421,S_DIR_TAX_DI,-14.5
69044,8421,S_HH_TAX,75
69292,8421,S_DIR_TAX_DI,-15.7
69114,8421,S_DIR_TAX_DI,-18.9
69050,8421,S_HH_TAX,66
69297,8421,S_DIR_TAX_DI,-18.1
69204,8421,S_HH_TAX,65
69087,8421,S_DIR_TAX_DI,-23.3
69208,8421,S_HH_TAX,72
69157,8430,S_HH_TAX,58
69094,8421,S_HH_TAX,67
68349,4418,S_DIR_TAX_DI,-25.2
69127,8421,S_DIR_TAX_DI,-19.8
69100,8421,S_HH_TAX,62
69112,8421,S_DIR_TAX_DI,-20.3
68348,4411,S_HH_TAX,49
69086,8421,S_HH_TAX,75
69019,8434,S_HH_TAX,48
69032,8421,S_DIR_TAX_DI,-17.6
69116,8421,S_DIR_TAX_DI,-26.2
69288,8421,S_DIR_TAX_DI,-17.6
69202,8421,S_HH_TAX,67
69019,8434,S_DIR_TAX_DI,-13.4
69072,8421,S_HH_TAX,73
69063,8421,S_HH_TAX,76
70447,2706,S_DIR_TAX_DI,-14.2
69069,8421,S_DIR_TAX_DI,-18.7
69293,8421,S_DIR_TAX_DI,-22.9
69286,8421,S_DIR_TAX_DI,-15.5
70245,2718,S_DIR_TAX_DI,-13
69270,8421,S_HH_TAX,75
68348,4411,S_DIR_TAX_DI,-12.9
69066,8430,S_DIR_TAX_DI,-12.6
69296,8421,S_HH_TAX,72
69231,8421,S_HH_TAX,67
69206,8434,S_DIR_TAX_DI,-17.4
69249,8421,S_DIR_TAX_DI,-16.9
69007,8433,S_DIR_TAX_DI,-21.5
69208,8421,S_DIR_TAX_DI,-18.9
69266,8421,S_HH_TAX,53
69283,8421,S_DIR_TAX_DI,-16.2
69116,8421,S_HH_TAX,72
70207,2718,S_HH_TAX,57
69299,8421,S_DIR_TAX_DI,-16.7
69206,8434,S_HH_TAX,60
69094,8421,S_DIR_TAX_DI,-18.1
69279,8421,S_HH_TAX,68
69276,8421,S_HH_TAX,50
69127,8421,S_HH_TAX,70
69264,8434,S_HH_TAX,46
69256,8421,S_HH_TAX,37
69140,8421,S_DIR_TAX_DI,-20.6
69081,8421,S_HH_TAX,66
69003,8421,S_HH_TAX,65
69275,8421,S_DIR_TAX_DI,-14.9
69293,8421,S_HH_TAX,77
68349,4418,S_HH_TAX,75
68334,4411,S_DIR_TAX_DI,-15.4
69046,8421,S_DIR_TAX_DI,-22.2
69064,8433,S_HH_TAX,53
70310,2705,S_DIR_TAX_DI,-12.9
69277,8421,S_HH_TAX,73
69133,8421,S_HH_TAX,73
68297,4418,S_HH_TAX,56
69064,8433,S_DIR_TAX_DI,-15.6
69219,8421,S_HH_TAX,69
69284,8421,S_DIR_TAX_DI,-22.2
69207,8421,S_DIR_TAX_DI,-18.8
69133,8421,S_DIR_TAX_DI,-23.7
69029,8421,S_HH_TAX,54
69271,8421,S_HH_TAX,68
69283,8421,S_HH_TAX,64
70388,2718,S_HH_TAX,51
69190,8421,S_HH_TAX,75
69115,8434,S_DIR_TAX_DI,-17.7
69149,8421,S_DIR_TAX_DI,-15.5
69063,8421,S_DIR_TAX_DI,-25.8
69148,8421,S_HH_TAX,72
69043,8421,S_DIR_TAX_DI,-21.9
69069,8421,S_HH_TAX,66
69118,8421,S_DIR_TAX_DI,-14.9
70447,2706,S_HH_TAX,50
68338,4405,S_HH_TAX,60
69096,8421,S_HH_TAX,51
69243,8430,S_DIR_TAX_DI,-12.4
69273,8421,S_DIR_TAX_DI,-16.9
68321,4411,S_HH_TAX,55
69191,8421,S_HH_TAX,77
69114,8421,S_HH_TAX,68
69179,8421,S_DIR_TAX_DI,-17.8
69194,8421,S_HH_TAX,78
68343,4411,S_DIR_TAX_DI,-16.6
69298,8421,S_DIR_TAX_DI,-19.3
69207,8421,S_HH_TAX,61
69156,8421,S_DIR_TAX_DI,-21.9
69286,8421,S_HH_TAX,46
69250,8421,S_DIR_TAX_DI,-22
69292,8421,S_HH_TAX,62
69029,8421,S_DIR_TAX_DI,-16.7
69117,8421,S_DIR_TAX_DI,-22.3
69121,8421,S_DIR_TAX_DI,-17.1
69046,8421,S_HH_TAX,75
69156,8421,S_HH_TAX,71
69282,8421,S_HH_TAX,58
69154,8421,S_HH_TAX,70
69044,8421,S_DIR_TAX_DI,-27.4
69268,8421,S_HH_TAX,76
69021,8421,S_HH_TAX,58
69096,8421,S_DIR_TAX_DI,-13.5
69243,8430,S_HH_TAX,40
69092,8434,S_HH_TAX,53
68298,4422,S_HH_TAX,42
69284,8421,S_HH_TAX,79
69241,8421,S_DIR_TAX_DI,-19.5
69072,8421,S_DIR_TAX_DI,-23.1
69277,8421,S_DIR_TAX_DI,-20.4
70285,2705,S_HH_TAX,44
69068,8421,S_DIR_TAX_DI,-20.5
70421,2718,S_DIR_TAX_DI,-12.2
70279,2706,S_HH_TAX,33
70388,2718,S_DIR_TAX_DI,-13.5
69118,8421,S_HH_TAX,61
69256,8421,S_DIR_TAX_DI,-11.2
69163,8421,S_HH_TAX,65
69122,8421,S_DIR_TAX_DI,-21.3
69034,8421,S_DIR_TAX_DI,-21.8
70120,2705,S_HH_TAX,47
68297,4418,S_DIR_TAX_DI,-20.3
69244,8421,S_DIR_TAX_DI,-21.9
69148,8421,S_DIR_TAX_DI,-21
69282,8421,S_DIR_TAX_DI,-16.3
69273,8421,S_HH_TAX,63
69279,8421,S_DIR_TAX_DI,-17.9
69142,8421,S_DIR_TAX_DI,-19.4
69228,8421,S_DIR_TAX_DI,-16.5
69171,8421,S_DIR_TAX_DI,-15.9
69175,8421,S_DIR_TAX_DI,-16.6
69241,8421,S_HH_TAX,70
69260,8421,S_HH_TAX,64
70311,2718,S_DIR_TAX_DI,-13.7
69049,8421,S_DIR_TAX_DI,-22.9
69248,8430,S_HH_TAX,44
69050,8421,S_DIR_TAX_DI,-18.5
69163,8421,S_DIR_TAX_DI,-16.5
69141,8421,S_DIR_TAX_DI,-17.9
70207,2718,S_DIR_TAX_DI,-15.9
69294,8421,S_DIR_TAX_DI,-16.8
69272,8421,S_HH_TAX,68
68384,4411,S_HH_TAX,72
68334,4411,S_HH_TAX,51
69024,8421,S_DIR_TAX_DI,-17.2
69131,8421,S_HH_TAX,67
69219,8421,S_DIR_TAX_DI,-19.3
69197,8434,S_DIR_TAX_DI,-15.8
68374,4405,S_DIR_TAX_DI,-16.1
68384,4411,S_DIR_TAX_DI,-18.8
69088,8421,S_DIR_TAX_DI,-18.8
70285,2705,S_DIR_TAX_DI,-12.8
69289,8421,S_DIR_TAX_DI,-19.2
69143,8421,S_HH_TAX,56
69028,8421,S_HH_TAX,70
69089,8421,S_DIR_TAX_DI,-20.4
70026,2706,S_DIR_TAX_DI,-11.9
69009,8421,S_DIR_TAX_DI,-16.6
69136,8421,S_DIR_TAX_DI,-18.4
69259,8421,S_DIR_TAX_DI,-11.3
69204,8421,S_DIR_TAX_DI,-19.6
69122,8421,S_HH_TAX,71
69227,8421,S_HH_TAX,54
69199,8421,S_DIR_TAX_DI,-10.4
69255,8421,S_HH_TAX,64
68376,4411,S_HH_TAX,51
69115,8434,S_HH_TAX,60
69266,8421,S_DIR_TAX_DI,-15.7
69076,8421,S_HH_TAX,77
69244,8421,S_HH_TAX,69
68309,4418,S_DIR_TAX_DI,-23
69189,8421,S_HH_TAX,61
69121,8421,S_HH_TAX,67
69027,8421,S_HH_TAX,64
69091,8421,S_DIR_TAX_DI,-11.4
69092,8434,S_DIR_TAX_DI,-16.6
69288,8421,S_HH_TAX,69
69068,8421,S_HH_TAX,66
69040,8421,S_HH_TAX,64
69260,8421,S_DIR_TAX_DI,-19.2
68298,4422,S_DIR_TAX_DI,-12.4
68338,4405,S_DIR_TAX_DI,-17.8
69250,8421,S_HH_TAX,75
69205,8421,S_HH_TAX,70
68318,4405,S_HH_TAX,63
69028,8421,S_DIR_TAX_DI,-20.8
69189,8421,S_DIR_TAX_DI,-19.4
69194,8421,S_DIR_TAX_DI,-30.6
70311,2718,S_HH_TAX,39
69176,8421,S_HH_TAX,65
69171,8421,S_HH_TAX,60
69006,8430,S_DIR_TAX_DI,-13
68300,4411,S_DIR_TAX_DI,-17.4
69089,8421,S_HH_TAX,69
70451,2705,S_DIR_TAX_DI,-10.9
69149,8421,S_HH_TAX,57
69066,8430,S_HH_TAX,41
69255,8421,S_DIR_TAX_DI,-16.7
70120,2705,S_DIR_TAX_DI,-13.4
69081,8421,S_DIR_TAX_DI,-24.1
70451,2705,S_HH_TAX,38
69197,8434,S_HH_TAX,58
69123,8421,S_HH_TAX,61
69290,8421,S_DIR_TAX_DI,-14.5
69021,8421,S_DIR_TAX_DI,-16.4
69052,8421,S_HH_TAX,72
69131,8421,S_DIR_TAX_DI,-17.7
69298,8421,S_HH_TAX,74
69143,8421,S_DIR_TAX_DI,-16
69275,8421,S_HH_TAX,53
69112,8421,S_HH_TAX,72
69238,8428,S_DIR_TAX_DI,-12.2
69049,8421,S_HH_TAX,74
69297,8421,S_HH_TAX,67
69142,8421,S_HH_TAX,56
69117,8421,S_HH_TAX,76
69007,8433,S_HH_TAX,66
68321,4411,S_DIR_TAX_DI,-14.3
69228,8421,S_HH_TAX,61
69259,8421,S_HH_TAX,38
69024,8421,S_HH_TAX,64
69154,8421,S_DIR_TAX_DI,-19.1
69287,8421,S_HH_TAX,71
69248,8430,S_DIR_TAX_DI,-12.5
68375,4411,S_DIR_TAX_DI,-14.1
69177,8421,S_DIR_TAX_DI,-17.2
70467,2718,S_HH_TAX,32
69091,8421,S_HH_TAX,37
69287,8421,S_DIR_TAX_DI,-18.6
69179,8421,S_HH_TAX,69
69123,8421,S_DIR_TAX_DI,-20.7
69177,8421,S_HH_TAX,69
70421,2718,S_HH_TAX,47
69291,8421,S_HH_TAX,65
68376,4411,S_DIR_TAX_DI,-14.1
68352,4405,S_DIR_TAX_DI,-14.9
68331,4405,S_DIR_TAX_DI,-17.9
69056,8421,S_HH_TAX,68
69278,8421,S_HH_TAX,64
70279,2706,S_DIR_TAX_DI,-11.7
