ZE2020,year,stock
5212,2018,9819.0
5212,2019,10077.0
5212,2020,10027.0
5212,2021,10265.0
5212,2022,23978.0
5212,2023,24606.0
5213,2017,3765.0
5213,2018,4357.0
5213,2019,4504.0
5213,2020,4521.0
5213,2021,4652.0
5213,2022,10355.0
5213,2023,10565.0
5214,2017,2054.0
5214,2018,3027.0
5214,2019,3179.0
5214,2020,3222.0
5214,2021,3408.0
5214,2022,9365.0
5214,2023,9615.0
5215,2017,2375.0
5215,2018,2421.0
5215,2019,2502.0
5215,2020,2517.0
5215,2021,2570.0
5215,2022,4858.0
5215,2023,4776.0
5216,2017,28535.0
5216,2018,28393.0
5216,2019,29728.0
5216,2020,30249.0
5216,2021,31490.0
5216,2022,93168.0
5216,2023,94893.0
5217,2017,2305.0
5217,2018,2295.0
5217,2019,2394.0
5217,2020,2420.0
5217,2021,2559.0
5217,2022,7206.0
5217,2023,7299.0
5218,2017,1569.0
5218,2018,1567.0
5218,2019,1620.0
5218,2020,1603.0
5218,2021,1638.0
5218,2022,3122.0
5218,2023,3106.0
5219,2017,7637.0
5219,2018,7618.0
5219,2019,7967.0
5219,2020,8024.0
5219,2021,8368.0
5219,2022,22239.0
5219,2023,22595.0
5220,2017,2985.0
5220,2018,3125.0
5220,2019,3189.0
5220,2020,3186.0
5220,2021,3259.0
5220,2022,7379.0
5220,2023,7317.0
5221,2017,1496.0
5221,2018,1488.0
5221,2019,1539.0
5221,2020,1591.0
5221,2021,1649.0
5221,2022,3493.0
5221,2023,3469.0
5301,2017,3668.0
5301,2018,3688.0
5301,2019,3759.0
5301,2020,3773.0
5301,2021,3971.0
5301,2022,10817.0
5301,2023,11074.0
5302,2017,10854.0
5302,2018,10812.0
5302,2019,10971.0
5302,2020,10894.0
5302,2021,11301.0
5302,2022,28420.0
5302,2023,29022.0
5303,2017,2605.0
5303,2018,2659.0
5303,2019,2700.0
5303,2020,2653.0
5303,2021,2707.0
5303,2022,5908.0
5303,2023,5807.0
5304,2017,3009.0
5304,2018,3033.0
5304,2019,3102.0
5304,2020,3097.0
5304,2021,3200.0
5304,2022,8181.0
5304,2023,8503.0
5305,2017,2283.0
5305,2018,2405.0
5305,2019,2411.0
5305,2020,2452.0
5305,2021,2512.0
5305,2022,5491.0
5305,2023,5482.0
5306,2017,1786.0
5306,2018,1792.0
5306,2019,1837.0
5306,2020,1815.0
5306,2021,1853.0
5306,2022,3976.0
5306,2023,3902.0
5307,2017,2266.0
5307,2018,2333.0
5307,2019,2395.0
5307,2020,2414.0
5307,2021,2486.0
5307,2022,5620.0
5307,2023,5585.0
5308,2017,3913.0
5308,2018,3942.0
5308,2019,4023.0
5308,2020,4041.0
5308,2021,4195.0
5308,2022,9830.0
5308,2023,9845.0
5309,2017,6641.0
5309,2018,6711.0
5309,2019,6923.0
5309,2020,6915.0
5309,2021,7136.0
5309,2022,18925.0
5309,2023,19395.0
5310,2017,4333.0
5310,2018,4360.0
5310,2019,4389.0
5310,2020,4354.0
5310,2021,4497.0
5310,2022,9822.0
5310,2023,9948.0
5311,2017,2156.0
5311,2018,2162.0
5311,2019,2217.0
5311,2020,2240.0
5311,2021,2326.0
5311,2022,5579.0
5311,2023,5720.0
5312,2017,3710.0
5312,2018,3744.0
5312,2019,3839.0
5312,2020,3862.0
5312,2021,3959.0
5312,2022,8148.0
