codgeo,ze2020,jobs_lt_2022_total
23202,7511,31.06906
61156,0051,77.04151
55356,4426,4.63732
54520,4412,27.21903
65086,7624,15.66218
57093,4420,35.83208
54272,4412,27.26229
14535,2804,38.81806
59111,3213,30.5591
60171,3210,40.14026
63122,8410,11.59276
54047,4412,15.43675
39060,2713,5
14569,2804,23.81414
08256,4421,12.65742
55540,4426,7
80511,3202,4.751
63059,8408,12.93892
27556,2812,6.95238
31514,7625,7.87814
52133,4404,13.06377
70380,2718,11.98214
49056,5221,19
58113,0060,1
72107,5212,29.06299
88478,4412,10.35427
43175,8419,15.90303
71358,2708,13.39
21221,2704,6.79125
91195,1104,69.72111
55422,4426,4.97927
26266,8431,4.79785
14519,2804,7.16869
09338,7612,27.79094
40270,7519,56.17838
25550,2715,29.19111
02550,3214,7.91977
39545,2713,45.83005
31392,7625,5.94991
54298,4412,6.97795
46260,7611,30.71582
26352,8422,19.93927
27240,2803,45.24409
45205,2409,46.04303
32455,7604,37.71918
28219,0061,126.95442
23258,7511,36.89675
46076,7619,42.49541
22358,5306,49.82997
24034,7504,180.3504
55382,4401,32.76304
25544,2706,55.27229
60162,0054,36.08461
09297,7622,5.76065
70568,2718,3.93103
65359,7624,1
70071,2718,8
52549,4404,3.07692
61219,2809,10.60714
55410,4421,14.53294
70226,2718,29.01115
71455,2707,35.32847
31312,7625,5.09346
64332,7522,22.0387
43036,8419,24.78127
76589,2807,36.66551
71465,2710,42.47157
21421,2711,30.21335
88431,4407,26.89355
70080,2706,17.14243
81058,7610,31.66426
50024,2806,20.88351
54564,4412,12.85915
38406,8433,22.9416
72018,0051,11.10482
25584,2714,14.49333
25281,2714,17.98593
38103,8409,58.81014
21172,2704,22.04878
58190,2703,12.75862
59081,3208,47.762
87056,7527,20.91937
64026,7503,40.60673
54490,4412,176.24256
55530,4426,13.93995
65405,7624,28.13954
82138,7609,17.43208
82069,7615,41.99714
62833,3204,14.64015
50578,2805,13.71843
52229,4404,14.21105
59453,3213,45.70745
50365,2810,75.60058
10024,4425,24.85718
11029,7608,9.58525
22361,5316,41.63308
02601,3214,12.31714
63073,8410,46.976
51016,4427,20.97408
74051,8416,78.58793
31158,7622,7.54023
28264,0061,10.75027
76079,2813,18.06505
15264,8403,35.13564
37028,2408,125.99873
27635,2817,21.85433
30229,7603,108.86893
25421,2715,19.13703
89406,2703,14.09791
45079,2409,18.9508
77071,1105,124.40075
35138,5305,164.64039
43011,8419,28.73514
71533,2708,34.19993
27692,2808,16.47823
2A132,9401,10.13699
2B059,9404,17.47159
04007,9307,15.54483
41286,2414,9.06207
88389,4407,4.85197
10405,4425,6.09478
32023,7604,13.96615
12022,7614,11.647
10386,4425,33.05616
80748,3220,25.12324
60427,0054,11.09883
60466,3211,14.73859
50096,2805,12.72919
11079,7608,21.52565
51102,4413,40.09843
68102,4411,26.0652
09031,7612,2.9625
57763,4419,11.12042
25443,2706,2
01077,8405,13
63337,8417,5.90625
57294,4420,16.12981
71474,2708,19.65628
67047,4420,8.08216
87104,7517,105.1536
55108,4401,37.13625
39512,2712,4.00262
55174,4426,13.73776
65394,7622,10.00598
88532,4407,12.13976
21313,2711,8.46142
2B233,9402,20.48336
70522,2718,25.94089
88335,4407,4.25532
51226,4406,7.0723
79340,7506,67.91798
90025,2705,25.97123
71278,2710,22.58166
89217,2702,16.83109
88141,4407,28.80959
86296,7524,41.87155
76699,2815,20.95999
91131,1103,25.07448
72383,5208,16.17837
86170,7524,45.08537
53033,5221,20.54631
58153,2703,10.84787
62872,3204,33.94649
62245,3219,101.46954
65211,7624,14.03396
51479,4413,29.77331
58124,0060,54.90934
46190,7607,15.93442
61024,2809,53.14366
64492,7503,49.59343
52302,4427,21.67805
46235,7619,13.9786
24504,7523,40.97353
28350,2403,144.34974
53169,5211,29.55345
41221,2401,96.85036
38106,8409,27.42098
40084,7510,120.43766
37125,2406,61.95083
27208,2803,19.92838
30300,7618,51.67391
30176,7603,39.72459
80435,3220,3.07946
28257,2403,4.92555
62490,3203,25.75993
08430,4421,1.90244
2B241,9402,7.875
54420,4424,8.66073
11160,7608,8.75364
57079,4424,23.62303
55263,4426,16.68382
76620,2815,32.97052
71552,2708,59.23937
42303,8412,36.14786
07124,8420,9.08042
15077,8429,12.66409
65089,7624,14.92246
09132,7612,17.01243
54447,4412,1
76083,2807,15.86058
80645,3202,24.18618
12061,7621,90.31318
03261,8423,27.07793
30323,7603,9.91736
14280,2814,22.58291
57605,4410,16.49317
21250,2711,9.15325
84060,9306,17.85855
09126,7612,8
65193,7622,7.78019
78668,1114,60.10464
39538,2713,11.73745
48070,7613,286.24049
37141,2413,107.7377
25447,2715,37.96519
46196,7607,13.74661
39289,2716,58.00901
30188,7603,79.71484
31143,7622,14.0312
27267,2803,16.59405
24536,7504,40.24276
57653,4410,3.11451
70255,2718,83.57057
66055,7620,86.46591
68054,4418,24.16909
16038,7502,60.4082
21633,2709,25.43834
79158,7520,9.66942
67099,4420,29.05023
73194,8411,135.1513
83154,9308,138.9066
88176,4407,102.24096
32140,7604,9.72001
60361,0054,61.06507
59189,3213,131.12831
46218,7607,39.43851
50423,2816,32.88339
57090,4419,17.36007
54290,4424,22.94894
65462,7624,28.92008
88400,4407,36.83795
62802,3203,26.00784
46061,7607,21.11861
50225,2816,22.41678
88125,4407,6.0964
33059,7516,15.60799
21624,2711,4.89926
70233,2718,4.09524
80477,3201,12.99414
52216,4404,3.40909
66083,7620,7.26316
51020,4413,3.04347
10203,4425,31.06037
34228,7606,8.98323
89335,2702,19.25302
03308,8423,18.78482
88194,4407,12.8571
08269,4421,9.06258
38514,8409,55.76149
33512,7514,24.21544
73223,8411,55.3733
80079,3202,31.90515
70371,2706,15.38282
02466,3221,14.75387
32093,7624,19.18359
58253,0060,10.06751
62453,3219,8.92969
02254,3221,8.04
02679,3209,3
70220,2706,13.77006
51057,4427,2
14438,2804,27.13422
12235,7621,37.11405
39250,2713,8
22009,5316,20.15707
39281,2713,10.26513
77297,1105,57.00549
40208,7510,34.52502
39507,2712,5.02502
38492,8409,73.44945
35244,5305,39.86768
55394,4426,7.94996
37246,2408,72.05028
43147,8410,128.85861
22083,5307,123.56042
70019,2718,3.92157
2A141,9401,26.56304
65109,7622,3.77468
23110,7511,5.31373
01406,8405,10.36649
11219,7608,2.84315
70449,2718,8.68928
50088,2818,12.23966
64194,7522,44.0748
50568,2806,53.07609
62680,3212,117.72637
46157,7611,18.34538
62677,3204,33.79272
53128,5211,51.61591
54022,4410,38.77236
57687,4416,24.89317
46018,7619,24.55421
57658,4420,76.74201
71140,2701,23.91564
71247,2707,49.68869
55493,4401,16.9149
77520,1105,84.64943
2B344,9402,3.07143
73133,8407,29.75878
88458,4407,17.92789
83060,9308,84.91753
86055,7524,47.84613
66128,7620,1.77388
67307,4409,42.47865
21375,2701,20.4038
76365,2807,12.13088
27475,2811,7.66324
45260,2411,11.85958
45301,2411,26.91133
32003,7604,5.1865
39505,2716,3.86207
19232,0063,10.7629
25596,2715,14.06749
34323,7616,1.1087
39511,2712,3.03539
24338,7504,42.1968
60046,3221,16.19492
25627,2715,47.04089
38463,8435,186.8581
25252,2715,15.81683
65288,7624,17.06765
81166,7602,12.3259
45027,2409,37.95909
33121,7514,21.93957
21063,2711,19.23173
60147,3210,55.16015
80361,3201,6.98148
28268,2403,4.78166
88505,4417,12.46105
53105,5215,17.68536
80121,3202,1
70336,2718,11.65468
2B075,9405,4.09079
55281,4426,9.09921
14195,2804,22.72427
10303,4425,4
60624,0054,8
76204,2807,7.9784
24144,7523,15.94458
25604,2706,9.35167
27235,2808,16.96364
95059,1101,25.0255
46093,7611,14.06954
67461,4422,20.09798
37265,2408,32.21889
52336,4427,7.70861
27572,2815,15.521
47098,7501,41.01951
39166,2713,17.83892
64240,7521,27.37314
08238,4403,13.81654
17114,7528,23.71609
51143,4402,8.33295
77147,1108,62.77072
82154,7609,34.551
32333,7624,13.93765
50124,2802,20.78118
62380,3215,25.17676
55107,4426,4.85456
54032,4412,20.40531
46136,7607,17.26396
60307,0054,38.31046
62541,3204,23.77025
62740,3205,41.80013
60549,0054,26.85099
55553,4401,93.30803
21156,2704,5
10159,4425,1.90099
61212,2801,7.3934
65364,7624,4
51253,4402,10.11311
2A186,9401,34.10698
72064,5208,57.66018
51045,4406,21.15994
66215,7620,15.98807
77396,1110,6.25564
76483,2819,21.288
34034,7617,4.63788
79283,7520,104.24078
02572,3214,18.17024
88229,4404,11.83358
86093,7530,34.68826
83022,9307,5.26647
28419,2403,16.30205
39401,2713,56.67151
23109,7511,40.53868
41172,2404,32.94304
23171,7511,22.07407
46012,7619,96.34031
37275,2408,23.48546
32432,7625,32.9414
25524,2714,61.22378
32299,7604,26.0208
32250,7604,12.69133
48044,7613,22.95165
63030,8432,25.04178
27368,0057,20.00829
42329,8433,33.66708
2B176,9402,5.94478
50517,2816,22.54128
57736,4410,34.02441
77103,1108,23.75151
36067,2405,21.10752
26199,0064,24.64333
21482,2711,50.97904
81316,7602,40.83549
54013,4419,15.08439
16403,7527,21.00632
65033,7624,9.79466
51169,4427,19.19886
54179,4412,16.33384
25175,2715,12.8961
16354,7509,12.31528
40114,7510,23.06496
26303,0064,18.88492
76091,2819,23.20264
62434,3203,32.09177
62759,3206,47.69613
60127,3210,32.51539
54262,4412,16.33414
64321,7522,41.76973
57588,4424,87.91206
55254,4426,47.65785
65329,7624,44.40059
65011,7624,8.68199
47122,7518,25.68324
62220,3204,34.98479
70476,2718,11.04202
21207,2711,5.69136
67470,4423,1.90991
60472,0054,9.24771
51150,4406,8.87945
65421,7624,7.69376
71043,2707,5.87089
25376,2706,1.79679
14390,2804,12.60379
90018,2705,52.20877
31465,7622,1.15789
71441,0059,49.13053
39268,2713,10.79268
81118,7610,15.473
67195,4422,29.75819
71317,2708,34.9053
70342,2706,9.63815
85179,5214,138.83971
35354,5317,38.84786
77112,1105,43.04732
27075,2808,65.94275
38391,8409,30.68944
78209,1111,73.53106
31525,7625,93.34359
46267,7607,132.26896
32270,7604,8.14586
21195,2704,12.85441
38186,8409,127.04515
71160,2708,54.69692
38438,8409,46.84693
37166,2413,76.41811
03228,8423,15.13346
57495,4416,11.02355
44123,0062,127.68343
36073,2405,28.65269
30296,7603,32.76665
21354,2709,6.96774
06102,9315,14.99997
15173,0063,20.89998
09295,7612,12.97368
82116,7609,42.04779
73088,8418,30.78192
89442,2717,17.30525
52065,4404,11.11897
26282,8431,17.98588
70048,2706,6.99066
52425,4404,17.07457
31043,7622,21.01422
72192,0051,13.90472
72202,0051,16.61281
65412,7624,12.98305
58045,0060,30.67709
62135,3203,29.92889
55429,4426,12.18606
52401,4404,34.35614
64203,7522,31.16055
57008,4416,20.70457
57334,4419,24.05947
51173,4406,40.05709
45161,2409,71.77067
64019,7521,39.19406
80374,3201,45.10462
55489,4426,14.97462
47154,7501,28.56916
25573,2715,2.13333
07094,8431,9.10465
09216,7612,5.8
70405,2718,7.03646
2A310,9407,5.42782
89288,2702,4
51325,4427,18.15553
39514,2712,22.94963
51239,4406,12.78957
16042,7502,15.88612
52312,4404,6.10714
21113,2711,10.1644
32081,7604,17.98099
70274,2718,13.17757
32165,7604,27.37172
15266,8403,49.71375
70150,2706,20.98581
67232,4409,4.98451
58313,2703,9.96386
68083,4405,25.02978
88331,4407,10.36098
80067,3202,37.96153
55104,4401,17.20949
02749,3221,10.04869
46155,7611,30.16581
57643,4410,11.3529
39146,2713,29.36514
70552,2718,8.87128
62697,3212,5.62906
65164,7624,8
55021,4426,6.00748
70386,2718,8.99613
74203,8415,12.0114
61183,0051,16.07149
55192,4426,1.84615
57449,4410,37.01558
39423,2713,9.92429
71505,2707,8.19987
73254,8406,15.22799
27033,2808,21.97659
41072,2414,31.92307
39029,2712,19.89088
63202,8410,19.1001
39489,2713,102.50649
29126,5302,23.71003
23081,0063,63.49376
27620,2811,30.52533
23170,7511,13.89424
31027,7625,14.87489
33129,7514,20.6371
21491,2711,2.8125
11043,7608,6.3618
70466,2706,12.20168
65459,7624,3
14705,2804,17.78819
02517,3214,11.73247
64105,7521,55.32855
51638,4406,23.32372
54204,4412,7.78911
54567,4412,29.44722
54358,4412,14.21191
57436,4412,25.05552
60315,0054,35.94849
14034,2804,45.55628
53019,5218,27.89042
55580,4426,12.17641
52546,4404,1.91628
70200,2718,2.14286
11372,7608,50.0644
24546,7507,4.88888
63114,8410,17.07304
71363,2710,15.46612
07139,8402,14.55719
73233,8407,27.47418
21108,2709,6.67042
57249,4410,18.79973
80347,3202,10.21204
89459,2717,20.69798
2B111,9402,6.5748
54337,4424,6.35593
02557,3221,2.06557
43187,8419,29.46414
73196,8413,29.7363
50430,2805,5.91535
31064,7622,1.03571
88153,4407,42.02732
60177,3210,17.03451
54133,4412,23.58257
89474,2702,25.63912
11358,7608,5
81056,7602,36.37642
61071,2814,39.59241
2A040,9401,87.92342
55484,4426,9
26154,0064,37.86755
28284,2410,48.79213
39318,2716,14.84252
39402,2706,60.31947
56250,0062,51.94552
39081,2713,31.28255
24119,7523,55.3062
43105,8410,23.62585
31404,7622,32.62386
25450,2706,20.72973
33072,7514,34.92255
33385,7516,78.74891
52151,4404,21.98989
62424,3203,52.55419
63405,8408,49.14422
57147,4410,15.88322
52520,4404,12.01561
60493,0054,35.04336
50473,2816,41.91811
46129,7611,53.37069
45136,2409,38.85323
57189,4416,20.59418
54041,4412,13.33343
19198,7517,10.79328
52219,4427,1
51013,4413,13.74757
08468,4403,14.43246
52059,4404,6.82407
43129,8420,17.33631
27512,2803,35.87084
25139,2715,67.68818
23113,7511,49.89538
36062,2405,67.48522
27204,2817,24.62561
27187,2815,43.00558
34222,7616,75.38591
46332,7611,35.2488
23148,7511,27.87975
24051,7504,26.01061
68308,4411,16.92156
72274,5218,22.75023
89076,2702,73.84567
61021,2809,16.98318
24006,7529,19.81081
2A060,9401,8.77477
33271,7514,24.34452
62435,3204,6.28294
54568,4424,21.94125
28315,0057,6.74446
41236,2414,10.35461
64220,7521,28.9014
60084,0054,17.31148
64211,7522,26.26003
50221,2810,13.79203
60197,0054,55.21825
51579,4415,16.50139
62471,3219,72.53613
61206,0061,32.04113
62363,3203,30.69111
50382,2805,16.8355
55202,4426,12.29055
15011,8403,49.85785
55023,4426,17.125
26001,8431,95.50889
32221,7604,29.91747
02655,3209,10.41096
31318,7622,20.8162
77484,1107,22.15329
21311,2704,1.94366
14378,2816,26.39447
16246,7502,39.31031
09325,7612,2.1875
28341,0057,11.74433
02747,3220,9.10796
32407,7604,13.57857
33270,7514,3.89796
09134,7612,3.69466
09035,7622,17.57966
86206,7530,7.95938
71586,2708,27.70306
70328,2705,31.69076
43093,8419,41.51978
24529,7523,27.45228
23059,7511,12.67143
36024,2405,11.11659
82098,7615,73.2693
70307,2705,9.32087
27436,2808,41.60526
46186,7619,34.55151
28124,0057,58.85223
64112,7522,55.4044
39076,2712,15.16448
89320,2702,5.65217
32275,7604,1.08571
48176,7613,20.36364
51528,4427,10.10993
21648,2711,21.27902
10157,4415,8
55128,4401,7.17073
24492,7532,8
41138,2414,19.21106
46194,7607,31.64155
41019,2401,13.59498
86023,7530,20.68364
71280,2708,22.6524
54208,4412,11.03455
73177,8411,11.84042
62822,3204,17.79966
51650,4402,5
79058,7520,82.20503
89115,2717,10.97887
80628,3202,55.86382
21322,2704,10.69218
70044,2718,33.85398
80518,3201,145.00327
88192,4407,7.18406
80787,3201,9.86332
86275,7508,83.4874
89404,2717,39.70869
39192,2713,9.79854
64319,7521,40.01954
51149,4402,29.31536
61317,2812,56.85224
50479,2816,15.03132
51435,4406,25.34868
51516,4415,28.44037
57004,4416,8.05586
46075,7611,29.09389
54034,4412,25.19677
54236,4424,34.48576
54540,4419,19.43808
54385,4424,66.28717
24582,7523,90.21958
42157,8426,67.64514
24361,7504,53.74288
27243,2811,59.72414
26294,8427,69.38028
18043,2402,37.58173
32005,7604,59.91121
37116,2413,168.82411
41069,2401,32.19295
41022,2404,14.07323
71091,0059,24.1241
01146,8405,22.49052
31593,7622,10.2617
63168,8408,49.22816
36102,2405,17.11755
48192,7613,31.25097
02444,3214,8.5694
15208,8403,17.1982
45255,2409,58.7075
65194,7624,12.89139
11277,7612,3.97078
2B101,9402,9.35065
65071,7624,3
55412,4412,10.86536
31419,7625,14.23926
67288,4409,19.35902
2B157,9404,3.40909
17139,7520,52.90137
64234,7522,18.92584
73074,8411,36.38867
21282,2709,9.85106
52288,4427,32.35744
54241,4412,4.13433
88041,4407,5.55024
80219,3202,3.9145
35114,5319,25.75805
58308,2703,15.00486
02784,3220,7.05393
80117,3202,16.93443
39248,2713,4.94901
88529,4407,17.1295
2A031,9401,129.14639
52038,4404,5.04506
70493,2706,33.53123
58090,0056,10.78117
88388,4407,11.86368
32438,7604,19.44258
86117,7524,56.78281
55031,4427,17.01999
38038,8406,45.33241
12067,7614,26.96768
40238,7519,51.3669
39519,2713,15.72881
34021,7606,55.98935
24105,7523,18.93342
39270,2712,66.58645
25194,2714,46.19096
33370,7505,75.76587
25042,2715,36.108
30064,7603,28.01911
04024,9307,15.63595
80206,3202,6.99401
09186,7612,13.52023
78194,1115,12.37497
11162,7608,18.89056
02393,3221,13.80791
65170,7604,4.05196
71067,2707,10.99844
14457,2804,21.63367
16412,7502,21.57779
08411,4421,9.10655
05086,9310,16.07317
77205,1107,12.00055
70291,2718,7
66111,7620,24.458
88249,4404,2.02875
51539,4427,11.8505
04169,9311,17.67273
62526,3206,1.02083
48067,7613,22.23518
62405,3203,27.22002
64223,7521,15.04515
57455,4416,15.83639
62084,3203,69.1807
65253,7624,5.07365
53109,5215,65.88463
51302,4406,9.73616
54421,4419,26.6999
54275,4410,10.85962
85139,5207,59.69586
58042,0056,16.34175
68103,4418,78.1468
88299,4407,21.93166
67174,4409,103.7877
85028,5207,85.22258
69051,8421,118.10803
10374,4425,29.01503
71296,2707,57.78892
67017,4419,32.47387
21067,2711,48.73753
26195,8431,40.79826
31479,7622,13.89039
25348,2715,123.62074
37255,2406,27.07008
21252,2709,7.00474
72049,5212,42.38709
57337,4408,16.7289
25408,2718,2.94857
50347,2802,35.01147
28225,2403,40.89927
31095,7622,13.29138
2A359,9401,53.00909
32082,7604,46.35386
01206,8425,15.41035
02072,3214,12.05631
62090,3204,11.19295
31468,7622,41.33054
37140,2413,30.08756
23129,0063,12.54249
81299,7610,62.64563
55066,4401,35.16068
09195,7612,6.01962
34160,7606,83.20368
18063,2402,14.77734
64090,7522,12.675
32255,7604,8.82405
21364,2709,9.38865
30231,7603,86.42079
80619,3202,51.66093
67352,4409,20.74028
46094,7611,30.61658
76645,0058,17.74607
15256,8429,13.91719
19217,7507,20.77976
90086,2705,18
70238,2718,7.96032
52232,4404,6.47059
88215,4417,9.09354
55137,4426,6
31369,7622,2
86149,7530,50.26139
71355,2707,20.98816
55193,4426,32.39477
71565,2708,65.42809
52208,4404,8.0111
88484,4407,153.3238
71008,2708,14.01363
71344,0059,16.17513
86151,7530,31.24592
80103,3220,43.78632
25055,2706,17.41365
88202,4407,10.12211
45219,2409,15.3902
21240,2711,15.4062
32032,7604,91.73092
40127,7519,84.93892
25333,2715,62.0166
46026,7607,10.33226
45241,2410,65.67747
39054,2713,8.02758
26225,8427,112.92767
23115,7511,28.23755
25187,2714,44.96301
70356,2706,13.54628
65263,7604,7.46667
81229,7602,14.2233
08044,4413,6.42857
50376,2806,38.99048
65240,7624,39.66996
64388,7522,11.86449
64312,7522,35.90186
60544,0054,14.10367
62678,3206,89.70458
65233,7624,36.33119
62484,3203,41.24397
51631,4413,26.15694
57626,4410,34.09789
58307,0056,24.83008
66077,7620,13.48323
54501,4412,15.88522
63301,8417,76.00329
54500,4412,17.59402
10236,4425,13.15004
45183,2410,7.96936
63190,0063,48.94111
31511,7625,23.62058
28060,2403,8
01293,8425,16.68173
64165,7521,42.95597
32265,7604,8.13579
39204,2713,7.6879
32423,7604,9.61676
76537,2807,36.92158
48167,7613,9.28571
82100,7615,17.36895
38093,8435,30.95496
46236,7619,16.07596
21082,2709,10.43084
21560,2709,37.14209
31006,7625,17.12633
25595,2714,19.84643
25199,2715,56.7231
42101,8428,11.61861
71046,2708,29.91353
82034,7609,35.84228
72128,5208,58.09539
26369,0064,25.03336
68312,4418,16.67455
89181,2702,18.5787
76383,2807,10.06786
78325,1114,67.87133
29152,5303,72.47156
36011,2412,33.96561
28379,2403,29.80018
22289,5306,38.05498
16084,7502,43.10698
25405,2715,69.68777
23212,7511,33.01093
43207,8410,16.01651
31260,7622,4.94792
21592,2711,21.07524
36138,2405,23.78139
57282,4424,13.51783
57476,4424,47.78899
60680,3210,154.72329
40007,7519,18.65715
57071,4419,26.5484
60682,3211,57.61787
63152,8423,44.74159
62433,3204,29.48522
65159,7624,15.50822
52033,4404,25.55987
32219,7604,67.65627
09096,7612,3
88001,4407,5.58333
80083,3202,8.98175
88347,4407,11.65045
02674,3214,11.90796
53230,5215,29.0631
21323,2711,13
45135,2411,24.08563
62695,3203,20.39812
15132,8410,33.35781
26018,0064,10.913
64465,7522,19.19724
88365,4407,9.60526
76154,0058,41.86204
88168,4407,16.57241
80022,3201,26.92487
59513,3212,29.77626
41121,2401,10.01554
11265,7608,4.05723
62832,3204,66.73944
70412,2718,4.14537
88407,4412,17.23288
03313,8424,51.44566
10133,4425,22.97163
09057,7622,56.24316
09006,7612,12.99998
24377,7529,35.19008
88189,4404,27.60808
71168,2707,15.0376
18188,2402,11.84812
76578,2815,22.99932
88303,4404,11.68877
54225,4412,9.75968
80094,3202,30.20487
2A270,9401,72.74305
70420,2718,7.65522
80026,3202,1
85177,5207,158.14287
35186,5317,150.86752
39065,2713,5.50013
95254,1101,46.61
40047,7522,56.74169
27202,2817,42.24283
27415,2811,65.02765
21298,2709,43.04554
31055,7625,17.19126
43151,8419,37.57818
39376,2713,6.09078
70335,2706,7.7203
57402,4420,13.97507
57195,4420,70.3334
46252,7607,53.34152
62891,3204,12.11414
48072,7613,27.01167
64313,7521,60.04249
63065,8417,25.25351
58060,0060,39.16715
52251,4404,93.33096
55051,4401,117.20057
61371,2801,13.66713
14586,2816,21.49587
65153,7624,13.35141
31469,7622,14.83108
80401,3202,13.10317
64349,7522,34.14238
09279,7622,8.65104
51350,4415,17.83689
29036,5303,65.74059
08312,4403,5.24567
52284,4427,15.73814
73161,8413,65.32959
88046,4407,9.14911
64074,7522,4.8913
18251,2402,12.89228
65272,7624,3
21662,2709,4
70276,2705,18.95533
66079,7620,22.9894
86205,7530,26.39634
79089,7530,12.99846
81216,7610,26.42276
57027,4416,17.53008
80040,3201,18.04092
67072,4420,61.78226
05135,9310,9.89849
80392,3202,40.23439
73092,8407,7.96392
71332,2707,42.17747
81029,7602,23.77134
54392,4412,14.25909
60397,0054,7.22606
08234,4413,6.07129
88436,4417,7
36049,2405,15.98489
77195,1108,42.90865
43252,8419,2
25233,2706,20.68228
54469,4410,20.99706
40222,7510,111.21389
32354,7604,20.11774
69269,8421,167.93323
21312,2711,4
31329,7625,28.30925
24228,7504,66.05589
87159,7517,50.07003
29243,5313,37.82912
23003,7511,17.40739
39361,2712,17.14618
24040,7529,111.13206
67361,4423,26.9667
81183,7602,37.59898
70492,2718,63.20114
39126,2716,39.93776
81277,7602,67.93684
60507,3210,35.59476
95301,1101,17.71731
80273,3202,35.85145
68282,4411,21.00632
23209,7511,24.62315
89240,2717,11.57954
40299,7519,10.66334
01139,8405,79.89748
43008,8419,24.32887
30050,7603,15.08982
71066,0059,9.83535
33178,7514,44.7131
22108,5308,4.99269
80087,3201,17.77934
21217,2711,16.11269
97357,0302,801.57346
10023,4415,16.05963
60655,3210,25.96541
51430,4406,35.74344
48171,7613,45.23287
64121,7522,12.8163
52141,4404,19.10032
58275,0060,34.05871
52106,4404,15.91193
65349,7624,2.54545
60048,3210,14.2672
62312,3204,21.94563
57375,4419,35.0876
48179,7613,13.75652
59287,3208,11.91409
65403,7624,7.21397
71544,2707,19.98682
21362,2709,3.80142
21049,2711,6.76513
35169,5311,180.72748
32209,7624,33.62646
38462,8409,39.62636
43100,8410,18.09724
39232,2716,59.95469
24128,7523,33.75054
31407,7625,97.75904
33163,7514,72.6798
77275,1110,17.87893
33149,7514,15.47623
32458,7604,31.62765
39134,2713,24.87537
21651,2711,14.91743
60426,0054,11.93382
58058,0056,17.62582
57583,4419,10.09011
55121,4426,15.95385
21381,2709,10.32427
26375,0064,5.40642
85074,5207,17.76084
57590,4420,13.11516
58285,0060,16.14437
43249,8420,41.40105
29012,5303,34.3682
34115,7603,8.53933
19172,7531,12.1439
52426,4404,33.7153
09034,7622,4.94737
57711,4420,26.34403
62466,3204,28.92455
04186,9311,24.16559
39142,2713,15.09887
25132,2706,17.88732
71472,2701,36.04893
65303,7624,32.42331
62031,3207,132.88718
64158,7522,16.90579
63438,8408,55.84278
32409,7604,13.95575
57525,4410,5.05455
62751,3207,74.51597
57748,4420,35.9383
51034,4415,7.93292
57330,4420,74.11507
32109,7624,41.6536
41113,2414,24.86892
40121,7519,36.38907
35034,5317,138.17661
21463,2709,9.14286
41254,2414,20.05636
46290,7607,41.45974
22320,5303,65.13249
46084,7619,57.40642
27460,2803,18.08308
22216,5306,138.58992
65419,7624,8.65184
32448,7604,55.79104
2A091,9401,52.41795
77365,1106,53.54918
59351,3217,69.74143
76419,2815,11.44806
25246,2714,47.43448
68188,4411,63.65525
25181,2718,21.68137
77087,1106,16.73058
21588,2704,12.66974
71577,2707,11.15349
32069,7604,7.63043
21141,2711,0.94872
40193,7519,5.92405
54324,4412,4.62766
65196,7624,7.17449
19166,7531,7
66035,7620,2.04878
02670,3217,18.00571
43231,8419,21.91101
55084,4401,3.05357
68052,4411,16.90706
55341,4426,25.0085
84100,9305,18.2167
02633,3221,4
88060,4407,4.03191
61370,2809,5.99345
89355,2702,13.28569
03287,8424,54.26932
10059,4425,16.75515
79256,7520,28.93723
65255,7624,2.03994
03081,8423,15.07841
39343,2713,1
02090,3209,18.09152
61492,0051,17.8514
09140,7612,13.15216
02494,3220,9.2126
82078,7615,31.09279
36133,2405,48.20851
24373,7504,67.55022
36106,2405,21.13909
40138,7519,11.1617
39310,2713,94.31094
43069,8420,34.00804
46147,7607,45.32851
21499,2709,26.41969
12211,7614,25.69581
36036,2405,35.01835
60097,0054,26.03738
48129,7613,36.18867
68106,4411,20.45991
89465,2717,20.64697
91473,1104,15.40181
52388,4404,24.16445
2B193,9404,122.76651
10135,4425,6.97199
72275,5212,150.06542
08202,4403,29.73253
67011,4422,160.31349
66081,7620,16.23519
54365,4417,33.23516
61162,2812,20.00502
46237,7611,44.14667
58080,0060,29.24741
52113,4404,38.86702
51220,4427,9.0616
55554,4421,15.59292
54394,4424,13.00732
54191,4417,16.32261
62256,3219,32.10174
62176,3204,59.97414
61046,0061,13.52823
21393,2709,13.9311
25344,2715,8.14621
39568,2713,7.30476
02592,3220,20.0496
08455,4421,10.38117
28184,2403,32.4424
23225,7511,11.23344
40170,7519,7.98579
32400,7604,20.43001
80388,3201,17.61905
21243,2704,7.97297
62344,3205,15.39746
61286,0051,23.25339
65360,7624,25.7584
41112,2412,24.20593
25342,2706,15
72354,0051,26.70257
57107,4416,4.09278
11159,7608,28.7643
11166,7608,4.8797
65082,7624,7.23928
07283,8422,12.6
80755,3202,1
25289,2715,13.27273
2A158,9407,1.83784
24084,7529,20.63033
71313,2701,33.64511
55057,4426,7.28378
33462,7504,41.33526
25093,2714,6.92036
25126,2706,58.52384
26256,0064,24.14993
39537,2713,41.6397
25145,2714,20.06359
36112,2405,86.15978
40146,7519,15.00135
33477,7505,146.22963
34282,7616,120.97064
31289,7622,26.59584
81075,7610,43.15265
80756,3202,3.05266
72250,5208,27.15634
55140,4421,5.26655
76009,2819,17.16723
70192,2706,31.03564
68324,4411,40.27062
