ZE2020,year,energy_electricity_conso_nonres,energy_gas_conso_nonres,energy_heat_cold_conso_nonres,energy_electricity_pdl_nonres,energy_gas_pdl_nonres,energy_heat_cold_pdl_nonres
5205,2021,223741.86392681586,193028.613993,,3900.0,370.0,
5206,2021,937764.3928864511,772901.413188,,12720.0,1766.0,
5207,2021,460345.1368100396,521529.016207,,10387.0,724.0,
5208,2021,389816.6117079872,218291.013497,,4929.0,707.0,
5209,2021,230727.93735034388,328357.12705,,4473.0,649.0,
5210,2021,541035.8892431505,490852.973694,,12092.0,1587.0,
5211,2021,869244.989273455,490142.670058,,12669.0,1497.0,
5212,2021,1269316.4724904145,1236497.192339,,22614.0,3892.0,
5213,2021,884801.0704712302,642859.490065,,9971.0,1134.0,
5214,2021,279357.8373323742,160291.90141,,8566.0,901.0,
5215,2021,437564.1448996954,593402.734752,,7107.0,658.0,
5216,2021,2739406.3494491456,3572895.145601,,68627.0,10085.0,
5217,2021,237067.97535192876,120489.58865,,5816.0,542.0,
5218,2021,441246.816794153,250389.261589,,4180.0,465.0,
5219,2021,1177580.0170318421,4581678.432674,,21781.0,3103.0,
5220,2021,355648.2639954999,185245.397955,,8159.0,768.0,
5221,2021,221123.53753298597,106013.27545,,4387.0,346.0,
5301,2021,241884.60962161652,132192.4495,,9408.0,1040.0,
5302,2021,1218110.4897385465,1978056.033513,,30359.0,2736.0,
5303,2021,425755.33367048827,241679.510015,,7625.0,376.0,
5304,2021,291401.01429647574,280501.157527,,7628.0,712.0,
5305,2021,356134.02014312893,333048.32123,,6311.0,694.0,
5306,2021,197255.6252653965,226947.138435,,4556.0,448.0,
5307,2021,491308.59224506665,279619.18528000003,,6582.0,272.0,
5308,2021,316414.5589622294,763710.85248,,9567.0,1016.0,
5309,2021,679330.765425366,599568.189938,,17550.0,2477.0,
5310,2021,476882.35190748255,945105.98919,,10347.0,1077.0,
5311,2021,429993.31446208485,231604.254865,,5765.0,317.0,
5312,2021,903049.0116049525,747520.073756,,10257.0,1003.0,
5313,2021,992935.737649292,651700.470418,,23565.0,2588.0,
5314,2021,375070.8729743,445390.210642,,4026.0,360.0,
5315,2021,2181852.9851401886,2236983.574457,,53696.0,5966.0,
5316,2021,597080.359901521,613760.9601810001,,13771.0,1905.0,
5317,2021,454992.6991554829,368208.590364,,14553.0,1861.0,
5318,2021,662453.1887845633,390364.93149,,20185.0,2023.0,
5319,2021,672835.9711492424,446156.926849,,6537.0,683.0,
7501,2021,489578.1093821206,428218.3215494,,11949.0,1630.0,
7502,2021,830254.081060977,812423.120486,,18671.0,2666.0,
7503,2021,1344433.9651782105,574753.4596124,,40179.0,3811.0,
7504,2021,348841.3101637133,664325.406651,,9066.0,1111.0,
7505,2021,3703518.000879978,2785759.290955,,91942.0,9219.0,
7506,2021,379825.6369886527,156195.789428,,9158.0,868.0,
7507,2021,504186.38528196944,1027948.6817350001,,11218.0,1590.0,
7508,2021,376261.82715239236,254783.4656749999,,5961.0,801.0,
7509,2021,654559.1297925602,825250.574274,,12525.0,1381.0,
7510,2021,842913.8666106976,704108.1942318,,15747.0,1050.0,
7511,2021,276031.6854189183,218894.558468,,12943.0,1152.0,
7512,2021,698373.1833867594,580526.09134,,22270.0,2238.0,
7513,2021,760285.9332730767,464166.09711,,15660.0,1435.0,
7514,2021,392981.6577360504,185909.8288374,,8515.0,1130.0,
7515,2021,204516.32613093796,42740.0,,6140.0,309.0,
7516,2021,457468.8682970372,611467.103714,,10718.0,1510.0,
7517,2021,874306.5248542156,800019.450048,,24811.0,3787.0,
7518,2021,370559.7320643822,395605.3240366,,9020.0,844.0,
7519,2021,617398.9376493149,262862.6544168,,12633.0,1166.0,
7520,2021,783955.9304350798,577360.293568,,15390.0,1605.0,
7521,2021,295588.1377003692,109976.39582240001,,8010.0,533.0,
7522,2021,1326358.922461388,1302746.8473856,,26823.0,3549.0,
7523,2021,598607.0213592923,614596.313363,,16906.0,2157.0,
7524,2021,930591.5560052088,611816.101489,,25345.0,2614.0,
7525,2021,183648.97914422952,122656.33806,,6522.0,795.0,
7526,2021,334450.06788372225,70207.968331,,14549.0,798.0,
7527,2021,495812.847672265,1270121.519623,,9044.0,832.0,
7528,2021,289517.90472317475,171812.70909,,11888.0,993.0,
7529,2021,171096.65981293487,40382.05987,,6635.0,501.0,
7530,2021,396477.0777134374,246525.30006,,5752.0,444.0,
7531,2021,232971.2401315986,87995.03291,,8338.0,536.0,
7532,2021,300528.4678759228,400133.8139682,,7557.0,709.0,
7601,2021,238826.3475704505,74968.32952,,9774.0,493.0,
7602,2021,678121.3741745407,896611.969209,,19083.0,2014.0,
7603,2021,406218.9570343812,356012.72251500003,,15133.0,1237.0,
7604,2021,458874.27948271204,177675.145144,,15521.0,1153.0,
7605,2021,839923.9447475155,334958.135227,,5096.0,408.0,
7606,2021,614306.8494645404,443747.735522,,18738.0,1137.0,
7607,2021,200420.17985175346,74511.2298,,7959.0,653.0,
7608,2021,541783.5334903799,688727.6497928,,15825.0,1631.0,
7609,2021,232499.9560340688,118686.21885440001,,6276.0,450.0,
7610,2021,510643.390060759,271224.7597602,,13310.0,1123.0,
7611,2021,330439.5103857711,184008.39924,,9494.0,1036.0,
7612,2021,431168.80940311047,245715.9743314,,12624.0,1063.0,
7613,2021,283282.72402149794,,,11367.0,,
7614,2021,211576.9962745603,94625.2168,,8153.0,666.0,
7615,2021,511038.66177287785,270187.73244439997,,13765.0,1172.0,
7616,2021,1871908.9484871887,879636.693998,,65239.0,4315.0,
7617,2021,511124.0565096643,193991.45548,,14543.0,716.0,
7618,2021,1055157.723869912,748342.606802,,27809.0,2340.0,
7619,2021,236993.4920236265,,,5688.0,,
7620,2021,1277254.6300290995,403812.9010422,,44061.0,1773.0,
7621,2021,483752.7859708552,331691.1341692,,18528.0,1536.0,
7622,2021,395166.4142025277,584991.2497524,,13019.0,1327.0,
7623,2021,300464.1099601954,112342.88393,,10262.0,699.0,
7624,2021,896777.8533916351,943594.5048488,,24503.0,2934.0,
7625,2021,3725566.551260244,2251686.7298974,,98300.0,10769.0,
8401,2021,1178821.3345465548,881181.082375,,31661.0,3337.0,
8402,2021,399836.5642919307,418490.16874399997,,12066.0,711.0,
8403,2021,240024.00348584863,127541.14588,,9070.0,1032.0,
8404,2021,150040.28210394114,64675.028978999995,,4633.0,304.0,
8405,2021,1304219.096301533,1163607.421919,,20637.0,2920.0,
8406,2021,1045590.835043119,636377.443427,,15938.0,2160.0,
8407,2021,997739.4844754342,1117356.747668,,24245.0,3102.0,
8408,2021,1677908.902937509,1761530.776026,,39864.0,6345.0,
8409,2021,4122091.6081333854,2496468.728281999,,57496.0,6705.0,
8410,2021,465398.7031869333,440095.719062,,8582.0,943.0,
8411,2021,2923660.632110557,425560.77657600003,,9355.0,152.0,
8412,2021,253477.16161588393,196238.191508,,7378.0,1125.0,
8413,2021,1685216.674397566,383013.134908,,30051.0,620.0,
8414,2021,634240.8422790089,276775.49457,,10013.0,990.0,
8415,2021,551568.3611683797,335005.30325,,13902.0,1286.0,
8416,2021,2364410.7547011897,759250.42559,,30029.0,3416.0,
8417,2021,424308.5408367794,572127.2523149999,,8351.0,1024.0,
8418,2021,397843.54564472946,221698.28487,,12692.0,861.0,
8419,2021,367515.7615855534,279753.918722,,14601.0,1315.0,
8420,2021,619728.5134787196,167282.59734,,8081.0,688.0,
8421,2021,5540668.986848321,7343097.913804,,95600.0,13467.0,
8422,2021,425934.74916981935,151414.926762,,8637.0,720.0,
8423,2021,530997.7885866341,760762.165069,,10652.0,1696.0,
8424,2021,350270.3550107495,276979.54731,,9214.0,1287.0,
8425,2021,474502.9572089803,234766.89454,,5081.0,876.0,
8426,2021,479535.0891120427,635115.34432,,10358.0,2197.0,
8427,2021,328146.01730008505,211966.77367999998,,7782.0,1087.0,
8428,2021,2002436.3812059506,3197047.558441,,40507.0,8178.0,
8429,2021,125727.8169124797,,,6604.0,,
8430,2021,201852.02930682292,240945.291956,,4743.0,926.0,
8431,2021,1109654.3182430742,826410.67574,,24506.0,3315.0,
8432,2021,531239.2479104657,2863046.454387,,13793.0,1895.0,
8433,2021,1505135.3280552356,4106919.268695,,18425.0,2302.0,
8434,2021,650157.656457249,496971.508008,,14658.0,2188.0,
8435,2021,640903.0206835765,606558.8845589999,,15248.0,1498.0,
9301,2021,1445206.607363445,1721486.9061399999,,37304.0,1962.0,
9302,2021,216942.9041884458,,,8601.0,,
9303,2021,253050.62861764227,41751.54233,,8515.0,229.0,
9304,2021,1494981.140571719,738294.77853,,47337.0,3574.0,
9305,2021,242393.00423751114,406334.54196,,6910.0,571.0,
9306,2021,539500.2819732458,389613.560247,,10931.0,710.0,
9307,2021,401619.1086494236,232086.827592,,10064.0,448.0,
9308,2021,263102.5953505008,95158.16543,,8638.0,416.0,
9309,2021,367824.9462518237,175462.34896,,13634.0,578.0,
9310,2021,324638.2930852942,114514.21285,,13119.0,745.0,
9311,2021,350436.28000247723,161924.18179,,8378.0,307.0,
9312,2021,1594945.3804941834,686550.250357,,27930.0,1536.0,
9313,2021,5663283.266184108,22430077.853156,,22762.0,1414.0,
9314,2021,205368.04530168523,71824.22571,,9580.0,637.0,
9315,2021,1808821.3035199398,892800.795789,,60278.0,5308.0,
9316,2021,410849.02642631787,286835.682337,,5577.0,423.0,
9317,2021,328731.00502678315,,,12387.0,,
9318,2021,1384475.4451805009,611233.50922,,55916.0,3089.0,
9401,2021,289415.351,,,12573.0,,
9402,2021,268103.97000000003,,,12901.0,,
9403,2021,78305.279,,,4309.0,,
9404,2021,36509.573,,,1732.0,,
9405,2021,62635.109000000004,,,2403.0,,
9406,2021,126527.58,,,5693.0,,
9407,2021,41273.729,,,2065.0,,
0051,2022,402269.90551158,433342.859018999,,9448.0,1376.0,
0052,2022,750518.49417519,526365.6963239998,,13043.0,1055.0,
0053,2022,1077012.42636367,740788.868623,,25010.0,1943.0,
0054,2022,1054332.38304832,1231645.235701999,,15978.0,2238.0,
0055,2022,820709.2155496001,186270.37791,,5831.0,431.0,
0056,2022,239801.99191128,125733.92257,,7454.0,546.0,
0057,2022,362237.35653088,290846.85471,,8477.0,1517.0,
0058,2022,555603.6773881,878734.953453999,,5744.0,995.0,
0059,2022,666901.53937107,530454.596728,,14017.0,2627.0,
0060,2022,559103.06369441,504387.03207200003,,13889.0,2077.0,
0061,2022,298200.92439185997,236496.967335,,5242.0,591.0,
0062,2022,330408.12235113,253475.099952,,5656.0,305.0,
0063,2022,343538.71827077,141865.10829,,12219.0,388.0,
0064,2022,157022.08752463,30085.61233,,6253.0,267.0,
0101,2022,25570.426,,,1437.0,,
0102,2022,89969.278,,,4767.0,,
0103,2022,16009.14,,,1380.0,,
0104,2022,548233.37,,,22827.0,,
0105,2022,105258.764,,,5830.0,,
0201,2022,77481.545,,,3800.0,,
0202,2022,487502.973,,,14947.0,,
0203,2022,22216.988,,,1136.0,,
0204,2022,33140.746,,,1878.0,,
0205,2022,66787.605,,,3592.0,,
0206,2022,120888.85399999999,,,5904.0,,
0301,2022,301159.429,,,10210.0,,
0302,2022,57934.759,,,2511.0,,
0303,2022,171674.172,,,2109.0,,
0401,2022,162606.142,,,7308.0,,
0402,2022,467382.776,,,15676.0,,
0403,2022,423400.191,,,16602.0,,
0404,2022,533319.026,,,20871.0,,
0601,2022,171260.416,,,6347.0,,
1101,2022,1423858.30065108,1419617.181637,,32234.0,4989.0,
1102,2022,138082.19907875,76984.94057,,4335.0,566.0,
1103,2022,279958.02914801,227967.94408,,5993.0,1178.0,
1104,2022,1956112.85582356,1431486.1184999999,,29790.0,5114.0,
1105,2022,1107952.18292589,1804286.952745,,12831.0,2455.0,
1106,2022,1710859.84900807,1102086.9527599998,,28193.0,4548.0,
1107,2022,621680.16613928,738359.6069579999,,11544.0,1917.0,
1108,2022,673190.80748907,1697317.88579599,,11873.0,2052.0,
1109,2022,13580805.02386379,13073007.598771986,,285033.0,39052.0,
1110,2022,142833.33734810998,101356.804227,,4001.0,515.0,
1111,2022,202101.74250801,108607.83161,,4627.0,631.0,
1112,2022,2583478.25987707,2316273.806628999,,44104.0,7787.0,
1113,2022,2506384.83285749,1678330.96343,,31832.0,4923.0,
1114,2022,2725922.00081243,2312113.892439999,,45235.0,7176.0,
1115,2022,2018013.7758417,1795301.335379999,,38966.0,5501.0,
2401,2022,661522.6256672,391651.6643939999,,13626.0,1987.0,
2402,2022,667140.57034399,442318.82241799997,,16030.0,2380.0,
2403,2022,934977.46743375,609678.478036,,15427.0,2208.0,
2404,2022,220410.57737362,96513.40898,,5293.0,602.0,
2405,2022,722787.52727282,663320.6876679999,,17169.0,2216.0,
2406,2022,139304.56320884,164595.90428,,3909.0,400.0,
2407,2022,515504.97177164,1041759.8989729999,,6736.0,949.0,
2408,2022,139672.88564284,522238.45606699993,,5154.0,452.0,
2409,2022,452581.08119855,559486.483583999,,9183.0,1156.0,
2410,2022,1620266.40759838,1874387.679580999,,32138.0,4969.0,
2411,2022,374367.39214541,399196.2768659999,,5680.0,485.0,
2412,2022,309761.60933017,193590.788684,,7597.0,990.0,
2413,2022,1637133.21732128,1207159.4866489999,,39532.0,5962.0,
2414,2022,217823.14340471,289347.416303,,5393.0,691.0,
2415,2022,138572.6179262,97728.674963,,3542.0,586.0,
2701,2022,221299.23707781,99950.90502,,4149.0,677.0,
2702,2022,748239.38280764,521129.444386,,15416.0,2571.0,
2703,2022,242530.15343795,57337.02234,,5924.0,298.0,
2704,2022,398833.25456075,254481.598834,,8064.0,2050.0,
2705,2022,623141.70628341,648824.7814609997,,12959.0,2573.0,
2706,2022,1041314.18728724,776133.870578,,24946.0,3563.0,
2707,2022,758319.47230239,1192566.624114,,13249.0,2589.0,
2708,2022,368944.64291604,444822.2815709999,,7549.0,1438.0,
2709,2022,267360.23236657,225738.43553,,5944.0,677.0,
2710,2022,503485.09767472,592507.2614509998,,7352.0,1700.0,
2711,2022,1356254.54309059,1089645.346882,,31398.0,5040.0,
2712,2022,927817.9345553,2360313.3937089997,,6180.0,968.0,
2713,2022,662286.47304711,537851.788351,,14478.0,2074.0,
2714,2022,599812.5157314,665563.0834039999,,12182.0,2172.0,
2715,2022,392603.97021745,231015.04713000002,,11235.0,935.0,
2716,2022,212440.83673645,65467.45905,,5366.0,529.0,
2717,2022,524691.18860328,272338.972117,,7316.0,1282.0,
2718,2022,489700.19291589,388693.22477199987,,9887.0,1369.0,
2801,2022,141730.90795111,113521.96841999999,,3460.0,364.0,
2802,2022,413746.620248,445862.4412909999,,8442.0,772.0,
2803,2022,251856.56402581,153399.79828,,4972.0,749.0,
2804,2022,1640647.79043996,1267018.056156,,41683.0,5601.0,
2805,2022,1159451.28456989,353565.3182449999,,14139.0,1434.0,
2806,2022,204989.19334142,110398.55037,,5565.0,537.0,
2807,2022,583567.8514965,847517.887337,,11319.0,1359.0,
2808,2022,595960.88052312,645003.827351,,11841.0,2103.0,
2809,2022,418283.13138556,349598.309832999,,7463.0,853.0,
2810,2022,147257.87624724,169969.37687,,4769.0,612.0,
2811,2022,396029.98577161,326555.04108,,10851.0,1531.0,
2812,2022,250197.23885693,124589.903187,,3590.0,318.0,
2813,2022,2587812.58644642,13397256.845107997,,23561.0,3684.0,
2814,2022,254666.30691692,321781.73274,,5817.0,858.0,
2815,2022,2831628.1473909,5667949.925142999,,48192.0,8251.0,
2816,2022,443247.18522219,1152693.813068999,,7878.0,1032.0,
2817,2022,425988.54158764,828664.61664,,8036.0,1400.0,
2818,2022,172477.61808109,137763.03917,,3452.0,343.0,
2819,2022,1285167.05096425,4896347.105542986,,7380.0,983.0,
3201,2022,292448.68154009,174196.01129,,7775.0,955.0,
3202,2022,1492609.29141515,2086995.574334999,,25211.0,4736.0,
3203,2022,766985.06221772,1094954.963201999,,12045.0,2208.0,
3204,2022,472538.71873742,487218.374958,,10883.0,1807.0,
3205,2022,1269627.7956757601,4579074.112379999,,13637.0,2907.0,
3206,2022,648661.24204186,1132369.485329,,11344.0,1972.0,
3207,2022,991140.0897272,581542.091909999,,8190.0,1617.0,
3208,2022,541198.21912736,914613.292235999,,9054.0,2390.0,
3209,2022,370411.46085128,253804.26964199892,,4667.0,656.0,
3210,2022,989504.08922046,1571093.8924369977,,12824.0,2248.0,
3211,2022,975414.3108759801,1242744.2852299998,,16246.0,3013.0,
3212,2022,1171270.5145918,1092184.312347998,,10976.0,2851.0,
3213,2022,6658231.8702349,7100966.641035,,16648.0,3097.0,
3214,2022,306507.02077212,299104.336542,,6597.0,932.0,
3215,2022,1323010.14077631,1547746.193444998,,16781.0,4356.0,
3216,2022,3016411.9819314,3110145.579782,,62406.0,10965.0,
3217,2022,921016.3727937799,6998908.134795,,14592.0,3213.0,
3218,2022,1158205.48744376,1261982.1296839998,,19893.0,4405.0,
3219,2022,1134476.47271559,2589024.394403997,,10764.0,1850.0,
3220,2022,1094623.66103211,3591235.1290569897,,15855.0,3038.0,
3221,2022,607604.98652616,1251515.015489,,9577.0,1634.0,
3222,2022,1698327.36197623,8247909.923000999,,19424.0,4690.0,
4401,2022,329600.87343982,330033.875623,,5845.0,1015.0,
4402,2022,623214.1826408,628177.366202,,8358.0,1187.0,
4403,2022,714894.07047614,795096.3810669999,,12145.0,2711.0,
4404,2022,583765.45996218,297187.4806,,11729.0,1506.0,
4405,2022,1230526.82498897,4024182.6534789987,,18341.0,4145.0,
4406,2022,425419.97356188,348767.304521999,,8998.0,1527.0,
4407,2022,1726515.47759095,1497512.112488,,15097.0,2887.0,
4408,2022,283194.78394409,242414.46458,,7098.0,1437.0,
4409,2022,1215492.641,1372645.10353,,21613.0,3282.0,
4410,2022,1900456.72669092,1574792.1884809977,,38157.0,6152.0,
4411,2022,2150356.56463535,6293817.4767930005,,32748.0,13734.0,
4412,2022,2762264.66076462,10947417.673320998,,42477.0,7408.0,
4413,2022,1472705.56623839,2887813.271017999,,27619.0,4039.0,
4414,2022,332457.15675629,281707.81877,,7810.0,1313.0,
4415,2022,551669.02182594,1359845.9515329998,,6462.0,893.0,
4416,2022,924401.20001036,10409875.242302999,,9068.0,1738.0,
4417,2022,315309.25085382,782748.471882,,6486.0,1512.0,
4418,2022,291525.542803,370795.6146829998,,7072.0,873.0,
4419,2022,575961.28677357,356762.675119,,9456.0,1399.0,
4420,2022,571373.2751223301,631587.3537559999,,8498.0,1764.0,
4421,2022,646500.99026632,500259.6565659988,,7585.0,1203.0,
4422,2022,665816.92989199,1370311.32033,,7801.0,1445.0,
4423,2022,3293141.83103644,3487896.402913999,,89020.0,11300.0,
4424,2022,1308707.36581543,2280195.157997,,21862.0,4361.0,
4425,2022,915659.99529386,1479386.4237189998,,21123.0,3527.0,
4426,2022,388102.16144311,863005.5898949999,,6227.0,937.0,
4427,2022,736932.06540373,745447.3532389998,,8704.0,1315.0,
5201,2022,380774.26530976,307217.354129,,6677.0,420.0,
5202,2022,1174456.70624184,828723.834138,,30331.0,4484.0,
5203,2022,439037.35143109,416759.19997,,14282.0,1115.0,
5204,2022,200932.14850824,215561.052878999,,3573.0,441.0,
5205,2022,220367.09536938,170110.189927,,3975.0,374.0,
5206,2022,898856.62629211,653704.3278229999,,12679.0,1774.0,
5207,2022,460404.83619588,468891.1332709999,,10651.0,714.0,
5208,2022,413258.42354436,181779.43968,,4964.0,709.0,
5209,2022,239578.8551307,316275.69928,,4476.0,676.0,
5210,2022,531166.38534668,414473.702962,,12052.0,1655.0,
5211,2022,850567.01260745,648832.0626269989,,12641.0,1495.0,
5212,2022,1263900.05237579,1087417.663578,,22886.0,4099.0,
5213,2022,856993.40990885,578177.85922,,9991.0,1154.0,
5214,2022,295494.39073462,148442.37949,,8474.0,950.0,
5215,2022,430815.73217987997,367278.338205,,7092.0,656.0,
5216,2022,2738793.9541685698,3170726.646193,,69563.0,10391.0,
5217,2022,234241.5778537,108229.20553,,5766.0,547.0,
5218,2022,476279.28940859,208294.1797749999,,4186.0,468.0,
5219,2022,1431984.45180357,3370340.786858999,,22193.0,3227.0,
5220,2022,354808.73360227,165272.399331,,8224.0,780.0,
5221,2022,218837.17764978,87883.05298000001,,4425.0,350.0,
5301,2022,243367.76667108,122975.961755,,9506.0,1071.0,
5302,2022,1202757.54003346,1902478.403273,,30698.0,2816.0,
5303,2022,413564.04312878,227681.6035409999,,7616.0,364.0,
5304,2022,289504.72313093,263079.875114,,7669.0,698.0,
5305,2022,346461.60758661,292335.51343,,6267.0,694.0,
5306,2022,194542.08584445,199913.635941,,4519.0,451.0,
5307,2022,479162.89891462,236721.57179000002,,6587.0,284.0,
5308,2022,302432.13508913,779915.73635,,9633.0,1000.0,
5309,2022,662141.64304463,503478.5622279999,,17667.0,2567.0,
5310,2022,457823.52435087,5645690.070540001,,10360.0,1100.0,
5311,2022,427081.84511322,211910.91590599998,,5848.0,320.0,
5312,2022,887343.84186984,665671.860245,,10159.0,998.0,
5313,2022,968305.87982861,603760.5676769998,,23900.0,2631.0,
5314,2022,362850.50044074,401379.193057,,4053.0,369.0,
5315,2022,2146650.67699,1965890.699152,,54548.0,5992.0,
5316,2022,584659.12376234,561756.369717,,13811.0,1909.0,
5317,2022,455986.99991489,340534.967099,,14854.0,1899.0,
5318,2022,656460.27400405,355468.6912979999,,20389.0,2150.0,
5319,2022,666536.87142749,389702.250758,,6554.0,671.0,
7501,2022,509024.80172293,378287.3784264,,12082.0,1666.0,
7502,2022,831307.86155598,737923.220874999,,18725.0,2681.0,
7503,2022,1318335.48247447,604427.5586288,,40774.0,3916.0,
7504,2022,352800.73927338,563073.5196879989,,9057.0,1110.0,
7505,2022,3640341.37905119,2493286.7480624,,93181.0,9209.0,
7506,2022,360133.66613486,144827.24086,,9377.0,870.0,
7507,2022,492671.77273639,1243981.5841970001,,11203.0,1512.0,
7508,2022,345999.48888563,186045.3537439999,,5938.0,806.0,
7509,2022,633989.6497753,786233.170651,,12592.0,1405.0,
7510,2022,823400.10430599,617234.8032573999,,16009.0,1045.0,
7511,2022,265705.67678288,195547.742293,,13203.0,1186.0,
7512,2022,699914.73571564,496836.66618999996,,22249.0,2243.0,
7513,2022,761769.88497089,435438.42949719995,,15867.0,1448.0,
7514,2022,325370.25395708,172293.9198908,,8732.0,1172.0,
7515,2022,211458.31244226,31719.0,,6260.0,299.0,
7516,2022,463657.01507834,615118.1543472,,10847.0,1524.0,
7517,2022,867930.84110183,690637.9492319999,,25032.0,3801.0,
7518,2022,392123.95721677,478533.3899136,,9125.0,852.0,
7519,2022,615807.47910469,231127.2035502,,12932.0,1164.0,
7520,2022,785285.4458382,513899.02762199997,,15840.0,1591.0,
7521,2022,302809.18303754,101072.3766378,,8215.0,533.0,
7522,2022,1339756.26633418,1059136.5888174,,27098.0,3547.0,
7523,2022,589092.3707109,546794.2113369999,,16903.0,2181.0,
7524,2022,926809.7220888099,555640.4126929999,,25587.0,2590.0,
7525,2022,180432.47702036,99646.31976,,6625.0,802.0,
7526,2022,339479.81749224,64577.316475,,14571.0,803.0,
7527,2022,481698.79128801,1136925.709156998,,9011.0,830.0,
7528,2022,290324.19876249,139618.39659000002,,11875.0,995.0,
7529,2022,179629.92026931,35576.57294,,6731.0,503.0,
7530,2022,390754.48899626,241249.79829,,5810.0,440.0,
7531,2022,218238.06447625,73064.11256,,8302.0,537.0,
7532,2022,305897.71544787,381968.4676236,,7570.0,709.0,
7601,2022,254098.78239775,67982.85704999999,,9796.0,491.0,
7602,2022,678427.91608566,834142.8631160001,,18975.0,2207.0,
7603,2022,408843.20642773,318028.128379,,15329.0,1276.0,
7604,2022,479907.70616235,146037.3901836,,15581.0,1170.0,
7605,2022,836575.13462806,298011.433433,,5097.0,412.0,
7606,2022,627604.76788738,421674.492790999,,18898.0,1149.0,
7607,2022,203257.25316475,64332.70727,,8030.0,665.0,
7608,2022,550687.04468544,517489.21928140003,,16102.0,1637.0,
7609,2022,251276.14265921,95804.8409106,,6413.0,452.0,
7610,2022,509111.29726249,346712.6326826,,13425.0,1091.0,
7611,2022,316109.69244048,149761.03791,,9518.0,1022.0,
7612,2022,445233.27749694,213374.5197428,,12809.0,1063.0,
7613,2022,282318.59993341,82050.3080659999,,11295.0,1.0,
7614,2022,210481.91285502,79460.65197,,8183.0,680.0,
7615,2022,541575.31281181,239021.8592724,,14078.0,1178.0,
7616,2022,1910354.96666693,797188.9433636001,,66473.0,4382.0,
7617,2022,524121.17021577,185871.94412,,14909.0,719.0,
7618,2022,1059049.75609723,698198.236984,,28286.0,2358.0,
7619,2022,240786.29765182,,,5740.0,,
7620,2022,1314072.07556722,381454.4661234,,44032.0,1737.0,
7621,2022,477233.63686549,284914.8342534,,18571.0,1558.0,
7622,2022,401790.27753158,537562.0000708,,12966.0,1333.0,
7623,2022,302882.48117672,119839.52599000001,,10306.0,701.0,
7624,2022,827866.8558064,911925.5794418,,24493.0,2951.0,
7625,2022,3797615.56277486,2017002.4254888,,100192.0,11059.0,
8401,2022,1159416.93031318,755673.753267,,32524.0,3348.0,
8402,2022,409667.99061199,331452.24978,,12228.0,705.0,
8403,2022,240584.07454855,101526.82424,,9096.0,974.0,
8404,2022,140726.94363952,45681.326043,,4652.0,303.0,
8405,2022,1278752.69864066,1023307.1058279999,,20859.0,2926.0,
8406,2022,1026144.59464475,590850.6477089999,,16280.0,2165.0,
8407,2022,1003565.41466595,990142.697959,,24329.0,3139.0,
8408,2022,1690751.87027415,1432510.1972699997,,40165.0,6401.0,
8409,2022,4017061.77408761,2179895.9751489987,,57506.0,6479.0,
8410,2022,503902.15510301,428051.843187999,,8644.0,941.0,
8411,2022,23139644.04917918,376677.033864999,,8973.0,151.0,
8412,2022,255700.04504421,173875.939506,,7472.0,1123.0,
8413,2022,1788862.87658229,253715.922952,,30376.0,613.0,
8414,2022,624947.30535991,187249.67498,,10231.0,850.0,
8415,2022,566553.09715091,294162.53546,,14066.0,1305.0,
8416,2022,2576477.01363688,651666.59196,,30276.0,3600.0,
8417,2022,403919.07474792,489505.118366,,8368.0,1039.0,
8418,2022,421421.61884173,189449.46432,,13023.0,711.0,
8419,2022,366248.39689482,246720.00199,,14679.0,1319.0,
8420,2022,604624.65231859,145439.36954,,8070.0,687.0,
8421,2022,5393927.8866520105,6178297.567473,,97379.0,13643.0,
8422,2022,434119.09695377,110845.004725,,8778.0,742.0,
8423,2022,521100.42678741,646855.9715199998,,10709.0,1707.0,
8424,2022,349329.92358,231583.21601,,9326.0,1295.0,
8425,2022,453022.48331788,164647.77615,,5116.0,877.0,
8426,2022,471192.58201516,573912.91915,,10481.0,2191.0,
8427,2022,346332.684892,183652.34365,,7760.0,1089.0,
8428,2022,1967416.79249907,2843796.701675999,,40483.0,8231.0,
8429,2022,125057.32238755,,,6626.0,,
8430,2022,197254.13835821,210171.8120549999,,4763.0,912.0,
8431,2022,1150342.3439049,715148.56331,,24861.0,3300.0,
8432,2022,532952.77420125,4174130.402084,,13857.0,1883.0,
8433,2022,1604282.39228897,3945070.748945998,,18620.0,2308.0,
8434,2022,656860.46060844,439183.355263,,15404.0,2252.0,
8435,2022,643786.10151629,489869.3053799999,,15340.0,1529.0,
9301,2022,1434458.54539863,1072723.651281999,,37544.0,1969.0,
9302,2022,232745.48867262,,,8524.0,,
9303,2022,256123.53132515,38041.92365,,8638.0,232.0,
9304,2022,1543921.40517232,654842.50008,,47703.0,3580.0,
9305,2022,241873.61009408,374391.47287,,6965.0,578.0,
9306,2022,545371.40230669,350614.8983909999,,11157.0,717.0,
9307,2022,400660.42460393,202908.59949899997,,10242.0,461.0,
9308,2022,269100.52122871,85015.01505,,8757.0,476.0,
9309,2022,377114.14304434,166537.04064,,13903.0,587.0,
9310,2022,323881.34691566,103659.13376,,13188.0,785.0,
9311,2022,366726.61046368,145230.39962299992,,8457.0,313.0,
9312,2022,1363288.06267925,547143.5746969999,,28320.0,1542.0,
