ZE2020,weight_a17_AZ,weight_a17_C1,weight_a17_C2,weight_a17_C3,weight_a17_C4,weight_a17_C5,weight_a17_DE,weight_a17_FZ,weight_a17_GZ,weight_a17_HZ,weight_a17_IZ,weight_a17_JZ,weight_a17_KZ,weight_a17_LZ,weight_a17_MN,weight_a17_OQ,weight_a17_RU,total_establishments
2402,0.08631713554987212,0.02237851662404092,0.0,0.0041560102301790285,0.0012787723785166241,0.036924552429667516,0.012148337595907928,0.09462915601023018,0.19629156010230178,0.026694373401534528,0.07608695652173914,0.010709718670076727,0.04971227621483376,0.01758312020460358,0.11029411764705882,0.1656010230179028,0.08919437340153452,6256.0
2403,0.05192786069651741,0.01912313432835821,0.0,0.006218905472636816,0.0013992537313432835,0.03342661691542288,0.011038557213930348,0.11287313432835822,0.18578980099502487,0.03762437810945274,0.06592039800995025,0.01974502487562189,0.0472636815920398,0.01881218905472637,0.14303482587064675,0.1486318407960199,0.09717039800995025,6432.0
2404,0.1256198347107438,0.025895316804407712,0.0,0.009366391184573003,0.0022038567493112946,0.03856749311294766,0.009917355371900827,0.1184573002754821,0.16418732782369147,0.03471074380165289,0.06501377410468319,0.01046831955922865,0.0418732782369146,0.015977961432506887,0.09862258953168045,0.15482093663911844,0.08429752066115702,1815.0
2405,0.12419070041200707,0.02177751618599176,0.0,0.0038257798705120657,0.0019128899352560329,0.0372277810476751,0.014420247204237787,0.08858151854031783,0.17789876397881108,0.02663331371394938,0.06930547380812242,0.008975868157739847,0.036786344908769864,0.012065921130076516,0.09976456739258387,0.1753972925250147,0.10123602118893467,6796.0
2406,0.17151898734177215,0.02088607594936709,0.0,0.0018987341772151898,0.002531645569620253,0.02341772151898734,0.016455696202531647,0.09367088607594937,0.16139240506329114,0.015822784810126583,0.09050632911392405,0.005063291139240506,0.043670886075949364,0.014556962025316455,0.1208860759493671,0.13354430379746834,0.08417721518987342,1580.0
2407,0.10618388934092758,0.027664768104149716,0.0,0.004475183075671277,0.0024410089503661514,0.0467860048820179,0.018307567127746133,0.12123677786818551,0.16354759967453214,0.02807160292921074,0.0886899918633035,0.006916192026037429,0.03661513425549227,0.01790073230268511,0.09479251423921888,0.13995117982099267,0.09641985353946297,2458.0
2408,0.1805213969503197,0.03000491883915396,0.0,0.003935071323167732,0.0004918839153959665,0.03590752582390556,0.011805213969503197,0.11854402361042794,0.14461387112641416,0.020659124446630595,0.06837186424003935,0.0073782587309394985,0.04230201672405312,0.015248401377274963,0.09591736350221347,0.14756517461878996,0.07673389080177079,2033.0
2409,0.06691953400162558,0.023841777296125712,0.0,0.005147656461663506,0.001896505012191818,0.03738824166892441,0.01083717149823896,0.14846924952587376,0.18992143050663776,0.0406393931183961,0.07775670549986453,0.012462747222974803,0.04009753454348415,0.015172040097534544,0.10186941208344621,0.14305066377675427,0.08452993768626388,3691.0
2410,0.03204233115308297,0.01807892996251929,0.0,0.0052913941353715,0.0009553906077754097,0.02785331079591387,0.006761225839641361,0.11707209524509443,0.17843756889836113,0.04321305210553392,0.07672521496288676,0.022782391416182848,0.05144410964944514,0.022047475564047916,0.1462482545748512,0.13654736532667008,0.11449988976262218,13607.0
2411,0.08503401360544217,0.022108843537414966,0.0,0.007369614512471655,0.0011337868480725624,0.046485260770975055,0.00963718820861678,0.13321995464852607,0.16950113378684808,0.036281179138321996,0.06292517006802721,0.007369614512471655,0.03798185941043084,0.012471655328798186,0.1111111111111111,0.16666666666666666,0.09070294784580499,1764.0
