codgeo,ze2020,side_stocks_et_2023_total
84105,9306,121
84133,9301,500
84115,9305,70
84088,9305,1388
84085,9306,50
85015,5210,79
85067,5207,66
85088,5203,297
85089,5210,308
84113,9301,67
84131,9306,252
85097,5213,189
84141,0053,1234
84147,9301,333
84081,0053,838
85035,5203,592
85054,5203,58
85002,5203,174
84095,9301,121
85081,5210,384
84097,0064,68
84146,0064,65
84130,9305,16
84120,9306,12
85055,5210,59
85050,5210,111
85082,5213,230
85058,5207,46
85012,5203,227
85013,5213,73
84101,9305,55
85261,5207,20
85130,5210,105
85136,5207,5
84125,0064,9
68131,4418,3
68130,4405,44
68145,4405,523
68210,4405,22
68180,4411,47
68193,4405,51
68140,4411,68
68262,4411,56
68201,4411,271
68154,4411,1207
68177,4411,109
68243,4418,8
68218,4411,288
68222,4418,34
68261,4411,13
68266,4411,127
68197,4418,27
68181,4418,11
68161,4405,43
68224,4411,8568
68120,4418,53
68246,4405,37
68269,4405,450
68239,4411,23
68242,4405,80
68264,4418,21
68170,4418,24
68189,4405,72
68195,4411,520
68240,4418,48
68163,4418,247
68166,4411,873
68257,4411,35
68134,4405,132
68155,4405,367
68115,4411,110
68223,4405,66
68221,4418,35
68238,4418,39
68168,4418,12
68179,4411,71
68192,4411,16
68172,4405,86
68110,4422,45
68123,4405,64
68231,4405,140
68191,4411,37
68143,4405,140
68183,4418,4
68185,4422,100
68216,4418,30
68176,4411,15
68171,4411,66
68245,4411,21
68126,4418,173
68136,4405,25
68141,4411,145
68116,4405,43
68114,4411,14
68112,4411,878
68135,4418,279
68198,4418,14
68194,4418,13
68119,4411,55
68212,4418,29
68205,4411,69
68187,4418,12
68152,4411,202
68118,4411,358
68202,4411,10
68128,4418,23
68217,4411,112
68157,4405,84
68113,4405,106
68111,4405,54
68173,4405,231
68149,4418,288
68228,4405,12
68247,4411,72
68137,4411,42
68270,4411,346
68263,4418,27
68150,4405,37
68132,4418,30
68250,4411,59
68190,4418,5
68148,4418,18
68215,4411,44
68276,4411,15
68178,4411,64
68129,4411,100
68234,4405,39
68251,4405,65
68273,4418,37
68204,4405,85
68147,4405,44
68232,4418,12
68229,4411,11
68248,4418,39
68203,4411,92
68259,4418,11
68139,4411,84
68249,4405,302
68226,4405,478
68265,4418,33
68199,4411,18
68227,4405,133
68255,4405,112
68253,4411,114
68156,4411,259
68260,4411,84
68209,4405,70
68159,4411,59
68174,4418,87
68122,4411,45
68142,4405,26
68160,4418,23
68162,4405,458
68125,4411,39
68275,4411,15
68214,4411,15
68267,4411,131
68271,4411,889
68169,4418,17
68158,4418,26
68268,4411,47
68211,4411,27
68230,4405,26
68186,4418,9
68124,4418,13
68151,4411,74
68244,4405,33
68208,4418,23
68235,4405,92
68188,4411,54
68241,4405,40
68237,4405,52
68213,4411,15
68144,4411,91
68182,4418,65
68175,4405,151
68200,4411,26
68225,4411,88
68138,4418,214
68258,4411,224
68153,4405,51
68121,4418,30
68207,4418,25
68167,4411,31
68219,4411,63
68252,4405,132
68146,4405,261
68117,4405,69
68196,4411,12
68127,4411,51
68165,4418,15
68256,4411,546
68184,4418,13
68254,4418,37
68274,4411,10
85108,5210,244
85167,5207,45
85149,5207,23
85139,5207,28
85238,5206,252
85286,5207,36
85119,5213,170
85155,5210,449
85105,5207,27
85277,5210,96
85232,5213,69
85169,5210,70
85193,5207,51
85216,5207,177
85110,5207,59
85103,5214,152
85175,5210,39
85251,5207,23
85278,5214,125
85125,5207,17
85159,5207,155
85248,5207,29
85100,5203,177
85218,5214,120
85214,5214,239
85215,5213,278
85202,5213,96
85226,5203,1175
85288,5214,1000
85120,5203,105
85264,5207,70
68308,4411,17
85190,5210,262
68366,4405,43
85177,5207,73
85234,5203,1322
85269,5207,23
85227,5207,116
85153,5213,216
69005,8421,115
68374,4405,604
68294,4422,111
69045,8434,94
84122,9305,631
68289,4411,181
68340,4411,17
68345,4405,31
69022,8421,43
69032,8421,217
69051,8421,86
69007,8433,281
68290,4405,37
68370,4411,7
68344,4411,14
69043,8421,1171
68332,4411,74
68295,4405,369
68368,4405,98
69009,8421,724
68348,4411,239
68363,4418,27
68362,4418,31
69042,8428,40
68324,4411,47
68335,4405,34
69052,8421,503
68355,4418,111
68354,4405,57
68278,4411,1046
69002,8434,14
69035,8434,35
68356,4411,53
68351,4405,19
68279,4411,41
69012,8434,51
68286,4418,90
68322,4411,70
68383,4405,29
68313,4411,82
69029,8421,3389
68352,4405,169
68371,4418,17
68292,4411,152
68296,4405,68
68326,4411,4
68360,4405,38
69047,8421,119
68305,4411,72
68285,4405,20
68277,4405,188
69018,8434,202
69050,8421,256
68385,4405,58
69017,8421,74
69049,8421,345
69026,8421,51
68384,4411,149
68361,4411,19
69033,8421,389
68321,4411,228
69001,8430,26
68367,4405,70
68323,4411,48
68303,4418,13
68282,4411,12
68376,4411,1070
69056,8421,178
68353,4418,17
68317,4405,97
68307,4411,26
68298,4422,322
69006,8430,386
69034,8421,4784
68358,4405,18
68364,4405,64
68380,4418,19
68338,4405,380
68336,4411,33
68349,4418,183
68327,4418,13
68293,4411,11
68301,4418,102
69024,8421,432
69059,8421,288
68299,4411,24
68381,4411,43
69053,8434,47
68306,4411,27
69016,8434,5
68320,4411,96
68325,4418,30
68328,4411,11
69027,8421,1851
69036,8434,115
69019,8434,1385
68373,4418,12
69003,8421,267
68382,4418,19
68284,4418,38
69008,8430,40
68386,4411,76
69054,8430,36
69037,8430,65
69038,8428,71
68329,4405,90
68379,4405,91
69010,8421,668
68330,4411,18
68365,4405,275
68302,4411,29
68377,4411,46
69061,8434,120
69055,8421,173
68281,4411,31
68372,4411,111
68331,4405,177
68343,4411,171
68359,4411,128
68309,4418,380
69020,8421,60
68288,4418,18
68333,4418,13
68297,4418,1432
68337,4411,34
68291,4411,58
69004,8421,63
68318,4405,170
69014,8428,73
68334,4411,559
68311,4405,40
68378,4411,11
69040,8421,1168
69060,8430,43
69030,8421,68
68304,4411,100
68316,4405,62
68375,4411,736
68342,4411,116
68350,4405,41
69039,8421,53
69058,8434,29
68341,4418,36
68287,4405,357
69031,8421,98
69013,8434,643
69023,8434,170
68315,4411,598
69044,8421,843
68283,4422,37
68357,4418,21
69021,8421,213
68347,4418,45
69057,8421,47
68300,4411,772
69028,8421,748
69046,8421,490
85244,5207,41
68280,4405,23
68312,4418,12
85198,5213,67
85189,5203,145
85115,5207,32
85201,5207,29
85147,5213,69
85235,5207,26
85262,5216,188
85259,5213,80
85196,5213,88
85148,5207,35
85200,5210,70
85246,5213,141
85266,5213,98
85102,5210,38
85128,5207,842
85184,5207,24
85142,5213,48
85144,5213,75
85143,5207,88
85206,5207,25
85280,5203,337
85106,5203,221
85187,5213,44
85254,5213,87
85237,5207,17
85245,5207,10
85161,5210,172
85112,5214,231
85247,5213,50
85222,5203,1339
85223,5207,306
85186,5213,59
85117,5207,51
85209,5207,31
85152,5214,517
85172,5203,191
85260,5210,49
85204,5203,205
85281,5207,47
85132,5207,46
85109,5213,1654
85171,5207,25
85118,5210,167
85185,5207,37
85207,5207,25
85274,5207,37
85197,5210,203
85163,5203,774
85243,5203,221
85126,5207,66
85182,5213,443
85265,5207,42
85137,5207,38
85114,5214,341
85205,5207,17
85101,5210,40
85176,5207,49
85134,5213,14
85135,5207,200
85211,5210,144
85127,5214,317
85111,5207,80
85290,5207,22
85199,5207,31
85255,5207,139
85213,5210,296
85220,5213,78
85160,5210,199
85158,5207,68
85179,5214,88
85273,5203,120
85268,5203,102
85129,5210,209
85099,5214,56
85141,5207,35
85140,5213,67
85221,5203,172
85256,5207,45
85252,5207,30
85284,5203,363
85133,5207,82
85239,5203,67
85282,5213,49
85285,5210,33
85208,5210,145
85178,5210,700
85267,5207,67
85191,5210,5376
85229,5207,32
85250,5214,151
85116,5210,44
85162,5207,126
85188,5207,72
85121,5207,69
85194,5214,5733
85289,5207,127
85174,5207,37
85164,5203,261
85192,5213,44
85154,5207,106
85157,5207,47
85287,5213,21
85104,5207,72
85138,5210,70
85181,5207,36
85131,5207,69
85240,5206,110
85242,5213,51
85156,5210,230
85113,5203,624
85210,5210,133
85151,5206,485
85231,5214,55
85291,5210,72
85236,5214,139
85276,5213,44
85146,5213,2018
69118,8421,233
85123,5207,18
69094,8421,584
69095,8428,61
85145,5213,43
69123,8421,80831
69135,8434,147
69219,8421,245
69089,8421,1418
69242,8434,67
69113,8421,78
69193,8421,91
69220,8428,218
69155,8428,95
69163,8421,368
69066,8430,358
69240,8430,44
69062,8428,47
69179,8421,429
69072,8421,1970
69218,8434,94
69108,8434,86
69080,8421,157
69156,8421,286
69196,8434,49
69074,8434,131
69175,8421,223
69116,8421,1304
69125,8421,172
69197,8434,214
69143,8421,936
69174,8430,38
69189,8421,250
69184,8421,65
69115,8434,734
69121,8421,363
69208,8421,184
69188,8430,58
69100,8421,917
69070,8430,100
69109,8434,82
69090,8421,93
69092,8434,825
69093,8430,94
69106,8421,145
69120,8421,47
69245,8421,110
69096,8421,711
69165,8434,83
69137,8434,39
69212,8421,34
69227,8421,428
69088,8421,714
69097,8421,47
69168,8421,169
69202,8421,2274
69225,8430,45
69140,8421,242
69166,8421,21
69145,8434,72
69209,8434,58
69082,8434,20
69075,8430,12
69183,8430,15
69064,8433,367
69127,8421,345
69236,8421,36
69162,8434,156
69071,8421,124
69139,8421,128
69181,8430,18
69160,8430,101
69169,8430,59
69136,8421,321
69085,8421,213
69081,8421,2426
69192,8434,20
69204,8421,2196
69214,8430,91
69098,8428,30
69235,8421,207
69243,8430,815
69114,8421,430
69190,8421,239
69164,8430,21
69230,8421,22
69231,8421,207
69124,8434,44
69084,8434,144
69087,8421,298
69086,8421,252
69105,8434,124
69234,8430,166
69203,8428,71
69112,8421,788
69244,8421,2838
69148,8421,253
69153,8421,136
69173,8421,115
69111,8421,122
69078,8421,60
69067,8421,89
69107,8430,126
69117,8421,699
69142,8421,535
69069,8421,1341
69216,8421,53
69206,8434,497
69233,8421,180
69191,8421,971
69241,8421,340
69187,8428,57
69141,8421,736
69182,8434,24
69205,8421,559
69110,8428,131
69178,8428,80
69149,8421,3049
69151,8434,133
69103,8434,88
69133,8421,552
69229,8430,84
69091,8421,1336
69157,8430,512
69130,8430,16
69172,8434,74
69132,8428,46
69099,8428,114
69186,8434,16
69176,8421,377
69215,8434,90
69201,8428,145
69170,8421,111
69063,8421,627
69167,8434,58
69065,8434,78
69068,8421,304
69228,8421,373
69207,8421,260
69198,8434,49
69122,8421,210
69154,8421,249
69161,8434,37
69180,8421,20
69083,8421,80
69177,8421,155
69131,8421,400
69171,8421,241
69239,8421,102
69138,8421,55
69134,8421,24
69077,8434,76
69200,8430,109
69076,8421,398
69102,8430,42
69238,8428,406
69126,8421,111
69194,8421,1505
69104,8434,26
69119,8421,56
69199,8421,1432
69217,8430,62
69263,8421,85
86041,7524,598
86042,7508,29
85302,5213,433
86136,7502,40
86125,7508,28
69248,8430,390
86143,7508,7
86053,7524,103
86112,7524,111
86022,7530,16
86063,7527,28
86073,7524,32
86091,7524,18
86010,7524,66
86154,7524,15
85305,5207,92
85306,5207,31
86046,7508,65
86100,7524,283
85295,5213,200
86114,7524,118
86084,7524,19
86130,7508,11
86070,7524,570
86029,7524,64
86018,7530,10
86040,7524,18
86142,7524,25
86145,7524,67
86013,7530,10
86019,7508,171
86008,7530,27
86072,7508,36
86102,7524,35
86039,7524,69
86157,7524,415
86111,7508,123
86032,7508,156
86006,7524,37
85296,5206,66
70043,2706,12
86044,7530,33
70109,2706,15
70050,2706,9
70046,2705,20
69260,8421,415
70039,2706,23
70098,2718,8
86068,7524,74
86139,7524,184
86150,7524,11
70111,2718,9
70058,2706,43
70097,2718,10
70028,2718,4
70086,2718,3
70116,2705,23
70113,2706,12
70060,2706,9
69279,8421,623
70055,2718,38
70080,2706,8
70007,2718,8
70066,2718,7
69287,8421,898
70056,2718,12
70049,2718,2
69283,8421,1220
69293,8421,211
69268,8421,558
70052,2718,9
70102,2706,9
70077,2718,11
70035,2718,12
69261,8434,6
70091,2718,4
69284,8421,326
70018,2706,31
70065,2718,4
70037,2706,18
70107,2706,18
70106,2718,8
70059,2706,30
70017,2718,8
69278,8421,749
69298,8421,316
70094,2718,19
69256,8421,4278
70027,2706,6
70021,2705,9
70089,2718,4
70104,2706,40
69286,8421,2577
70093,2718,33
70090,2718,1
70082,2718,7
69290,8421,5302
70024,2706,31
86034,7524,38
86064,7524,43
70072,2718,6
70096,2705,28
69276,8421,876
70069,2718,4
70062,2705,9
69273,8421,1254
70026,2706,204
70100,2706,4
69252,8421,45
69282,8421,2974
70099,2706,3
70067,2718,4
70010,2718,5
70078,2718,2
70061,2705,10
69255,8421,600
70103,2718,4
69275,8421,2808
70004,2718,11
70036,2706,7
70013,2718,6
69285,8421,613
70003,2706,3
69246,8421,207
69270,8421,704
70054,2706,6
70070,2718,1
70101,2706,21
70053,2718,1
69297,8421,525
70083,2718,17
70009,2718,5
69269,8421,95
69281,8421,208
70040,2718,10
70088,2718,3
70081,2718,9
70079,2718,30
69294,8421,299
69291,8421,561
69259,8421,4803
70095,2718,29
70092,2706,17
70085,2706,42
70008,2718,3
69266,8421,15024
69254,8430,77
70031,2718,35
69253,8421,54
70045,2706,30
70112,2718,2
70038,2718,18
70001,2718,10
70071,2718,5
69280,8421,203
70032,2711,3
69296,8421,311
70006,2718,66
69288,8421,620
70014,2705,24
70057,2706,13
70002,2718,11
70016,2718,12
70051,2718,4
69277,8421,1734
70012,2718,36
70025,2718,15
70105,2718,8
70042,2718,5
69257,8434,91
69271,8421,1712
69258,8434,32
70076,2706,17
70019,2718,10
70047,2718,3
69267,8434,241
69264,8434,4031
69299,8421,425
70023,2718,8
70063,2705,16
70064,2705,4
70087,2718,4
70029,2718,8
69265,8434,80
70115,2718,9
70084,2706,44
70075,2706,7
70074,2718,6
70114,2718,13
69272,8421,354
70041,2706,33
70030,2706,2
69295,8421,141
69289,8421,492
70044,2718,27
70005,2718,5
70022,2706,5
69292,8421,468
70015,2718,7
70020,2718,21
70048,2706,9
86002,7524,33
69249,8421,339
70011,2718,20
86132,7524,32
86012,7524,18
86038,7524,9
85301,5213,96
86116,7524,44
86104,7524,44
86081,7508,67
86152,7527,41
69250,8421,586
85294,5207,609
86090,7530,10
86004,7508,42
86109,7530,13
86087,7530,8
86031,7524,107
86080,7524,25
86079,7530,53
86045,7524,86
86050,7524,50
86110,7524,18
86037,7524,32
86015,7527,122
86028,7524,60
86058,7524,53
86103,7524,142
86137,7530,516
86083,7524,87
86088,7524,61
86153,7524,46
86036,7530,36
86026,7530,22
86082,7524,339
86147,7524,24
86148,7524,48
86020,7508,8
86113,7524,199
86065,7524,66
86085,7524,12
86048,7524,77
86086,7508,39
86120,7524,89
86151,7530,18
86054,7524,41
86133,7524,232
86024,7524,89
86158,7524,517
85297,5207,77
85298,5214,129
85292,5207,88
86094,7524,33
86007,7508,96
86118,7524,18
86003,7524,25
86093,7530,9
85300,5210,325
86009,7508,58
86076,7524,229
86097,7524,9
86105,7524,27
86134,7524,20
86099,7524,81
86061,7524,91
86144,7524,19
86092,7508,143
86066,7508,2291
86069,7530,5
86089,7524,31
86005,7530,37
86095,7524,255
85293,5206,88
86096,7508,32
86140,7524,190
86128,7508,143
86121,7524,88
86047,7508,17
86078,7524,236
86077,7524,89
86138,7527,17
86126,7524,33
85303,5207,102
70133,2718,10
86119,7524,19
86051,7524,12
86052,7524,63
86107,7524,28
86059,7524,44
86049,7530,20
86135,7524,36
86127,7508,15
85304,5207,43
86001,7527,55
86098,7524,8
86123,7524,185
86156,7530,14
86141,7524,34
86149,7530,27
86035,7524,6
86129,7508,24
86025,7524,26
86023,7530,21
86108,7530,32
86062,7524,971
86016,7524,112
86075,7524,48
86117,7524,36
86115,7524,557
86055,7524,25
86014,7508,91
86106,7530,4
86074,7524,54
86027,7524,384
86017,7524,84
86011,7527,13
86131,7524,45
86124,7524,76
86122,7524,1
70226,2718,17
70207,2718,141
70202,2718,12
70183,2706,1
70137,2718,16
70163,2718,33
70262,2718,8
70171,2718,78
70205,2705,12
70290,2718,13
70230,2718,9
70210,2705,8
70282,2706,97
70285,2705,655
70260,2705,45
70138,2718,9
70152,2706,21
70222,2706,10
70158,2718,4
70135,2718,4
70204,2706,5
70203,2718,11
70286,2706,5
70193,2706,7
70279,2706,522
70154,2706,18
70256,2705,53
70149,2705,33
70145,2706,23
70206,2705,19
70156,2706,6
70218,2706,5
70168,2718,42
70269,2718,0
70184,2705,34
70284,2718,10
70198,2706,107
70125,2706,8
70238,2718,6
70258,2718,142
70155,2718,38
70273,2718,2
70277,2705,22
70129,2706,7
70178,2705,33
70119,2706,9
70239,2706,10
70244,2718,3
70143,2718,11
70280,2706,43
70179,2718,10
70214,2718,8
70231,2706,3
70150,2706,11
70211,2706,4
70187,2714,11
70221,2705,12
70216,2718,24
70263,2718,11
70177,2718,68
70275,2718,21
70288,2718,7
70157,2705,12
70162,2718,18
70181,2706,8
70190,2718,12
70229,2705,10
70272,2718,13
70254,2705,17
70234,2718,7
70170,2718,5
70220,2706,13
70289,2706,8
70274,2718,2
70255,2718,45
70122,2706,116
70200,2718,0
70236,2718,24
70245,2718,215
70175,2718,1
70176,2718,10
70291,2718,7
70276,2705,9
70227,2718,37
70219,2718,35
70192,2706,7
70196,2718,15
70134,2718,8
70235,2718,1
70249,2718,6
70160,2705,13
70287,2718,2
70248,2705,83
70140,2718,2
70172,2718,3
70174,2706,13
70213,2718,18
70243,2718,16
70136,2718,17
70146,2718,0
70253,2706,10
70148,2718,13
70199,2718,9
70121,2705,28
70147,2714,7
70124,2706,2
70167,2718,13
70185,2706,11
70201,2706,9
70233,2718,4
70144,2718,1
70195,2718,14
70228,2718,73
70215,2705,7
70251,2718,6
70247,2706,7
70165,2718,42
70169,2718,13
70237,2718,4
70117,2705,65
70120,2705,194
70151,2706,1
70257,2706,54
70166,2718,5
70182,2714,7
70180,2718,26
70118,2706,10
70225,2706,7
70186,2718,3
70267,2718,37
70141,2718,3
70142,2706,14
70283,2705,19
70132,2706,35
70188,2718,3
70268,2706,16
70127,2718,7
70194,2718,8
70197,2718,56
70130,2706,24
70217,2718,3
70232,2718,6
70242,2718,9
70126,2706,14
70159,2718,5
70164,2718,4
70261,2718,80
70128,2718,24
70271,2705,24
70252,2706,12
70208,2718,23
70259,2705,15
70153,2718,10
70224,2706,51
70189,2706,19
70250,2718,25
70240,2718,69
70278,2718,11
70265,2706,7
86244,7524,88
86266,7524,7
70302,2706,8
86223,7524,58
86262,7524,25
86164,7508,27
86279,7508,23
86183,7508,78
86229,7530,13
87004,7517,12
86294,7524,292
86169,7530,17
86280,7508,13
86178,7524,148
86286,7530,37
87034,7527,53
86203,7524,46
87031,7517,27
87020,7517,120
86261,7524,169
87003,7511,56
86297,7524,394
86174,7508,360
86197,7530,35
86289,7527,72
87021,7517,141
86191,7524,9
86233,7524,168
87043,7517,18
87040,7517,109
87042,7517,28
86242,7524,27
86272,7508,118
86268,7524,50
86159,7524,45
86181,7530,17
70349,2718,3
70347,2705,17
70372,2718,8
70444,2706,9
70396,2718,0
70362,2718,5
70417,2718,17
70355,2706,13
70446,2706,27
86160,7524,169
70357,2718,37
70353,2706,32
70361,2705,8
70329,2718,2
70317,2718,10
70437,2718,0
70430,2718,6
70432,2718,17
70306,2705,23
70453,2718,7
70334,2706,183
70418,2718,20
70301,2718,2
