codgeo,ze2020,side_stocks_et_2023_total
43258,8410,107
44007,0062,140
44018,5216,717
44071,5216,699
44090,5203,91
43259,8419,25
43202,8419,2
44102,5216,252
44001,5205,129
44097,5219,260
44046,5217,125
43263,8419,2
44023,5216,190
43216,8419,228
44010,5219,368
44054,5205,193
44081,5203,366
44078,5205,21
43242,8419,6
43232,8419,35
44074,5216,300
44057,0062,125
43205,8428,271
43215,8419,7
43211,8420,216
43265,8420,134
43246,8420,25
44055,5219,2928
43264,8419,20
44088,5216,186
44049,5219,429
44067,0062,361
43254,8419,13
44006,5219,161
43226,8410,10
43222,8419,13
44029,5216,600
44080,5219,37
44106,5217,170
44058,5205,17
43267,8419,109
44072,5219,504
44039,5216,100
44002,5216,312
44021,5217,356
43253,8420,24
43227,8428,63
44096,5201,310
44084,5216,686
43251,8419,208
44092,0062,35
44062,5216,89
43252,8419,4
43228,8419,10
43213,8420,208
43217,8419,28
44063,5216,311
43212,8420,78
43231,8419,4
44070,5216,477
44016,5216,68
43220,8419,10
43249,8420,22
44051,5205,287
44103,5219,581
43204,8420,13
44077,5216,165
44033,5219,160
44015,5216,679
43247,8410,2
43223,8420,89
44030,5219,204
43207,8410,13
44043,5216,986
44044,0062,60
44095,5205,69
43239,8419,74
43250,8419,8
43244,8420,367
43208,8419,4
43268,8420,778
43218,8419,93
44100,5216,162
44022,5216,177
44048,5201,170
43221,8419,36
44041,5216,571
44108,5216,207
44012,5217,321
44061,5217,217
43256,8419,23
44045,5216,271
44101,5216,481
44025,5219,302
43230,8419,76
44076,5205,70
44099,5205,136
44035,5216,1927
44079,5216,251
44082,5216,325
43229,8419,37
44014,5216,364
44087,5203,689
43214,8419,13
44024,5216,177
44085,5205,60
43262,8410,95
44065,5205,42
43203,8420,38
44091,5205,86
44089,5216,269
44068,5219,218
44083,5216,149
44098,5219,322
44069,5219,2352
43236,8428,125
43245,8419,12
44066,5216,567
44036,5205,1125
44104,5201,48
43206,8410,25
44032,5216,248
44038,5217,200
44019,5216,67
44005,5217,495
43240,8420,14
43225,8419,3
44073,5216,537
44075,5205,118
44052,5219,445
44053,5219,103
43201,8419,15
43238,8419,9
43261,8410,32
43234,8419,176
44064,5216,302
44047,5216,1719
43233,8419,91
43237,8419,27
43260,8419,1
44026,5216,2257
44027,5216,152
44003,5201,1311
43257,8419,24
44056,5216,274
44031,5205,53
43210,8419,9
44009,5216,1001
44028,5216,371
44086,5205,47
54334,4424,17
54254,4424,80
54392,4412,13
54390,4412,5
54330,4412,40
54383,4412,56
54387,4412,13
54272,4412,25
54274,4412,558
54253,4410,28
54291,4412,17
54322,4424,246
54281,4412,41
54303,4412,22
54310,4412,1
54280,4410,275
54323,4424,674
54271,4419,2
54335,4412,14
54289,4412,26
54248,4412,4
54318,4412,312
54398,4417,4
54288,4412,38
54378,4424,10
54277,4410,21
54262,4412,14
54257,4412,486
54375,4412,55
54337,4424,3
54391,4410,70
54369,4412,63
54411,4412,9
54410,4410,30
54266,4412,25
54396,4417,9
54333,4412,10
54327,4412,30
54324,4412,4
54379,4412,6
54332,4412,83
54316,4412,16
54393,4412,27
54394,4424,2
78443,1115,79
54409,4412,16
78464,1111,76
78470,1111,91
54385,4424,33
78314,1114,197
78423,1115,3080
78439,1115,12
78381,1115,119
78646,1115,10624
78349,1111,55
78322,1115,693
78472,1111,35
78358,1114,2548
78431,1114,308
78591,1115,212
78499,1111,40
78384,1114,175
78550,1115,190
44112,5205,30
44113,5205,367
78406,1115,38
78506,1111,78
78530,1115,48
78413,1115,21
78362,1114,1117
78505,1115,33
78329,1114,75
78324,1114,22
78571,1114,680
78536,1114,22
78558,1114,24
78621,1115,2189
78356,1115,606
78567,1114,69
78267,1114,513
78276,1114,38
78597,1114,69
78606,1115,7
78668,1114,46
78522,1111,94
78601,1111,156
78564,1111,53
78343,1115,182
78310,1115,602
78624,1114,986
78346,1115,143
78575,1115,627
78545,1115,1219
78327,1114,290
78640,1115,2406
78497,1111,85
78437,1114,39
78465,1115,235
78455,1115,774
78402,1114,278
78404,1115,26
78262,1115,124
62832,3204,32
78285,1115,45
78317,1114,67
78398,1115,120
54434,4412,14
78389,1115,316
78321,1115,569
78620,1115,122
78418,1114,1427
78502,1114,526
78484,1114,44
78350,1114,880
78305,1114,25
78478,1111,25
78474,1115,64
78283,1115,23
78307,1111,92
78486,1111,645
78361,1114,2546
78569,1111,68
78264,1111,17
78451,1114,68
78291,1114,178
78618,1115,34
44156,5216,181
78366,1115,40
78481,1114,1270
78337,1114,135
78335,1114,966
78269,1111,254
78311,1114,2543
78644,1115,262
78605,1115,59
78382,1101,297
78498,1114,3047
78417,1115,27
78410,1114,98
78391,1114,22
78559,1114,26
78561,1115,46
78290,1114,54
78528,1114,39
78642,1114,1035
78623,1115,82
78444,1114,63
78442,1115,346
45038,2411,15
78647,1114,67
78609,1114,76
78344,1114,34
78655,1111,72
44201,5216,695
44187,5217,415
45013,2411,20
45039,2407,55
45024,2410,172
78517,1111,2446
78548,1115,51
78367,1114,395
78565,1115,28
45006,2410,112
78518,1115,14
44117,5216,290
45022,2411,29
44209,5216,1011
44221,5216,88
44120,5216,369
44189,5219,89
45028,2410,528
45031,2409,127
44146,5205,104
44222,5201,58
45017,2409,16
44199,5205,114
44195,5219,702
44122,5216,207
45021,2411,12
44192,5217,161
44175,5219,336
45032,2409,22
45051,2407,135
44224,5205,93
45014,2411,32
44182,5217,459
44196,5219,77
44142,5216,121
44162,5216,6473
44137,5219,194
45042,2407,113
45009,2411,52
44150,5216,415
44163,5201,281
44132,5219,1555
44176,5219,134
44203,5216,115
45025,2411,87
44184,5219,5589
44116,5217,154
44131,5217,2278
44110,5216,740
45047,2411,26
45026,2409,63
44211,5219,470
44127,5216,161
44180,5201,391
45046,2410,41
44164,5217,215
44159,5216,108
44197,5205,91
44179,5216,374
44118,5201,80
44220,5216,109
45012,2411,9
45005,2411,13
44115,5201,305
44114,5216,2612
45001,2407,7
44210,5219,713
44126,5217,396
44140,5216,87
45040,2407,129
45027,2409,26
45029,2407,94
45002,2409,23
44174,5216,141
44204,5216,870
44207,5201,67
44152,5219,161
44149,5216,230
45011,2411,7
44206,5203,102
44223,5216,287
44157,5203,89
44155,5216,261
44133,5216,225
44185,0062,197
45054,2411,35
44144,5201,145
44128,5216,389
44158,5216,651
44145,5216,203
45036,2407,38
44130,5216,628
45030,2411,160
44123,0062,53
44212,5216,907
44208,5205,50
44166,5216,335
45035,2411,74
45020,2410,47
45052,2407,3
45010,2411,88
44154,5217,1168
44124,5201,40
44161,5219,191
44193,5205,85
44218,5205,34
44170,5205,50
44148,5205,31
45015,2411,49
44151,5219,526
44134,5201,44
44200,5205,17
44214,5205,111
45049,2407,70
45016,2407,54
45034,2410,138
44139,5219,83
44194,5216,823
44143,5216,4064
44186,5216,524
44183,5219,220
44178,5216,197
45045,2411,15
45033,2411,21
44165,5216,145
44121,5205,19
44205,5216,152
44173,5216,121
44111,5216,117
44138,5205,97
44213,5201,578
45023,2407,6
44217,5216,739
45044,2410,10
45019,2410,47
45037,2411,25
45050,2411,62
44153,5205,103
44169,5216,698
44141,5216,73
44188,5216,812
44190,5216,2073
44168,5219,169
45041,2411,4
45043,2410,56
44216,5216,283
45008,2410,139
44171,5216,132
44202,5201,100
44109,5216,36849
45053,2407,341
44136,5217,169
45004,2409,909
44125,5219,306
44129,5219,789
44135,5219,640
45018,2411,48
44215,5216,2841
44172,5216,1358
44119,5203,113
44198,5216,976
62900,3219,37
63070,8408,539
54446,4412,8
63003,8417,669
62894,3206,281
62847,3205,116
63013,8408,64
79019,7506,5
78686,1115,1440
54464,4412,3
79010,7520,50
79148,7520,159
45069,2411,46
79164,7520,21
79040,7506,9
79101,7520,208
79015,7520,14
79064,7520,40
54551,4412,3
54422,4417,5
63092,8408,103
63093,8408,83
63103,8408,534
45089,2410,602
45075,2410,721
45174,2411,12
45183,2410,7
45059,2410,19
45187,2409,227
45056,2411,17
45134,2410,89
45132,2411,23
45182,2410,105
45141,2407,7
45179,2410,184
45201,2409,9
45170,2411,9
45129,2409,92
45103,2409,80
45058,2410,13
45210,2409,38
45120,2407,10
45144,2410,69
45055,2410,25
45197,2410,105
45135,2411,15
45193,2410,145
45195,2411,26
45127,2409,265
45093,2410,170
45222,2409,99
45214,2411,13
45223,2411,22
45143,2407,3
45194,2410,172
45068,2409,599
45171,2407,30
45227,2407,38
45094,2409,22
45079,2409,9
45065,2411,12
45063,2407,54
45178,2409,82
45220,2411,35
45162,2411,32
45080,2411,19
45122,2407,101
45098,2410,271
45216,2409,24
45184,2407,21
45126,2410,164
45109,2410,23
45165,2409,32
45224,2411,309
45083,2409,192
45146,2410,558
45136,2409,23
45212,2409,84
45208,2409,1366
45097,2409,96
45154,2410,117
45189,2409,15
45081,2410,40
45085,2409,149
45074,2410,4
45145,2409,274
45153,2410,43
45226,2410,59
45101,2410,19
45167,2410,97
45107,2409,13
45175,2410,126
45173,2410,343
45213,2409,46
45159,2411,6
45102,2409,21
45114,2409,11
45169,2410,962
45158,2409,27
45204,2410,63
45060,2407,40
45130,2410,98
45157,2411,33
45110,2411,27
45086,2411,11
45139,2411,31
45150,2409,7
45205,2409,28
45064,2407,20
45084,2409,34
45217,2411,6
45149,2409,12
45177,2411,6
45147,2410,1338
45160,2411,35
45219,2409,18
45152,2410,14
45095,2411,118
45199,2409,24
45066,2409,41
45096,2407,25
45076,2409,21
45191,2411,467
45218,2409,11
45091,2409,22
45209,2411,16
45198,2411,7
45196,2410,100
45121,2409,19
45073,2409,49
45077,2409,25
45156,2409,32
45125,2411,6
45168,2410,48
45072,2410,60
45155,2407,964
45111,2411,30
45138,2407,5
45067,2410,331
45116,2410,37
45119,2411,94
45113,2409,28
45082,2410,637
45118,2411,14
45185,2409,19
45104,2409,178
45061,2409,148
45186,2409,25
45062,2410,110
45215,2411,13
45225,2411,23
45180,2409,7
45200,2410,96
45137,2411,57
45124,2411,20
45203,2410,525
45161,2409,65
45070,2407,2
45207,2409,25
45131,2411,23
45099,2410,32
45142,2410,266
45166,2410,16
45164,2407,48
45108,2407,141
45088,2410,16
45087,2407,178
45133,2411,38
45078,2409,16
45148,2409,135
45188,2410,169
45202,2410,45
45181,2411,8
45092,2409,92
45115,2409,291
45105,2409,7
45123,2410,110
45100,2410,48
45176,2411,40
45112,2409,26
45151,2411,11
62875,3219,61
63051,8410,33
63010,8417,154
62839,3203,41
62904,3207,36
62851,3205,60
62853,3206,16
63029,8410,11
62868,3204,6
63058,8417,29
63041,8423,24
45206,2409,12
62908,3206,118
63044,8408,23
63033,8432,26
62838,3204,3
62841,3205,143
62878,3203,30
62866,3204,27
62882,3219,48
62896,3206,36
62836,3205,60
63016,8417,50
62873,3203,68
62897,3219,24
62905,3219,71
63035,8408,77
63073,8410,28
62880,3206,13
62881,3204,18
62887,3204,15
63047,8408,288
63006,8410,3
62858,3203,10
62862,3219,7
63066,8417,114
63082,8408,34
62889,3206,51
62842,3215,492
62844,3219,41
62856,3203,14
63072,8417,87
63032,8408,833
62883,3204,9
63059,8408,14
63031,8410,22
63024,0063,4
63026,8408,203
63028,0063,36
63036,8410,13
63056,8417,23
63002,8417,6
63037,8417,32
63071,8408,47
62893,3206,538
62890,3204,19
62863,3216,211
62909,3203,15
62828,3219,4
62849,3204,181
63022,8410,118
63048,0063,70
62854,3203,32
62867,3206,14
62902,3219,178
62906,3207,74
62898,3219,6
62892,3215,31
63079,8410,6
63021,8408,39
62886,3206,14
62833,3204,4
62845,3206,21
63008,8417,46
62830,3208,9
63049,8408,30
45261,2410,62
63064,0063,1
63004,8408,104
63023,8417,32
62870,3204,73
63057,8417,26
63042,8408,202
63011,8423,11
63012,8408,39
63075,8408,1656
63046,8410,21
62846,3215,240
62837,3219,21
63045,8417,34
62899,3206,111
62850,3204,19
63054,8410,78
62843,3219,5
63076,8417,7
63074,8410,14
62885,3205,10
63063,8408,665
62861,3215,217
62876,3203,3
62840,3203,6
62835,3205,16
62831,3205,6
63065,8417,19
63061,8408,28
62888,3206,10
63027,8417,5
63017,8410,9
63015,8417,19
62872,3204,19
63069,8408,340
63038,8410,344
63025,8423,12
63081,8417,13
63020,8408,27
62891,3204,4
63050,8410,236
63034,8408,98
62860,3203,4
63030,8432,24
63052,8410,65
63001,8408,216
62877,3203,21
62857,3203,3
62869,3203,66
62852,3207,73
63077,8410,67
63005,8410,13
63019,8408,220
62865,3212,314
62901,3219,37
62848,3205,133
62879,3203,6
62895,3215,394
62855,3203,12
62907,3215,378
63055,8408,62
63014,8408,1417
63060,8423,10
62903,3206,29
63080,8410,166
63007,8410,7
62874,3203,36
62834,3204,9
63040,8408,422
45300,2410,313
63067,8423,7
62859,3204,8
63043,8408,36
62829,3203,17
63039,8417,20
63053,8408,11
63009,8410,52
63062,8423,11
62871,3204,8
62864,3203,52
46037,7607,13
79179,7506,328
63213,8408,144
45308,2410,282
45328,2409,19
45329,2409,79
46031,7611,6
45243,2409,14
45292,2409,48
45294,2411,6
46003,7619,90
45347,2411,35
45291,2407,58
45315,2407,390
45273,2410,227
45241,2410,46
46013,7607,21
45314,2410,27
46039,7611,26
46028,7619,109
45317,2410,168
45233,2411,20
45284,2410,1366
45282,2410,239
45312,2409,36
45247,2409,231
45249,2409,49
46041,7611,18
45268,2407,29
45297,2407,83
46008,7607,23
45286,2410,698
46023,7607,37
45239,2409,25
46015,7611,110
46002,7619,5
46045,7611,175
46047,7619,21
45229,2409,152
45306,2409,53
45326,2410,19
45335,2410,122
45285,2410,1006
45303,2409,50
46036,7611,16
45343,2409,10
45321,2409,28
46038,7619,139
46033,7607,39
45238,2407,37
45341,2410,16
45309,2410,33
45230,2409,47
46040,7607,35
45266,2410,11
46016,7619,39
46001,7607,55
45293,2409,56
45232,2410,2021
45231,2410,12
45289,2410,63
45254,2407,152
45339,2409,22
45322,2409,10
45246,2411,6
45301,2411,18
45265,2409,14
46021,7611,53
45330,2410,15
45279,2409,130
46022,7607,26
46029,7619,178
46010,7607,23
45342,2410,18
45278,2409,59
45325,2410,13
46030,7619,27
46012,7619,51
46034,7611,25
45298,2410,527
46050,7607,7
45242,2409,15
45333,2410,136
45305,2410,15
45299,2410,7
45320,2411,15
45264,2410,14
46035,7611,14
45277,2407,14
46009,7611,63
45271,2407,45
45252,2411,673
46027,7607,6
45251,2407,21
45237,2411,9
45263,2411,20
45250,2409,17
45307,2409,72
45346,2410,156
45327,2410,180
46044,7607,39
45337,2410,14
45260,2411,10
45244,2407,138
46020,7611,25
45345,2409,59
45235,2410,340
46043,7619,5
46032,7607,27
45259,2409,57
45324,2410,146
45272,2410,403
45316,2410,60
45269,2410,240
45248,2410,120
46007,7607,63
45296,2410,26
46046,7607,17
46042,7607,2315
45240,2411,93
45274,2410,562
46049,7611,26
45313,2410,47
45275,2409,20
46011,7619,25
45332,2409,101
45334,2409,27
45234,2410,10185
45253,2411,92
45311,2410,55
45283,2409,7
45290,2410,116
45257,2409,25
46005,7607,31
45331,2410,36
45256,2409,8
45255,2409,35
46024,7619,24
46026,7607,5
45336,2407,55
45288,2411,15
46004,7619,14
45262,2410,9
45280,2407,50
45281,2409,70
45245,2407,53
45340,2407,31
46017,7619,6
46018,7619,14
45348,2411,39
45270,2407,143
45338,2409,612
45228,2411,77
46006,7607,32
45276,2407,30
45302,2410,1440
45258,2411,232
45310,2411,114
45323,2407,17
45344,2410,48
79134,7530,13
79087,7520,32
79208,7506,72
79001,7506,77
79158,7520,4
79094,7506,57
79008,7506,55
63201,8408,54
79103,7506,105
63190,0063,19
79149,7506,9
79047,7530,13
63115,0063,3
63114,8410,6
63136,8417,31
63101,8423,3
78677,1115,44
63128,8417,56
79129,7520,70
63232,8432,28
63083,8408,66
63169,8410,4
63125,8417,370
63149,8408,29
63135,8408,31
63191,0063,2
63194,8408,27
63152,8423,23
63134,8410,6
63225,0063,57
63235,8408,37
63146,8408,56
63119,8417,19
63195,8417,490
63196,8408,33
63220,8410,5
63109,8410,56
63173,8417,12
63170,0063,44
63094,8423,24
63185,8410,31
63120,8408,46
63197,8408,8
63102,8417,55
63244,8408,72
63202,8410,7
63192,0063,61
63193,8408,692
63139,8417,38
63230,8417,16
63165,0063,99
63111,8410,6
63226,8408,237
63181,8408,31
63210,8408,211
63187,8423,23
63182,8410,24
63116,8408,212
63171,8423,25
63233,8423,46
63205,8408,37
63184,8417,22
63137,8417,8
63214,8408,302
63174,8417,10
63158,8417,3
63100,8408,27
63204,8408,55
63177,8408,28
63241,8408,51
63178,8410,1658
63121,8410,104
63155,8408,38
63144,8410,41
63097,8410,1
63096,8408,25
63239,8408,35
63240,8408,19
63167,8408,26
63104,8417,3
63145,8410,12
63162,8417,31
63176,8408,6
63091,8410,53
63166,8410,17
63132,8417,120
63129,0063,20
63160,8410,61
63151,8417,82
63154,8408,19
63105,8417,15
63124,8408,2009
63113,8408,13722
63183,0063,6
63148,8408,192
63159,0063,5
63099,8408,250
63088,8410,5
63245,8408,327
63212,8408,92
63236,8408,309
63186,0063,20
63156,8410,2
63085,8408,69
63138,8417,42
63131,8408,65
63209,8410,8
63243,8423,11
63161,8417,19
63108,8408,43
63130,8423,16
63189,8408,30
63087,8410,2
63164,8408,738
63198,8408,79
63126,8408,78
63150,8408,138
63219,8408,61
63142,8417,27
63200,8408,65
63175,0063,18
63118,0063,38
63117,8410,7
63163,8408,80
63218,8417,10
63123,8408,26
63203,8408,102
63229,8408,67
63098,8410,24
63095,8417,7
63242,8410,26
63206,8408,95
63141,8408,156
63168,8408,43
63223,8423,41
63228,0063,19
63231,8417,159
63188,8408,30
63207,8417,47
63234,8410,91
63110,8408,21
63199,8408,36
63216,8408,12
63221,8417,5
63122,8410,7
63153,8410,3
63211,8417,117
63084,8408,121
63157,8408,34
46132,7619,23
63089,8408,103
46084,7619,26
46207,7611,15
46177,7619,42
46096,7619,5
46215,7619,78
46190,7607,11
46195,7619,17
63224,8408,195
46187,7607,46
63090,8408,29
46130,7607,21
63215,8408,44
46062,7607,42
63172,8410,5
46170,7619,40
46220,7619,54
46218,7607,16
63222,8410,33
46134,7607,18
63227,8408,168
63147,8417,18
46189,7619,34
46103,7607,67
46149,7607,80
63112,8408,35
46102,7611,1124
46204,7619,35
46146,7619,6
46138,7619,107
46181,7619,5
46075,7611,22
46101,7611,22
46144,7619,33
46148,7607,186
46192,7619,25
46120,7607,32
46059,7619,22
46142,7607,21
46100,7611,45
46205,7607,24
46116,7611,5
46072,7607,24
46136,7607,27
46172,7607,82
46060,7607,12
46208,7619,41
46135,7619,2
46212,7607,10
63238,8408,6
63106,8408,102
63140,8423,8
46121,7619,5
46089,7607,77
46081,7607,10
46153,7619,34
46191,7607,102
46057,7611,49
46076,7619,20
46105,7607,52
46051,7611,51
46086,7619,49
46198,7611,6
46079,7607,11
46126,7607,37
46087,7607,61
46107,7607,28
46152,7619,27
46118,7619,62
46092,7607,27
46091,7607,23
46097,7619,4
46122,7619,10
46176,7611,84
46083,7619,117
46054,7619,26
46214,7607,40
46093,7611,7
46210,7607,8
46174,7611,15
46108,7611,27
46169,7607,22
46185,7619,258
46111,7611,11
46216,7607,83
46106,7619,20
46180,7611,35
46143,7619,154
46201,7607,238
46129,7611,29
46202,7607,61
46104,7619,7
46151,7607,13
46124,7619,15
46179,7611,15
46094,7611,44
46162,7607,15
46056,7611,9
46113,7607,21
46188,7607,21
46082,7607,33
46175,7611,74
46117,7619,52
46206,7607,9
46128,7619,357
46131,7611,13
46200,7607,20
46159,7619,21
46154,7611,20
46115,7619,12
46055,7611,119
46182,7607,142
46137,7607,96
46173,7611,116
46064,7607,97
46199,7607,38
46203,7611,20
46119,7607,21
46147,7607,13
46123,7619,23
46090,7619,21
46178,7619,17
46145,7619,53
46053,7611,36
46065,7619,29
46073,7607,41
46074,7619,37
46140,7607,24
46161,7611,9
46160,7611,37
46063,7607,173
46197,7607,112
46155,7611,20
46194,7607,14
46069,7607,13
46068,7611,32
46088,7607,67
46052,7611,19
46085,7611,21
46098,7607,28
46114,7607,44
46109,7607,98
46165,7619,33
46171,7607,21
46184,7607,38
46168,7611,20
46167,7607,4
46193,7619,43
46070,7607,57
46186,7619,35
46196,7607,7
46078,7619,5
46183,7611,42
46213,7619,31
46080,7607,79
46127,7607,532
46139,7619,9
46058,7619,42
46211,7607,17
46066,7607,85
46163,7619,20
46125,7619,28
46112,7607,27
46156,7607,86
46157,7611,11
46061,7607,10
46164,7607,19
46219,7607,25
79122,7520,24
79197,7506,4
46209,7619,9
63086,8417,33
46133,7611,27
46095,7607,67
63107,8408,36
79092,7520,11
79056,7530,34
79170,7520,209
79177,7524,27
79096,7506,56
79124,7506,19
79018,7520,8
79020,7520,45
79025,7506,66
79059,7506,67
79029,7506,35
79130,7520,180
63300,8408,1666
79057,7520,101
79135,7506,59
79207,7506,36
79106,7520,20
79160,7520,8
79016,7530,43
79081,7520,628
79190,7506,26
79088,7506,125
79191,7520,5217
79114,7520,36
79165,7506,11
79078,7520,51
79201,7520,92
79145,7506,13
79089,7530,12
79210,7506,60
79141,7530,13
79003,7520,280
79161,7530,22
79142,7520,3
79038,7506,55
79213,7506,138
79061,7520,250
79084,7520,19
79140,7520,61
79115,7520,30
79058,7520,37
79121,7520,22
79117,7520,36
79166,7520,43
79167,7530,9
79086,7520,96
79050,7506,30
79123,7506,133
79080,7506,194
79131,7506,13
79150,7520,73
79139,7520,6
79077,7506,45
79132,7506,20
79198,7520,9
79070,7520,23
79144,7520,19
79189,7520,70
78683,1115,265
78674,1115,692
79209,7530,22
79202,7506,876
79162,7520,199
79196,7530,114
79055,7520,5
79095,7520,42
79076,7506,129
79176,7506,50
79079,7506,513
79204,7520,68
79156,7530,34
79009,7520,18
79108,7506,10
79007,7506,35
79069,7506,51
79012,7520,67
79120,7506,47
79046,7520,26
79022,7530,10
78688,1115,1076
79063,7530,97
79049,7506,1529
79175,7520,27
79153,7520,12
79023,7520,5
79203,7530,20
79005,7530,263
79172,7506,95
46286,7619,7
46283,7619,25
79147,7506,38
79133,7520,43
79030,7520,36
79195,7506,304
79109,7520,272
79002,7506,14
46236,7619,14
79126,7520,18
79163,7520,32
63254,8408,145
79062,7506,269
79119,7506,43
79105,7520,20
79185,7520,225
79127,7520,44
79174,7520,438
79031,7520,122
79111,7520,9
79154,7520,25
79128,7520,57
79157,7530,80
79066,7520,156
79083,7520,181
79048,7520,445
79118,7506,13
79125,7520,83
79024,7520,150
79136,7520,43
79034,7520,311
79091,7506,64
79152,7520,35
79112,7520,52
79013,7506,188
79071,7506,30
79014,7530,145
79104,7520,23
78681,1115,73
79102,7530,19
79116,7506,67
79184,7520,114
79100,7520,176
79183,7506,18
79074,7520,11
79090,7520,43
79085,7520,7
78672,1114,745
79032,7520,30
79042,7520,8
63288,8408,20
79200,7520,21
63249,8417,35
47027,7532,305
47028,7518,60
46323,7607,10
47009,7501,24
46221,7611,47
46319,7619,18
47040,7501,163
46227,7611,8
46253,7607,10
46276,7607,24
46282,7619,7
46263,7607,58
46305,7607,17
46222,7607,13
46223,7607,11
46245,7607,1
47046,7518,29
46231,7607,199
47053,7532,24
47006,7532,66
46260,7611,15
46316,7607,18
46268,7607,82
47013,7518,23
46250,7607,7
46324,7607,14
46314,7619,17
46297,7607,128
46317,7619,29
47054,7532,120
46266,7611,26
46244,7611,5
47032,7501,535
47022,7501,29
47007,7518,12
47017,7532,36
46321,7607,28
46332,7611,28
47004,7518,312
47026,7518,29
46237,7611,27
46289,7611,15
46255,7611,14
46258,7607,12
47023,7532,28
47024,7518,109
47038,7518,53
47015,7501,160
47034,7518,59
47044,7532,30
46251,7619,413
47029,7532,45
47021,7501,140
46224,7607,232
46333,7611,10
46254,7611,16
46235,7619,8
47047,7518,7
47025,7501,58
47031,7501,904
46313,7619,24
46292,7611,10
46262,7607,69
46259,7607,9
47016,7501,80
46302,7619,12
46284,7619,41
46271,7619,23
46336,7607,27
46279,7619,8
46303,7607,13
47041,7501,55
47003,7518,42
47012,7518,15
46315,7619,18
46295,7619,8
46339,7619,18
46225,7607,340
47019,7501,47
47014,7518,18
46243,7619,14
46281,7619,18
46322,7607,70
47048,7532,111
47052,7518,479
46306,7611,6
46252,7607,30
47001,7501,3444
47002,7518,9
46280,7607,20
47033,7532,27
46226,7611,15
47050,7501,6
47039,7518,4
47011,7532,16
46249,7611,9
46256,7607,56
46239,7619,14
47005,7518,57
47043,7501,100
46269,7619,4
47010,7518,14
46311,7619,108
47018,7518,14
46296,7607,26
46290,7607,24
46233,7619,9
46310,7619,5
46330,7619,145
47037,7532,28
46340,7607,36
46308,7619,5
47045,7501,40
46335,7607,28
46338,7619,0
46228,7619,61
46230,7611,6
47008,7518,8
46293,7619,55
46307,7607,39
46329,7607,18
46242,7619,11
46277,7607,21
47020,7518,23
46337,7619,21
47030,7501,12
46234,7607,6
47049,7532,146
46241,7607,21
46257,7607,20
46270,7611,25
46238,7619,37
47036,7532,28
46288,7611,11
46272,7611,12
47051,7501,325
46299,7607,19
46267,7607,52
46240,7619,152
46301,7607,57
46247,7611,22
46246,7619,4
46320,7607,48
46318,7619,23
46328,7611,40
46304,7619,17
46264,7607,14
46265,7619,32
46232,7619,87
46273,7619,99
47035,7518,26
46229,7619,61
47042,7518,8
46294,7611,14
46312,7619,12
46334,7607,158
46309,7619,415
63286,8408,21
63338,8423,201
63375,8410,14
63348,8410,14
63287,8410,21
63315,8408,186
63322,8408,195
63394,8417,9
63296,8408,44
63318,8408,34
63354,8423,89
63390,8408,26
63365,8408,36
63396,8408,96
63352,8410,154
63345,8408,281
63301,8417,39
63298,8417,11
63285,8408,115
63299,8410,5
63256,8417,13
63393,8417,134
63309,8417,19
63377,8423,21
63368,8408,84
63311,8408,16
63270,8410,29
63264,8408,27
63321,8410,72
63333,8408,11
63370,8408,34
63304,8423,3
63391,8408,18
63259,8408,21
63273,8408,108
63261,8410,49
63362,8408,49
63357,8410,5
63364,8417,36
63302,8408,319
63306,8408,57
63295,8432,137
63346,8410,15
63267,8417,63
63291,8417,212
63246,8408,57
63257,8408,81
63292,0063,4
63339,0063,3
63281,8423,102
63282,8408,119
63284,8408,858
47077,7532,62
63341,8417,40
63340,8410,18
63372,8408,36
63297,8408,22
63276,8417,188
63376,8410,6
63402,8417,39
63378,8408,66
63274,8408,29
63336,0063,14
63310,8417,14
63307,8408,646
63327,8408,170
63400,8432,46
63294,8408,10
63409,8410,8
63323,8417,10
63278,8408,41
63350,8408,67
63324,8417,16
63358,8408,20
63373,8423,18
63363,8408,19
63320,0063,19
63319,8417,85
63268,8410,11
63384,8417,10
63404,8410,25
63326,8408,45
63269,8408,54
63317,8408,43
63248,8408,77
63275,8410,55
63382,8408,47
63262,8408,204
63334,8408,42
63329,8423,12
63272,8408,235
63356,8410,23
63355,8417,19
63337,8417,4
63389,8410,12
47119,7518,28
63360,8423,8
63366,8410,19
63347,8432,25
63387,8432,58
63351,0063,7
63328,8417,5
63312,8417,14
63271,8417,89
63325,8408,15
63367,8410,12
63263,8408,292
63371,8417,7
63374,8417,22
63406,8408,20
63398,8417,7
63407,8408,24
63283,0063,93
63247,8410,109
63344,8408,13
63303,8410,2
63255,8410,39
63331,8417,12
63395,8408,57
63399,0063,4
63313,8410,9
63408,8423,11
63260,8417,13
63386,8408,46
63250,8410,98
63353,8417,54
63265,8417,158
63335,8410,59
63401,8410,26
63405,8408,25
63379,8408,20
63279,8410,35
63369,8423,5
63381,8408,122
63314,8417,37
63252,8408,35
63253,8417,15
63332,8408,38
63359,0063,3
63305,8408,83
63383,8410,23
63392,8410,43
63343,8417,9
63277,8410,3
63289,8408,14
63143,8408,57
63208,8408,17
63179,8417,57
63180,8408,97
63237,0063,32
47162,7532,10
63293,8423,13
47062,7501,21
47176,7501,11
47163,7518,43
47188,7518,26
