codgeo,ze2020,libze2020,population_2022_total
84102,9306,Cavaillon,1318
77314,1102,Coulommiers,251
27462,2803,Bernay,161
70304,2718,Vesoul,116
38278,8435,Voiron,523
42277,8426,Roanne,340
80583,3202,Amiens,281
58004,0060,Nevers,368
47311,7532,Villeneuve-sur-Lot,140
85012,5203,Challans,2356
82030,7609,Castelsarrasin-Moissac,490
87116,7527,Saint-Junien,1059
39401,2713,Lons-le-Saunier,237
31558,7625,Toulouse,430
28314,0061,Nogent-le-Rotrou,153
52459,4404,Chaumont,99
57065,4416,Saint-Avold,201
63450,0063,Ussel,227
58288,2703,Avallon,115
74104,8401,Annecy,3688
86009,7508,Châtellerault,1060
36011,2412,Romorantin-Lanthenay,173
59424,3217,Maubeuge,1296
69042,8428,Saint-Étienne,566
76315,2819,Yvetot-Vallée du Commerce,1060
51086,4413,Reims,326
59658,3216,Lille,562
74046,8401,Annecy,511
38005,8409,Grenoble,955
55382,4401,Bar-le-Duc,366
11013,7617,Narbonne,375
71174,2704,Beaune,164
30087,7603,Alès-Le Vigan,202
64370,7522,Pau,567
69028,8421,Lyon,6718
78417,1115,Versailles-Saint-Quentin,285
71169,0059,Mâcon,680
65208,7624,Tarbes-Lourdes,23
76648,2815,Rouen,2307
82163,7609,Castelsarrasin-Moissac,53
83046,9303,Brignoles,2166
24263,7529,Sarlat-la-Canéda,305
81142,7610,Castres-Mazamet,883
52090,4404,Chaumont,92
59427,3216,Lille,606
54110,4412,Nancy,541
64210,7522,Pau,143
69039,8421,Lyon,703
02274,3214,Laon,173
62153,3219,Saint-Omer,628
67254,4409,Haguenau,924
54570,4410,Metz,343
70554,2718,Vesoul,180
59230,3217,Maubeuge,5167
43037,8419,Le Puy-en-Velay,271
82076,7615,Montauban,1608
54498,4412,Nancy,5155
76530,2819,Yvetot-Vallée du Commerce,217
55258,4412,Nancy,627
17441,7528,Saintes,1144
2B164,9402,Bastia,24
64432,7521,Oloron-Sainte-Marie,89
26278,0064,Valréas,288
67422,4422,Sélestat,578
88478,4412,Nancy,89
60654,3210,Compiègne,257
63269,8408,Clermont-Ferrand,889
19239,7507,Brive-la-Gaillarde,294
30294,7603,Alès-Le Vigan,5592
22175,5307,Lamballe-Armor,1602
24545,7507,Brive-la-Gaillarde,99
36173,2405,Châteauroux,522
80360,0058,La Vallée de la Bresle-Vimeu,2086
24516,7529,Sarlat-la-Canéda,1184
14570,2814,Lisieux,2465
24580,7507,Brive-la-Gaillarde,285
14390,2804,Caen,201
21240,2711,Dijon,295
28173,2403,Chartres,1474
76599,2815,Rouen,3665
74053,8415,Le Chablais,1259
24428,7523,Périgueux,543
87049,7517,Limoges,1272
23084,7511,Guéret,143
70021,2705,Belfort,179
89311,2702,Auxerre,1284
28255,2403,Chartres,160
63149,8408,Clermont-Ferrand,732
30065,7603,Alès-Le Vigan,477
70064,2705,Belfort,135
11070,7608,Carcassonne-Limoux,338
43079,8419,Le Puy-en-Velay,286
24289,7504,Bergerac,1405
14302,2811,Honfleur Pont-Audemer,158
01258,8434,Villefranche-sur-Saône,1202
50161,2816,Saint-Lô,605
06054,9315,Nice,5300
14581,2804,Caen,1908
51177,4413,Reims,207
44111,5216,Nantes,2335
02794,3209,Château-Thierry,184
15219,0063,Ussel,312
03181,8424,Moulins,295
42123,8428,Saint-Étienne,4896
09040,7612,Foix-Pamiers,310
36137,2405,Châteauroux,355
57600,4424,Thionville,1559
55150,4401,Bar-le-Duc,509
27562,2817,Vernon-Gisors,4474
33510,7514,Langon,216
54328,4412,Nancy,5899
95371,1112,Roissy,5852
42056,8433,Vienne-Annonay,2886
90039,2705,Belfort,3382
51286,4427,Vitry-le-François Saint-Dizier,233
88444,4417,Saint-Dié-des-Vosges,297
39499,2712,Dole,189
73327,8404,Belley,426
33516,7504,Bergerac,184
33470,7516,Libourne,948
76751,2819,Yvetot-Vallée du Commerce,1283
42290,8412,La Plaine du Forez,596
61165,0051,Alençon,706
21344,2711,Dijon,233
62752,3204,Berck,1055
31554,7622,Saint-Gaudens,248
67203,4409,Haguenau,421
40174,7519,Mont-de-Marsan,85
31191,7622,Saint-Gaudens,109
77181,1106,Marne-la-Vallée,3887
70419,2718,Vesoul,115
77009,1105,Fontainebleau-Nemours,140
37064,2408,Loches,204
47143,7501,Agen,2297
71140,2701,Autun,39
27582,2815,Rouen,1777
59022,3216,Lille,2241
49371,5206,Cholet,1750
64311,7522,Pau,144
80765,3201,Abbeville,805
71439,2708,Charolais,759
76162,2807,Dieppe-Caux maritime,268
57067,4424,Thionville,2900
73107,8407,Chambéry,646
76311,2815,Rouen,434
33156,7514,Langon,276
39041,2713,Lons-le-Saunier,159
45339,2409,Montargis,475
45124,2411,Pithiviers,171
83053,9318,Toulon,2406
62053,3219,Saint-Omer,680
21710,2709,Châtillon-Montbard,1056
63039,8417,Le Livradois,310
29045,5302,Brest,2195
32101,7604,Auch,229
74211,8416,Le Genevois Français,3207
82106,7609,Castelsarrasin-Moissac,152
01339,8434,Villefranche-sur-Saône,1544
55246,4401,Bar-le-Duc,156
17064,7526,Royan,3060
14257,2804,Caen,2052
33441,7505,Bordeaux,1166
16032,7509,Cognac,522
22037,5306,Guingamp,403
30036,7618,Nîmes,3341
21275,2711,Dijon,128
02093,3221,Soissons,1212
27339,2808,Évreux,813
27672,2815,Rouen,322
05068,9310,Gap,465
78407,1111,Rambouillet,650
16268,7502,Angoulême,195
33514,7515,Lesparre-Médoc,3011
12062,7614,Millau,346
26202,8422,Montélimar,322
81087,7602,Albi,359
51288,4427,Vitry-le-François Saint-Dizier,235
27015,2815,Rouen,1324
36073,2405,Châteauroux,208
36168,2405,Châteauroux,577
68325,4418,Saint-Louis,749
69035,8434,Villefranche-sur-Saône,393
2B303,9405,Ghisonaccia,787
14759,2804,Caen,269
62217,3205,Béthune,2645
50292,2816,Saint-Lô,2754
81188,7610,Castres-Mazamet,304
31248,7625,Toulouse,6467
29216,5313,Quimper,4229
02540,3209,Château-Thierry,1196
03243,8423,Montluçon,129
22172,5304,Dinan,3095
07162,8402,Aubenas,569
05135,9310,Gap,63
34153,7616,Montpellier,2068
37094,2408,Loches,567
41220,2401,Blois,4249
56198,5312,Pontivy-Loudéac,1541
31140,7622,Saint-Gaudens,207
76096,2807,Dieppe-Caux maritime,658
10132,4415,Romilly-sur-Seine,256
09280,7612,Foix-Pamiers,697
71090,0059,Mâcon,4038
74006,8401,Annecy,2170
14049,2804,Caen,144
59124,3216,Lille,2506
17235,7509,Cognac,699
27033,2808,Évreux,307
57176,4420,Sarreguemines,1670
69155,8428,Saint-Étienne,1133
72378,5218,Sablé-sur-Sarthe,1383
66073,7620,Perpignan,154
78239,1114,Seine-Yvelinoise,2178
39565,2712,Dole,96
51138,4402,Châlons-en-Champagne,36
57674,4410,Metz,173
62888,3206,Boulogne-sur-Mer,228
51393,4406,Épernay,300
14622,2804,Caen,120
89165,2717,Sens,122
58202,0060,Nevers,27
01108,8405,Bourg-en-Bresse,1294
69258,8434,Villefranche-sur-Saône,315
82173,7615,Montauban,1135
12200,7614,Millau,1045
62362,3203,Arras,239
07239,8402,Aubenas,112
2A310,9407,Propriano,83
54053,4412,Nancy,155
09172,7625,Toulouse,28
86246,7524,Poitiers,816
63282,8408,Clermont-Ferrand,1680
01213,8405,Bourg-en-Bresse,1417
71119,2707,Chalon-sur-Saône,1124
66010,7620,Perpignan,44
64395,7522,Pau,134
60621,3210,Compiègne,130
21212,2709,Châtillon-Montbard,317
82086,7609,Castelsarrasin-Moissac,235
62015,3204,Berck,259
40040,7510,Dax,402
80287,3201,Abbeville,241
66216,7620,Perpignan,77
89167,2702,Auxerre,1019
49236,5206,Cholet,128
38301,8409,Grenoble,167
60224,3221,Soissons,177
80589,3201,Abbeville,103
59045,3217,Maubeuge,161
69055,8421,Lyon,1504
80740,3202,Amiens,308
62522,3204,Berck,261
55360,4426,Verdun,106
58118,0060,Nevers,602
58226,2703,Avallon,139
59471,3222,Valenciennes,2083
61330,2812,L'Aigle,181
57116,4410,Metz,98
40200,7513,La Teste-de-Buch,755
21640,2709,Châtillon-Montbard,207
15077,8429,Saint-Flour,68
24285,7504,Bergerac,391
03065,8424,Moulins,557
84025,9306,Cavaillon,1741
30188,7603,Alès-Le Vigan,791
33530,7505,Bordeaux,882
31055,7625,Toulouse,170
55520,4412,Nancy,470
22104,5304,Dinan,558
31511,7625,Toulouse,261
01147,8405,Bourg-en-Bresse,540
05051,9310,Gap,24
06084,9304,Cannes,10847
28417,2403,Chartres,1359
07188,8433,Vienne-Annonay,1750
26339,8422,Montélimar,1630
07168,8402,Aubenas,566
26196,8431,Valence,1670
02309,3214,Laon,707
41174,2414,Vendôme,168
28322,0061,Nogent-le-Rotrou,469
52093,4404,Chaumont,2347
48144,7613,Mende,305
87151,7517,Limoges,489
54151,4424,Thionville,1042
59590,3219,Saint-Omer,918
49214,5202,Angers,7811
51326,4402,Châlons-en-Champagne,1083
16359,7509,Cognac,1007
80301,3202,Amiens,277
55134,4401,Bar-le-Duc,153
59162,3213,Dunkerque,658
62241,3204,Berck,309
76420,2815,Rouen,364
39092,2713,Lons-le-Saunier,195
10263,4425,Troyes,469
72262,5208,La Ferté-Bernard,2052
70245,2718,Vesoul,3777
73058,8406,Bourgoin-Jallieu,1206
87192,7517,Limoges,1561
31342,7622,Saint-Gaudens,191
81249,7602,Albi,846
76348,2819,Yvetot-Vallée du Commerce,691
73212,8413,La Tarentaise,2009
31089,7625,Toulouse,666
10215,4425,Troyes,261
68101,4411,Mulhouse,806
16289,7527,Saint-Junien,298
46168,7611,Figeac-Villefranche,191
17378,7509,Cognac,417
01029,8405,Bourg-en-Bresse,717
07103,8420,Les Sources de la Loire,305
25085,2715,Pontarlier,441
30151,7605,Bagnols-sur-Cèze,531
72270,0051,Alençon,185
27300,2803,Bernay,525
10151,4425,Troyes,903
26061,8427,Romans-sur-Isère,680
03044,8432,Vichy,1556
46090,7619,Nord-du-Lot,160
40072,7519,Mont-de-Marsan,185
25381,2706,Besançon,2660
81115,7610,Castres-Mazamet,1418
87108,7527,Saint-Junien,430
37182,2413,Tours,1556
11145,7617,Narbonne,4071
01024,8405,Bourg-en-Bresse,3372
57103,4420,Sarreguemines,115
59099,3217,Maubeuge,1770
64444,7522,Pau,447
72257,5212,Le Mans,2352
62379,3203,Arras,326
46061,7607,Cahors,174
89289,2702,Auxerre,297
29047,5302,Brest,1911
91109,1103,Étampes,1218
19109,7507,Brive-la-Gaillarde,226
63111,8410,Issoire,121
70568,2718,Vesoul,57
69163,8421,Lyon,3620
69030,8421,Lyon,823
30327,7603,Alès-Le Vigan,47
54587,4412,Nancy,192
32274,7604,Auch,188
34085,7606,Béziers,371
72343,5218,Sablé-sur-Sarthe,606
32211,7604,Auch,202
33216,7514,Langon,178
61444,2809,Flers,112
60076,0054,Beauvais,505
79122,7520,Niort,534
08393,4413,Reims,66
50263,2802,Avranches,382
81177,7610,Castres-Mazamet,468
57444,4416,Saint-Avold,371
59114,3222,Valenciennes,1693
39331,2715,Pontarlier,882
17402,7528,Saintes,162
62203,3207,Calais,414
80136,3202,Amiens,1191
68093,4411,Mulhouse,1368
80405,3202,Amiens,405
63278,8408,Clermont-Ferrand,744
12154,7614,Millau,660
62460,3204,Berck,267
15061,8429,Saint-Flour,238
67133,4419,Sarrebourg,456
38187,8409,Grenoble,1883
62194,3205,Béthune,5416
60625,3210,Compiègne,537
55250,4421,Sedan,178
47281,7501,Agen,245
73180,8404,Belley,467
80077,3202,Amiens,306
81293,7615,Montauban,396
51450,4413,Reims,452
02620,3221,Soissons,327
46055,7611,Figeac-Villefranche,1070
77199,1107,Meaux,1381
06144,9315,Nice,540
76156,2807,Dieppe-Caux maritime,344
63460,0063,Ussel,365
36161,2405,Châteauroux,934
67548,4423,Strasbourg,897
11401,7617,Narbonne,790
74037,8416,Le Genevois Français,1938
77161,1105,Fontainebleau-Nemours,803
49140,5220,Saumur,1477
60082,0054,Beauvais,780
35063,5305,Fougères,468
61222,2809,Flers,772
52306,4404,Chaumont,459
02425,3217,Maubeuge,187
01166,8434,Villefranche-sur-Saône,2547
44077,5216,Nantes,2753
35184,5315,Rennes,6574
02780,3221,Soissons,1333
02762,3221,Soissons,171
25588,2714,Montbéliard,117
30066,7618,Nîmes,610
31364,7625,Toulouse,3121
15267,8403,Aurillac,4316
05136,9302,Briançon,716
33541,7515,Lesparre-Médoc,1146
05093,9302,Briançon,360
26024,8431,Valence,341
08088,4421,Sedan,138
07084,8433,Vienne-Annonay,1046
24090,7523,Périgueux,611
17182,7512,La Rochelle,568
12259,7611,Figeac-Villefranche,643
04155,9307,Digne-les-Bains,174
21386,2709,Châtillon-Montbard,312
31533,7625,Toulouse,2351
21519,2711,Dijon,338
28136,0057,Dreux,159
81187,7610,Castres-Mazamet,216
76099,2815,Rouen,683
82151,7609,Castelsarrasin-Moissac,401
67501,4423,Strasbourg,584
15151,8429,Saint-Flour,141
97233,0204,Le Nord-Caraibe,1748
80314,3202,Amiens,194
44223,5216,Nantes,3691
69018,8434,Villefranche-sur-Saône,2103
41256,2415,Vierzon,1252
72099,5212,Le Mans,641
60053,3210,Compiègne,571
67063,4422,Sélestat,675
80461,3202,Amiens,244
89282,2702,Auxerre,650
67280,4422,Sélestat,792
60240,0054,Beauvais,235
77367,1107,Meaux,296
52465,4404,Chaumont,134
43245,8419,Le Puy-en-Velay,235
73322,8411,La Maurienne,511
45133,2411,Pithiviers,539
60227,3210,Compiègne,217
27671,2811,Honfleur Pont-Audemer,163
73089,8407,Chambéry,1306
79154,7520,Niort,359
77309,1107,Meaux,1747
12098,7621,Rodez,507
84122,9305,Carpentras,5834
59605,3213,Dunkerque,1524
88157,4407,Épinal,871
89246,2703,Avallon,337
08078,4403,Charleville-Mézières,829
64374,7522,Pau,1188
64126,7521,Oloron-Sainte-Marie,1109
62877,3203,Arras,165
74282,8401,Annecy,9812
86006,7524,Poitiers,543
08362,4413,Reims,7435
47263,7518,Marmande,618
36236,2405,Châteauroux,321
88328,4417,Saint-Dié-des-Vosges,535
62170,3215,Lens,2385
47040,7501,Agen,2103
37192,2408,Loches,1309
38308,8435,Voiron,296
89212,2702,Auxerre,355
88493,4407,Épinal,24
08259,4421,Sedan,66
09243,7612,Foix-Pamiers,94
33239,7514,Langon,491
62908,3206,Boulogne-sur-Mer,1571
65102,7624,Tarbes-Lourdes,22
2B264,9404,Corte,63
59287,3208,Cambrai,192
23110,7511,Guéret,55
90051,2705,Belfort,446
2B030,9402,Bastia,160
69253,8421,Lyon,650
37260,2406,Chinon,502
57538,4412,Nancy,298
14097,2804,Caen,297
80643,3202,Amiens,571
15007,8429,Saint-Flour,122
24046,7507,Brive-la-Gaillarde,110
76084,2813,Le Havre,121
52524,4404,Chaumont,219
55329,4401,Bar-le-Duc,188
62177,3204,Berck,872
76112,2807,Dieppe-Caux maritime,385
80140,3202,Amiens,116
39179,2716,Saint-Claude,231
51225,4413,Reims,349
36208,2405,Châteauroux,775
78380,1114,Seine-Yvelinoise,6100
35085,5315,Rennes,6324
26063,0064,Valréas,2226
87051,7531,Tulle,690
86117,7524,Poitiers,510
12091,7611,Figeac-Villefranche,451
07088,8402,Aubenas,113
34102,7616,Montpellier,355
17242,7528,Saintes,871
09121,7612,Foix-Pamiers,775
27320,2815,Rouen,324
02194,3214,Laon,175
17154,7528,Saintes,733
18259,2407,Gien,300
73001,8407,Chambéry,247
71577,2707,Chalon-sur-Saône,218
38466,8409,Grenoble,1520
50258,2805,Cherbourg-en-Cotentin,85
62146,3203,Arras,258
59149,3208,Cambrai,1087
08347,4421,Sedan,218
01350,8405,Bourg-en-Bresse,2569
58128,2701,Autun,87
61264,2812,L'Aigle,62
53091,5215,Mayenne,461
27367,2811,Honfleur Pont-Audemer,1471
05006,9302,Briançon,2278
67085,4423,Strasbourg,689
50326,2810,Granville,237
52538,4404,Chaumont,258
54391,4410,Metz,1591
60539,3211,Creil,1553
51268,4406,Épernay,188
61194,2801,Argentan,874
77195,1108,Melun,631
46053,7611,Figeac-Villefranche,445
37136,2408,Loches,531
37282,2408,Loches,1345
71261,0059,Mâcon,686
45230,2409,Montargis,743
62387,3203,Arras,354
02217,3221,Soissons,989
57498,4424,Thionville,2636
54378,4424,Thionville,479
37093,2413,Tours,530
77270,1102,Coulommiers,967
88322,4407,Épinal,502
62428,3203,Arras,528
89382,2702,Auxerre,1460
73229,8407,Chambéry,538
88194,4407,Épinal,126
71101,2712,Dole,434
10077,4425,Troyes,95
61102,2809,Flers,402
62648,3206,Boulogne-sur-Mer,551
72060,5209,La Flèche,282
18175,2402,Bourges,605
27418,2803,Bernay,122
70187,2714,Montbéliard,250
68152,4411,Mulhouse,2428
21407,2704,Beaune,248
17379,7528,Saintes,214
81039,7602,Albi,1948
28292,0057,Dreux,785
06120,9315,Nice,1269
44012,5217,Pornic,3523
28304,2403,Chartres,449
21496,2711,Dijon,1285
40245,7519,Mont-de-Marsan,1987
49220,5218,Sablé-sur-Sarthe,3694
17333,7526,Royan,5093
30326,0053,Avignon,2032
01225,8434,Villefranche-sur-Saône,404
35350,5319,Vitré,804
02548,3217,Maubeuge,391
31036,7625,Toulouse,1621
31229,7625,Toulouse,763
50234,2816,Saint-Lô,67
62781,3208,Cambrai,445
89425,2702,Auxerre,650
70302,2706,Besançon,73
28192,0061,Nogent-le-Rotrou,309
08365,4403,Charleville-Mézières,1328
91526,1103,Étampes,110
33214,7505,Bordeaux,5389
30270,7603,Alès-Le Vigan,1531
13042,9312,Marseille,6678
17034,7526,Royan,470
07335,8433,Vienne-Annonay,218
05037,9310,Gap,536
08189,4403,Charleville-Mézières,157
11071,7617,Narbonne,216
22077,5307,Lamballe-Armor,1263
08284,4403,Charleville-Mézières,856
25564,2706,Besançon,1004
68139,4411,Mulhouse,1438
29201,5302,Brest,2097
32442,7604,Auch,361
21214,2704,Beaune,167
09102,7612,Foix-Pamiers,179
58289,2708,Charolais,167
55256,4426,Verdun,144
38552,8409,Grenoble,398
61427,2801,Argentan,186
85297,5207,Fontenay-le-Comte,1061
32196,7604,Auch,161
52249,4404,Chaumont,147
42138,8428,Saint-Étienne,679
76332,0054,Beauvais,480
54210,4412,Nancy,223
60523,0054,Beauvais,892
38527,8409,Grenoble,352
39572,2713,Lons-le-Saunier,365
58214,0060,Nevers,2388
36025,2405,Châteauroux,596
60396,3210,Compiègne,612
46027,7607,Cahors,138
53151,5211,Laval,1075
52075,4404,Chaumont,170
23196,7511,Guéret,252
60109,0054,Beauvais,247
01233,8404,Belley,135
70517,2718,Vesoul,433
44182,5217,Pornic,5520
64046,7503,Bayonne,392
68336,4411,Mulhouse,464
57224,4416,Saint-Avold,3937
74068,8416,Le Genevois Français,526
46132,7619,Nord-du-Lot,523
03116,8432,Vichy,191
85214,5214,Les Sables-d'Olonne,2592
11040,7617,Narbonne,1749
85243,5203,Challans,2933
27693,2808,Évreux,1280
59033,3217,Maubeuge,8674
57128,4410,Metz,285
69098,8428,Saint-Étienne,481
10144,4415,Romilly-sur-Seine,157
62523,3215,Lens,5202
23074,7511,Guéret,188
67166,4409,Haguenau,258
68197,4418,Saint-Louis,516
56012,5311,Ploërmel,1939
08318,4403,Charleville-Mézières,351
39047,2716,Saint-Claude,494
14569,2804,Caen,244
16098,7502,Angoulême,137
14747,2804,Caen,710
56090,5309,Lorient,6631
48115,7613,Mende,182
21536,2711,Dijon,287
64501,7522,Pau,585
21181,2704,Beaune,121
03313,8424,Moulins,269
70098,2718,Vesoul,198
12127,7602,Albi,664
66086,7620,Perpignan,16
65087,7622,Saint-Gaudens,155
51145,4413,Reims,223
21353,2711,Dijon,1185
78090,1114,Seine-Yvelinoise,2222
37237,2413,Tours,1335
03059,8432,Vichy,385
07099,0055,Bollène-Pierrelatte,588
54165,4412,Nancy,567
07240,8431,Valence,2415
07294,8402,Aubenas,566
02544,3217,Maubeuge,607
01074,8405,Bourg-en-Bresse,2544
42202,8412,La Plaine du Forez,675
42245,8417,Le Livradois,565
01443,8405,Bourg-en-Bresse,5059
60243,0054,Beauvais,176
89333,2703,Avallon,159
52169,4427,Vitry-le-François Saint-Dizier,83
48097,7603,Alès-Le Vigan,217
26329,0064,Valréas,185
04091,9307,Digne-les-Bains,90
33272,7505,Bordeaux,1237
80560,3202,Amiens,216
82023,7615,Montauban,974
21040,2711,Dijon,88
80563,3202,Amiens,101
31304,7625,Toulouse,454
87199,7527,Saint-Junien,708
70275,2718,Vesoul,379
87056,7527,Saint-Junien,245
38078,8409,Grenoble,536
64539,7521,Oloron-Sainte-Marie,217
80663,3201,Abbeville,374
25266,2714,Montbéliard,125
80442,3220,Saint-Quentin,1119
76086,2815,Rouen,218
25486,2715,Pontarlier,456
14510,2804,Caen,66
11228,7608,Carcassonne-Limoux,154
07080,8420,Les Sources de la Loire,306
22169,5303,Carhaix-Plouguer,184
21233,2711,Dijon,186
29266,5310,Morlaix,3118
28323,0057,Dreux,284
14609,2804,Caen,521
21457,2709,Châtillon-Montbard,87
15268,8403,Aurillac,1288
03314,8423,Montluçon,1333
46105,7607,Cahors,805
16078,7502,Angoulême,5237
67438,4423,Strasbourg,841
71220,2708,Charolais,475
94048,1109,Paris,4685
38279,8409,Grenoble,1117
54420,4424,Thionville,94
50034,2816,Saint-Lô,595
59123,3216,Lille,1725
58005,0056,Cosne-Cours-sur-Loire,214
55200,4426,Verdun,212
38183,8406,Bourgoin-Jallieu,516
68377,4411,Mulhouse,778
61053,2812,L'Aigle,232
38417,8409,Grenoble,484
44038,5217,Pornic,3035
67017,4419,Sarrebourg,301
50083,2805,Cherbourg-en-Cotentin,638
17214,7528,Saintes,513
27368,0057,Dreux,356
10193,4425,Troyes,301
82142,7625,Toulouse,1810
57188,4420,Sarreguemines,443
17412,7528,Saintes,628
80086,3202,Amiens,1047
35106,5315,Rennes,1568
57031,4410,Metz,938
35071,5305,Fougères,427
15043,8429,Saint-Flour,72
31427,7622,Saint-Gaudens,920
62641,3204,Berck,215
61283,2801,Argentan,284
67368,4423,Strasbourg,1594
45137,2411,Pithiviers,711
27548,0057,Dreux,1188
86058,7524,Poitiers,730
03075,8432,Vichy,158
45099,2410,Orléans,498
36119,2405,Châteauroux,544
87150,7517,Limoges,830
2B365,9405,Ghisonaccia,100
89198,2702,Auxerre,1724
39273,2713,Lons-le-Saunier,212
38124,8406,Bourgoin-Jallieu,2368
15266,8403,Aurillac,595
03082,8423,Montluçon,6018
24280,7504,Bergerac,442
02601,3214,Laon,175
04143,9311,Manosque,6042
47287,7501,Agen,242
08490,4421,Sedan,3862
19213,7531,Tulle,599
14543,2804,Caen,2541
47234,7501,Agen,703
86149,7530,Thouars,360
91411,1113,Saclay,1935
71344,0059,Mâcon,70
40219,7519,Mont-de-Marsan,106
63223,8423,Montluçon,543
35002,5315,Rennes,1765
52135,4404,Chaumont,85
48157,7613,Mende,97
60320,3221,Soissons,255
55082,4426,Verdun,46
42189,8428,Saint-Étienne,9853
65359,7624,Tarbes-Lourdes,21
59532,3213,Dunkerque,289
46024,7619,Nord-du-Lot,406
52043,4404,Chaumont,48
81243,7602,Albi,129
08021,4413,Reims,150
51053,4402,Châlons-en-Champagne,71
71469,0059,Mâcon,378
61466,2809,Flers,1396
31151,7625,Toulouse,895
72185,5209,La Flèche,658
60249,3211,Creil,193
22139,5306,Guingamp,75
79134,7530,Thouars,539
27083,2815,Rouen,261
33542,7516,Libourne,907
82185,7609,Castelsarrasin-Moissac,244
19192,7531,Tulle,480
01334,0059,Mâcon,671
62560,3206,Boulogne-sur-Mer,5169
71223,2701,Autun,550
09290,7622,Saint-Gaudens,170
03119,8424,Moulins,394
14216,2804,Caen,231
25314,2715,Pontarlier,248
81321,7610,Castres-Mazamet,91
35121,5315,Rennes,2098
09083,7612,Foix-Pamiers,22
09330,7612,Foix-Pamiers,34
36075,2405,Châteauroux,77
39324,2713,Lons-le-Saunier,8
57278,4419,Sarrebourg,62
04158,9311,Manosque,388
70135,2718,Vesoul,32
19284,0063,Ussel,85
2B335,9402,Bastia,341
16379,7502,Angoulême,1530
62392,3203,Arras,410
86055,7524,Poitiers,350
83097,9301,Aix-en-Provence,5620
63285,8408,Clermont-Ferrand,715
21128,2709,Châtillon-Montbard,276
21423,2704,Beaune,772
21449,2709,Châtillon-Montbard,169
47112,7518,Marmande,470
29008,5313,Quimper,1018
22040,5306,Guingamp,538
17199,7509,Cognac,153
59631,3208,Cambrai,2091
22317,5304,Dinan,272
74218,8415,Le Chablais,7793
02038,3214,Laon,63
26175,8431,Valence,226
17133,7528,Saintes,859
45195,2411,Pithiviers,565
64420,7521,Oloron-Sainte-Marie,242
85278,5214,Les Sables-d'Olonne,1602
51435,4406,Épernay,177
50084,2806,Coutances,533
60287,3210,Compiègne,367
54194,4424,Thionville,524
57730,4416,Saint-Avold,553
57529,4424,Thionville,3012
60362,3210,Compiègne,179
51105,4413,Reims,1566
55510,4421,Sedan,125
66178,7620,Perpignan,2283
14289,2804,Caen,572
67030,4423,Strasbourg,725
80368,0058,La Vallée de la Bresle-Vimeu,4394
61461,2812,L'Aigle,125
58286,2703,Avallon,546
39170,2713,Lons-le-Saunier,922
76289,2815,Rouen,1734
36026,2405,Châteauroux,595
07250,8433,Vienne-Annonay,497
67551,4423,Strasbourg,4191
91581,1103,Étampes,914
33241,7514,Langon,590
32089,7604,Auch,225
56085,5301,Auray,103
62324,3203,Arras,631
53129,5211,Laval,358
55224,4401,Bar-le-Duc,567
72326,0051,Alençon,218
58068,2703,Avallon,196
09012,7612,Foix-Pamiers,28
33361,7516,Libourne,544
61101,2801,Argentan,185
91556,1103,Étampes,402
07123,8420,Les Sources de la Loire,159
51093,4406,Épernay,437
07187,8402,Aubenas,134
04132,9306,Cavaillon,167
04026,9307,Digne-les-Bains,158
37167,2413,Tours,2238
34063,7601,Agde-Pézenas,2692
07111,8402,Aubenas,186
33136,7514,Langon,243
02796,3209,Château-Thierry,93
29023,5310,Morlaix,3261
16300,7502,Angoulême,1339
51508,4427,Vitry-le-François Saint-Dizier,201
84131,9306,Cavaillon,1998
68343,4411,Mulhouse,2440
88037,4414,Remiremont,854
57662,4416,Saint-Avold,95
62352,3204,Berck,115
02184,3214,Laon,335
25006,2706,Besançon,88
67520,4423,Strasbourg,5777
87040,7517,Limoges,1536
32353,7604,Auch,154
68288,4418,Saint-Louis,392
61286,0051,Alençon,99
31007,7622,Saint-Gaudens,59
30282,7605,Bagnols-sur-Cèze,873
31190,7622,Saint-Gaudens,241
91630,1103,Étampes,1550
01422,8405,Bourg-en-Bresse,1389
16089,7509,Cognac,3793
62775,3206,Boulogne-sur-Mer,327
31052,7625,Toulouse,1638
86286,7530,Thouars,382
47054,7532,Villeneuve-sur-Lot,1830
65137,7624,Tarbes-Lourdes,98
18223,2402,Bourges,2525
16150,7509,Cognac,1614
03229,8424,Moulins,619
68182,4418,Saint-Louis,1263
02826,3217,Maubeuge,348
39042,2712,Dole,498
78402,1114,Seine-Yvelinoise,3874
02141,3217,Maubeuge,1757
24232,7529,Sarlat-la-Canéda,81
02165,3220,Saint-Quentin,1596
88256,4414,Remiremont,260
02025,3220,Saint-Quentin,363
77409,1105,Fontainebleau-Nemours,2887
14701,2811,Honfleur Pont-Audemer,846
80015,3220,Saint-Quentin,67
81205,7610,Castres-Mazamet,185
10393,4425,Troyes,186
81201,7602,Albi,959
59258,3216,Lille,2811
19029,7507,Brive-la-Gaillarde,276
23235,7511,Guéret,721
76561,2815,Rouen,8429
63374,8417,Le Livradois,312
30048,7603,Alès-Le Vigan,197
35128,5315,Rennes,1735
76298,2813,Le Havre,459
41116,2414,Vendôme,186
45268,2407,Gien,602
45032,2409,Montargis,307
80628,3202,Amiens,765
61227,2809,Flers,139
60433,0054,Beauvais,975
54175,4412,Nancy,350
