ZE2020,year,sitadel_monthly_total_autorisee,sitadel_monthly_total_commencee,sitadel_monthly_q1_autorisee,sitadel_monthly_q1_commencee,sitadel_monthly_h1_autorisee,sitadel_monthly_h1_commencee
0051,2020,71386,55659,15183,17296,45253,28146
0052,2020,301296,548417,35582,237979,91052,243324
0053,2020,246419,129108,52642,40297,145839,59821
0054,2020,177696,136688,25542,57164,58655,65942
0055,2020,197633,121626,150347,13962,154715,19696
0056,2020,25076,19648,4580,4844,8533,8585
0057,2020,95364,29127,8414,8398,28865,15517
0058,2020,40502,17039,10321,1474,17446,11159
0059,2020,89127,50861,27088,14578,40851,25866
0060,2020,35762,17280,5910,1875,12177,8295
0061,2020,35415,16610,2516,1888,7970,5451
0062,2020,38307,20864,12061,2814,17867,8148
0063,2020,63053,45997,24902,10441,41634,26347
0064,2020,26105,12990,7763,4899,13084,6881
0101,2020,1417,0,0,0,15,0
0102,2020,7379,7321,1978,2977,2486,3116
0103,2020,136,177,54,83,54,141
0104,2020,33343,7616,5292,2517,7632,2684
0105,2020,6678,2582,1529,0,1529,1647
0201,2020,6870,3210,1054,654,1268,983
0202,2020,28918,13875,8268,3357,9846,7300
0203,2020,493,149,353,0,382,149
0204,2020,4091,318,136,217,1103,318
0205,2020,17035,12337,775,1709,12942,1795
0206,2020,20864,8635,4797,3336,7018,5097
0301,2020,103828,47364,27547,7452,46092,18559
0302,2020,32041,17160,296,289,28035,15475
0303,2020,13275,1559,1296,0,6143,1300
0401,2020,47730,19202,6555,1251,12137,6064
0402,2020,75801,36500,24545,9113,35505,21830
0403,2020,86425,47976,15886,6506,21146,36362
0404,2020,175413,90704,26780,17582,102330,35293
0601,2020,53116,3470,7110,742,13625,1331
1101,2020,314018,261098,94250,30825,133502,53542
1102,2020,22044,14741,2469,1201,13232,6035
1103,2020,17141,14393,9459,2942,13422,6199
1104,2020,239141,227927,118151,28730,148378,40038
1105,2020,103434,24925,52740,2517,62257,10179
1106,2020,283572,244220,58449,81850,153831,96446
1107,2020,89459,89183,6599,11608,37658,77399
1108,2020,58368,22940,13890,10215,26445,16339
1109,2020,2209002,1072568,549006,293090,918826,418759
1110,2020,27592,9584,4916,2757,17465,6360
1111,2020,83172,29922,15169,9954,26203,15411
1112,2020,305968,253802,125189,57176,198817,106609
1113,2020,198099,160360,70640,24058,106027,46303
1114,2020,166871,161709,27610,78682,71158,87554
1115,2020,227522,62793,40128,9085,89930,17930
2401,2020,113912,50915,29848,23817,37060,34339
2402,2020,96239,42486,24203,9802,32856,31010
2403,2020,83339,97230,21554,34185,28643,58396
2404,2020,23348,10443,3458,4228,7291,4598
2405,2020,132073,122306,35426,31068,86279,44858
2406,2020,13659,7942,2089,1334,3534,2518
2407,2020,13317,9230,2415,1162,4675,5294
2408,2020,53744,26760,7398,2431,22321,6446
2409,2020,38344,26210,10464,11348,19054,16409
2410,2020,372929,415712,45716,81624,107491,144093
2411,2020,384570,39354,5757,3941,52280,6576
2412,2020,71683,22709,15165,12515,20264,14179
2413,2020,211343,176804,74970,32169,108362,55657
2414,2020,35555,24746,18985,7301,20607,10266
2415,2020,24018,4805,18088,2077,19639,3357
2701,2020,15055,8773,2947,3650,3984,7745
2702,2020,48521,31187,8729,4349,13518,9121
2703,2020,11877,9655,4151,0,5117,968
2704,2020,59055,49191,14889,9245,27511,19523
2705,2020,132892,44995,11454,5816,97469,14353
2706,2020,202343,124860,61222,35018,112617,64975
2707,2020,75796,65503,9753,10777,28596,29623
2708,2020,34984,40486,2403,13313,7647,29600
2709,2020,31556,41110,10156,9492,14740,20777
2710,2020,30907,32726,4850,3993,16509,8810
2711,2020,210305,138465,55913,37516,94618,60347
2712,2020,114254,28874,17601,11588,95899,17112
2713,2020,133253,96397,57504,39938,80418,57294
2714,2020,61352,45518,11200,11626,19543,16256
2715,2020,103900,83176,17863,12697,32714,32934
2716,2020,32552,24430,14166,4499,17361,7154
2717,2020,40565,37648,20488,6679,24559,16488
2718,2020,93387,30847,29207,8189,46292,13269
2801,2020,39705,17945,10252,7082,13196,8573
2802,2020,200570,204241,141525,24157,164840,44463
2803,2020,38148,32078,14219,5165,20759,14588
2804,2020,311452,170157,59907,41293,130936,90837
2805,2020,85324,56514,24836,9603,43891,23626
2806,2020,32511,24798,11352,8506,16862,14119
2807,2020,48498,44811,12118,7198,22539,12816
2808,2020,75450,50866,23095,1008,40838,9901
2809,2020,73760,65996,29633,15689,36503,26787
2810,2020,26346,17582,7851,6307,11409,11220
2811,2020,63104,35458,24271,4561,33078,11537
2812,2020,17566,19951,4348,1855,7917,6951
2813,2020,215845,427616,22060,133306,41060,278570
2814,2020,46758,19822,14007,3017,21229,8288
2815,2020,455700,202496,98640,45668,165251,110720
2816,2020,78689,40451,12540,5210,24043,10540
2817,2020,98622,103982,8837,5928,17231,13017
2818,2020,28839,20152,6478,2038,16327,2715
2819,2020,74522,28380,11718,4269,20424,7720
3201,2020,46214,33633,13112,11624,17893,17943
3202,2020,267729,280097,44703,44199,123306,229371
3203,2020,233905,76567,14065,5781,86259,25185
3204,2020,65153,33483,18248,16634,26918,19224
3205,2020,68023,50297,10947,11917,24649,21724
3206,2020,67787,39602,15300,6746,21578,14844
3207,2020,59178,24022,9023,6338,19260,9028
3208,2020,50560,21545,9893,3530,11344,10106
3209,2020,19352,10045,13614,3767,13926,8897
3210,2020,125931,125969,12614,80047,40380,104938
3211,2020,51327,47920,14085,11170,33212,24815
3212,2020,144463,38149,13443,7612,53824,14307
3213,2020,285425,107757,23499,24569,77196,55058
3214,2020,48256,10769,24137,3790,26728,5710
3215,2020,93373,227413,19850,43831,46676,46716
3216,2020,450662,328783,114794,117049,209657,141811
3217,2020,104001,32991,19374,7313,41716,13977
3218,2020,211527,164261,19182,19238,138370,25422
3219,2020,127529,82506,14768,11992,44144,24425
3220,2020,82002,53116,18723,20044,43974,33242
3221,2020,49696,23246,4616,1477,15227,16316
3222,2020,122653,70630,19575,15475,37254,33803
4401,2020,16356,15519,740,3606,5431,10084
4402,2020,103406,47123,34553,17131,45883,26718
4403,2020,55059,31019,12343,9778,15619,24067
4404,2020,93673,50079,13479,13743,31919,22205
4405,2020,103477,38156,34183,11321,44408,22335
4406,2020,44634,30714,22161,5842,26439,16355
4407,2020,104283,44727,22708,8047,43960,18729
4408,2020,27183,12411,2855,2875,6111,5246
4409,2020,182275,99469,47801,27809,105787,43267
4410,2020,142980,77517,28917,9159,57642,24952
4411,2020,154890,76579,30166,9252,42823,27254
4412,2020,327014,199778,58712,54976,76866,74860
4413,2020,174080,147901,53981,21759,71647,101344
4414,2020,36518,11746,11875,1353,20614,3673
4415,2020,41808,45612,14728,13906,20582,22213
4416,2020,46093,27234,4942,9826,11336,12005
4417,2020,28563,18560,9767,1178,12541,6089
4418,2020,34949,39031,8797,16645,13322,21038
4419,2020,51204,28502,12719,6882,19171,17044
4420,2020,70894,46582,38621,8209,46876,36791
4421,2020,41159,23878,10718,6070,16126,9801
4422,2020,69930,30247,13361,6844,22301,14390
4423,2020,424719,264643,153293,75174,215700,89772
4424,2020,127243,39769,24107,7220,48320,13807
4425,2020,180823,102687,27739,39394,50928,58868
4426,2020,36699,26391,5057,3640,13493,14502
4427,2020,59012,28628,7339,5727,10451,11876
5201,2020,83138,53289,47192,17508,63093,32833
5202,2020,259114,251332,67648,97454,108677,128153
5203,2020,114204,73555,34661,14726,55924,38267
5204,2020,36881,10179,2383,2231,5058,2657
5205,2020,40322,24918,9056,8185,20104,12147
5206,2020,186776,148289,65554,32106,109590,68473
5207,2020,99256,110442,25143,58307,38557,76496
5208,2020,38649,22954,6396,9774,14498,10954
5209,2020,31194,10717,2368,1101,6432,6292
5210,2020,153336,160346,62825,31018,81880,104571
5211,2020,105298,87276,7508,16892,42389,32513
5212,2020,111671,87169,19921,18900,52081,33705
5213,2020,120864,90676,20036,12461,59531,46703
5214,2020,70645,47164,16337,10433,40377,14880
5215,2020,54126,41938,16276,10791,24252,17215
5216,2020,586887,432614,70842,123113,213251,245968
5217,2020,47037,91776,11602,10667,25697,14944
5218,2020,31284,27774,7549,2878,12339,17235
5219,2020,166935,96202,39909,26313,94480,39738
5220,2020,74166,37605,17605,3517,51427,19256
5221,2020,78228,53844,15443,16713,31378,29955
5301,2020,59784,28498,17956,8431,25192,14788
5302,2020,297753,209694,129144,67802,177416,102105
5303,2020,73429,64430,23385,30945,35145,36474
5304,2020,69772,34854,17382,7476,25213,18608
5305,2020,55839,37128,14250,15439,29970,20682
5306,2020,39466,25661,16069,11068,23313,20050
5307,2020,65486,68152,21318,7135,38756,40143
5308,2020,93439,50446,14055,7558,63190,11828
5309,2020,110155,70598,29778,6612,57259,27106
5310,2020,231058,123461,47978,54235,136741,95944
5311,2020,94003,71135,18310,22861,52470,52841
5312,2020,109362,86816,29811,12440,63949,34393
5313,2020,178492,86066,39424,36094,74239,47001
5314,2020,45992,30696,16838,3299,24318,5750
5315,2020,471478,340885,98959,122248,199319,176213
5316,2020,180985,72885,21959,23066,52616,41642
5317,2020,91544,74671,28959,31211,43718,37773
5318,2020,121175,87987,34284,22168,62414,41608
5319,2020,73173,72641,7517,23093,23790,44500
7501,2020,120758,73408,32497,15733,47144,19852
7502,2020,96621,78974,24948,6573,43765,18317
7503,2020,160340,124944,47404,30463,79207,66716
7504,2020,45008,57519,11115,40727,18806,44564
7505,2020,759299,640008,190728,105318,316493,199647
7506,2020,167153,93126,27704,12055,111458,33442
7507,2020,67377,74617,11458,44546,20385,54038
7508,2020,15669,22218,4602,10020,10475,15808
7509,2020,90757,81133,22974,39554,36794,47760
7510,2020,110913,65196,17353,14893,40986,26036
7511,2020,47632,41822,6393,15452,16705,23494
7512,2020,95543,79787,14286,30840,32371,49131
7513,2020,94677,90473,17187,14034,45936,17314
7514,2020,52810,17644,27110,3358,36159,5549
7515,2020,47280,58554,14219,29964,19186,33645
7516,2020,55686,36940,14777,10819,28671,19898
7517,2020,99359,69920,35698,11401,44371,35642
7518,2020,236292,161383,36605,24046,71698,46230
7519,2020,79372,42539,20075,10176,35632,22144
7520,2020,135536,74961,47972,28281,86728,32858
7521,2020,52909,30606,10412,4454,21003,13911
7522,2020,173042,145650,58993,35471,89214,73489
7523,2020,93455,36099,13215,2532,21278,8367
7524,2020,133593,84254,37845,27149,45918,34557
7525,2020,24070,5754,3895,1899,6537,3156
7526,2020,33423,35145,8591,22695,12844,26148
7527,2020,27604,25042,1967,9669,9743,13015
7528,2020,77143,25019,11258,2625,15693,10099
7529,2020,23847,13455,3313,3720,7205,6488
7530,2020,67546,41200,7299,11691,13089,19840
7531,2020,35415,29002,9250,8088,16431,17848
7532,2020,65663,68107,6925,8173,15379,46371
7601,2020,23248,28583,3832,15626,17628,17558
7602,2020,241927,102745,26779,34338,44039,48907
7603,2020,63487,65752,17766,13087,38891,25971
7604,2020,104284,84699,15991,17993,34713,33737
7605,2020,19370,15541,2389,2798,3977,10978
7606,2020,67714,48467,16664,13178,26903,26591
7607,2020,35920,26061,10411,4452,13732,14321
7608,2020,73183,80825,15580,43362,39021,54158
7609,2020,37005,24792,9650,2841,14706,8470
7610,2020,99770,66622,15266,11134,38495,22595
7611,2020,72935,47381,35453,20530,50772,30524
7612,2020,84706,35820,37035,10030,50950,19155
7613,2020,68739,67364,15193,11349,34936,32128
7614,2020,55786,30844,7583,10495,16607,19150
7615,2020,86991,67434,22848,20542,38223,41711
7616,2020,489767,409148,254015,86708,282153,310524
7617,2020,41139,18042,15625,6846,25394,11018
7618,2020,167956,108501,100460,24750,116040,39119
7619,2020,41995,30417,8036,7538,16958,14564
7620,2020,247551,114406,49249,19632,95898,35250
7621,2020,132972,97273,28512,27438,52277,54033
7622,2020,54944,29555,16227,7856,32781,14173
7623,2020,34136,6641,2110,1971,6166,3350
7624,2020,96413,62387,26882,18300,44920,29245
7625,2020,730584,460462,223105,96232,343656,187040
8401,2020,266534,117612,101239,27294,163802,44008
8402,2020,51723,29993,16272,7255,22044,16945
8403,2020,67833,38026,15867,10665,37469,14096
8404,2020,17681,13842,4801,4855,6946,10178
8405,2020,215762,176491,94139,40369,134559,95698
8406,2020,144910,99780,17126,15499,71747,36049
8407,2020,88202,110365,39279,29601,47561,57970
8408,2020,185117,131803,58764,31791,84975,72534
8409,2020,220265,115871,47297,36434,66469,63398
8410,2020,50192,35534,13136,9309,25803,22024
8411,2020,21712,15349,1894,2867,4304,8616
8412,2020,35480,30786,6299,6057,16574,11358
8413,2020,107176,78978,34872,5008,51925,25185
8414,2020,45550,41954,20178,10401,25264,12302
8415,2020,60650,26321,26295,6486,33816,9579
8416,2020,264488,118899,89897,55070,129888,82474
8417,2020,34148,29901,15309,9957,20519,15378
8418,2020,26403,29949,11281,3887,17083,7040
8419,2020,99314,55073,27304,15925,45756,35322
8420,2020,45523,42516,11872,8035,22482,21294
8421,2020,1036095,678045,265524,108284,446966,236363
8422,2020,88428,16436,58819,5017,65595,7502
8423,2020,31978,33920,12633,4173,20158,8503
8424,2020,44393,50813,13355,10562,28195,20795
8425,2020,47163,27654,12093,1302,15173,11719
8426,2020,103866,45462,8355,7347,67156,22096
8427,2020,41790,55752,9956,12607,20788,37738
8428,2020,188236,141025,58272,30396,110891,59749
8429,2020,56244,47928,18109,17286,26483,24779
8430,2020,22577,19457,11757,6400,12434,12960
8431,2020,204930,202241,40016,22781,95467,66924
8432,2020,75292,70193,13342,12499,32440,30131
8433,2020,159442,95073,24718,41107,43183,60529
8434,2020,77598,69081,17929,26767,34311,42293
8435,2020,89415,35320,16229,7739,29294,18478
9301,2020,187871,125799,30013,31567,67547,70231
9302,2020,25147,7767,3843,524,5311,3374
9303,2020,47171,30318,15249,4818,21122,9567
9304,2020,93351,159763,13538,23215,19639,28500
9305,2020,72080,42671,13950,13716,29397,18281
9306,2020,70998,42527,7151,9927,17337,23435
9307,2020,41120,18612,9072,4999,23368,9230
9308,2020,34532,16910,17495,10243,18744,10974
9309,2020,67162,19265,15077,11131,25432,14990
9310,2020,51154,31379,17655,9313,27340,15768
9311,2020,39365,14379,18551,2946,25097,4854
9312,2020,302580,142810,170835,39042,203050,68098
9313,2020,112343,214512,31389,88342,41459,139212
9314,2020,7089,921,2379,0,3922,245
9315,2020,95528,63002,9832,5040,31148,23606
9316,2020,64792,63112,5154,2481,6626,4333
9317,2020,26560,14806,5656,4529,6477,7019
9318,2020,104516,62206,15318,27883,38473,36245
9401,2020,48991,21219,9424,8443,14078,11270
9402,2020,28763,14734,3812,4460,10876,5744
9403,2020,16899,13468,1664,1587,1819,4039
9404,2020,15328,783,5701,0,5741,349
9405,2020,21029,13269,3129,3140,6761,6933
9406,2020,10589,11518,2469,5284,4789,5286
9407,2020,4541,0,3880,0,3880,0
0051,2021,81173,39603,21331,8130,50945,16398
0052,2021,161917,217204,20029,17684,50327,32069
0053,2021,267645,135863,68363,39987,143838,53653
0054,2021,143765,205744,29335,35450,58822,55172
0055,2021,92676,90106,10482,20025,74244,28418
0056,2021,19976,7759,3413,2045,5243,2554
0057,2021,159739,23311,13812,5312,33032,8186
0058,2021,59062,35720,16876,2848,39175,17110
0059,2021,56678,40448,15084,8913,25660,17555
0060,2021,59119,36262,5989,8429,22750,18119
0061,2021,48784,24346,7477,1560,27324,17114
0062,2021,64035,44534,17279,9693,36728,23504
0063,2021,33090,45298,4760,14950,8829,25815
0064,2021,32827,14354,5737,6616,13312,8045
0101,2021,7950,670,4286,0,6736,0
0102,2021,9893,18200,5408,2040,5850,4493
0103,2021,319,9582,159,0,222,0
0104,2021,47815,21196,2591,7332,6134,12703
0105,2021,14683,4882,1317,980,4374,1334
0201,2021,13347,14611,2712,2663,3879,8429
0202,2021,25627,27507,4417,6598,11572,12838
0203,2021,428,901,1,669,336,782
0204,2021,359,499,0,0,248,0
0205,2021,6761,9203,1797,2083,4414,3232
0206,2021,8447,6483,6820,1052,7533,4609
0301,2021,70908,43627,13983,3867,31399,12551
0302,2021,32360,8933,3248,267,28169,4637
0303,2021,5856,1224,98,97,2665,97
0401,2021,50467,21560,13615,504,24006,3089
0402,2021,77818,84241,13217,4494,34372,18313
0403,2021,40625,89503,7495,13397,12883,21406
0404,2021,159504,127725,42208,25250,95679,41886
0601,2021,97573,15566,27005,1112,58851,5202
1101,2021,240569,195094,79790,49027,138911,83928
1102,2021,19819,15438,2690,7010,8307,11367
1103,2021,66470,14579,41606,737,50794,1421
1104,2021,246597,129733,14497,18531,86668,61004
1105,2021,60288,58071,24680,10045,31737,12308
1106,2021,279433,161944,63088,48717,98427,92125
1107,2021,104451,40055,11300,13780,57007,22426
1108,2021,65199,40417,8652,7765,15908,15391
1109,2021,1803308,1685839,371525,292892,752879,844492
1110,2021,45333,21115,7789,8649,20444,11640
1111,2021,97689,28526,3979,4762,6084,6773
1112,2021,395989,253740,131709,21804,236937,52269
1113,2021,292645,184152,38748,26897,162439,64245
1114,2021,177301,131215,51890,47784,84916,62129
1115,2021,175892,120939,44160,72193,65757,82025
2401,2021,252833,117826,27947,16425,50513,86753
2402,2021,100020,74135,22824,21620,46626,48775
2403,2021,509859,69630,305511,10381,365767,38637
2404,2021,64653,15144,16136,3808,20155,7882
2405,2021,110248,34105,9389,13261,35272,22950
2406,2021,31277,15263,2330,4724,10104,12968
2407,2021,76257,10243,5651,1670,12933,5005
2408,2021,41983,19417,2478,12762,16307,15499
2409,2021,58418,40833,6753,3944,16692,15320
2410,2021,211542,137135,69512,27843,135445,71944
2411,2021,23328,32220,3339,5186,7124,25380
2412,2021,71238,68935,8876,12540,32463,16113
2413,2021,233599,119201,37085,29264,97686,54035
2414,2021,41320,25496,16820,2015,27349,19219
2415,2021,19694,20083,460,18195,3618,18882
2701,2021,10135,10953,834,1940,2801,4266
2702,2021,62501,36348,16699,6861,35503,18338
2703,2021,20632,6322,851,1684,5629,3951
2704,2021,72482,52621,6703,10790,25960,20367
2705,2021,116414,53770,23930,10157,51029,24628
2706,2021,285131,226668,115154,45431,186933,136704
2707,2021,102701,82956,4133,5310,48536,17617
2708,2021,40525,31393,7018,16111,22648,22102
2709,2021,36211,23737,11319,10988,31040,15392
2710,2021,34556,23410,15376,9287,23766,16068
2711,2021,258447,224396,51249,27912,124741,80829
2712,2021,67787,45543,13605,6821,22624,13187
2713,2021,102521,69754,10509,16746,50647,32554
2714,2021,100946,54147,21235,19239,37836,33260
2715,2021,105759,77106,29292,18384,52495,39730
2716,2021,19004,21310,4996,3822,10611,14844
2717,2021,177473,20346,13648,7203,19402,13803
2718,2021,102652,60539,13410,9492,34420,29213
2801,2021,48698,47766,28555,29331,39443,37172
2802,2021,62397,41306,5339,10133,27127,23531
2803,2021,32085,25398,2818,5220,8842,8644
2804,2021,407751,295567,78659,124210,187126,170906
2805,2021,100128,40014,16762,9425,29728,23941
2806,2021,71305,19882,12599,4237,34148,7137
2807,2021,45899,29003,8669,7634,26799,12477
2808,2021,76934,43230,12869,11247,28628,32194
2809,2021,45297,44079,15406,8815,28001,22637
2810,2021,32181,29690,8133,4312,21351,18274
2811,2021,102719,57467,14074,5648,41880,35286
2812,2021,14424,8961,2265,4134,5953,5167
2813,2021,333968,110933,31744,8410,77111,25153
2814,2021,59873,27881,9212,11189,17983,15183
2815,2021,333757,218839,62078,36103,160523,88919
2816,2021,39928,43736,10124,7048,21117,27043
2817,2021,58633,33439,2012,5787,27853,12439
2818,2021,49405,26006,3937,6797,9253,13214
2819,2021,63232,36356,25247,6605,35224,13942
3201,2021,67239,18397,43752,8581,57638,12604
3202,2021,290072,355022,133704,34034,203083,80465
3203,2021,151298,81982,32930,8863,68015,39519
3204,2021,64061,68231,19577,25145,37870,46824
3205,2021,194862,48787,28709,5739,154453,18241
3206,2021,63850,33671,10516,11506,23123,24943
3207,2021,58401,144757,21157,4768,39967,15039
3208,2021,49718,19370,7758,2487,18003,10422
3209,2021,8978,5307,235,2141,1314,4413
3210,2021,87819,62593,14859,8973,33251,13208
3211,2021,143580,33151,9320,9628,18225,13697
3212,2021,256769,32938,130974,2549,158086,17147
3213,2021,137209,104147,21772,50990,64899,59146
3214,2021,48014,11618,10337,6720,27203,7357
3215,2021,310880,96490,67876,9408,114981,52574
3216,2021,530164,383228,141398,88947,245723,155262
3217,2021,107638,49626,11715,8535,31489,16468
3218,2021,162376,111891,20489,27365,61905,48388
3219,2021,193049,122219,26097,8002,122710,23327
3220,2021,190992,70495,38395,13482,159395,40891
3221,2021,95686,140686,13716,17891,36086,25943
3222,2021,264179,196415,162770,31639,195033,41469
4401,2021,8795,15379,3454,1574,5340,7301
4402,2021,58439,62445,20298,14743,27794,26997
4403,2021,67936,31189,17326,6652,25581,14433
4404,2021,85876,67858,14152,36119,27545,45455
4405,2021,115838,88101,23462,11331,43341,14927
4406,2021,94007,61649,4299,3150,64602,41457
4407,2021,145974,70967,12518,19486,44546,37042
4408,2021,36614,15072,1046,1686,12163,12432
4409,2021,223297,129952,15136,59192,65815,89975
4410,2021,180184,284304,23476,30418,75482,236607
4411,2021,440933,142265,37760,35617,81640,76026
4412,2021,251298,104314,17087,20215,60858,50006
4413,2021,235698,133169,71627,21520,116169,62042
4414,2021,45654,31813,5617,4792,22597,14835
4415,2021,53191,26567,13982,1052,32500,5719
4416,2021,45710,31686,6424,8466,21933,14924
4417,2021,55195,29779,7188,4995,15910,7878
4418,2021,48359,26129,12436,2939,23391,6950
4419,2021,82196,36050,7981,2753,20865,18533
4420,2021,207533,31081,11362,3588,24241,11540
4421,2021,71906,42702,11870,18208,26979,22715
4422,2021,85047,36211,14217,4046,29223,15283
4423,2021,480911,289431,122269,34286,281693,116837
4424,2021,94253,82325,19761,39297,35618,59403
4425,2021,292973,116695,22587,13491,84858,69822
4426,2021,36901,32294,14251,9321,19769,26755
4427,2021,53311,48517,8963,4752,17736,20529
5201,2021,84595,56177,16454,28518,42100,38248
5202,2021,244360,217505,18587,36210,94384,97462
5203,2021,116725,68780,40922,25271,71886,41822
5204,2021,34691,39756,9953,10971,19479,26146
5205,2021,37694,31653,4267,10531,10213,17485
5206,2021,249744,196135,92378,39413,139812,134502
5207,2021,96520,56684,18397,19262,39237,30180
5208,2021,27984,14605,4554,2996,15635,9772
5209,2021,56796,18639,13766,3480,18460,8992
5210,2021,158737,99124,29644,20158,78343,47193
5211,2021,114646,80142,31819,22390,61004,40896
5212,2021,141511,83734,38394,20898,66894,50080
5213,2021,171714,103739,29989,23793,58142,40205
5214,2021,76474,54551,8996,10242,21457,21485
5215,2021,88188,55239,22075,12570,40649,21744
5216,2021,661083,433830,128877,114161,310892,242878
5217,2021,93722,37966,8581,14897,21730,24492
5218,2021,46309,37605,7760,7425,15893,17117
5219,2021,146028,126464,36057,33345,62101,60743
5220,2021,112209,39838,21753,10936,50871,20929
5221,2021,56013,55168,3804,22848,21141,32297
5301,2021,71385,32889,20632,7964,26479,13824
5302,2021,257198,164706,52872,53368,148062,89681
5303,2021,91873,49610,29711,13926,58363,30446
5304,2021,77817,55028,11105,13384,26706,28526
5305,2021,59294,37420,26412,12185,35968,18559
5306,2021,41252,22633,11184,7346,22869,14960
5307,2021,79935,51191,22004,8177,48279,20635
5308,2021,124178,51252,24654,7484,54565,19428
5309,2021,110141,54115,25594,10786,45523,20811
5310,2021,291239,135343,41759,48582,176511,105925
5311,2021,99605,61427,22950,18030,51428,38556
5312,2021,130576,76756,35731,20339,78017,43287
5313,2021,130379,124978,33707,27822,59979,84431
5314,2021,29996,26362,7377,4788,12123,19490
5315,2021,493936,396508,155125,105147,282432,188041
5316,2021,139627,158637,32331,82525,75755,125860
5317,2021,97008,69654,18973,19943,51787,44914
5318,2021,176720,115812,38937,19097,90026,43891
5319,2021,78830,67120,15650,9865,37718,30772
7501,2021,152355,61638,8622,11796,45925,25232
7502,2021,75734,68354,14964,27401,28328,39373
7503,2021,178053,124685,33524,28691,76041,54730
7504,2021,46478,22224,9558,2556,20218,5872
7505,2021,793234,598753,210630,126336,359075,264060
7506,2021,114366,84569,28394,11576,64211,26842
7507,2021,66830,48697,17261,11030,28476,25762
7508,2021,33690,24089,1708,1755,21699,4843
7509,2021,163309,94076,20876,12874,89901,32617
7510,2021,204673,112208,77395,22456,111984,50478
7511,2021,46691,25241,9450,7680,20269,19055
7512,2021,132175,79356,28377,27928,58883,40843
7513,2021,74189,54983,14355,15689,28641,24215
7514,2021,74335,50620,22707,16104,40716,28062
7515,2021,43224,24349,7098,8796,21620,20521
7516,2021,107526,55964,35726,18472,65569,29091
7517,2021,109651,71938,14530,14795,37897,33202
7518,2021,230300,140544,27731,14628,125142,54917
7519,2021,131003,76099,32313,22284,56466,35603
7520,2021,118603,117573,20115,21708,50821,67674
7521,2021,66739,30014,9079,13092,33585,21707
7522,2021,166302,98777,26318,24819,75803,41783
7523,2021,101211,60577,20170,11723,27640,25717
7524,2021,111848,80234,33653,12370,56197,29772
7525,2021,40881,16086,2618,3117,16196,9136
7526,2021,46096,31183,12577,11637,23905,16486
7527,2021,48029,18148,3859,7465,14136,8725
7528,2021,81637,68319,33673,7050,45358,30739
7529,2021,25912,17171,7465,1971,11189,5383
7530,2021,30697,31871,7351,3512,15361,17099
7531,2021,38015,13548,8707,4639,17235,9289
7532,2021,186837,46889,12549,10640,30204,29759
7601,2021,30444,13620,1834,2496,4449,8141
7602,2021,181055,122999,46100,25637,89172,39735
7603,2021,58146,61657,14071,14422,27680,30404
7604,2021,155193,52303,28424,14619,64722,28699
7605,2021,21610,9913,4321,1016,9097,3455
7606,2021,122945,112000,38851,9153,73145,26425
7607,2021,49624,25888,10472,2324,21505,9750
7608,2021,63421,73804,15218,14232,34989,35344
7609,2021,41710,68679,12697,42186,21393,52926
7610,2021,76653,71154,16409,15885,48658,32068
7611,2021,64295,37792,13359,5845,28971,17912
7612,2021,93180,39975,35629,15985,50742,24865
7613,2021,54111,33279,4654,12813,23282,21875
7614,2021,51133,33339,20515,16205,26478,25896
7615,2021,188126,75847,37197,13738,79090,36326
7616,2021,286309,221328,52879,58690,116250,140321
7617,2021,49518,22311,10792,7798,27010,14622
7618,2021,179155,75752,36752,32704,63132,48149
7619,2021,31912,12104,6694,5139,17851,10083
7620,2021,258229,172890,74338,26463,153771,97520
7621,2021,152524,98583,25424,26396,47587,60663
7622,2021,80890,30001,16957,8339,36595,12454
7623,2021,40482,16530,10771,2907,16386,8309
7624,2021,139678,90010,24621,16697,62144,42945
7625,2021,649564,498511,126168,157325,286694,265888
8401,2021,144779,152713,27695,57713,68802,81515
8402,2021,60498,44319,10890,7909,35173,13763
8403,2021,60714,34468,9012,11757,19879,17754
8404,2021,24390,6424,5991,1862,9428,3768
8405,2021,143948,142789,23697,25314,63310,52340
8406,2021,219531,137705,39453,67923,72449,95485
8407,2021,92235,41872,33669,12347,63250,19715
8408,2021,200369,149271,29799,15192,79737,54171
8409,2021,317701,327787,52782,92199,212202,126895
8410,2021,35620,34394,9156,14084,15281,20593
8411,2021,29819,14799,8844,8118,16240,11666
8412,2021,51517,31157,8517,15469,25217,19042
8413,2021,99114,51032,29808,8902,66465,28691
8414,2021,48053,31675,9921,9531,18453,10601
8415,2021,50778,30494,15061,7900,31958,12711
8416,2021,158247,106967,41373,24190,81969,51444
8417,2021,47121,11463,6552,4165,18745,6387
8418,2021,33242,21470,4201,3399,13086,17451
8419,2021,53078,56714,5176,25629,19800,34548
8420,2021,59319,30302,17953,2852,30819,7904
8421,2021,1130346,689578,207467,131818,478834,311141
8422,2021,69344,58054,16238,10758,31933,21487
8423,2021,21238,23916,2406,6398,8618,12389
8424,2021,100122,32482,11301,3670,19266,10490
8425,2021,28837,48147,2321,2462,7567,12247
8426,2021,57773,55258,14488,17269,24242,25776
8427,2021,75330,40894,16950,6810,42428,23933
8428,2021,241566,121665,44837,37190,118742,56130
8429,2021,35390,39732,2549,10405,14171,21969
