ZE2020,year,sitadel_monthly_total_autorisee,sitadel_monthly_total_commencee,sitadel_monthly_q1_autorisee,sitadel_monthly_q1_commencee,sitadel_monthly_h1_autorisee,sitadel_monthly_h1_commencee
8417,2014,56503,29128,12659,4286,29529,11196
8418,2014,42126,24625,12704,4707,25327,16835
8419,2014,124815,88653,36941,17045,81656,36700
8420,2014,58344,53375,11836,10622,22970,23471
8421,2014,938079,530200,211392,141723,514366,293634
8422,2014,91821,39298,19746,12206,23996,17399
8423,2014,45565,43225,9500,15282,19354,26529
8424,2014,117001,82105,15424,18111,26679,26119
8425,2014,22803,14637,3836,3248,9136,5763
8426,2014,76707,59505,26940,10922,36113,36042
8427,2014,48844,24298,6340,6669,24324,13445
8428,2014,176200,122838,40276,53113,87289,79590
8429,2014,74312,47792,10791,11431,28714,17577
8430,2014,17356,14887,3921,2525,10353,7865
8431,2014,167650,101504,41342,24063,79923,32716
8432,2014,77739,51294,27368,12614,47872,20266
8433,2014,109053,87596,25444,30765,48255,53320
8434,2014,85570,52205,25205,26853,47986,32779
8435,2014,118155,57671,19788,27791,41318,35636
9301,2014,218361,85299,46678,18755,120358,33530
9302,2014,10736,18288,2993,982,6060,13039
9303,2014,48134,29965,9621,8992,22756,17680
9304,2014,143957,100269,62092,20518,74099,30860
9305,2014,54219,15909,8536,2153,12494,10836
9306,2014,85737,56053,48599,8087,67202,12847
9307,2014,40293,23677,10851,5711,21681,14032
9308,2014,81715,20258,5037,8951,63898,11798
9309,2014,47372,38089,18134,14323,31280,25594
9310,2014,63036,28058,15100,10599,34209,15274
9311,2014,45490,37239,8096,7956,17289,9196
9312,2014,286908,303693,33300,55022,167251,85178
9313,2014,142406,154907,39178,22625,93684,47954
9314,2014,20114,2217,978,72,1810,138
9315,2014,179065,132818,40978,7961,139357,36292
9316,2014,32856,7457,15561,2037,23639,4992
9317,2014,37579,5141,2758,1428,14819,3552
9318,2014,131531,97970,18907,25613,60575,78755
9401,2014,101677,97533,10378,4637,16086,7235
9402,2014,63899,22274,7091,5857,22008,9381
9403,2014,21383,5186,8653,1189,14830,2536
9404,2014,12215,5994,593,568,6859,710
9405,2014,40529,7059,5120,222,19930,812
9406,2014,33719,18310,8436,6104,18223,10303
9407,2014,3675,215,573,0,1838,38
0051,2015,72198,54062,7604,8493,32323,29088
0052,2015,146924,42711,30459,3662,66097,6007
0053,2015,345706,125277,61272,45567,119461,63941
0054,2015,101551,71801,32654,26713,55747,38544
0055,2015,63863,46162,12038,11444,19984,17811
0056,2015,31276,25932,8981,7818,18644,11197
0057,2015,67338,21045,20362,6918,37327,11127
0058,2015,49485,37655,3081,5644,19697,19784
0059,2015,129855,37830,19325,8001,33795,18335
0060,2015,69186,24062,10906,2511,29041,9776
0061,2015,22745,11699,4389,2436,5273,4843
0062,2015,58726,37512,15420,10740,33009,22445
0063,2015,107606,80428,20465,8858,45714,37518
0064,2015,33937,22569,11737,3507,22248,9435
0101,2015,4014,699,2095,62,3818,305
0102,2015,25437,5832,6941,4802,11406,4945
0103,2015,6613,60,425,0,645,60
0104,2015,133139,45617,15841,21040,26716,29586
0105,2015,9423,2734,2039,480,4718,1968
0201,2015,18598,4362,5990,796,13963,1438
0202,2015,44264,34560,10641,7380,23867,16765
0203,2015,5185,976,797,899,4559,899
0204,2015,6852,3933,1841,2400,4651,2400
0205,2015,9339,2346,5747,667,8125,897
0206,2015,17244,8966,936,1717,3138,8613
0301,2015,53887,27447,24628,4949,27223,6971
0302,2015,8862,27221,1097,25461,2492,25461
0303,2015,16332,65,351,0,2172,65
0401,2015,38060,12088,4850,132,10008,6029
0402,2015,95288,38577,30405,6853,43244,16838
0403,2015,58691,48759,13052,7563,38458,24953
0404,2015,188771,82458,41377,17330,101974,31125
0601,2015,64305,8881,5769,70,27495,3867
1101,2015,308435,80077,32012,10455,133692,34011
1102,2015,15073,3765,3416,1347,7454,2281
1103,2015,25931,16100,11443,6872,13228,8452
1104,2015,214420,94955,73894,1440,101644,76669
1105,2015,47078,106800,5200,97171,11798,99284
1106,2015,217041,133116,74620,23992,130348,56553
1107,2015,139788,35192,6869,9818,108612,24409
1108,2015,102248,27837,12484,2612,60806,8517
1109,2015,2034667,1528385,283714,310029,646801,607482
1110,2015,11775,14213,367,1326,5775,2634
1111,2015,13993,11690,2252,1990,4031,3987
1112,2015,444710,188052,79271,56212,187035,91604
1113,2015,273263,189646,34582,74129,88196,100872
1114,2015,130350,84669,47414,20046,63988,34862
1115,2015,186973,101663,22759,30594,94710,45480
2401,2015,56514,65607,13761,22161,31934,39237
2402,2015,194438,123459,79217,7700,110835,41656
2403,2015,88079,62454,19647,10905,40839,34805
2404,2015,40349,24997,7050,9702,15090,11843
2405,2015,225534,86002,23570,11877,52111,40331
2406,2015,43388,22354,2016,1376,17983,2091
2407,2015,28074,13067,4463,1547,7631,4251
2408,2015,35799,29290,7418,7411,21986,17851
2409,2015,35581,16112,8390,7985,17056,10238
2410,2015,183557,215803,29495,112713,72505,140514
2411,2015,24942,17520,6102,1558,13460,14868
2412,2015,24542,16574,9070,5054,13247,11039
2413,2015,209138,131259,53198,28012,138871,68690
2414,2015,36127,14978,3719,2341,8765,6125
2415,2015,15131,6810,8997,645,10521,1703
2701,2015,22189,4908,11679,2133,16780,3523
2702,2015,102377,74191,27793,20927,42810,35142
2703,2015,21597,11657,3711,3014,6196,6177
2704,2015,64913,30817,18900,1498,33396,13161
2705,2015,60021,51455,19706,12882,35295,26216
2706,2015,132980,125830,29292,37699,77767,63403
2707,2015,45332,33803,4072,10065,23781,15773
2708,2015,50452,50094,9864,4901,18886,19081
2709,2015,55462,48880,14149,20693,29232,25531
2710,2015,36566,17590,10234,3704,26233,9817
2711,2015,135191,112518,24968,34914,56333,69135
2712,2015,31091,40102,5624,10930,17933,28450
2713,2015,89966,66095,23347,15803,45575,25412
2714,2015,59973,25511,9796,6082,16665,7206
2715,2015,114499,76520,16867,22252,64630,38821
2716,2015,31259,23259,11552,6168,18332,8292
2717,2015,87428,29041,6067,4198,12030,16390
2718,2015,58389,55943,10430,15201,34746,24675
2801,2015,27117,15791,4762,6081,13275,7980
2802,2015,93074,74318,24490,19295,57797,28309
2803,2015,18367,15045,2596,3965,7251,8855
2804,2015,199190,137709,69254,24141,119004,66260
2805,2015,128241,51094,34823,6868,57350,13437
2806,2015,54887,28392,8805,9513,24466,13896
2807,2015,84379,83465,29360,17696,48988,58610
2808,2015,68219,59597,19956,5833,32367,10882
2809,2015,53341,45300,10214,17916,26403,27656
2810,2015,31896,20864,3808,2846,10869,6844
2811,2015,81242,30736,30968,4355,51492,10527
2812,2015,21102,11691,2642,5378,8158,6397
2813,2015,102260,170265,25769,24747,43704,33719
2814,2015,51553,24022,10064,5222,20928,12394
2815,2015,281045,224916,101334,63175,158159,91755
2816,2015,81166,41114,13729,11771,38861,23881
2817,2015,60922,19224,11984,6128,21241,10314
2818,2015,21590,11995,1941,4132,12249,8022
2819,2015,30038,29504,11548,7751,17780,14234
3201,2015,82138,28000,16333,10434,24395,15611
3202,2015,179396,162997,35137,62755,83735,84704
3203,2015,250776,92329,45042,47775,78976,66803
3204,2015,67951,51878,19009,9045,29064,30820
3205,2015,92573,55467,9739,17274,34047,27332
3206,2015,45410,18110,8610,6165,21959,7997
3207,2015,51835,49658,12687,14651,19672,28128
3208,2015,66560,23590,24884,8331,35262,11289
3209,2015,42967,35888,15274,5336,30397,9395
3210,2015,66793,34278,24748,13415,36813,14879
3211,2015,76393,78230,21184,20834,43551,33864
3212,2015,71726,41090,12752,15870,24740,25752
3213,2015,114647,107049,34086,25736,70067,50124
3214,2015,23188,14767,4050,5447,9201,7117
3215,2015,195805,138065,22086,28640,123703,110581
3216,2015,370723,265307,83753,113603,143852,198195
3217,2015,141117,88027,11382,16367,37527,25306
3218,2015,151964,68427,26043,20115,47088,34744
3219,2015,136003,97481,21014,13692,93799,20233
3220,2015,90216,54384,17459,18487,47771,31481
3221,2015,88215,36623,35159,5158,50641,16820
3222,2015,248555,125231,135219,40083,175564,73427
4401,2015,18550,30493,5305,22342,7635,23636
4402,2015,72083,49597,11074,11212,34652,17285
4403,2015,90042,34965,11984,13243,39637,22846
4404,2015,133323,66889,10747,12187,60382,26500
4405,2015,97910,63229,23982,27716,47056,44727
4406,2015,75832,37242,11539,6736,41278,12468
4407,2015,152823,74328,23637,12966,91045,43368
4408,2015,7838,6739,1110,1126,1804,2608
4409,2015,104683,78652,34982,15296,55288,31673
4410,2015,145878,142344,34213,24811,70022,49292
4411,2015,155542,104683,37703,26629,64128,52410
4412,2015,194890,157672,109106,15656,139704,43358
4413,2015,238851,152861,39914,68908,88103,112026
4414,2015,34764,16133,16919,3140,24193,10310
4415,2015,64658,33290,12814,11487,41339,17799
4416,2015,25457,39984,4807,3565,10700,25314
4417,2015,20753,13266,2332,3585,5266,8118
4418,2015,55220,39798,7392,8270,24599,16064
4419,2015,54462,37716,7037,10528,20637,15608
4420,2015,30182,21581,8201,5770,16046,12320
4421,2015,72905,46336,7979,10594,33414,20288
4422,2015,40314,20613,3497,9065,17030,13863
4423,2015,220943,154925,38202,55745,92916,84294
4424,2015,79539,66237,12914,21971,31732,34111
4425,2015,122121,124182,19877,27981,51637,44077
4426,2015,26507,30076,7262,15052,14732,20138
4427,2015,48945,29984,10298,10634,24543,14946
5201,2015,39173,46424,7935,11115,29307,22012
5202,2015,120714,112165,30603,43504,51336,69526
5203,2015,160780,71547,34307,16970,60737,30123
5204,2015,40338,36482,13963,2395,23587,15622
5205,2015,88481,39703,10666,12612,43330,15887
5206,2015,238689,140492,69205,15509,152438,42631
5207,2015,91147,64037,14908,12284,33711,32650
5208,2015,50187,26667,10953,8729,24943,17357
5209,2015,21906,13166,1389,3402,6455,4403
5210,2015,149415,106463,25136,25557,54935,38460
5211,2015,153121,104564,52699,32595,83677,57992
5212,2015,169504,119470,31527,32390,68879,60750
5213,2015,131266,69192,40926,29931,58832,50055
5214,2015,42219,17299,4579,10844,16212,13025
5215,2015,88343,76898,22632,17605,44257,42823
5216,2015,988602,593796,167677,106890,417271,229389
5217,2015,45352,37459,7512,12257,19179,23109
5218,2015,48914,34675,15704,12696,32186,25455
5219,2015,159528,75275,42447,13997,92364,27975
5220,2015,42024,19037,11120,6739,25550,12402
5221,2015,37439,24132,6868,3888,22323,9952
5301,2015,48360,27454,9391,15116,21572,21405
5302,2015,287694,181835,75683,64828,150651,100791
5303,2015,130811,81629,30082,16481,58484,37579
5304,2015,74243,68525,13786,25930,36401,47589
5305,2015,62450,36743,23350,8853,35911,14788
5306,2015,65731,54981,18002,30230,40878,37546
5307,2015,62720,42329,14918,15741,42847,29561
5308,2015,104333,56478,19415,10065,51921,23515
5309,2015,92592,93062,17579,37102,46523,58335
5310,2015,278657,148696,66959,16055,108318,90715
5311,2015,101424,48428,30677,13498,61942,24304
5312,2015,147078,234824,34363,20401,82887,34139
5313,2015,172424,105623,31456,15866,88279,44078
5314,2015,57796,35911,5144,14587,18550,23701
5315,2015,484978,356330,107608,101852,252921,181937
5316,2015,129865,104469,40753,15380,76627,25489
5317,2015,97940,77807,10313,16232,32428,27610
5318,2015,170788,89750,38986,17838,78294,46168
5319,2015,127855,69198,12632,22372,32382,51512
7501,2015,62124,78610,15872,38372,36491,63678
7502,2015,115180,63150,13896,18970,32012,47592
7503,2015,164400,115291,23484,41866,55402,62398
7504,2015,57402,44939,14392,18000,28384,25400
7505,2015,732545,383637,224461,109832,410536,169940
7506,2015,115540,80805,11278,9504,32553,22515
7507,2015,83898,45487,12436,12538,54735,30721
7508,2015,30055,25713,4650,4882,20792,12710
7509,2015,195633,218964,20724,49858,114698,109911
7510,2015,282499,170355,52849,19919,168015,71198
7511,2015,86955,54608,9208,12162,24667,29420
7512,2015,90681,80187,8719,34487,34380,52104
7513,2015,131329,75523,30053,40749,78927,49130
7514,2015,64424,39625,8659,6366,23610,25382
7515,2015,21790,27220,7991,19588,10893,22917
7516,2015,152974,182551,58182,101690,74790,154291
7517,2015,119003,82209,38599,29604,66021,51911
7518,2015,263690,108350,41155,21214,110653,37532
7519,2015,134553,62021,70224,22645,86353,37886
7520,2015,146299,72492,17424,20599,50131,42260
7521,2015,112933,41906,11661,12224,71540,25863
7522,2015,172269,108453,55993,48744,77042,65764
7523,2015,100387,67924,27122,14574,50967,32380
7524,2015,110800,78561,15844,22458,37625,44017
7525,2015,61507,47539,7671,15747,45219,41825
7526,2015,67209,19082,5716,5290,48284,10094
7527,2015,53517,40567,7515,9049,16730,17446
7528,2015,47307,29309,10758,6501,24598,15596
7529,2015,38018,24739,12950,2932,23019,15518
7530,2015,49508,18885,3455,9084,30176,12395
7531,2015,74822,48202,8946,9395,25660,26924
7532,2015,92676,51196,18430,11125,27589,25616
7601,2015,16957,8195,2672,4793,6269,5666
7602,2015,165992,80592,59882,22330,108313,41506
7603,2015,53493,27214,10842,3804,25275,18045
7604,2015,124780,72300,36975,19376,68799,29569
7605,2015,36860,23309,5602,7765,31862,17497
7606,2015,102508,86837,22851,31435,42413,39949
7607,2015,44719,19336,9061,5516,27150,12992
7608,2015,98197,108139,14742,10898,25483,54506
7609,2015,66430,18655,9173,4535,52610,8049
7610,2015,111394,48128,19876,14808,61677,31195
7611,2015,77611,95225,14435,11076,35203,47468
7612,2015,72674,39794,10961,5892,23501,14936
7613,2015,54367,47799,9776,8840,26896,15882
7614,2015,63746,39711,13837,7783,35428,16737
7615,2015,150315,77136,27354,9810,63922,23546
7616,2015,247002,192669,57267,44642,128685,105639
7617,2015,46462,37990,10248,9141,17294,19747
7618,2015,91122,143342,14806,14714,49453,37902
7619,2015,24947,15342,4172,7245,11520,11340
7620,2015,423399,269361,135685,34850,248772,119913
7621,2015,196588,121446,42198,29003,92064,69392
7622,2015,47633,31830,15463,11242,22459,16682
7623,2015,24367,8404,3692,4294,7448,4366
7624,2015,115493,62449,26947,25671,58269,33433
7625,2015,701962,387768,193508,67562,322893,239655
8401,2015,136968,89745,30007,11020,49704,28626
8402,2015,59875,42846,10083,5297,21000,14354
8403,2015,107110,49578,10916,7987,37262,23668
8404,2015,27328,8889,6307,925,12305,6924
8405,2015,163226,86031,19937,23816,43461,54278
8406,2015,206939,110482,99410,11631,113632,61330
8407,2015,122742,63924,20435,13836,47692,33762
8408,2015,176125,146661,39963,38048,70442,85064
8409,2015,167617,100456,47786,27494,85346,55030
8410,2015,62325,46719,7508,8507,22747,21321
8411,2015,13219,11012,2257,204,7715,3194
8412,2015,47559,26153,12093,3943,29752,13451
8413,2015,63713,33021,5702,9489,26531,15418
8414,2015,45862,12501,5508,5040,19395,5431
8415,2015,73857,31411,8316,3691,21991,10954
8416,2015,156633,108329,47488,17580,69412,43290
8417,2015,51015,41976,12830,10703,28366,14576
8418,2015,34378,18169,6951,6148,25367,13579
8419,2015,138034,82504,27106,18418,65629,31907
8420,2015,57791,36625,5838,9286,21434,24344
8421,2015,805659,674819,246612,229545,388827,366542
8422,2015,29625,44256,7743,4282,13808,35614
8423,2015,48374,31015,11887,5645,27819,15103
8424,2015,89681,64283,22282,15556,46660,25846
8425,2015,19702,9068,2277,715,7697,2141
8426,2015,65890,36485,15856,7206,27957,24531
8427,2015,81121,51194,27648,7158,61268,18584
8428,2015,238262,107942,57737,14862,93750,61931
8429,2015,93557,47934,15348,7395,27855,23115
8430,2015,53958,32285,23399,2207,28609,22599
8431,2015,221611,97768,44072,15547,162611,41020
8432,2015,57945,38213,19020,5357,30639,18006
8433,2015,190122,98929,22790,21013,144263,31535
8434,2015,59604,35783,22069,12854,39737,22400
8435,2015,85687,35172,14094,9630,34947,16100
9301,2015,148328,226745,39094,82830,65070,105330
9302,2015,11991,6568,1750,464,5929,2586
9303,2015,62837,21343,17981,6807,28532,9001
9304,2015,122480,47911,45711,15617,67074,28537
9305,2015,60908,20375,3893,3566,12772,16022
9306,2015,122679,17048,11047,7916,55044,10840
9307,2015,30589,9185,5324,2872,16806,5037
9308,2015,65682,24543,12013,1731,30850,7442
9309,2015,42466,27177,6154,4485,13240,9047
9310,2015,91454,35840,18956,7248,48686,14521
9311,2015,72406,23228,8757,2093,51653,5148
9312,2015,333356,158207,39785,37340,82762,53265
9313,2015,209902,99347,72855,23015,152990,37197
9314,2015,37607,351,13597,232,15602,232
9315,2015,69997,82345,28839,18847,44099,48482
9316,2015,22452,9047,3356,2285,13120,4309
9317,2015,19233,13366,6819,1268,9966,2378
9318,2015,115973,102172,24649,12422,48790,23178
9401,2015,120833,58534,18396,7209,61878,8236
9402,2015,47067,22780,7892,2637,18621,6183
9403,2015,17569,5062,2881,1813,6865,3246
9404,2015,13597,2971,4728,870,7366,870
9405,2015,29280,10254,3713,70,10427,6448
9406,2015,19920,6513,4586,3969,7097,4298
9407,2015,7384,2873,3863,531,4489,2015
0051,2016,90751,48909,19214,15294,43490,27092
0052,2016,84009,34492,26289,3935,46530,7650
0053,2016,242095,168806,56930,35324,99247,74117
0054,2016,136528,135496,73088,103223,89470,111772
0055,2016,108251,16276,39019,6293,76681,7915
0056,2016,37310,25030,9558,5734,18521,14005
0057,2016,46444,29890,7368,10929,24622,16232
0058,2016,33220,19017,8457,3158,15521,12580
0059,2016,156818,128761,41598,15676,67010,88787
0060,2016,77136,47710,21855,18850,41281,31715
0061,2016,76486,22785,3628,1060,21564,11381
0062,2016,63684,31258,23163,9716,34270,19806
0063,2016,118672,77012,37784,17361,66275,39058
0064,2016,43854,28703,13404,7282,30272,10324
0101,2016,1950,55,697,0,841,0
0102,2016,18091,3350,1731,922,10475,1160
0103,2016,13341,639,375,0,1092,151
0104,2016,97345,118174,17692,9741,27919,101554
0105,2016,5912,6109,1261,3945,2591,4839
0201,2016,10031,14831,2234,5227,5142,6741
0202,2016,30632,16560,8383,4998,16117,6719
0203,2016,279,412,260,126,260,412
0204,2016,12754,212,9775,0,12627,126
0205,2016,4903,1828,1492,0,2095,1280
0206,2016,21741,11485,11586,0,14258,10435
0301,2016,37512,14781,434,1314,18594,6580
0302,2016,23085,5896,1274,0,1274,116
0303,2016,10372,602,646,0,660,0
0401,2016,43504,28180,8562,21041,18360,23981
0402,2016,76754,50785,10467,36882,44001,39318
0403,2016,90492,48215,38321,36543,51809,43687
0404,2016,230353,91613,18585,65185,59125,71187
0601,2016,49355,17896,19783,5734,31863,10494
1101,2016,218751,185346,37252,99771,62112,119767
1102,2016,23831,3744,5459,1243,9988,2583
1103,2016,28529,21891,8477,2833,18131,12537
1104,2016,313093,358758,70175,117220,117497,309882
1105,2016,70505,27478,33232,6210,42737,10308
1106,2016,206192,110410,21597,40998,76388,53843
1107,2016,52106,22820,3718,11515,20272,13950
1108,2016,88162,15708,10808,3424,19233,6193
1109,2016,2330875,1592078,398006,412890,1046684,734163
1110,2016,26294,11354,2178,4293,10549,5018
1111,2016,25686,17363,9547,2276,14287,4943
1112,2016,432096,269983,209094,30125,244266,53575
1113,2016,416429,321400,47321,140902,128281,196159
1114,2016,233728,89656,13305,7842,56909,40645
1115,2016,270823,203474,55854,77508,140724,118289
2401,2016,223929,90585,8771,9505,73102,16423
2402,2016,146263,73209,19646,8364,54793,29763
2403,2016,129761,57588,34577,20108,67706,36387
2404,2016,30315,18773,4446,4630,12707,7906
2405,2016,92645,72531,23649,35028,46685,46852
2406,2016,105174,15697,6390,10890,84218,13929
2407,2016,36488,29948,8315,1176,23913,10196
2408,2016,45052,10845,4775,1436,9346,4698
2409,2016,38656,28923,10011,16428,14783,21804
2410,2016,418122,369903,49788,56892,172167,89711
2411,2016,18614,8668,1160,4590,8092,4776
2412,2016,69490,56068,5233,1098,46137,4754
2413,2016,192052,128894,46260,21460,105885,65091
2414,2016,43070,18780,4829,4185,12574,5202
2415,2016,11493,6026,3607,1714,6287,3246
2701,2016,28740,16413,4678,4215,14223,10524
2702,2016,164501,51406,20655,14423,31670,29850
2703,2016,43059,12893,3596,4103,18680,7054
2704,2016,65548,47823,7693,6633,23356,17450
2705,2016,107520,23425,18394,4165,60586,9573
