ZE2020,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
9315,598875.0,603815.0,601232.0,596481.0,598256.0,599229.0,598715.0,597240.0,599192.0,599753.0,600576.0,600571.0,603592.0,608622.0,611744.0,619434.0,628105.0,634941.0
9316,65081.0,65488.0,65304.0,65277.0,65947.0,66608.0,66480.0,67098.0,67707.0,68043.0,68053.0,68075.0,68337.0,68723.0,68496.0,69012.0,69739.0,70356.0
9317,55219.0,55565.0,55607.0,55245.0,54513.0,54990.0,55481.0,56122.0,57214.0,57591.0,57448.0,57249.0,57333.0,57289.0,57844.0,57409.0,57965.0,58300.0
9318,545232.0,548954.0,551285.0,551345.0,550122.0,549568.0,552991.0,552555.0,555493.0,561766.0,565918.0,568921.0,574227.0,580034.0,583966.0,589207.0,593711.0,596840.0
9401,101265.0,102780.0,104314.0,104005.0,105628.0,107451.0,107557.0,109662.0,111493.0,112086.0,113473.0,116106.0,116892.0,117950.0,119839.0,121218.0,123120.0,125120.0
9402,105467.0,106235.0,107566.0,109214.0,110103.0,111610.0,113303.0,113006.0,114793.0,116793.0,118085.0,119466.0,122177.0,122909.0,123541.0,124994.0,125240.0,126211.0
9403,20150.0,20581.0,21060.0,21398.0,21670.0,22420.0,22628.0,22823.0,22279.0,22207.0,22384.0,22517.0,22856.0,23225.0,23448.0,23540.0,23620.0,23996.0
9404,15736.0,15912.0,16102.0,16122.0,16300.0,16416.0,16504.0,16551.0,16602.0,16537.0,16523.0,16508.0,16468.0,16493.0,16517.0,16600.0,16681.0,16828.0
9405,17047.0,17119.0,17285.0,17610.0,18020.0,18194.0,18393.0,18594.0,18886.0,19016.0,19160.0,19198.0,19200.0,19306.0,19381.0,19521.0,19690.0,20145.0
9406,21995.0,24076.0,24076.0,24534.0,24913.0,25123.0,24463.0,26086.0,26672.0,27054.0,27222.0,27532.0,27428.0,26984.0,27216.0,27706.0,28541.0,28560.0
9407,12458.0,12506.0,12563.0,12791.0,13059.0,13272.0,13409.0,13486.0,13487.0,13590.0,13608.0,13611.0,13533.0,13573.0,13759.0,14018.0,14384.0,14626.0
