ZE2020,year,month,sitadel_monthly_surface_autorisee,sitadel_monthly_surface_commencee
1115,2025,7,25499,2133
2401,2025,7,8959,3517
2402,2025,7,14588,939
2403,2025,7,9866,4255
2404,2025,7,1814,1176
2405,2025,7,114190,4046
2406,2025,7,332,1124
2407,2025,7,9856,949
2408,2025,7,1301,7278
2409,2025,7,1634,731
2410,2025,7,12846,37503
2411,2025,7,2948,37
2412,2025,7,1307,2346
2413,2025,7,10487,21595
2414,2025,7,4057,2644
2415,2025,7,6673,79
2701,2025,7,83,296
2702,2025,7,10660,6416
2703,2025,7,501,0
2704,2025,7,4341,343
2705,2025,7,4294,4621
2706,2025,7,10438,11046
2707,2025,7,12416,6596
2708,2025,7,5985,660
2709,2025,7,1252,918
2710,2025,7,4925,2173
2711,2025,7,6039,5591
2712,2025,7,9690,2867
2713,2025,7,12741,9747
2714,2025,7,1667,816
2715,2025,7,6627,3485
2716,2025,7,1700,999
2717,2025,7,3749,0
2718,2025,7,12337,5347
2801,2025,7,1621,369
2802,2025,7,919,834
2803,2025,7,358743,576
2804,2025,7,44935,24646
2805,2025,7,18275,2300
2806,2025,7,8060,2928
2807,2025,7,7255,3015
2808,2025,7,5891,1824
2809,2025,7,4795,2392
2810,2025,7,4982,4043
2811,2025,7,5312,298
2812,2025,7,2530,2569
2813,2025,7,12621,10398
2814,2025,7,2704,5071
2815,2025,7,66638,5626
2816,2025,7,13764,2619
2817,2025,7,1434,485
2818,2025,7,2263,2444
2819,2025,7,7560,2166
3201,2025,7,4706,930
3202,2025,7,11239,6099
3203,2025,7,8967,4952
3204,2025,7,1692,3037
3205,2025,7,18889,11940
3206,2025,7,1773,8926
3207,2025,7,6019,55
3208,2025,7,2734,76
3209,2025,7,6257,194
3210,2025,7,2755,562
3211,2025,7,2311,18221
3212,2025,7,133310,2462
3213,2025,7,19415,3494
3214,2025,7,802,4560
3215,2025,7,60172,11554
3216,2025,7,46773,27001
3217,2025,7,4304,4791
3218,2025,7,29859,4752
3219,2025,7,6754,1530
3220,2025,7,13529,48
3221,2025,7,26036,589
3222,2025,7,3943,33248
4401,2025,7,2213,0
4402,2025,7,5098,45
4403,2025,7,7293,727
4404,2025,7,30708,2337
4405,2025,7,6438,3719
4406,2025,7,17824,4495
4407,2025,7,5686,1181
4408,2025,7,1079,1246
4409,2025,7,7220,1385
4410,2025,7,11573,16583
4411,2025,7,10402,63299
4412,2025,7,16328,36044
4413,2025,7,18435,3362
4414,2025,7,800,303
4415,2025,7,6528,168
4416,2025,7,3984,1016
4417,2025,7,1487,708
4418,2025,7,1820,1537
4419,2025,7,5377,983
4420,2025,7,5767,225
4421,2025,7,2150,290
4422,2025,7,1665,6430
4423,2025,7,31925,24804
4424,2025,7,78297,1866
4425,2025,7,10310,3425
4426,2025,7,8337,6247
4427,2025,7,2315,362
5201,2025,7,6066,7790
5202,2025,7,48858,10717
5203,2025,7,17071,4559
5204,2025,7,6885,257
5205,2025,7,2531,2639
5206,2025,7,7044,664
5207,2025,7,23475,4835
5208,2025,7,566,330
5209,2025,7,1738,973
5210,2025,7,13850,5034
5211,2025,7,2016,854
5212,2025,7,14148,7648
5213,2025,7,11284,3172
5214,2025,7,9525,4557
5215,2025,7,3145,1717
5216,2025,7,74689,70563
5217,2025,7,2820,2564
5218,2025,7,11849,10507
5219,2025,7,11490,4840
5220,2025,7,3889,455
5221,2025,7,3188,66
5301,2025,7,1811,6270
5302,2025,7,20593,10308
5303,2025,7,9539,1338
5304,2025,7,4940,1766
5305,2025,7,3265,1286
5306,2025,7,7383,2162
5307,2025,7,4244,3145
5308,2025,7,7664,1059
5309,2025,7,21042,12396
5310,2025,7,2645,5927
5311,2025,7,3874,1353
5312,2025,7,10455,7665
5313,2025,7,39495,6766
5314,2025,7,7228,1452
5315,2025,7,39260,7707
5316,2025,7,6680,5552
5317,2025,7,8521,3578
5318,2025,7,26187,15433
5319,2025,7,2945,9293
7501,2025,7,24536,21890
7502,2025,7,12519,6893
7503,2025,7,21636,6671
7504,2025,7,3268,110
7505,2025,7,63794,21801
7506,2025,7,7396,12175
7507,2025,7,4346,2656
7508,2025,7,10517,536
7509,2025,7,18858,14525
7510,2025,7,14528,4070
7511,2025,7,4488,4794
7512,2025,7,1656,3046
7513,2025,7,31526,1151
7514,2025,7,3581,2030
7515,2025,7,3017,642
7516,2025,7,6995,4483
7517,2025,7,18992,1575
7518,2025,7,12176,2483
7519,2025,7,9245,4995
7520,2025,7,10474,2091
7521,2025,7,8228,575
7522,2025,7,6942,3577
7523,2025,7,6480,5161
7524,2025,7,8413,7676
7525,2025,7,13455,116
7526,2025,7,1770,1113
7527,2025,7,3789,76
7528,2025,7,9521,847
7529,2025,7,6561,1509
7530,2025,7,19997,1826
7531,2025,7,7012,2001
7532,2025,7,5193,335
7601,2025,7,6719,1773
7602,2025,7,16560,2889
7603,2025,7,15083,1270
7604,2025,7,17830,799
7605,2025,7,3590,933
7606,2025,7,15093,23239
7607,2025,7,8194,518
7608,2025,7,7270,3411
7609,2025,7,7505,3926
7610,2025,7,4098,5043
7611,2025,7,11004,1382
7612,2025,7,13041,1582
7613,2025,7,3355,1805
7614,2025,7,4805,1735
7615,2025,7,21022,6930
7616,2025,7,72360,5592
7617,2025,7,3377,1788
7618,2025,7,7441,1078
7619,2025,7,17052,0
7620,2025,7,32026,4268
7621,2025,7,32035,6175
7622,2025,7,7495,6366
7623,2025,7,5387,729
7624,2025,7,7681,3629
7625,2025,7,65275,33386
8401,2025,7,11117,21587
8402,2025,7,2705,3066
8403,2025,7,5227,2156
8404,2025,7,1063,0
8405,2025,7,6780,243
8406,2025,7,21211,21728
8407,2025,7,10866,10813
8408,2025,7,22027,31186
8409,2025,7,14183,9887
8410,2025,7,3381,1490
8411,2025,7,2403,342
8412,2025,7,605,6059
8413,2025,7,24578,19790
8414,2025,7,911,1569
8415,2025,7,7283,1492
8416,2025,7,18095,4352
8417,2025,7,1193,3591
8418,2025,7,3012,29
8419,2025,7,7162,3315
8420,2025,7,7346,200
8421,2025,7,90170,116176
8422,2025,7,6597,2237
8423,2025,7,16523,848
8424,2025,7,1439,4237
8425,2025,7,1351,0
8426,2025,7,5894,4873
8427,2025,7,5666,316
8428,2025,7,34947,9297
8429,2025,7,8652,5524
8430,2025,7,1594,225
8431,2025,7,10245,57624
8432,2025,7,4422,4654
8433,2025,7,14337,6952
8434,2025,7,20754,473
8435,2025,7,8139,11950
9301,2025,7,28575,9112
9302,2025,7,136,0
9303,2025,7,2422,837
9304,2025,7,8398,12763
9305,2025,7,4802,16019
9306,2025,7,29676,2519
9307,2025,7,6002,3755
9308,2025,7,3692,710
9309,2025,7,4169,14
9310,2025,7,4708,497
9311,2025,7,3744,3249
9312,2025,7,27157,31319
9313,2025,7,12719,1805
9314,2025,7,940,0
9315,2025,7,4305,415
9316,2025,7,83,187
9317,2025,7,13249,1320
9318,2025,7,41048,550
9401,2025,7,2755,3072
9402,2025,7,151,2394
9403,2025,7,311,1171
9404,2025,7,909,0
9405,2025,7,0,0
9406,2025,7,8917,0
9407,2025,7,167,1400
0051,2025,8,10876,4957
0052,2025,8,5633,49990
0053,2025,8,7321,4015
0054,2025,8,22335,1795
0055,2025,8,2894,8095
0056,2025,8,717,3427
0057,2025,8,4380,0
0058,2025,8,336,523
0059,2025,8,8239,1995
0060,2025,8,2645,17
0061,2025,8,80,485
0062,2025,8,4069,323
0063,2025,8,8843,1329
0064,2025,8,5351,2016
0101,2025,8,0,0
0102,2025,8,988,0
0103,2025,8,12,67
0104,2025,8,2922,3
0105,2025,8,36,0
0201,2025,8,0,0
0202,2025,8,5228,6484
0203,2025,8,0,0
0204,2025,8,1711,40
0205,2025,8,230,0
0206,2025,8,150,0
0301,2025,8,1003,144
0302,2025,8,166,175
0303,2025,8,515,0
0401,2025,8,5464,12267
0402,2025,8,1375,1678
0403,2025,8,1694,0
0404,2025,8,17441,1215
0601,2025,8,800,4293
1101,2025,8,6993,9969
1102,2025,8,1298,110
1103,2025,8,1005,0
1104,2025,8,4959,2749
1105,2025,8,5890,960
1106,2025,8,13450,17429
1107,2025,8,3856,218
1108,2025,8,1607,12
1109,2025,8,167637,21436
1110,2025,8,79845,4742
1111,2025,8,5211,577
1112,2025,8,3210,131691
1113,2025,8,18280,11716
1114,2025,8,27230,46924
1115,2025,8,28057,12303
2401,2025,8,5935,7235
2402,2025,8,15019,4741
2403,2025,8,30434,374
2404,2025,8,0,3236
2405,2025,8,4549,2078
2406,2025,8,688,405
2407,2025,8,4281,1043
2408,2025,8,14713,501
2409,2025,8,31792,1321
2410,2025,8,29092,108414
2411,2025,8,2026,1982
2412,2025,8,3536,644
2413,2025,8,5961,6158
2414,2025,8,46090,1426
2415,2025,8,510,0
2701,2025,8,4040,0
2702,2025,8,2734,288
2703,2025,8,474,632
2704,2025,8,17181,3286
2705,2025,8,996,2297
2706,2025,8,8812,6717
2707,2025,8,21659,2745
2708,2025,8,195,1029
2709,2025,8,1908,0
2710,2025,8,143,5622
2711,2025,8,5255,1152
2712,2025,8,1071,7461
2713,2025,8,10603,1937
2714,2025,8,2574,1005
2715,2025,8,11668,9791
2716,2025,8,5268,4780
2717,2025,8,2231,101
2718,2025,8,6045,4091
2801,2025,8,110,120
2802,2025,8,660,9002
2803,2025,8,2463,19
2804,2025,8,10224,5225
2805,2025,8,4741,5056
2806,2025,8,4606,459
2807,2025,8,13920,2352
2808,2025,8,737,1388
2809,2025,8,4916,2325
2810,2025,8,731,15
2811,2025,8,1277,1320
2812,2025,8,638,0
2813,2025,8,10447,2763
2814,2025,8,180,893
2815,2025,8,27659,15869
2816,2025,8,4579,1568
2817,2025,8,2465,2508
2818,2025,8,0,0
2819,2025,8,6542,1238
3201,2025,8,2725,124
3202,2025,8,10402,3755
3203,2025,8,17229,516
3204,2025,8,8553,819
3205,2025,8,8023,1660
3206,2025,8,2972,3421
3207,2025,8,286,542
3208,2025,8,3579,4432
3209,2025,8,552,551
3210,2025,8,1616,1045
3211,2025,8,5499,864
3212,2025,8,1353,5255
3213,2025,8,14937,9438
3214,2025,8,7792,642
3215,2025,8,14010,2723
3216,2025,8,40097,25464
3217,2025,8,9517,6004
3218,2025,8,36652,16981
3219,2025,8,8055,4943
3220,2025,8,51868,8313
3221,2025,8,10055,2667
3222,2025,8,20414,12146
4401,2025,8,358,1204
4402,2025,8,4935,368
4403,2025,8,6600,713
4404,2025,8,2964,2687
4405,2025,8,2684,1853
4406,2025,8,5043,374
4407,2025,8,4435,16224
4408,2025,8,438,2223
4409,2025,8,13086,10184
4410,2025,8,15221,9720
4411,2025,8,8873,6775
4412,2025,8,65243,5292
4413,2025,8,20284,5851
4414,2025,8,4539,973
4415,2025,8,458,2071
4416,2025,8,1383,3324
4417,2025,8,892,1951
4418,2025,8,1026,926
4419,2025,8,2316,1827
4420,2025,8,3780,3134
4421,2025,8,2829,1322
4422,2025,8,1093,741
4423,2025,8,14684,11144
4424,2025,8,4616,2535
4425,2025,8,4133,1994
4426,2025,8,12113,439
4427,2025,8,2394,932
5201,2025,8,10140,172
5202,2025,8,32490,11807
5203,2025,8,6101,1998
5204,2025,8,198,4064
5205,2025,8,5394,1179
5206,2025,8,17523,25935
5207,2025,8,7687,1705
5208,2025,8,3083,0
5209,2025,8,4452,1461
5210,2025,8,10489,4489
5211,2025,8,16620,6242
5212,2025,8,11338,17056
5213,2025,8,2308,3903
5214,2025,8,4705,1505
5215,2025,8,6724,18399
5216,2025,8,73775,20829
5217,2025,8,1936,271
5218,2025,8,3473,3216
5219,2025,8,11400,8351
5220,2025,8,676,2026
5221,2025,8,3544,2035
5301,2025,8,3012,1310
5302,2025,8,28613,28043
5303,2025,8,16365,5111
5304,2025,8,6030,1775
5305,2025,8,61023,3079
5306,2025,8,4005,773
5307,2025,8,1622,1232
5308,2025,8,21001,21398
5309,2025,8,7210,4004
5310,2025,8,19342,9135
5311,2025,8,1739,1031
5312,2025,8,26036,3735
5313,2025,8,15386,3484
5314,2025,8,2245,788
5315,2025,8,33290,10065
5316,2025,8,9287,1560
5317,2025,8,3560,789
5318,2025,8,10267,3652
5319,2025,8,4844,691
7501,2025,8,1460,3463
7502,2025,8,37648,963
7503,2025,8,20827,7035
7504,2025,8,1816,2205
7505,2025,8,33921,14037
7506,2025,8,9786,2513
7507,2025,8,2386,1385
7508,2025,8,3709,2803
7509,2025,8,17042,1337
7510,2025,8,3941,45270
7511,2025,8,2631,793
7512,2025,8,12126,2743
7513,2025,8,1294,4560
7514,2025,8,1831,1510
7515,2025,8,732,880
7516,2025,8,3917,2332
7517,2025,8,4135,15339
7518,2025,8,16966,10794
7519,2025,8,2743,379
7520,2025,8,5661,8547
7521,2025,8,2120,1758
7522,2025,8,9614,864
7523,2025,8,6397,9436
7524,2025,8,1691,4091
7525,2025,8,1375,120
7526,2025,8,2095,1527
7527,2025,8,4007,701
7528,2025,8,8494,736
7529,2025,8,3121,444
7530,2025,8,1843,736
7531,2025,8,2800,6518
7532,2025,8,1310,2189
7601,2025,8,164,4118
7602,2025,8,14269,1251
7603,2025,8,7327,5636
7604,2025,8,17019,3056
7605,2025,8,4610,99
7606,2025,8,3431,4675
7607,2025,8,734,125
7608,2025,8,28893,2666
7609,2025,8,5693,1186
7610,2025,8,12237,4493
7611,2025,8,9934,4646
7612,2025,8,9712,1919
7613,2025,8,3831,1055
7614,2025,8,2014,946
7615,2025,8,9107,821
7616,2025,8,50539,6089
7617,2025,8,5981,2041
7618,2025,8,7656,2252
7619,2025,8,1799,260
7620,2025,8,22328,11673
7621,2025,8,7050,2106
7622,2025,8,4160,5332
7623,2025,8,2658,1988
7624,2025,8,8033,805
7625,2025,8,41837,18360
8401,2025,8,19064,6654
8402,2025,8,4755,1937
8403,2025,8,3551,1973
8404,2025,8,26,537
8405,2025,8,9087,3086
8406,2025,8,7229,1360
8407,2025,8,7402,1351
8408,2025,8,16155,20985
8409,2025,8,13579,13280
8410,2025,8,6631,288
8411,2025,8,0,216
8412,2025,8,6063,1949
8413,2025,8,2017,2149
8414,2025,8,3123,0
8415,2025,8,3710,1258
8416,2025,8,18176,11970
8417,2025,8,1442,789
8418,2025,8,1339,747
8419,2025,8,766,107
8420,2025,8,2158,2227
8421,2025,8,27217,17847
8422,2025,8,977,806
8423,2025,8,2263,433
8424,2025,8,3933,430
8425,2025,8,128,1052
8426,2025,8,8605,403
8427,2025,8,420,0
8428,2025,8,18937,2229
8429,2025,8,6288,0
8430,2025,8,524,0
8431,2025,8,3062,2803
8432,2025,8,5506,725
8433,2025,8,5220,1570
8434,2025,8,6877,3044
8435,2025,8,9121,7488
9301,2025,8,12163,172
9302,2025,8,1220,610
9303,2025,8,934,6382
9304,2025,8,12670,392
9305,2025,8,3469,35
9306,2025,8,2932,2587
9307,2025,8,3382,454
9308,2025,8,4850,1676
9309,2025,8,1315,1610
9310,2025,8,3512,669
9311,2025,8,3630,614
9312,2025,8,8255,10711
9313,2025,8,22006,1617
9314,2025,8,363,882
9315,2025,8,12542,2614
9316,2025,8,678,21
9317,2025,8,299,600
9318,2025,8,6972,613
9401,2025,8,830,50
9402,2025,8,4012,1598
9403,2025,8,1372,167
9404,2025,8,0,0
9405,2025,8,9,952
9406,2025,8,9,2082
9407,2025,8,5310,0
0051,2025,9,11665,1879
0052,2025,9,13266,2955
0053,2025,9,6370,16852
0054,2025,9,6802,10226
0055,2025,9,2538,1925
0056,2025,9,3378,2040
0057,2025,9,5647,6955
0058,2025,9,7171,1238
0059,2025,9,10162,4199
0060,2025,9,3095,1537
0061,2025,9,2731,2481
0062,2025,9,5216,7907
0063,2025,9,8459,2315
0064,2025,9,2657,5391
0101,2025,9,0,0
0102,2025,9,3390,0
0103,2025,9,57,0
0104,2025,9,24587,7422
0105,2025,9,3165,0
0201,2025,9,729,870
0202,2025,9,2235,3041
0203,2025,9,0,549
0204,2025,9,8,55
0205,2025,9,16,0
0206,2025,9,42,0
0301,2025,9,589,237
0302,2025,9,3014,1988
0303,2025,9,124,0
0401,2025,9,1287,479
0402,2025,9,24930,9266
0403,2025,9,552,7246
0404,2025,9,13972,13073
0601,2025,9,11077,0
1101,2025,9,3517,3338
1102,2025,9,42923,5065
1103,2025,9,4145,749
1104,2025,9,13327,16429
1105,2025,9,4513,5186
1106,2025,9,9646,1588
1107,2025,9,11028,2250
1108,2025,9,3668,1229
1109,2025,9,359108,72999
1110,2025,9,3823,1256
1111,2025,9,2170,612
1112,2025,9,107949,14432
1113,2025,9,9901,23006
1114,2025,9,53784,33413
1115,2025,9,12975,4001
2401,2025,9,6393,11188
2402,2025,9,12314,3327
2403,2025,9,4396,1849
2404,2025,9,1261,1538
2405,2025,9,8543,6033
2406,2025,9,3369,2470
2407,2025,9,1321,13410
2408,2025,9,3215,238
2409,2025,9,3869,6091
2410,2025,9,15363,11764
2411,2025,9,30258,1256
2412,2025,9,4768,1631
2413,2025,9,26070,20510
2414,2025,9,2485,0
2415,2025,9,1727,8
2701,2025,9,2549,48
2702,2025,9,8051,5358
2703,2025,9,5469,1152
2704,2025,9,1119,2137
2705,2025,9,3594,4058
2706,2025,9,7472,8325
2707,2025,9,414,3661
2708,2025,9,6080,2920
2709,2025,9,3196,287
2710,2025,9,1274,850
2711,2025,9,14512,6982
2712,2025,9,1007,698
2713,2025,9,4684,3290
2714,2025,9,1011,485
2715,2025,9,3518,7354
2716,2025,9,1731,1779
2717,2025,9,2769,1024
2718,2025,9,6053,1940
2801,2025,9,5535,457
2802,2025,9,88,2764
2803,2025,9,459,169
2804,2025,9,30072,21199
2805,2025,9,6208,8807
2806,2025,9,1862,1513
2807,2025,9,7905,9064
2808,2025,9,18070,2675
2809,2025,9,815,1075
2810,2025,9,562,12318
2811,2025,9,2843,3744
2812,2025,9,2085,2147
2813,2025,9,43823,2882
2814,2025,9,7365,879
2815,2025,9,34699,17654
2816,2025,9,3067,5199
2817,2025,9,2454,5872
2818,2025,9,2980,1451
2819,2025,9,32030,8121
3201,2025,9,1949,2885
3202,2025,9,69191,11545
3203,2025,9,16012,4422
3204,2025,9,2399,947
3205,2025,9,10043,5221
3206,2025,9,898,11667
3207,2025,9,71842,22557
3208,2025,9,7627,474
3209,2025,9,8064,936
3210,2025,9,2332,1330
3211,2025,9,973,78
3212,2025,9,4359,1124
3213,2025,9,22749,16922
3214,2025,9,12,375
3215,2025,9,8694,17483
3216,2025,9,47119,33946
3217,2025,9,16213,2332
3218,2025,9,8380,9704
3219,2025,9,17020,7467
3220,2025,9,17284,6050
3221,2025,9,10524,27272
3222,2025,9,3141,5195
4401,2025,9,865,8254
4402,2025,9,2428,921
4403,2025,9,4497,1269
4404,2025,9,23666,18356
4405,2025,9,49760,9593
4406,2025,9,6886,2218
4407,2025,9,15638,6318
4408,2025,9,963,2322
4409,2025,9,7349,5854
4410,2025,9,21514,5644
4411,2025,9,8984,3607
4412,2025,9,33796,33781
4413,2025,9,33938,33049
4414,2025,9,1023,331
4415,2025,9,697,2540
4416,2025,9,4208,1389
4417,2025,9,4025,531
4418,2025,9,2867,24
4419,2025,9,2439,1242
4420,2025,9,2281,182
4421,2025,9,2453,540
4422,2025,9,6264,5813
4423,2025,9,45547,13799
4424,2025,9,6774,9703
4425,2025,9,3402,5448
4426,2025,9,7935,1356
4427,2025,9,5287,81
5201,2025,9,2803,8409
5202,2025,9,14279,20215
5203,2025,9,6653,7633
5204,2025,9,4764,2498
5205,2025,9,941,637
5206,2025,9,11891,17843
5207,2025,9,9618,5309
5208,2025,9,2514,89
5209,2025,9,198,1829
5210,2025,9,21985,13770
5211,2025,9,10241,3061
5212,2025,9,9125,8196
5213,2025,9,32986,25972
5214,2025,9,11066,9748
5215,2025,9,1070,7598
5216,2025,9,99172,42695
5217,2025,9,4812,392
5218,2025,9,6608,5630
5219,2025,9,4416,45836
5220,2025,9,6508,4165
5221,2025,9,1626,1595
5301,2025,9,3431,2694
5302,2025,9,16154,4564
5303,2025,9,8460,996
5304,2025,9,741,2054
5305,2025,9,11639,3621
5306,2025,9,5750,459
5307,2025,9,6450,6326
5308,2025,9,2508,425
5309,2025,9,9794,5367
5310,2025,9,13270,7063
5311,2025,9,11565,8884
5312,2025,9,5468,9722
5313,2025,9,23378,9165
5314,2025,9,7426,22648
5315,2025,9,79587,31922
5316,2025,9,18440,8185
5317,2025,9,9533,4306
5318,2025,9,18475,14093
5319,2025,9,5947,5902
7501,2025,9,4836,1810
7502,2025,9,1800,11049
7503,2025,9,12490,16027
7504,2025,9,4023,3564
7505,2025,9,72159,48090
7506,2025,9,11998,2462
7507,2025,9,4205,2861
7508,2025,9,495,5084
7509,2025,9,11914,10359
7510,2025,9,15872,6741
7511,2025,9,4338,3309
7512,2025,9,17727,9854
7513,2025,9,24241,7958
7514,2025,9,1709,1563
7515,2025,9,6868,319
7516,2025,9,3299,11460
7517,2025,9,5087,11947
7518,2025,9,51883,34009
7519,2025,9,5390,4956
7520,2025,9,6117,5222
7521,2025,9,6709,1705
7522,2025,9,26829,1567
7523,2025,9,4922,2284
7524,2025,9,21355,5044
7525,2025,9,358,305
7526,2025,9,8155,2057
7527,2025,9,8101,2264
7528,2025,9,10066,2322
7529,2025,9,1859,5471
7530,2025,9,1126,4662
7531,2025,9,6409,1577
7532,2025,9,11214,82457
7601,2025,9,249,160
7602,2025,9,10738,14577
7603,2025,9,23342,4699
7604,2025,9,37034,7380
7605,2025,9,1149,890
7606,2025,9,8206,10344
7607,2025,9,3405,1571
7608,2025,9,7209,26666
7609,2025,9,4186,4235
7610,2025,9,3973,7930
7611,2025,9,9776,4498
7612,2025,9,20109,6377
7613,2025,9,1431,437
7614,2025,9,5495,2517
7615,2025,9,13843,9087
7616,2025,9,28822,7612
7617,2025,9,10316,1208
7618,2025,9,9654,1505
7619,2025,9,21596,1585
7620,2025,9,30058,6233
7621,2025,9,18413,16620
7622,2025,9,8002,4832
7623,2025,9,7337,1357
7624,2025,9,12839,2162
7625,2025,9,62849,25132
8401,2025,9,11848,5271
8402,2025,9,3116,2400
8403,2025,9,8941,2312
8404,2025,9,4175,53
8405,2025,9,13128,17679
8406,2025,9,18686,6317
8407,2025,9,4749,4965
8408,2025,9,20901,9085
8409,2025,9,15289,15799
8410,2025,9,4213,824
8411,2025,9,1244,1212
8412,2025,9,4481,90
8413,2025,9,6034,2508
8414,2025,9,6664,2103
8415,2025,9,5795,1287
8416,2025,9,22772,16439
8417,2025,9,6690,3109
8418,2025,9,3046,2204
8419,2025,9,7620,5140
8420,2025,9,1794,1321
8421,2025,9,77536,60321
8422,2025,9,3267,402
8423,2025,9,2383,2161
8424,2025,9,8346,3530
8425,2025,9,517,168
8426,2025,9,2545,55316
8427,2025,9,7294,760
8428,2025,9,32798,19627
8429,2025,9,4626,2805
8430,2025,9,896,3335
8431,2025,9,15184,8285
8432,2025,9,10841,6154
8433,2025,9,13477,2564
8434,2025,9,16015,7442
8435,2025,9,9060,12396
9301,2025,9,17584,4099
9302,2025,9,1060,538
9303,2025,9,4888,4365
9304,2025,9,3267,3048
9305,2025,9,47135,1673
9306,2025,9,6179,11986
9307,2025,9,3177,1006
9308,2025,9,2831,6322
9309,2025,9,2577,7515
9310,2025,9,12034,1009
9311,2025,9,3677,4981
9312,2025,9,83677,15830
9313,2025,9,8318,8404
9314,2025,9,50,1489
9315,2025,9,3654,6571
9316,2025,9,407,1713
9317,2025,9,2937,1079
9318,2025,9,8975,10632
9401,2025,9,2054,3341
9402,2025,9,16532,1714
9403,2025,9,166,2831
9404,2025,9,3843,223
9405,2025,9,0,0
9406,2025,9,3106,0
9407,2025,9,44,618
0051,2025,10,3943,13484
0052,2025,10,2008,2329
0053,2025,10,31998,7979
0054,2025,10,6776,16219
0055,2025,10,10227,1732
0056,2025,10,2307,844
0057,2025,10,4108,2715
0058,2025,10,3786,891
0059,2025,10,3069,4111
0060,2025,10,9292,7766
0061,2025,10,146,2104
0062,2025,10,4404,8054
0063,2025,10,7908,5910
0064,2025,10,4861,1563
0101,2025,10,509,0
0102,2025,10,153,77
0103,2025,10,0,0
0104,2025,10,12149,2145
0105,2025,10,318,0
0201,2025,10,156,0
0202,2025,10,13197,2548
0203,2025,10,43,0
0204,2025,10,795,0
0205,2025,10,100,0
0206,2025,10,888,1065
0301,2025,10,6325,120
0302,2025,10,1147,0
0303,2025,10,183,0
0401,2025,10,7115,652
0402,2025,10,2708,676
0403,2025,10,5325,3897
0404,2025,10,13824,1626
0601,2025,10,9515,250
1101,2025,10,9905,3770
1102,2025,10,334,393
1103,2025,10,1419,1462
1104,2025,10,60359,3389
1105,2025,10,9989,2008
1106,2025,10,11815,2796
1107,2025,10,8628,985
1108,2025,10,963,3512
1109,2025,10,188685,83415
1110,2025,10,200,3810
1111,2025,10,539,2324
1112,2025,10,16465,50064
1113,2025,10,10328,27953
1114,2025,10,9363,1017
1115,2025,10,14273,1722
2401,2025,10,13965,3556
2402,2025,10,15645,3187
2403,2025,10,12812,12262
2404,2025,10,37234,831
2405,2025,10,2578,3573
2406,2025,10,1598,1370
2407,2025,10,3468,849
2408,2025,10,4907,711
2409,2025,10,5111,388
2410,2025,10,3246,16239
2411,2025,10,3708,2548
2412,2025,10,2761,357
2413,2025,10,19397,1642
2414,2025,10,2202,1619
2415,2025,10,611,5281
2701,2025,10,95,19
2702,2025,10,4765,1202
2703,2025,10,3448,15
2704,2025,10,2592,1827
2705,2025,10,1442,5036
2706,2025,10,10679,3986
2707,2025,10,6739,7602
2708,2025,10,3080,2875
2709,2025,10,714,0
2710,2025,10,13268,6152
2711,2025,10,11076,6642
2712,2025,10,2063,130
2713,2025,10,5244,2977
2714,2025,10,9804,1119
2715,2025,10,10631,3570
2716,2025,10,5414,72
2717,2025,10,7451,9191
2718,2025,10,3024,5623
2801,2025,10,441,0
2802,2025,10,30951,3223
2803,2025,10,507,292
2804,2025,10,14928,22392
2805,2025,10,2144,7498
2806,2025,10,9602,1944
2807,2025,10,11229,19197
2808,2025,10,10688,437
2809,2025,10,2260,5619
2810,2025,10,6331,5593
2811,2025,10,2532,1022
2812,2025,10,4793,0
2813,2025,10,10247,1547
2814,2025,10,6270,3580
2815,2025,10,23576,17453
2816,2025,10,3890,1342
2817,2025,10,4129,11887
2818,2025,10,2923,0
2819,2025,10,1437,2534
3201,2025,10,24708,1598
3202,2025,10,8952,10016
3203,2025,10,7441,1911
3204,2025,10,1479,10
3205,2025,10,10662,775
3206,2025,10,8714,492
3207,2025,10,2160,388
3208,2025,10,9240,2283
3209,2025,10,2737,8
3210,2025,10,49738,9019
3211,2025,10,21,1427
3212,2025,10,8883,7534
3213,2025,10,275125,7017
3214,2025,10,700,6437
3215,2025,10,9386,19075
3216,2025,10,43944,46789
3217,2025,10,2878,885
3218,2025,10,7597,5603
3219,2025,10,16775,14127
3220,2025,10,6277,4370
3221,2025,10,1269,1905
3222,2025,10,20335,6783
4401,2025,10,394,0
4402,2025,10,5309,939
4403,2025,10,13115,571
4404,2025,10,5499,638
4405,2025,10,11327,1321
4406,2025,10,4082,686
4407,2025,10,11705,3185
4408,2025,10,858,631
4409,2025,10,6776,3270
4410,2025,10,22441,4754
4411,2025,10,54963,26730
4412,2025,10,36690,10882
4413,2025,10,14602,18487
4414,2025,10,1361,1828
4415,2025,10,1651,1105
4416,2025,10,7587,6913
4417,2025,10,3659,829
4418,2025,10,467,628
4419,2025,10,3794,1
4420,2025,10,5225,2114
4421,2025,10,1917,1919
4422,2025,10,1511,7475
4423,2025,10,11218,17998
4424,2025,10,14935,4510
4425,2025,10,25661,2150
4426,2025,10,1028,1278
4427,2025,10,383,9272
5201,2025,10,20484,29095
5202,2025,10,44815,13163
5203,2025,10,7229,13355
5204,2025,10,115,1870
5205,2025,10,5013,1120
5206,2025,10,36047,28137
5207,2025,10,7716,3907
