codgeo,ze2020,bpe_facilities_2023_total
55029,4401,676.0
55031,4427,6.0
55032,4401,4.0
55033,4426,1.0
55034,4421,2.0
55035,4401,7.0
55036,4421,4.0
55037,4421,2.0
55038,4401,5.0
55039,4426,1.0
55040,4401,7.0
55041,4401,9.0
55042,4426,18.0
55043,4426,121.0
55044,4401,2.0
55045,4426,19.0
55046,4426,3.0
55047,4426,7.0
55048,4426,1.0
55049,4401,12.0
55050,4426,1.0
55051,4401,6.0
55053,4426,10.0
55054,4426,4.0
55055,4426,1.0
55057,4426,2.0
55058,4401,4.0
55059,4401,4.0
55060,4426,18.0
55061,4401,5.0
55062,4426,2.0
55063,4424,56.0
55064,4426,3.0
55065,4426,5.0
55066,4401,5.0
55067,4401,4.0
55068,4426,1.0
55069,4401,3.0
55070,4426,4.0
55071,4426,3.0
55072,4426,5.0
55073,4426,31.0
55075,4427,5.0
55076,4426,2.0
55077,4421,3.0
55078,4421,10.0
55079,4401,19.0
55080,4412,3.0
55081,4401,2.0
55082,4426,1.0
55083,4421,4.0
55084,4401,2.0
55085,4426,4.0
55087,4401,7.0
55088,4412,6.0
55089,4401,1.0
55093,4426,7.0
55094,4426,14.0
55095,4421,5.0
55096,4426,5.0
55097,4412,9.0
55099,4426,3.0
55100,4412,4.0
55101,4401,9.0
55102,4426,21.0
55103,4426,1.0
55104,4401,4.0
55105,4426,6.0
55106,4426,3.0
55107,4426,1.0
55108,4401,9.0
55109,4421,4.0
55110,4421,7.0
55111,4426,25.0
55113,4426,4.0
55114,4401,8.0
55115,4421,1.0
55116,4426,3.0
55117,4426,80.0
55118,4421,1.0
55119,4421,2.0
55120,4401,19.0
55121,4426,6.0
55122,4401,297.0
55123,4401,16.0
55124,4426,19.0
55125,4401,19.0
55127,4426,3.0
55128,4401,1.0
55129,4426,4.0
55132,4427,50.0
55133,4401,3.0
55134,4401,4.0
55137,4426,1.0
55138,4401,3.0
55139,4426,1.0
55140,4421,1.0
55141,4401,1.0
55142,4401,5.0
55143,4426,4.0
55144,4401,23.0
55145,4426,53.0
55146,4426,5.0
55148,4401,4.0
55149,4421,6.0
55150,4401,11.0
55153,4426,6.0
55154,4426,63.0
55155,4426,22.0
55156,4424,5.0
55157,4426,1.0
55158,4426,19.0
55159,4426,12.0
55160,4426,2.0
55162,4426,1.0
55163,4426,2.0
55165,4421,24.0
55166,4426,30.0
55167,4421,37.0
55168,4426,1.0
55169,4421,12.0
55170,4426,2.0
55171,4426,15.0
55172,4426,3.0
55173,4412,1.0
55174,4426,2.0
55175,4401,7.0
55177,4401,7.0
55178,4401,4.0
55179,4401,2.0
55180,4426,4.0
55181,4426,151.0
55182,4426,1.0
55183,4426,1.0
55184,4412,32.0
55185,4401,3.0
55186,4401,80.0
55188,4421,1.0
55189,4426,1.0
55191,4426,8.0
55192,4426,1.0
55193,4426,3.0
55194,4401,1.0
55195,4401,2.0
55196,4426,5.0
55197,4426,7.0
55198,4426,64.0
55199,4426,2.0
55200,4426,6.0
55201,4426,3.0
55202,4426,7.0
55204,4426,9.0
55206,4426,3.0
55207,4401,1.0
55208,4421,2.0
55210,4401,2.0
55211,4426,1.0
55212,4426,3.0
55214,4401,9.0
55215,4401,64.0
55216,4426,2.0
55217,4401,4.0
55218,4426,1.0
55219,4426,4.0
55220,4401,1.0
55221,4401,7.0
55222,4426,2.0
55224,4401,15.0
55225,4421,5.0
55226,4421,2.0
55228,4426,17.0
55229,4426,3.0
55232,4426,6.0
55236,4426,52.0
55237,4426,11.0
55239,4426,1.0
55241,4426,2.0
55242,4426,4.0
55243,4426,4.0
55244,4426,4.0
55245,4426,14.0
55246,4401,8.0
55247,4401,1.0
55248,4401,16.0
55250,4421,11.0
55251,4426,4.0
55252,4421,7.0
55253,4426,23.0
55254,4426,4.0
55255,4421,6.0
55256,4426,1.0
55257,4426,3.0
55258,4412,19.0
55260,4426,2.0
55261,4427,3.0
55262,4421,9.0
55263,4426,7.0
55264,4426,6.0
55265,4426,5.0
55266,4426,1.0
55267,4426,15.0
55268,4426,32.0
55269,4426,4.0
55270,4412,1.0
55271,4401,7.0
55272,4401,17.0
55274,4426,7.0
55275,4421,3.0
55276,4426,6.0
55278,4401,6.0
55279,4421,15.0
55280,4426,2.0
55281,4426,2.0
55282,4401,1.0
55284,4401,2.0
55285,4426,4.0
55286,4426,4.0
55288,4401,44.0
55289,4401,1.0
55290,4401,4.0
55291,4401,145.0
55292,4421,3.0
55293,4421,3.0
55295,4401,1.0
55296,4401,28.0
55297,4426,3.0
55298,4401,11.0
55299,4426,3.0
55300,4401,4.0
55301,4401,6.0
55302,4401,39.0
55303,4426,1.0
55304,4401,8.0
55306,4421,4.0
55307,4426,1.0
55310,4421,3.0
55311,4426,2.0
55312,4426,7.0
55313,4426,1.0
55315,4401,7.0
55316,4426,13.0
55317,4426,2.0
55320,4426,1.0
55321,4426,4.0
55322,4401,1.0
55323,4421,2.0
55324,4421,32.0
55325,4426,2.0
55326,4401,3.0
55327,4401,6.0
55328,4412,9.0
55329,4401,2.0
55330,4401,2.0
55331,4401,1.0
55332,4401,3.0
55333,4426,4.0
55334,4401,6.0
55335,4401,11.0
55336,4424,5.0
55338,4421,2.0
55339,4426,3.0
55340,4401,15.0
55341,4426,5.0
55343,4426,2.0
55344,4412,2.0
55345,4421,2.0
55346,4426,14.0
55347,4426,13.0
55348,4401,20.0
55349,4421,4.0
55350,4412,3.0
55351,4421,114.0
55352,4401,12.0
55353,4426,4.0
55355,4426,5.0
55356,4426,3.0
55357,4426,4.0
55358,4401,4.0
55359,4401,9.0
55360,4426,1.0
55361,4426,2.0
55362,4421,4.0
55363,4426,4.0
55364,4421,14.0
55365,4421,2.0
55366,4401,16.0
55367,4426,3.0
55368,4401,8.0
55369,4401,17.0
55370,4401,6.0
55371,4401,1.0
55372,4401,8.0
55373,4401,2.0
55374,4401,7.0
55375,4421,4.0
55376,4401,2.0
55377,4421,3.0
55378,4401,19.0
55379,4426,4.0
55380,4426,4.0
55381,4412,2.0
55382,4401,9.0
55383,4426,11.0
55384,4401,4.0
55385,4426,10.0
55386,4426,12.0
55387,4426,3.0
55388,4401,4.0
55389,4426,6.0
55391,4421,5.0
55394,4426,1.0
55395,4426,1.0
55396,4412,5.0
55397,4412,11.0
55398,4412,60.0
55399,4426,2.0
55400,4426,1.0
55401,4426,9.0
55403,4426,1.0
55404,4401,30.0
55405,4424,2.0
55406,4426,1.0
55407,4401,4.0
55408,4421,3.0
55409,4401,1.0
55410,4421,3.0
55411,4426,4.0
55412,4412,9.0
55414,4401,1.0
55415,4426,1.0
55416,4426,6.0
55419,4426,7.0
55420,4426,4.0
55421,4401,2.0
55422,4426,1.0
55423,4401,12.0
55424,4401,1.0
55425,4421,5.0
55426,4401,5.0
55427,4401,138.0
55428,4426,1.0
55429,4426,1.0
55430,4401,3.0
55431,4412,3.0
55433,4412,12.0
55434,4412,3.0
55435,4401,22.0
55436,4401,2.0
55437,4426,3.0
55438,4421,2.0
55439,4426,1.0
55442,4401,6.0
55443,4426,13.0
55444,4426,8.0
55445,4424,11.0
55446,4401,6.0
55447,4401,11.0
55448,4401,5.0
55449,4426,6.0
55450,4424,2.0
55452,4401,1.0
55453,4426,4.0
55454,4401,6.0
55456,4412,8.0
55457,4426,5.0
55458,4426,7.0
55459,4401,6.0
55460,4426,1.0
55461,4424,12.0
55462,4426,17.0
55463,4426,180.0
55464,4426,7.0
55465,4426,3.0
55466,4401,7.0
55467,4426,20.0
55468,4426,1.0
55469,4421,1.0
55470,4401,9.0
55471,4421,1.0
55472,4401,2.0
55473,4426,1.0
55474,4412,7.0
55475,4412,1.0
55476,4401,33.0
55477,4427,12.0
55479,4401,7.0
55481,4426,10.0
55482,4426,6.0
55484,4426,1.0
55485,4412,3.0
55487,4426,3.0
55488,4401,4.0
55489,4426,4.0
55490,4426,16.0
55492,4426,26.0
55493,4401,5.0
55494,4427,13.0
55495,4424,4.0
55496,4412,31.0
55497,4426,14.0
55498,4426,25.0
55500,4426,56.0
55501,4401,10.0
55502,4421,151.0
55503,4412,3.0
55504,4401,12.0
55505,4426,108.0
55506,4426,1.0
55507,4426,7.0
55508,4421,4.0
55509,4421,6.0
55510,4421,7.0
55511,4421,2.0
55512,4426,7.0
55514,4401,15.0
55515,4426,1.0
55516,4401,26.0
55517,4401,29.0
55518,4401,3.0
55519,4401,44.0
55520,4412,13.0
55521,4426,8.0
55522,4412,2.0
55523,4426,7.0
55525,4426,1.0
55526,4401,5.0
55527,4426,58.0
55528,4426,2.0
55530,4426,2.0
55531,4401,19.0
55532,4401,17.0
55533,4412,96.0
55534,4401,2.0
55535,4426,1.0
55536,4426,1.0
55537,4426,4.0
55540,4426,2.0
55541,4401,13.0
55543,4401,25.0
55544,4421,1.0
55545,4426,809.0
55546,4421,4.0
55547,4421,2.0
55549,4426,3.0
55551,4426,93.0
55552,4421,2.0
55553,4401,25.0
55554,4421,7.0
55555,4401,4.0
55556,4426,1.0
55557,4426,3.0
55559,4401,3.0
55560,4401,4.0
55561,4421,2.0
55562,4401,6.0
55563,4424,2.0
55565,4426,2.0
55566,4426,11.0
55567,4426,2.0
55568,4401,11.0
55569,4401,2.0
55570,4401,15.0
55571,4426,5.0
55572,4426,3.0
55573,4412,63.0
55574,4401,2.0
55575,4401,4.0
55577,4426,5.0
55578,4426,4.0
55579,4426,3.0
55580,4426,1.0
55581,4401,4.0
55582,4421,3.0
55583,4426,8.0
55584,4426,5.0
55586,4412,7.0
56001,0062,143.0
56002,5318,139.0
56003,5318,215.0
56004,5318,76.0
56005,5318,198.0
56006,5311,52.0
56007,5301,966.0
56008,5318,186.0
56009,5301,61.0
56010,5312,274.0
56011,0062,39.0
56012,5311,58.0
56013,5301,194.0
56014,5309,54.0
56015,5318,64.0
56017,5312,80.0
56018,5318,40.0
56019,5312,5.0
56020,5311,31.0
56021,5309,39.0
56022,5318,43.0
56023,5301,225.0
56024,5312,73.0
56025,5307,6.0
56026,5309,108.0
56027,5312,14.0
56028,0062,47.0
56029,5309,29.0
56030,5318,39.0
56031,5301,110.0
56032,5311,47.0
56033,0062,106.0
56034,5301,411.0
56035,5311,34.0
56036,5309,328.0
56039,5312,28.0
56040,5309,87.0
56041,5312,104.0
56042,5318,70.0
56043,5311,31.0
56044,0062,17.0
56045,5318,16.0
56046,5301,181.0
56047,5312,32.0
56048,5303,24.0
56050,5311,16.0
56051,5311,20.0
56052,5318,128.0
56053,5318,214.0
56054,5301,157.0
56055,5301,105.0
56056,5311,4.0
56057,5303,169.0
56058,5318,99.0
56060,0062,30.0
56061,0062,187.0
56062,5309,38.0
56063,5309,70.0
56065,5311,15.0
56066,5303,197.0
56067,5318,216.0
56068,5311,7.0
56069,5309,165.0
56070,5311,72.0
56071,5312,26.0
56072,5312,16.0
56073,5312,118.0
56074,5312,47.0
56075,5311,287.0
56076,5312,31.0
56077,5318,29.0
56078,5309,390.0
56079,5311,37.0
56080,5311,40.0
56081,5314,71.0
56082,5311,8.0
56083,5309,616.0
56084,5318,58.0
56085,5301,22.0
56086,5301,29.0
56087,5318,60.0
56088,5318,41.0
56089,5309,82.0
56090,5309,180.0
56091,5311,153.0
56092,5312,21.0
56093,5312,30.0
56094,5309,202.0
56096,5301,71.0
56097,5301,126.0
56098,5309,827.0
56099,5312,20.0
56100,5303,61.0
56101,5309,226.0
56102,5311,59.0
56103,5311,8.0
56104,5309,21.0
56105,5314,33.0
56106,5318,55.0
56107,5309,303.0
56108,5318,27.0
56109,5318,35.0
56110,5309,19.0
56111,5318,48.0
56112,5311,27.0
56113,5312,20.0
56114,5301,44.0
56115,5318,54.0
56116,5301,92.0
56117,5312,257.0
56118,5309,127.0
56119,5301,122.0
56120,5318,65.0
56121,5309,2743.0
56122,5311,47.0
56123,0062,95.0
56124,5311,182.0
56125,5312,43.0
56126,5318,59.0
56127,5311,130.0
56128,5312,61.0
56129,5307,41.0
56130,5309,113.0
56131,5309,50.0
56132,5318,73.0
56133,5311,22.0
56134,5311,27.0
56135,5318,48.0
56136,5311,21.0
56137,5318,97.0
56139,5311,11.0
56140,5312,120.0
56141,5312,43.0
56143,5318,266.0
56144,5312,96.0
56145,5311,28.0
56146,5312,34.0
56147,5318,230.0
56148,5309,42.0
56149,5318,82.0
56151,5312,138.0
56152,5301,278.0
56153,5318,100.0
56154,0062,66.0
56155,5318,151.0
56156,5312,10.0
56157,5318,79.0
56158,5318,269.0
56159,5311,70.0
56160,5312,39.0
56161,5301,136.0
56162,5309,698.0
56163,5303,64.0
56164,5318,243.0
56165,5311,561.0
56166,5309,257.0
56167,5318,102.0
56168,5301,158.0
56169,5309,198.0
56170,5303,53.0
56171,5318,43.0
56172,5318,108.0
56173,5312,130.0
56174,5312,68.0
56175,5301,88.0
56176,5301,232.0
56177,5301,287.0
56178,5312,702.0
56179,5309,139.0
56180,5311,16.0
56181,5309,116.0
56182,5303,38.0
56184,5318,361.0
56185,5309,299.0
56186,5301,444.0
56188,5309,48.0
56189,5312,33.0
56190,5312,80.0
56191,5311,14.0
56193,5309,153.0
56194,0062,84.0
56195,5318,93.0
56196,5318,56.0
56197,5311,106.0
56198,5312,83.0
56199,5303,19.0
56200,5311,37.0
56201,5303,22.0
56202,5311,14.0
56203,5312,25.0
56204,5312,12.0
56205,5318,26.0
56206,5318,364.0
56207,5312,33.0
56208,5311,10.0
56209,5312,6.0
56210,5309,13.0
56211,5311,20.0
56212,0062,65.0
56213,5312,28.0
56214,5318,109.0
56215,5312,26.0
56216,0062,13.0
56218,0062,21.0
56219,5318,40.0
56220,5309,40.0
56221,0062,50.0
56222,5312,118.0
56223,0062,24.0
56224,5311,12.0
56225,5311,5.0
56226,5311,13.0
56227,5311,10.0
56228,5311,43.0
56229,0062,44.0
56230,0062,23.0
56231,5318,128.0
56232,0062,29.0
56233,5301,84.0
56234,5301,153.0
56236,5311,14.0
56237,5312,51.0
56238,5303,14.0
56239,0062,52.0
56240,5318,442.0
56241,5301,62.0
56242,5312,26.0
56243,5318,380.0
56244,5311,113.0
56245,5312,20.0
56246,5312,55.0
56247,5318,102.0
56248,5318,161.0
56249,5311,75.0
56250,0062,21.0
56251,5318,327.0
56252,5318,45.0
56253,0062,18.0
56254,5318,40.0
56255,5318,67.0
56256,5311,9.0
56257,5311,43.0
56258,5301,171.0
56259,5318,48.0
56260,5318,2989.0
56261,5318,52.0
56262,5318,100.0
56263,5301,103.0
56264,5309,15.0
57001,4424,13.0
57002,4412,3.0
57003,4419,74.0
57004,4416,1.0
57006,4420,25.0
57007,4410,7.0
57008,4416,4.0
57009,4412,1.0
57010,4410,6.0
57011,4420,34.0
57012,4424,145.0
57013,4408,47.0
57014,4416,11.0
57015,4416,19.0
57016,4416,9.0
57017,4410,57.0
57018,4419,6.0
57019,4410,355.0
57020,4410,6.0
57021,4410,48.0
57022,4424,32.0
57024,4410,2.0
57025,4416,15.0
57026,4424,19.0
57027,4416,5.0
57028,4410,55.0
57029,4410,8.0
57030,4410,12.0
57031,4410,42.0
57032,4410,171.0
57033,4419,39.0
57034,4419,2.0
57035,4419,2.0
57036,4412,5.0
57037,4410,6.0
57038,4424,174.0
57039,4410,192.0
57040,4412,13.0
57041,4424,90.0
57042,4419,16.0
57043,4410,51.0
57044,4419,1.0
57045,4410,1.0
57046,4420,39.0
57047,4416,24.0
57048,4410,5.0
57049,4410,152.0
57050,4419,2.0
57051,4416,15.0
57052,4408,20.0
57053,4419,3.0
57054,4410,8.0
57055,4410,16.0
57056,4419,6.0
57057,4410,12.0
57058,4408,188.0
57059,4416,2.0
57060,4419,20.0
57061,4408,24.0
57062,4424,6.0
57063,4416,6.0
57064,4419,12.0
57065,4416,8.0
57066,4419,18.0
57067,4424,64.0
57069,4416,11.0
57070,4416,6.0
57071,4419,14.0
57072,4424,8.0
57073,4408,50.0
57074,4420,16.0
57075,4410,9.0
57076,4424,10.0
57077,4419,3.0
57079,4424,7.0
57080,4419,2.0
57081,4419,1.0
57082,4416,16.0
57083,4420,16.0
57084,4412,14.0
57085,4410,8.0
57086,4419,7.0
57087,4416,6.0
57088,4416,5.0
57089,4420,253.0
57090,4419,5.0
57091,4420,25.0
57092,4420,19.0
57093,4420,17.0
57095,4416,18.0
57096,4424,39.0
57097,4416,268.0
57098,4419,8.0
57099,4419,9.0
57100,4419,4.0
57101,4408,21.0
57102,4424,67.0
57103,4420,2.0
57104,4424,14.0
57105,4416,3.0
57106,4416,192.0
57107,4416,1.0
57108,4420,8.0
57109,4424,14.0
57110,4416,10.0
57111,4410,15.0
57112,4416,1.0
57113,4419,29.0
57114,4419,9.0
57115,4416,7.0
57116,4410,4.0
57117,4424,13.0
57118,4424,5.0
57119,4419,79.0
57120,4419,1.0
57121,4410,7.0
57122,4408,26.0
57123,4416,105.0
57124,4424,94.0
57125,4410,11.0
57126,4419,14.0
57127,4410,3.0
57128,4410,9.0
57129,4410,14.0
57130,4416,3.0
57131,4416,6.0
57132,4419,139.0
57133,4419,4.0
57134,4410,73.0
57136,4424,9.0
57137,4410,31.0
57138,4410,4.0
57139,4410,7.0
57140,4410,13.0
57141,4410,2.0
57142,4410,6.0
57143,4410,176.0
57144,4408,91.0
57145,4410,9.0
57146,4410,19.0
57147,4410,5.0
57148,4410,18.0
57149,4416,5.0
57150,4410,20.0
57151,4416,4.0
57152,4424,8.0
57153,4410,76.0
57154,4416,14.0
57155,4410,135.0
57156,4410,47.0
57158,4410,6.0
57159,4416,150.0
57160,4416,515.0
57161,4419,2.0
57162,4410,36.0
57163,4419,89.0
57165,4416,18.0
57166,4416,7.0
57167,4424,4.0
57168,4419,14.0
57169,4419,11.0
57171,4410,72.0
57172,4416,6.0
57173,4419,1.0
57174,4416,3.0
57175,4419,7.0
57176,4420,50.0
57177,4419,222.0
57178,4420,14.0
57179,4424,40.0
57180,4419,7.0
57181,4419,3.0
57182,4410,4.0
57183,4419,5.0
57186,4424,29.0
57187,4416,10.0
57188,4420,24.0
57189,4416,7.0
57190,4416,11.0
57191,4424,11.0
57192,4420,27.0
57193,4410,113.0
57194,4424,29.0
57195,4420,18.0
57196,4420,9.0
57197,4420,9.0
57198,4416,9.0
57199,4424,10.0
57200,4410,20.0
57201,4420,12.0
57202,4408,27.0
57203,4424,7.0
57204,4410,9.0
57205,4416,74.0
57206,4424,351.0
57207,4408,240.0
57208,4408,34.0
57209,4416,233.0
57210,4419,50.0
57211,4410,55.0
57212,4410,24.0
57213,4416,15.0
57214,4424,9.0
57215,4424,9.0
57216,4419,10.0
57217,4416,14.0
57218,4410,34.0
57219,4410,12.0
57220,4410,3.0
57221,4424,319.0
57222,4408,43.0
57224,4416,164.0
57225,4410,1.0
57226,4424,88.0
57227,4408,889.0
57228,4412,9.0
57229,4419,5.0
57230,4416,5.0
57231,4410,6.0
57232,4416,52.0
57233,4419,1.0
57234,4420,14.0
57235,4416,36.0
57236,4410,3.0
57237,4416,14.0
57238,4412,5.0
57239,4416,17.0
57240,4408,496.0
57241,4419,8.0
57242,4410,93.0
57244,4419,17.0
57245,4424,12.0
57246,4419,5.0
57247,4419,3.0
57248,4420,4.0
57249,4410,8.0
57250,4420,67.0
57251,4410,22.0
57252,4416,13.0
57253,4419,25.0
57254,4410,44.0
57255,4419,13.0
57256,4410,26.0
57257,4412,5.0
57258,4420,3.0
57259,4424,11.0
57260,4408,124.0
57261,4420,40.0
57262,4416,43.0
57263,4420,22.0
57264,4420,8.0
57265,4419,3.0
57266,4419,9.0
57267,4420,15.0
57268,4419,3.0
57269,4424,181.0
57270,4419,16.0
57271,4408,13.0
57272,4419,7.0
57273,4416,5.0
57274,4416,23.0
57275,4416,22.0
57276,4416,12.0
57277,4416,4.0
57278,4419,3.0
57280,4419,5.0
57281,4416,8.0
57282,4424,6.0
57283,4410,371.0
57284,4416,2.0
57286,4424,8.0
57287,4424,88.0
57288,4416,91.0
57289,4420,104.0
57290,4419,7.0
57291,4419,10.0
57292,4410,1.0
57293,4410,8.0
57294,4420,5.0
57295,4419,1.0
57296,4416,35.0
57297,4416,10.0
57298,4419,6.0
57299,4419,29.0
57300,4419,15.0
57301,4420,12.0
57302,4419,12.0
57303,4410,97.0
57304,4419,11.0
57305,4424,13.0
57306,4424,458.0
57307,4410,8.0
57308,4420,6.0
57309,4416,9.0
57310,4419,6.0
57311,4420,28.0
57312,4416,13.0
57313,4416,8.0
57314,4419,35.0
57315,4419,23.0
57316,4408,26.0
57317,4419,6.0
57318,4419,7.0
57319,4410,22.0
57320,4419,3.0
57321,4419,15.0
57322,4424,9.0
57323,4424,197.0
57324,4419,19.0
57325,4420,22.0
57326,4416,16.0
57328,4410,5.0
57329,4416,11.0
57330,4420,34.0
57331,4424,13.0
57332,4408,179.0
57333,4419,19.0
57334,4419,10.0
57335,4420,5.0
57336,4416,139.0
57337,4408,10.0
57338,4420,14.0
57339,4419,18.0
57340,4420,47.0
57341,4424,13.0
57342,4419,3.0
57343,4424,49.0
57344,4419,28.0
57345,4424,4.0
57346,4420,41.0
57347,4420,5.0
57348,4420,25.0
57349,4412,4.0
57350,4410,154.0
57351,4410,49.0
57352,4410,18.0
57353,4419,1.0
57354,4410,6.0
57355,4420,23.0
57356,4424,24.0
57357,4420,9.0
57358,4424,37.0
57359,4424,7.0
57360,4408,32.0
57361,4424,10.0
57362,4419,3.0
57364,4424,5.0
57365,4424,13.0
57366,4420,2.0
57367,4424,4.0
57368,4424,113.0
57370,4424,70.0
57371,4424,18.0
57372,4424,18.0
57373,4416,24.0
57374,4419,5.0
57375,4419,7.0
57376,4420,14.0
57377,4419,4.0
57379,4416,8.0
57380,4419,1.0
57381,4410,10.0
57382,4419,36.0
57383,4419,6.0
57384,4416,17.0
57385,4410,24.0
57386,4416,17.0
57387,4424,8.0
57388,4424,7.0
57389,4416,14.0
57390,4420,61.0
57391,4410,2.0
57392,4410,22.0
57393,4420,3.0
57394,4416,7.0
57395,4410,9.0
57396,4410,25.0
57397,4419,8.0
57398,4416,13.0
57399,4419,1.0
57401,4416,2.0
57402,4420,4.0
57403,4410,7.0
57404,4419,4.0
57405,4419,1.0
57406,4410,2.0
57407,4419,23.0
57408,4420,29.0
57409,4416,23.0
57410,4419,2.0
57411,4424,13.0
57412,4410,182.0
57413,4416,175.0
57414,4419,64.0
57415,4410,37.0
57416,4410,18.0
57417,4419,4.0
57418,4419,13.0
57419,4420,27.0
57421,4420,1.0
57422,4410,27.0
57423,4419,2.0
57424,4410,9.0
57425,4410,16.0
57426,4424,21.0
57427,4419,54.0
57428,4416,85.0
57430,4416,11.0
57431,4410,4.0
57433,4410,299.0
57434,4419,13.0
57436,4412,3.0
57437,4424,17.0
57438,4410,13.0
57439,4424,19.0
57440,4412,7.0
57441,4424,88.0
57442,4416,13.0
57443,4410,180.0
57444,4416,14.0
57445,4410,17.0
57446,4419,2.0
57447,4410,446.0
57448,4419,12.0
57449,4410,13.0
57451,4416,5.0
57452,4410,41.0
57453,4416,6.0
57454,4410,33.0
57455,4416,8.0
57456,4420,20.0
57457,4424,5.0
57459,4424,2.0
57460,4416,37.0
57461,4419,8.0
57462,4419,11.0
57463,4410,5146.0
57464,4424,21.0
57465,4424,86.0
57466,4420,22.0
57467,4410,11.0
57468,4419,18.0
57469,4419,32.0
57470,4419,1.0
57471,4416,15.0
57472,4410,3.0
57473,4419,3.0
57474,4410,197.0
57475,4424,11.0
57476,4424,13.0
57477,4420,60.0
57478,4419,4.0
57479,4424,12.0
57480,4410,577.0
57481,4410,57.0
57482,4410,77.0
57483,4416,194.0
57484,4408,113.0
57485,4419,6.0
57486,4410,5.0
57487,4410,276.0
57488,4419,27.0
57489,4420,14.0
57490,4419,10.0
57491,4410,192.0
57492,4410,10.0
57493,4419,10.0
57494,4419,10.0
57495,4416,3.0
57496,4419,20.0
57497,4420,6.0
57498,4424,66.0
57499,4420,38.0
57500,4419,2.0
57501,4419,2.0
57502,4416,5.0
57504,4419,10.0
57505,4419,48.0
57506,4419,6.0
57507,4416,8.0
57508,4424,106.0
57509,4419,19.0
57510,4410,42.0
57511,4410,61.0
57512,4410,17.0
57513,4420,6.0
57514,4420,30.0
57515,4410,70.0
57516,4416,7.0
57517,4420,6.0
57518,4419,8.0
57519,4416,4.0
57520,4419,1.0
57521,4408,52.0
57524,4419,4.0
57525,4410,3.0
57526,4420,13.0
57527,4410,9.0
57528,4410,3.0
57529,4424,57.0
57530,4416,12.0
57531,4424,16.0
57532,4410,8.0
57533,4410,27.0
57534,4410,91.0
57535,4420,49.0
57536,4420,3.0
57537,4408,132.0
57538,4412,14.0
57539,4416,1.0
57540,4419,269.0
57541,4420,32.0
57542,4410,19.0
57543,4410,40.0
57544,4419,12.0
57545,4410,49.0
57546,4410,35.0
57547,4410,19.0
57548,4410,15.0
57549,4416,22.0
57550,4416,84.0
57551,4419,6.0
57552,4410,21.0
57553,4410,22.0
57554,4410,16.0
57555,4410,1.0
57556,4420,165.0
57557,4424,12.0
57558,4419,4.0
57559,4410,5.0
57560,4416,15.0
57561,4420,20.0
57562,4424,27.0
57563,4410,8.0
57564,4419,14.0
57565,4424,15.0
57566,4419,83.0
57567,4416,10.0
57568,4420,32.0
57569,4424,9.0
57570,4416,8.0
57571,4420,22.0
57572,4410,130.0
57573,4420,2.0
57574,4424,14.0
57575,4410,39.0
57576,4424,40.0
57577,4420,12.0
57578,4410,18.0
57579,4419,16.0
57580,4416,8.0
57581,4420,12.0
57582,4410,78.0
57583,4419,6.0
57584,4420,21.0
57586,4424,7.0
57587,4416,6.0
57588,4424,30.0
57589,4420,148.0
57590,4420,8.0
57591,4410,280.0
57592,4419,15.0
57593,4410,31.0
57594,4420,2.0
57595,4419,2.0
57596,4408,36.0
57597,4410,60.0
57598,4420,58.0
57599,4416,8.0
57600,4424,21.0
57601,4410,49.0
57602,4424,48.0
57603,4424,20.0
57604,4424,13.0
57605,4410,2.0
57606,4416,824.0
57607,4410,20.0
57609,4410,2.0
57610,4424,4.0
57611,4419,5.0
57612,4410,11.0
57613,4419,5.0
57614,4419,24.0
57615,4420,39.0
57616,4410,163.0
57617,4410,8.0
57618,4419,16.0
57619,4420,11.0
57620,4410,161.0
57621,4419,3.0
57622,4410,72.0
57623,4419,35.0
57624,4410,16.0
57625,4419,3.0
57626,4410,22.0
57627,4410,14.0
57628,4420,209.0
57629,4419,29.0
57630,4419,789.0
57631,4420,1166.0
57633,4420,33.0
57634,4410,39.0
57635,4419,13.0
57636,4420,8.0
57637,4419,11.0
57638,4408,68.0
57639,4420,18.0
57640,4416,9.0
57641,4420,9.0
57642,4410,87.0
57643,4410,6.0
57644,4408,63.0
57645,4410,115.0
57647,4424,102.0
57648,4410,13.0
57649,4410,13.0
57650,4424,86.0
57651,4420,21.0
57652,4410,16.0
57653,4410,3.0
57654,4410,24.0
57655,4410,56.0
57656,4410,10.0
57657,4416,1.0
57658,4420,33.0
57659,4408,85.0
57660,4408,320.0
57661,4420,11.0
57662,4416,8.0
57663,4410,319.0
57664,4419,2.0
57665,4408,31.0
57666,4424,290.0
57667,4416,23.0
57668,4416,31.0
57669,4408,64.0
57670,4416,5.0
57671,4410,7.0
57672,4424,1727.0
57673,4416,2.0
57674,4410,7.0
57675,4419,5.0
57676,4410,3.0
57677,4410,46.0
57678,4424,43.0
57679,4416,8.0
57680,4419,64.0
57681,4416,4.0
57682,4419,2.0
57683,4424,193.0
57684,4416,16.0
57685,4419,2.0
57686,4416,8.0
57687,4416,6.0
57689,4424,6.0
57690,4416,134.0
57691,4416,3.0
57692,4419,2.0
57693,4410,43.0
57694,4410,12.0
57695,4410,19.0
57696,4416,23.0
57697,4419,9.0
57698,4410,3.0
57700,4416,17.0
57701,4410,21.0
57702,4419,3.0
57703,4419,6.0
57704,4424,14.0
57705,4416,4.0
57706,4419,14.0
57707,4410,24.0
