codgeo,ze2020,side_stocks_ul_2023_total
54357,4412,759
54322,4424,223
54314,4424,184
54297,4412,16
54260,4412,36
64363,7522,27
54400,4412,99
54308,4419,6
54411,4412,9
54336,4412,41
54254,4424,76
54256,4412,11
54312,4412,70
54363,4424,14
54402,4424,15
54348,4412,13
54257,4412,390
54344,4412,11
54360,4412,23
54252,4412,37
54292,4412,13
54290,4424,6
54264,4412,13
54278,4412,1
54372,4412,38
54375,4412,54
54351,4412,87
54355,4412,6
54339,4412,525
54289,4412,24
54390,4412,6
54298,4412,6
54408,4410,8
54311,4412,42
54364,4412,69
54272,4412,22
54366,4412,182
54365,4417,15
54409,4412,15
54270,4424,104
54309,4412,17
54410,4410,28
54321,4424,94
54346,4412,12
54373,4412,86
54324,4412,4
54296,4412,35
54295,4424,48
54335,4412,12
54332,4412,78
54327,4412,30
54388,4412,3
54273,4410,395
54329,4412,1059
54367,4424,84
54352,4412,43
54304,4412,906
54385,4424,33
54383,4412,55
54404,4412,15
54263,4410,211
54398,4417,4
54305,4412,197
54333,4412,10
54406,4412,11
54393,4412,27
54374,4412,29
54303,4412,18
54334,4424,17
54326,4410,12
54395,4412,9460
54299,4412,14
54349,4412,8
54266,4412,23
54382,4424,218
54250,4412,35
54369,4412,60
54387,4412,13
54413,4410,7
54271,4419,2
54378,4424,10
54403,4412,66
54281,4412,39
54259,4417,12
54307,4412,10
54287,4417,16
54370,4412,7
54253,4410,26
54337,4424,3
54331,4412,19
54412,4421,2
54274,4412,498
54282,4424,1
54247,4412,6
54248,4412,4
54301,4412,13
54276,4412,37
54405,4412,15
54310,4412,1
54392,4412,13
54255,4412,4
54325,4412,10
54261,4424,109
54396,4417,9
54302,4410,35
54277,4410,18
54275,4410,10
54313,4412,8
54394,4424,2
54350,4412,34
54285,4412,3
54391,4410,65
54294,4412,7
54262,4412,13
54386,4412,4
54291,4412,16
54288,4412,37
54323,4424,571
54328,4412,524
54269,4412,13
54286,4410,62
54362,4424,37
54399,4412,15
54265,4412,213
54279,4412,64
54343,4412,10
54330,4412,36
54268,4412,6
54306,4412,14
54317,4412,3
54316,4412,15
54318,4412,294
54251,4419,2
54353,4410,46
54356,4412,0
54315,4412,56
54340,4412,17
54397,4412,419
54368,4417,9
54249,4410,8
54280,4410,247
54283,4410,18
54377,4417,8
54389,4410,1
54407,4412,8
54284,4424,27
54345,4412,20
54320,4412,19
54258,4412,4
54401,4419,5
54371,4410,61
54380,4412,19
54359,4412,11
54354,4412,3
54379,4412,6
54338,4412,48
64273,7503,76
64406,7522,53
64378,7521,15
64344,7522,34
64365,7522,18
64424,7521,29
64348,7522,1402
64304,7503,295
64404,7521,19
54376,4412,17
64268,7521,21
64398,7522,36
64267,7503,0
64391,7521,16
64427,7522,9
64313,7521,12
64387,7522,31
64368,7521,22
64322,7503,29
64405,7522,465
64380,7522,18
64411,7521,9
64331,7522,84
64372,7522,7
64375,7503,10
64412,7521,4
64283,7503,16
64358,7522,14
64270,7522,69
64394,7522,3
54419,4419,3
64354,7521,13
64408,7522,4
64351,7521,7
64415,7522,89
64386,7522,75
54381,4419,0
64292,7522,19
64367,7522,43
64310,7521,45
64366,7522,5
64301,7522,71
64374,7522,124
64409,7521,59
64282,7503,92
64285,7503,8
64287,7521,12
64340,7521,5
64323,7522,4
64417,7522,319
64277,7503,26
64410,7522,294
64317,7503,213
54550,4412,12
54540,4419,15
54544,4410,5
54518,4412,64
54558,4412,11
54512,4419,4
54505,4412,41
54524,4410,3
54528,4412,1038
54574,4424,23
54480,4412,0
54437,4412,70
54434,4412,13
54573,4412,7
54543,4412,2
54546,4412,44
54509,4412,33
54467,4412,12
54438,4412,3
54456,4412,42
54441,4410,12
54440,4410,8
54420,4424,5
54547,4412,1786
54464,4412,3
54563,4412,124
54511,4410,5
54569,4412,7
54564,4412,11
54539,4417,5
54554,4412,1
54465,4412,37
54416,4412,6
54484,4417,3
54501,4412,8
54499,4412,12
54520,4412,20
54570,4410,17
54562,4419,1
54474,4412,14
54433,4412,16
54575,4424,114
54526,4412,461
54479,4412,7
54414,4412,29
54496,4412,12
54486,4412,17
54557,4412,222
54431,4412,937
54533,4424,120
54517,4412,10
54577,4412,10
54519,4417,28
54500,4412,5
54455,4412,5
54445,4412,7
54515,4412,12
54561,4412,1
54449,4412,46
54504,4424,14
54537,4424,18
54429,4412,13
54435,4410,13
54534,4412,20
54523,4412,14
54443,4417,2
54424,4412,3
54427,4417,12
54556,4412,4
54442,4412,3
54468,4412,8
54447,4412,3
54516,4412,0
54489,4424,6
54508,4412,8
54452,4412,5
54567,4412,11
54466,4412,16
54415,4412,177
54459,4412,138
54444,4412,18
54565,4412,7
54514,4424,14
54488,4419,3
54555,4417,1
54425,4424,98
54541,4412,7
54552,4412,6
54461,4412,5
54492,4412,6
54491,4424,12
54483,4412,435
54502,4412,17
54446,4412,8
54568,4424,9
54485,4424,4
54521,4424,55
54531,4412,3
54507,4412,7
54469,4410,16
54470,4412,1
54450,4417,5
54559,4412,15
54494,4412,8
54460,4412,7
54481,4417,7
54475,4412,7
54551,4412,3
54535,4410,17
54418,4412,9
54478,4410,13
54497,4412,9
54471,4412,4
54426,4412,26
54422,4417,6
54525,4424,26
54495,4412,220
54576,4424,4
54549,4412,187
54532,4412,8
54536,4424,112
54421,4419,15
54553,4412,8
54513,4412,33
54572,4424,18
54477,4410,11
54530,4412,3
54430,4412,305
54560,4417,1
54428,4424,40
54482,4412,589
54436,4424,10
54529,4412,1
54458,4419,8
54493,4424,45
54510,4412,21
54473,4412,12
54432,4412,128
54545,4412,20
54451,4424,95
54527,4412,42
54476,4424,8
54548,4412,15
54542,4410,112
54463,4412,15
54457,4412,0
54522,4412,4
54498,4412,394
54490,4412,81
54487,4412,0
54417,4412,6
54462,4412,157
54538,4412,12
54571,4412,79
54566,4412,6
54453,4410,8
54423,4417,10
54439,4412,336
54472,4412,35
81114,7602,24
81180,7602,26
81184,7615,1
64443,7522,69
81253,7602,29
81202,7602,81
81187,7610,13
81174,7602,35
81144,7602,346
81208,7602,40
81192,7610,49
81216,7610,15
81124,7610,193
81239,7610,71
81244,7602,82
81185,7615,25
81210,7610,8
81205,7610,16
81189,7610,11
81149,7602,32
81164,7602,39
81158,7602,16
81220,7602,634
81145,7602,458
81170,7602,84
81115,7610,109
81096,7602,26
81097,7602,99
64468,7521,7
81234,7602,7
65021,7624,30
54591,4412,20
81117,7602,49
81159,7602,34
81160,7610,28
81257,7602,422
81139,7610,169
81209,7610,212
81243,7602,16
81146,7602,31
81104,7602,166
81175,7615,33
81193,7610,26
81165,7615,20
81237,7610,8
81259,7602,22
81198,7602,27
81182,7610,144
64446,7522,8
64455,7522,16
81136,7602,10
64480,7521,17
81154,7602,5
65017,7624,59
64545,7503,1120
64558,7503,317
81123,7602,12
65033,7624,13
64469,7522,22
65034,7624,2
65007,7624,89
64464,7522,3
64519,7522,622
64462,7522,21
81125,7610,32
64472,7522,52
64442,7522,20
64456,7522,5
65015,7624,12
64512,7522,13
64477,7503,161
64501,7522,27
64452,7522,22
64471,7522,36
64484,7503,83
64448,7522,143
64490,7503,46
64440,7522,39
65016,7624,11
64475,7521,11
64509,7521,12
64549,7522,65
64504,7503,238
64494,7510,20
55025,4421,6
65023,7624,0
64485,7503,270
64445,7522,7206
64453,7522,208
64534,7522,10
64486,7522,6
65012,7622,14
64527,7503,131
64528,7503,18
64538,7503,84
65031,7624,159
64559,7521,45
64449,7521,8
64516,7522,27
64481,7521,8
64502,7503,69
65028,7624,11
64498,7522,25
65005,7624,28
64436,7503,84
64470,7522,26
65009,7624,17
64496,7503,557
64531,7521,1
64530,7521,57
64514,7522,14
64435,7521,16
64461,7510,110
65022,7624,17
64503,7522,9
64454,7522,22
65014,7622,5
64546,7503,196
64556,7522,22
64429,7521,2
65001,7624,12
64506,7521,9
65006,7624,35
64439,7522,118
64474,7522,6
64554,7522,22
64432,7521,6
64542,7521,6
64555,7521,13
64539,7521,11
64537,7521,10
64482,7522,49
65026,7622,7
55042,4426,19
54589,4412,9
64557,7522,34
64505,7522,14
64552,7522,10
64491,7522,16
64493,7521,299
64513,7522,152
64547,7503,684
64508,7521,13
64460,7521,20
64476,7503,31
65013,7624,1
64447,7522,11
64518,7522,76
64510,7522,69
65010,7624,16
65032,7624,77
65029,7624,53
64551,7521,15
64515,7522,10
64465,7522,11
64479,7522,13
64459,7521,5
64499,7522,489
64438,7522,34
64533,7521,79
64535,7522,33
64529,7521,13
54595,4412,15
64483,7503,2194
65003,7624,19
64437,7521,18
55058,4401,7
55107,4426,1
55015,4427,31
64457,7522,16
64521,7522,24
64492,7503,21
55117,4426,75
55029,4401,864
55071,4426,3
55156,4424,8
55146,4426,4
55031,4427,13
55103,4426,0
54597,4412,29
55105,4426,17
55139,4426,0
55110,4421,6
55111,4426,47
55057,4426,3
55094,4426,18
55118,4421,1
54585,4412,20
54600,4412,7
55009,4426,23
55108,4401,13
55021,4426,7
55024,4426,6
55087,4401,3
54579,4412,16
55075,4427,9
55040,4401,18
55113,4426,6
55125,4401,33
55124,4426,15
55133,4401,4
55066,4401,6
54587,4412,10
55101,4401,13
55121,4426,11
55067,4401,7
55050,4426,0
55061,4401,2
55041,4401,18
55046,4426,4
54598,4424,11
55132,4427,75
55072,4426,10
55122,4401,340
55051,4401,3
55078,4421,10
55145,4426,40
55035,4401,9
54601,4412,3
54588,4412,16
54592,4412,19
55001,4401,23
55154,4426,65
55089,4401,6
54596,4412,40
55027,4426,6
55138,4401,1
55068,4426,2
55095,4421,6
55076,4426,2
55007,4426,13
55102,4426,32
55096,4426,10
55114,4401,8
54580,4424,230
54602,4424,2
55141,4401,1
55022,4421,10
55053,4426,14
55082,4426,1
55088,4412,6
55109,4421,4
55044,4401,3
55155,4426,34
55028,4421,1
55004,4421,2
55150,4401,21
54586,4412,30
55077,4421,11
54583,4412,32
55005,4401,2
55064,4426,3
55073,4426,59
55143,4426,4
55032,4401,3
55055,4426,0
55018,4421,4
55063,4424,84
55100,4412,8
55045,4426,22
55099,4426,3
55013,4424,15
55119,4421,2
55140,4421,0
55010,4427,122
55017,4426,4
55048,4426,1
55093,4426,15
55085,4426,8
54594,4410,8
55127,4426,1
55038,4401,3
55039,4426,1
54581,4410,14
54582,4424,8
55106,4426,7
55097,4412,13
54590,4424,16
54599,4410,6
55158,4426,22
55157,4426,1
55023,4426,4
55026,4401,5
55012,4426,21
55128,4401,2
55115,4421,0
55070,4426,7
55137,4426,1
55080,4412,4
54593,4410,25
55049,4401,21
55060,4426,13
55014,4426,13
55008,4426,6
55120,4401,19
55116,4426,1
55034,4421,1
55144,4401,23
55149,4421,7
55062,4426,2
55081,4401,1
55036,4421,7
55123,4401,39
55002,4426,7
55059,4401,6
55054,4426,8
55083,4421,11
55142,4401,3
55043,4426,211
55129,4426,7
55084,4401,4
55037,4421,5
55134,4401,9
54578,4412,798
55104,4401,2
55065,4426,12
55047,4426,6
55011,4401,14
64543,7503,19
54584,4412,64
55033,4426,1
55069,4401,6
64548,7522,9
64441,7521,13
64511,7522,262
64430,7522,911
64444,7522,27
55079,4401,26
64520,7522,66
64544,7522,6
64478,7522,72
64463,7522,51
64526,7522,176
64522,7521,46
64536,7522,68
55153,4426,13
64517,7522,8
64473,7521,24
65025,7624,362
65002,7624,61
64489,7503,32
64560,7522,10
64532,7522,1
64524,7522,27
64507,7522,9
65024,7624,6
65020,7624,16
65019,7624,36
64433,7521,25
64431,7522,30
64488,7522,33
64451,7522,9
64523,7522,49
64487,7521,14
65004,7624,45
64466,7521,25
64495,7503,667
64540,7503,252
65018,7624,12
64550,7522,73
64467,7522,41
64450,7522,24
65011,7624,6
64500,7522,22
64434,7521,4
64458,7521,22
64525,7522,44
55148,4401,4
81132,7610,68
81131,7602,631
81143,7610,50
81213,7610,6
81112,7602,69
81252,7610,14
81106,7602,68
81161,7602,11
81256,7610,2
81258,7602,34
81157,7602,19
81095,7602,12
81247,7602,28
81195,7610,32
81116,7602,139
81211,7602,33
81188,7610,17
81122,7602,7
81199,7602,11
81109,7610,25
81150,7602,35
81173,7625,20
81221,7610,13
81238,7610,132
81103,7610,6
81151,7610,11
81152,7602,33
81235,7610,44
81166,7602,9
81101,7602,77
81168,7602,98
81110,7602,11
81242,7610,16
81167,7602,1
81232,7602,33
81246,7602,8
81227,7610,139
81119,7602,51
81126,7625,13
81251,7610,59
81130,7610,133
81236,7625,32
81203,7602,43
81197,7602,21
81201,7602,91
81108,7602,13
81224,7615,13
81129,7610,12
81120,7610,487
81178,7602,42
81249,7602,72
81218,7602,343
81204,7610,114
81186,7602,11
81176,7602,2
81128,7610,175
81229,7602,20
81094,7602,8
81141,7602,11
81137,7610,11
81206,7615,73
81148,7602,8
65039,7624,5
81179,7610,19
81100,7610,32
81196,7610,47
81228,7625,36
65046,7624,16
81212,7610,14
81171,7602,171
81105,7602,905
81133,7602,40
81140,7602,1099
81248,7602,66
81135,7602,10
55232,4426,9
81169,7602,7
81207,7610,8
81231,7610,29
81172,7602,2
81191,7602,25
81190,7602,22
81111,7602,7
81217,7602,64
81215,7602,56
81200,7610,40
81223,7610,8
81138,7602,43
81099,7602,1473
81250,7602,34
81240,7602,5
55219,4426,8
81177,7610,34
81163,7610,933
81142,7610,69
55248,4401,25
81219,7610,316
81093,7602,42
55270,4412,0
81183,7602,15
55266,4426,1
81121,7610,14
55173,4412,0
55303,4426,3
55338,4421,4
55296,4401,40
55346,4426,14
55291,4401,175
55255,4421,9
55282,4401,4
81181,7610,16
55330,4401,3
55184,4412,48
55349,4421,9
55261,4427,6
55168,4426,2
55225,4421,6
55162,4426,0
55160,4426,3
55332,4401,5
55224,4401,22
55191,4426,6
55263,4426,11
55200,4426,11
55281,4426,7
55244,4426,12
55321,4426,6
55295,4401,6
55202,4426,7
55278,4401,7
55174,4426,3
55183,4426,0
55241,4426,1
55340,4401,15
55169,4421,16
55182,4426,5
55293,4421,7
55216,4426,1
55298,4401,15
55186,4401,109
55222,4426,0
55344,4412,0
55272,4401,29
55197,4426,8
55196,4426,9
55341,4426,6
55331,4401,4
55181,4426,179
55284,4401,1
55210,4401,2
55306,4421,8
55159,4426,13
55288,4401,51
55333,4426,6
55253,4426,33
55351,4421,106
55199,4426,6
55211,4426,0
55206,4426,6
55328,4412,11
55195,4401,5
55192,4426,2
55218,4426,0
55178,4401,6
55304,4401,7
55322,4401,1
55251,4426,3
55271,4401,11
55269,4426,2
55177,4401,3
55167,4421,36
55179,4401,7
55217,4401,8
55189,4426,0
55229,4426,17
55172,4426,2
55289,4401,3
55313,4426,3
55262,4421,5
55335,4401,16
55256,4426,4
55207,4401,3
55243,4426,9
55312,4426,11
55275,4421,0
55165,4421,29
55239,4426,0
55336,4424,5
55343,4426,0
55194,4401,3
55214,4401,6
55254,4426,6
55320,4426,0
55245,4426,15
55212,4426,2
55324,4421,37
55280,4426,4
55198,4426,62
55316,4426,28
55247,4401,2
55339,4426,3
55170,4426,3
55264,4426,10
55252,4421,8
55258,4412,30
55323,4421,2
55175,4401,13
55204,4426,8
55201,4426,3
55265,4426,10
55299,4426,6
55285,4426,7
55334,4401,7
55327,4401,11
55345,4421,4
55274,4426,9
55193,4426,9
55185,4401,6
55350,4412,2
55228,4426,32
55267,4426,20
55347,4426,10
55279,4421,20
55215,4401,70
55246,4401,10
55188,4421,3
55311,4426,6
55300,4401,8
55348,4401,12
55317,4426,7
55226,4421,1
55237,4426,10
55276,4426,13
55301,4401,6
55292,4421,4
55290,4401,2
55236,4426,53
55220,4401,3
55268,4426,27
55208,4421,2
55257,4426,3
55307,4426,0
55260,4426,2
55286,4426,8
55221,4401,9
55242,4426,5
55163,4426,9
55310,4421,3
55171,4426,12
55329,4401,10
55325,4426,1
55166,4426,55
55315,4401,5
55302,4401,54
55326,4401,6
55250,4421,7
55297,4426,3
55180,4426,3
81127,7610,21
81156,7602,331
81118,7610,13
81134,7610,10
81254,7602,26
81214,7610,10
81233,7602,113
81230,7602,43
81102,7625,33
81098,7610,45
81225,7602,120
81255,7602,30
81162,7610,19
81147,7602,95
81222,7602,303
65063,7624,16
81245,7602,17
65117,7624,6
55366,4401,50
55356,4426,7
65181,7624,3
65118,7624,0
65130,7624,43
65165,7624,19
65189,7624,10
65073,7624,22
65075,7624,16
65088,7622,2
65160,7624,6
65119,7624,34
65101,7624,49
65140,7624,1
65129,7624,98
65059,7624,968
65035,7624,29
65174,7624,6
65175,7622,3
65170,7604,2
65058,7624,16
65104,7624,25
65085,7624,8
65194,7624,5
65061,7624,0
65191,7624,9
65164,7624,3
65048,7624,28
65098,7624,24
65089,7624,7
65107,7624,8
65149,7624,9
65178,7624,3
65113,7624,9
65183,7624,43
65146,7624,16
65195,7624,23
65071,7624,4
65168,7624,54
65136,7624,3
65049,7624,18
65037,7624,9
65151,7624,11
65161,7624,13
65111,7624,6
65131,7624,20
65123,7624,168
65121,7624,21
65179,7624,2
65196,7624,5
65150,7624,28
65186,7622,5
65079,7624,11
65076,7624,4
65128,7624,5
65114,7624,12
65116,7624,37
65184,7624,11
65187,7624,8
65197,7624,19
65135,7624,3
65143,7624,8
65126,7624,12
65172,7624,2
65177,7604,11
65086,7624,6
65097,7624,10
65044,7624,30
65110,7624,7
65074,7622,8
65070,7624,31
65068,7624,0
65163,7624,2
65040,7624,24
65158,7622,1
55357,4426,4
65056,7624,59
65169,7624,21
65166,7624,3
55411,4426,10
65084,7624,17
65067,7624,3
65066,7624,6
65103,7624,4
65081,7624,6
65124,7624,7
65141,7624,6
65055,7624,43
65112,7624,14
65167,7624,2
65082,7624,3
55360,4426,2
65065,7624,20
65036,7624,17
65137,7624,7
65051,7622,21
65115,7624,14
65091,7624,2
65155,7622,6
65173,7624,19
65042,7624,31
65147,7624,50
65148,7624,9
65077,7624,46
65156,7624,10
65054,7624,40
65132,7624,2
65043,7624,15
65157,7624,4
65159,7624,20
65095,7624,10
65190,7624,5
65162,7624,0
65185,7624,32
65142,7624,13
65108,7624,51
65057,7624,40
55446,4401,6
65100,7624,346
65083,7624,27
65125,7624,17
65193,7622,5
65052,7624,5
55414,4401,4
55398,4412,82
55471,4421,3
55532,4401,13
55427,4401,185
55449,4426,9
55509,4421,6
55510,4421,4
55416,4426,5
55526,4401,11
55456,4412,8
55394,4426,0
55431,4412,6
55495,4424,9
55381,4412,0
55475,4412,4
55502,4421,160
55388,4401,4
55523,4426,18
55374,4401,7
55443,4426,14
55531,4401,7
55435,4401,39
55369,4401,23
55426,4401,10
55429,4426,3
55355,4426,5
55521,4426,11
55430,4401,3
55448,4401,2
55512,4426,12
55489,4426,8
55450,4424,2
55472,4401,5
55482,4426,5
55459,4401,9
55379,4426,1
55375,4421,5
55485,4412,1
55497,4426,16
55473,4426,4
55359,4401,13
55353,4426,2
55463,4426,199
55391,4421,4
55361,4426,4
55386,4426,12
55454,4401,10
55487,4426,3
55376,4401,1
55378,4401,15
55453,4426,5
55530,4426,8
55481,4426,18
55506,4426,0
55352,4401,13
55496,4412,40
55462,4426,42
55493,4401,6
55377,4421,1
55373,4401,6
55527,4426,56
55425,4421,5
55423,4401,25
55412,4412,7
55362,4421,11
55511,4421,4
55465,4426,3
55461,4424,9
55488,4401,6
55395,4426,0
55396,4412,8
55405,4424,5
55358,4401,14
55519,4401,57
55365,4421,3
55438,4421,4
55479,4401,6
55452,4401,6
55400,4426,1
55409,4401,1
55457,4426,17
55442,4401,12
55476,4401,47
55468,4426,3
55515,4426,3
55428,4426,1
55433,4412,20
55447,4401,12
55401,4426,14
55466,4401,13
55410,4421,2
55424,4401,2
55380,4426,4
55492,4426,26
55407,4401,8
55533,4412,105
55437,4426,10
55484,4426,1
55469,4421,1
55494,4427,13
55516,4401,27
55370,4401,10
55397,4412,14
55436,4401,0
55420,4426,7
55387,4426,6
55419,4426,7
55514,4401,23
55504,4401,16
55406,4426,1
55470,4401,8
55389,4426,13
55444,4426,11
55505,4426,158
55498,4426,31
55458,4426,10
55372,4401,15
55525,4426,3
55528,4426,2
55399,4426,5
55477,4427,15
55408,4421,4
55367,4426,7
55368,4401,13
55422,4426,0
55500,4426,58
55382,4401,15
55501,4401,15
55364,4421,23
55384,4401,5
55363,4426,3
55445,4424,11
55403,4426,2
55404,4401,20
55508,4421,11
55474,4412,11
55503,4412,5
55467,4426,46
55383,4426,11
55517,4401,29
55520,4412,19
55507,4426,10
55464,4426,4
55415,4426,2
55421,4401,3
55439,4426,3
55522,4412,4
55518,4401,11
55385,4426,20
55490,4426,13
55460,4426,7
55434,4412,5
