ZE2020,source_year,side_stock_total_t_minus_1,side_stock_be_t_minus_1,side_stock_fz_t_minus_1,side_stock_gi_t_minus_1,side_stock_jz_t_minus_1,side_stock_kz_t_minus_1,side_stock_lz_t_minus_1,side_stock_mn_t_minus_1,side_stock_oq_t_minus_1,side_stock_ru_t_minus_1,side_stock_growth_1y_t_minus_1,target_year
8403,2023,6372,609,829,1811,114,284,299,887,1000,539,-0.03395997574287446,2024
8404,2014,3231,333,539,872,44,98,164,405,473,303,,2015
8404,2015,3243,333,557,862,43,102,155,394,493,304,0.003714020427112441,2016
8404,2016,3288,341,555,860,44,97,173,414,488,316,0.013876040703052706,2017
8404,2017,3341,328,550,888,47,106,162,438,500,322,0.016119221411192264,2018
8404,2018,3510,356,573,904,49,113,172,456,542,345,0.05058365758754868,2019
8404,2019,3638,381,560,954,55,116,170,485,562,355,0.036467236467236486,2020
8404,2020,3778,384,595,935,62,124,187,526,590,375,0.03848268279274336,2021
8404,2021,4164,423,673,980,76,134,216,611,622,429,0.10217046056114354,2022
8404,2022,4375,446,656,1020,82,135,234,672,661,469,0.05067243035542757,2023
8404,2023,4429,462,662,993,87,150,200,704,685,486,0.012342857142857211,2024
8405,2014,15355,1304,2138,4318,258,651,989,2050,2165,1482,,2015
8405,2015,15658,1337,2194,4317,257,655,989,2116,2319,1474,0.019732985998046182,2016
8405,2016,16023,1371,2232,4369,263,668,990,2195,2452,1483,0.023310767658704767,2017
8405,2017,16387,1356,2249,4436,273,696,1019,2329,2528,1501,0.022717343818261293,2018
8405,2018,17246,1405,2347,4567,304,750,1042,2545,2691,1595,0.052419600903155006,2019
8405,2019,18232,1465,2503,4781,339,794,1080,2736,2788,1746,0.057172677722370446,2020
8405,2020,18862,1525,2607,4822,372,795,1115,2968,2870,1788,0.034554629223343625,2021
8405,2021,20362,1620,2841,5073,431,852,1196,3322,3034,1993,0.07952497084084409,2022
8405,2022,21350,1723,2911,5187,485,920,1236,3628,3071,2189,0.048521756212552836,2023
8405,2023,21559,1783,2900,5144,526,973,1008,3836,3064,2325,0.009789227166276282,2024
8406,2014,14264,1274,2250,3990,250,589,790,1986,1925,1210,,2015
8406,2015,14595,1304,2223,4098,252,623,801,2070,2020,1204,0.023205272013460565,2016
8406,2016,14910,1310,2233,4132,263,631,810,2151,2135,1245,0.021582733812949728,2017
8406,2017,15235,1325,2299,4170,295,646,821,2234,2175,1270,0.021797451374916177,2018
8406,2018,16243,1343,2448,4455,316,677,862,2444,2332,1366,0.0661634394486379,2019
8406,2019,17241,1417,2590,4638,332,699,944,2673,2428,1520,0.061441851874653786,2020
8406,2020,18043,1481,2721,4764,375,705,961,2941,2530,1565,0.046517023374514244,2021
8406,2021,19625,1594,2948,5058,421,754,1044,3259,2756,1791,0.08767943246688459,2022
8406,2022,20817,1688,3132,5127,463,800,1102,3599,2892,2014,0.06073885350318475,2023
8406,2023,21375,1746,3172,5147,519,850,965,3892,2937,2147,0.026805015131863286,2024
8407,2014,18824,1293,2455,4671,414,725,1393,3378,2927,1568,,2015
8407,2015,19373,1311,2475,4768,424,769,1417,3494,3079,1636,0.02916489587760296,2016
8407,2016,19898,1311,2488,4870,445,803,1440,3646,3251,1644,0.02709957156867815,2017
8407,2017,20370,1313,2540,4922,460,811,1456,3754,3412,1702,0.02372097698261122,2018
8407,2018,21771,1369,2637,5091,515,885,1560,4158,3710,1846,0.06877761413843886,2019
8407,2019,23021,1451,2771,5291,563,921,1674,4421,3894,2035,0.05741582839557213,2020
8407,2020,24115,1502,2956,5442,617,947,1721,4710,4030,2190,0.047521827896268576,2021
8407,2021,26127,1608,3106,5799,716,1076,1849,5202,4285,2486,0.08343354758449095,2022
8407,2022,27751,1699,3233,5874,769,1165,1956,5704,4586,2765,0.06215792092471384,2023
8407,2023,28198,1748,3308,5809,847,1237,1715,5988,4690,2856,0.016107527656661125,2024
8408,2014,29264,1858,3695,8259,725,1291,2078,4074,4554,2730,,2015
8408,2015,29961,1926,3718,8257,728,1384,2104,4307,4787,2750,0.023817659923455414,2016
8408,2016,30522,1931,3670,8306,766,1420,2135,4525,4990,2779,0.018724341644137388,2017
8408,2017,31098,1966,3697,8315,795,1492,2182,4679,5130,2842,0.018871633575781477,2018
8408,2018,33165,2039,3858,8713,843,1608,2219,5235,5573,3077,0.0664672969322786,2019
8408,2019,34452,2101,3957,8993,886,1681,2224,5547,5800,3263,0.0388059701492538,2020
8408,2020,35663,2192,4106,9166,992,1768,2281,5800,5962,3396,0.03515035411587131,2021
8408,2021,38616,2420,4331,9841,1149,1889,2478,6366,6342,3800,0.08280290497153908,2022
8408,2022,40406,2618,4463,9801,1238,2042,2628,6910,6586,4120,0.04635384296664591,2023
8408,2023,41296,2687,4521,9732,1346,2153,2378,7289,6890,4300,0.022026431718061623,2024
8409,2014,45438,2696,5402,11015,1706,1887,2658,7921,8623,3530,,2015
8409,2015,46643,2712,5400,11215,1770,1935,2709,8211,9003,3688,0.026519653153747935,2016
8409,2016,47353,2752,5330,11276,1791,1946,2762,8478,9243,3775,0.015222005445618914,2017
8409,2017,48299,2747,5427,11394,1877,1975,2816,8716,9496,3851,0.019977614934639787,2018
8409,2018,51067,2835,5702,11805,1985,2070,2966,9473,10073,4158,0.057309675148553785,2019
8409,2019,53304,2944,5966,12242,2057,2097,3087,10023,10358,4530,0.04380519709401365,2020
8409,2020,54985,3099,6172,12385,2148,2113,3297,10546,10609,4616,0.031536094852168794,2021
8409,2021,58612,3366,6602,12858,2382,2223,3552,11446,11025,5158,0.0659634445757935,2022
8409,2022,60804,3479,6832,12865,2521,2290,3732,12215,11234,5636,0.03739848495188691,2023
8409,2023,61282,3534,6917,12644,2634,2402,3419,12567,11383,5782,0.007861324912834755,2024
8410,2014,5725,562,727,1831,69,210,569,557,709,491,,2015
8410,2015,5858,561,731,1834,85,225,607,566,760,489,0.023231441048034984,2016
8410,2016,5928,571,718,1816,87,227,603,592,806,508,0.011949470809149876,2017
8410,2017,6001,577,712,1779,89,235,608,626,859,516,0.012314439946018885,2018
8410,2018,6301,603,727,1846,95,254,641,678,899,558,0.04999166805532407,2019
8410,2019,6450,620,762,1871,100,267,626,713,925,566,0.023647040152356746,2020
8410,2020,6628,633,773,1860,106,276,617,763,992,608,0.027596899224806126,2021
8410,2021,7054,697,794,1951,106,294,643,859,1028,682,0.0642727821363911,2022
8410,2022,7444,740,839,1974,120,298,670,991,1080,732,0.05528777998298828,2023
8410,2023,7254,756,865,1942,124,310,370,1056,1069,762,-0.02552391187533587,2024
8411,2014,6668,266,478,1450,47,95,2455,508,1032,337,,2015
8411,2015,6952,275,471,1439,55,101,2692,496,1071,352,0.04259148170365923,2016
8411,2016,7213,285,460,1478,57,99,2853,533,1099,349,0.03754315304948208,2017
8411,2017,7231,280,471,1476,55,99,2858,524,1107,361,0.002495494246499419,2018
8411,2018,7325,288,484,1481,53,105,2814,564,1150,386,0.012999585119623847,2019
8411,2019,7297,298,494,1485,65,108,2691,576,1199,381,-0.003822525597269588,2020
8411,2020,7284,309,522,1492,70,102,2597,591,1205,396,-0.0017815540633137061,2021
8411,2021,7397,310,557,1585,76,113,2449,633,1226,448,0.015513454146073524,2022
8411,2022,7467,334,577,1608,76,119,2337,650,1295,471,0.009463295930782767,2023
8411,2023,6005,336,596,1554,76,125,879,681,1285,473,-0.19579483058792013,2024
8412,2014,5736,645,874,1619,83,242,434,634,706,499,,2015
8412,2015,5802,635,883,1636,84,254,436,636,744,494,0.011506276150627714,2016
8412,2016,5851,641,846,1608,84,260,462,660,783,507,0.008445363667700878,2017
8412,2017,5957,673,805,1607,87,271,496,703,801,514,0.018116561271577458,2018
8412,2018,6274,674,860,1659,89,300,513,753,884,542,0.0532147053886185,2019
8412,2019,6528,696,867,1691,99,312,527,805,956,575,0.04048453936882379,2020
8412,2020,6786,724,927,1712,110,336,534,872,977,594,0.03952205882352944,2021
8412,2021,7248,756,937,1803,131,358,577,971,1047,668,0.06808134394341292,2022
8412,2022,7689,797,1002,1817,144,390,608,1076,1099,756,0.0608443708609272,2023
8412,2023,7735,827,1021,1785,150,416,480,1162,1121,773,0.00598257250617773,2024
8413,2014,17337,664,1913,4795,163,437,1847,1918,4492,1108,,2015
8413,2015,17620,658,1909,4899,170,462,1840,1932,4611,1139,0.01632347003518486,2016
8413,2016,18033,662,1873,5029,163,472,1879,2009,4761,1185,0.02343927355278086,2017
8413,2017,18174,673,1879,5068,165,501,1895,2048,4741,1204,0.007818998502745034,2018
8413,2018,19135,708,1942,5305,181,519,1928,2266,4960,1326,0.052877737427093674,2019
8413,2019,19885,733,2053,5417,183,535,1965,2432,5145,1422,0.039195192056441064,2020
8413,2020,20385,761,2118,5495,196,569,1973,2594,5197,1482,0.025144581342720684,2021
8413,2021,21447,824,2204,5745,228,641,2011,3038,5145,1611,0.052097130242825695,2022
8413,2022,22502,848,2232,5869,240,672,2103,3348,5449,1741,0.04919102904835171,2023
8413,2023,22505,877,2233,5724,259,722,1819,3647,5426,1798,0.000133321482534976,2024
8414,2014,7135,891,903,1861,80,350,622,837,1089,502,,2015
8414,2015,7274,886,916,1903,81,361,623,852,1140,512,0.01948142957252985,2016
8414,2016,7412,879,923,1893,76,356,640,912,1208,525,0.018971679956007792,2017
8414,2017,7470,872,922,1877,94,357,656,942,1200,550,0.007825148407986982,2018
8414,2018,7812,878,944,1915,100,362,644,1046,1316,607,0.04578313253012056,2019
8414,2019,8106,888,961,1917,111,379,669,1127,1399,655,0.037634408602150504,2020
8414,2020,8380,891,981,1978,147,362,681,1223,1429,688,0.03380212188502352,2021
8414,2021,8903,909,1057,2106,163,355,713,1339,1462,799,0.06241050119331737,2022
8414,2022,9305,926,1092,2182,169,370,725,1456,1529,856,0.04515331910591924,2023
8414,2023,9448,926,1163,2125,181,386,635,1582,1536,914,0.015368081676518042,2024
8415,2014,9953,446,1265,3010,158,280,948,1250,1792,804,,2015
8415,2015,10300,468,1336,3044,157,290,968,1304,1891,842,0.03486386014267051,2016
8415,2016,10597,463,1348,3090,163,304,1026,1391,1958,854,0.028834951456310653,2017
8415,2017,10851,480,1367,3097,179,317,1062,1450,1994,905,0.02396904784372933,2018
8415,2018,11403,517,1391,3175,188,330,1115,1588,2123,976,0.05087088747580859,2019
8415,2019,11954,546,1442,3214,197,349,1128,1737,2234,1107,0.04832061738139082,2020
8415,2020,12339,571,1512,3217,235,371,1133,1880,2256,1164,0.032206792705370635,2021
8415,2021,13299,615,1546,3409,293,395,1213,2141,2343,1344,0.07780209093119383,2022
8415,2022,13928,657,1582,3439,289,414,1279,2312,2439,1517,0.047296789232273095,2023
8415,2023,14069,676,1569,3405,306,453,1234,2441,2412,1573,0.010123492245835752,2024
8416,2014,18507,1149,2548,5067,374,723,1440,2673,2761,1772,,2015
8416,2015,18966,1219,2552,5131,389,773,1421,2804,2881,1796,0.024801426487275124,2016
8416,2016,19459,1216,2560,5240,388,804,1458,2925,2993,1875,0.025993883792049033,2017
8416,2017,20009,1267,2628,5252,416,826,1497,3027,3151,1945,0.028264556246466954,2018
8416,2018,21178,1292,2681,5356,467,903,1550,3326,3423,2180,0.0584237093308011,2019
8416,2019,22424,1366,2747,5604,490,932,1627,3592,3630,2436,0.058834639720464654,2020
8416,2020,23462,1441,2839,5893,541,980,1708,3818,3699,2543,0.04628968961826607,2021
8416,2021,25551,1577,2986,6323,638,1051,1882,4247,3921,2926,0.08903759270309441,2022
8416,2022,26724,1651,3069,6383,677,1125,2007,4562,4009,3241,0.045908183632734634,2023
8416,2023,27062,1656,3169,6266,704,1168,1846,4773,4060,3420,0.012647807214488882,2024
8417,2014,5506,801,852,1684,59,237,334,468,616,455,,2015
8417,2015,5531,813,831,1688,59,244,325,494,617,460,0.004540501271340425,2016
8417,2016,5553,817,822,1678,63,236,348,514,630,445,0.003977580907611689,2017
8417,2017,5644,817,813,1680,66,265,351,548,642,462,0.016387538267603086,2018
8417,2018,5857,832,847,1720,71,283,350,580,673,501,0.03773919206236709,2019
8417,2019,6010,835,838,1717,77,286,357,651,709,540,0.026122588355813603,2020
8417,2020,6157,848,848,1733,88,287,365,691,721,576,0.024459234608984914,2021
8417,2021,6536,902,903,1763,99,303,373,783,746,664,0.06155595257430568,2022
8417,2022,6813,960,913,1805,120,310,395,841,782,687,0.04238066095471238,2023
8417,2023,6926,982,955,1787,126,333,310,903,820,710,0.01658593864670488,2024
8418,2014,9805,347,1168,2587,146,249,871,1231,2281,925,,2015
8418,2015,10045,349,1171,2631,155,259,880,1287,2360,953,0.024477307496175493,2016
8418,2016,10194,349,1170,2638,155,276,903,1292,2437,974,0.01483325037331995,2017
8418,2017,10374,364,1162,2645,160,290,934,1423,2368,1028,0.017657445556209517,2018
8418,2018,10792,376,1185,2678,164,297,971,1527,2474,1120,0.04029304029304037,2019
8418,2019,11392,407,1229,2712,185,310,983,1769,2552,1245,0.055596738324684924,2020
8418,2020,11786,422,1261,2703,193,326,1014,1953,2605,1309,0.0345856741573034,2021
8418,2021,12496,475,1325,2820,230,352,1051,2227,2562,1454,0.06024096385542177,2022
8418,2022,13263,495,1337,2927,259,385,1119,2388,2756,1597,0.061379641485275194,2023
8418,2023,13472,489,1339,2914,296,406,1107,2612,2682,1627,0.01575812410465205,2024
8419,2014,8027,853,1200,2430,120,300,603,764,1092,665,,2015
8419,2015,8071,862,1210,2435,122,312,594,735,1155,646,0.005481499937710188,2016
8419,2016,8203,862,1174,2476,111,330,611,770,1220,649,0.01635485070003706,2017
8419,2017,8303,869,1167,2473,118,336,609,814,1240,677,0.012190661952943938,2018
8419,2018,8642,886,1184,2519,129,386,623,880,1311,724,0.04082861616283262,2019
8419,2019,8930,915,1207,2542,149,403,627,957,1358,772,0.033325619069659806,2020
8419,2020,9107,930,1245,2538,158,389,641,1016,1396,794,0.019820828667413304,2021
8419,2021,9700,1014,1284,2679,166,409,659,1160,1459,870,0.06511474689799046,2022
8419,2022,10104,1098,1298,2738,190,415,692,1274,1458,941,0.041649484536082415,2023
8419,2023,10124,1127,1282,2698,197,441,453,1383,1546,997,0.001979414093428389,2024
8420,2014,5577,734,876,1643,74,253,347,532,674,444,,2015
8420,2015,5585,734,877,1660,76,266,345,512,680,435,0.0014344629729245995,2016
8420,2016,5713,743,885,1652,77,263,365,571,716,441,0.02291853178155767,2017
8420,2017,5880,759,867,1689,91,278,373,591,766,466,0.029231577104848583,2018
8420,2018,6130,791,899,1703,86,303,392,643,814,499,0.04251700680272119,2019
8420,2019,6279,825,912,1681,98,313,394,685,851,520,0.024306688417618183,2020
8420,2020,6458,856,925,1692,108,311,413,764,868,521,0.028507724159898107,2021
8420,2021,6951,919,990,1759,109,329,445,868,956,576,0.0763394239702695,2022
8420,2022,7376,968,1017,1812,131,365,462,977,1003,641,0.06114228168608826,2023
8420,2023,7577,1046,1025,1784,146,391,412,1071,1015,687,0.0272505422993492,2024
8421,2014,141702,8405,14987,36137,5456,7778,8111,29780,20792,10256,,2015
8421,2015,146878,8538,15110,37091,5783,8284,8219,31417,21854,10582,0.03652736023485903,2016
8421,2016,152654,8655,15306,38395,6122,8450,8614,33018,23159,10935,0.03932515420961624,2017
8421,2017,158266,8663,15555,39093,6558,8747,9040,35067,24211,11332,0.03676287552242319,2018
8421,2018,169181,8834,16303,40611,7302,9244,9796,38656,26213,12222,0.06896617087687806,2019
8421,2019,181903,9262,17464,43117,8025,9807,10445,42780,27560,13443,0.07519756946702061,2020
8421,2020,191089,9600,18525,44772,8659,10187,11250,45438,28554,14104,0.05049944201030221,2021
8421,2021,206958,10165,20037,47529,9973,10946,12140,49996,30453,15719,0.08304507323812471,2022
8421,2022,215644,10508,20753,46600,10615,11672,12761,53620,31749,17366,0.041969868282453415,2023
8421,2023,218875,10660,20995,46441,11305,12361,12180,55115,32079,17739,0.014983027582497144,2024
8422,2014,7818,589,1172,2211,134,319,459,1103,1142,689,,2015
8422,2015,7999,610,1198,2224,127,336,452,1148,1222,682,0.023151701202353436,2016
8422,2016,8178,631,1234,2268,117,346,466,1181,1242,693,0.02237779722465305,2017
8422,2017,8245,645,1198,2229,123,360,490,1174,1316,710,0.008192712154561077,2018
8422,2018,8720,706,1197,2322,131,371,517,1260,1433,783,0.05761067313523349,2019
8422,2019,9039,757,1247,2359,137,402,516,1311,1481,829,0.036582568807339344,2020
8422,2020,9411,782,1326,2365,163,426,542,1420,1524,863,0.04115499502157327,2021
8422,2021,10130,872,1380,2530,186,445,590,1592,1583,952,0.0763999574965466,2022
8422,2022,10601,921,1432,2570,205,465,595,1746,1628,1039,0.04649555774925962,2023
8422,2023,10763,950,1441,2565,215,495,525,1863,1622,1087,0.01528157720969725,2024
8423,2014,6531,566,804,2175,72,240,525,675,888,586,,2015
8423,2015,6523,561,772,2159,70,245,528,669,943,576,-0.0012249272699433877,2016
8423,2016,6579,574,777,2143,71,237,532,696,946,603,0.008585006898666148,2017
8423,2017,6566,575,750,2124,74,248,531,710,962,592,-0.001975984192126412,2018
8423,2018,6753,575,773,2143,85,263,558,742,1000,614,0.028480048735912256,2019
8423,2019,6907,575,789,2175,84,277,567,766,1041,633,0.022804679401747352,2020
8423,2020,6986,573,785,2156,94,292,548,810,1106,622,0.011437671927030602,2021
8423,2021,7270,614,812,2230,109,299,571,873,1083,679,0.04065273403950753,2022
8423,2022,7562,663,819,2231,117,316,566,981,1141,728,0.040165061898211896,2023
8423,2023,7442,703,852,2233,132,329,284,1042,1142,725,-0.015868817773075916,2024
8424,2014,5647,468,704,1702,72,213,539,621,768,560,,2015
8424,2015,5657,469,687,1686,71,212,523,646,791,572,0.0017708517797059287,2016
8424,2016,5666,462,683,1708,79,219,523,651,794,547,0.0015909492663956915,2017
8424,2017,5674,472,654,1677,88,230,527,673,805,548,0.00141193081539015,2018
8424,2018,5798,474,675,1661,80,251,524,701,852,580,0.021854071201973913,2019
8424,2019,5898,492,656,1689,95,246,529,728,864,599,0.017247326664367124,2020
8424,2020,5965,494,662,1738,94,234,530,756,872,585,0.011359782977280464,2021
8424,2021,6312,534,685,1799,101,242,563,825,902,661,0.058172673931265795,2022
8424,2022,6551,582,698,1829,126,254,566,876,943,677,0.037864385297845304,2023
8424,2023,6383,613,702,1797,125,261,287,946,948,704,-0.025644939703862057,2024
8425,2014,3774,693,378,1015,53,241,280,504,378,232,,2015
8425,2015,3813,691,384,1026,59,257,271,498,395,232,0.010333863275039823,2016
8425,2016,3850,686,384,1033,57,268,273,507,402,240,0.009703645423551066,2017
8425,2017,3826,678,398,1004,58,268,269,515,392,244,-0.006233766233766258,2018
8425,2018,3942,677,426,1039,57,269,265,525,427,257,0.030318870883429216,2019
8425,2019,4144,679,462,1089,64,271,275,573,452,279,0.05124302384576351,2020
8425,2020,4297,691,485,1132,65,276,291,604,446,307,0.0369208494208495,2021
8425,2021,4466,691,541,1150,70,288,295,641,463,327,0.039329764952292345,2022
8425,2022,4609,686,556,1162,75,290,287,707,483,363,0.03201970443349755,2023
8425,2023,4713,723,572,1174,79,306,278,725,480,376,0.02256454762421356,2024
8426,2014,8756,841,1025,2701,129,439,659,1038,1081,843,,2015
8426,2015,8831,827,989,2788,135,442,660,1040,1130,820,0.008565555047967077,2016
8426,2016,8842,820,983,2740,137,443,692,1053,1144,830,0.0012456120484656275,2017
8426,2017,9000,834,1007,2712,153,443,719,1077,1209,846,0.017869260348337468,2018
8426,2018,9354,828,1023,2788,169,473,734,1169,1290,880,0.03933333333333344,2019
8426,2019,9562,854,1030,2772,179,489,763,1230,1344,901,0.02223647637374393,2020
8426,2020,9878,876,1054,2837,195,486,827,1280,1380,943,0.033047479606776786,2021
8426,2021,10552,934,1142,2928,212,509,880,1429,1461,1057,0.06823243571573201,2022
8426,2022,10975,994,1158,2880,239,547,962,1556,1498,1141,0.04008718726307814,2023
8426,2023,11060,1027,1176,2815,264,577,832,1654,1530,1185,0.0077448747152619735,2024
8427,2014,6799,592,982,1984,119,264,324,860,1093,581,,2015
8427,2015,6953,615,984,2001,116,274,327,891,1172,573,0.02265038976320044,2016
8427,2016,7079,626,997,1993,123,297,334,948,1189,572,0.018121674097511864,2017
8427,2017,7206,668,1002,1962,135,312,345,962,1218,602,0.017940387060319196,2018
8427,2018,7649,696,1027,2058,139,336,361,1034,1317,681,0.06147654732167629,2019
8427,2019,7991,694,1058,2083,162,356,394,1171,1371,702,0.0447117270231403,2020
8427,2020,8460,769,1109,2129,184,371,412,1280,1451,755,0.05869102740583165,2021
8427,2021,9137,839,1208,2350,200,389,453,1391,1473,834,0.08002364066193857,2022
8427,2022,9512,870,1236,2358,226,412,474,1513,1509,914,0.04104191747838448,2023
8427,2023,9573,894,1239,2285,235,438,401,1597,1540,944,0.006412952060555144,2024
8428,2014,33456,2925,4394,9260,641,1841,2321,4497,4877,2700,,2015
8428,2015,33917,2936,4353,9266,647,1940,2361,4633,5124,2657,0.013779292204686655,2016
8428,2016,34228,2892,4395,9154,649,1972,2396,4736,5326,2708,0.009169443052156723,2017
8428,2017,34736,2911,4423,9238,684,2005,2481,4827,5494,2673,0.014841650111020233,2018
8428,2018,36546,2956,4703,9563,750,2120,2584,5163,5830,2877,0.0521073238139107,2019
8428,2019,38359,3052,4900,9815,833,2196,2643,5614,6233,3073,0.049608712307776415,2020
8428,2020,39880,3121,5199,10054,902,2261,2794,5993,6410,3146,0.0396517114627597,2021
8428,2021,42970,3353,5565,10493,1003,2415,3028,6751,6806,3556,0.07748244734202614,2022
8428,2022,44617,3512,5827,10367,1091,2514,3214,7170,7082,3840,0.038329066790784294,2023
8428,2023,45438,3541,5999,10347,1147,2632,2922,7618,7178,4054,0.018401057892731387,2024
8429,2014,2660,268,330,857,23,84,451,205,270,172,,2015
8429,2015,2690,266,332,854,23,82,474,211,279,169,0.011278195488721776,2016
8429,2016,2697,272,325,856,20,83,475,218,279,169,0.0026022304832713505,2017
8429,2017,2739,287,313,858,22,92,454,235,303,175,0.015572858731924377,2018
8429,2018,2798,274,327,865,23,99,471,239,327,173,0.021540708287696164,2019
8429,2019,2828,290,320,854,28,102,470,251,322,191,0.010721944245889903,2020
8429,2020,2837,290,329,855,23,94,447,276,329,194,0.0031824611032531536,2021
8429,2021,2952,306,324,872,25,96,470,295,359,205,0.04053577722946766,2022
8429,2022,3023,345,321,886,35,96,451,315,350,224,0.024051490514905183,2023
8429,2023,2824,360,317,877,36,109,178,343,372,232,-0.06582864703936486,2024
8430,2014,3484,444,531,1039,49,144,205,394,370,308,,2015
8430,2015,3573,454,523,1049,47,163,208,422,398,309,0.02554535017221582,2016
8430,2016,3579,438,539,1044,46,161,218,438,397,298,0.0016792611251048584,2017
8430,2017,3665,439,561,1032,57,165,230,453,424,304,0.024029058396199954,2018
8430,2018,3751,439,567,1041,52,171,223,490,463,305,0.023465211459754443,2019
8430,2019,3870,441,571,1049,74,170,230,550,465,320,0.03172487336710206,2020
8430,2020,3951,462,571,1054,84,173,235,581,470,321,0.020930232558139528,2021
8430,2021,4220,478,621,1051,89,179,251,648,504,399,0.06808402935965585,2022
8430,2022,4496,508,660,1077,105,210,239,707,547,443,0.06540284360189563,2023
8430,2023,4528,511,668,1037,113,226,198,764,557,454,0.007117437722419906,2024
8431,2014,21369,1753,2907,6174,473,911,1190,2904,3222,1835,,2015
8431,2015,21971,1836,2963,6230,510,933,1177,3029,3409,1884,0.028171650521783942,2016
8431,2016,22593,1883,2997,6275,517,971,1181,3199,3599,1971,0.028310045059396494,2017
8431,2017,23077,1925,3020,6255,532,1013,1213,3299,3790,2030,0.02142256451113167,2018
8431,2018,24264,2020,3084,6414,591,1073,1280,3581,3961,2260,0.05143649521168259,2019
8431,2019,25224,2080,3172,6516,644,1114,1309,3867,4111,2411,0.03956478733926816,2020
8431,2020,26281,2165,3272,6599,662,1158,1365,4135,4320,2605,0.0419045353631462,2021
8431,2021,28367,2355,3530,6940,761,1229,1467,4682,4551,2852,0.07937293101480147,2022
8431,2022,29624,2491,3641,6943,807,1315,1532,5053,4722,3120,0.04431205273733574,2023
8431,2023,30074,2523,3648,6871,882,1427,1322,5396,4796,3209,0.015190386173372872,2024
8432,2014,9029,722,1248,2969,132,331,612,975,1206,834,,2015
8432,2015,9207,740,1256,2957,129,336,613,1028,1312,836,0.019714254070218207,2016
8432,2016,9134,720,1213,2930,126,344,610,1035,1316,840,-0.007928749864233753,2017
8432,2017,9184,738,1203,2898,124,353,620,1075,1335,838,0.005474052988832856,2018
8432,2018,9540,769,1231,2961,140,366,627,1137,1444,865,0.03876306620209058,2019
8432,2019,9703,785,1207,2978,149,385,624,1212,1439,924,0.017085953878406723,2020
8432,2020,9993,831,1252,3001,168,394,636,1290,1490,931,0.029887663609192927,2021
8432,2021,10689,913,1338,3142,183,412,670,1437,1554,1040,0.06964875412788962,2022
8432,2022,11236,958,1395,3241,202,443,675,1585,1613,1124,0.051174104219290806,2023
8432,2023,11348,1000,1453,3162,217,476,489,1726,1635,1190,0.009967960128159481,2024
8433,2014,15386,1443,2617,4405,232,633,888,1896,1930,1342,,2015
8433,2015,15774,1478,2634,4491,221,669,877,1977,2071,1356,0.02521773040426356,2016
8433,2016,16046,1511,2638,4505,229,659,901,2044,2188,1371,0.017243565360720137,2017
8433,2017,16208,1541,2624,4540,236,676,896,2069,2257,1369,0.010095974074535663,2018
8433,2018,17013,1567,2725,4640,266,719,964,2268,2384,1480,0.049666831194471905,2019
8433,2019,17957,1644,2933,4740,294,754,969,2539,2456,1628,0.05548698054428969,2020
8433,2020,18646,1700,3108,4801,318,746,1027,2723,2538,1685,0.03836943810213289,2021
8433,2021,20092,1846,3357,5029,375,809,1073,3042,2642,1919,0.07755014480317501,2022
8433,2022,21058,1947,3504,5099,445,831,1101,3322,2752,2057,0.04807883734819818,2023
8433,2023,21393,1999,3579,5043,460,880,900,3550,2839,2143,0.01590844334694652,2024
8434,2014,12396,1076,1784,3582,229,550,872,1799,1584,920,,2015
8434,2015,12635,1078,1840,3640,241,587,837,1837,1659,916,0.01928041303646344,2016
8434,2016,13083,1104,1892,3704,242,608,851,1960,1750,972,0.035457063711911374,2017
8434,2017,13415,1105,1897,3745,259,632,894,2033,1851,999,0.025376442711916303,2018
8434,2018,14286,1159,2011,3827,315,650,931,2303,1982,1108,0.0649273201639955,2019
8434,2019,14943,1174,2131,3909,358,678,962,2472,2035,1224,0.04598908021839554,2020
8434,2020,15628,1217,2223,4075,388,717,989,2661,2104,1254,0.04584086194204651,2021
8434,2021,17051,1331,2392,4302,462,755,1106,2970,2286,1447,0.09105451753263383,2022
8434,2022,17911,1366,2459,4319,491,824,1124,3332,2379,1617,0.05043692452055604,2023
8434,2023,18537,1381,2525,4333,566,878,1034,3608,2492,1720,0.03495058902350512,2024
8435,2014,12936,1193,2111,3286,275,444,815,1779,1976,1057,,2015
8435,2015,13346,1220,2157,3369,292,449,816,1868,2099,1076,0.03169449598021035,2016
8435,2016,13642,1263,2106,3421,299,454,868,1919,2187,1125,0.0221789300164843,2017
8435,2017,14132,1283,2139,3493,325,470,924,2020,2325,1153,0.03591848702536282,2018
8435,2018,14910,1326,2247,3580,338,491,973,2224,2458,1273,0.05505236343051223,2019
8435,2019,15668,1371,2324,3693,356,528,995,2424,2569,1408,0.05083836351441984,2020
8435,2020,16309,1442,2455,3649,379,538,1037,2676,2640,1493,0.04091141179474089,2021
8435,2021,17531,1572,2584,3785,430,580,1142,2972,2780,1686,0.0749279538904899,2022
8435,2022,18586,1657,2719,3859,502,634,1204,3216,2892,1903,0.06017911128857456,2023
8435,2023,18893,1717,2795,3864,508,664,1012,3377,2962,1994,0.016517809103626435,2024
9301,2014,37677,2127,4333,9164,1383,1651,2280,7674,6154,2911,,2015
9301,2015,38871,2184,4358,9338,1445,1790,2337,8021,6435,2963,0.03169042121188004,2016
