target_year,ze2020,node_idx,libze2020,side_enterprise_creations_official,side_establishment_creations_official,communes_count
2012,51,0,Alençon,668,825,184
2013,51,0,Alençon,668,755,184
2014,51,0,Alençon,642,741,184
2015,51,0,Alençon,631,733,184
2016,51,0,Alençon,690,777,184
2017,51,0,Alençon,666,742,184
2018,51,0,Alençon,745,834,184
2019,51,0,Alençon,874,977,184
2020,51,0,Alençon,907,1009,184
2021,51,0,Alençon,1019,1149,184
2022,51,0,Alençon,1067,1208,184
2023,51,0,Alençon,1082,1220,184
2024,51,0,Alençon,1192,1377,184
2025,51,0,Alençon,1222,1448,184
2012,52,1,Arles,1511,1832,20
2013,52,1,Arles,1437,1649,20
2014,52,1,Arles,1448,1552,20
2015,52,1,Arles,1372,1547,20
2016,52,1,Arles,1453,1660,20
2017,52,1,Arles,1484,1677,20
2018,52,1,Arles,1604,1788,20
2019,52,1,Arles,1782,2080,20
2020,52,1,Arles,1896,2104,20
2021,52,1,Arles,2304,2615,20
2022,52,1,Arles,2359,2667,20
2023,52,1,Arles,2358,2619,20
2024,52,1,Arles,2425,2837,20
2025,52,1,Arles,2495,2892,20
2012,53,2,Avignon,3330,3762,36
2013,53,2,Avignon,3115,3434,36
2014,53,2,Avignon,3225,3563,36
2015,53,2,Avignon,2997,3435,36
2016,53,2,Avignon,2986,3432,36
2017,53,2,Avignon,3229,3615,36
2018,53,2,Avignon,3716,4169,36
2019,53,2,Avignon,4325,4765,36
2020,53,2,Avignon,4440,4871,36
2021,53,2,Avignon,5321,5818,36
2022,53,2,Avignon,5362,5945,36
2023,53,2,Avignon,5239,5770,36
2024,53,2,Avignon,5706,6463,36
2025,53,2,Avignon,5732,6543,36
2012,54,3,Beauvais,1747,1923,327
2013,54,3,Beauvais,1681,1851,327
2014,54,3,Beauvais,1773,1949,327
2015,54,3,Beauvais,1720,1931,327
2016,54,3,Beauvais,1795,2036,327
2017,54,3,Beauvais,1929,2163,327
2018,54,3,Beauvais,2095,2287,327
2019,54,3,Beauvais,2350,2566,327
2020,54,3,Beauvais,2425,2624,327
2021,54,3,Beauvais,3034,3320,327
2022,54,3,Beauvais,3165,3429,327
2023,54,3,Beauvais,3266,3518,327
2024,54,3,Beauvais,3395,3779,327
2025,54,3,Beauvais,3469,3871,327
2012,55,4,Bollène-Pierrelatte,663,750,29
2013,55,4,Bollène-Pierrelatte,656,800,29
2014,55,4,Bollène-Pierrelatte,654,735,29
2015,55,4,Bollène-Pierrelatte,607,668,29
2016,55,4,Bollène-Pierrelatte,652,775,29
2017,55,4,Bollène-Pierrelatte,602,696,29
2018,55,4,Bollène-Pierrelatte,770,849,29
2019,55,4,Bollène-Pierrelatte,851,947,29
2020,55,4,Bollène-Pierrelatte,837,931,29
2021,55,4,Bollène-Pierrelatte,1020,1131,29
2022,55,4,Bollène-Pierrelatte,1164,1284,29
2023,55,4,Bollène-Pierrelatte,1142,1246,29
2024,55,4,Bollène-Pierrelatte,1152,1307,29
2025,55,4,Bollène-Pierrelatte,1137,1317,29
2012,56,5,Cosne-Cours-sur-Loire,436,487,119
2013,56,5,Cosne-Cours-sur-Loire,435,495,119
2014,56,5,Cosne-Cours-sur-Loire,460,510,119
2015,56,5,Cosne-Cours-sur-Loire,408,462,119
2016,56,5,Cosne-Cours-sur-Loire,400,437,119
2017,56,5,Cosne-Cours-sur-Loire,434,484,119
2018,56,5,Cosne-Cours-sur-Loire,475,517,119
2019,56,5,Cosne-Cours-sur-Loire,539,632,119
2020,56,5,Cosne-Cours-sur-Loire,531,622,119
2021,56,5,Cosne-Cours-sur-Loire,653,764,119
2022,56,5,Cosne-Cours-sur-Loire,653,786,119
2023,56,5,Cosne-Cours-sur-Loire,658,760,119
2024,56,5,Cosne-Cours-sur-Loire,669,815,119
2025,56,5,Cosne-Cours-sur-Loire,755,951,119
2012,57,6,Dreux,1000,1093,115
2013,57,6,Dreux,978,1038,115
2014,57,6,Dreux,1027,1095,115
2015,57,6,Dreux,947,1052,115
2016,57,6,Dreux,947,1038,115
2017,57,6,Dreux,1036,1146,115
2018,57,6,Dreux,1149,1223,115
2019,57,6,Dreux,1368,1466,115
2020,57,6,Dreux,1486,1569,115
2021,57,6,Dreux,1719,1837,115
2022,57,6,Dreux,1884,2006,115
2023,57,6,Dreux,1863,1973,115
2024,57,6,Dreux,1969,2164,115
2025,57,6,Dreux,1971,2214,115
2012,58,7,La Vallée de la Bresle-Vimeu,353,401,93
2013,58,7,La Vallée de la Bresle-Vimeu,367,398,93
2014,58,7,La Vallée de la Bresle-Vimeu,397,425,93
2015,58,7,La Vallée de la Bresle-Vimeu,375,410,93
2016,58,7,La Vallée de la Bresle-Vimeu,344,390,93
2017,58,7,La Vallée de la Bresle-Vimeu,353,368,93
2018,58,7,La Vallée de la Bresle-Vimeu,396,433,93
2019,58,7,La Vallée de la Bresle-Vimeu,468,513,93
2020,58,7,La Vallée de la Bresle-Vimeu,506,544,93
2021,58,7,La Vallée de la Bresle-Vimeu,570,646,93
2022,58,7,La Vallée de la Bresle-Vimeu,573,640,93
2023,58,7,La Vallée de la Bresle-Vimeu,552,621,93
2024,58,7,La Vallée de la Bresle-Vimeu,634,749,93
2025,58,7,La Vallée de la Bresle-Vimeu,619,732,93
2012,59,8,Mâcon,1247,1373,159
2013,59,8,Mâcon,1269,1371,159
2014,59,8,Mâcon,1150,1268,159
2015,59,8,Mâcon,1135,1257,159
2016,59,8,Mâcon,1197,1312,159
2017,59,8,Mâcon,1287,1401,159
2018,59,8,Mâcon,1381,1527,159
2019,59,8,Mâcon,1674,1848,159
2020,59,8,Mâcon,1682,1838,159
2021,59,8,Mâcon,2217,2397,159
2022,59,8,Mâcon,2161,2396,159
2023,59,8,Mâcon,2183,2420,159
2024,59,8,Mâcon,2271,2615,159
2025,59,8,Mâcon,2304,2711,159
2012,60,9,Nevers,856,990,180
2013,60,9,Nevers,811,935,180
2014,60,9,Nevers,898,1030,180
2015,60,9,Nevers,826,951,180
2016,60,9,Nevers,815,960,180
2017,60,9,Nevers,895,1026,180
2018,60,9,Nevers,929,1098,180
2019,60,9,Nevers,1071,1284,180
2020,60,9,Nevers,1126,1314,180
2021,60,9,Nevers,1418,1664,180
2022,60,9,Nevers,1422,1665,180
2023,60,9,Nevers,1351,1595,180
2024,60,9,Nevers,1485,1765,180
2025,60,9,Nevers,1654,1982,180
2012,61,10,Nogent-le-Rotrou,410,449,82
2013,61,10,Nogent-le-Rotrou,414,416,82
2014,61,10,Nogent-le-Rotrou,412,444,82
2015,61,10,Nogent-le-Rotrou,352,393,82
2016,61,10,Nogent-le-Rotrou,413,458,82
2017,61,10,Nogent-le-Rotrou,442,484,82
2018,61,10,Nogent-le-Rotrou,427,474,82
2019,61,10,Nogent-le-Rotrou,496,546,82
2020,61,10,Nogent-le-Rotrou,514,568,82
2021,61,10,Nogent-le-Rotrou,620,717,82
2022,61,10,Nogent-le-Rotrou,608,703,82
2023,61,10,Nogent-le-Rotrou,617,685,82
2024,61,10,Nogent-le-Rotrou,672,788,82
2025,61,10,Nogent-le-Rotrou,704,819,82
2012,62,11,Redon,514,550,43
2013,62,11,Redon,514,568,43
2014,62,11,Redon,523,525,43
2015,62,11,Redon,466,506,43
2016,62,11,Redon,473,525,43
2017,62,11,Redon,514,535,43
2018,62,11,Redon,572,601,43
2019,62,11,Redon,623,665,43
2020,62,11,Redon,670,738,43
2021,62,11,Redon,783,890,43
2022,62,11,Redon,871,974,43
2023,62,11,Redon,839,937,43
2024,62,11,Redon,978,1128,43
2025,62,11,Redon,977,1135,43
2012,63,12,Ussel,404,499,186
2013,63,12,Ussel,417,569,186
2014,63,12,Ussel,415,505,186
2015,63,12,Ussel,412,548,186
2016,63,12,Ussel,405,532,186
2017,63,12,Ussel,398,476,186
2018,63,12,Ussel,480,572,186
2019,63,12,Ussel,504,649,186
2020,63,12,Ussel,603,748,186
2021,63,12,Ussel,692,900,186
2022,63,12,Ussel,733,959,186
2023,63,12,Ussel,700,840,186
2024,63,12,Ussel,760,952,186
2025,63,12,Ussel,765,961,186
2012,64,13,Valréas,667,741,114
2013,64,13,Valréas,625,690,114
2014,64,13,Valréas,652,723,114
2015,64,13,Valréas,656,708,114
2016,64,13,Valréas,637,721,114
2017,64,13,Valréas,633,700,114
2018,64,13,Valréas,663,749,114
2019,64,13,Valréas,739,810,114
2020,64,13,Valréas,737,802,114
2021,64,13,Valréas,879,1009,114
2022,64,13,Valréas,880,996,114
2023,64,13,Valréas,837,942,114
2024,64,13,Valréas,912,1075,114
2025,64,13,Valréas,869,1039,114
2012,1101,14,Cergy-Vexin,4918,5415,120
2013,1101,14,Cergy-Vexin,4847,5256,120
2014,1101,14,Cergy-Vexin,4968,5402,120
2015,1101,14,Cergy-Vexin,4987,5502,120
2016,1101,14,Cergy-Vexin,5746,6301,120
2017,1101,14,Cergy-Vexin,6228,6750,120
2018,1101,14,Cergy-Vexin,7765,8381,120
2019,1101,14,Cergy-Vexin,9333,9950,120
2020,1101,14,Cergy-Vexin,10098,10675,120
2021,1101,14,Cergy-Vexin,11550,12170,120
2022,1101,14,Cergy-Vexin,11412,12073,120
2023,1101,14,Cergy-Vexin,11508,12209,120
2024,1101,14,Cergy-Vexin,12031,12954,120
2025,1101,14,Cergy-Vexin,12325,13508,120
2012,1102,15,Coulommiers,567,603,54
2013,1102,15,Coulommiers,606,644,54
2014,1102,15,Coulommiers,539,603,54
2015,1102,15,Coulommiers,561,603,54
2016,1102,15,Coulommiers,669,724,54
2017,1102,15,Coulommiers,674,680,54
2018,1102,15,Coulommiers,688,746,54
2019,1102,15,Coulommiers,838,899,54
2020,1102,15,Coulommiers,864,956,54
2021,1102,15,Coulommiers,1069,1130,54
2022,1102,15,Coulommiers,1013,1093,54
2023,1102,15,Coulommiers,1152,1222,54
2024,1102,15,Coulommiers,1098,1224,54
2025,1102,15,Coulommiers,1136,1241,54
2012,1103,16,Étampes,795,838,64
2013,1103,16,Étampes,775,809,64
2014,1103,16,Étampes,785,848,64
2015,1103,16,Étampes,806,860,64
2016,1103,16,Étampes,868,952,64
2017,1103,16,Étampes,905,962,64
2018,1103,16,Étampes,1074,1122,64
2019,1103,16,Étampes,1314,1396,64
2020,1103,16,Étampes,1237,1318,64
2021,1103,16,Étampes,1498,1576,64
2022,1103,16,Étampes,1507,1592,64
2023,1103,16,Étampes,1505,1595,64
2024,1103,16,Étampes,1586,1708,64
2025,1103,16,Étampes,1776,1985,64
2012,1104,17,Évry-Courcouronnes,4585,5180,68
2013,1104,17,Évry-Courcouronnes,4525,5016,68
2014,1104,17,Évry-Courcouronnes,4941,5398,68
2015,1104,17,Évry-Courcouronnes,4717,5149,68
2016,1104,17,Évry-Courcouronnes,5135,5576,68
2017,1104,17,Évry-Courcouronnes,5751,6322,68
2018,1104,17,Évry-Courcouronnes,6832,7321,68
2019,1104,17,Évry-Courcouronnes,8378,8975,68
2020,1104,17,Évry-Courcouronnes,9608,10130,68
2021,1104,17,Évry-Courcouronnes,10828,11332,68
2022,1104,17,Évry-Courcouronnes,10866,11394,68
2023,1104,17,Évry-Courcouronnes,10840,11340,68
2024,1104,17,Évry-Courcouronnes,11269,12111,68
2025,1104,17,Évry-Courcouronnes,11389,12449,68
2012,1105,18,Fontainebleau-Nemours,1638,1803,106
2013,1105,18,Fontainebleau-Nemours,1713,1846,106
2014,1105,18,Fontainebleau-Nemours,1728,1797,106
2015,1105,18,Fontainebleau-Nemours,1616,1766,106
2016,1105,18,Fontainebleau-Nemours,1746,1943,106
2017,1105,18,Fontainebleau-Nemours,1887,2046,106
2018,1105,18,Fontainebleau-Nemours,2136,2256,106
2019,1105,18,Fontainebleau-Nemours,2450,2630,106
2020,1105,18,Fontainebleau-Nemours,2462,2653,106
2021,1105,18,Fontainebleau-Nemours,2832,3043,106
2022,1105,18,Fontainebleau-Nemours,2985,3204,106
2023,1105,18,Fontainebleau-Nemours,2948,3128,106
2024,1105,18,Fontainebleau-Nemours,2967,3265,106
2025,1105,18,Fontainebleau-Nemours,3014,3381,106
2012,1106,19,Marne-la-Vallée,3948,4412,69
2013,1106,19,Marne-la-Vallée,3937,4382,69
2014,1106,19,Marne-la-Vallée,4081,4484,69
2015,1106,19,Marne-la-Vallée,4091,4554,69
2016,1106,19,Marne-la-Vallée,4447,4848,69
2017,1106,19,Marne-la-Vallée,4889,5439,69
2018,1106,19,Marne-la-Vallée,5797,6149,69
2019,1106,19,Marne-la-Vallée,7240,7761,69
2020,1106,19,Marne-la-Vallée,7651,8169,69
2021,1106,19,Marne-la-Vallée,9019,9573,69
2022,1106,19,Marne-la-Vallée,8958,9548,69
2023,1106,19,Marne-la-Vallée,9582,10141,69
2024,1106,19,Marne-la-Vallée,9342,10149,69
2025,1106,19,Marne-la-Vallée,9741,10817,69
2012,1107,20,Meaux,1578,1729,102
2013,1107,20,Meaux,1518,1665,102
2014,1107,20,Meaux,1608,1731,102
2015,1107,20,Meaux,1577,1733,102
2016,1107,20,Meaux,1721,1854,102
2017,1107,20,Meaux,1929,2101,102
2018,1107,20,Meaux,2200,2329,102
2019,1107,20,Meaux,2633,2828,102
2020,1107,20,Meaux,2806,2964,102
2021,1107,20,Meaux,3397,3593,102
2022,1107,20,Meaux,3394,3604,102
2023,1107,20,Meaux,3483,3640,102
2024,1107,20,Meaux,3402,3768,102
2025,1107,20,Meaux,3465,3821,102
2012,1108,21,Melun,1436,1617,71
2013,1108,21,Melun,1506,1666,71
2014,1108,21,Melun,1562,1685,71
2015,1108,21,Melun,1484,1627,71
2016,1108,21,Melun,1626,1752,71
2017,1108,21,Melun,1754,1920,71
2018,1108,21,Melun,2057,2206,71
2019,1108,21,Melun,2591,2732,71
2020,1108,21,Melun,2871,2983,71
2021,1108,21,Melun,3359,3533,71
2022,1108,21,Melun,3351,3537,71
2023,1108,21,Melun,3423,3591,71
2024,1108,21,Melun,3658,3951,71
2025,1108,21,Melun,3589,3939,71
2012,1109,22,Paris,89925,102158,122
2013,1109,22,Paris,90120,100390,122
2014,1109,22,Paris,96462,108217,122
2015,1109,22,Paris,100184,111761,122
2016,1109,22,Paris,115520,127779,122
2017,1109,22,Paris,128643,140956,122
2018,1109,22,Paris,149835,162474,122
2019,1109,22,Paris,166792,181243,122
2020,1109,22,Paris,169413,182052,122
2021,1109,22,Paris,183519,195536,122
2022,1109,22,Paris,189961,202584,122
2023,1109,22,Paris,196310,207701,122
2024,1109,22,Paris,209633,225039,122
2025,1109,22,Paris,228163,246451,122
2012,1110,23,Provins,443,476,81
2013,1110,23,Provins,416,459,81
2014,1110,23,Provins,387,419,81
2015,1110,23,Provins,384,420,81
2016,1110,23,Provins,431,456,81
2017,1110,23,Provins,468,498,81
2018,1110,23,Provins,475,504,81
2019,1110,23,Provins,526,570,81
2020,1110,23,Provins,579,625,81
2021,1110,23,Provins,659,720,81
2022,1110,23,Provins,755,802,81
2023,1110,23,Provins,722,759,81
2024,1110,23,Provins,734,815,81
2025,1110,23,Provins,737,806,81
2012,1111,24,Rambouillet,668,719,36
2013,1111,24,Rambouillet,665,718,36
2014,1111,24,Rambouillet,706,765,36
2015,1111,24,Rambouillet,689,796,36
2016,1111,24,Rambouillet,726,774,36
2017,1111,24,Rambouillet,738,833,36
2018,1111,24,Rambouillet,874,946,36
2019,1111,24,Rambouillet,990,1066,36
2020,1111,24,Rambouillet,963,1012,36
2021,1111,24,Rambouillet,1227,1311,36
2022,1111,24,Rambouillet,1176,1278,36
2023,1111,24,Rambouillet,1167,1250,36
2024,1111,24,Rambouillet,1170,1287,36
2025,1111,24,Rambouillet,1287,1422,36
2012,1112,25,Roissy,7068,7910,87
2013,1112,25,Roissy,7540,8216,87
2014,1112,25,Roissy,7959,8700,87
2015,1112,25,Roissy,8060,8751,87
2016,1112,25,Roissy,8922,9719,87
2017,1112,25,Roissy,10052,10730,87
2018,1112,25,Roissy,12507,13310,87
2019,1112,25,Roissy,15025,15841,87
2020,1112,25,Roissy,16093,16907,87
2021,1112,25,Roissy,18088,18867,87
2022,1112,25,Roissy,18674,19380,87
2023,1112,25,Roissy,18550,19391,87
2024,1112,25,Roissy,19976,21235,87
2025,1112,25,Roissy,19748,21392,87
2012,1113,26,Saclay,3998,4518,62
2013,1113,26,Saclay,4006,4426,62
2014,1113,26,Saclay,4323,4707,62
2015,1113,26,Saclay,4144,4621,62
2016,1113,26,Saclay,4740,5266,62
2017,1113,26,Saclay,5318,5831,62
2018,1113,26,Saclay,6219,6669,62
2019,1113,26,Saclay,7601,8184,62
2020,1113,26,Saclay,8341,8756,62
2021,1113,26,Saclay,9338,9870,62
2022,1113,26,Saclay,9659,10171,62
2023,1113,26,Saclay,9575,10159,62
2024,1113,26,Saclay,9579,10432,62
2025,1113,26,Saclay,9930,10850,62
2012,1114,27,Seine-Yvelinoise,6620,7369,121
2013,1114,27,Seine-Yvelinoise,6571,7112,121
2014,1114,27,Seine-Yvelinoise,7054,7685,121
2015,1114,27,Seine-Yvelinoise,7013,7762,121
2016,1114,27,Seine-Yvelinoise,7505,8157,121
2017,1114,27,Seine-Yvelinoise,8415,9097,121
2018,1114,27,Seine-Yvelinoise,10120,10906,121
2019,1114,27,Seine-Yvelinoise,11918,12740,121
2020,1114,27,Seine-Yvelinoise,12881,13617,121
2021,1114,27,Seine-Yvelinoise,14551,15318,121
2022,1114,27,Seine-Yvelinoise,14714,15482,121
2023,1114,27,Seine-Yvelinoise,14960,15709,121
2024,1114,27,Seine-Yvelinoise,15524,16672,121
2025,1114,27,Seine-Yvelinoise,16162,17592,121
2012,1115,28,Versailles-Saint-Quentin,4908,5599,103
2013,1115,28,Versailles-Saint-Quentin,4908,5476,103
2014,1115,28,Versailles-Saint-Quentin,5212,5787,103
2015,1115,28,Versailles-Saint-Quentin,5315,5869,103
2016,1115,28,Versailles-Saint-Quentin,5819,6389,103
2017,1115,28,Versailles-Saint-Quentin,6499,7163,103
2018,1115,28,Versailles-Saint-Quentin,7416,8154,103
2019,1115,28,Versailles-Saint-Quentin,8765,9510,103
2020,1115,28,Versailles-Saint-Quentin,9341,10049,103
2021,1115,28,Versailles-Saint-Quentin,10689,11376,103
2022,1115,28,Versailles-Saint-Quentin,10447,11157,103
2023,1115,28,Versailles-Saint-Quentin,10001,10759,103
2024,1115,28,Versailles-Saint-Quentin,10574,11533,103
2025,1115,28,Versailles-Saint-Quentin,10990,12127,103
2012,2401,29,Blois,1133,1291,104
2013,2401,29,Blois,1139,1256,104
2014,2401,29,Blois,1126,1250,104
2015,2401,29,Blois,1135,1243,104
2016,2401,29,Blois,1153,1318,104
2017,2401,29,Blois,1240,1399,104
2018,2401,29,Blois,1353,1490,104
2019,2401,29,Blois,1611,1790,104
2020,2401,29,Blois,1731,1909,104
2021,2401,29,Blois,1900,2082,104
2022,2401,29,Blois,2036,2248,104
2023,2401,29,Blois,1978,2224,104
2024,2401,29,Blois,1984,2313,104
2025,2401,29,Blois,2139,2480,104
2012,2402,30,Bourges,1170,1351,170
2013,2402,30,Bourges,1132,1283,170
2014,2402,30,Bourges,1187,1373,170
2015,2402,30,Bourges,1075,1286,170
2016,2402,30,Bourges,1079,1303,170
2017,2402,30,Bourges,1088,1345,170
2018,2402,30,Bourges,1201,1394,170
2019,2402,30,Bourges,1517,1685,170
2020,2402,30,Bourges,1731,1912,170
2021,2402,30,Bourges,2121,2417,170
2022,2402,30,Bourges,2001,2329,170
2023,2402,30,Bourges,2051,2321,170
2024,2402,30,Bourges,2012,2374,170
2025,2402,30,Bourges,2123,2535,170
2012,2403,31,Chartres,1296,1440,150
2013,2403,31,Chartres,1338,1422,150
2014,2403,31,Chartres,1398,1554,150
2015,2403,31,Chartres,1270,1472,150
2016,2403,31,Chartres,1400,1576,150
2017,2403,31,Chartres,1443,1608,150
2018,2403,31,Chartres,1669,1864,150
2019,2403,31,Chartres,1918,2084,150
2020,2403,31,Chartres,2043,2244,150
2021,2403,31,Chartres,2459,2681,150
2022,2403,31,Chartres,2442,2714,150
2023,2403,31,Chartres,2441,2658,150
2024,2403,31,Chartres,2566,2891,150
2025,2403,31,Chartres,2713,3113,150
2012,2404,32,Châteaudun,318,342,63
2013,2404,32,Châteaudun,331,360,63
2014,2404,32,Châteaudun,338,363,63
2015,2404,32,Châteaudun,313,350,63
2016,2404,32,Châteaudun,291,340,63
2017,2404,32,Châteaudun,318,347,63
2018,2404,32,Châteaudun,346,388,63
2019,2404,32,Châteaudun,388,428,63
2020,2404,32,Châteaudun,418,461,63
2021,2404,32,Châteaudun,511,583,63
2022,2404,32,Châteaudun,498,563,63
2023,2404,32,Châteaudun,559,627,63
2024,2404,32,Châteaudun,548,633,63
2025,2404,32,Châteaudun,578,686,63
2012,2405,33,Châteauroux,1199,1345,213
2013,2405,33,Châteauroux,1018,1176,213
2014,2405,33,Châteauroux,1156,1335,213
2015,2405,33,Châteauroux,1063,1315,213
2016,2405,33,Châteauroux,1068,1292,213
2017,2405,33,Châteauroux,1097,1291,213
2018,2405,33,Châteauroux,1175,1464,213
2019,2405,33,Châteauroux,1345,1558,213
2020,2405,33,Châteauroux,1496,1723,213
2021,2405,33,Châteauroux,1822,2100,213
2022,2405,33,Châteauroux,1765,2235,213
2023,2405,33,Châteauroux,1776,2064,213
2024,2405,33,Châteauroux,1845,2227,213
2025,2405,33,Châteauroux,2000,2447,213
2012,2406,34,Chinon,286,320,42
2013,2406,34,Chinon,295,299,42
2014,2406,34,Chinon,281,326,42
2015,2406,34,Chinon,250,271,42
2016,2406,34,Chinon,263,297,42
2017,2406,34,Chinon,303,324,42
2018,2406,34,Chinon,307,336,42
2019,2406,34,Chinon,359,392,42
2020,2406,34,Chinon,380,422,42
2021,2406,34,Chinon,429,474,42
2022,2406,34,Chinon,475,542,42
2023,2406,34,Chinon,454,512,42
2024,2406,34,Chinon,436,520,42
2025,2406,34,Chinon,466,569,42
2012,2407,35,Gien,452,543,67
2013,2407,35,Gien,465,514,67
2014,2407,35,Gien,474,517,67
2015,2407,35,Gien,465,534,67
2016,2407,35,Gien,419,501,67
2017,2407,35,Gien,452,532,67
2018,2407,35,Gien,470,524,67
2019,2407,35,Gien,504,573,67
2020,2407,35,Gien,553,606,67
2021,2407,35,Gien,692,787,67
2022,2407,35,Gien,745,840,67
2023,2407,35,Gien,724,835,67
2024,2407,35,Gien,821,955,67
2025,2407,35,Gien,776,943,67
2012,2408,36,Loches,340,393,78
2013,2408,36,Loches,334,362,78
2014,2408,36,Loches,358,391,78
2015,2408,36,Loches,321,342,78
2016,2408,36,Loches,329,344,78
2017,2408,36,Loches,375,416,78
2018,2408,36,Loches,395,441,78
2019,2408,36,Loches,449,524,78
2020,2408,36,Loches,463,529,78
2021,2408,36,Loches,532,618,78
2022,2408,36,Loches,550,665,78
2023,2408,36,Loches,533,609,78
2024,2408,36,Loches,549,690,78
2025,2408,36,Loches,586,720,78
2012,2409,37,Montargis,959,1033,96
2013,2409,37,Montargis,967,1072,96
2014,2409,37,Montargis,897,990,96
2015,2409,37,Montargis,885,998,96
2016,2409,37,Montargis,892,975,96
2017,2409,37,Montargis,915,1010,96
2018,2409,37,Montargis,1028,1091,96
2019,2409,37,Montargis,1120,1197,96
2020,2409,37,Montargis,1151,1255,96
2021,2409,37,Montargis,1415,1553,96
2022,2409,37,Montargis,1562,1736,96
2023,2409,37,Montargis,1526,1655,96
2024,2409,37,Montargis,1660,1871,96
2025,2409,37,Montargis,1786,2028,96
2012,2410,38,Orléans,2851,3308,133
2013,2410,38,Orléans,2977,3375,133
2014,2410,38,Orléans,3001,3379,133
2015,2410,38,Orléans,2876,3241,133
2016,2410,38,Orléans,3037,3474,133
2017,2410,38,Orléans,3150,3492,133
2018,2410,38,Orléans,3860,4252,133
2019,2410,38,Orléans,4482,4877,133
2020,2410,38,Orléans,4722,5102,133
2021,2410,38,Orléans,5662,6170,133
2022,2410,38,Orléans,5597,6151,133
2023,2410,38,Orléans,5699,6199,133
2024,2410,38,Orléans,6300,7056,133
2025,2410,38,Orléans,6549,7427,133
2012,2411,39,Pithiviers,364,409,78
2013,2411,39,Pithiviers,393,446,78
2014,2411,39,Pithiviers,433,475,78
2015,2411,39,Pithiviers,379,412,78
2016,2411,39,Pithiviers,415,471,78
2017,2411,39,Pithiviers,425,472,78
2018,2411,39,Pithiviers,528,545,78
2019,2411,39,Pithiviers,488,538,78
2020,2411,39,Pithiviers,529,563,78
2021,2411,39,Pithiviers,648,711,78
2022,2411,39,Pithiviers,699,772,78
2023,2411,39,Pithiviers,710,781,78
2024,2411,39,Pithiviers,723,825,78
2025,2411,39,Pithiviers,750,853,78
2012,2412,40,Romorantin-Lanthenay,593,669,70
2013,2412,40,Romorantin-Lanthenay,571,625,70
2014,2412,40,Romorantin-Lanthenay,567,626,70
2015,2412,40,Romorantin-Lanthenay,596,667,70
2016,2412,40,Romorantin-Lanthenay,590,648,70
2017,2412,40,Romorantin-Lanthenay,603,655,70
2018,2412,40,Romorantin-Lanthenay,646,722,70
2019,2412,40,Romorantin-Lanthenay,692,803,70
2020,2412,40,Romorantin-Lanthenay,702,775,70
2021,2412,40,Romorantin-Lanthenay,876,978,70
2022,2412,40,Romorantin-Lanthenay,911,1029,70
2023,2412,40,Romorantin-Lanthenay,927,1046,70
2024,2412,40,Romorantin-Lanthenay,955,1161,70
2025,2412,40,Romorantin-Lanthenay,1041,1232,70
2012,2413,41,Tours,3790,4278,166
2013,2413,41,Tours,3677,4002,166
2014,2413,41,Tours,3807,4158,166
2015,2413,41,Tours,3615,4107,166
2016,2413,41,Tours,3759,4241,166
2017,2413,41,Tours,4173,4634,166
2018,2413,41,Tours,5007,5588,166
2019,2413,41,Tours,5703,6211,166
2020,2413,41,Tours,5911,6431,166
2021,2413,41,Tours,7469,8173,166
2022,2413,41,Tours,7209,7998,166
2023,2413,41,Tours,6858,7531,166
2024,2413,41,Tours,7282,8271,166
2025,2413,41,Tours,7447,8575,166
2012,2414,42,Vendôme,395,455,89
2013,2414,42,Vendôme,363,421,89
2014,2414,42,Vendôme,338,401,89
2015,2414,42,Vendôme,369,407,89
2016,2414,42,Vendôme,405,454,89
2017,2414,42,Vendôme,392,439,89
2018,2414,42,Vendôme,405,451,89
2019,2414,42,Vendôme,494,555,89
2020,2414,42,Vendôme,503,542,89
2021,2414,42,Vendôme,601,694,89
2022,2414,42,Vendôme,628,708,89
2023,2414,42,Vendôme,632,719,89
2024,2414,42,Vendôme,713,816,89
2025,2414,42,Vendôme,704,833,89
2012,2415,43,Vierzon,306,363,28
2013,2415,43,Vierzon,313,349,28
2014,2415,43,Vierzon,288,305,28
2015,2415,43,Vierzon,266,314,28
2016,2415,43,Vierzon,270,318,28
2017,2415,43,Vierzon,260,300,28
2018,2415,43,Vierzon,303,350,28
2019,2415,43,Vierzon,321,359,28
2020,2415,43,Vierzon,394,427,28
2021,2415,43,Vierzon,509,558,28
2022,2415,43,Vierzon,455,519,28
2023,2415,43,Vierzon,450,506,28
2024,2415,43,Vierzon,473,553,28
2025,2415,43,Vierzon,479,579,28
2012,2701,44,Autun,242,274,66
2013,2701,44,Autun,253,272,66
2014,2701,44,Autun,252,262,66
2015,2701,44,Autun,272,289,66
2016,2701,44,Autun,258,271,66
2017,2701,44,Autun,246,261,66
2018,2701,44,Autun,291,321,66
2019,2701,44,Autun,359,397,66
2020,2701,44,Autun,370,417,66
2021,2701,44,Autun,361,415,66
2022,2701,44,Autun,398,455,66
2023,2701,44,Autun,408,479,66
2024,2701,44,Autun,423,493,66
2025,2701,44,Autun,447,551,66
2012,2702,45,Auxerre,1147,1332,211
2013,2702,45,Auxerre,1224,1339,211
2014,2702,45,Auxerre,1183,1347,211
2015,2702,45,Auxerre,1120,1222,211
2016,2702,45,Auxerre,1179,1301,211
2017,2702,45,Auxerre,1326,1506,211
