target_year,ze2020,node_idx,libze2020,side_enterprise_creations_official,side_establishment_creations_official,communes_count
2023,3210,90,Compiègne,2203,2393,181
2024,3210,90,Compiègne,2192,2422,181
2025,3210,90,Compiègne,2339,2657,181
2012,3211,91,Creil,1990,2311,134
2013,3211,91,Creil,2082,2291,134
2014,3211,91,Creil,2202,2421,134
2015,3211,91,Creil,2076,2320,134
2016,3211,91,Creil,2173,2470,134
2017,3211,91,Creil,2319,2549,134
2018,3211,91,Creil,2610,2858,134
2019,3211,91,Creil,2980,3206,134
2020,3211,91,Creil,3098,3308,134
2021,3211,91,Creil,3781,3990,134
2022,3211,91,Creil,3971,4233,134
2023,3211,91,Creil,3776,4070,134
2024,3211,91,Creil,4216,4608,134
2025,3211,91,Creil,4313,4774,134
2012,3212,92,Douai,1159,1319,71
2013,3212,92,Douai,1234,1381,71
2014,3212,92,Douai,1212,1332,71
2015,3212,92,Douai,1132,1269,71
2016,3212,92,Douai,1291,1414,71
2017,3212,92,Douai,1251,1382,71
2018,3212,92,Douai,1354,1483,71
2019,3212,92,Douai,1690,1823,71
2020,3212,92,Douai,1902,2030,71
2021,3212,92,Douai,2175,2327,71
2022,3212,92,Douai,2106,2292,71
2023,3212,92,Douai,2186,2349,71
2024,3212,92,Douai,2354,2586,71
2025,3212,92,Douai,2450,2753,71
2012,3213,93,Dunkerque,1305,1420,75
2013,3213,93,Dunkerque,1231,1365,75
2014,3213,93,Dunkerque,1187,1341,75
2015,3213,93,Dunkerque,1207,1301,75
2016,3213,93,Dunkerque,1207,1350,75
2017,3213,93,Dunkerque,1262,1396,75
2018,3213,93,Dunkerque,1591,1779,75
2019,3213,93,Dunkerque,2006,2141,75
2020,3213,93,Dunkerque,2119,2290,75
2021,3213,93,Dunkerque,2679,2894,75
2022,3213,93,Dunkerque,2446,2705,75
2023,3213,93,Dunkerque,2316,2528,75
2024,3213,93,Dunkerque,2332,2640,75
2025,3213,93,Dunkerque,2624,3004,75
2012,3214,94,Laon,601,665,225
2013,3214,94,Laon,607,669,225
2014,3214,94,Laon,567,629,225
2015,3214,94,Laon,536,606,225
2016,3214,94,Laon,498,564,225
2017,3214,94,Laon,546,634,225
2018,3214,94,Laon,589,673,225
2019,3214,94,Laon,673,738,225
2020,3214,94,Laon,665,751,225
2021,3214,94,Laon,826,912,225
2022,3214,94,Laon,878,977,225
2023,3214,94,Laon,864,945,225
2024,3214,94,Laon,1001,1156,225
2025,3214,94,Laon,952,1083,225
2012,3215,95,Lens,2096,2322,58
2013,3215,95,Lens,2019,2152,58
2014,3215,95,Lens,1983,2169,58
2015,3215,95,Lens,1715,1940,58
2016,3215,95,Lens,1755,1973,58
2017,3215,95,Lens,1927,2115,58
2018,3215,95,Lens,2262,2455,58
2019,3215,95,Lens,2722,2968,58
2020,3215,95,Lens,2907,3131,58
2021,3215,95,Lens,3623,3863,58
2022,3215,95,Lens,3594,3857,58
2023,3215,95,Lens,3562,3809,58
2024,3215,95,Lens,4003,4431,58
2025,3215,95,Lens,4250,4765,58
2012,3216,96,Lille,7340,8640,133
2013,3216,96,Lille,7386,8427,133
2014,3216,96,Lille,7631,9378,133
2015,3216,96,Lille,7699,9736,133
2016,3216,96,Lille,8475,9919,133
2017,3216,96,Lille,9665,10965,133
2018,3216,96,Lille,11028,12340,133
2019,3216,96,Lille,13157,14397,133
2020,3216,96,Lille,13631,15067,133
2021,3216,96,Lille,16325,17908,133
2022,3216,96,Lille,15704,17228,133
2023,3216,96,Lille,14940,16913,133
2024,3216,96,Lille,16816,18525,133
2025,3216,96,Lille,16769,18634,133
2012,3217,97,Maubeuge,1176,1310,199
2013,3217,97,Maubeuge,1077,1172,199
2014,3217,97,Maubeuge,1258,1341,199
2015,3217,97,Maubeuge,1039,1140,199
2016,3217,97,Maubeuge,1065,1248,199
2017,3217,97,Maubeuge,1216,1400,199
2018,3217,97,Maubeuge,1338,1478,199
2019,3217,97,Maubeuge,1555,1699,199
2020,3217,97,Maubeuge,1650,1769,199
2021,3217,97,Maubeuge,1804,1953,199
2022,3217,97,Maubeuge,1888,2071,199
2023,3217,97,Maubeuge,1960,2133,199
2024,3217,97,Maubeuge,2080,2326,199
2025,3217,97,Maubeuge,2152,2407,199
2012,3218,98,Roubaix-Tourcoing,2940,3450,22
2013,3218,98,Roubaix-Tourcoing,2994,3384,22
2014,3218,98,Roubaix-Tourcoing,2994,3346,22
2015,3218,98,Roubaix-Tourcoing,2890,3167,22
2016,3218,98,Roubaix-Tourcoing,3130,3489,22
2017,3218,98,Roubaix-Tourcoing,3336,3662,22
2018,3218,98,Roubaix-Tourcoing,3785,4077,22
2019,3218,98,Roubaix-Tourcoing,4802,5134,22
2020,3218,98,Roubaix-Tourcoing,5363,5680,22
2021,3218,98,Roubaix-Tourcoing,6374,6734,22
2022,3218,98,Roubaix-Tourcoing,5821,6175,22
2023,3218,98,Roubaix-Tourcoing,5678,6060,22
2024,3218,98,Roubaix-Tourcoing,6047,6589,22
2025,3218,98,Roubaix-Tourcoing,5985,6572,22
2012,3219,99,Saint-Omer,869,975,126
2013,3219,99,Saint-Omer,792,879,126
2014,3219,99,Saint-Omer,884,988,126
2015,3219,99,Saint-Omer,797,899,126
2016,3219,99,Saint-Omer,798,900,126
2017,3219,99,Saint-Omer,812,929,126
2018,3219,99,Saint-Omer,986,1098,126
2019,3219,99,Saint-Omer,1265,1414,126
2020,3219,99,Saint-Omer,1212,1337,126
2021,3219,99,Saint-Omer,1484,1624,126
2022,3219,99,Saint-Omer,1447,1611,126
2023,3219,99,Saint-Omer,1511,1660,126
2024,3219,99,Saint-Omer,1593,1792,126
2025,3219,99,Saint-Omer,1652,1864,126
2012,3220,100,Saint-Quentin,1239,1417,326
2013,3220,100,Saint-Quentin,1316,1497,326
2014,3220,100,Saint-Quentin,1216,1377,326
2015,3220,100,Saint-Quentin,1160,1358,326
2016,3220,100,Saint-Quentin,1235,1430,326
2017,3220,100,Saint-Quentin,1385,1600,326
2018,3220,100,Saint-Quentin,1453,1652,326
2019,3220,100,Saint-Quentin,1649,1853,326
2020,3220,100,Saint-Quentin,1742,1909,326
2021,3220,100,Saint-Quentin,2072,2325,326
2022,3220,100,Saint-Quentin,1973,2187,326
2023,3220,100,Saint-Quentin,2152,2370,326
2024,3220,100,Saint-Quentin,2196,2560,326
2025,3220,100,Saint-Quentin,2352,2746,326
2012,3221,101,Soissons,1024,1148,232
2013,3221,101,Soissons,1004,1070,232
2014,3221,101,Soissons,971,1104,232
2015,3221,101,Soissons,962,1080,232
2016,3221,101,Soissons,913,1026,232
2017,3221,101,Soissons,1078,1166,232
2018,3221,101,Soissons,1116,1269,232
2019,3221,101,Soissons,1246,1340,232
2020,3221,101,Soissons,1329,1418,232
2021,3221,101,Soissons,1678,1821,232
2022,3221,101,Soissons,1663,1792,232
2023,3221,101,Soissons,1611,1758,232
2024,3221,101,Soissons,1798,2023,232
2025,3221,101,Soissons,1886,2102,232
2012,3222,102,Valenciennes,2076,2292,125
2013,3222,102,Valenciennes,1995,2197,125
2014,3222,102,Valenciennes,2156,2397,125
2015,3222,102,Valenciennes,1996,2215,125
2016,3222,102,Valenciennes,2270,2516,125
2017,3222,102,Valenciennes,2100,2292,125
2018,3222,102,Valenciennes,2437,2644,125
2019,3222,102,Valenciennes,3103,3356,125
2020,3222,102,Valenciennes,3508,3808,125
2021,3222,102,Valenciennes,3863,4131,125
2022,3222,102,Valenciennes,3767,4087,125
2023,3222,102,Valenciennes,3791,4076,125
2024,3222,102,Valenciennes,3928,4398,125
2025,3222,102,Valenciennes,4144,4664,125
2012,4401,103,Bar-le-Duc,389,445,154
2013,4401,103,Bar-le-Duc,344,386,154
2014,4401,103,Bar-le-Duc,341,387,154
2015,4401,103,Bar-le-Duc,313,360,154
2016,4401,103,Bar-le-Duc,331,402,154
2017,4401,103,Bar-le-Duc,325,381,154
2018,4401,103,Bar-le-Duc,403,449,154
2019,4401,103,Bar-le-Duc,399,477,154
2020,4401,103,Bar-le-Duc,412,474,154
2021,4401,103,Bar-le-Duc,518,590,154
2022,4401,103,Bar-le-Duc,515,586,154
2023,4401,103,Bar-le-Duc,574,647,154
2024,4401,103,Bar-le-Duc,618,672,154
2025,4401,103,Bar-le-Duc,670,815,154
2012,4402,104,Châlons-en-Champagne,564,691,151
2013,4402,104,Châlons-en-Champagne,624,730,151
2014,4402,104,Châlons-en-Champagne,656,743,151
2015,4402,104,Châlons-en-Champagne,548,645,151
2016,4402,104,Châlons-en-Champagne,590,720,151
2017,4402,104,Châlons-en-Champagne,662,771,151
2018,4402,104,Châlons-en-Champagne,713,823,151
2019,4402,104,Châlons-en-Champagne,770,903,151
2020,4402,104,Châlons-en-Champagne,925,1045,151
2021,4402,104,Châlons-en-Champagne,1032,1194,151
2022,4402,104,Châlons-en-Champagne,1071,1213,151
2023,4402,104,Châlons-en-Champagne,1021,1137,151
2024,4402,104,Châlons-en-Champagne,1090,1241,151
2025,4402,104,Châlons-en-Champagne,1109,1310,151
2012,4403,105,Charleville-Mézières,935,1048,180
2013,4403,105,Charleville-Mézières,1053,1185,180
2014,4403,105,Charleville-Mézières,987,1114,180
2015,4403,105,Charleville-Mézières,830,975,180
2016,4403,105,Charleville-Mézières,882,1023,180
2017,4403,105,Charleville-Mézières,993,1102,180
2018,4403,105,Charleville-Mézières,1000,1081,180
2019,4403,105,Charleville-Mézières,1173,1312,180
2020,4403,105,Charleville-Mézières,1239,1355,180
2021,4403,105,Charleville-Mézières,1373,1491,180
2022,4403,105,Charleville-Mézières,1499,1664,180
2023,4403,105,Charleville-Mézières,1536,1669,180
2024,4403,105,Charleville-Mézières,1552,1762,180
2025,4403,105,Charleville-Mézières,1574,1799,180
2012,4404,106,Chaumont,693,813,369
2013,4404,106,Chaumont,728,812,369
2014,4404,106,Chaumont,662,773,369
2015,4404,106,Chaumont,584,688,369
2016,4404,106,Chaumont,622,740,369
2017,4404,106,Chaumont,645,764,369
2018,4404,106,Chaumont,747,843,369
2019,4404,106,Chaumont,835,927,369
2020,4404,106,Chaumont,928,1053,369
2021,4404,106,Chaumont,1063,1221,369
2022,4404,106,Chaumont,1053,1214,369
2023,4404,106,Chaumont,1025,1167,369
2024,4404,106,Chaumont,1101,1294,369
2025,4404,106,Chaumont,1217,1426,369
2012,4405,107,Colmar,1490,1662,100
2013,4405,107,Colmar,1451,1591,100
2014,4405,107,Colmar,1423,1609,100
2015,4405,107,Colmar,1410,1517,100
2016,4405,107,Colmar,1514,1674,100
2017,4405,107,Colmar,1540,1695,100
2018,4405,107,Colmar,1654,1838,100
2019,4405,107,Colmar,1882,2067,100
2020,4405,107,Colmar,1959,2115,100
2021,4405,107,Colmar,2431,2600,100
2022,4405,107,Colmar,2373,2589,100
2023,4405,107,Colmar,2296,2526,100
2024,4405,107,Colmar,2451,2770,100
2025,4405,107,Colmar,2621,3019,100
2012,4406,108,Épernay,531,611,113
2013,4406,108,Épernay,580,657,113
2014,4406,108,Épernay,507,625,113
2015,4406,108,Épernay,460,543,113
2016,4406,108,Épernay,472,556,113
2017,4406,108,Épernay,550,645,113
2018,4406,108,Épernay,598,688,113
2019,4406,108,Épernay,660,751,113
2020,4406,108,Épernay,621,699,113
2021,4406,108,Épernay,849,969,113
2022,4406,108,Épernay,816,952,113
2023,4406,108,Épernay,813,930,113
2024,4406,108,Épernay,839,966,113
2025,4406,108,Épernay,830,988,113
2012,4407,109,Épinal,1193,1332,328
2013,4407,109,Épinal,1246,1356,328
2014,4407,109,Épinal,1246,1370,328
2015,4407,109,Épinal,1086,1242,328
2016,4407,109,Épinal,1119,1280,328
2017,4407,109,Épinal,1186,1322,328
2018,4407,109,Épinal,1286,1424,328
2019,4407,109,Épinal,1472,1602,328
2020,4407,109,Épinal,1563,1753,328
2021,4407,109,Épinal,1896,2037,328
2022,4407,109,Épinal,1770,1971,328
2023,4407,109,Épinal,1775,2015,328
2024,4407,109,Épinal,1995,2258,328
2025,4407,109,Épinal,2152,2480,328
2012,4408,110,Forbach,700,793,30
2013,4408,110,Forbach,678,736,30
2014,4408,110,Forbach,715,772,30
2015,4408,110,Forbach,606,635,30
2016,4408,110,Forbach,590,640,30
2017,4408,110,Forbach,580,632,30
2018,4408,110,Forbach,660,749,30
2019,4408,110,Forbach,791,834,30
2020,4408,110,Forbach,809,855,30
2021,4408,110,Forbach,959,1033,30
2022,4408,110,Forbach,977,1029,30
2023,4408,110,Forbach,1068,1156,30
2024,4408,110,Forbach,1137,1240,30
2025,4408,110,Forbach,1202,1349,30
2012,4409,111,Haguenau,1576,1793,164
2013,4409,111,Haguenau,1695,1808,164
2014,4409,111,Haguenau,1667,1801,164
2015,4409,111,Haguenau,1403,1609,164
2016,4409,111,Haguenau,1497,1625,164
2017,4409,111,Haguenau,1633,1771,164
2018,4409,111,Haguenau,1658,1796,164
2019,4409,111,Haguenau,1888,2043,164
2020,4409,111,Haguenau,2112,2247,164
2021,4409,111,Haguenau,2521,2722,164
2022,4409,111,Haguenau,2647,2842,164
2023,4409,111,Haguenau,2464,2669,164
2024,4409,111,Haguenau,2752,3073,164
2025,4409,111,Haguenau,2458,2780,164
2012,4410,112,Metz,3220,3687,246
2013,4410,112,Metz,3218,3521,246
2014,4410,112,Metz,3302,3671,246
2015,4410,112,Metz,3043,3396,246
2016,4410,112,Metz,3028,3415,246
2017,4410,112,Metz,3303,3770,246
2018,4410,112,Metz,3563,3938,246
2019,4410,112,Metz,4104,4490,246
2020,4410,112,Metz,4463,4833,246
2021,4410,112,Metz,5695,6195,246
2022,4410,112,Metz,5644,6111,246
2023,4410,112,Metz,5536,5979,246
2024,4410,112,Metz,5965,6613,246
2025,4410,112,Metz,6423,7290,246
2012,4411,113,Mulhouse,3166,3511,170
2013,4411,113,Mulhouse,3252,3505,170
2014,4411,113,Mulhouse,3197,3505,170
2015,4411,113,Mulhouse,2799,3107,170
2016,4411,113,Mulhouse,3141,3444,170
2017,4411,113,Mulhouse,3278,3559,170
2018,4411,113,Mulhouse,3454,3782,170
2019,4411,113,Mulhouse,4207,4522,170
2020,4411,113,Mulhouse,4609,4931,170
2021,4411,113,Mulhouse,5483,5877,170
2022,4411,113,Mulhouse,5308,5648,170
2023,4411,113,Mulhouse,5220,5634,170
2024,4411,113,Mulhouse,5458,6044,170
2025,4411,113,Mulhouse,5906,6600,170
2012,4412,114,Nancy,3692,4277,445
2013,4412,114,Nancy,3718,4254,445
2014,4412,114,Nancy,3933,4490,445
2015,4412,114,Nancy,3710,4285,445
2016,4412,114,Nancy,3778,4343,445
2017,4412,114,Nancy,3880,4373,445
2018,4412,114,Nancy,4757,5323,445
2019,4412,114,Nancy,5457,6021,445
2020,4412,114,Nancy,5942,6479,445
2021,4412,114,Nancy,6782,7407,445
2022,4412,114,Nancy,6395,7045,445
2023,4412,114,Nancy,6980,7660,445
2024,4412,114,Nancy,7220,8174,445
2025,4412,114,Nancy,7115,8166,445
2012,4413,115,Reims,2264,2649,225
2013,4413,115,Reims,2257,2645,225
2014,4413,115,Reims,2316,2644,225
2015,4413,115,Reims,2118,2550,225
2016,4413,115,Reims,2357,2790,225
2017,4413,115,Reims,2752,3165,225
2018,4413,115,Reims,3207,3645,225
2019,4413,115,Reims,3731,4164,225
2020,4413,115,Reims,3997,4370,225
2021,4413,115,Reims,5444,5914,225
2022,4413,115,Reims,5200,5717,225
2023,4413,115,Reims,4893,5365,225
2024,4413,115,Reims,5431,5996,225
2025,4413,115,Reims,5215,5935,225
2012,4414,116,Remiremont,624,694,49
2013,4414,116,Remiremont,719,801,49
2014,4414,116,Remiremont,675,731,49
2015,4414,116,Remiremont,623,685,49
2016,4414,116,Remiremont,588,646,49
2017,4414,116,Remiremont,637,691,49
2018,4414,116,Remiremont,642,711,49
2019,4414,116,Remiremont,784,848,49
2020,4414,116,Remiremont,794,888,49
2021,4414,116,Remiremont,861,947,49
2022,4414,116,Remiremont,904,1023,49
2023,4414,116,Remiremont,931,1025,49
2024,4414,116,Remiremont,925,1082,49
2025,4414,116,Remiremont,992,1185,49
2012,4415,117,Romilly-sur-Seine,448,522,170
2013,4415,117,Romilly-sur-Seine,490,556,170
2014,4415,117,Romilly-sur-Seine,524,593,170
2015,4415,117,Romilly-sur-Seine,386,441,170
2016,4415,117,Romilly-sur-Seine,442,560,170
2017,4415,117,Romilly-sur-Seine,534,614,170
2018,4415,117,Romilly-sur-Seine,561,646,170
2019,4415,117,Romilly-sur-Seine,603,691,170
2020,4415,117,Romilly-sur-Seine,652,749,170
2021,4415,117,Romilly-sur-Seine,821,926,170
2022,4415,117,Romilly-sur-Seine,948,1484,170
2023,4415,117,Romilly-sur-Seine,932,1032,170
2024,4415,117,Romilly-sur-Seine,835,972,170
2025,4415,117,Romilly-sur-Seine,851,1002,170
2012,4416,118,Saint-Avold,786,865,131
2013,4416,118,Saint-Avold,820,910,131
2014,4416,118,Saint-Avold,787,843,131
2015,4416,118,Saint-Avold,687,779,131
2016,4416,118,Saint-Avold,751,831,131
2017,4416,118,Saint-Avold,795,871,131
2018,4416,118,Saint-Avold,816,869,131
2019,4416,118,Saint-Avold,941,995,131
2020,4416,118,Saint-Avold,965,1033,131
2021,4416,118,Saint-Avold,1159,1254,131
2022,4416,118,Saint-Avold,1258,1361,131
2023,4416,118,Saint-Avold,1280,1378,131
2024,4416,118,Saint-Avold,1381,1520,131
2025,4416,118,Saint-Avold,1355,1535,131
2012,4417,119,Saint-Dié-des-Vosges,665,720,110
2013,4417,119,Saint-Dié-des-Vosges,598,616,110
2014,4417,119,Saint-Dié-des-Vosges,625,666,110
2015,4417,119,Saint-Dié-des-Vosges,553,598,110
2016,4417,119,Saint-Dié-des-Vosges,608,670,110
2017,4417,119,Saint-Dié-des-Vosges,577,614,110
2018,4417,119,Saint-Dié-des-Vosges,650,697,110
2019,4417,119,Saint-Dié-des-Vosges,764,811,110
2020,4417,119,Saint-Dié-des-Vosges,787,839,110
2021,4417,119,Saint-Dié-des-Vosges,912,967,110
2022,4417,119,Saint-Dié-des-Vosges,906,1005,110
2023,4417,119,Saint-Dié-des-Vosges,956,1046,110
2024,4417,119,Saint-Dié-des-Vosges,1036,1157,110
2025,4417,119,Saint-Dié-des-Vosges,1133,1302,110
2012,4418,120,Saint-Louis,557,615,91
2013,4418,120,Saint-Louis,618,652,91
2014,4418,120,Saint-Louis,589,621,91
2015,4418,120,Saint-Louis,437,493,91
2016,4418,120,Saint-Louis,515,553,91
2017,4418,120,Saint-Louis,600,663,91
2018,4418,120,Saint-Louis,642,687,91
2019,4418,120,Saint-Louis,767,837,91
2020,4418,120,Saint-Louis,918,966,91
2021,4418,120,Saint-Louis,1005,1084,91
2022,4418,120,Saint-Louis,970,1031,91
2023,4418,120,Saint-Louis,1016,1062,91
2024,4418,120,Saint-Louis,1017,1119,91
2025,4418,120,Saint-Louis,1153,1271,91
2012,4419,121,Sarrebourg,597,689,215
2013,4419,121,Sarrebourg,715,755,215
2014,4419,121,Sarrebourg,676,773,215
2015,4419,121,Sarrebourg,655,738,215
2016,4419,121,Sarrebourg,694,776,215
2017,4419,121,Sarrebourg,675,745,215
2018,4419,121,Sarrebourg,734,788,215
2019,4419,121,Sarrebourg,842,889,215
2020,4419,121,Sarrebourg,862,942,215
2021,4419,121,Sarrebourg,1068,1168,215
2022,4419,121,Sarrebourg,1061,1154,215
2023,4419,121,Sarrebourg,1119,1228,215
2024,4419,121,Sarrebourg,1059,1221,215
2025,4419,121,Sarrebourg,1172,1376,215
2012,4420,122,Sarreguemines,760,809,141
2013,4420,122,Sarreguemines,758,816,141
2014,4420,122,Sarreguemines,777,829,141
2015,4420,122,Sarreguemines,696,754,141
2016,4420,122,Sarreguemines,634,717,141
2017,4420,122,Sarreguemines,687,746,141
2018,4420,122,Sarreguemines,738,797,141
2019,4420,122,Sarreguemines,844,927,141
2020,4420,122,Sarreguemines,941,1010,141
2021,4420,122,Sarreguemines,1101,1180,141
2022,4420,122,Sarreguemines,1139,1227,141
2023,4420,122,Sarreguemines,1126,1237,141
2024,4420,122,Sarreguemines,1136,1303,141
2025,4420,122,Sarreguemines,1275,1439,141
2012,4421,123,Sedan,517,581,245
2013,4421,123,Sedan,662,701,245
2014,4421,123,Sedan,589,627,245
2015,4421,123,Sedan,429,473,245
2016,4421,123,Sedan,474,552,245
2017,4421,123,Sedan,570,647,245
2018,4421,123,Sedan,495,561,245
2019,4421,123,Sedan,612,666,245
2020,4421,123,Sedan,684,767,245
2021,4421,123,Sedan,762,856,245
2022,4421,123,Sedan,801,904,245
2023,4421,123,Sedan,810,933,245
2024,4421,123,Sedan,918,1056,245
2025,4421,123,Sedan,872,1016,245
2012,4422,124,Sélestat,674,750,72
2013,4422,124,Sélestat,772,825,72
2014,4422,124,Sélestat,715,765,72
2015,4422,124,Sélestat,647,697,72
2016,4422,124,Sélestat,670,730,72
2017,4422,124,Sélestat,715,775,72
2018,4422,124,Sélestat,724,780,72
2019,4422,124,Sélestat,876,936,72
2020,4422,124,Sélestat,900,971,72
2021,4422,124,Sélestat,1161,1249,72
2022,4422,124,Sélestat,1084,1170,72
2023,4422,124,Sélestat,1094,1187,72
2024,4422,124,Sélestat,1194,1317,72
2025,4422,124,Sélestat,1241,1408,72
2012,4423,125,Strasbourg,5829,6667,213
2013,4423,125,Strasbourg,6366,7082,213
2014,4423,125,Strasbourg,6314,7053,213
2015,4423,125,Strasbourg,5714,6550,213
2016,4423,125,Strasbourg,6498,7269,213
2017,4423,125,Strasbourg,7234,8111,213
2018,4423,125,Strasbourg,7995,8864,213
2019,4423,125,Strasbourg,9154,9994,213
2020,4423,125,Strasbourg,9580,10440,213
2021,4423,125,Strasbourg,11818,12712,213
2022,4423,125,Strasbourg,11579,12452,213
2023,4423,125,Strasbourg,10470,11435,213
2024,4423,125,Strasbourg,11615,12770,213
2025,4423,125,Strasbourg,10838,12190,213
2012,4424,126,Thionville,1757,1988,190
2013,4424,126,Thionville,1773,1909,190
2014,4424,126,Thionville,1693,1867,190
2015,4424,126,Thionville,1598,1750,190
2016,4424,126,Thionville,1651,1807,190
2017,4424,126,Thionville,1683,1830,190
2018,4424,126,Thionville,1974,2139,190
2019,4424,126,Thionville,2196,2387,190
2020,4424,126,Thionville,2536,2738,190
2021,4424,126,Thionville,3172,3374,190
2022,4424,126,Thionville,3163,3361,190
2023,4424,126,Thionville,3303,3553,190
2024,4424,126,Thionville,3505,3825,190
2025,4424,126,Thionville,3814,4201,190
2012,4425,127,Troyes,1698,1998,358
2013,4425,127,Troyes,1659,1914,358
2014,4425,127,Troyes,1738,2017,358
2015,4425,127,Troyes,1509,1742,358
2016,4425,127,Troyes,1541,1829,358
2017,4425,127,Troyes,1641,1931,358
2018,4425,127,Troyes,2056,2308,358
2019,4425,127,Troyes,2343,2600,358
2020,4425,127,Troyes,2607,2868,358
2021,4425,127,Troyes,3164,3486,358
2022,4425,127,Troyes,2944,3359,358
2023,4425,127,Troyes,3006,3319,358
2024,4425,127,Troyes,2986,3482,358
2025,4425,127,Troyes,3165,3673,358
2012,4426,128,Verdun,467,495,231
2013,4426,128,Verdun,440,478,231
2014,4426,128,Verdun,416,473,231
2015,4426,128,Verdun,409,469,231
2016,4426,128,Verdun,409,435,231
2017,4426,128,Verdun,385,442,231
2018,4426,128,Verdun,499,542,231
2019,4426,128,Verdun,505,567,231
2020,4426,128,Verdun,543,608,231
2021,4426,128,Verdun,633,697,231
2022,4426,128,Verdun,667,742,231
2023,4426,128,Verdun,704,779,231
2024,4426,128,Verdun,725,848,231
2025,4426,128,Verdun,744,906,231
2012,4427,129,Vitry-le-François Saint-Dizier,572,682,224
2013,4427,129,Vitry-le-François Saint-Dizier,614,694,224
2014,4427,129,Vitry-le-François Saint-Dizier,603,690,224
2015,4427,129,Vitry-le-François Saint-Dizier,466,587,224
2016,4427,129,Vitry-le-François Saint-Dizier,542,652,224
2017,4427,129,Vitry-le-François Saint-Dizier,587,675,224
2018,4427,129,Vitry-le-François Saint-Dizier,656,762,224
2019,4427,129,Vitry-le-François Saint-Dizier,683,783,224
2020,4427,129,Vitry-le-François Saint-Dizier,813,932,224
2021,4427,129,Vitry-le-François Saint-Dizier,1054,1204,224
2022,4427,129,Vitry-le-François Saint-Dizier,1018,1182,224
2023,4427,129,Vitry-le-François Saint-Dizier,974,1092,224
2024,4427,129,Vitry-le-François Saint-Dizier,1076,1239,224
2025,4427,129,Vitry-le-François Saint-Dizier,1057,1271,224
2012,5201,130,Ancenis,637,683,23
2013,5201,130,Ancenis,657,722,23
2014,5201,130,Ancenis,677,735,23
2015,5201,130,Ancenis,603,652,23
2016,5201,130,Ancenis,649,724,23
2017,5201,130,Ancenis,700,778,23
2018,5201,130,Ancenis,706,807,23
2019,5201,130,Ancenis,861,951,23
2020,5201,130,Ancenis,894,994,23
2021,5201,130,Ancenis,1159,1321,23
2022,5201,130,Ancenis,1176,1315,23
2023,5201,130,Ancenis,1078,1218,23
2024,5201,130,Ancenis,1119,1302,23
2025,5201,130,Ancenis,1166,1333,23
2012,5202,131,Angers,2723,3110,67
2013,5202,131,Angers,2716,2970,67
2014,5202,131,Angers,2800,3147,67
2015,5202,131,Angers,2808,3129,67
2016,5202,131,Angers,2793,3163,67
2017,5202,131,Angers,3053,3392,67
2018,5202,131,Angers,3636,3967,67
2019,5202,131,Angers,4250,4644,67
2020,5202,131,Angers,4362,4702,67
2021,5202,131,Angers,5548,5973,67
2022,5202,131,Angers,5483,6025,67
2023,5202,131,Angers,5268,5915,67
2024,5202,131,Angers,5723,6423,67
2025,5202,131,Angers,5953,6811,67
2012,5203,132,Challans,1167,1357,42
2013,5203,132,Challans,1121,1271,42
2014,5203,132,Challans,1186,1318,42
2015,5203,132,Challans,1081,1227,42
2016,5203,132,Challans,1113,1261,42
2017,5203,132,Challans,1216,1390,42
2018,5203,132,Challans,1250,1455,42
2019,5203,132,Challans,1519,1766,42
2020,5203,132,Challans,1519,1762,42
2021,5203,132,Challans,1851,2188,42
2022,5203,132,Challans,1838,2215,42
2023,5203,132,Challans,1839,2185,42
2024,5203,132,Challans,1994,2511,42
2025,5203,132,Challans,2019,2500,42
2012,5204,133,Château-Gontier-sur-Mayenne,192,236,32
2013,5204,133,Château-Gontier-sur-Mayenne,208,251,32
2014,5204,133,Château-Gontier-sur-Mayenne,223,261,32
2015,5204,133,Château-Gontier-sur-Mayenne,220,262,32
2016,5204,133,Château-Gontier-sur-Mayenne,220,254,32
2017,5204,133,Château-Gontier-sur-Mayenne,253,279,32
2018,5204,133,Château-Gontier-sur-Mayenne,253,286,32
2019,5204,133,Château-Gontier-sur-Mayenne,272,310,32
2020,5204,133,Château-Gontier-sur-Mayenne,330,366,32
2021,5204,133,Château-Gontier-sur-Mayenne,379,431,32
2022,5204,133,Château-Gontier-sur-Mayenne,363,411,32
2023,5204,133,Château-Gontier-sur-Mayenne,408,479,32
2024,5204,133,Château-Gontier-sur-Mayenne,391,471,32
2025,5204,133,Château-Gontier-sur-Mayenne,388,459,32
2012,5205,134,Châteaubriant,339,375,32
2013,5205,134,Châteaubriant,335,372,32
2014,5205,134,Châteaubriant,345,385,32
2015,5205,134,Châteaubriant,320,372,32
2016,5205,134,Châteaubriant,311,374,32
2017,5205,134,Châteaubriant,361,398,32
2018,5205,134,Châteaubriant,363,400,32
2019,5205,134,Châteaubriant,407,473,32
2020,5205,134,Châteaubriant,393,477,32
2021,5205,134,Châteaubriant,507,643,32
2022,5205,134,Châteaubriant,588,675,32
2023,5205,134,Châteaubriant,534,645,32
2024,5205,134,Châteaubriant,626,719,32
2025,5205,134,Châteaubriant,650,773,32
2012,5206,135,Cholet,1029,1168,35
2013,5206,135,Cholet,1029,1141,35
2014,5206,135,Cholet,1056,1186,35
2015,5206,135,Cholet,1054,1169,35
