ze2020,libze2020,communes_count,zan_naf09art24_total,zan_art09act24_total,zan_art09hab24_total,zan_art09mix24_total,zan_art09inc24_total,zan_art09rou24_total,zan_art09fer24_total,zan_artcom0924_total,zan_pop15_total,zan_pop21_total,zan_men15_total,zan_men21_total,zan_emp15_total,zan_emp21_total,zan_surfcom2024_total,zan_artif_per_pop21,zan_artif_per_surface
9301,Aix-en-Provence,61,29752735.0,6026353.0,20869078.0,882635.0,393339.0,1581140.0,190.0,94.94,397362.0,411067.0,174019.0,187317.0,160415.0,180485.0,1908948307.0,72.379284,0.015586
9302,Briançon,36,1856081.0,400752.0,1207585.0,72175.0,54001.0,121568.0,0.0,4.91,35673.0,33304.0,16178.0,16131.0,16801.0,16130.0,2232758968.0,55.731474,0.000831
9303,Brignoles,41,13813121.0,1926725.0,9414383.0,207246.0,1754147.0,510620.0,0.0,38.97,131251.0,137469.0,54408.0,60283.0,35824.0,38244.0,1461487440.0,100.481716,0.009451
9304,Cannes,50,10880120.0,1532830.0,8233781.0,283616.0,278468.0,551425.0,0.0,59.9,432370.0,435050.0,201789.0,206430.0,171953.0,175545.0,1261569486.0,25.008896,0.008624
9305,Carpentras,29,6572943.0,1099465.0,4680668.0,233598.0,98644.0,452648.0,7920.0,31.0,93649.0,98307.0,40271.0,43744.0,28898.0,30319.0,624131818.0,66.861393,0.010531
9306,Cavaillon,54,9587546.0,1639970.0,6586373.0,322184.0,501408.0,513973.0,23638.0,43.69,126582.0,125072.0,55691.0,57701.0,46377.0,46579.0,1519418197.0,76.656214,0.00631
9307,Digne-les-Bains,123,8141806.0,3155534.0,3314725.0,146568.0,1085500.0,439479.0,0.0,24.17,80975.0,82290.0,38448.0,40580.0,30560.0,31371.0,4860743686.0,98.940406,0.001675
9308,Draguignan,39,10329309.0,1077949.0,8513721.0,144717.0,244917.0,344994.0,3011.0,26.25,118167.0,121112.0,51993.0,55082.0,38745.0,40041.0,1486841923.0,85.287247,0.006947
9309,Fréjus,5,3977519.0,854780.0,2736270.0,155871.0,30883.0,191898.0,7817.0,6.39,111616.0,118584.0,52597.0,58662.0,38521.0,41751.0,372610941.0,33.541785,0.010675
9310,Gap,125,8040334.0,1644945.0,5352964.0,266806.0,353343.0,420995.0,1281.0,36.73,103945.0,106537.0,48124.0,51437.0,41607.0,42368.0,3388345389.0,75.469874,0.002373
9311,Manosque,67,10024622.0,3409959.0,4389746.0,236398.0,1561560.0,426959.0,0.0,29.87,88521.0,91899.0,40338.0,43273.0,35232.0,38652.0,2085527884.0,109.083037,0.004807
9312,Marseille,32,15239875.0,2956962.0,10594660.0,605078.0,121845.0,950728.0,10602.0,64.66,1216950.0,1241462.0,538116.0,573307.0,477447.0,501482.0,935084762.0,12.275748,0.016298
9313,Martigues-Salon,26,25136668.0,15829524.0,7655921.0,284338.0,298681.0,1058521.0,9683.0,52.63,311540.0,317327.0,131577.0,140301.0,109713.0,114992.0,984121252.0,79.21377,0.025542
9314,Menton,18,1000008.0,73700.0,830478.0,9612.0,12562.0,70979.0,2677.0,7.5,81071.0,81593.0,37451.0,38848.0,18661.0,18145.0,714573533.0,12.256051,0.001399
9315,Nice,116,8624072.0,947394.0,6569668.0,290673.0,144524.0,670605.0,1208.0,56.23,599753.0,619434.0,280535.0,296165.0,225018.0,237239.0,3005580621.0,13.922503,0.002869
9316,Orange,16,4183969.0,772331.0,2523753.0,159699.0,120439.0,290776.0,316971.0,15.28,68043.0,69012.0,28565.0,30238.0,23697.0,24412.0,408356915.0,60.626688,0.010246
9317,Sainte-Maxime,12,4269471.0,648411.0,3240338.0,178761.0,37869.0,164092.0,0.0,14.98,57591.0,57409.0,27103.0,27920.0,24858.0,25601.0,433325681.0,74.369367,0.009853
9318,Toulon,33,17068005.0,3114082.0,12472648.0,392950.0,369003.0,719301.0,21.0,62.18,561766.0,589207.0,261657.0,286855.0,204581.0,219552.0,1313379994.0,28.967757,0.012995
