target_year,ze2020,target_proxy_establishment_creations_year
2017,2401,2618
2017,2402,2424
2017,2403,2809
2017,2404,693
2017,2405,2277
2017,2406,614
2017,2407,921
2017,2408,779
2017,2409,1556
2017,2410,6222
2017,2411,813
2017,2412,1208
2017,2413,8330
2017,2414,812
2017,2415,535
2017,2701,534
2017,2702,2613
2017,2703,718
2017,2704,1486
2017,2705,2306
2017,2706,4647
2017,2707,2054
2017,2708,1082
2017,2709,850
2017,2710,1013
2017,2711,6479
2017,2712,1122
2017,2713,2375
2017,2714,1848
2017,2715,1622
2017,2716,747
2017,2717,1523
2017,2718,1478
2017,2801,514
2017,2802,1187
2017,2803,841
2017,2804,8822
2017,2805,2070
2017,2806,913
2017,2807,1683
2017,2808,2464
2017,2809,997
2017,2810,923
2017,2811,1952
2017,2812,556
2017,2813,3769
2017,2814,1121
2017,2815,10161
2017,2816,1360
2017,2817,1701
2017,2818,476
2017,2819,1148
2017,3201,1430
2017,3202,4811
2017,3203,2339
2017,3204,1794
2017,3205,2534
2017,3206,1934
2017,3207,1471
2017,3208,1646
2017,3209,890
2017,3210,2482
2017,3211,3992
2017,3212,2284
2017,3213,2649
2017,3214,1100
2017,3215,3318
2017,3216,18401
2017,3217,2319
2017,3218,5762
2017,3219,1750
2017,3220,2753
2017,3221,1848
2017,3222,3919
2017,4401,704
2017,4402,1337
2017,4403,1905
2017,4404,1469
2017,4405,3319
2017,4406,1573
2017,4407,2342
2017,4408,963
2017,4409,2969
2017,4410,6358
2017,4411,6053
2017,4412,7679
2017,4413,5812
2017,4414,1287
2017,4415,1018
2017,4416,1298
2017,4417,1147
2017,4418,1157
2017,4419,1293
2017,4420,1329
2017,4421,1048
2017,4422,1430
2017,4423,14064
2017,4424,3128
2017,4425,3602
2017,4426,842
2017,4427,1177
2017,5201,1121
2017,5202,5986
2017,5203,2751
2017,5204,548
2017,5205,681
2017,5206,2248
2017,5207,1690
2017,5208,740
2017,5209,697
2017,5210,2439
2017,5211,2308
2017,5212,4607
2017,5213,1775
2017,5214,1944
2017,5215,888
2017,5216,19109
2017,5217,1383
2017,5218,595
2017,5219,4016
2017,5220,1306
2017,5221,657
2017,5301,1927
2017,5302,5414
2017,5303,1091
2017,5304,1329
2017,5305,966
2017,5306,753
2017,5307,1043
2017,5308,1869
2017,5309,3315
2017,5310,1696
2017,5311,1054
2017,5312,1379
2017,5313,4636
2017,5314,787
2017,5315,13048
2017,5316,2662
2017,5317,2916
2017,5318,4224
2017,5319,1086
2017,7501,2425
2017,7502,3496
2017,7503,9255
2017,7504,2018
2017,7505,30697
2017,7506,1449
2017,7507,2122
2017,7508,1067
2017,7509,2020
2017,7510,3429
2017,7511,1748
2017,7512,5938
2017,7513,4337
2017,7514,2224
2017,7515,1422
2017,7516,2745
2017,7517,4451
2017,7518,1515
2017,7519,2093
2017,7520,2769
2017,7521,1079
2017,7522,5149
2017,7523,3471
2017,7524,4579
2017,7525,1244
2017,7526,3190
2017,7527,1230
2017,7528,2146
2017,7529,1323
2017,7530,801
2017,7531,1335
2017,7532,1478
2017,7601,2175
2017,7602,4234
2017,7603,3324
2017,7604,2758
2017,7605,1064
2017,7606,4906
2017,7607,1488
2017,7608,3525
2017,7609,1042
2017,7610,2326
2017,7611,1518
2017,7612,2412
2017,7613,1176
2017,7614,1117
2017,7615,3171
2017,7616,20545
2017,7617,3534
2017,7618,7430
2017,7619,842
2017,7620,10538
2017,7621,2375
2017,7622,2187
2017,7623,2239
2017,7624,3953
2017,7625,28537
2017,8401,7110
2017,8402,2586
2017,8403,1108
2017,8404,751
2017,8405,3877
2017,8406,3701
2017,8407,5019
2017,8408,7599
2017,8409,12420
2017,8410,1309
2017,8411,1068
2017,8412,1259
2017,8413,4024
2017,8414,1500
2017,8415,2648
2017,8416,5366
2017,8417,1157
2017,8418,2241
2017,8419,1762
2017,8420,1198
2017,8421,26533
2017,8422,1981
2017,8423,1377
2017,8424,1171
2017,8425,671
2017,8426,1940
2017,8427,1716
2017,8428,8010
2017,8429,561
2017,8430,803
2017,8431,5573
2017,8432,1939
2017,8433,3671
2017,8434,3232
2017,8435,3359
2017,9301,11042
2017,9302,1115
2017,9303,2833
2017,9304,13343
2017,9305,1958
2017,9306,2831
2017,9307,1698
2017,9308,2497
2017,9309,3359
2017,9310,2419
2017,9311,1960
2017,9312,7721
2017,9313,5266
2017,9314,1975
2017,9315,17266
2017,9316,1326
2017,9317,2210
2017,9318,12449
2018,0051,1559
2018,0052,3149
2018,0053,6803
2018,0054,3570
2018,0055,1399
2018,0056,920
2018,0057,1841
2018,0058,792
2018,0059,2775
2018,0060,1982
2018,0061,876
2018,0062,1097
2018,0063,1235
2018,0064,1457
2018,1101,11863
2018,1102,1098
2018,1103,1661
2018,1104,10615
2018,1105,3591
2018,1106,9287
2018,1107,3387
2018,1108,3247
2018,1109,121036
2018,1110,776
2018,1111,1458
2018,1112,17947
2018,1113,9981
2018,1114,15403
2018,1115,12142
2018,2401,2635
2018,2402,2455
2018,2403,2981
2018,2404,696
2018,2405,2477
2018,2406,624
2018,2407,923
2018,2408,804
2018,2409,1716
2018,2410,7079
2018,2411,824
2018,2412,1274
2018,2413,9500
2018,2414,850
2018,2415,565
2018,2701,537
2018,2702,2613
2018,2703,785
2018,2704,1646
2018,2705,2372
2018,2706,5374
2018,2707,2290
2018,2708,1229
2018,2709,867
2018,2710,1073
2018,2711,7363
2018,2712,1232
2018,2713,2404
2018,2714,1961
2018,2715,1829
2018,2716,816
2018,2717,1567
2018,2718,1528
2018,2801,526
2018,2802,1220
2018,2803,919
2018,2804,9896
2018,2805,2205
2018,2806,901
2018,2807,1819
2018,2808,2556
2018,2809,1030
2018,2810,997
2018,2811,2172
2018,2812,596
2018,2813,4247
2018,2814,1092
2018,2815,11584
2018,2816,1467
2018,2817,1774
2018,2818,472
2018,2819,1249
2018,3201,1411
2018,3202,5954
2018,3203,2468
2018,3204,1895
2018,3205,2760
2018,3206,1932
2018,3207,1616
2018,3208,1748
2018,3209,962
2018,3210,2758
2018,3211,4370
2018,3212,2347
2018,3213,3059
2018,3214,1092
2018,3215,3750
2018,3216,20484
2018,3217,2228
2018,3218,6107
2018,3219,1955
2018,3220,2720
2018,3221,1983
2018,3222,4349
2018,4401,774
2018,4402,1459
2018,4403,1806
2018,4404,1418
2018,4405,3428
2018,4406,1602
2018,4407,2541
2018,4408,1111
2018,4409,3184
2018,4410,6709
2018,4411,6345
2018,4412,8964
2018,4413,6417
2018,4414,1445
2018,4415,1074
2018,4416,1345
2018,4417,1279
2018,4418,1193
2018,4419,1418
2018,4420,1316
2018,4421,1010
2018,4422,1388
2018,4423,14937
2018,4424,3530
2018,4425,4050
2018,4426,911
2018,4427,1341
2018,5201,1285
2018,5202,7123
2018,5203,2914
2018,5204,549
2018,5205,699
2018,5206,2354
2018,5207,1670
2018,5208,725
2018,5209,688
2018,5210,2642
2018,5211,2448
2018,5212,5083
2018,5213,1890
2018,5214,1849
2018,5215,970
2018,5216,19960
2018,5217,1433
2018,5218,625
2018,5219,4503
2018,5220,1359
2018,5221,702
2018,5301,2195
2018,5302,6081
2018,5303,1266
2018,5304,1523
2018,5305,906
2018,5306,750
2018,5307,1063
2018,5308,2025
2018,5309,3747
2018,5310,1873
2018,5311,1081
2018,5312,1483
2018,5313,4929
2018,5314,839
2018,5315,14262
2018,5316,2897
2018,5317,3163
2018,5318,4541
2018,5319,1228
2018,7501,2415
2018,7502,3846
2018,7503,10319
2018,7504,2042
2018,7505,33674
2018,7506,1538
2018,7507,2266
2018,7508,1102
2018,7509,2217
2018,7510,3664
2018,7511,1753
2018,7512,6595
2018,7513,4738
2018,7514,2373
2018,7515,1506
2018,7516,3038
2018,7517,4903
2018,7518,1704
2018,7519,2245
2018,7520,3055
2018,7521,1165
2018,7522,5911
2018,7523,3654
2018,7524,5336
2018,7525,1416
2018,7526,3442
2018,7527,1330
2018,7528,2200
2018,7529,1380
2018,7530,775
2018,7531,1265
2018,7532,1504
2018,7601,2442
2018,7602,4530
2018,7603,3426
2018,7604,2986
2018,7605,1150
2018,7606,5080
2018,7607,1636
2018,7608,3827
2018,7609,1137
2018,7610,2522
2018,7611,1482
2018,7612,2545
2018,7613,1125
2018,7614,1148
2018,7615,3452
2018,7616,22394
2018,7617,3533
2018,7618,8188
2018,7619,862
2018,7620,11393
2018,7621,2441
2018,7622,2321
2018,7623,2511
2018,7624,4285
2018,7625,31800
2018,8401,7947
2018,8402,2769
2018,8403,1111
2018,8404,803
2018,8405,4099
2018,8406,4130
2018,8407,5844
2018,8408,8657
2018,8409,14056
2018,8410,1317
2018,8411,1069
2018,8412,1428
2018,8413,4310
2018,8414,1667
2018,8415,2855
2018,8416,6085
2018,8417,1190
2018,8418,2374
2018,8419,1913
2018,8420,1235
2018,8421,29501
2018,8422,2102
2018,8423,1437
2018,8424,1278
2018,8425,790
2018,8426,2075
2018,8427,1809
2018,8428,8804
2018,8429,513
2018,8430,911
2018,8431,5924
2018,8432,2042
2018,8433,3970
2018,8434,3510
2018,8435,3525
2018,9301,12140
2018,9302,1262
2018,9303,3151
2018,9304,14847
2018,9305,2170
2018,9306,3106
2018,9307,1613
2018,9308,2818
2018,9309,3771
2018,9310,2540
2018,9311,2122
2018,9312,8262
2018,9313,5852
2018,9314,2098
2018,9315,18971
2018,9316,1351
2018,9317,2559
2018,9318,13619
2019,0051,1748
2019,0052,3530
2019,0053,7727
2019,0054,4057
2019,0055,1562
2019,0056,1116
2019,0057,2167
2019,0058,914
2019,0059,3133
2019,0060,2130
2019,0061,955
2019,0062,1261
2019,0063,1379
2019,0064,1507
2019,1101,14020
2019,1102,1367
2019,1103,2050
2019,1104,12701
2019,1105,4073
2019,1106,11480
2019,1107,3996
2019,1108,3984
2019,1109,135575
2019,1110,861
2019,1111,1635
2019,1112,21675
2019,1113,11765
2019,1114,18237
2019,1115,13957
2019,2401,3192
2019,2402,2975
2019,2403,3388
2019,2404,710
2019,2405,2664
2019,2406,718
2019,2407,976
2019,2408,887
2019,2409,1857
2019,2410,8022
2019,2411,865
2019,2412,1404
2019,2413,10429
2019,2414,940
2019,2415,621
2019,2701,714
2019,2702,2916
2019,2703,785
2019,2704,1804
2019,2705,2889
2019,2706,5919
2019,2707,2584
2019,2708,1320
2019,2709,1008
2019,2710,1225
2019,2711,8395
2019,2712,1412
2019,2713,2643
2019,2714,2195
2019,2715,2148
2019,2716,941
2019,2717,1822
2019,2718,1721
2019,2801,588
2019,2802,1376
2019,2803,991
2019,2804,11268
2019,2805,2659
2019,2806,1000
2019,2807,2037
2019,2808,2857
2019,2809,1123
2019,2810,1132
2019,2811,2458
2019,2812,607
2019,2813,5037
2019,2814,1367
2019,2815,12755
2019,2816,1542
2019,2817,2044
2019,2818,574
2019,2819,1414
2019,3201,1469
2019,3202,6400
2019,3203,2811
2019,3204,2141
2019,3205,3145
2019,3206,2393
2019,3207,1970
2019,3208,1918
2019,3209,1171
2019,3210,3139
2019,3211,4953
2019,3212,2812
2019,3213,3663
2019,3214,1322
2019,3215,4264
2019,3216,23352
2019,3217,2529
2019,3218,7652
2019,3219,2414
2019,3220,3116
2019,3221,2106
2019,3222,5382
2019,4401,867
2019,4402,1553
2019,4403,2102
2019,4404,1501
2019,4405,3812
2019,4406,1788
2019,4407,2813
2019,4408,1239
2019,4409,3558
2019,4410,7445
2019,4411,7143
2019,4412,10034
2019,4413,7104
2019,4414,1638
2019,4415,1173
2019,4416,1547
2019,4417,1345
2019,4418,1413
2019,4419,1480
2019,4420,1523
2019,4421,1162
2019,4422,1633
2019,4423,16523
2019,4424,3914
2019,4425,4384
2019,4426,1020
2019,4427,1361
2019,5201,1467
2019,5202,8207
2019,5203,3397
2019,5204,648
2019,5205,781
2019,5206,2786
2019,5207,1941
2019,5208,774
2019,5209,736
2019,5210,3149
2019,5211,2820
2019,5212,5697
2019,5213,2198
2019,5214,2352
2019,5215,1057
2019,5216,23283
2019,5217,1687
2019,5218,641
2019,5219,4950
2019,5220,1586
2019,5221,857
2019,5301,2475
2019,5302,7186
2019,5303,1365
2019,5304,1761
2019,5305,1075
2019,5306,822
2019,5307,1231
2019,5308,2176
2019,5309,4315
2019,5310,2063
2019,5311,1177
2019,5312,1628
2019,5313,5623
2019,5314,976
2019,5315,16027
2019,5316,3214
2019,5317,3674
2019,5318,5397
2019,5319,1418
2019,7501,2774
2019,7502,4202
2019,7503,11498
2019,7504,2485
2019,7505,36960
2019,7506,1632
2019,7507,2604
2019,7508,1220
2019,7509,2544
2019,7510,4295
2019,7511,1903
2019,7512,7419
2019,7513,5277
2019,7514,2478
2019,7515,1594
2019,7516,3436
2019,7517,5501
2019,7518,1855
2019,7519,2665
2019,7520,3568
2019,7521,1273
2019,7522,6901
2019,7523,4127
2019,7524,5899
2019,7525,1641
2019,7526,3709
2019,7527,1522
2019,7528,2567
2019,7529,1712
2019,7530,900
2019,7531,1459
2019,7532,1663
2019,7601,2691
2019,7602,5289
2019,7603,3987
2019,7604,3347
2019,7605,1400
2019,7606,5489
2019,7607,1764
2019,7608,4199
2019,7609,1236
2019,7610,2951
2019,7611,1753
2019,7612,2970
2019,7613,1208
2019,7614,1317
2019,7615,4103
2019,7616,25383
2019,7617,3978
2019,7618,9396
2019,7619,974
2019,7620,12563
2019,7621,2711
2019,7622,2642
2019,7623,2802
2019,7624,5150
2019,7625,37875
2019,8401,8923
2019,8402,3168
2019,8403,1262
2019,8404,989
2019,8405,4998
2019,8406,4974
2019,8407,6593
2019,8408,9462
2019,8409,15794
2019,8410,1390
2019,8411,1151
2019,8412,1551
2019,8413,4798
2019,8414,2018
2019,8415,3407
2019,8416,7244
2019,8417,1363
2019,8418,2848
2019,8419,1999
2019,8420,1357
2019,8421,35619
2019,8422,2398
2019,8423,1558
2019,8424,1382
2019,8425,943
2019,8426,2367
2019,8427,2025
2019,8428,10840
2019,8429,596
2019,8430,969
2019,8431,6713
2019,8432,2253
2019,8433,4643
2019,8434,3920
2019,8435,4012
2019,9301,13618
2019,9302,1346
2019,9303,3579
2019,9304,16484
2019,9305,2402
2019,9306,3488
2019,9307,1999
2019,9308,3154
2019,9309,4214
2019,9310,2787
2019,9311,2452
2019,9312,9665
2019,9313,6551
2019,9314,2530
2019,9315,21306
2019,9316,1566
2019,9317,2801
2019,9318,15868
2020,0051,1752
2020,0052,3499
2020,0053,7657
2020,0054,4026
2020,0055,1578
2020,0056,1089
2020,0057,2309
2020,0058,957
2020,0059,3227
2020,0060,2194
2020,0061,971
2020,0062,1347
2020,0063,1457
2020,0064,1506
2020,1101,14597
2020,1102,1389
2020,1103,1951
2020,1104,13725
2020,1105,4152
2020,1106,11567
2020,1107,4192
2020,1108,4187
2020,1109,136056
2020,1110,997
2020,1111,1579
2020,1112,22300
2020,1113,12174
2020,1114,18864
2020,1115,14275
2020,2401,3192
2020,2402,3041
2020,2403,3500
2020,2404,781
2020,2405,2859
2020,2406,741
2020,2407,1040
2020,2408,926
2020,2409,1914
2020,2410,8148
2020,2411,849
2020,2412,1388
2020,2413,10534
2020,2414,996
2020,2415,670
2020,2701,684
2020,2702,2859
2020,2703,831
2020,2704,1646
2020,2705,3140
2020,2706,6184
2020,2707,2797
2020,2708,1270
2020,2709,999
2020,2710,1309
2020,2711,8798
2020,2712,1366
2020,2713,2818
2020,2714,2339
2020,2715,2315
2020,2716,893
2020,2717,1921
2020,2718,1939
2020,2801,587
2020,2802,1412
2020,2803,1042
2020,2804,11574
2020,2805,2657
2020,2806,1029
2020,2807,2133
2020,2808,2919
2020,2809,1165
2020,2810,1174
2020,2811,2446
2020,2812,687
2020,2813,5465
2020,2814,1475
2020,2815,13711
2020,2816,1600
2020,2817,2099
2020,2818,616
2020,2819,1404
2020,3201,1408
2020,3202,6362
2020,3203,2926
2020,3204,2113
2020,3205,3239
2020,3206,2543
2020,3207,1898
2020,3208,2068
2020,3209,1159
2020,3210,3091
2020,3211,4919
2020,3212,2938
2020,3213,3737
2020,3214,1235
2020,3215,4398
2020,3216,23485
2020,3217,2673
2020,3218,7933
2020,3219,2166
2020,3220,3081
2020,3221,2317
2020,3222,5492
2020,4401,807
2020,4402,1619
2020,4403,2234
2020,4404,1762
2020,4405,3569
2020,4406,1646
2020,4407,2931
2020,4408,1175
2020,4409,3823
2020,4410,7724
2020,4411,7625
2020,4412,10418
2020,4413,7341
2020,4414,1695
2020,4415,1213
2020,4416,1569
2020,4417,1528
2020,4418,1564
2020,4419,1603
2020,4420,1670
2020,4421,1236
2020,4422,1599
2020,4423,16482
2020,4424,4124
2020,4425,4688
2020,4426,1007
2020,4427,1459
2020,5201,1450
2020,5202,8422
2020,5203,3470
2020,5204,659
2020,5205,814
2020,5206,2750
2020,5207,1952
2020,5208,766
2020,5209,801
2020,5210,3286
2020,5211,3003
2020,5212,5909
2020,5213,2205
2020,5214,2188
2020,5215,1061
2020,5216,23041
2020,5217,1779
2020,5218,675
2020,5219,5144
2020,5220,1624
2020,5221,875
2020,5301,2377
2020,5302,7267
2020,5303,1289
2020,5304,1725
2020,5305,1117
2020,5306,801
2020,5307,1237
2020,5308,2175
2020,5309,4251
2020,5310,2090
2020,5311,1271
2020,5312,1714
2020,5313,5620
2020,5314,878
2020,5315,16005
2020,5316,3287
2020,5317,3527
2020,5318,5249
2020,5319,1514
2020,7501,2869
2020,7502,4296
2020,7503,11778
2020,7504,2462
2020,7505,36458
2020,7506,1795
2020,7507,2574
2020,7508,1435
2020,7509,2572
2020,7510,4303
2020,7511,2185
2020,7512,7524
2020,7513,5012
2020,7514,2528
2020,7515,1831
2020,7516,3363
2020,7517,5860
2020,7518,2051
2020,7519,2568
2020,7520,3431
2020,7521,1343
2020,7522,6916
2020,7523,4480
2020,7524,6309
2020,7525,1603
2020,7526,3665
2020,7527,1608
2020,7528,2703
2020,7529,1663
2020,7530,928
2020,7531,1474
2020,7532,1698
2020,7601,2485
2020,7602,5362
2020,7603,3934
2020,7604,3452
2020,7605,1436
2020,7606,5663
2020,7607,1817
2020,7608,4236
2020,7609,1300
2020,7610,3095
2020,7611,1879
2020,7612,2916
2020,7613,1259
2020,7614,1309
2020,7615,4004
2020,7616,26036
2020,7617,4098
2020,7618,9348
2020,7619,1058
2020,7620,12057
2020,7621,3118
2020,7622,2793
2020,7623,2599
2020,7624,5232
2020,7625,37860
2020,8401,9233
2020,8402,3088
2020,8403,1268
2020,8404,989
2020,8405,4997
2020,8406,4998
2020,8407,6736
2020,8408,9490
2020,8409,15869
2020,8410,1562
2020,8411,1085
2020,8412,1594
2020,8413,4415
2020,8414,2016
2020,8415,3370
2020,8416,8116
2020,8417,1382
2020,8418,2803
2020,8419,2141
2020,8420,1475
2020,8421,35653
2020,8422,2381
2020,8423,1618
2020,8424,1437
2020,8425,938
2020,8426,2457
2020,8427,2344
2020,8428,11230
2020,8429,568
2020,8430,947
2020,8431,6951
2020,8432,2579
2020,8433,4762
2020,8434,4091
2020,8435,4026
2020,9301,13332
2020,9302,1369
2020,9303,3592
2020,9304,16006
2020,9305,2306
2020,9306,3426
2020,9307,1930
2020,9308,3144
2020,9309,4184
2020,9310,2860
2020,9311,2357
2020,9312,9318
2020,9313,6580
2020,9314,2407
2020,9315,21392
2020,9316,1577
2020,9317,2774
2020,9318,15893
2021,0051,2021
2021,0052,4306
2021,0053,9196
2021,0054,4837
2021,0055,1814
2021,0056,1250
2021,0057,2665
2021,0058,1263
2021,0059,4070
2021,0060,2542
2021,0061,1239
2021,0062,1603
2021,0063,1720
2021,0064,1838
2021,1101,16504
2021,1102,1641
2021,1103,2342
2021,1104,15336
2021,1105,5013
2021,1106,13563
2021,1107,5080
2021,1108,4870
2021,1109,150038
2021,1110,1048
2021,1111,2005
2021,1112,25059
2021,1113,13758
2021,1114,21426
2021,1115,16196
2021,2401,3530
2021,2402,3849
2021,2403,4196
2021,2404,945
2021,2405,3502
2021,2406,837
2021,2407,1294
2021,2408,1044
2021,2409,2439
2021,2410,9742
2021,2411,1114
2021,2412,1743
2021,2413,13181
2021,2414,1248
2021,2415,859
2021,2701,715
2021,2702,3523
2021,2703,1000
2021,2704,2078
2021,2705,3471
2021,2706,6792
2021,2707,3380
2021,2708,1688
2021,2709,1164
2021,2710,1550
2021,2711,10037
2021,2712,1505
2021,2713,3352
2021,2714,2834
2021,2715,2557
2021,2716,1133
2021,2717,2336
2021,2718,2037
2021,2801,678
2021,2802,1568
2021,2803,1240
2021,2804,13486
2021,2805,3052
2021,2806,1228
2021,2807,2482
2021,2808,3386
2021,2809,1366
2021,2810,1338
2021,2811,2944
2021,2812,775
2021,2813,6429
2021,2814,1645
2021,2815,15650
2021,2816,1937
2021,2817,2305
2021,2818,721
2021,2819,1674
2021,3201,1644
2021,3202,7387
2021,3203,3405
2021,3204,2649
2021,3205,3685
2021,3206,2892
2021,3207,2291
2021,3208,2311
2021,3209,1306
2021,3210,3637
2021,3211,5737
2021,3212,3400
2021,3213,4596
2021,3214,1487
2021,3215,5323
2021,3216,27350
2021,3217,3014
2021,3218,9458
2021,3219,2580
2021,3220,3687
2021,3221,2766
2021,3222,6180
2021,4401,999
2021,4402,1917
2021,4403,2533
2021,4404,2097
2021,4405,4440
2021,4406,2023
2021,4407,3246
2021,4408,1384
2021,4409,4286
2021,4410,9392
2021,4411,8912
2021,4412,11908
2021,4413,9475
2021,4414,1944
2021,4415,1442
2021,4416,1806
2021,4417,1573
2021,4418,1774
2021,4419,1982
2021,4420,1881
2021,4421,1384
2021,4422,2026
2021,4423,19998
2021,4424,5120
2021,4425,5819
2021,4426,1223
2021,4427,1781
2021,5201,1844
2021,5202,10492
2021,5203,4246
2021,5204,778
2021,5205,1085
2021,5206,3656
2021,5207,2334
2021,5208,985
2021,5209,1003
2021,5210,4019
2021,5211,3486
2021,5212,7282
2021,5213,2654
2021,5214,2869
2021,5215,1305
2021,5216,28291
2021,5217,2145
2021,5218,755
2021,5219,6325
2021,5220,1869
2021,5221,934
2021,5301,3128
2021,5302,9111
2021,5303,1491
2021,5304,2318
2021,5305,1481
2021,5306,1027
2021,5307,1558
2021,5308,2589
2021,5309,5277
2021,5310,2592
2021,5311,1462
2021,5312,2012
2021,5313,6889
2021,5314,1140
2021,5315,19298
2021,5316,4030
2021,5317,4242
2021,5318,6388
2021,5319,1726
2021,7501,3540
2021,7502,5069
2021,7503,14463
2021,7504,2899
2021,7505,44324
2021,7506,2008
2021,7507,3046
2021,7508,1522
2021,7509,3016
2021,7510,5290
2021,7511,2434
2021,7512,8903
2021,7513,6186
2021,7514,3156
2021,7515,2012
2021,7516,4020
2021,7517,7298
2021,7518,2424
2021,7519,3154
2021,7520,4100
2021,7521,1564
2021,7522,8517
2021,7523,5319
2021,7524,7260
2021,7525,1772
2021,7526,4614
2021,7527,1864
2021,7528,3060
2021,7529,1929
2021,7530,1097
2021,7531,1716
2021,7532,2162
2021,7601,3195
2021,7602,6403
2021,7603,4933
2021,7604,4217
2021,7605,1745
2021,7606,6840
2021,7607,2255
2021,7608,5075
2021,7609,1608
2021,7610,3593
2021,7611,2086
2021,7612,3526
2021,7613,1532
2021,7614,1569
2021,7615,4963
2021,7616,29795
2021,7617,4886
2021,7618,10962
2021,7619,1290
2021,7620,15065
2021,7621,3451
2021,7622,3321
2021,7623,3222
2021,7624,6259
2021,7625,43643
2021,8401,10664
2021,8402,3730
2021,8403,1620
2021,8404,1243
2021,8405,5895
2021,8406,5800
2021,8407,7909
2021,8408,11587
2021,8409,18140
2021,8410,1847
2021,8411,1304
2021,8412,1970
2021,8413,5257
2021,8414,2385
2021,8415,3834
2021,8416,9120
2021,8417,1725
2021,8418,3158
2021,8419,2484
2021,8420,1733
2021,8421,39614
2021,8422,2778
2021,8423,1845
2021,8424,1769
2021,8425,1042
2021,8426,2880
2021,8427,2576
2021,8428,13018
2021,8429,652
2021,8430,1108
2021,8431,8098
2021,8432,3045
2021,8433,5410
2021,8434,4866
2021,8435,4762
2021,9301,15613
2021,9302,1600
2021,9303,4311
2021,9304,18786
2021,9305,2905
2021,9306,4145
2021,9307,2356
2021,9308,3913
2021,9309,5378
2021,9310,3492
2021,9311,2794
2021,9312,11719
2021,9313,7746
2021,9314,2876
2021,9315,25701
2021,9316,1834
2021,9317,3613
2021,9318,18507
2022,0051,2055
2022,0052,4356
2022,0053,9406
2022,0054,5098
2022,0055,1950
2022,0056,1323
2022,0057,2891
2022,0058,1164
2022,0059,3970
2022,0060,2641
2022,0061,1176
2022,0062,1679
2022,0063,1782
2022,0064,1852
2022,1101,16381
2022,1102,1632
2022,1103,2325
2022,1104,15341
2022,1105,4874
2022,1106,13530
2022,1107,5106
2022,1108,4812
2022,1109,151566
2022,1110,1127
2022,1111,1946
2022,1112,25186
2022,1113,14115
2022,1114,21500
2022,1115,16036
2022,2401,3819
2022,2402,3951
2022,2403,4180
2022,2404,943
2022,2405,3460
2022,2406,897
2022,2407,1381
2022,2408,1108
2022,2409,2456
2022,2410,9521
2022,2411,1119
2022,2412,1756
2022,2413,12950
2022,2414,1175
2022,2415,790
2022,2701,801
2022,2702,3389
2022,2703,1004
2022,2704,1888
2022,2705,3210
2022,2706,6830
2022,2707,3151
2022,2708,1649
2022,2709,1157
2022,2710,1525
2022,2711,9732
2022,2712,1577
2022,2713,3292
2022,2714,2738
2022,2715,2550
2022,2716,1097
2022,2717,2224
2022,2718,2109
2022,2801,707
2022,2802,1589
2022,2803,1235
2022,2804,13144
2022,2805,2972
2022,2806,1225
2022,2807,2373
2022,2808,3496
2022,2809,1340
2022,2810,1343
2022,2811,2860
2022,2812,919
2022,2813,6294
2022,2814,1608
2022,2815,15159
2022,2816,1800
2022,2817,2428
2022,2818,676
2022,2819,1523
2022,3201,1602
2022,3202,7778
2022,3203,3378
2022,3204,2568
2022,3205,3706
2022,3206,2952
2022,3207,2218
2022,3208,2344
2022,3209,1310
2022,3210,3610
2022,3211,5979
2022,3212,3292
2022,3213,4283
2022,3214,1480
2022,3215,5321
2022,3216,26757
2022,3217,3074
2022,3218,8850
2022,3219,2488
2022,3220,3639
2022,3221,2627
2022,3222,6070
2022,4401,1030
2022,4402,1937
2022,4403,2665
2022,4404,2051
2022,4405,4374
2022,4406,1875
2022,4407,3194
2022,4408,1404
2022,4409,4480
2022,4410,9372
2022,4411,8717
2022,4412,11947
2022,4413,9059
2022,4414,1899
2022,4415,2071
2022,4416,1994
2022,4417,1659
2022,4418,1630
2022,4419,1961
2022,4420,1901
2022,4421,1422
2022,4422,1953
2022,4423,20139
2022,4424,5107
2022,4425,5650
2022,4426,1252
2022,4427,1835
2022,5201,1806
2022,5202,10510
2022,5203,4375
2022,5204,803
2022,5205,1088
2022,5206,3574
2022,5207,2502
2022,5208,1102
2022,5209,1048
2022,5210,4173
2022,5211,3975
2022,5212,7230
2022,5213,2732
2022,5214,2886
2022,5215,1218
2022,5216,27631
2022,5217,2063
2022,5218,912
2022,5219,6401
2022,5220,1881
2022,5221,1035
2022,5301,2995
2022,5302,8827
2022,5303,1616
2022,5304,2277
2022,5305,1482
2022,5306,1124
2022,5307,1524
2022,5308,2644
2022,5309,5167
2022,5310,2608
2022,5311,1531
2022,5312,2066
2022,5313,7025
2022,5314,1206
2022,5315,19919
2022,5316,4489
2022,5317,4473
2022,5318,6646
2022,5319,1732
2022,7501,3453
2022,7502,5328
2022,7503,14034
2022,7504,3060
2022,7505,43063
2022,7506,2005
2022,7507,3110
2022,7508,1675
2022,7509,3010
2022,7510,5275
2022,7511,2401
2022,7512,8363
2022,7513,6215
2022,7514,3288
2022,7515,2236
2022,7516,4222
2022,7517,6364
2022,7518,2318
2022,7519,3112
2022,7520,4232
2022,7521,1598
2022,7522,8259
2022,7523,5382
2022,7524,7465
2022,7525,1974
2022,7526,4571
2022,7527,1840
2022,7528,3098
2022,7529,2095
