target_year,ZE2020,node_idx,libze2020,side_enterprise_creations_official,side_establishment_creations_official,communes_count,side_lag_1,side_lag_2,side_lag_3,growth_1y,growth_2y,is_covid_year,is_post_covid_rebound,flores_total_establishments_t_minus_1,flores_etab_az_t_minus_1,flores_etab_de_t_minus_1,flores_etab_c1_t_minus_1,flores_etab_c2_t_minus_1,flores_etab_c3_t_minus_1,flores_etab_c4_t_minus_1,flores_etab_c5_t_minus_1,flores_etab_fz_t_minus_1,flores_etab_gz_t_minus_1,flores_etab_hz_t_minus_1,flores_etab_iz_t_minus_1,flores_etab_jz_t_minus_1,flores_etab_kz_t_minus_1,flores_etab_lz_t_minus_1,flores_etab_mn_t_minus_1,flores_etab_oq_t_minus_1,flores_etab_ru_t_minus_1,flores_total_salaried_jobs_t_minus_1,flores_herfindahl_t_minus_1,flores_dominant_sector_weight_t_minus_1,flores_growth_etab_1y_t_minus_1,side_stock_total_t_minus_1,side_stock_be_t_minus_1,side_stock_fz_t_minus_1,side_stock_gi_t_minus_1,side_stock_jz_t_minus_1,side_stock_kz_t_minus_1,side_stock_lz_t_minus_1,side_stock_mn_t_minus_1,side_stock_oq_t_minus_1,side_stock_ru_t_minus_1,side_stock_growth_1y_t_minus_1,urssaf_employer_establishments_t_minus_1,urssaf_salaried_employees_t_minus_1,urssaf_payroll_t_minus_1,urssaf_employer_growth_1y_t_minus_1,urssaf_wage_per_employee_t_minus_1,has_flores_source,has_side_stock_source,has_urssaf_source,feature_forecast_safe
2022,2709,52,Châtillon-Montbard,579.0,700.0,233,667.0,588.0,607.0,0.0494752623688155,0.19047619047619047,0,0,2327.0,298.0,26.0,50.0,0.0,9.0,2.0,118.0,252.0,347.0,67.0,151.0,18.0,70.0,27.0,200.0,533.0,159.0,17480.0,0.1241964576082161,0.22905027932960895,0.02556192155134429,4686.0,511.0,654.0,1316.0,80.0,159.0,276.0,695.0,546.0,449.0,0.07823285780027622,1435.0,12037.0,309345640.0,0.01700921332388372,25699.563014040043,1,1,1,1
2023,2709,52,Châtillon-Montbard,572.0,678.0,233,700.0,667.0,588.0,-0.03142857142857147,0.016491754122938573,0,0,2414.0,325.0,29.0,54.0,0.0,9.0,2.0,115.0,280.0,352.0,63.0,151.0,18.0,72.0,27.0,197.0,552.0,168.0,17863.0,0.12522574405446274,0.22866611433305717,0.03738719381177491,4807.0,538.0,662.0,1320.0,86.0,172.0,276.0,732.0,534.0,487.0,0.025821596244131495,1459.0,12249.0,331291759.0,0.01672473867595814,27046.433096579312,1,1,1,1
2024,2709,52,Châtillon-Montbard,601.0,744.0,233,678.0,700.0,667.0,0.09734513274336276,0.06285714285714294,0,0,2407.0,330.0,27.0,53.0,0.0,7.0,2.0,113.0,272.0,349.0,67.0,153.0,18.0,70.0,27.0,208.0,549.0,162.0,17931.0,0.12527597029091683,0.22808475280432072,-0.0028997514498757537,4760.0,543.0,674.0,1281.0,88.0,177.0,195.0,762.0,534.0,506.0,-0.00977740794674431,1442.0,12013.0,340157471.0,-0.011651816312542862,28315.780487804877,1,1,1,1
2012,2710,53,Creusot-Montceau,537.0,599.0,57,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2245.0,24657.0,620270037.0,-0.02050610820244325,25155.940990388124,0,0,1,1
2013,2710,53,Creusot-Montceau,495.0,572.0,57,599.0,,,-0.04507512520868118,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2211.0,24577.0,634890667.0,-0.015144766146993338,25832.716238759815,0,0,1,1
2014,2710,53,Creusot-Montceau,588.0,645.0,57,572.0,599.0,,0.12762237762237771,0.07679465776293815,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2183.0,24199.0,638511637.0,-0.012663952962460479,26385.868713583204,0,0,1,1
2015,2710,53,Creusot-Montceau,497.0,554.0,57,645.0,572.0,599.0,-0.14108527131782944,-0.03146853146853146,0,0,,,,,,,,,,,,,,,,,,,,,,,4792.0,460.0,546.0,1534.0,87.0,179.0,290.0,547.0,638.0,511.0,,2142.0,24191.0,650889534.0,-0.018781493357764578,26906.268198916954,0,1,1,1
2016,2710,53,Creusot-Montceau,512.0,614.0,57,554.0,645.0,572.0,0.10830324909747291,-0.04806201550387601,0,0,,,,,,,,,,,,,,,,,,,,,,,4807.0,438.0,531.0,1549.0,89.0,181.0,286.0,552.0,673.0,508.0,0.0031302170283806774,2107.0,23889.0,650612658.0,-0.016339869281045805,27234.821800828835,0,1,1,1
2017,2710,53,Creusot-Montceau,551.0,614.0,57,614.0,554.0,645.0,0.0,0.10830324909747291,0,0,,,,,,,,,,,,,,,,,,,,,,,4778.0,429.0,526.0,1514.0,93.0,173.0,286.0,562.0,694.0,501.0,-0.006032868733097607,2070.0,22980.0,640804452.0,-0.017560512577123877,27885.31122715405,0,1,1,1
2018,2710,53,Creusot-Montceau,568.0,635.0,57,614.0,614.0,554.0,0.03420195439739415,0.03420195439739415,0,0,2525.0,114.0,26.0,71.0,0.0,20.0,6.0,151.0,248.0,563.0,70.0,174.0,32.0,97.0,24.0,240.0,418.0,271.0,28458.0,0.12114467209097149,0.22297029702970297,,4850.0,438.0,527.0,1541.0,92.0,184.0,284.0,570.0,702.0,512.0,0.01506906655504392,2065.0,23319.0,660276553.0,-0.0024154589371980784,28314.96003259145,1,1,1,1
2019,2710,53,Creusot-Montceau,639.0,728.0,57,635.0,614.0,614.0,0.14645669291338592,0.18566775244299683,0,0,2481.0,112.0,26.0,67.0,0.0,21.0,6.0,152.0,241.0,543.0,70.0,180.0,33.0,100.0,22.0,243.0,409.0,256.0,27867.0,0.11940144534171106,0.218863361547763,-0.01742574257425744,5014.0,447.0,543.0,1557.0,90.0,191.0,285.0,606.0,763.0,532.0,0.03381443298969078,2028.0,23589.0,679962378.0,-0.017917675544794176,28825.400737631946,1,1,1,1
2020,2710,53,Creusot-Montceau,812.0,922.0,57,728.0,635.0,614.0,0.2664835164835164,0.4519685039370078,1,0,2481.0,112.0,29.0,64.0,0.0,21.0,6.0,148.0,244.0,538.0,76.0,172.0,36.0,100.0,23.0,242.0,417.0,253.0,28923.0,0.1190001691208688,0.21684804514308748,0.0,5094.0,443.0,561.0,1528.0,106.0,194.0,302.0,676.0,742.0,542.0,0.015955325089748618,2004.0,23657.0,686438706.0,-0.011834319526627168,29016.304096039228,1,1,1,1
2021,2710,53,Creusot-Montceau,872.0,985.0,57,922.0,728.0,635.0,0.06832971800433829,0.3530219780219781,0,1,2471.0,109.0,28.0,68.0,0.0,19.0,6.0,144.0,250.0,535.0,73.0,175.0,33.0,95.0,25.0,247.0,419.0,245.0,28375.0,0.11962889305502715,0.21651153379198704,-0.00403063280935112,5205.0,452.0,581.0,1554.0,102.0,200.0,305.0,703.0,749.0,559.0,0.021790341578327377,1980.0,22888.0,632563555.0,-0.0119760479041916,27637.345115344284,1,1,1,1
2022,2710,53,Creusot-Montceau,844.0,953.0,57,985.0,922.0,728.0,-0.03248730964467006,0.033622559652928485,0,0,2529.0,118.0,29.0,63.0,0.0,18.0,6.0,143.0,262.0,547.0,74.0,173.0,31.0,104.0,30.0,263.0,417.0,251.0,28923.0,0.1190675315412,0.21629102412020562,0.02347227842978561,5564.0,483.0,621.0,1624.0,131.0,220.0,318.0,788.0,774.0,605.0,0.06897214217098946,2026.0,23224.0,677483913.0,0.02323232323232327,29171.715165346195,1,1,1,1
2023,2710,53,Creusot-Montceau,919.0,1009.0,57,953.0,985.0,922.0,0.05876180482686255,0.024365482233502433,0,0,2539.0,124.0,30.0,61.0,0.0,17.0,6.0,138.0,270.0,548.0,75.0,176.0,35.0,103.0,34.0,258.0,413.0,251.0,29402.0,0.1182490524734194,0.21583300512012604,0.003954132068010985,5757.0,513.0,639.0,1626.0,140.0,235.0,320.0,843.0,800.0,641.0,0.03468727534148086,2029.0,23713.0,717168396.0,0.0014807502467917288,30243.68051279889,1,1,1,1
2024,2710,53,Creusot-Montceau,879.0,1065.0,57,1009.0,953.0,985.0,0.055500495540138806,0.1175236096537251,0,0,2567.0,133.0,28.0,59.0,0.0,17.0,7.0,141.0,260.0,553.0,81.0,177.0,33.0,103.0,36.0,259.0,424.0,256.0,29154.0,0.11819717735320599,0.21542656797818466,0.011027963765261939,5791.0,539.0,663.0,1646.0,147.0,241.0,229.0,859.0,794.0,673.0,0.005905853743269018,2029.0,23714.0,753738990.0,0.0,31784.557223581007,1,1,1,1
2012,2711,54,Dijon,2890.0,3307.0,322,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10340.0,117097.0,2952386727.0,-0.0011591962905718178,25213.171362203986,0,0,1,1
2013,2711,54,Dijon,2932.0,3312.0,322,3307.0,,,0.001511944360447437,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10249.0,116849.0,2993336439.0,-0.008800773694390696,25617.1335569838,0,0,1,1
2014,2711,54,Dijon,3091.0,3551.0,322,3312.0,3307.0,,0.07216183574879231,0.07378288478983963,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10186.0,115117.0,3002603832.0,-0.006146941164991704,26083.06185880452,0,0,1,1
2015,2711,54,Dijon,2968.0,3410.0,322,3551.0,3312.0,3307.0,-0.039707124753590506,0.02958937198067635,0,0,,,,,,,,,,,,,,,,,,,,,,,24468.0,1546.0,2945.0,6683.0,537.0,1260.0,1640.0,3919.0,3803.0,2135.0,,10155.0,114730.0,3041016306.0,-0.00304339289220501,26505.851181033733,0,1,1,1
2016,2711,54,Dijon,2952.0,3321.0,322,3410.0,3551.0,3312.0,-0.026099706744868056,-0.06477048718670797,0,0,,,,,,,,,,,,,,,,,,,,,,,25121.0,1601.0,2954.0,6849.0,561.0,1322.0,1610.0,4089.0,4015.0,2120.0,0.02668791891450062,10063.0,113839.0,3068386367.0,-0.009059576563269278,26953.736127337732,0,1,1,1
2017,2711,54,Dijon,3341.0,3761.0,322,3321.0,3410.0,3551.0,0.13249021379102688,0.10293255131964818,0,0,,,,,,,,,,,,,,,,,,,,,,,25530.0,1580.0,2949.0,6871.0,565.0,1317.0,1602.0,4324.0,4171.0,2151.0,0.016281198996855206,9957.0,114452.0,3127570180.0,-0.010533638080095442,27326.47904798518,0,1,1,1
2018,2711,54,Dijon,3856.0,4274.0,322,3761.0,3321.0,3410.0,0.13639989364530702,0.2869617585064739,0,0,12119.0,406.0,117.0,258.0,0.0,75.0,21.0,372.0,1199.0,2298.0,362.0,909.0,206.0,602.0,222.0,1694.0,2054.0,1324.0,164946.0,0.1182059097763228,0.189619605578018,,25962.0,1582.0,2915.0,6914.0,588.0,1401.0,1620.0,4376.0,4361.0,2205.0,0.0169212690951821,9897.0,115591.0,3202371085.0,-0.006025911419102137,27704.328926992584,1,1,1,1
2019,2711,54,Dijon,4626.0,5096.0,322,4274.0,3761.0,3321.0,0.1923256902199344,0.354958787556501,0,0,12006.0,422.0,115.0,258.0,0.0,67.0,19.0,362.0,1189.0,2288.0,353.0,929.0,205.0,607.0,220.0,1665.0,2018.0,1289.0,163625.0,0.11790308133178677,0.19057138097617857,-0.009324201666804144,27485.0,1632.0,3077.0,7304.0,650.0,1462.0,1657.0,4782.0,4544.0,2377.0,0.058662660811956036,9889.0,116804.0,3291967177.0,-0.0008083257552793377,28183.68529331187,1,1,1,1
2020,2711,54,Dijon,4980.0,5412.0,322,5096.0,4274.0,3761.0,0.0620094191522762,0.2662611137108095,1,0,12325.0,451.0,113.0,255.0,0.0,69.0,18.0,356.0,1243.0,2335.0,366.0,995.0,227.0,618.0,232.0,1719.0,2041.0,1287.0,165635.0,0.11716853144839107,0.18945233265720082,0.02657004830917864,28774.0,1677.0,3184.0,7734.0,716.0,1514.0,1701.0,4995.0,4724.0,2529.0,0.046898308168091596,9949.0,118315.0,3372194782.0,0.006067347557892511,28501.83647043908,1,1,1,1
2021,2711,54,Dijon,5544.0,6110.0,322,5412.0,5096.0,4274.0,0.1289726533628972,0.19897959183673475,0,1,12352.0,477.0,102.0,258.0,0.0,68.0,20.0,354.0,1261.0,2352.0,379.0,1004.0,226.0,608.0,235.0,1733.0,2005.0,1270.0,164280.0,0.11680196374818787,0.19041450777202074,0.0021906693711968295,30059.0,1742.0,3355.0,8084.0,770.0,1566.0,1803.0,5282.0,4837.0,2620.0,0.04465837214151658,9963.0,116995.0,3196440300.0,0.0014071766006633624,27321.170135475873,1,1,1,1
2022,2711,54,Dijon,5258.0,5823.0,322,6110.0,5412.0,5096.0,-0.04697217675941079,0.07594235033259422,0,0,12766.0,504.0,104.0,265.0,0.0,68.0,20.0,368.0,1339.0,2413.0,383.0,1037.0,253.0,622.0,265.0,1807.0,2021.0,1297.0,166377.0,0.11576352999184712,0.1890177032743224,0.03351683937823835,32438.0,1884.0,3560.0,8512.0,917.0,1671.0,1934.0,5856.0,5132.0,2972.0,0.07914434944608928,10269.0,120490.0,3476013651.0,0.030713640469738124,28848.98042161175,1,1,1,1
2023,2711,54,Dijon,5228.0,5846.0,322,5823.0,6110.0,5412.0,0.003949854027133881,-0.04320785597381338,0,0,13087.0,512.0,108.0,265.0,0.0,71.0,23.0,363.0,1432.0,2466.0,403.0,1057.0,268.0,619.0,268.0,1873.0,2053.0,1306.0,170451.0,0.11588861416472648,0.18843126767020707,0.02514491618361281,33691.0,1998.0,3623.0,8489.0,1006.0,1838.0,2004.0,6231.0,5223.0,3279.0,0.03862753560638765,10505.0,123164.0,3711315652.0,0.022981789852955403,30133.1204897535,1,1,1,1
2024,2711,54,Dijon,5665.0,6464.0,322,5846.0,5823.0,6110.0,0.10571330824495373,0.11008071440838063,0,0,13271.0,542.0,115.0,270.0,0.0,70.0,23.0,368.0,1433.0,2477.0,406.0,1053.0,288.0,647.0,267.0,1911.0,2063.0,1338.0,174746.0,0.1150036639055651,0.18664757742445934,0.014059753954305698,34463.0,2108.0,3690.0,8263.0,1052.0,1975.0,1819.0,6684.0,5388.0,3484.0,0.022914131370395552,10583.0,124523.0,3913029822.0,0.007425035697286919,31424.153144399028,1,1,1,1
2012,2712,55,Dole,582.0,632.0,123,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1921.0,17433.0,416309177.0,0.016402116402116418,23880.524120920094,0,0,1,1
2013,2712,55,Dole,590.0,654.0,123,632.0,,,0.034810126582278444,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1913.0,17482.0,426812314.0,-0.004164497657470068,24414.38702665599,0,0,1,1
2014,2712,55,Dole,566.0,623.0,123,654.0,632.0,,-0.04740061162079512,-0.014240506329113889,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1899.0,17412.0,431426338.0,-0.00731834814427601,24777.529175281416,0,0,1,1
2015,2712,55,Dole,523.0,578.0,123,623.0,654.0,632.0,-0.07223113964687,-0.11620795107033643,0,0,,,,,,,,,,,,,,,,,,,,,,,4485.0,420.0,630.0,1353.0,77.0,180.0,254.0,493.0,634.0,444.0,,1876.0,17488.0,441061361.0,-0.012111637704054767,25220.800606129917,0,1,1,1
2016,2712,55,Dole,531.0,606.0,123,578.0,623.0,654.0,0.04844290657439454,-0.027287319422150902,0,0,,,,,,,,,,,,,,,,,,,,,,,4586.0,421.0,647.0,1394.0,71.0,199.0,262.0,499.0,634.0,459.0,0.02251950947603132,1862.0,17350.0,444398607.0,-0.007462686567164201,25613.7525648415,0,1,1,1
2017,2712,55,Dole,605.0,680.0,123,606.0,578.0,623.0,0.12211221122112215,0.17647058823529416,0,0,,,,,,,,,,,,,,,,,,,,,,,4568.0,428.0,635.0,1356.0,73.0,195.0,256.0,510.0,662.0,453.0,-0.003924989097252474,1834.0,17416.0,456830686.0,-0.015037593984962405,26230.517110702804,0,1,1,1
2018,2712,55,Dole,682.0,739.0,123,680.0,606.0,578.0,0.08676470588235285,0.21947194719471952,0,0,2391.0,108.0,33.0,76.0,0.0,9.0,3.0,107.0,279.0,477.0,89.0,157.0,23.0,107.0,27.0,216.0,471.0,209.0,24226.0,0.12120122843207685,0.19949811794228356,,4629.0,447.0,631.0,1339.0,82.0,199.0,266.0,523.0,674.0,468.0,0.013353765323993017,1815.0,17869.0,477244227.0,-0.01035986913849507,26707.94263808831,1,1,1,1
2019,2712,55,Dole,778.0,863.0,123,739.0,680.0,606.0,0.1677943166441136,0.26911764705882346,0,0,2377.0,113.0,28.0,74.0,0.0,9.0,3.0,105.0,280.0,469.0,88.0,161.0,25.0,106.0,28.0,219.0,465.0,204.0,23994.0,0.12046043550510087,0.19730753050063105,-0.0058552906733584376,4889.0,455.0,656.0,1420.0,88.0,206.0,274.0,592.0,709.0,489.0,0.05616763879887654,1826.0,18174.0,491256312.0,0.0060606060606061,27030.720369758998,1,1,1,1
2020,2712,55,Dole,773.0,886.0,123,863.0,739.0,680.0,0.02665121668597914,0.1989174560216509,1,0,2452.0,131.0,33.0,73.0,0.0,9.0,3.0,108.0,285.0,482.0,96.0,173.0,23.0,111.0,29.0,234.0,459.0,203.0,25013.0,0.11781905904957567,0.1965742251223491,0.03155237694572999,5089.0,471.0,694.0,1437.0,93.0,221.0,285.0,620.0,730.0,538.0,0.04090816117815499,1843.0,18294.0,505498244.0,0.009309967141292397,27631.914507488793,1,1,1,1
2021,2712,55,Dole,816.0,937.0,123,886.0,863.0,739.0,0.05756207674943559,0.08574739281575905,0,1,2456.0,137.0,34.0,74.0,0.0,8.0,3.0,108.0,285.0,493.0,85.0,163.0,22.0,114.0,35.0,230.0,454.0,211.0,25458.0,0.11827844327260767,0.2007328990228013,0.0016313213703098572,5221.0,490.0,700.0,1490.0,101.0,230.0,281.0,646.0,740.0,543.0,0.025938298290430373,1841.0,18067.0,483023649.0,-0.0010851871947911151,26735.13306027564,1,1,1,1
2022,2712,55,Dole,859.0,961.0,123,937.0,886.0,863.0,0.025613660618996725,0.08465011286681712,0,0,2525.0,148.0,29.0,75.0,0.0,8.0,2.0,114.0,299.0,497.0,91.0,164.0,29.0,115.0,40.0,250.0,454.0,210.0,25749.0,0.11628710910695031,0.19683168316831684,0.02809446254071668,5621.0,531.0,735.0,1600.0,106.0,246.0,290.0,720.0,772.0,621.0,0.076613675541084,1905.0,18730.0,524439535.0,0.03476371537208034,27999.975173518418,1,1,1,1
2023,2712,55,Dole,900.0,1012.0,123,961.0,937.0,886.0,0.05306971904266389,0.0800426894343651,0,0,2588.0,166.0,30.0,73.0,0.0,9.0,1.0,113.0,308.0,514.0,90.0,157.0,25.0,116.0,40.0,258.0,470.0,218.0,25585.0,0.11781788016980048,0.19860896445131376,0.024950495049504973,5810.0,562.0,738.0,1584.0,115.0,256.0,321.0,768.0,786.0,680.0,0.033623910336239016,1940.0,19259.0,567524353.0,0.018372703412073532,29468.0073212524,1,1,1,1
2024,2712,55,Dole,948.0,1100.0,123,1012.0,961.0,937.0,0.08695652173913038,0.1446409989594173,0,0,2627.0,167.0,31.0,75.0,0.0,9.0,1.0,114.0,307.0,515.0,90.0,171.0,21.0,117.0,45.0,270.0,476.0,218.0,25924.0,0.11701317277216526,0.19604111153406928,0.015069551777434409,5920.0,588.0,749.0,1562.0,118.0,277.0,290.0,833.0,792.0,711.0,0.018932874354561147,1960.0,19735.0,612062359.0,0.010309278350515427,31014.05416772232,1,1,1,1
2012,2713,56,Lons-le-Saunier,1133.0,1264.0,333,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4598.0,38851.0,864568073.0,0.0026166593981682418,22253.431649121,0,0,1,1
2013,2713,56,Lons-le-Saunier,1098.0,1179.0,333,1264.0,,,-0.067246835443038,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4561.0,38459.0,875411749.0,-0.008046976946498474,22762.207779713463,0,0,1,1
2014,2713,56,Lons-le-Saunier,1083.0,1223.0,333,1179.0,1264.0,,0.037319762510602095,-0.032436708860759444,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4556.0,38106.0,879531433.0,-0.0010962508221881162,23081.179682989554,0,0,1,1
2015,2713,56,Lons-le-Saunier,986.0,1099.0,333,1223.0,1179.0,1264.0,-0.10139002452984469,-0.06785411365564042,0,0,,,,,,,,,,,,,,,,,,,,,,,10546.0,1154.0,1366.0,3267.0,158.0,481.0,726.0,1258.0,1192.0,944.0,,4550.0,38179.0,900595287.0,-0.0013169446883231073,23588.760496608083,0,1,1,1
2016,2713,56,Lons-le-Saunier,1049.0,1183.0,333,1099.0,1223.0,1179.0,0.07643312101910826,-0.03270645952575635,0,0,,,,,,,,,,,,,,,,,,,,,,,10742.0,1163.0,1387.0,3323.0,160.0,486.0,735.0,1298.0,1243.0,947.0,0.01858524559074537,4526.0,37876.0,911738039.0,-0.005274725274725278,24071.655903474497,0,1,1,1
2017,2713,56,Lons-le-Saunier,1129.0,1248.0,333,1183.0,1099.0,1223.0,0.05494505494505497,0.13557779799818026,0,0,,,,,,,,,,,,,,,,,,,,,,,10745.0,1173.0,1364.0,3273.0,169.0,486.0,778.0,1308.0,1268.0,926.0,0.0002792776019362453,4461.0,38063.0,934663509.0,-0.014361467079098578,24555.69737014949,0,1,1,1
2018,2713,56,Lons-le-Saunier,1237.0,1354.0,333,1248.0,1183.0,1099.0,0.08493589743589736,0.14454775993237523,0,0,6098.0,460.0,68.0,240.0,0.0,26.0,7.0,330.0,648.0,1191.0,162.0,441.0,48.0,236.0,64.0,520.0,1116.0,541.0,53139.0,0.11599090873984459,0.1953099376844867,,11016.0,1193.0,1389.0,3279.0,170.0,519.0,816.0,1363.0,1315.0,972.0,0.025221033038622664,4452.0,38375.0,960456274.0,-0.0020174848688634395,25028.176521172638,1,1,1,1
2019,2713,56,Lons-le-Saunier,1290.0,1420.0,333,1354.0,1248.0,1183.0,0.048744460856720906,0.13782051282051277,0,0,6067.0,477.0,69.0,230.0,0.0,25.0,8.0,317.0,645.0,1172.0,159.0,432.0,48.0,236.0,68.0,535.0,1127.0,519.0,52769.0,0.11617485846811042,0.19317619910993902,-0.005083633978353541,11402.0,1238.0,1408.0,3328.0,182.0,558.0,825.0,1446.0,1388.0,1029.0,0.035039941902687,4403.0,38235.0,971230571.0,-0.011006289308176154,25401.6103308487,1,1,1,1
2020,2713,56,Lons-le-Saunier,1467.0,1619.0,333,1420.0,1354.0,1248.0,0.14014084507042246,0.19571639586410639,1,0,6164.0,528.0,71.0,240.0,0.0,23.0,10.0,305.0,665.0,1166.0,176.0,447.0,42.0,249.0,73.0,549.0,1113.0,507.0,53864.0,0.1140668472944366,0.1891628812459442,0.015988132520191156,11648.0,1241.0,1427.0,3389.0,180.0,556.0,855.0,1483.0,1413.0,1104.0,0.021575162252236435,4417.0,38186.0,986216600.0,0.0031796502384737746,25826.653747446708,1,1,1,1
2021,2713,56,Lons-le-Saunier,1685.0,1929.0,333,1619.0,1420.0,1354.0,0.19147621988882024,0.3584507042253522,0,1,6165.0,551.0,75.0,237.0,0.0,26.0,12.0,298.0,672.0,1164.0,163.0,447.0,43.0,244.0,75.0,561.0,1090.0,507.0,53908.0,0.11352465222072909,0.18880778588807787,0.00016223231667744642,11902.0,1256.0,1447.0,3404.0,179.0,579.0,870.0,1596.0,1439.0,1132.0,0.02180631868131866,4397.0,37643.0,929855684.0,-0.0045279601539506276,24701.95478575034,1,1,1,1
2022,2713,56,Lons-le-Saunier,1683.0,1920.0,333,1929.0,1619.0,1420.0,-0.004665629860031051,0.18591723285979,0,0,6310.0,587.0,74.0,252.0,0.0,27.0,12.0,298.0,703.0,1181.0,169.0,448.0,47.0,247.0,74.0,589.0,1090.0,512.0,53969.0,0.1127011435072747,0.18716323296354992,0.023519870235198637,12752.0,1341.0,1574.0,3555.0,212.0,618.0,889.0,1806.0,1500.0,1257.0,0.07141656864392543,4511.0,38786.0,1013952033.0,0.0259267682510802,26142.21711442273,1,1,1,1
2023,2713,56,Lons-le-Saunier,1683.0,1912.0,333,1920.0,1929.0,1619.0,-0.004166666666666652,-0.008812856402281022,0,0,6425.0,624.0,75.0,254.0,0.0,27.0,12.0,307.0,712.0,1206.0,163.0,445.0,45.0,252.0,77.0,603.0,1110.0,513.0,55009.0,0.11315112113733741,0.18770428015564203,0.018225039619651273,13236.0,1401.0,1615.0,3597.0,216.0,665.0,918.0,1930.0,1544.0,1350.0,0.037954830614805424,4579.0,39369.0,1081068942.0,0.015074262912879721,27459.903528156672,1,1,1,1
2024,2713,56,Lons-le-Saunier,1808.0,2151.0,333,1912.0,1920.0,1929.0,0.125,0.12031250000000004,0,0,6450.0,658.0,77.0,251.0,0.0,27.0,12.0,295.0,714.0,1199.0,156.0,447.0,48.0,258.0,76.0,618.0,1097.0,517.0,55330.0,0.11269995793522024,0.18589147286821706,0.0038910505836575737,13452.0,1465.0,1637.0,3587.0,236.0,729.0,721.0,2015.0,1620.0,1442.0,0.016319129646418906,4564.0,39257.0,1127365236.0,-0.0032758244158113126,28717.559568994064,1,1,1,1
2012,2714,57,Montbéliard,949.0,1073.0,146,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3404.0,52385.0,1437616446.0,-0.010177377144518718,27443.28426076167,0,0,1,1
2013,2714,57,Montbéliard,1152.0,1233.0,146,1073.0,,,0.14911463187325258,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3403.0,51473.0,1352797418.0,-0.000293772032902484,26281.68977910749,0,0,1,1
2014,2714,57,Montbéliard,1100.0,1193.0,146,1233.0,1073.0,,-0.032441200324412,0.11183597390493949,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3372.0,49744.0,1321008787.0,-0.009109609168380883,26556.143193148924,0,0,1,1
2015,2714,57,Montbéliard,974.0,1106.0,146,1193.0,1233.0,1073.0,-0.07292539815590948,-0.10300081103000813,0,0,,,,,,,,,,,,,,,,,,,,,,,7363.0,656.0,887.0,2375.0,132.0,317.0,437.0,873.0,1025.0,661.0,,3335.0,47936.0,1308410794.0,-0.010972716488730772,27294.951476969294,0,1,1,1
2016,2714,57,Montbéliard,1050.0,1151.0,146,1106.0,1193.0,1233.0,0.04068716094032543,-0.035205364626990754,0,0,,,,,,,,,,,,,,,,,,,,,,,7505.0,667.0,883.0,2441.0,128.0,318.0,434.0,903.0,1055.0,676.0,0.019285617275567102,3286.0,47812.0,1315961307.0,-0.014692653673163414,27523.661570317076,0,1,1,1
2017,2714,57,Montbéliard,1042.0,1135.0,146,1151.0,1106.0,1193.0,-0.013900955690703709,0.02622061482820981,0,0,,,,,,,,,,,,,,,,,,,,,,,7468.0,653.0,875.0,2397.0,119.0,308.0,435.0,917.0,1071.0,693.0,-0.0049300466355762795,3272.0,48082.0,1337965681.0,-0.004260499087035963,27826.747660247078,0,1,1,1
2018,2714,57,Montbéliard,1154.0,1226.0,146,1135.0,1151.0,1106.0,0.08017621145374454,0.06516072980017373,0,0,4003.0,103.0,45.0,104.0,1.0,22.0,22.0,190.0,393.0,806.0,95.0,287.0,40.0,172.0,69.0,431.0,794.0,429.0,54499.0,0.12432475543417382,0.2013489882588059,,7586.0,668.0,852.0,2392.0,119.0,332.0,445.0,952.0,1108.0,718.0,0.015800749866095254,3209.0,49606.0,1398722359.0,-0.01925427872860641,28196.636677014878,1,1,1,1
2019,2714,57,Montbéliard,1303.0,1422.0,146,1226.0,1135.0,1151.0,0.1598694942903751,0.25286343612334794,0,0,3979.0,105.0,43.0,108.0,1.0,20.0,21.0,196.0,391.0,781.0,97.0,283.0,42.0,183.0,76.0,445.0,778.0,409.0,53627.0,0.12175980949494775,0.19628047248052274,-0.0059955033724706785,7883.0,698.0,905.0,2440.0,131.0,332.0,447.0,1002.0,1154.0,774.0,0.03915106775639332,3188.0,50045.0,1433447364.0,-0.006544094733561878,28643.16842841443,1,1,1,1
