target_year,ZE2020,node_idx,libze2020,side_enterprise_creations_official,side_establishment_creations_official,communes_count,side_lag_1,side_lag_2,side_lag_3,growth_1y,growth_2y,is_covid_year,is_post_covid_rebound,flores_total_establishments_t_minus_1,flores_etab_az_t_minus_1,flores_etab_de_t_minus_1,flores_etab_c1_t_minus_1,flores_etab_c2_t_minus_1,flores_etab_c3_t_minus_1,flores_etab_c4_t_minus_1,flores_etab_c5_t_minus_1,flores_etab_fz_t_minus_1,flores_etab_gz_t_minus_1,flores_etab_hz_t_minus_1,flores_etab_iz_t_minus_1,flores_etab_jz_t_minus_1,flores_etab_kz_t_minus_1,flores_etab_lz_t_minus_1,flores_etab_mn_t_minus_1,flores_etab_oq_t_minus_1,flores_etab_ru_t_minus_1,flores_total_salaried_jobs_t_minus_1,flores_herfindahl_t_minus_1,flores_dominant_sector_weight_t_minus_1,flores_growth_etab_1y_t_minus_1,side_stock_total_t_minus_1,side_stock_be_t_minus_1,side_stock_fz_t_minus_1,side_stock_gi_t_minus_1,side_stock_jz_t_minus_1,side_stock_kz_t_minus_1,side_stock_lz_t_minus_1,side_stock_mn_t_minus_1,side_stock_oq_t_minus_1,side_stock_ru_t_minus_1,side_stock_growth_1y_t_minus_1,urssaf_employer_establishments_t_minus_1,urssaf_salaried_employees_t_minus_1,urssaf_payroll_t_minus_1,urssaf_employer_growth_1y_t_minus_1,urssaf_wage_per_employee_t_minus_1,has_flores_source,has_side_stock_source,has_urssaf_source,feature_forecast_safe
2022,0055,4,Bollène-Pierrelatte,1164.0,1284.0,29,1131.0,931.0,947.0,0.1352785145888593,0.37916219119226646,0,0,2597.0,200.0,38.0,60.0,0.0,14.0,2.0,121.0,342.0,459.0,95.0,254.0,24.0,104.0,41.0,335.0,282.0,226.0,28347.0,0.10630568223249807,0.17674239507123604,0.03963170536429139,6321.0,559.0,875.0,1727.0,99.0,219.0,343.0,1013.0,833.0,653.0,0.07830092118730803,2004.0,24756.0,800843871.0,0.037267080745341685,32349.485821619,1,1,1,1
2023,0055,4,Bollène-Pierrelatte,1142.0,1246.0,29,1284.0,1131.0,931.0,-0.029595015576323935,0.10167992926613612,0,0,2666.0,204.0,38.0,64.0,0.0,12.0,2.0,124.0,364.0,472.0,97.0,258.0,21.0,108.0,44.0,337.0,290.0,231.0,28936.0,0.10678832498822381,0.17704426106526633,0.026569118213322973,6637.0,583.0,909.0,1755.0,108.0,233.0,344.0,1111.0,866.0,728.0,0.04999208985919945,2037.0,25479.0,849060364.0,0.01646706586826352,33323.92809764904,1,1,1,1
2024,0055,4,Bollène-Pierrelatte,1152.0,1326.0,29,1246.0,1284.0,1131.0,0.0642054574638844,0.032710280373831724,0,0,2683.0,205.0,37.0,62.0,0.0,11.0,1.0,126.0,356.0,479.0,98.0,264.0,19.0,104.0,46.0,362.0,288.0,225.0,29595.0,0.10788639115792219,0.17853149459560194,0.006376594148537196,6792.0,599.0,905.0,1807.0,111.0,245.0,306.0,1197.0,876.0,746.0,0.023353924966099227,2030.0,25913.0,909213036.0,-0.0034364261168384758,35087.13911936094,1,1,1,1
2012,0056,5,Cosne-Cours-sur-Loire,436.0,487.0,119,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1707.0,12790.0,300201336.0,-0.01727115716753025,23471.566536356528,0,0,1,1
2013,0056,5,Cosne-Cours-sur-Loire,435.0,495.0,119,487.0,,,0.01642710472279263,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1684.0,12741.0,305077078.0,-0.013473930872876405,23944.515972058707,0,0,1,1
2014,0056,5,Cosne-Cours-sur-Loire,460.0,510.0,119,495.0,487.0,,0.030303030303030276,0.04722792607802884,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1655.0,12504.0,306221942.0,-0.017220902612826605,24489.918586052463,0,0,1,1
2015,0056,5,Cosne-Cours-sur-Loire,408.0,462.0,119,510.0,495.0,487.0,-0.09411764705882353,-0.06666666666666665,0,0,,,,,,,,,,,,,,,,,,,,,,,4223.0,394.0,584.0,1285.0,61.0,150.0,418.0,457.0,446.0,428.0,,1618.0,12420.0,311811858.0,-0.022356495468277893,25105.624637681158,0,1,1,1
2016,0056,5,Cosne-Cours-sur-Loire,400.0,437.0,119,462.0,510.0,495.0,-0.05411255411255411,-0.14313725490196083,0,0,,,,,,,,,,,,,,,,,,,,,,,4219.0,410.0,581.0,1274.0,61.0,162.0,402.0,480.0,453.0,396.0,-0.0009471939379588346,1593.0,12415.0,313486131.0,-0.015451174289246028,25250.59452275473,0,1,1,1
2017,0056,5,Cosne-Cours-sur-Loire,434.0,484.0,119,437.0,462.0,510.0,0.10755148741418763,0.04761904761904767,0,0,,,,,,,,,,,,,,,,,,,,,,,4181.0,414.0,560.0,1263.0,67.0,149.0,390.0,482.0,473.0,383.0,-0.009006873666745685,1546.0,12144.0,314534395.0,-0.029504080351537953,25900.39484519104,0,1,1,1
2018,0056,5,Cosne-Cours-sur-Loire,475.0,517.0,119,484.0,437.0,462.0,0.06818181818181812,0.18306636155606415,0,0,2530.0,485.0,29.0,75.0,0.0,6.0,2.0,94.0,234.0,402.0,63.0,176.0,20.0,86.0,28.0,193.0,453.0,184.0,18437.0,0.12291490259182306,0.191699604743083,,4193.0,426.0,536.0,1246.0,67.0,162.0,397.0,491.0,461.0,407.0,0.002870126763932168,1524.0,12096.0,318260782.0,-0.014230271668822736,26311.24189814815,1,1,1,1
2019,0056,5,Cosne-Cours-sur-Loire,539.0,632.0,119,517.0,484.0,437.0,0.22243713733075432,0.30578512396694224,0,0,2487.0,472.0,27.0,68.0,0.0,5.0,3.0,100.0,236.0,386.0,61.0,181.0,18.0,92.0,27.0,180.0,448.0,183.0,17952.0,0.1221397507489286,0.1897868918375553,-0.016996047430830052,4324.0,437.0,545.0,1267.0,65.0,168.0,398.0,523.0,494.0,427.0,0.031242547102313445,1502.0,12101.0,323438386.0,-0.014435695538057791,26728.236178828196,1,1,1,1
2020,0056,5,Cosne-Cours-sur-Loire,531.0,622.0,119,632.0,517.0,484.0,-0.015822784810126556,0.20309477756286265,1,0,2538.0,497.0,27.0,73.0,0.0,4.0,3.0,98.0,241.0,396.0,60.0,184.0,18.0,96.0,26.0,188.0,441.0,186.0,18516.0,0.12259456109530717,0.19582348305752562,0.020506634499396936,4439.0,455.0,555.0,1298.0,70.0,187.0,404.0,553.0,489.0,428.0,0.02659574468085113,1490.0,12114.0,330419531.0,-0.007989347536617841,27275.840432557372,1,1,1,1
2021,0056,5,Cosne-Cours-sur-Loire,653.0,764.0,119,622.0,632.0,517.0,0.22829581993569126,0.2088607594936709,0,1,2487.0,495.0,26.0,68.0,0.0,5.0,4.0,94.0,236.0,398.0,54.0,169.0,21.0,86.0,26.0,184.0,437.0,184.0,18272.0,0.12481033258751699,0.19903498190591074,-0.02009456264775411,4496.0,457.0,564.0,1294.0,69.0,181.0,393.0,592.0,509.0,437.0,0.012840729894120217,1466.0,11843.0,308989636.0,-0.016107382550335614,26090.486869880944,1,1,1,1
2022,0056,5,Cosne-Cours-sur-Loire,653.0,786.0,119,764.0,622.0,632.0,0.028795811518324665,0.2636655948553055,0,0,2570.0,508.0,28.0,72.0,0.0,4.0,3.0,94.0,237.0,411.0,55.0,180.0,30.0,90.0,32.0,191.0,444.0,191.0,18353.0,0.12317067631606834,0.19766536964980544,0.03337354242058699,4808.0,506.0,591.0,1349.0,80.0,194.0,403.0,646.0,535.0,504.0,0.06939501779359425,1514.0,11934.0,326261902.0,0.032742155525238736,27338.855538796714,1,1,1,1
2023,0056,5,Cosne-Cours-sur-Loire,658.0,760.0,119,786.0,764.0,622.0,-0.0330788804071247,-0.005235602094240788,0,0,2602.0,524.0,28.0,67.0,0.0,4.0,3.0,93.0,241.0,417.0,53.0,184.0,28.0,91.0,31.0,207.0,444.0,187.0,18294.0,0.12438519178471477,0.2013835511145273,0.012451361867704236,5057.0,549.0,603.0,1364.0,94.0,210.0,415.0,729.0,565.0,528.0,0.05178868552412652,1543.0,12131.0,342974214.0,0.01915455746367245,28272.54257686918,1,1,1,1
2024,0056,5,Cosne-Cours-sur-Loire,669.0,825.0,119,760.0,786.0,764.0,0.08552631578947367,0.04961832061068705,0,0,2600.0,522.0,29.0,68.0,0.0,4.0,4.0,93.0,243.0,408.0,50.0,198.0,27.0,94.0,29.0,208.0,435.0,188.0,18353.0,0.1230896449704142,0.20076923076923076,-0.000768639508070712,4962.0,553.0,602.0,1373.0,104.0,209.0,254.0,768.0,558.0,541.0,-0.018785841407949366,1523.0,12117.0,361269250.0,-0.012961762799740817,29815.07386316745,1,1,1,1
2012,0057,6,Dreux,1000.0,1093.0,115,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2846.0,25236.0,612183684.0,0.0038800705467372243,24258.348549690916,0,0,1,1
2013,0057,6,Dreux,978.0,1038.0,115,1093.0,,,-0.05032021957914001,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2896.0,25508.0,626528658.0,0.017568517217146917,24562.045554335895,0,0,1,1
2014,0057,6,Dreux,1027.0,1095.0,115,1038.0,1093.0,,0.054913294797687806,0.0018298261665141702,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2879.0,25132.0,624343740.0,-0.005870165745856304,24842.580773515838,0,0,1,1
2015,0057,6,Dreux,947.0,1052.0,115,1095.0,1038.0,1093.0,-0.03926940639269405,0.01348747591522148,0,0,,,,,,,,,,,,,,,,,,,,,,,7062.0,627.0,1148.0,2093.0,169.0,278.0,366.0,993.0,702.0,686.0,,2846.0,24910.0,625958640.0,-0.011462313303230331,25128.8093135287,0,1,1,1
2016,0057,6,Dreux,947.0,1038.0,115,1052.0,1095.0,1038.0,-0.013307984790874472,-0.05205479452054795,0,0,,,,,,,,,,,,,,,,,,,,,,,7163.0,646.0,1180.0,2112.0,165.0,282.0,352.0,1020.0,724.0,682.0,0.014301897479467529,2806.0,24559.0,627333854.0,-0.014054813773717534,25543.9494279083,0,1,1,1
2017,0057,6,Dreux,1036.0,1146.0,115,1038.0,1052.0,1095.0,0.10404624277456653,0.08935361216730042,0,0,,,,,,,,,,,,,,,,,,,,,,,7209.0,618.0,1185.0,2114.0,168.0,282.0,352.0,1056.0,753.0,681.0,0.006421890269440178,2751.0,24271.0,631731108.0,-0.019600855310049847,26028.22743191463,0,1,1,1
2018,0057,6,Dreux,1149.0,1223.0,115,1146.0,1038.0,1052.0,0.06719022687609066,0.17822736030828512,0,0,3482.0,126.0,43.0,83.0,0.0,32.0,6.0,203.0,499.0,700.0,123.0,213.0,41.0,125.0,66.0,378.0,524.0,320.0,33141.0,0.11612226793015429,0.2010338885697875,,7291.0,614.0,1195.0,2110.0,177.0,283.0,356.0,1093.0,778.0,685.0,0.011374670550700516,2711.0,24198.0,641508964.0,-0.014540167211922972,26510.82585337631,1,1,1,1
2019,0057,6,Dreux,1368.0,1466.0,115,1223.0,1146.0,1038.0,0.19869174161896974,0.2792321116928447,0,0,3467.0,122.0,39.0,78.0,0.0,29.0,6.0,192.0,493.0,675.0,126.0,237.0,48.0,128.0,62.0,382.0,527.0,323.0,32201.0,0.11492951508096153,0.1946928179982694,-0.004307869040781176,7562.0,633.0,1197.0,2140.0,191.0,315.0,367.0,1159.0,828.0,732.0,0.037169112604581,2688.0,24243.0,647709368.0,-0.008483954260420479,26717.37689229881,1,1,1,1
2020,0057,6,Dreux,1486.0,1569.0,115,1466.0,1223.0,1146.0,0.07025920873124147,0.2829108748977922,1,0,3633.0,163.0,40.0,80.0,0.0,34.0,6.0,195.0,518.0,714.0,122.0,243.0,47.0,138.0,65.0,403.0,542.0,323.0,33244.0,0.11454311863852538,0.19653179190751446,0.04788001153735211,7945.0,643.0,1252.0,2229.0,210.0,342.0,384.0,1255.0,849.0,781.0,0.050647976725733956,2703.0,24297.0,662073565.0,0.005580357142857206,27249.189817672963,1,1,1,1
2021,0057,6,Dreux,1719.0,1837.0,115,1569.0,1466.0,1223.0,0.1708094327597196,0.25306957708049116,0,1,3696.0,162.0,52.0,80.0,0.0,31.0,6.0,181.0,523.0,736.0,126.0,259.0,53.0,138.0,79.0,409.0,535.0,326.0,33575.0,0.11384455641760836,0.19913419913419914,0.01734104046242768,8380.0,645.0,1296.0,2309.0,244.0,374.0,393.0,1364.0,911.0,844.0,0.05475141598489608,2704.0,24156.0,624474360.0,0.00036995930447658587,25851.72876304024,1,1,1,1
2022,0057,6,Dreux,1884.0,2006.0,115,1837.0,1569.0,1466.0,0.0919978225367446,0.27852135117909493,0,0,3773.0,160.0,49.0,83.0,0.0,30.0,6.0,165.0,547.0,736.0,128.0,280.0,55.0,140.0,84.0,427.0,552.0,331.0,34055.0,0.11415206277195601,0.19507023588656242,0.02083333333333326,9039.0,694.0,1365.0,2451.0,264.0,404.0,456.0,1502.0,974.0,929.0,0.0786396181384248,2780.0,24832.0,677762457.0,0.028106508875739733,27293.913377899484,1,1,1,1
2023,0057,6,Dreux,1863.0,1973.0,115,2006.0,1837.0,1569.0,-0.016450648055832517,0.07403375068045737,0,0,3836.0,161.0,55.0,86.0,0.0,32.0,7.0,168.0,571.0,766.0,124.0,289.0,61.0,126.0,83.0,432.0,541.0,334.0,34512.0,0.11516765052230067,0.1996871741397289,0.016697588126159513,9566.0,733.0,1449.0,2493.0,282.0,428.0,478.0,1646.0,1058.0,999.0,0.05830290961389539,2876.0,25399.0,725174786.0,0.03453237410071952,28551.31249261782,1,1,1,1
2024,0057,6,Dreux,1969.0,2182.0,115,1973.0,2006.0,1837.0,0.10593005575266101,0.08773678963110676,0,0,3895.0,162.0,57.0,85.0,0.0,28.0,7.0,166.0,590.0,756.0,131.0,293.0,69.0,133.0,79.0,449.0,545.0,345.0,34687.0,0.11430308762921425,0.19409499358151477,0.015380604796663144,9746.0,772.0,1486.0,2513.0,310.0,456.0,403.0,1722.0,1054.0,1030.0,0.018816642274722906,2928.0,25689.0,760181690.0,0.018080667593880495,29591.71980224999,1,1,1,1
2012,0058,7,La Vallée de la Bresle-Vimeu,353.0,401.0,93,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1849.0,24505.0,597514851.0,-0.018056293149229963,24383.385064272596,0,0,1,1
2013,0058,7,La Vallée de la Bresle-Vimeu,367.0,398.0,93,401.0,,,-0.007481296758104716,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1816.0,24088.0,604107653.0,-0.017847485127095775,25079.195159415478,0,0,1,1
2014,0058,7,La Vallée de la Bresle-Vimeu,397.0,425.0,93,398.0,401.0,,0.0678391959798994,0.05985037406483795,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1792.0,23303.0,594253294.0,-0.013215859030836996,25501.149809037463,0,0,1,1
2015,0058,7,La Vallée de la Bresle-Vimeu,375.0,410.0,93,425.0,398.0,401.0,-0.03529411764705881,0.03015075376884413,0,0,,,,,,,,,,,,,,,,,,,,,,,3853.0,515.0,427.0,1203.0,27.0,197.0,305.0,367.0,434.0,378.0,,1772.0,22894.0,599557527.0,-0.011160714285714302,26188.412990303135,0,1,1,1
2016,0058,7,La Vallée de la Bresle-Vimeu,344.0,390.0,93,410.0,425.0,398.0,-0.04878048780487809,-0.08235294117647063,0,0,,,,,,,,,,,,,,,,,,,,,,,3894.0,521.0,420.0,1198.0,28.0,204.0,289.0,386.0,453.0,395.0,0.010641058915131119,1761.0,22737.0,603084254.0,-0.006207674943566555,26524.354752166073,0,1,1,1
2017,0058,7,La Vallée de la Bresle-Vimeu,353.0,368.0,93,390.0,410.0,425.0,-0.05641025641025643,-0.10243902439024388,0,0,,,,,,,,,,,,,,,,,,,,,,,3912.0,504.0,421.0,1221.0,29.0,197.0,293.0,395.0,457.0,395.0,0.0046224961479199855,1732.0,22283.0,598675610.0,-0.016467915956842716,26866.92141991653,0,1,1,1
2018,0058,7,La Vallée de la Bresle-Vimeu,396.0,433.0,93,368.0,390.0,410.0,0.17663043478260865,0.11025641025641031,0,0,2335.0,207.0,30.0,59.0,0.0,19.0,3.0,226.0,200.0,426.0,58.0,179.0,6.0,106.0,44.0,192.0,391.0,189.0,25573.0,0.10898871561610168,0.18244111349036402,,3869.0,497.0,421.0,1173.0,32.0,204.0,282.0,395.0,473.0,392.0,-0.010991820040899825,1679.0,22260.0,607637562.0,-0.03060046189376442,27297.284905660377,1,1,1,1
2019,0058,7,La Vallée de la Bresle-Vimeu,468.0,513.0,93,433.0,368.0,390.0,0.18475750577367211,0.3940217391304348,0,0,2281.0,206.0,28.0,59.0,0.0,19.0,3.0,221.0,190.0,405.0,58.0,179.0,7.0,109.0,41.0,192.0,387.0,177.0,25105.0,0.10821049782998567,0.17755370451556335,-0.023126338329764407,3954.0,506.0,407.0,1189.0,35.0,216.0,300.0,418.0,480.0,403.0,0.021969501163091154,1658.0,21977.0,608758949.0,-0.012507444907683185,27699.820221140282,1,1,1,1
2020,0058,7,La Vallée de la Bresle-Vimeu,506.0,544.0,93,513.0,433.0,368.0,0.060428849902534054,0.25635103926097,1,0,2335.0,231.0,22.0,61.0,0.0,21.0,3.0,216.0,191.0,397.0,57.0,194.0,7.0,111.0,42.0,206.0,401.0,175.0,25431.0,0.10778040157917182,0.17173447537473233,0.023673827268741787,4080.0,517.0,428.0,1227.0,35.0,230.0,303.0,433.0,505.0,402.0,0.03186646433990892,1630.0,21800.0,614481496.0,-0.016887816646562137,28187.224587155964,1,1,1,1
2021,0058,7,La Vallée de la Bresle-Vimeu,570.0,646.0,93,544.0,513.0,433.0,0.1875,0.2592592592592593,0,1,2289.0,228.0,19.0,60.0,0.0,21.0,3.0,218.0,195.0,387.0,56.0,187.0,7.0,105.0,39.0,195.0,398.0,171.0,24710.0,0.1084226974183327,0.17387505460899957,-0.01970021413276235,4161.0,517.0,427.0,1245.0,44.0,238.0,313.0,467.0,490.0,420.0,0.019852941176470518,1611.0,21066.0,553918305.0,-0.011656441717791455,26294.422529193962,1,1,1,1
2022,0058,7,La Vallée de la Bresle-Vimeu,573.0,640.0,93,646.0,544.0,513.0,-0.009287925696594423,0.17647058823529416,0,0,2346.0,249.0,23.0,57.0,0.0,19.0,3.0,219.0,198.0,410.0,55.0,209.0,6.0,99.0,39.0,198.0,388.0,174.0,25141.0,0.10892676875042245,0.17476555839727195,0.02490170380078638,4471.0,536.0,477.0,1316.0,49.0,244.0,324.0,538.0,523.0,464.0,0.0745013217976449,1652.0,21594.0,605688722.0,0.025450031036623244,28048.93590812263,1,1,1,1
2023,0058,7,La Vallée de la Bresle-Vimeu,552.0,621.0,93,640.0,646.0,544.0,-0.029687499999999978,-0.03869969040247678,0,0,2368.0,249.0,24.0,57.0,0.0,19.0,2.0,218.0,202.0,410.0,52.0,212.0,7.0,100.0,44.0,201.0,387.0,184.0,25358.0,0.10812059155861943,0.17314189189189189,0.009377664109121886,4629.0,554.0,480.0,1359.0,53.0,265.0,313.0,590.0,515.0,500.0,0.03533885036904505,1685.0,22269.0,653230393.0,0.01997578692493951,29333.62041402847,1,1,1,1
2024,0058,7,La Vallée de la Bresle-Vimeu,634.0,764.0,93,621.0,640.0,646.0,0.23027375201288236,0.1937500000000001,0,0,2393.0,249.0,22.0,57.0,0.0,18.0,2.0,209.0,212.0,412.0,51.0,215.0,7.0,107.0,43.0,215.0,380.0,194.0,25435.0,0.10737282389138539,0.17216882574174677,0.010557432432432456,4626.0,557.0,491.0,1336.0,64.0,273.0,244.0,633.0,512.0,516.0,-0.0006480881399870686,1690.0,22351.0,687483620.0,0.0029673590504450953,30758.517292291173,1,1,1,1
2012,0059,8,Mâcon,1247.0,1373.0,159,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4567.0,42445.0,991143475.0,0.009281767955801046,23351.24219578278,0,0,1,1
2013,0059,8,Mâcon,1269.0,1371.0,159,1373.0,,,-0.0014566642388929019,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4560.0,42197.0,1008541302.0,-0.0015327348368732174,23900.782093513757,0,0,1,1
2014,0059,8,Mâcon,1150.0,1268.0,159,1371.0,1373.0,,-0.07512764405543404,-0.07647487254187912,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4519.0,41735.0,1011077755.0,-0.008991228070175383,24226.13525817659,0,0,1,1
2015,0059,8,Mâcon,1135.0,1257.0,159,1268.0,1371.0,1373.0,-0.008675078864353258,-0.08315098468271331,0,0,,,,,,,,,,,,,,,,,,,,,,,10788.0,891.0,1393.0,3314.0,175.0,475.0,739.0,1489.0,1338.0,974.0,,4486.0,41385.0,1025093637.0,-0.007302500553219793,24769.690395070676,0,1,1,1
2016,0059,8,Mâcon,1197.0,1312.0,159,1257.0,1268.0,1371.0,0.04375497215592672,0.034700315457413256,0,0,,,,,,,,,,,,,,,,,,,,,,,10902.0,866.0,1396.0,3316.0,192.0,473.0,731.0,1528.0,1414.0,986.0,0.010567296996663034,4449.0,41042.0,1033744720.0,-0.00824788230049045,25187.484040738756,0,1,1,1
2017,0059,8,Mâcon,1287.0,1401.0,159,1312.0,1257.0,1268.0,0.06783536585365857,0.11455847255369922,0,0,,,,,,,,,,,,,,,,,,,,,,,10942.0,864.0,1350.0,3306.0,192.0,456.0,765.0,1571.0,1435.0,1003.0,0.0036690515501742738,4324.0,41074.0,1054499205.0,-0.028096201393571607,25673.155889370406,0,1,1,1
2018,0059,8,Mâcon,1381.0,1527.0,159,1401.0,1312.0,1257.0,0.08993576017130622,0.16387195121951215,0,0,5946.0,634.0,52.0,152.0,0.0,32.0,17.0,218.0,608.0,1213.0,127.0,462.0,61.0,216.0,85.0,643.0,838.0,588.0,59975.0,0.11501218105001296,0.20400269088462833,,11261.0,867.0,1369.0,3392.0,207.0,489.0,772.0,1610.0,1522.0,1033.0,0.029153719612502238,4320.0,41224.0,1081522753.0,-0.0009250693802035359,26235.26957597516,1,1,1,1
2019,0059,8,Mâcon,1674.0,1848.0,159,1527.0,1401.0,1312.0,0.21021611001964646,0.3190578158458244,0,0,5920.0,640.0,48.0,147.0,0.0,32.0,15.0,207.0,596.0,1197.0,126.0,463.0,58.0,224.0,82.0,671.0,832.0,582.0,59327.0,0.11519967814097883,0.20219594594594595,-0.004372687521022489,11783.0,905.0,1436.0,3463.0,220.0,540.0,793.0,1783.0,1571.0,1072.0,0.04635467542847005,4337.0,41737.0,1113090262.0,0.003935185185185208,26669.148764884874,1,1,1,1
2020,0059,8,Mâcon,1682.0,1838.0,159,1848.0,1527.0,1401.0,-0.005411255411255422,0.20366732154551404,1,0,6117.0,663.0,44.0,146.0,0.0,35.0,15.0,216.0,640.0,1200.0,132.0,499.0,64.0,239.0,98.0,708.0,834.0,584.0,60281.0,0.11319910751302678,0.196174595389897,0.03327702702702706,12257.0,953.0,1523.0,3549.0,231.0,545.0,809.0,1877.0,1642.0,1128.0,0.04022744632097086,4378.0,42070.0,1131918224.0,0.00945353931288917,26905.591252674116,1,1,1,1
2021,0059,8,Mâcon,2217.0,2397.0,159,1838.0,1848.0,1527.0,0.30413492927094676,0.29707792207792205,0,1,6061.0,672.0,48.0,152.0,0.0,33.0,16.0,214.0,652.0,1207.0,131.0,489.0,67.0,219.0,91.0,710.0,787.0,573.0,60516.0,0.11364679626132833,0.1991420557663752,-0.009154814451528548,12701.0,1000.0,1564.0,3622.0,265.0,543.0,821.0,1977.0,1739.0,1170.0,0.0362241984172309,4381.0,41478.0,1068752929.0,0.0006852444038374372,25766.742104248035,1,1,1,1
2022,0059,8,Mâcon,2161.0,2396.0,159,2397.0,1838.0,1848.0,-0.0004171881518565401,0.30359085963003274,0,0,6226.0,653.0,50.0,157.0,0.0,31.0,16.0,218.0,673.0,1252.0,141.0,515.0,63.0,229.0,100.0,746.0,822.0,560.0,61101.0,0.1140272768858694,0.2010921940250562,0.02722323049001818,13683.0,1085.0,1705.0,3786.0,290.0,595.0,873.0,2236.0,1815.0,1298.0,0.07731674671285726,4480.0,42266.0,1159189743.0,0.022597580461081845,27426.05742204136,1,1,1,1
2023,0059,8,Mâcon,2183.0,2420.0,159,2396.0,2397.0,1838.0,0.01001669449081799,0.009595327492699202,0,0,6300.0,654.0,47.0,154.0,0.0,30.0,15.0,224.0,704.0,1247.0,141.0,516.0,68.0,224.0,104.0,778.0,816.0,578.0,61791.0,0.11369473418997228,0.19793650793650794,0.011885640860905822,14320.0,1120.0,1754.0,3823.0,320.0,638.0,876.0,2448.0,1900.0,1441.0,0.04655411824892197,4608.0,43210.0,1240450210.0,0.02857142857142847,28707.47998148577,1,1,1,1
2024,0059,8,Mâcon,2271.0,2674.0,159,2420.0,2396.0,2397.0,0.10495867768595035,0.11602671118530883,0,0,6438.0,656.0,51.0,153.0,0.0,29.0,15.0,225.0,724.0,1262.0,147.0,522.0,78.0,235.0,103.0,798.0,845.0,595.0,63108.0,0.11329231021039358,0.19602360981671327,0.02190476190476187,14621.0,1152.0,1856.0,3841.0,361.0,688.0,676.0,2637.0,1931.0,1479.0,0.021019553072625596,4650.0,43449.0,1304721077.0,0.00911458333333326,30028.79414946259,1,1,1,1
2012,0060,9,Nevers,856.0,990.0,180,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3899.0,36442.0,823058391.0,-0.014408493427704783,22585.434141924154,0,0,1,1
2013,0060,9,Nevers,811.0,935.0,180,990.0,,,-0.05555555555555558,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3803.0,35764.0,825335583.0,-0.024621697871249015,23077.27276031764,0,0,1,1
2014,0060,9,Nevers,898.0,1030.0,180,935.0,990.0,,0.10160427807486627,0.04040404040404044,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3713.0,34958.0,823781779.0,-0.023665527215356308,23564.900137307628,0,0,1,1
2015,0060,9,Nevers,826.0,951.0,180,1030.0,935.0,990.0,-0.07669902912621362,0.01711229946524062,0,0,,,,,,,,,,,,,,,,,,,,,,,8140.0,662.0,1075.0,2505.0,107.0,300.0,578.0,970.0,1080.0,863.0,,3625.0,34290.0,822422213.0,-0.02370051171559384,23984.31650627005,0,1,1,1
2016,0060,9,Nevers,815.0,960.0,180,951.0,1030.0,935.0,0.009463722397476282,-0.06796116504854366,0,0,,,,,,,,,,,,,,,,,,,,,,,8224.0,664.0,1055.0,2529.0,108.0,322.0,564.0,969.0,1153.0,860.0,0.010319410319410416,3591.0,33867.0,822053018.0,-0.00937931034482764,24272.980128148345,0,1,1,1
2017,0060,9,Nevers,895.0,1026.0,180,960.0,951.0,1030.0,0.06875000000000009,0.07886435331230279,0,0,,,,,,,,,,,,,,,,,,,,,,,8263.0,679.0,1042.0,2538.0,111.0,313.0,550.0,990.0,1172.0,868.0,0.004742217898832779,3542.0,33651.0,827069280.0,-0.013645224171540016,24577.851475439067,0,1,1,1
2018,0060,9,Nevers,929.0,1098.0,180,1026.0,960.0,951.0,0.07017543859649122,0.14375000000000004,0,0,4761.0,410.0,59.0,113.0,1.0,32.0,14.0,169.0,453.0,849.0,132.0,350.0,31.0,193.0,85.0,488.0,895.0,487.0,48745.0,0.11478471394757192,0.18798571728628438,,8348.0,669.0,1044.0,2523.0,110.0,336.0,565.0,1026.0,1215.0,860.0,0.010286820767275717,3509.0,33719.0,841517567.0,-0.009316770186335366,24956.777098964976,1,1,1,1
