source_ze2020,target_ze2020,edge_type
7504,7518,geographic_adjacency
7504,7523,geographic_adjacency
7504,7529,geographic_adjacency
7504,7532,geographic_adjacency
7505,7509,geographic_adjacency
7505,7513,geographic_adjacency
7505,7514,geographic_adjacency
7505,7515,geographic_adjacency
7505,7516,geographic_adjacency
7505,7528,geographic_adjacency
7506,5206,geographic_adjacency
7506,5207,geographic_adjacency
7506,5213,geographic_adjacency
7506,7520,geographic_adjacency
7506,7524,geographic_adjacency
7506,7530,geographic_adjacency
7507,7517,geographic_adjacency
7507,7523,geographic_adjacency
7507,7529,geographic_adjacency
7507,7531,geographic_adjacency
7507,7619,geographic_adjacency
7508,2405,geographic_adjacency
7508,2408,geographic_adjacency
7508,2413,geographic_adjacency
7508,7524,geographic_adjacency
7508,7530,geographic_adjacency
7509,7502,geographic_adjacency
7509,7505,geographic_adjacency
7509,7516,geographic_adjacency
7509,7520,geographic_adjacency
7509,7528,geographic_adjacency
7510,7503,geographic_adjacency
7510,7513,geographic_adjacency
7510,7519,geographic_adjacency
7510,7521,geographic_adjacency
7510,7522,geographic_adjacency
7511,0063,geographic_adjacency
7511,2405,geographic_adjacency
7511,7517,geographic_adjacency
7511,7527,geographic_adjacency
7511,7531,geographic_adjacency
7511,8423,geographic_adjacency
7512,5207,geographic_adjacency
7512,7520,geographic_adjacency
7512,7525,geographic_adjacency
7512,7528,geographic_adjacency
7513,7505,geographic_adjacency
7513,7510,geographic_adjacency
7513,7514,geographic_adjacency
7513,7519,geographic_adjacency
7514,7504,geographic_adjacency
7514,7505,geographic_adjacency
7514,7513,geographic_adjacency
7514,7516,geographic_adjacency
7514,7518,geographic_adjacency
7514,7519,geographic_adjacency
7515,7505,geographic_adjacency
7516,7502,geographic_adjacency
7516,7504,geographic_adjacency
7516,7505,geographic_adjacency
7516,7509,geographic_adjacency
7516,7514,geographic_adjacency
7516,7523,geographic_adjacency
7517,7507,geographic_adjacency
7517,7511,geographic_adjacency
7517,7523,geographic_adjacency
7517,7527,geographic_adjacency
7517,7531,geographic_adjacency
7518,7501,geographic_adjacency
7518,7504,geographic_adjacency
7518,7514,geographic_adjacency
7518,7519,geographic_adjacency
7518,7532,geographic_adjacency
7519,7501,geographic_adjacency
7519,7510,geographic_adjacency
7519,7513,geographic_adjacency
7519,7514,geographic_adjacency
7519,7518,geographic_adjacency
7519,7522,geographic_adjacency
7519,7604,geographic_adjacency
7519,7624,geographic_adjacency
7520,5207,geographic_adjacency
7520,7502,geographic_adjacency
7520,7506,geographic_adjacency
7520,7509,geographic_adjacency
7520,7512,geographic_adjacency
7520,7524,geographic_adjacency
7520,7528,geographic_adjacency
7521,7503,geographic_adjacency
7521,7510,geographic_adjacency
7521,7522,geographic_adjacency
7521,7624,geographic_adjacency
7522,7510,geographic_adjacency
7522,7519,geographic_adjacency
7522,7521,geographic_adjacency
7522,7624,geographic_adjacency
7523,7502,geographic_adjacency
7523,7504,geographic_adjacency
7523,7507,geographic_adjacency
7523,7516,geographic_adjacency
7523,7517,geographic_adjacency
7523,7527,geographic_adjacency
7523,7529,geographic_adjacency
7524,2405,geographic_adjacency
7524,7502,geographic_adjacency
7524,7506,geographic_adjacency
7524,7508,geographic_adjacency
7524,7520,geographic_adjacency
7524,7527,geographic_adjacency
7524,7530,geographic_adjacency
7525,7512,geographic_adjacency
7525,7526,geographic_adjacency
7525,7528,geographic_adjacency
7526,7525,geographic_adjacency
7526,7528,geographic_adjacency
7527,2405,geographic_adjacency
7527,7502,geographic_adjacency
7527,7511,geographic_adjacency
7527,7517,geographic_adjacency
7527,7523,geographic_adjacency
7527,7524,geographic_adjacency
7528,7505,geographic_adjacency
7528,7509,geographic_adjacency
7528,7512,geographic_adjacency
7528,7520,geographic_adjacency
7528,7525,geographic_adjacency
7528,7526,geographic_adjacency
7529,7504,geographic_adjacency
7529,7507,geographic_adjacency
7529,7523,geographic_adjacency
7529,7532,geographic_adjacency
7529,7607,geographic_adjacency
7529,7619,geographic_adjacency
7530,2406,geographic_adjacency
7530,2413,geographic_adjacency
7530,5206,geographic_adjacency
7530,5220,geographic_adjacency
7530,7506,geographic_adjacency
7530,7508,geographic_adjacency
7530,7524,geographic_adjacency
7531,0063,geographic_adjacency
7531,7507,geographic_adjacency
7531,7511,geographic_adjacency
7531,7517,geographic_adjacency
7531,7619,geographic_adjacency
7531,8403,geographic_adjacency
7532,7501,geographic_adjacency
7532,7504,geographic_adjacency
7532,7518,geographic_adjacency
7532,7529,geographic_adjacency
7532,7607,geographic_adjacency
7532,7609,geographic_adjacency
7601,7606,geographic_adjacency
7601,7616,geographic_adjacency
7601,7623,geographic_adjacency
7602,7610,geographic_adjacency
7602,7611,geographic_adjacency
7602,7614,geographic_adjacency
7602,7615,geographic_adjacency
7602,7621,geographic_adjacency
7602,7625,geographic_adjacency
7603,7605,geographic_adjacency
7603,7613,geographic_adjacency
7603,7614,geographic_adjacency
7603,7616,geographic_adjacency
7603,7618,geographic_adjacency
7603,8402,geographic_adjacency
7604,7501,geographic_adjacency
7604,7519,geographic_adjacency
7604,7609,geographic_adjacency
7604,7622,geographic_adjacency
7604,7624,geographic_adjacency
7604,7625,geographic_adjacency
7605,0053,geographic_adjacency
7605,0055,geographic_adjacency
7605,7603,geographic_adjacency
7605,7618,geographic_adjacency
7605,8402,geographic_adjacency
7605,9316,geographic_adjacency
7606,7601,geographic_adjacency
7606,7610,geographic_adjacency
7606,7614,geographic_adjacency
7606,7616,geographic_adjacency
7606,7617,geographic_adjacency
7607,7529,geographic_adjacency
7607,7532,geographic_adjacency
7607,7609,geographic_adjacency
7607,7611,geographic_adjacency
7607,7615,geographic_adjacency
7607,7619,geographic_adjacency
7608,7610,geographic_adjacency
7608,7612,geographic_adjacency
7608,7617,geographic_adjacency
7608,7620,geographic_adjacency
7608,7625,geographic_adjacency
7609,7501,geographic_adjacency
7609,7532,geographic_adjacency
7609,7604,geographic_adjacency
7609,7607,geographic_adjacency
7609,7615,geographic_adjacency
7609,7625,geographic_adjacency
7610,7602,geographic_adjacency
7610,7606,geographic_adjacency
7610,7608,geographic_adjacency
7610,7614,geographic_adjacency
7610,7617,geographic_adjacency
7610,7625,geographic_adjacency
7611,7602,geographic_adjacency
7611,7607,geographic_adjacency
7611,7615,geographic_adjacency
7611,7619,geographic_adjacency
7611,7621,geographic_adjacency
7611,8403,geographic_adjacency
7612,7608,geographic_adjacency
7612,7620,geographic_adjacency
7612,7622,geographic_adjacency
7612,7625,geographic_adjacency
7613,7603,geographic_adjacency
7613,7614,geographic_adjacency
7613,7621,geographic_adjacency
7613,8402,geographic_adjacency
7613,8419,geographic_adjacency
7613,8429,geographic_adjacency
7614,7602,geographic_adjacency
7614,7603,geographic_adjacency
7614,7606,geographic_adjacency
7614,7610,geographic_adjacency
7614,7613,geographic_adjacency
7614,7616,geographic_adjacency
7614,7621,geographic_adjacency
7615,7602,geographic_adjacency
7615,7607,geographic_adjacency
7615,7609,geographic_adjacency
7615,7611,geographic_adjacency
7615,7625,geographic_adjacency
7616,0052,geographic_adjacency
7616,7601,geographic_adjacency
7616,7603,geographic_adjacency
7616,7606,geographic_adjacency
7616,7614,geographic_adjacency
7616,7618,geographic_adjacency
7616,7623,geographic_adjacency
7617,7606,geographic_adjacency
7617,7608,geographic_adjacency
7617,7610,geographic_adjacency
7617,7620,geographic_adjacency
7618,0052,geographic_adjacency
7618,0053,geographic_adjacency
7618,7603,geographic_adjacency
7618,7605,geographic_adjacency
7618,7616,geographic_adjacency
7619,7507,geographic_adjacency
7619,7529,geographic_adjacency
7619,7531,geographic_adjacency
7619,7607,geographic_adjacency
7619,7611,geographic_adjacency
7619,8403,geographic_adjacency
7620,7608,geographic_adjacency
7620,7612,geographic_adjacency
7620,7617,geographic_adjacency
7621,7602,geographic_adjacency
7621,7611,geographic_adjacency
7621,7613,geographic_adjacency
7621,7614,geographic_adjacency
7621,8403,geographic_adjacency
7621,8429,geographic_adjacency
7622,7604,geographic_adjacency
7622,7612,geographic_adjacency
7622,7624,geographic_adjacency
7622,7625,geographic_adjacency
7623,7601,geographic_adjacency
7623,7616,geographic_adjacency
7624,7519,geographic_adjacency
7624,7521,geographic_adjacency
7624,7522,geographic_adjacency
7624,7604,geographic_adjacency
7624,7622,geographic_adjacency
7625,7602,geographic_adjacency
7625,7604,geographic_adjacency
7625,7608,geographic_adjacency
7625,7609,geographic_adjacency
7625,7610,geographic_adjacency
7625,7612,geographic_adjacency
7625,7615,geographic_adjacency
7625,7622,geographic_adjacency
8401,8404,geographic_adjacency
8401,8407,geographic_adjacency
8401,8413,geographic_adjacency
8401,8414,geographic_adjacency
8401,8416,geographic_adjacency
8401,8418,geographic_adjacency
8402,0055,geographic_adjacency
8402,7603,geographic_adjacency
8402,7605,geographic_adjacency
8402,7613,geographic_adjacency
8402,8419,geographic_adjacency
8402,8420,geographic_adjacency
8402,8422,geographic_adjacency
8402,8431,geographic_adjacency
8403,0063,geographic_adjacency
8403,7531,geographic_adjacency
8403,7611,geographic_adjacency
8403,7619,geographic_adjacency
8403,7621,geographic_adjacency
8403,8429,geographic_adjacency
8404,8401,geographic_adjacency
8404,8405,geographic_adjacency
8404,8406,geographic_adjacency
8404,8407,geographic_adjacency
8404,8416,geographic_adjacency
8404,8425,geographic_adjacency
8405,0059,geographic_adjacency
8405,2713,geographic_adjacency
8405,8404,geographic_adjacency
8405,8406,geographic_adjacency
8405,8421,geographic_adjacency
8405,8425,geographic_adjacency
8405,8434,geographic_adjacency
8406,8404,geographic_adjacency
8406,8405,geographic_adjacency
8406,8407,geographic_adjacency
8406,8421,geographic_adjacency
8406,8433,geographic_adjacency
8406,8435,geographic_adjacency
8407,8401,geographic_adjacency
8407,8404,geographic_adjacency
8407,8406,geographic_adjacency
8407,8409,geographic_adjacency
8407,8411,geographic_adjacency
8407,8413,geographic_adjacency
8407,8435,geographic_adjacency
8408,0063,geographic_adjacency
8408,8410,geographic_adjacency
8408,8417,geographic_adjacency
8408,8423,geographic_adjacency
8408,8432,geographic_adjacency
8409,8407,geographic_adjacency
8409,8411,geographic_adjacency
8409,8427,geographic_adjacency
8409,8431,geographic_adjacency
8409,8435,geographic_adjacency
8409,9302,geographic_adjacency
8409,9310,geographic_adjacency
8410,0063,geographic_adjacency
8410,8408,geographic_adjacency
8410,8417,geographic_adjacency
8410,8419,geographic_adjacency
8410,8429,geographic_adjacency
8411,8407,geographic_adjacency
8411,8409,geographic_adjacency
8411,8413,geographic_adjacency
8411,9302,geographic_adjacency
8412,8417,geographic_adjacency
8412,8421,geographic_adjacency
8412,8426,geographic_adjacency
8412,8428,geographic_adjacency
8412,8430,geographic_adjacency
8413,8401,geographic_adjacency
8413,8407,geographic_adjacency
8413,8411,geographic_adjacency
8413,8418,geographic_adjacency
8414,8401,geographic_adjacency
8414,8415,geographic_adjacency
8414,8416,geographic_adjacency
8414,8418,geographic_adjacency
8415,8414,geographic_adjacency
8415,8416,geographic_adjacency
8416,2716,geographic_adjacency
8416,8401,geographic_adjacency
8416,8404,geographic_adjacency
8416,8414,geographic_adjacency
8416,8415,geographic_adjacency
8416,8425,geographic_adjacency
8417,8408,geographic_adjacency
8417,8410,geographic_adjacency
8417,8412,geographic_adjacency
8417,8419,geographic_adjacency
8417,8426,geographic_adjacency
8417,8428,geographic_adjacency
8417,8432,geographic_adjacency
8418,8401,geographic_adjacency
8418,8413,geographic_adjacency
8418,8414,geographic_adjacency
8419,7613,geographic_adjacency
8419,8402,geographic_adjacency
8419,8410,geographic_adjacency
8419,8417,geographic_adjacency
8419,8420,geographic_adjacency
8419,8428,geographic_adjacency
8419,8429,geographic_adjacency
8420,8402,geographic_adjacency
8420,8419,geographic_adjacency
8420,8428,geographic_adjacency
8420,8431,geographic_adjacency
8420,8433,geographic_adjacency
8421,8405,geographic_adjacency
8421,8406,geographic_adjacency
8421,8412,geographic_adjacency
8421,8428,geographic_adjacency
8421,8430,geographic_adjacency
8421,8433,geographic_adjacency
8421,8434,geographic_adjacency
8422,0055,geographic_adjacency
8422,0064,geographic_adjacency
8422,8402,geographic_adjacency
8422,8431,geographic_adjacency
8423,0063,geographic_adjacency
8423,2402,geographic_adjacency
8423,2405,geographic_adjacency
8423,7511,geographic_adjacency
8423,8408,geographic_adjacency
8423,8424,geographic_adjacency
8423,8432,geographic_adjacency
8424,0060,geographic_adjacency
8424,2402,geographic_adjacency
8424,2708,geographic_adjacency
8424,8423,geographic_adjacency
8424,8432,geographic_adjacency
8425,2713,geographic_adjacency
8425,2716,geographic_adjacency
8425,8404,geographic_adjacency
8425,8405,geographic_adjacency
8425,8416,geographic_adjacency
8426,2708,geographic_adjacency
8426,8412,geographic_adjacency
8426,8417,geographic_adjacency
8426,8430,geographic_adjacency
8426,8432,geographic_adjacency
8427,8409,geographic_adjacency
8427,8431,geographic_adjacency
8427,8433,geographic_adjacency
8427,8435,geographic_adjacency
8428,8412,geographic_adjacency
8428,8417,geographic_adjacency
8428,8419,geographic_adjacency
8428,8420,geographic_adjacency
8428,8421,geographic_adjacency
8428,8433,geographic_adjacency
8429,0063,geographic_adjacency
8429,7613,geographic_adjacency
8429,7621,geographic_adjacency
8429,8403,geographic_adjacency
8429,8410,geographic_adjacency
8429,8419,geographic_adjacency
8430,2708,geographic_adjacency
8430,8412,geographic_adjacency
8430,8421,geographic_adjacency
8430,8426,geographic_adjacency
8430,8434,geographic_adjacency
8431,0064,geographic_adjacency
8431,8402,geographic_adjacency
8431,8409,geographic_adjacency
8431,8420,geographic_adjacency
8431,8422,geographic_adjacency
8431,8427,geographic_adjacency
8431,8433,geographic_adjacency
8431,9310,geographic_adjacency
8432,2708,geographic_adjacency
8432,8408,geographic_adjacency
8432,8417,geographic_adjacency
8432,8423,geographic_adjacency
8432,8424,geographic_adjacency
8432,8426,geographic_adjacency
8433,8406,geographic_adjacency
8433,8420,geographic_adjacency
8433,8421,geographic_adjacency
8433,8427,geographic_adjacency
8433,8428,geographic_adjacency
8433,8431,geographic_adjacency
8433,8435,geographic_adjacency
8434,0059,geographic_adjacency
8434,2708,geographic_adjacency
8434,8405,geographic_adjacency
8434,8421,geographic_adjacency
8434,8430,geographic_adjacency
8435,8406,geographic_adjacency
8435,8407,geographic_adjacency
8435,8409,geographic_adjacency
8435,8427,geographic_adjacency
8435,8433,geographic_adjacency
9301,9303,geographic_adjacency
9301,9306,geographic_adjacency
9301,9311,geographic_adjacency
9301,9312,geographic_adjacency
9301,9313,geographic_adjacency
9302,8409,geographic_adjacency
9302,8411,geographic_adjacency
9302,9307,geographic_adjacency
9302,9310,geographic_adjacency
9303,9301,geographic_adjacency
9303,9308,geographic_adjacency
9303,9311,geographic_adjacency
9303,9312,geographic_adjacency
9303,9317,geographic_adjacency
9303,9318,geographic_adjacency
9304,9307,geographic_adjacency
9304,9308,geographic_adjacency
9304,9309,geographic_adjacency
9304,9315,geographic_adjacency
9305,0053,geographic_adjacency
9305,0064,geographic_adjacency
9305,9306,geographic_adjacency
9305,9316,geographic_adjacency
9306,0052,geographic_adjacency
9306,0053,geographic_adjacency
9306,0064,geographic_adjacency
9306,9301,geographic_adjacency
9306,9305,geographic_adjacency
9306,9311,geographic_adjacency
9306,9313,geographic_adjacency
9307,0064,geographic_adjacency
9307,9302,geographic_adjacency
9307,9304,geographic_adjacency
9307,9308,geographic_adjacency
9307,9310,geographic_adjacency
9307,9311,geographic_adjacency
9307,9315,geographic_adjacency
9308,9303,geographic_adjacency
9308,9304,geographic_adjacency
9308,9307,geographic_adjacency
9308,9309,geographic_adjacency
9308,9311,geographic_adjacency
9308,9317,geographic_adjacency
9309,9304,geographic_adjacency
9309,9308,geographic_adjacency
9309,9317,geographic_adjacency
9310,0064,geographic_adjacency
9310,8409,geographic_adjacency
9310,8431,geographic_adjacency
9310,9302,geographic_adjacency
9310,9307,geographic_adjacency
9311,0064,geographic_adjacency
9311,9301,geographic_adjacency
9311,9303,geographic_adjacency
9311,9306,geographic_adjacency
9311,9307,geographic_adjacency
9311,9308,geographic_adjacency
9312,9301,geographic_adjacency
9312,9303,geographic_adjacency
9312,9313,geographic_adjacency
9312,9318,geographic_adjacency
9313,0052,geographic_adjacency
9313,9301,geographic_adjacency
9313,9306,geographic_adjacency
9313,9312,geographic_adjacency
9314,9315,geographic_adjacency
9315,9304,geographic_adjacency
9315,9307,geographic_adjacency
9315,9314,geographic_adjacency
9316,0053,geographic_adjacency
9316,0055,geographic_adjacency
9316,0064,geographic_adjacency
9316,7605,geographic_adjacency
9316,9305,geographic_adjacency
9317,9303,geographic_adjacency
9317,9308,geographic_adjacency
9317,9309,geographic_adjacency
9317,9318,geographic_adjacency
9318,9303,geographic_adjacency
9318,9312,geographic_adjacency
9318,9317,geographic_adjacency
