country,region_id,region_name,region_level,year,node_idx,target_births,lag1_births,lag2_births,lag3_births,growth_1y,growth_2y,business_sector_total,sector_BE,sector_FZ,sector_GI,sector_JZ,sector_LZ,sector_MN,sector_OQ,sector_RU,sector_KZ,mask_sector_a10,mask_target,mask_employment,mask_tensor,flag_target_concept,flag_has_national_employment,flag_has_eurostat_bd,flag_is_covid_year,flag_is_rebound_year,flag_forecast_safe,meta_nuts3_code,meta_region_system,meta_source_label,source_indicator,source_geocod,nuts_version,is_continental,available_for_forecast_year
PT,11E0408,Mogadouro,MUNICIPALITY,2019,82,196,331.0,206.0,156.0,-0.4078549848942598,-0.04854368932038835,196,4,4,34,0,1,20,131,2,,1.0,1.0,0.0,0.0,enterprise_birth,0,0,0,0,0,,MUNICIPALITY_CONTINENTE,INE_0009703_0014099,0009703,11E0408,NUTS2013,True,1
PT,11E0408,Mogadouro,MUNICIPALITY,2020,82,179,196.0,331.0,206.0,-0.08673469387755102,-0.459214501510574,179,8,8,26,1,2,19,112,3,,1.0,1.0,0.0,0.0,enterprise_birth,0,0,1,0,0,,MUNICIPALITY_CONTINENTE,INE_0009703_0014099,0009703,11E0408,NUTS2013,True,1
PT,11E0408,Mogadouro,MUNICIPALITY,2021,82,187,179.0,196.0,331.0,0.0446927374301676,-0.04591836734693878,187,2,11,22,3,2,17,127,3,,1.0,1.0,0.0,0.0,enterprise_birth,0,0,1,0,0,,MUNICIPALITY_CONTINENTE,INE_0009703_0014099,0009703,11E0408,NUTS2013,True,1
PT,11E0408,Mogadouro,MUNICIPALITY,2022,82,183,187.0,179.0,196.0,-0.0213903743315508,0.0223463687150838,183,2,4,22,4,0,21,113,17,,1.0,1.0,0.0,0.0,enterprise_birth,0,0,0,1,0,,MUNICIPALITY_CONTINENTE,INE_0009703_0014099,0009703,11E0408,NUTS2013,True,1
PT,11E0408,Mogadouro,MUNICIPALITY,2023,82,172,183.0,187.0,179.0,-0.060109289617486336,-0.08021390374331551,172,4,7,26,0,1,17,112,5,,1.0,1.0,0.0,0.0,enterprise_birth,0,0,0,1,0,,MUNICIPALITY_CONTINENTE,INE_0009703_0014099,0014099,11E0408,NUTS2024,True,1
PT,11E0410,Vila Flor,MUNICIPALITY,2008,83,69,,,,,,69,5,7,25,1,1,12,14,4,,1.0,1.0,0.0,0.0,enterprise_birth,0,0,0,0,0,,MUNICIPALITY_CONTINENTE,INE_0009703_0014099,0009703,11E0410,NUTS2013,True,1
PT,11E0410,Vila Flor,MUNICIPALITY,2009,83,74,69.0,,,0.07246376811594203,,74,3,4,22,0,0,17,25,3,,1.0,1.0,0.0,0.0,enterprise_birth,0,0,0,0,0,,MUNICIPALITY_CONTINENTE,INE_0009703_0014099,0009703,11E0410,NUTS2013,True,1
PT,11E0410,Vila Flor,MUNICIPALITY,2010,83,55,74.0,69.0,,-0.25675675675675674,-0.2028985507246377,55,5,3,20,0,0,8,17,2,,1.0,1.0,0.0,0.0,enterprise_birth,0,0,0,0,0,,MUNICIPALITY_CONTINENTE,INE_0009703_0014099,0009703,11E0410,NUTS2013,True,1
PT,11E0410,Vila Flor,MUNICIPALITY,2011,83,78,55.0,74.0,69.0,0.41818181818181815,0.05405405405405406,78,4,7,24,0,1,9,29,4,,1.0,1.0,0.0,0.0,enterprise_birth,0,0,0,0,0,,MUNICIPALITY_CONTINENTE,INE_0009703_0014099,0009703,11E0410,NUTS2013,True,1
PT,11E0410,Vila Flor,MUNICIPALITY,2012,83,62,78.0,55.0,74.0,-0.20512820512820512,0.12727272727272726,62,1,4,20,0,0,10,24,3,,1.0,1.0,0.0,0.0,enterprise_birth,0,0,0,0,0,,MUNICIPALITY_CONTINENTE,INE_0009703_0014099,0009703,11E0410,NUTS2013,True,1
PT,11E0410,Vila Flor,MUNICIPALITY,2013,83,339,62.0,78.0,55.0,4.467741935483871,3.3461538461538463,339,11,7,28,1,0,14,277,1,,1.0,1.0,0.0,0.0,enterprise_birth,0,0,0,0,0,,MUNICIPALITY_CONTINENTE,INE_0009703_0014099,0009703,11E0410,NUTS2013,True,1
PT,11E0410,Vila Flor,MUNICIPALITY,2014,83,263,339.0,62.0,78.0,-0.22418879056047197,3.2419354838709675,263,5,5,15,0,0,13,221,4,,1.0,1.0,0.0,0.0,enterprise_birth,0,0,0,0,0,,MUNICIPALITY_CONTINENTE,INE_0009703_0014099,0009703,11E0410,NUTS2013,True,1
PT,11E0410,Vila Flor,MUNICIPALITY,2015,83,139,263.0,339.0,62.0,-0.4714828897338403,-0.5899705014749262,139,2,7,13,0,1,14,100,2,,1.0,1.0,0.0,0.0,enterprise_birth,0,0,0,0,0,,MUNICIPALITY_CONTINENTE,INE_0009703_0014099,0009703,11E0410,NUTS2013,True,1
PT,11E0410,Vila Flor,MUNICIPALITY,2016,83,113,139.0,263.0,339.0,-0.18705035971223022,-0.5703422053231939,113,8,7,18,0,1,15,62,2,,1.0,1.0,0.0,0.0,enterprise_birth,0,0,0,0,0,,MUNICIPALITY_CONTINENTE,INE_0009703_0014099,0009703,11E0410,NUTS2013,True,1
PT,11E0410,Vila Flor,MUNICIPALITY,2017,83,92,113.0,139.0,263.0,-0.18584070796460178,-0.3381294964028777,92,0,4,14,0,1,13,58,2,,1.0,1.0,0.0,0.0,enterprise_birth,0,0,0,0,0,,MUNICIPALITY_CONTINENTE,INE_0009703_0014099,0009703,11E0410,NUTS2013,True,1
PT,11E0410,Vila Flor,MUNICIPALITY,2018,83,190,92.0,113.0,139.0,1.065217391304348,0.6814159292035398,190,9,14,52,0,1,19,89,6,,1.0,1.0,0.0,0.0,enterprise_birth,0,0,0,0,0,,MUNICIPALITY_CONTINENTE,INE_0009703_0014099,0009703,11E0410,NUTS2013,True,1
PT,11E0410,Vila Flor,MUNICIPALITY,2019,83,117,190.0,92.0,113.0,-0.38421052631578945,0.2717391304347826,117,4,9,18,0,3,10,66,7,,1.0,1.0,0.0,0.0,enterprise_birth,0,0,0,0,0,,MUNICIPALITY_CONTINENTE,INE_0009703_0014099,0009703,11E0410,NUTS2013,True,1
PT,11E0410,Vila Flor,MUNICIPALITY,2020,83,87,117.0,190.0,92.0,-0.2564102564102564,-0.5421052631578948,87,1,4,20,0,0,14,46,2,,1.0,1.0,0.0,0.0,enterprise_birth,0,0,1,0,0,,MUNICIPALITY_CONTINENTE,INE_0009703_0014099,0009703,11E0410,NUTS2013,True,1
PT,11E0410,Vila Flor,MUNICIPALITY,2021,83,98,87.0,117.0,190.0,0.12643678160919541,-0.1623931623931624,98,1,2,20,2,2,10,61,0,,1.0,1.0,0.0,0.0,enterprise_birth,0,0,1,0,0,,MUNICIPALITY_CONTINENTE,INE_0009703_0014099,0009703,11E0410,NUTS2013,True,1
PT,11E0410,Vila Flor,MUNICIPALITY,2022,83,109,98.0,87.0,117.0,0.11224489795918367,0.25287356321839083,109,4,4,24,2,1,15,53,6,,1.0,1.0,0.0,0.0,enterprise_birth,0,0,0,1,0,,MUNICIPALITY_CONTINENTE,INE_0009703_0014099,0009703,11E0410,NUTS2013,True,1
PT,11E0410,Vila Flor,MUNICIPALITY,2023,83,117,109.0,98.0,87.0,0.07339449541284404,0.19387755102040816,117,1,4,22,0,0,23,64,3,,1.0,1.0,0.0,0.0,enterprise_birth,0,0,0,1,0,,MUNICIPALITY_CONTINENTE,INE_0009703_0014099,0014099,11E0410,NUTS2024,True,1
PT,11E0411,Vimioso,MUNICIPALITY,2008,84,58,,,,,,58,2,8,24,0,1,2,20,1,,1.0,1.0,0.0,0.0,enterprise_birth,0,0,0,0,0,,MUNICIPALITY_CONTINENTE,INE_0009703_0014099,0009703,11E0411,NUTS2013,True,1
PT,11E0411,Vimioso,MUNICIPALITY,2009,84,52,58.0,,,-0.10344827586206896,,52,5,6,18,1,0,8,10,4,,1.0,1.0,0.0,0.0,enterprise_birth,0,0,0,0,0,,MUNICIPALITY_CONTINENTE,INE_0009703_0014099,0009703,11E0411,NUTS2013,True,1
PT,11E0411,Vimioso,MUNICIPALITY,2010,84,45,52.0,58.0,,-0.1346153846153846,-0.22413793103448276,45,0,5,14,0,0,10,14,2,,1.0,1.0,0.0,0.0,enterprise_birth,0,0,0,0,0,,MUNICIPALITY_CONTINENTE,INE_0009703_0014099,0009703,11E0411,NUTS2013,True,1
PT,11E0411,Vimioso,MUNICIPALITY,2011,84,52,45.0,52.0,58.0,0.15555555555555556,0.0,52,3,5,21,0,0,7,15,1,,1.0,1.0,0.0,0.0,enterprise_birth,0,0,0,0,0,,MUNICIPALITY_CONTINENTE,INE_0009703_0014099,0009703,11E0411,NUTS2013,True,1
PT,11E0411,Vimioso,MUNICIPALITY,2012,84,43,52.0,45.0,52.0,-0.17307692307692307,-0.044444444444444446,43,1,5,13,0,1,8,12,3,,1.0,1.0,0.0,0.0,enterprise_birth,0,0,0,0,0,,MUNICIPALITY_CONTINENTE,INE_0009703_0014099,0009703,11E0411,NUTS2013,True,1
PT,11E0411,Vimioso,MUNICIPALITY,2013,84,205,43.0,52.0,45.0,3.7674418604651163,2.9423076923076925,205,4,9,24,0,0,11,157,0,,1.0,1.0,0.0,0.0,enterprise_birth,0,0,0,0,0,,MUNICIPALITY_CONTINENTE,INE_0009703_0014099,0009703,11E0411,NUTS2013,True,1
PT,11E0411,Vimioso,MUNICIPALITY,2014,84,148,205.0,43.0,52.0,-0.2780487804878049,2.441860465116279,148,5,8,13,0,0,1,121,0,,1.0,1.0,0.0,0.0,enterprise_birth,0,0,0,0,0,,MUNICIPALITY_CONTINENTE,INE_0009703_0014099,0009703,11E0411,NUTS2013,True,1
PT,11E0411,Vimioso,MUNICIPALITY,2015,84,97,148.0,205.0,43.0,-0.34459459459459457,-0.526829268292683,97,2,3,8,0,0,6,77,1,,1.0,1.0,0.0,0.0,enterprise_birth,0,0,0,0,0,,MUNICIPALITY_CONTINENTE,INE_0009703_0014099,0009703,11E0411,NUTS2013,True,1
PT,11E0411,Vimioso,MUNICIPALITY,2016,84,66,97.0,148.0,205.0,-0.31958762886597936,-0.5540540540540541,66,2,5,9,0,0,3,47,0,,1.0,1.0,0.0,0.0,enterprise_birth,0,0,0,0,0,,MUNICIPALITY_CONTINENTE,INE_0009703_0014099,0009703,11E0411,NUTS2013,True,1
PT,11E0411,Vimioso,MUNICIPALITY,2017,84,61,66.0,97.0,148.0,-0.07575757575757576,-0.3711340206185567,61,4,6,10,1,1,6,31,2,,1.0,1.0,0.0,0.0,enterprise_birth,0,0,0,0,0,,MUNICIPALITY_CONTINENTE,INE_0009703_0014099,0009703,11E0411,NUTS2013,True,1
PT,11E0411,Vimioso,MUNICIPALITY,2018,84,129,61.0,66.0,97.0,1.1147540983606556,0.9545454545454546,129,9,17,34,0,1,15,48,5,,1.0,1.0,0.0,0.0,enterprise_birth,0,0,0,0,0,,MUNICIPALITY_CONTINENTE,INE_0009703_0014099,0009703,11E0411,NUTS2013,True,1
PT,11E0411,Vimioso,MUNICIPALITY,2019,84,89,129.0,61.0,66.0,-0.31007751937984496,0.45901639344262296,89,2,4,18,0,2,13,49,1,,1.0,1.0,0.0,0.0,enterprise_birth,0,0,0,0,0,,MUNICIPALITY_CONTINENTE,INE_0009703_0014099,0009703,11E0411,NUTS2013,True,1
PT,11E0411,Vimioso,MUNICIPALITY,2020,84,64,89.0,129.0,61.0,-0.2808988764044944,-0.5038759689922481,64,3,5,10,0,0,4,39,3,,1.0,1.0,0.0,0.0,enterprise_birth,0,0,1,0,0,,MUNICIPALITY_CONTINENTE,INE_0009703_0014099,0009703,11E0411,NUTS2013,True,1
PT,11E0411,Vimioso,MUNICIPALITY,2021,84,92,64.0,89.0,129.0,0.4375,0.033707865168539325,92,4,4,12,0,0,15,57,0,,1.0,1.0,0.0,0.0,enterprise_birth,0,0,1,0,0,,MUNICIPALITY_CONTINENTE,INE_0009703_0014099,0009703,11E0411,NUTS2013,True,1
PT,11E0411,Vimioso,MUNICIPALITY,2022,84,73,92.0,64.0,89.0,-0.20652173913043478,0.140625,73,1,8,15,0,1,10,35,3,,1.0,1.0,0.0,0.0,enterprise_birth,0,0,0,1,0,,MUNICIPALITY_CONTINENTE,INE_0009703_0014099,0009703,11E0411,NUTS2013,True,1
PT,11E0411,Vimioso,MUNICIPALITY,2023,84,69,73.0,92.0,64.0,-0.0547945205479452,-0.25,69,3,5,13,0,0,4,42,2,,1.0,1.0,0.0,0.0,enterprise_birth,0,0,0,1,0,,MUNICIPALITY_CONTINENTE,INE_0009703_0014099,0014099,11E0411,NUTS2024,True,1
PT,11E0412,Vinhais,MUNICIPALITY,2008,85,88,,,,,,88,4,8,31,0,2,16,25,2,,1.0,1.0,0.0,0.0,enterprise_birth,0,0,0,0,0,,MUNICIPALITY_CONTINENTE,INE_0009703_0014099,0009703,11E0412,NUTS2013,True,1
PT,11E0412,Vinhais,MUNICIPALITY,2009,85,60,88.0,,,-0.3181818181818182,,60,2,4,22,0,0,13,19,0,,1.0,1.0,0.0,0.0,enterprise_birth,0,0,0,0,0,,MUNICIPALITY_CONTINENTE,INE_0009703_0014099,0009703,11E0412,NUTS2013,True,1
PT,11E0412,Vinhais,MUNICIPALITY,2010,85,69,60.0,88.0,,0.15,-0.2159090909090909,69,3,10,26,0,1,12,15,2,,1.0,1.0,0.0,0.0,enterprise_birth,0,0,0,0,0,,MUNICIPALITY_CONTINENTE,INE_0009703_0014099,0009703,11E0412,NUTS2013,True,1
PT,11E0412,Vinhais,MUNICIPALITY,2011,85,86,69.0,60.0,88.0,0.2463768115942029,0.43333333333333335,86,4,4,27,1,0,19,28,3,,1.0,1.0,0.0,0.0,enterprise_birth,0,0,0,0,0,,MUNICIPALITY_CONTINENTE,INE_0009703_0014099,0009703,11E0412,NUTS2013,True,1
PT,11E0412,Vinhais,MUNICIPALITY,2012,85,64,86.0,69.0,60.0,-0.2558139534883721,-0.07246376811594203,64,3,4,21,0,0,18,17,1,,1.0,1.0,0.0,0.0,enterprise_birth,0,0,0,0,0,,MUNICIPALITY_CONTINENTE,INE_0009703_0014099,0009703,11E0412,NUTS2013,True,1
PT,11E0412,Vinhais,MUNICIPALITY,2013,85,918,64.0,86.0,69.0,13.34375,9.674418604651162,918,8,16,74,2,0,19,793,6,,1.0,1.0,0.0,0.0,enterprise_birth,0,0,0,0,0,,MUNICIPALITY_CONTINENTE,INE_0009703_0014099,0009703,11E0412,NUTS2013,True,1
PT,11E0412,Vinhais,MUNICIPALITY,2014,85,459,918.0,64.0,86.0,-0.5,6.171875,459,3,3,26,0,0,22,404,1,,1.0,1.0,0.0,0.0,enterprise_birth,0,0,0,0,0,,MUNICIPALITY_CONTINENTE,INE_0009703_0014099,0009703,11E0412,NUTS2013,True,1
PT,11E0412,Vinhais,MUNICIPALITY,2015,85,184,459.0,918.0,64.0,-0.599128540305011,-0.7995642701525054,184,2,4,16,1,0,28,127,6,,1.0,1.0,0.0,0.0,enterprise_birth,0,0,0,0,0,,MUNICIPALITY_CONTINENTE,INE_0009703_0014099,0009703,11E0412,NUTS2013,True,1
PT,11E0412,Vinhais,MUNICIPALITY,2016,85,155,184.0,459.0,918.0,-0.15760869565217392,-0.6623093681917211,155,13,4,11,0,1,34,88,4,,1.0,1.0,0.0,0.0,enterprise_birth,0,0,0,0,0,,MUNICIPALITY_CONTINENTE,INE_0009703_0014099,0009703,11E0412,NUTS2013,True,1
PT,11E0412,Vinhais,MUNICIPALITY,2017,85,144,155.0,184.0,459.0,-0.07096774193548387,-0.21739130434782608,144,6,9,20,0,0,31,76,2,,1.0,1.0,0.0,0.0,enterprise_birth,0,0,0,0,0,,MUNICIPALITY_CONTINENTE,INE_0009703_0014099,0009703,11E0412,NUTS2013,True,1
PT,11E0412,Vinhais,MUNICIPALITY,2018,85,220,144.0,155.0,184.0,0.5277777777777778,0.41935483870967744,220,11,18,61,1,2,20,104,3,,1.0,1.0,0.0,0.0,enterprise_birth,0,0,0,0,0,,MUNICIPALITY_CONTINENTE,INE_0009703_0014099,0009703,11E0412,NUTS2013,True,1
PT,11E0412,Vinhais,MUNICIPALITY,2019,85,148,220.0,144.0,155.0,-0.32727272727272727,0.027777777777777776,148,3,7,18,1,0,11,108,0,,1.0,1.0,0.0,0.0,enterprise_birth,0,0,0,0,0,,MUNICIPALITY_CONTINENTE,INE_0009703_0014099,0009703,11E0412,NUTS2013,True,1
PT,11E0412,Vinhais,MUNICIPALITY,2020,85,130,148.0,220.0,144.0,-0.12162162162162163,-0.4090909090909091,130,1,3,22,0,0,14,89,1,,1.0,1.0,0.0,0.0,enterprise_birth,0,0,1,0,0,,MUNICIPALITY_CONTINENTE,INE_0009703_0014099,0009703,11E0412,NUTS2013,True,1
PT,11E0412,Vinhais,MUNICIPALITY,2021,85,127,130.0,148.0,220.0,-0.023076923076923078,-0.14189189189189189,127,3,4,18,3,1,13,84,1,,1.0,1.0,0.0,0.0,enterprise_birth,0,0,1,0,0,,MUNICIPALITY_CONTINENTE,INE_0009703_0014099,0009703,11E0412,NUTS2013,True,1
PT,11E0412,Vinhais,MUNICIPALITY,2022,85,105,127.0,130.0,148.0,-0.1732283464566929,-0.19230769230769232,105,1,4,11,1,0,21,65,2,,1.0,1.0,0.0,0.0,enterprise_birth,0,0,0,1,0,,MUNICIPALITY_CONTINENTE,INE_0009703_0014099,0009703,11E0412,NUTS2013,True,1
PT,11E0412,Vinhais,MUNICIPALITY,2023,85,179,105.0,127.0,130.0,0.7047619047619048,0.4094488188976378,179,1,4,22,1,1,20,128,2,,1.0,1.0,0.0,0.0,enterprise_birth,0,0,0,1,0,,MUNICIPALITY_CONTINENTE,INE_0009703_0014099,0014099,11E0412,NUTS2024,True,1
PT,1500801,Albufeira,MUNICIPALITY,2008,86,1302,,,,,,1302,16,233,472,16,60,300,98,107,,1.0,1.0,0.0,0.0,enterprise_birth,0,0,0,0,0,,MUNICIPALITY_CONTINENTE,INE_0009703_0014099,0009703,1500801,NUTS2013,True,1
PT,1500801,Albufeira,MUNICIPALITY,2009,86,1083,1302.0,,,-0.16820276497695852,,1083,16,172,362,8,27,302,87,109,,1.0,1.0,0.0,0.0,enterprise_birth,0,0,0,0,0,,MUNICIPALITY_CONTINENTE,INE_0009703_0014099,0009703,1500801,NUTS2013,True,1
PT,1500801,Albufeira,MUNICIPALITY,2010,86,821,1083.0,1302.0,,-0.24192059095106186,-0.369431643625192,821,13,98,286,8,25,242,79,70,,1.0,1.0,0.0,0.0,enterprise_birth,0,0,0,0,0,,MUNICIPALITY_CONTINENTE,INE_0009703_0014099,0009703,1500801,NUTS2013,True,1
PT,1500801,Albufeira,MUNICIPALITY,2011,86,815,821.0,1083.0,1302.0,-0.007308160779537149,-0.247460757156048,815,9,53,277,10,32,253,101,80,,1.0,1.0,0.0,0.0,enterprise_birth,0,0,0,0,0,,MUNICIPALITY_CONTINENTE,INE_0009703_0014099,0009703,1500801,NUTS2013,True,1
PT,1500801,Albufeira,MUNICIPALITY,2012,86,750,815.0,821.0,1083.0,-0.07975460122699386,-0.08647990255785627,750,11,53,275,5,26,253,66,61,,1.0,1.0,0.0,0.0,enterprise_birth,0,0,0,0,0,,MUNICIPALITY_CONTINENTE,INE_0009703_0014099,0009703,1500801,NUTS2013,True,1
PT,1500801,Albufeira,MUNICIPALITY,2013,86,971,750.0,815.0,821.0,0.2946666666666667,0.19141104294478528,971,18,57,373,7,38,287,111,80,,1.0,1.0,0.0,0.0,enterprise_birth,0,0,0,0,0,,MUNICIPALITY_CONTINENTE,INE_0009703_0014099,0009703,1500801,NUTS2013,True,1
PT,1500801,Albufeira,MUNICIPALITY,2014,86,1094,971.0,750.0,815.0,0.1266735324407827,0.45866666666666667,1094,13,74,364,4,35,320,196,88,,1.0,1.0,0.0,0.0,enterprise_birth,0,0,0,0,0,,MUNICIPALITY_CONTINENTE,INE_0009703_0014099,0009703,1500801,NUTS2013,True,1
PT,1500801,Albufeira,MUNICIPALITY,2015,86,1481,1094.0,971.0,750.0,0.3537477148080439,0.525231719876416,1481,15,81,670,19,62,364,157,113,,1.0,1.0,0.0,0.0,enterprise_birth,0,0,0,0,0,,MUNICIPALITY_CONTINENTE,INE_0009703_0014099,0009703,1500801,NUTS2013,True,1
PT,1500801,Albufeira,MUNICIPALITY,2016,86,1354,1481.0,1094.0,971.0,-0.08575286968264687,0.2376599634369287,1354,32,84,531,7,67,416,102,115,,1.0,1.0,0.0,0.0,enterprise_birth,0,0,0,0,0,,MUNICIPALITY_CONTINENTE,INE_0009703_0014099,0009703,1500801,NUTS2013,True,1
PT,1500801,Albufeira,MUNICIPALITY,2017,86,1330,1354.0,1481.0,1094.0,-0.01772525849335303,-0.10195813639432816,1330,19,99,469,7,61,430,107,138,,1.0,1.0,0.0,0.0,enterprise_birth,0,0,0,0,0,,MUNICIPALITY_CONTINENTE,INE_0009703_0014099,0009703,1500801,NUTS2013,True,1
PT,1500801,Albufeira,MUNICIPALITY,2018,86,1468,1330.0,1354.0,1481.0,0.1037593984962406,0.08419497784342689,1468,16,85,569,6,86,470,104,132,,1.0,1.0,0.0,0.0,enterprise_birth,0,0,0,0,0,,MUNICIPALITY_CONTINENTE,INE_0009703_0014099,0009703,1500801,NUTS2013,True,1
PT,1500801,Albufeira,MUNICIPALITY,2019,86,1396,1468.0,1330.0,1354.0,-0.04904632152588556,0.04962406015037594,1396,15,131,588,9,63,385,91,114,,1.0,1.0,0.0,0.0,enterprise_birth,0,0,0,0,0,,MUNICIPALITY_CONTINENTE,INE_0009703_0014099,0009703,1500801,NUTS2013,True,1
PT,1500801,Albufeira,MUNICIPALITY,2020,86,1039,1396.0,1468.0,1330.0,-0.25573065902578795,-0.29223433242506813,1039,18,92,345,14,64,310,103,93,,1.0,1.0,0.0,0.0,enterprise_birth,0,0,1,0,0,,MUNICIPALITY_CONTINENTE,INE_0009703_0014099,0009703,1500801,NUTS2013,True,1
PT,1500801,Albufeira,MUNICIPALITY,2021,86,1235,1039.0,1396.0,1468.0,0.18864292589027912,-0.11532951289398281,1235,16,133,371,21,80,411,106,97,,1.0,1.0,0.0,0.0,enterprise_birth,0,0,1,0,0,,MUNICIPALITY_CONTINENTE,INE_0009703_0014099,0009703,1500801,NUTS2013,True,1
PT,1500801,Albufeira,MUNICIPALITY,2022,86,2217,1235.0,1039.0,1396.0,0.7951417004048583,1.1337824831568817,2217,25,185,959,33,58,618,156,183,,1.0,1.0,0.0,0.0,enterprise_birth,0,0,0,1,0,,MUNICIPALITY_CONTINENTE,INE_0009703_0014099,0009703,1500801,NUTS2013,True,1
PT,1500801,Albufeira,MUNICIPALITY,2023,86,2564,2217.0,1235.0,1039.0,0.15651781686964367,1.0761133603238866,2564,24,230,1149,40,117,607,158,239,,1.0,1.0,0.0,0.0,enterprise_birth,0,0,0,1,0,,MUNICIPALITY_CONTINENTE,INE_0009703_0014099,0014099,1500801,NUTS2024,True,1
PT,1500802,Alcoutim,MUNICIPALITY,2008,87,39,,,,,,39,0,4,9,0,0,11,10,5,,1.0,1.0,0.0,0.0,enterprise_birth,0,0,0,0,0,,MUNICIPALITY_CONTINENTE,INE_0009703_0014099,0009703,1500802,NUTS2013,True,1
PT,1500802,Alcoutim,MUNICIPALITY,2009,87,32,39.0,,,-0.1794871794871795,,32,0,2,8,0,0,8,13,1,,1.0,1.0,0.0,0.0,enterprise_birth,0,0,0,0,0,,MUNICIPALITY_CONTINENTE,INE_0009703_0014099,0009703,1500802,NUTS2013,True,1
PT,1500802,Alcoutim,MUNICIPALITY,2010,87,35,32.0,39.0,,0.09375,-0.10256410256410256,35,0,4,8,1,0,12,9,1,,1.0,1.0,0.0,0.0,enterprise_birth,0,0,0,0,0,,MUNICIPALITY_CONTINENTE,INE_0009703_0014099,0009703,1500802,NUTS2013,True,1
PT,1500802,Alcoutim,MUNICIPALITY,2011,87,26,35.0,32.0,39.0,-0.2571428571428571,-0.1875,26,0,1,9,1,2,4,7,2,,1.0,1.0,0.0,0.0,enterprise_birth,0,0,0,0,0,,MUNICIPALITY_CONTINENTE,INE_0009703_0014099,0009703,1500802,NUTS2013,True,1
PT,1500802,Alcoutim,MUNICIPALITY,2012,87,28,26.0,35.0,32.0,0.07692307692307693,-0.2,28,4,1,7,1,0,3,11,1,,1.0,1.0,0.0,0.0,enterprise_birth,0,0,0,0,0,,MUNICIPALITY_CONTINENTE,INE_0009703_0014099,0009703,1500802,NUTS2013,True,1
PT,1500802,Alcoutim,MUNICIPALITY,2013,87,41,28.0,26.0,35.0,0.4642857142857143,0.5769230769230769,41,1,2,10,0,0,8,17,3,,1.0,1.0,0.0,0.0,enterprise_birth,0,0,0,0,0,,MUNICIPALITY_CONTINENTE,INE_0009703_0014099,0009703,1500802,NUTS2013,True,1
PT,1500802,Alcoutim,MUNICIPALITY,2014,87,57,41.0,28.0,26.0,0.3902439024390244,1.0357142857142858,57,3,1,13,0,0,7,32,1,,1.0,1.0,0.0,0.0,enterprise_birth,0,0,0,0,0,,MUNICIPALITY_CONTINENTE,INE_0009703_0014099,0009703,1500802,NUTS2013,True,1
PT,1500802,Alcoutim,MUNICIPALITY,2015,87,40,57.0,41.0,28.0,-0.2982456140350877,-0.024390243902439025,40,3,1,4,1,0,4,26,1,,1.0,1.0,0.0,0.0,enterprise_birth,0,0,0,0,0,,MUNICIPALITY_CONTINENTE,INE_0009703_0014099,0009703,1500802,NUTS2013,True,1
PT,1500802,Alcoutim,MUNICIPALITY,2016,87,37,40.0,57.0,41.0,-0.075,-0.3508771929824561,37,0,1,8,0,0,7,20,1,,1.0,1.0,0.0,0.0,enterprise_birth,0,0,0,0,0,,MUNICIPALITY_CONTINENTE,INE_0009703_0014099,0009703,1500802,NUTS2013,True,1
PT,1500802,Alcoutim,MUNICIPALITY,2017,87,53,37.0,40.0,57.0,0.43243243243243246,0.325,53,1,2,8,0,1,10,27,4,,1.0,1.0,0.0,0.0,enterprise_birth,0,0,0,0,0,,MUNICIPALITY_CONTINENTE,INE_0009703_0014099,0009703,1500802,NUTS2013,True,1
PT,1500802,Alcoutim,MUNICIPALITY,2018,87,52,53.0,37.0,40.0,-0.018867924528301886,0.40540540540540543,52,1,4,14,0,0,16,15,2,,1.0,1.0,0.0,0.0,enterprise_birth,0,0,0,0,0,,MUNICIPALITY_CONTINENTE,INE_0009703_0014099,0009703,1500802,NUTS2013,True,1
PT,1500802,Alcoutim,MUNICIPALITY,2019,87,38,52.0,53.0,37.0,-0.2692307692307692,-0.2830188679245283,38,3,2,6,0,1,10,14,2,,1.0,1.0,0.0,0.0,enterprise_birth,0,0,0,0,0,,MUNICIPALITY_CONTINENTE,INE_0009703_0014099,0009703,1500802,NUTS2013,True,1
PT,1500802,Alcoutim,MUNICIPALITY,2020,87,42,38.0,52.0,53.0,0.10526315789473684,-0.19230769230769232,42,3,2,4,1,0,10,18,4,,1.0,1.0,0.0,0.0,enterprise_birth,0,0,1,0,0,,MUNICIPALITY_CONTINENTE,INE_0009703_0014099,0009703,1500802,NUTS2013,True,1
PT,1500802,Alcoutim,MUNICIPALITY,2021,87,42,42.0,38.0,52.0,0.0,0.10526315789473684,42,1,1,9,0,3,10,15,3,,1.0,1.0,0.0,0.0,enterprise_birth,0,0,1,0,0,,MUNICIPALITY_CONTINENTE,INE_0009703_0014099,0009703,1500802,NUTS2013,True,1
PT,1500802,Alcoutim,MUNICIPALITY,2022,87,32,42.0,42.0,38.0,-0.23809523809523808,-0.23809523809523808,32,2,2,4,0,1,8,13,2,,1.0,1.0,0.0,0.0,enterprise_birth,0,0,0,1,0,,MUNICIPALITY_CONTINENTE,INE_0009703_0014099,0009703,1500802,NUTS2013,True,1
