task_id,country,scenario,window_start,window_end,source_sector,target_sector,n_samples,beta,delta_r2,p_perm,bootstrap_sign_stability,panel_checksum,commit_sha,hostname,runtime_seconds,q_fdr,promoted
86,NL,main,2016,2021,LZ,JZ,2051,-0.10732662749843414,0.01142143453906208,0.001,1.0,7170f1cef7488c264e7365a668b7de01147955fcae973e97c50d8ddaf9a70f7d,4f26404a516d45245da02d142166ddd4e7372911,hpcnode13,4553.657,0.003272727272727273,True
89,NL,main,2016,2021,RU,GI,2059,0.1102186423045049,0.012039237195656916,0.001,1.0,7170f1cef7488c264e7365a668b7de01147955fcae973e97c50d8ddaf9a70f7d,4f26404a516d45245da02d142166ddd4e7372911,hpcnode13,4521.235,0.003272727272727273,True
89,NL,main,2016,2021,RU,JZ,2059,0.10482376929184553,0.010711954701452031,0.001,1.0,7170f1cef7488c264e7365a668b7de01147955fcae973e97c50d8ddaf9a70f7d,4f26404a516d45245da02d142166ddd4e7372911,hpcnode13,4521.235,0.003272727272727273,True
89,NL,main,2016,2021,RU,OQ,2056,-0.11802387524011693,0.013915303206605056,0.001,1.0,7170f1cef7488c264e7365a668b7de01147955fcae973e97c50d8ddaf9a70f7d,4f26404a516d45245da02d142166ddd4e7372911,hpcnode13,4521.235,0.003272727272727273,True
90,NL,main,2017,2022,BE,OQ,2070,-0.1015490623992983,0.009924988307502325,0.002,1.0,7170f1cef7488c264e7365a668b7de01147955fcae973e97c50d8ddaf9a70f7d,4f26404a516d45245da02d142166ddd4e7372911,hpcnode13,4489.147,0.006000000000000001,True
91,NL,main,2017,2022,FZ,BE,2069,0.15319716073332038,0.022639816110229805,0.001,1.0,7170f1cef7488c264e7365a668b7de01147955fcae973e97c50d8ddaf9a70f7d,4f26404a516d45245da02d142166ddd4e7372911,hpcnode13,4370.391,0.003428571428571429,True
92,NL,main,2017,2022,GI,BE,2069,0.15227252395285099,0.023021732923287352,0.001,1.0,7170f1cef7488c264e7365a668b7de01147955fcae973e97c50d8ddaf9a70f7d,4f26404a516d45245da02d142166ddd4e7372911,hpcnode13,4573.384,0.003428571428571429,True
92,NL,main,2017,2022,GI,LZ,2063,0.11545770181695703,0.013160053771288815,0.001,1.0,7170f1cef7488c264e7365a668b7de01147955fcae973e97c50d8ddaf9a70f7d,4f26404a516d45245da02d142166ddd4e7372911,hpcnode13,4573.384,0.003428571428571429,True
97,NL,main,2017,2022,OQ,BE,2069,0.15993004099865885,0.024660779654288922,0.001,1.0,7170f1cef7488c264e7365a668b7de01147955fcae973e97c50d8ddaf9a70f7d,4f26404a516d45245da02d142166ddd4e7372911,hpcnode13,4515.466,0.003428571428571429,True
97,NL,main,2017,2022,OQ,FZ,2073,0.16695983376963167,0.026318267286942643,0.001,1.0,7170f1cef7488c264e7365a668b7de01147955fcae973e97c50d8ddaf9a70f7d,4f26404a516d45245da02d142166ddd4e7372911,hpcnode13,4515.466,0.003428571428571429,True
