codgeo,libgeo,zrr_simp,zonage_zrr
58066,Châtin,C - Classée en ZRR,C - Commune classée en ZRR
58067,Chaulgnes,C - Classée en ZRR,A - Commune sortante en 2017 continuant de bénéficier des effets du classement depuis 2018
58068,Chaumard,C - Classée en ZRR,C - Commune classée en ZRR
58069,Chaumot,C - Classée en ZRR,C - Commune classée en ZRR
58070,Chazeuil,C - Classée en ZRR,C - Commune classée en ZRR
58071,Chevannes-Changy,C - Classée en ZRR,C - Commune classée en ZRR
58072,Chevenon,NC - Commune non classée,NC - Commune non classée
58073,Chevroches,C - Classée en ZRR,C - Commune classée en ZRR
58074,Chiddes,C - Classée en ZRR,C - Commune classée en ZRR
58075,Chitry-les-Mines,C - Classée en ZRR,C - Commune classée en ZRR
58076,Chougny,C - Classée en ZRR,C - Commune classée en ZRR
58077,Ciez,C - Classée en ZRR,C - Commune classée en ZRR
58078,Cizely,C - Classée en ZRR,C - Commune classée en ZRR
58079,Clamecy,C - Classée en ZRR,C - Commune classée en ZRR
58080,La Collancelle,C - Classée en ZRR,C - Commune classée en ZRR
58081,Colméry,C - Classée en ZRR,C - Commune classée en ZRR
58082,Corancy,C - Classée en ZRR,C - Commune classée en ZRR
58083,Corbigny,C - Classée en ZRR,C - Commune classée en ZRR
58084,Corvol-d'Embernard,C - Classée en ZRR,C - Commune classée en ZRR
58085,Corvol-l'Orgueilleux,C - Classée en ZRR,C - Commune classée en ZRR
58086,Cosne-Cours-sur-Loire,C - Classée en ZRR,C - Commune classée en ZRR
58087,Cossaye,C - Classée en ZRR,C - Commune classée en ZRR
58088,Coulanges-lès-Nevers,NC - Commune non classée,NC - Commune non classée
58089,Couloutre,C - Classée en ZRR,C - Commune classée en ZRR
58090,Courcelles,C - Classée en ZRR,C - Commune classée en ZRR
58092,Crux-la-Ville,C - Classée en ZRR,C - Commune classée en ZRR
58093,Cuncy-lès-Varzy,C - Classée en ZRR,C - Commune classée en ZRR
58094,Dampierre-sous-Bouhy,C - Classée en ZRR,C - Commune classée en ZRR
58095,Decize,C - Classée en ZRR,C - Commune classée en ZRR
58096,Devay,C - Classée en ZRR,C - Commune classée en ZRR
58097,Diennes-Aubigny,C - Classée en ZRR,C - Commune classée en ZRR
58098,Dirol,C - Classée en ZRR,C - Commune classée en ZRR
58099,Dommartin,C - Classée en ZRR,C - Commune classée en ZRR
58101,Dompierre-sur-Nièvre,C - Classée en ZRR,A - Commune sortante en 2017 continuant de bénéficier des effets du classement depuis 2018
58102,Donzy,C - Classée en ZRR,C - Commune classée en ZRR
58103,Dornecy,C - Classée en ZRR,C - Commune classée en ZRR
58104,Dornes,C - Classée en ZRR,A - Commune sortante en 2017 continuant de bénéficier des effets du classement depuis 2018
58105,Druy-Parigny,C - Classée en ZRR,C - Commune classée en ZRR
58106,Dun-les-Places,C - Classée en ZRR,C - Commune classée en ZRR
58107,Dun-sur-Grandry,C - Classée en ZRR,C - Commune classée en ZRR
58108,Empury,C - Classée en ZRR,C - Commune classée en ZRR
58109,Entrains-sur-Nohain,C - Classée en ZRR,C - Commune classée en ZRR
58110,Epiry,C - Classée en ZRR,C - Commune classée en ZRR
58111,Fâchin,C - Classée en ZRR,C - Commune classée en ZRR
58112,La Fermeté,C - Classée en ZRR,C - Commune classée en ZRR
58113,Fertrève,C - Classée en ZRR,C - Commune classée en ZRR
58114,Fléty,C - Classée en ZRR,C - Commune classée en ZRR
58115,Fleury-sur-Loire,C - Classée en ZRR,C - Commune classée en ZRR
58116,Flez-Cuzy,C - Classée en ZRR,C - Commune classée en ZRR
58117,Fourchambault,NC - Commune non classée,NC - Commune non classée
58118,Fours,C - Classée en ZRR,C - Commune classée en ZRR
58119,Frasnay-Reugny,C - Classée en ZRR,C - Commune classée en ZRR
58120,Gâcogne,C - Classée en ZRR,C - Commune classée en ZRR
58121,Garchizy,NC - Commune non classée,NC - Commune non classée
58122,Garchy,C - Classée en ZRR,C - Commune classée en ZRR
58123,Germenay,C - Classée en ZRR,C - Commune classée en ZRR
58124,Germigny-sur-Loire,NC - Commune non classée,NC - Commune non classée
58125,Gien-sur-Cure,C - Classée en ZRR,C - Commune classée en ZRR
58126,Gimouille,NC - Commune non classée,NC - Commune non classée
58127,Giry,C - Classée en ZRR,A - Commune sortante en 2017 continuant de bénéficier des effets du classement depuis 2018
58128,Glux-en-Glenne,C - Classée en ZRR,C - Commune classée en ZRR
58129,Gouloux,C - Classée en ZRR,C - Commune classée en ZRR
58130,Grenois,C - Classée en ZRR,C - Commune classée en ZRR
58131,Guérigny,NC - Commune non classée,NC - Commune non classée
58132,Guipy,C - Classée en ZRR,C - Commune classée en ZRR
58133,Héry,C - Classée en ZRR,C - Commune classée en ZRR
58134,Imphy,C - Classée en ZRR,C - Commune classée en ZRR
58135,Isenay,C - Classée en ZRR,C - Commune classée en ZRR
58136,Jailly,C - Classée en ZRR,C - Commune classée en ZRR
58137,Lamenay-sur-Loire,C - Classée en ZRR,C - Commune classée en ZRR
58138,Langeron,C - Classée en ZRR,C - Commune classée en ZRR
58139,Lanty,C - Classée en ZRR,C - Commune classée en ZRR
58140,Larochemillay,C - Classée en ZRR,C - Commune classée en ZRR
58141,Lavault-de-Frétoy,C - Classée en ZRR,C - Commune classée en ZRR
58142,Limanton,C - Classée en ZRR,C - Commune classée en ZRR
58143,Limon,C - Classée en ZRR,C - Commune classée en ZRR
58144,Livry,C - Classée en ZRR,C - Commune classée en ZRR
58145,Lormes,C - Classée en ZRR,C - Commune classée en ZRR
58146,Lucenay-lès-Aix,C - Classée en ZRR,C - Commune classée en ZRR
58147,Lurcy-le-Bourg,C - Classée en ZRR,A - Commune sortante en 2017 continuant de bénéficier des effets du classement depuis 2018
58148,Luthenay-Uxeloup,C - Classée en ZRR,C - Commune classée en ZRR
58149,Luzy,C - Classée en ZRR,C - Commune classée en ZRR
58150,Lys,C - Classée en ZRR,C - Commune classée en ZRR
58151,La Machine,C - Classée en ZRR,C - Commune classée en ZRR
58152,Magny-Cours,NC - Commune non classée,NC - Commune non classée
58153,Magny-Lormes,C - Classée en ZRR,C - Commune classée en ZRR
58154,La Maison-Dieu,C - Classée en ZRR,C - Commune classée en ZRR
58155,La Marche,C - Classée en ZRR,A - Commune sortante en 2017 continuant de bénéficier des effets du classement depuis 2018
58156,Marcy,C - Classée en ZRR,C - Commune classée en ZRR
58157,Marigny-l'Église,C - Classée en ZRR,C - Commune classée en ZRR
58158,Mars-sur-Allier,C - Classée en ZRR,A - Commune sortante en 2017 continuant de bénéficier des effets du classement depuis 2018
58159,Marigny-sur-Yonne,C - Classée en ZRR,C - Commune classée en ZRR
58160,Marzy,NC - Commune non classée,NC - Commune non classée
58161,Maux,C - Classée en ZRR,C - Commune classée en ZRR
58162,Menestreau,C - Classée en ZRR,C - Commune classée en ZRR
58163,Menou,C - Classée en ZRR,C - Commune classée en ZRR
58164,Mesves-sur-Loire,C - Classée en ZRR,C - Commune classée en ZRR
58165,Metz-le-Comte,C - Classée en ZRR,C - Commune classée en ZRR
58166,Mhère,C - Classée en ZRR,C - Commune classée en ZRR
58168,Millay,C - Classée en ZRR,C - Commune classée en ZRR
58169,Moissy-Moulinot,C - Classée en ZRR,C - Commune classée en ZRR
58170,Monceaux-le-Comte,C - Classée en ZRR,C - Commune classée en ZRR
58171,Montapas,C - Classée en ZRR,C - Commune classée en ZRR
58172,Montambert,C - Classée en ZRR,C - Commune classée en ZRR
58173,Montaron,C - Classée en ZRR,C - Commune classée en ZRR
58174,Montenoison,C - Classée en ZRR,A - Commune sortante en 2017 continuant de bénéficier des effets du classement depuis 2018
58175,Mont-et-Marré,C - Classée en ZRR,C - Commune classée en ZRR
58176,Montigny-aux-Amognes,C - Classée en ZRR,C - Commune classée en ZRR
58177,Montigny-en-Morvan,C - Classée en ZRR,C - Commune classée en ZRR
58178,Montigny-sur-Canne,C - Classée en ZRR,C - Commune classée en ZRR
58179,Montreuillon,C - Classée en ZRR,C - Commune classée en ZRR
58180,Montsauche-les-Settons,C - Classée en ZRR,C - Commune classée en ZRR
58181,Moraches,C - Classée en ZRR,C - Commune classée en ZRR
58182,Moulins-Engilbert,C - Classée en ZRR,C - Commune classée en ZRR
58183,Mouron-sur-Yonne,C - Classée en ZRR,C - Commune classée en ZRR
58184,Moussy,C - Classée en ZRR,A - Commune sortante en 2017 continuant de bénéficier des effets du classement depuis 2018
58185,Moux-en-Morvan,C - Classée en ZRR,C - Commune classée en ZRR
58186,Murlin,C - Classée en ZRR,A - Commune sortante en 2017 continuant de bénéficier des effets du classement depuis 2018
58187,Myennes,C - Classée en ZRR,C - Commune classée en ZRR
58188,Nannay,C - Classée en ZRR,A - Commune sortante en 2017 continuant de bénéficier des effets du classement depuis 2018
58189,Narcy,C - Classée en ZRR,A - Commune sortante en 2017 continuant de bénéficier des effets du classement depuis 2018
58190,Neuffontaines,C - Classée en ZRR,C - Commune classée en ZRR
58191,Neuilly,C - Classée en ZRR,C - Commune classée en ZRR
58192,Neuville-lès-Decize,C - Classée en ZRR,C - Commune classée en ZRR
58193,Neuvy-sur-Loire,C - Classée en ZRR,C - Commune classée en ZRR
58194,Nevers,NC - Commune non classée,NC - Commune non classée
58195,La Nocle-Maulaix,C - Classée en ZRR,C - Commune classée en ZRR
58196,Nolay,C - Classée en ZRR,C - Commune classée en ZRR
58197,Nuars,C - Classée en ZRR,C - Commune classée en ZRR
58198,Oisy,C - Classée en ZRR,C - Commune classée en ZRR
58199,Onlay,C - Classée en ZRR,C - Commune classée en ZRR
58200,Ouagne,C - Classée en ZRR,C - Commune classée en ZRR
58201,Oudan,C - Classée en ZRR,C - Commune classée en ZRR
58202,Ougny,C - Classée en ZRR,C - Commune classée en ZRR
58203,Oulon,C - Classée en ZRR,A - Commune sortante en 2017 continuant de bénéficier des effets du classement depuis 2018
58204,Vaux d'Amognes,C - Classée en ZRR,C - Commune classée en ZRR
58205,Ouroux-en-Morvan,C - Classée en ZRR,C - Commune classée en ZRR
58206,Parigny-la-Rose,C - Classée en ZRR,C - Commune classée en ZRR
58207,Parigny-les-Vaux,NC - Commune non classée,NC - Commune non classée
58208,Pazy,C - Classée en ZRR,C - Commune classée en ZRR
58209,Perroy,C - Classée en ZRR,C - Commune classée en ZRR
58210,Planchez,C - Classée en ZRR,C - Commune classée en ZRR
58211,Poil,C - Classée en ZRR,C - Commune classée en ZRR
58212,Poiseux,C - Classée en ZRR,A - Commune sortante en 2017 continuant de bénéficier des effets du classement depuis 2018
58213,Pougny,C - Classée en ZRR,C - Commune classée en ZRR
58214,Pougues-les-Eaux,NC - Commune non classée,NC - Commune non classée
58215,Pouilly-sur-Loire,C - Classée en ZRR,C - Commune classée en ZRR
58216,Pouques-Lormes,C - Classée en ZRR,C - Commune classée en ZRR
58217,Pousseaux,C - Classée en ZRR,C - Commune classée en ZRR
58218,Prémery,C - Classée en ZRR,A - Commune sortante en 2017 continuant de bénéficier des effets du classement depuis 2018
58219,Préporché,C - Classée en ZRR,C - Commune classée en ZRR
58220,Raveau,C - Classée en ZRR,A - Commune sortante en 2017 continuant de bénéficier des effets du classement depuis 2018
58221,Rémilly,C - Classée en ZRR,C - Commune classée en ZRR
58222,Rix,C - Classée en ZRR,C - Commune classée en ZRR
58223,Rouy,C - Classée en ZRR,C - Commune classée en ZRR
58224,Ruages,C - Classée en ZRR,C - Commune classée en ZRR
58225,Saincaize-Meauce,NC - Commune non classée,NC - Commune non classée
58226,Saint-Agnan,C - Classée en ZRR,C - Commune classée en ZRR
58227,Saint-Amand-en-Puisaye,C - Classée en ZRR,C - Commune classée en ZRR
58228,Saint-Andelain,C - Classée en ZRR,C - Commune classée en ZRR
58229,Saint-André-en-Morvan,C - Classée en ZRR,C - Commune classée en ZRR
58230,Saint-Aubin-des-Chaumes,C - Classée en ZRR,C - Commune classée en ZRR
58231,Saint-Aubin-les-Forges,C - Classée en ZRR,A - Commune sortante en 2017 continuant de bénéficier des effets du classement depuis 2018
58232,Saint-Benin-d'Azy,C - Classée en ZRR,C - Commune classée en ZRR
58233,Saint-Benin-des-Bois,C - Classée en ZRR,C - Commune classée en ZRR
58234,Saint-Bonnot,C - Classée en ZRR,A - Commune sortante en 2017 continuant de bénéficier des effets du classement depuis 2018
58235,Saint-Brisson,C - Classée en ZRR,C - Commune classée en ZRR
58236,Sainte-Colombe-des-Bois,C - Classée en ZRR,C - Commune classée en ZRR
58237,Saint-Didier,C - Classée en ZRR,C - Commune classée en ZRR
58238,Saint-Éloi,NC - Commune non classée,NC - Commune non classée
58239,Saint-Firmin,C - Classée en ZRR,C - Commune classée en ZRR
58240,Saint-Franchy,C - Classée en ZRR,C - Commune classée en ZRR
58241,Saint-Germain-Chassenay,C - Classée en ZRR,C - Commune classée en ZRR
58242,Saint-Germain-des-Bois,C - Classée en ZRR,C - Commune classée en ZRR
58243,Saint-Gratien-Savigny,C - Classée en ZRR,C - Commune classée en ZRR
58244,Saint-Hilaire-en-Morvan,C - Classée en ZRR,C - Commune classée en ZRR
58245,Saint-Hilaire-Fontaine,C - Classée en ZRR,C - Commune classée en ZRR
58246,Saint-Honoré-les-Bains,C - Classée en ZRR,C - Commune classée en ZRR
58247,Saint-Jean-aux-Amognes,C - Classée en ZRR,C - Commune classée en ZRR
58248,Saint-Laurent-l'Abbaye,C - Classée en ZRR,C - Commune classée en ZRR
58249,Saint-Léger-de-Fougeret,C - Classée en ZRR,C - Commune classée en ZRR
58250,Saint-Léger-des-Vignes,C - Classée en ZRR,C - Commune classée en ZRR
58251,Saint-Loup,C - Classée en ZRR,C - Commune classée en ZRR
58252,Saint-Malo-en-Donziois,C - Classée en ZRR,C - Commune classée en ZRR
58253,Sainte-Marie,C - Classée en ZRR,C - Commune classée en ZRR
58254,Saint-Martin-d'Heuille,NC - Commune non classée,NC - Commune non classée
58255,Saint-Martin-du-Puy,C - Classée en ZRR,C - Commune classée en ZRR
58256,Saint-Martin-sur-Nohain,C - Classée en ZRR,C - Commune classée en ZRR
58257,Saint-Maurice,C - Classée en ZRR,C - Commune classée en ZRR
58258,Saint-Ouen-sur-Loire,C - Classée en ZRR,C - Commune classée en ZRR
58259,Saint-Parize-en-Viry,C - Classée en ZRR,A - Commune sortante en 2017 continuant de bénéficier des effets du classement depuis 2018
58260,Saint-Parize-le-Châtel,C - Classée en ZRR,A - Commune sortante en 2017 continuant de bénéficier des effets du classement depuis 2018
