codgeo,libgeo,zrr_simp,zonage_zrr
25336,Liesle,NC - Commune non classée,NC - Commune non classée
25338,Lizine,C - Classée en ZRR,A - Commune sortante en 2017 continuant de bénéficier des effets du classement depuis 2018
25339,Lods,NC - Commune non classée,NC - Commune non classée
25340,Lombard,NC - Commune non classée,NC - Commune non classée
25341,Lomont-sur-Crête,NC - Commune non classée,NC - Commune non classée
25342,Longechaux,NC - Commune non classée,NC - Commune non classée
25343,Longemaison,NC - Commune non classée,NC - Commune non classée
25344,Longevelle-lès-Russey,C - Classée en ZRR,C - Commune classée en ZRR
25345,Longevelle-sur-Doubs,NC - Commune non classée,NC - Commune non classée
25346,Longeville,C - Classée en ZRR,M - Commune sortante en 2017 classée en zone de montagne continuant de bénéficier des effets du classement depuis 2017
25347,La Longeville,C - Classée en ZRR,M - Commune sortante en 2017 classée en zone de montagne continuant de bénéficier des effets du classement depuis 2017
25348,Longevilles-Mont-d'Or,NC - Commune non classée,NC - Commune non classée
25349,Loray,C - Classée en ZRR,M - Commune sortante en 2017 classée en zone de montagne continuant de bénéficier des effets du classement depuis 2017
25350,Lougres,NC - Commune non classée,NC - Commune non classée
25351,Le Luhier,C - Classée en ZRR,M - Commune sortante en 2017 classée en zone de montagne continuant de bénéficier des effets du classement depuis 2017
25354,Luxiol,NC - Commune non classée,NC - Commune non classée
25355,Magny-Châtelard,NC - Commune non classée,NC - Commune non classée
25356,Maîche,NC - Commune non classée,NC - Commune non classée
25357,Maisons-du-Bois-Lièvremont,C - Classée en ZRR,M - Commune sortante en 2017 classée en zone de montagne continuant de bénéficier des effets du classement depuis 2017
25359,Malans,C - Classée en ZRR,A - Commune sortante en 2017 continuant de bénéficier des effets du classement depuis 2018
25360,Malbrans,NC - Commune non classée,NC - Commune non classée
25361,Malbuisson,NC - Commune non classée,NC - Commune non classée
25362,Malpas,NC - Commune non classée,NC - Commune non classée
25364,Mamirolle,NC - Commune non classée,NC - Commune non classée
25365,Mancenans,C - Classée en ZRR,C - Commune classée en ZRR
25366,Mancenans-Lizerne,NC - Commune non classée,NC - Commune non classée
25367,Mandeure,NC - Commune non classée,NC - Commune non classée
25368,Marchaux-Chaudefontaine,NC - Commune non classée,NC - Commune non classée
25369,Marvelise,C - Classée en ZRR,C - Commune classée en ZRR
25370,Mathay,NC - Commune non classée,NC - Commune non classée
25371,Mazerolles-le-Salin,NC - Commune non classée,NC - Commune non classée
25372,Médière,C - Classée en ZRR,C - Commune classée en ZRR
25373,Le Mémont,C - Classée en ZRR,M - Commune sortante en 2017 classée en zone de montagne continuant de bénéficier des effets du classement depuis 2017
25374,Mercey-le-Grand,NC - Commune non classée,NC - Commune non classée
25375,Mérey-sous-Montrond,NC - Commune non classée,NC - Commune non classée
25376,Mérey-Vieilley,NC - Commune non classée,NC - Commune non classée
25377,Mésandans,C - Classée en ZRR,C - Commune classée en ZRR
25378,Meslières,NC - Commune non classée,NC - Commune non classée
25379,Mesmay,NC - Commune non classée,NC - Commune non classée
25380,Métabief,NC - Commune non classée,NC - Commune non classée
25381,Miserey-Salines,NC - Commune non classée,NC - Commune non classée
25382,Moncey,NC - Commune non classée,NC - Commune non classée
25383,Moncley,NC - Commune non classée,NC - Commune non classée
25384,Mondon,C - Classée en ZRR,C - Commune classée en ZRR
25385,Montagney-Servigney,C - Classée en ZRR,C - Commune classée en ZRR
25386,Montancy,C - Classée en ZRR,M - Commune sortante en 2017 classée en zone de montagne continuant de bénéficier des effets du classement depuis 2017
25387,Montandon,C - Classée en ZRR,M - Commune sortante en 2017 classée en zone de montagne continuant de bénéficier des effets du classement depuis 2017
25388,Montbéliard,NC - Commune non classée,NC - Commune non classée
25389,Montbéliardot,C - Classée en ZRR,M - Commune sortante en 2017 classée en zone de montagne continuant de bénéficier des effets du classement depuis 2017
25390,Montbenoît,C - Classée en ZRR,M - Commune sortante en 2017 classée en zone de montagne continuant de bénéficier des effets du classement depuis 2017
25391,Mont-de-Laval,C - Classée en ZRR,M - Commune sortante en 2017 classée en zone de montagne continuant de bénéficier des effets du classement depuis 2017
25392,Mont-de-Vougney,NC - Commune non classée,NC - Commune non classée
25393,Montécheroux,C - Classée en ZRR,M - Commune sortante en 2017 classée en zone de montagne continuant de bénéficier des effets du classement depuis 2017
25394,Montenois,NC - Commune non classée,NC - Commune non classée
25395,Montfaucon,NC - Commune non classée,NC - Commune non classée
25397,Montferrand-le-Château,NC - Commune non classée,NC - Commune non classée
25398,Montflovin,C - Classée en ZRR,M - Commune sortante en 2017 classée en zone de montagne continuant de bénéficier des effets du classement depuis 2017
25400,Montgesoye,NC - Commune non classée,NC - Commune non classée
25401,Montivernage,C - Classée en ZRR,A - Commune sortante en 2017 continuant de bénéficier des effets du classement depuis 2018
25402,Montjoie-le-Château,C - Classée en ZRR,M - Commune sortante en 2017 classée en zone de montagne continuant de bénéficier des effets du classement depuis 2017
25403,Montlebon,NC - Commune non classée,NC - Commune non classée
25404,Montmahoux,C - Classée en ZRR,M - Commune sortante en 2017 classée en zone de montagne continuant de bénéficier des effets du classement depuis 2017
25405,Montperreux,NC - Commune non classée,NC - Commune non classée
25406,Montrond-le-Château,NC - Commune non classée,NC - Commune non classée
25408,Montussaint,C - Classée en ZRR,C - Commune classée en ZRR
25410,Morre,NC - Commune non classée,NC - Commune non classée
25411,Morteau,NC - Commune non classée,NC - Commune non classée
25413,Mouthe,C - Classée en ZRR,M - Commune sortante en 2017 classée en zone de montagne continuant de bénéficier des effets du classement depuis 2017
25414,Le Moutherot,NC - Commune non classée,NC - Commune non classée
25415,Mouthier-Haute-Pierre,NC - Commune non classée,NC - Commune non classée
25416,Myon,NC - Commune non classée,NC - Commune non classée
25417,Naisey-les-Granges,NC - Commune non classée,NC - Commune non classée
25418,Nancray,NC - Commune non classée,NC - Commune non classée
25419,Nans,C - Classée en ZRR,C - Commune classée en ZRR
25420,Nans-sous-Sainte-Anne,C - Classée en ZRR,M - Commune sortante en 2017 classée en zone de montagne continuant de bénéficier des effets du classement depuis 2017
25421,Narbief,C - Classée en ZRR,M - Commune sortante en 2017 classée en zone de montagne continuant de bénéficier des effets du classement depuis 2017
25422,Neuchâtel-Urtière,NC - Commune non classée,NC - Commune non classée
25424,Les Premiers Sapins,C - Classée en ZRR,M - Commune sortante en 2017 classée en zone de montagne continuant de bénéficier des effets du classement depuis 2017
25425,Noël-Cerneux,C - Classée en ZRR,M - Commune sortante en 2017 classée en zone de montagne continuant de bénéficier des effets du classement depuis 2017
25426,Noirefontaine,NC - Commune non classée,NC - Commune non classée
25427,Noironte,NC - Commune non classée,NC - Commune non classée
25428,Nommay,NC - Commune non classée,NC - Commune non classée
25429,Novillars,NC - Commune non classée,NC - Commune non classée
25430,Ollans,C - Classée en ZRR,A - Commune sortante en 2017 continuant de bénéficier des effets du classement depuis 2018
25431,Onans,C - Classée en ZRR,C - Commune classée en ZRR
25432,Orchamps-Vennes,C - Classée en ZRR,M - Commune sortante en 2017 classée en zone de montagne continuant de bénéficier des effets du classement depuis 2017
25433,Orgeans-Blanchefontaine,NC - Commune non classée,NC - Commune non classée
25434,Ornans,NC - Commune non classée,NC - Commune non classée
25435,Orsans,NC - Commune non classée,NC - Commune non classée
25436,Orve,C - Classée en ZRR,C - Commune classée en ZRR
25437,Osse,NC - Commune non classée,NC - Commune non classée
25438,Osselle-Routelle,NC - Commune non classée,NC - Commune non classée
25439,Ougney-Douvot,NC - Commune non classée,NC - Commune non classée
25440,Ouhans,C - Classée en ZRR,M - Commune sortante en 2017 classée en zone de montagne continuant de bénéficier des effets du classement depuis 2017
25441,Ouvans,C - Classée en ZRR,M - Commune sortante en 2017 classée en zone de montagne continuant de bénéficier des effets du classement depuis 2017
25442,Oye-et-Pallet,NC - Commune non classée,NC - Commune non classée
25443,Palantine,NC - Commune non classée,NC - Commune non classée
25444,Palise,NC - Commune non classée,NC - Commune non classée
25445,Paroy,NC - Commune non classée,NC - Commune non classée
25446,Passavant,NC - Commune non classée,NC - Commune non classée
25447,Passonfontaine,NC - Commune non classée,NC - Commune non classée
25448,Pelousey,NC - Commune non classée,NC - Commune non classée
25449,Péseux,C - Classée en ZRR,C - Commune classée en ZRR
25450,Pessans,NC - Commune non classée,NC - Commune non classée
25451,Petite-Chaux,C - Classée en ZRR,M - Commune sortante en 2017 classée en zone de montagne continuant de bénéficier des effets du classement depuis 2017
25452,Pierrefontaine-lès-Blamont,NC - Commune non classée,NC - Commune non classée
25453,Pierrefontaine-les-Varans,C - Classée en ZRR,M - Commune sortante en 2017 classée en zone de montagne continuant de bénéficier des effets du classement depuis 2017
25454,Pirey,NC - Commune non classée,NC - Commune non classée
25455,Placey,NC - Commune non classée,NC - Commune non classée
25456,Plaimbois-du-Miroir,C - Classée en ZRR,M - Commune sortante en 2017 classée en zone de montagne continuant de bénéficier des effets du classement depuis 2017
25457,Plaimbois-Vennes,C - Classée en ZRR,M - Commune sortante en 2017 classée en zone de montagne continuant de bénéficier des effets du classement depuis 2017
25458,Les Plains-et-Grands-Essarts,C - Classée en ZRR,M - Commune sortante en 2017 classée en zone de montagne continuant de bénéficier des effets du classement depuis 2017
25459,La Planée,NC - Commune non classée,NC - Commune non classée
25460,Le Val,NC - Commune non classée,NC - Commune non classée
25461,Pompierre-sur-Doubs,C - Classée en ZRR,C - Commune classée en ZRR
25462,Pontarlier,NC - Commune non classée,NC - Commune non classée
25463,Pont-de-Roide-Vermondans,NC - Commune non classée,NC - Commune non classée
25464,Les Pontets,C - Classée en ZRR,M - Commune sortante en 2017 classée en zone de montagne continuant de bénéficier des effets du classement depuis 2017
25465,Pont-les-Moulins,NC - Commune non classée,NC - Commune non classée
25466,Pouilley-Français,NC - Commune non classée,NC - Commune non classée
25467,Pouilley-les-Vignes,NC - Commune non classée,NC - Commune non classée
25468,Pouligney-Lusans,NC - Commune non classée,NC - Commune non classée
25469,Présentevillers,NC - Commune non classée,NC - Commune non classée
25470,La Prétière,C - Classée en ZRR,C - Commune classée en ZRR
25471,Provenchère,C - Classée en ZRR,C - Commune classée en ZRR
25472,Puessans,C - Classée en ZRR,C - Commune classée en ZRR
25473,Pugey,NC - Commune non classée,NC - Commune non classée
25474,Le Puy,NC - Commune non classée,NC - Commune non classée
25475,Quingey,NC - Commune non classée,NC - Commune non classée
25476,Rahon,C - Classée en ZRR,C - Commune classée en ZRR
25477,Rancenay,NC - Commune non classée,NC - Commune non classée
25478,Randevillers,C - Classée en ZRR,C - Commune classée en ZRR
25479,Rang,C - Classée en ZRR,C - Commune classée en ZRR
25481,Raynans,NC - Commune non classée,NC - Commune non classée
25482,Recologne,NC - Commune non classée,NC - Commune non classée
25483,Reculfoz,C - Classée en ZRR,M - Commune sortante en 2017 classée en zone de montagne continuant de bénéficier des effets du classement depuis 2017
25485,Rémondans-Vaivre,NC - Commune non classée,NC - Commune non classée
25486,Remoray-Boujeons,NC - Commune non classée,NC - Commune non classée
25487,Renédale,C - Classée en ZRR,M - Commune sortante en 2017 classée en zone de montagne continuant de bénéficier des effets du classement depuis 2017
25488,Rennes-sur-Loue,NC - Commune non classée,NC - Commune non classée
25489,Reugney,C - Classée en ZRR,M - Commune sortante en 2017 classée en zone de montagne continuant de bénéficier des effets du classement depuis 2017
25490,Rigney,C - Classée en ZRR,A - Commune sortante en 2017 continuant de bénéficier des effets du classement depuis 2018
25491,Rignosot,C - Classée en ZRR,A - Commune sortante en 2017 continuant de bénéficier des effets du classement depuis 2018
25492,Rillans,C - Classée en ZRR,C - Commune classée en ZRR
25493,La Rivière-Drugeon,C - Classée en ZRR,M - Commune sortante en 2017 classée en zone de montagne continuant de bénéficier des effets du classement depuis 2017
25494,Rochejean,NC - Commune non classée,NC - Commune non classée
25495,Roche-lez-Beaupré,NC - Commune non classée,NC - Commune non classée
25496,Roche-lès-Clerval,C - Classée en ZRR,C - Commune classée en ZRR
25497,Roches-lès-Blamont,NC - Commune non classée,NC - Commune non classée
25498,Rognon,C - Classée en ZRR,C - Commune classée en ZRR
25499,Romain,C - Classée en ZRR,C - Commune classée en ZRR
25500,Ronchaux,NC - Commune non classée,NC - Commune non classée
25501,Rondefontaine,C - Classée en ZRR,M - Commune sortante en 2017 classée en zone de montagne continuant de bénéficier des effets du classement depuis 2017
25502,Roset-Fluans,NC - Commune non classée,NC - Commune non classée
25503,Rosières-sur-Barbèche,C - Classée en ZRR,C - Commune classée en ZRR
25504,Rosureux,C - Classée en ZRR,M - Commune sortante en 2017 classée en zone de montagne continuant de bénéficier des effets du classement depuis 2017
25505,Rougemont,C - Classée en ZRR,C - Commune classée en ZRR
25506,Rougemontot,C - Classée en ZRR,A - Commune sortante en 2017 continuant de bénéficier des effets du classement depuis 2018
25507,Rouhe,NC - Commune non classée,NC - Commune non classée
25508,Roulans,NC - Commune non classée,NC - Commune non classée
25510,Ruffey-le-Château,NC - Commune non classée,NC - Commune non classée
25511,Rurey,NC - Commune non classée,NC - Commune non classée
25512,Le Russey,C - Classée en ZRR,M - Commune sortante en 2017 classée en zone de montagne continuant de bénéficier des effets du classement depuis 2017
25513,Sainte-Anne,C - Classée en ZRR,M - Commune sortante en 2017 classée en zone de montagne continuant de bénéficier des effets du classement depuis 2017
25514,Saint-Antoine,NC - Commune non classée,NC - Commune non classée
25515,Sainte-Colombe,NC - Commune non classée,NC - Commune non classée
25516,Saint-Georges-Armont,C - Classée en ZRR,C - Commune classée en ZRR
25517,Saint-Gorgon-Main,C - Classée en ZRR,M - Commune sortante en 2017 classée en zone de montagne continuant de bénéficier des effets du classement depuis 2017
25518,Saint-Hilaire,NC - Commune non classée,NC - Commune non classée
25519,Saint-Hippolyte,C - Classée en ZRR,M - Commune sortante en 2017 classée en zone de montagne continuant de bénéficier des effets du classement depuis 2017
25520,Saint-Juan,NC - Commune non classée,NC - Commune non classée
25521,Saint-Julien-lès-Montbéliard,NC - Commune non classée,NC - Commune non classée
25522,Saint-Julien-lès-Russey,C - Classée en ZRR,M - Commune sortante en 2017 classée en zone de montagne continuant de bénéficier des effets du classement depuis 2017
25523,Sainte-Marie,NC - Commune non classée,NC - Commune non classée
25524,Saint-Maurice-Colombier,NC - Commune non classée,NC - Commune non classée
25525,Saint-Point-Lac,NC - Commune non classée,NC - Commune non classée
25526,Sainte-Suzanne,NC - Commune non classée,NC - Commune non classée
25527,Saint-Vit,NC - Commune non classée,NC - Commune non classée
25528,Samson,NC - Commune non classée,NC - Commune non classée
25529,Sancey,C - Classée en ZRR,C - Commune classée en ZRR
25532,Saône,NC - Commune non classée,NC - Commune non classée
25533,Saraz,C - Classée en ZRR,A - Commune sortante en 2017 continuant de bénéficier des effets du classement depuis 2018
25534,Sarrageois,C - Classée en ZRR,M - Commune sortante en 2017 classée en zone de montagne continuant de bénéficier des effets du classement depuis 2017
25535,Saules,NC - Commune non classée,NC - Commune non classée
25536,Sauvagney,NC - Commune non classée,NC - Commune non classée
25537,Scey-Maisières,NC - Commune non classée,NC - Commune non classée
25538,Séchin,NC - Commune non classée,NC - Commune non classée
25539,Seloncourt,NC - Commune non classée,NC - Commune non classée
25540,Semondans,NC - Commune non classée,NC - Commune non classée
25541,Septfontaines,C - Classée en ZRR,M - Commune sortante en 2017 classée en zone de montagne continuant de bénéficier des effets du classement depuis 2017
25542,Serre-les-Sapins,NC - Commune non classée,NC - Commune non classée
25544,Servin,C - Classée en ZRR,C - Commune classée en ZRR
25545,Silley-Amancey,C - Classée en ZRR,M - Commune sortante en 2017 classée en zone de montagne continuant de bénéficier des effets du classement depuis 2017
25546,Silley-Bléfond,NC - Commune non classée,NC - Commune non classée
25547,Sochaux,NC - Commune non classée,NC - Commune non classée
25548,Solemont,NC - Commune non classée,NC - Commune non classée
25549,Sombacour,C - Classée en ZRR,M - Commune sortante en 2017 classée en zone de montagne continuant de bénéficier des effets du classement depuis 2017
25550,La Sommette,C - Classée en ZRR,M - Commune sortante en 2017 classée en zone de montagne continuant de bénéficier des effets du classement depuis 2017
25551,Soulce-Cernay,C - Classée en ZRR,M - Commune sortante en 2017 classée en zone de montagne continuant de bénéficier des effets du classement depuis 2017
25552,Sourans,C - Classée en ZRR,C - Commune classée en ZRR
25553,Soye,C - Classée en ZRR,C - Commune classée en ZRR
25554,Surmont,C - Classée en ZRR,C - Commune classée en ZRR
25555,Taillecourt,NC - Commune non classée,NC - Commune non classée
25556,Tallans,C - Classée en ZRR,C - Commune classée en ZRR
25557,Tallenay,NC - Commune non classée,NC - Commune non classée
25558,Tarcenay-Foucherans,NC - Commune non classée,NC - Commune non classée
25559,Thiébouhans,NC - Commune non classée,NC - Commune non classée
25560,Thise,NC - Commune non classée,NC - Commune non classée
25561,Thoraise,NC - Commune non classée,NC - Commune non classée
25562,Thulay,NC - Commune non classée,NC - Commune non classée
25563,Thurey-le-Mont,NC - Commune non classée,NC - Commune non classée
25564,Torpes,NC - Commune non classée,NC - Commune non classée
25565,Touillon-et-Loutelet,NC - Commune non classée,NC - Commune non classée
25566,La Tour-de-Sçay,C - Classée en ZRR,A - Commune sortante en 2017 continuant de bénéficier des effets du classement depuis 2018
25567,Tournans,C - Classée en ZRR,C - Commune classée en ZRR
25569,Trépot,NC - Commune non classée,NC - Commune non classée
25570,Tressandans,C - Classée en ZRR,C - Commune classée en ZRR
25571,Trévillers,NC - Commune non classée,NC - Commune non classée
25572,Trouvans,C - Classée en ZRR,C - Commune classée en ZRR
25573,Urtière,NC - Commune non classée,NC - Commune non classée
25574,Uzelle,C - Classée en ZRR,C - Commune classée en ZRR
25575,Vaire,NC - Commune non classée,NC - Commune non classée
25578,Valdahon,NC - Commune non classée,NC - Commune non classée
25579,Val-de-Roulans,NC - Commune non classée,NC - Commune non classée
25580,Valentigney,NC - Commune non classée,NC - Commune non classée
25582,Valleroy,NC - Commune non classée,NC - Commune non classée
25583,Valonne,C - Classée en ZRR,C - Commune classée en ZRR
25584,Valoreille,C - Classée en ZRR,M - Commune sortante en 2017 classée en zone de montagne continuant de bénéficier des effets du classement depuis 2017
25586,Vandoncourt,NC - Commune non classée,NC - Commune non classée
25588,Vaucluse,C - Classée en ZRR,M - Commune sortante en 2017 classée en zone de montagne continuant de bénéficier des effets du classement depuis 2017
25589,Vauclusotte,C - Classée en ZRR,M - Commune sortante en 2017 classée en zone de montagne continuant de bénéficier des effets du classement depuis 2017
25590,Vaudrivillers,C - Classée en ZRR,C - Commune classée en ZRR
25591,Vaufrey,C - Classée en ZRR,M - Commune sortante en 2017 classée en zone de montagne continuant de bénéficier des effets du classement depuis 2017
25592,Vaux-et-Chantegrue,C - Classée en ZRR,M - Commune sortante en 2017 classée en zone de montagne continuant de bénéficier des effets du classement depuis 2017
25594,Velesmes-Essarts,NC - Commune non classée,NC - Commune non classée
25595,Vellerot-lès-Belvoir,C - Classée en ZRR,C - Commune classée en ZRR
25596,Vellerot-lès-Vercel,C - Classée en ZRR,M - Commune sortante en 2017 classée en zone de montagne continuant de bénéficier des effets du classement depuis 2017
25597,Vellevans,C - Classée en ZRR,C - Commune classée en ZRR
25598,Venise,NC - Commune non classée,NC - Commune non classée
25599,Vennans,NC - Commune non classée,NC - Commune non classée
25600,Vennes,C - Classée en ZRR,M - Commune sortante en 2017 classée en zone de montagne continuant de bénéficier des effets du classement depuis 2017
25601,Vercel-Villedieu-le-Camp,NC - Commune non classée,NC - Commune non classée
25602,Vergranne,NC - Commune non classée,NC - Commune non classée
25604,Verne,NC - Commune non classée,NC - Commune non classée
25605,Vernierfontaine,NC - Commune non classée,NC - Commune non classée
25607,Vernois-lès-Belvoir,C - Classée en ZRR,C - Commune classée en ZRR
25608,Le Vernoy,NC - Commune non classée,NC - Commune non classée
25609,Verrières-de-Joux,NC - Commune non classée,NC - Commune non classée
25611,La Vèze,NC - Commune non classée,NC - Commune non classée
25612,Vieilley,NC - Commune non classée,NC - Commune non classée
25613,Viéthorey,C - Classée en ZRR,C - Commune classée en ZRR
25614,Vieux-Charmont,NC - Commune non classée,NC - Commune non classée
25615,Villars-lès-Blamont,NC - Commune non classée,NC - Commune non classée
25616,Villars-Saint-Georges,NC - Commune non classée,NC - Commune non classée
25617,Villars-sous-Dampjoux,NC - Commune non classée,NC - Commune non classée
25618,Villars-sous-Écot,NC - Commune non classée,NC - Commune non classée
25619,Les Villedieu,C - Classée en ZRR,M - Commune sortante en 2017 classée en zone de montagne continuant de bénéficier des effets du classement depuis 2017
25620,Ville-du-Pont,C - Classée en ZRR,M - Commune sortante en 2017 classée en zone de montagne continuant de bénéficier des effets du classement depuis 2017
25621,Villeneuve-d'Amont,C - Classée en ZRR,M - Commune sortante en 2017 classée en zone de montagne continuant de bénéficier des effets du classement depuis 2017
25622,Villers-Buzon,NC - Commune non classée,NC - Commune non classée
25623,Villers-Chief,C - Classée en ZRR,M - Commune sortante en 2017 classée en zone de montagne continuant de bénéficier des effets du classement depuis 2017
25624,Villers-Grélot,NC - Commune non classée,NC - Commune non classée
25625,Villers-la-Combe,C - Classée en ZRR,M - Commune sortante en 2017 classée en zone de montagne continuant de bénéficier des effets du classement depuis 2017
25626,Villers-Saint-Martin,NC - Commune non classée,NC - Commune non classée
25627,Villers-sous-Chalamont,C - Classée en ZRR,M - Commune sortante en 2017 classée en zone de montagne continuant de bénéficier des effets du classement depuis 2017
25628,Villers-sous-Montrond,NC - Commune non classée,NC - Commune non classée
25629,Voillans,NC - Commune non classée,NC - Commune non classée
25630,Voires,NC - Commune non classée,NC - Commune non classée
25631,Vorges-les-Pins,NC - Commune non classée,NC - Commune non classée
25632,Voujeaucourt,NC - Commune non classée,NC - Commune non classée
25633,Vuillafans,NC - Commune non classée,NC - Commune non classée
25634,Vuillecin,NC - Commune non classée,NC - Commune non classée
25635,Vyt-lès-Belvoir,C - Classée en ZRR,C - Commune classée en ZRR
26001,Solaure en Diois,C - Classée en ZRR,C - Commune classée en ZRR
26002,Albon,NC - Commune non classée,NC - Commune non classée
26003,Aleyrac,C - Classée en ZRR,C - Commune classée en ZRR
26004,Alixan,NC - Commune non classée,NC - Commune non classée
26005,Allan,NC - Commune non classée,NC - Commune non classée
26006,Allex,C - Classée en ZRR,A - Commune sortante en 2017 continuant de bénéficier des effets du classement depuis 2018
26007,Ambonil,NC - Commune non classée,NC - Commune non classée
26008,Ancône,NC - Commune non classée,NC - Commune non classée
26009,Andancette,NC - Commune non classée,NC - Commune non classée
26010,Anneyron,NC - Commune non classée,NC - Commune non classée
26011,Aouste-sur-Sye,C - Classée en ZRR,C - Commune classée en ZRR
26012,Arnayon,C - Classée en ZRR,C - Commune classée en ZRR
26013,Arpavon,C - Classée en ZRR,C - Commune classée en ZRR
26014,Arthémonay,NC - Commune non classée,NC - Commune non classée
26015,Aubenasson,C - Classée en ZRR,C - Commune classée en ZRR
26016,Aubres,C - Classée en ZRR,C - Commune classée en ZRR
26017,Aucelon,C - Classée en ZRR,C - Commune classée en ZRR
26018,Aulan,C - Classée en ZRR,C - Commune classée en ZRR
26019,Aurel,C - Classée en ZRR,C - Commune classée en ZRR
26020,La Répara-Auriples,C - Classée en ZRR,A - Commune sortante en 2017 continuant de bénéficier des effets du classement depuis 2018
26021,Autichamp,C - Classée en ZRR,A - Commune sortante en 2017 continuant de bénéficier des effets du classement depuis 2018
26022,Ballons,C - Classée en ZRR,C - Commune classée en ZRR
26023,Barbières,NC - Commune non classée,NC - Commune non classée
26024,Barcelonne,C - Classée en ZRR,M - Commune sortante en 2017 classée en zone de montagne continuant de bénéficier des effets du classement depuis 2017
26025,Barnave,C - Classée en ZRR,C - Commune classée en ZRR
26026,Barret-de-Lioure,C - Classée en ZRR,C - Commune classée en ZRR
26027,Barsac,C - Classée en ZRR,C - Commune classée en ZRR
26028,Bathernay,NC - Commune non classée,NC - Commune non classée
26030,La Bâtie-des-Fonds,C - Classée en ZRR,C - Commune classée en ZRR
26031,La Bâtie-Rolland,NC - Commune non classée,NC - Commune non classée
26032,La Baume-Cornillane,NC - Commune non classée,NC - Commune non classée
26033,La Baume-de-Transit,NC - Commune non classée,NC - Commune non classée
26034,La Baume-d'Hostun,NC - Commune non classée,NC - Commune non classée
26035,Beaufort-sur-Gervanne,C - Classée en ZRR,M - Commune sortante en 2017 classée en zone de montagne continuant de bénéficier des effets du classement depuis 2017
26036,Beaumont-en-Diois,C - Classée en ZRR,C - Commune classée en ZRR
26037,Beaumont-lès-Valence,NC - Commune non classée,NC - Commune non classée
26038,Beaumont-Monteux,NC - Commune non classée,NC - Commune non classée
26039,Beauregard-Baret,NC - Commune non classée,NC - Commune non classée
26040,Beaurières,C - Classée en ZRR,C - Commune classée en ZRR
26041,Beausemblant,NC - Commune non classée,NC - Commune non classée
26042,Beauvallon,NC - Commune non classée,NC - Commune non classée
26043,Beauvoisin,C - Classée en ZRR,C - Commune classée en ZRR
26045,La Bégude-de-Mazenc,C - Classée en ZRR,C - Commune classée en ZRR
26046,Bellecombe-Tarendol,C - Classée en ZRR,C - Commune classée en ZRR
26047,Bellegarde-en-Diois,C - Classée en ZRR,C - Commune classée en ZRR
26048,Bénivay-Ollon,C - Classée en ZRR,C - Commune classée en ZRR
26049,Bésayes,NC - Commune non classée,NC - Commune non classée
26050,Bésignan,C - Classée en ZRR,C - Commune classée en ZRR
26051,Bézaudun-sur-Bîne,C - Classée en ZRR,C - Commune classée en ZRR
26052,Bonlieu-sur-Roubion,NC - Commune non classée,NC - Commune non classée
26054,Bouchet,NC - Commune non classée,NC - Commune non classée
26055,Boulc,C - Classée en ZRR,C - Commune classée en ZRR
26056,Bourdeaux,C - Classée en ZRR,C - Commune classée en ZRR
26057,Bourg-de-Péage,NC - Commune non classée,NC - Commune non classée
26058,Bourg-lès-Valence,NC - Commune non classée,NC - Commune non classée
26059,Bouvante,C - Classée en ZRR,C - Commune classée en ZRR
26060,Bouvières,C - Classée en ZRR,C - Commune classée en ZRR
26061,Bren,NC - Commune non classée,NC - Commune non classée
26062,Brette,C - Classée en ZRR,C - Commune classée en ZRR
26063,Buis-les-Baronnies,C - Classée en ZRR,C - Commune classée en ZRR
26064,Chabeuil,NC - Commune non classée,NC - Commune non classée
26065,Chabrillan,C - Classée en ZRR,A - Commune sortante en 2017 continuant de bénéficier des effets du classement depuis 2018
26066,Le Chaffal,C - Classée en ZRR,C - Commune classée en ZRR
26067,Chalancon,C - Classée en ZRR,C - Commune classée en ZRR
26068,Le Chalon,NC - Commune non classée,NC - Commune non classée
26069,Chamaloc,C - Classée en ZRR,C - Commune classée en ZRR
26070,Chamaret,C - Classée en ZRR,C - Commune classée en ZRR
26071,Chanos-Curson,NC - Commune non classée,NC - Commune non classée
26072,Chantemerle-les-Blés,NC - Commune non classée,NC - Commune non classée
26073,Chantemerle-lès-Grignan,C - Classée en ZRR,C - Commune classée en ZRR
26074,La Chapelle-en-Vercors,C - Classée en ZRR,C - Commune classée en ZRR
26075,La Charce,C - Classée en ZRR,C - Commune classée en ZRR
26076,Charens,C - Classée en ZRR,C - Commune classée en ZRR
26077,Charmes-sur-l'Herbasse,NC - Commune non classée,NC - Commune non classée
26078,Charols,NC - Commune non classée,NC - Commune non classée
26079,Charpey,NC - Commune non classée,NC - Commune non classée
26080,Chastel-Arnaud,C - Classée en ZRR,C - Commune classée en ZRR
26081,Châteaudouble,C - Classée en ZRR,M - Commune sortante en 2017 classée en zone de montagne continuant de bénéficier des effets du classement depuis 2017
26082,Châteauneuf-de-Bordette,C - Classée en ZRR,C - Commune classée en ZRR
26083,Châteauneuf-de-Galaure,NC - Commune non classée,NC - Commune non classée
26084,Châteauneuf-sur-Isère,NC - Commune non classée,NC - Commune non classée
26085,Châteauneuf-du-Rhône,NC - Commune non classée,NC - Commune non classée
26086,Châtillon-en-Diois,C - Classée en ZRR,C - Commune classée en ZRR
26087,Châtillon-Saint-Jean,NC - Commune non classée,NC - Commune non classée
