idcom,idcomtxt,idreg,idregtxt,iddep,iddeptxt,epci24,epci24txt,scot,aav2020,aav2020txt,aav2020_typo,naf09art10,art09act10,art09hab10,art09mix10,art09rou10,art09fer10,art09inc10,naf10art11,art10act11,art10hab11,art10mix11,art10rou11,art10fer11,art10inc11,naf11art12,art11act12,art11hab12,art11mix12,art11rou12,art11fer12,art11inc12,naf12art13,art12act13,art12hab13,art12mix13,art12rou13,art12fer13,art12inc13,naf13art14,art13act14,art13hab14,art13mix14,art13rou14,art13fer14,art13inc14,naf14art15,art14act15,art14hab15,art14mix15,art14rou15,art14fer15,art14inc15,naf15art16,art15act16,art15hab16,art15mix16,art15rou16,art15fer16,art15inc16,naf16art17,art16act17,art16hab17,art16mix17,art16rou17,art16fer17,art16inc17,naf17art18,art17act18,art17hab18,art17mix18,art17rou18,art17fer18,art17inc18,naf18art19,art18act19,art18hab19,art18mix19,art18rou19,art18fer19,art18inc19,naf19art20,art19act20,art19hab20,art19mix20,art19rou20,art19fer20,art19inc20,naf20art21,art20act21,art20hab21,art20mix21,art20rou21,art20fer21,art20inc21,naf21art22,art21act22,art21hab22,art21mix22,art21rou22,art21fer22,art21inc22,naf22art23,art22act23,art22hab23,art22mix23,art22rou23,art22fer23,art22inc23,naf23art24,art23act24,art23hab24,art23mix24,art23rou24,art23fer24,art23inc24,naf09art24,art09act24,art09hab24,art09mix24,art09inc24,art09rou24,art09fer24,artcom0924,pop15,pop21,pop1521,men15,men21,men1521,emp15,emp21,emp1521,mepart1521,menhab1521,artpop1521,surfcom2024
01252,Mogneneins,84,Auvergne-Rhône-Alpes,01,Ain,200070118,Communauté de communes Val de Saône Centre,SCoT du Val de Saône-Dombes,30,Commune hors attraction des villes,30,5389,94,505,0,0,0,4790,5390,94,506,0,0,0,4790,1400,0,1400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,696,79,554,63,0,0,0,2924,0,2924,0,0,0,0,1990,0,1608,0,382,0,0,687,0,687,0,0,0,0,1587,0,1587,0,0,0,0,1616,0,1616,0,0,0,0,9091,0,9073,0,18,0,0,620,0,620,0,0,0,0,1803,0,1803,0,0,0,0,907,0,907,0,0,0,0,34100,267,23790,63,9580,400,0,0.40,773,803,30,306,322,16,66,68,3,10.62,9.15,596.5,8513800
01254,Montagnat,84,Auvergne-Rhône-Alpes,01,Ain,200071751,Communauté d'agglomération du Bassin de Bourg-en-Bresse,SCoT Bourg-Bresse-Revermont,20,Bourg-en-Bresse,20,17647,0,15280,0,2367,0,0,17648,0,15280,0,2368,0,0,21218,6080,15138,0,0,0,0,54186,6830,29050,2038,16267,0,1,33460,4159,22084,757,6459,0,1,6591,0,4173,0,2418,0,0,1990,0,1990,0,0,0,0,21066,0,7059,0,14007,0,0,32094,28555,3539,0,0,0,0,14382,0,5797,0,8585,0,0,13594,6348,7152,0,94,0,0,96288,94344,0,0,1944,0,0,10209,52,10157,0,0,0,0,29296,14674,14060,0,562,0,0,22834,22834,0,0,0,0,0,392503,183876,150759,2795,2,55071,0,2.84,1921,2145,224,755,851,97,490,660,170,14.88,37.98,800.96,13843984
01255,Montagnieu,84,Auvergne-Rhône-Alpes,01,Ain,240100883,Communauté de communes de la Plaine de l'Ain,SCoT BUCOPA,30,Commune hors attraction des villes,30,10101,0,8079,0,2021,0,1,10102,0,8080,0,2022,0,0,7339,1255,5824,0,260,0,0,0,0,0,0,0,0,0,1000,0,1000,0,0,0,0,916,0,916,0,0,0,0,1906,0,1906,0,0,0,0,659,0,659,0,0,0,0,2193,0,2193,0,0,0,0,7658,0,7420,0,238,0,0,537,0,537,0,0,0,0,1676,0,1526,0,150,0,0,6380,0,6380,0,0,0,0,302,0,0,0,302,0,0,3703,0,3574,0,129,0,0,54472,1255,48094,0,1,5122,0,0.88,598,666,68,243,271,28,58,62,5,22.56,19.66,215.13,6204559
01257,Montanges,84,Auvergne-Rhône-Alpes,01,Ain,240100891,Communauté de communes du Pays Bellegardien (CCPB),SCoT du Pays Bellegardien,20,Genève - Annemasse (partie française),20,3929,143,3786,0,0,0,0,3929,143,3786,0,0,0,0,732,0,716,0,16,0,0,985,985,0,0,0,0,0,1550,0,1550,0,0,0,0,3310,0,3310,0,0,0,0,0,0,0,0,0,0,0,3722,0,3722,0,0,0,0,6288,1000,5288,0,0,0,0,0,0,0,0,0,0,0,617,0,617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5398,0,5398,0,0,0,0,30460,2271,28173,0,0,16,0,0.22,344,350,6,142,156,14,47,83,36,47.05,14.54,1771.17,13657840
01258,Montceaux,84,Auvergne-Rhône-Alpes,01,Ain,200070118,Communauté de communes Val de Saône Centre,SCoT du Val de Saône-Dombes,30,Commune hors attraction des villes,30,15610,5037,7984,1585,1004,0,0,15611,5037,7984,1585,1005,0,0,9351,0,9351,0,0,0,0,320,0,306,0,14,0,0,9675,1139,8536,0,0,0,0,9714,0,8719,0,995,0,0,5434,0,4499,0,934,0,1,4029,0,2880,0,1149,0,0,5621,0,5621,0,0,0,0,4262,2610,1652,0,0,0,0,22427,18480,679,0,3268,0,0,33222,17101,7617,0,8504,0,0,6776,0,6776,0,0,0,0,2620,0,2574,0,46,0,0,12014,0,11531,0,483,0,0,156686,49404,86709,3170,1,17402,0,1.56,1197,1198,1,446,474,28,197,302,105,17.73,12.2,74995.0,10051222
01259,Montcet,84,Auvergne-Rhône-Alpes,01,Ain,200071751,Communauté d'agglomération du Bassin de Bourg-en-Bresse,SCoT Bourg-Bresse-Revermont,20,Bourg-en-Bresse,20,708,0,708,0,0,0,0,708,0,708,0,0,0,0,0,0,0,0,0,0,0,4492,0,3911,581,0,0,0,6383,0,6383,0,0,0,0,16217,0,14443,0,1774,0,0,9430,2143,7287,0,0,0,0,2698,0,2698,0,0,0,0,3218,2183,605,0,430,0,0,15486,12479,3007,0,0,0,0,2927,0,2927,0,0,0,0,2935,946,1950,0,39,0,0,5460,1000,4460,0,0,0,0,1373,52,1234,0,87,0,0,1366,0,1366,0,0,0,0,73401,18803,51687,581,0,2330,0,1.12,667,704,37,240,266,26,43,63,20,12.54,14.07,991.73,6556263
01260,Le Montellier,84,Auvergne-Rhône-Alpes,01,Ain,240100883,Communauté de communes de la Plaine de l'Ain,SCoT BUCOPA,20,Lyon,20,1602,0,1602,0,0,0,0,1603,0,1603,0,0,0,0,10740,0,740,0,0,0,10000,11523,0,10707,0,816,0,0,19,0,19,0,0,0,0,2200,0,2200,0,0,0,0,1490,0,1490,0,0,0,0,1200,0,1200,0,0,0,0,3911,0,3911,0,0,0,0,4598,0,4598,0,0,0,0,5185,0,5185,0,0,0,0,170,0,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4692,0,4692,0,0,0,0,48933,0,38117,0,10000,816,0,0.32,287,319,32,110,114,4,41,51,10,8.46,2.42,517.31,15305385
01261,Monthieux,84,Auvergne-Rhône-Alpes,01,Ain,200069193,Communauté de communes de la Dombes,SCoT de la Dombes,20,Lyon,20,3667,0,3531,0,135,0,1,3667,0,3531,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6322,0,6322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13922,0,13922,0,0,0,0,800,0,800,0,0,0,0,2629,0,2629,0,0,0,0,2698,0,2698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223,0,196,0,27,0,0,0,0,0,0,0,0,0,33928,0,33629,0,1,298,0,0.32,651,682,31,250,269,19,119,148,30,24.44,9.48,646.74,10744942
01262,Montluel,84,Auvergne-Rhône-Alpes,01,Ain,240100610,Communauté de communes de la Côtière à Montluel,SCoT BUCOPA,20,Lyon,20,4489,0,4426,0,62,0,1,4490,0,4426,0,63,0,1,1790,0,1790,0,0,0,0,9506,0,7610,0,396,0,1500,5618,0,4643,0,975,0,0,23958,0,15498,0,0,0,8460,2074,0,2074,0,0,0,0,1372,0,1372,0,0,0,0,2414,0,2414,0,0,0,0,3047,2119,928,0,0,0,0,7218,0,7218,0,0,0,0,14302,3549,10633,0,120,0,0,251,0,251,0,0,0,0,8467,0,7330,1131,6,0,0,11383,0,8205,2389,789,0,0,100379,5668,78818,3520,9962,2411,0,0.25,7032,6838,-194,2892,2990,98,2979,3065,87,60.47,39.77,-156.84,40093746
01263,Montmerle-sur-Saône,84,Auvergne-Rhône-Alpes,01,Ain,200070118,Communauté de communes Val de Saône Centre,SCoT du Val de Saône-Dombes,30,Commune hors attraction des villes,30,1544,0,1544,0,0,0,0,1545,0,1545,0,0,0,0,5149,0,5149,0,0,0,0,4098,1952,1351,795,0,0,0,14141,9191,4868,0,82,0,0,2016,0,2016,0,0,0,0,6207,0,6207,0,0,0,0,6376,0,6376,0,0,0,0,5853,0,3489,2364,0,0,0,12914,4488,8425,0,0,0,1,39166,17286,14083,0,7797,0,0,15141,2091,13050,0,0,0,0,6789,0,6789,0,0,0,0,23234,1593,21018,0,623,0,0,1959,0,1959,0,0,0,0,146132,36601,97869,3159,1,8502,0,3.54,3794,3792,-2,1555,1644,89,902,935,33,14.24,17.24,-42828.5,4129327
01264,Montracol,84,Auvergne-Rhône-Alpes,01,Ain,200071751,Communauté d'agglomération du Bassin de Bourg-en-Bresse,SCoT Bourg-Bresse-Revermont,20,Bourg-en-Bresse,20,2873,0,2402,0,471,0,0,2873,0,2402,0,471,0,0,14143,0,14095,0,48,0,0,6773,0,6773,0,0,0,0,12916,0,10892,0,2024,0,0,951,831,120,0,0,0,0,48,0,48,0,0,0,0,4820,0,4820,0,0,0,0,0,0,0,0,0,0,0,9822,0,9562,260,0,0,0,4115,0,4115,0,0,0,0,126,0,126,0,0,0,0,9834,0,8561,0,1273,0,0,1369,0,1369,0,0,0,0,140,0,140,0,0,0,0,70803,831,65425,260,0,4287,0,0.48,1021,1008,-13,392,421,29,103,83,-19,4.75,15.53,-1456.23,14654394
01265,Montréal-la-Cluse,84,Auvergne-Rhône-Alpes,01,Ain,200042935,Communauté d'agglomération Haut - Bugey Agglomération,SCoT du Haut-Bugey,20,Oyonnax,20,2160,2100,44,0,15,0,1,2161,2101,45,0,16,0,-1,195923,187123,1078,0,7722,0,0,1164,1164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28789,0,19075,0,9714,0,0,6881,493,3008,0,1243,2137,0,4766,0,4245,0,521,0,0,13292,0,0,11449,1843,0,0,1489,0,1191,0,298,0,0,0,0,0,0,0,0,0,6877,5567,1310,0,0,0,0,55044,51504,1267,0,2273,0,0,990,0,952,38,0,0,0,319536,250052,32215,11487,0,23645,2137,2.57,3409,3541,132,1485,1580,95,1789,1916,127,40.21,34.52,418.31,12441271
01266,Montrevel-en-Bresse,84,Auvergne-Rhône-Alpes,01,Ain,200071751,Communauté d'agglomération du Bassin de Bourg-en-Bresse,SCoT Bourg-Bresse-Revermont,20,Bourg-en-Bresse,20,10668,2845,7819,0,3,0,1,10669,2846,7820,0,4,0,-1,1808,0,1808,0,0,0,0,4295,0,3440,0,855,0,0,4526,3721,805,0,0,0,0,1118,0,874,0,244,0,0,12349,0,11992,251,106,0,0,6496,1445,4750,0,301,0,0,5252,0,5252,0,0,0,0,21655,821,17157,94,3583,0,0,4307,0,4255,0,52,0,0,1417,0,1417,0,0,0,0,1834,679,685,0,470,0,0,3515,0,3515,0,0,0,0,60,0,0,0,60,0,0,89969,12357,71589,345,0,5678,0,0.90,2439,2578,139,1082,1229,147,1309,1331,22,32.83,32.8,370.33,9984343
01267,Nurieux-Volognat,84,Auvergne-Rhône-Alpes,01,Ain,200042935,Communauté d'agglomération Haut - Bugey Agglomération,SCoT du Haut-Bugey,20,Oyonnax,20,8889,2885,4814,0,1190,0,0,8890,2885,4815,0,1190,0,0,2566,0,2566,0,0,0,0,1189,0,1189,0,0,0,0,1492,0,1492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1167,19,1148,0,0,0,0,762,0,762,0,0,0,0,13720,11365,2355,0,0,0,0,15565,0,15523,0,42,0,0,3323,0,3323,0,0,0,0,0,0,0,0,0,0,0,57563,17154,37987,0,0,2422,0,0.30,1028,990,-38,414,414,-1,429,422,-7,-5.11,-2.34,-411.82,19486778
01268,Murs-et-Gélignieux,84,Auvergne-Rhône-Alpes,01,Ain,200040350,Communauté de communes Bugey Sud,SCoT du Bugey,20,Belley,20,2735,0,1257,1478,0,0,0,2736,0,1258,1478,0,0,0,1004,0,1004,0,0,0,0,0,0,0,0,0,0,0,1327,0,1327,0,0,0,0,1000,0,1000,0,0,0,0,0,0,0,0,0,0,0,1671,0,1671,0,0,0,0,5909,5909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1680,0,1680,0,0,0,0,18062,5909,9197,2956,0,0,0,0.30,256,240,-16,106,104,-2,37,29,-9,-14.51,-11.97,-473.75,6031736
01269,Nantua,84,Auvergne-Rhône-Alpes,01,Ain,200042935,Communauté d'agglomération Haut - Bugey Agglomération,SCoT du Haut-Bugey,30,Commune hors attraction des villes,30,16073,8835,7237,0,0,0,1,16073,8836,7238,0,0,0,-1,4575,2511,1762,0,302,0,0,12813,1000,11813,0,0,0,0,12108,538,10323,0,1247,0,0,12486,3362,7988,167,969,0,0,196,0,196,0,0,0,0,0,0,0,0,0,0,0,32556,7811,0,0,24745,0,0,1580,1580,0,0,0,0,0,0,0,0,0,0,0,0,35573,0,35573,0,0,0,0,2561,0,2561,0,0,0,0,581,581,0,0,0,0,0,0,0,0,0,0,0,0,147175,35054,84691,167,0,27263,0,1.01,3525,3449,-76,1539,1494,-45,1341,1323,-18,-9.01,-12.58,-919.8,14508083
01272,Neuville-les-Dames,84,Auvergne-Rhône-Alpes,01,Ain,200069193,Communauté de communes de la Dombes,SCoT de la Dombes,20,Châtillon-sur-Chalaronne,20,40449,5710,29595,799,2530,0,1815,40450,5710,29595,800,2530,0,1815,22016,1735,19764,0,517,0,0,1425,0,1425,0,0,0,0,5644,0,5644,0,0,0,0,4823,0,4289,156,378,0,0,118,0,118,0,0,0,0,765,0,755,0,10,0,0,3692,0,637,0,0,0,3055,3480,0,2590,890,0,0,0,7921,0,6702,1219,0,0,0,5789,217,5566,3,3,0,0,4633,0,4633,0,0,0,0,6374,1175,5063,0,135,0,1,1379,0,1348,0,31,0,0,148958,14547,117724,3867,6686,6134,0,0.57,1500,1515,15,666,685,19,333,254,-80,-28.03,11.61,1451.0,26230209
01273,Neuville-sur-Ain,84,Auvergne-Rhône-Alpes,01,Ain,200029999,Communauté de communes Rives de l'Ain - Pays du Cerdon,SCoT BUCOPA,30,Commune hors attraction des villes,30,5830,0,5830,0,0,0,0,5830,0,5830,0,0,0,0,5037,0,5002,0,35,0,0,17573,0,6024,0,45,0,11504,4465,313,4148,0,4,0,0,0,0,0,0,0,0,0,18872,0,18872,0,0,0,0,7527,0,7457,0,70,0,0,14981,0,14860,0,121,0,0,3299,340,2872,0,87,0,0,6352,0,6352,0,0,0,0,4262,0,3472,790,0,0,0,3820,0,3797,0,23,0,0,17336,0,17336,0,0,0,0,24015,0,22225,0,1790,0,0,139199,653,124077,790,11504,2175,0,0.70,1693,1799,106,681,740,59,273,275,2,11.03,10.95,521.63,19863753
01274,Les Neyrolles,84,Auvergne-Rhône-Alpes,01,Ain,200042935,Communauté d'agglomération Haut - Bugey Agglomération,SCoT du Haut-Bugey,30,Commune hors attraction des villes,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4076,1217,2809,0,50,0,0,1281,0,1281,0,0,0,0,1036,0,1036,0,0,0,0,9551,9551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,636,0,636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305,0,305,0,0,0,0,16885,10768,6067,0,0,50,0,0.18,635,632,-3,244,246,2,123,124,1,47.17,31.45,-212.0,9568091
01275,Neyron,84,Auvergne-Rhône-Alpes,01,Ain,240100800,Communauté de communes de Miribel et du Plateau,SCoT BUCOPA,20,Lyon,20,9134,0,9087,0,47,0,0,9135,0,9087,0,48,0,0,3365,0,3284,0,81,0,0,7142,0,5921,0,1221,0,0,9542,0,9479,0,63,0,0,1782,0,1782,0,0,0,0,1747,0,1747,0,0,0,0,1502,0,1502,0,0,0,0,15779,322,15386,0,70,0,1,23911,0,23911,0,0,0,0,4567,0,4482,0,85,0,0,8107,0,8107,0,0,0,0,0,0,0,0,0,0,0,2375,0,2373,0,2,0,0,1753,0,1741,0,12,0,0,99841,322,97889,0,1,1629,0,1.89,2487,2538,51,1004,1030,26,1183,1131,-53,-4.85,4.72,1090.45,5291699
01276,Niévroz,84,Auvergne-Rhône-Alpes,01,Ain,240100610,Communauté de communes de la Côtière à Montluel,SCoT BUCOPA,20,Lyon,20,10998,0,9759,0,1238,0,1,10998,0,9760,0,1239,0,-1,3033,183,1563,0,1287,0,0,14994,8096,6588,0,310,0,0,8728,8286,442,0,0,0,0,0,0,0,0,0,0,0,885,0,885,0,0,0,0,224,0,0,0,224,0,0,1920,0,1920,0,0,0,0,3,0,3,0,0,0,0,190,0,190,0,0,0,0,10311,5573,4718,0,20,0,0,780,0,780,0,0,0,0,125956,123062,2875,0,19,0,0,2714,0,2681,0,32,0,1,191734,145200,42164,0,1,4369,0,1.84,1535,1634,99,535,591,55,252,252,0,41.38,71.28,136.7,10417508
01277,Nivollet-Montgriffon,84,Auvergne-Rhône-Alpes,01,Ain,240100883,Communauté de communes de la Plaine de l'Ain,SCoT BUCOPA,30,Commune hors attraction des villes,30,3492,0,1215,0,1557,0,720,3492,0,1215,0,1557,0,720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3917,0,3917,0,0,0,0,0,0,0,0,0,0,0,649,0,649,0,0,0,0,77,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11627,0,6996,0,1440,3191,0,0.14,118,115,-3,56,53,-2,12,15,3,0.0,-30.82,-242.0,8447539
01279,Oncieu,84,Auvergne-Rhône-Alpes,01,Ain,240100883,Communauté de communes de la Plaine de l'Ain,SCoT BUCOPA,30,Commune hors attraction des villes,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1690,0,1690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1690,0,1690,0,0,0,0,0.02,99,73,-26,41,39,-2,10,8,-2,0.0,0.0,0.0,7544504
01280,Ordonnaz,84,Auvergne-Rhône-Alpes,01,Ain,240100883,Communauté de communes de la Plaine de l'Ain,SCoT BUCOPA,30,Commune hors attraction des villes,30,1510,0,1510,0,0,0,0,1510,0,1510,0,0,0,0,0,0,0,0,0,0,0,1771,0,1712,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5651,0,5428,0,223,0,0,3121,0,3121,0,0,0,0,920,0,920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14483,0,14201,0,0,282,0,0.10,152,141,-11,75,70,-5,20,19,-2,-7.22,-5.28,-881.09,14768832
01281,Ornex,84,Auvergne-Rhône-Alpes,01,Ain,240100750,Communauté d'agglomération du Pays de Gex,SCoT Pays de Gex,20,Genève - Annemasse (partie française),20,7994,0,7217,0,776,0,1,7994,0,7218,0,777,0,-1,9082,148,8894,0,40,0,0,7337,0,6298,0,1039,0,0,15323,2037,11016,0,2270,0,0,6206,0,6206,0,0,0,0,4134,1311,2255,0,568,0,0,7348,2000,4297,878,172,0,1,33769,0,23877,9891,0,0,1,3080,0,0,0,3080,0,0,486,0,98,0,388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32139,1083,27296,0,1043,0,2717,26203,0,15105,7207,3891,0,0,161095,6579,119777,17976,2719,14044,0,2.84,4390,4690,300,1759,1973,214,560,581,21,48.14,70.1,162.72,5677704
01282,Outriaz,84,Auvergne-Rhône-Alpes,01,Ain,200042935,Communauté d'agglomération Haut - Bugey Agglomération,SCoT du Haut-Bugey,30,Commune hors attraction des villes,30,241,0,241,0,0,0,0,241,0,241,0,0,0,0,0,0,0,0,0,0,0,1691,0,1691,0,0,0,0,0,0,0,0,0,0,0,446,0,0,0,0,0,446,1100,0,1100,0,0,0,0,0,0,0,0,0,0,0,1600,0,1600,0,0,0,0,16049,15747,286,0,16,0,0,4080,0,4080,0,0,0,0,2268,0,2268,0,0,0,0,9261,0,9261,0,0,0,0,630,0,630,0,0,0,0,1274,0,1274,0,0,0,0,38881,15747,22672,0,446,16,0,0.66,265,255,-10,103,112,9,165,141,-24,-5.98,9.64,-2509.7,5892652
01283,Oyonnax,84,Auvergne-Rhône-Alpes,01,Ain,200042935,Communauté d'agglomération Haut - Bugey Agglomération,SCoT du Haut-Bugey,11,Oyonnax,11,22560,7385,11509,0,2432,0,1234,22560,7386,11509,0,2433,0,1232,159780,150999,8265,483,33,0,0,38741,34828,3913,0,0,0,0,19231,10637,8594,0,0,0,0,8711,4343,3392,0,975,0,1,14506,1813,11522,0,1170,0,1,32974,20229,12679,0,66,0,0,25060,489,24513,0,58,0,0,51062,34256,11349,5237,220,0,0,645,0,645,0,0,0,0,20198,12770,6224,1181,23,0,0,20345,6009,9224,4992,120,0,0,152417,15418,111705,2194,23100,0,0,22275,4506,15304,138,2326,0,1,611065,311068,250347,14225,2469,32956,0,1.69,22392,22277,-115,9385,9463,78,10482,10665,182,18.0,11.65,-1256.04,36065737
01284,Ozan,84,Auvergne-Rhône-Alpes,01,Ain,200071371,Communauté de communes Bresse et Saône,SCoT Bresse - Val-de-Saône,20,Mâcon,20,2000,0,1987,0,12,0,1,2000,0,1988,0,13,0,-1,7154,2833,2216,0,2105,0,0,10312,10302,10,0,0,0,0,3294,0,3268,0,26,0,0,9207,0,8643,0,564,0,0,39328,10699,26028,0,2601,0,0,0,0,0,0,0,0,0,7740,4629,3111,0,0,0,0,30093,0,27273,548,1509,0,763,8886,0,8848,0,37,0,1,6973,4165,2808,0,0,0,0,25971,16369,8641,316,645,0,0,4025,0,4025,0,0,0,0,0,0,0,0,0,0,0,156983,48997,98846,864,764,7512,0,2.39,668,725,57,245,294,49,165,193,28,8.28,7.2,1631.93,6574513
01285,Parcieux,84,Auvergne-Rhône-Alpes,01,Ain,200042497,Communauté de communes Dombes Saône Vallée,SCoT du Val de Saône-Dombes,20,Lyon,20,5225,0,4730,0,495,0,0,5226,0,4730,0,496,0,0,6742,53,6278,0,411,0,0,3290,0,3290,0,0,0,0,0,0,0,0,0,0,0,1784,0,1784,0,0,0,0,1858,0,0,0,1858,0,0,0,0,0,0,0,0,0,4067,0,4067,0,0,0,0,4198,0,3088,0,1109,0,1,4248,0,4248,0,0,0,0,1364,0,1188,0,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38002,53,33403,0,1,4545,0,1.20,1171,1319,148,437,505,68,167,194,27,60.37,54.01,106.32,3158002
01286,Parves et Nattages,84,Auvergne-Rhône-Alpes,01,Ain,200040350,Communauté de communes Bugey Sud,SCoT du Bugey,20,Chambéry,20,4254,0,4098,0,156,0,0,4254,0,4098,0,156,0,0,19023,0,18947,0,76,0,0,4160,0,4160,0,0,0,0,6320,0,5753,0,567,0,0,8287,0,7444,0,843,0,0,8448,0,8448,0,0,0,0,1486,0,1486,0,0,0,0,3029,0,3013,0,16,0,0,12884,0,12617,0,267,0,0,1228,0,1228,0,0,0,0,4222,0,4222,0,0,0,0,11196,0,11196,0,0,0,0,7312,0,6864,0,448,0,0,9006,0,8905,0,101,0,0,105109,0,102479,0,0,2630,0,0.66,938,955,17,385,410,25,68,66,-2,7.35,8.06,1841.0,15835295
01288,Péron,84,Auvergne-Rhône-Alpes,01,Ain,240100750,Communauté d'agglomération du Pays de Gex,SCoT Pays de Gex,20,Genève - Annemasse (partie française),20,8505,0,8419,0,86,0,0,8505,0,8419,0,86,0,0,21352,1238,17671,0,2443,0,0,70672,22445,39490,2070,5567,0,1100,1942,0,1759,0,183,0,0,3195,0,3195,0,0,0,0,22079,10976,9729,769,605,0,0,23376,11052,11479,126,719,0,0,6847,0,5668,0,1179,0,0,6413,0,6277,0,136,0,0,13562,6602,6859,0,101,0,0,7040,0,6960,0,80,0,0,10781,0,10749,0,32,0,0,5761,0,5414,0,347,0,0,11779,1637,10010,0,132,0,0,221809,53950,152098,2965,1100,11696,0,0.85,2537,2838,301,1046,1197,152,361,427,66,27.48,32.36,263.51,25947954
01289,Péronnas,84,Auvergne-Rhône-Alpes,01,Ain,200071751,Communauté d'agglomération du Bassin de Bourg-en-Bresse,SCoT Bourg-Bresse-Revermont,12,Bourg-en-Bresse,12,37605,3469,34136,0,0,0,0,37605,3469,34136,0,0,0,0,28369,0,20029,0,8340,0,0,20522,4134,15259,0,1129,0,0,46967,19,10792,0,1827,0,34329,87321,211,82331,0,4779,0,0,0,0,0,0,0,0,0,4322,514,3808,0,0,0,0,9636,88,9548,0,0,0,0,692,692,0,0,0,0,0,48098,0,46015,0,2082,0,1,4782,2970,1812,0,0,0,0,13530,0,10907,0,2623,0,0,4825,0,4825,0,0,0,0,10684,0,10684,0,0,0,0,354958,15566,284282,0,34330,20780,0,1.99,6241,6448,207,2720,2873,153,2610,2640,29,26.95,25.01,326.23,17869878
01290,Pérouges,84,Auvergne-Rhône-Alpes,01,Ain,240100883,Communauté de communes de la Plaine de l'Ain,SCoT BUCOPA,20,Lyon,20,8010,2855,4945,0,210,0,0,8011,2855,4946,0,210,0,0,8516,883,1991,0,5642,0,0,2753,0,2753,0,0,0,0,1549,0,1549,0,0,0,0,6913,0,6913,0,0,0,0,325,0,63,0,262,0,0,6194,484,5710,0,0,0,0,7508,0,3556,0,3952,0,0,2412,0,2412,0,0,0,0,10691,0,10691,0,0,0,0,6156,3000,3121,0,35,0,0,3349,0,3349,0,0,0,0,21168,0,21151,0,17,0,0,5060,0,5019,0,41,0,0,98615,10077,78169,0,0,10369,0,0.51,1205,1346,141,525,596,71,271,277,7,23.43,27.79,236.07,19292651
01291,Perrex,84,Auvergne-Rhône-Alpes,01,Ain,200070555,Communauté de communes de la Veyle,SCoT Bresse - Val-de-Saône,20,Bourg-en-Bresse,20,4415,527,3888,0,0,0,0,4416,528,3888,0,0,0,0,4571,0,4571,0,0,0,0,12241,0,9445,477,2319,0,0,7757,1754,5382,0,621,0,0,16655,0,16655,0,0,0,0,11174,2998,8100,0,76,0,0,13778,2302,11476,0,0,0,0,689,0,689,0,0,0,0,13706,0,13703,0,3,0,0,7952,7042,910,0,0,0,0,93,0,93,0,0,0,0,7659,6830,695,0,134,0,0,16861,0,16817,0,44,0,0,6871,0,6869,0,2,0,0,128838,21981,103181,477,0,3199,0,1.15,810,852,42,329,364,35,185,203,19,11.39,10.01,1128.38,11173808
