qp2024,label_qp2024,statut,qp2015_1,label_qp2015_1,qp2015_2,label_qp2015_2,qp2015_3,label_qp2015_3
QN00101M,Grande Reyssouze Terre des Fleurs,MODIFIE,QP001001,Grande Reyssouze Terre Des Fleurs,,,,
QN00102M,Croix Blanche,MODIFIE,QP001002,Croix Blanche,,,,
QN00103M,Les Courbes de l’Albarine,MODIFIE,QP001005,Les Courbes De L'Albarine,,,,
QN00104M,La Plaine - La Forge - Guynemer,MODIFIE,QP001006,La Plaine - La Forge,,,,
QN00105I,Pré des Saules,INCHANGE,QP001007,Pré Des Saules,,,,
QN00106M,Clos Morcel - Brillat-Savarin - Bouvardière,MODIFIE,QP001008,Brillat - Savarin,,,,
QN00107M,La Maladière - Les Peupliers,MODIFIE,QP001009,Maladière,,,,
QN00201M,Europe,MODIFIE,QP002001,Europe,,,,
QN00202M,Faubourg D'Isle,MODIFIE,QP002002,Faubourg D'Isle,,,,
QN00203M,Neuville,MODIFIE,QP002003,Neuville,,,,
QN00204M,Vermandois,MODIFIE,QP002004,Vermandois,,,,
QN00205M,Champ Roland Et Bords De L'Oise,MODIFIE,QP002005,Champ Roland Et Bords De L'Oise,,,,
QN00206M,Gare Et Verrière,MODIFIE,QP002006,Gare Et Verrière,,,,
QN00207M,Quartier De L'Artilleur,MODIFIE,QP002007,Quartier De L'Artilleur,,,,
QN00208M,Roosevelt Rebequet,MODIFIE,QP002008,Roosevelt Rebequet,,,,
QN00209M,Quartier De La Résidence,MODIFIE,QP002009,Quartier De La Résidence,,,,
QN00210M,Montreuil,MODIFIE,QP002010,Montreuil,,,,
QN00211M,Champagne Moulin - Roux,MODIFIE,QP002011,Champagne Moulin - Roux,,,,
QN00212M,Saint-Crépin Ouest,MODIFIE,QP002012,Saint-Crépin Ouest,,,,
QN00213M,Presles,MODIFIE,QP002013,Presles,,,,
QN00214M,Chevreux,MODIFIE,QP002014,Chevreux,,,,
QN00215M,Route De Vivières,MODIFIE,QP002015,Route De Vivières,,,,
QN00216M,Blanchard,MODIFIE,QP002016,Blanchard,,,,
QN00217M,Vaucrises,MODIFIE,QP002017,Vaucrises,,,,
QN00301M,Coeur D’Agglo,MODIFIE,QP003001,Coeur D'Agglo,,,,
QN00302I,Les Ailes/Port Charmeil,INCHANGE,QP003002,Les Ailes,,,,
QN00303M,Moulins-Sud,MODIFIE,QP003003,Moulins-Sud,,,,
QN00304M,Rive Gauche,MODIFIE,QP003004,Rive Gauche,,,,
QN00305M,Fontbouillant,MODIFIE,QP003005,Fontbouillant,,,,
QN00306M,Bien-Assis,MODIFIE,QP003006,Bien-Assis,,,,
QN00401M,Centre Ville - Pigeonnier,MODIFIE,QP004001,Centre Ville - Pigeonnier,,,,
QN00402M,Quartier Est,MODIFIE,QP004002,Centre Ville - Saint-Lazare,,,,
QN00403M,Quartier Ouest,MODIFIE,QP004003,Arc Serrets - Plantiers - Aliziers,,,,
QN00501M,Quartier du Haut-Gap,MODIFIE,QP005001,Haut - Gap,,,,
QN00601M,Las Planas - Le Rouret,MODIFIE,QP006001,Las Planas,,,,
QN00602M,Coeur De Ville - Hauts De Vallauris,MODIFIE,QP006002,Coeur De Ville - Hauts De Vallauris,,,,
QN00603M,Ranguin - Saint Pierre - Colline - Frayère,MODIFIE,QP006003,Ranguin-Frayère,QP006004,Genêts - Oliviers - Saint-Pierre,,
QN00604M,Grand Centre,MODIFIE,QP006005,Grand Centre,,,,
QN00605I,Les Fleurs de Grasse,INCHANGE,QP006006,Les Fleurs De Grasse,,,,
QN00606I,La Condamine,INCHANGE,QP006007,La Condamine,,,,
QN00607M,Centre,MODIFIE,QP006008,Centre,,,,
QN00608I,Les Moulins - Le Point Du Jour,INCHANGE,QP006010,Les Moulins - Le Point Du Jour,,,,
QN00609I,Les Sagnes,INCHANGE,QP006011,Les Sagnes,,,,
QN00610M,Centre,MODIFIE,QP006012,Centre,,,,
QN00611M,Paillon,MODIFIE,QP006013,Paillon,,,,
QN00612M,Ariane - Le Manoir - Gares,MODIFIE,QP006014,Ariane - Le Manoir,,,,
QN00613M,Centre,MODIFIE,QP006016,Centre,,,,
QN00614N,Le Château,NOUVEAU,,,,,,
QN00701I,Quartiers D’Avenir,INCHANGE,QP007001,Le Contrat Ville Des Quartiers D'Avenir D'Aubenas,,,,
QN00702M,Coeur De Ville,MODIFIE,QP007002,Coeur De Ville,,,,
QN00703I,Sud Avenir,INCHANGE,QP007003,Sud Avenir,,,,
QN00704M,Les Hauts De Ville,MODIFIE,QP007004,Les Hauts De Ville,,,,
QN00705M,Nouvel Horizon,MODIFIE,QP007005,Nouvel Horizon,,,,
QN00801M,Manchester,MODIFIE,QP008001,Manchester,,,,
QN00802M,Ronde Couture,MODIFIE,QP008002,Ronde Couture,,,,
QN00803I,La Houillère,INCHANGE,QP008003,La Houillère,,,,
QN00804M,La Couronne,MODIFIE,QP008004,La Couronne,,,,
QN00805M,Torcy Cités,MODIFIE,QP008005,Torcy Cités,,,,
QN00806M,Torcy Centre,MODIFIE,QP008006,Torcy Centre,,,,
QN00807M,Le Lac - Centre Ancien,MODIFIE,QP008007,Le Lac - Centre Ancien,,,,
QN00808M,Coeur De Vie,MODIFIE,QP008008,Coeur De Vie,,,,
QN00901M,Coeur de ville,MODIFIE,QP009001,Coeur De Ville,,,,
QN00902M,Centre ancien - Quartier de la Gare,MODIFIE,QP009002,Centre Ancien,,,,
QN00903I,Centre ancien - La Gloriette,INCHANGE,QP009003,Centre Ancien - La Gloriette,,,,
QN01001I,Gare,INCHANGE,QP010001,Gare,,,,
QN01002M,Bords De Seine,MODIFIE,QP010002,Bords De Seine,,,,
QN01003M,Chantereigne Montvilliers Beau-Toquat,MODIFIE,QP010003,Chantereigne Montvilliers Beau-Toquat,,,,
QN01004I,Debussy,INCHANGE,QP010004,Debussy,,,,
QN01005M,Maugout,MODIFIE,QP010005,Maugout,,,,
QN01006M,Chartreux Lisière,MODIFIE,QP010006,Chartreux,,,,
QN01007I,Jules Guesde,INCHANGE,QP010007,Jules Guesde,,,,
QN01008I,Sénardes,INCHANGE,QP010008,Sénardes,,,,
QN01009M,Point Du Jour,MODIFIE,QP010009,Point Du Jour,,,,
QN01010M,Lumières Boucher Champagne,MODIFIE,QP010010,Quartier Des Lumières - Alfred Boucher,,,,
QN01101I,Quartier Aude,INCHANGE,QP011001,Quartier Aude,,,,
QN01102I,La Conte - Ozanam,INCHANGE,QP011002,La Conte - Ozanam,,,,
QN01103I,Le Viguier - Saint-Jacques,INCHANGE,QP011003,Le Viguier - Saint-Jacques,,,,
QN01104I,Bastide Pont-Vieux,INCHANGE,QP011004,Bastide Pont-Vieux,,,,
QN01105I,Fleming La Reille,INCHANGE,QP011005,Fleming La Reille,,,,
QN01106M,Grazailles,MODIFIE,QP011006,Grazailles,,,,
QN01107I,Narbonne Ouest,INCHANGE,QP011007,Narbonne Ouest,,,,
QN01108I,Narbonne Centre,INCHANGE,QP011008,Narbonne Centre,,,,
QN01109I,Narbonne Est,INCHANGE,QP011009,Narbonne Est,,,,
QN01110I,Centre-ville,INCHANGE,QP011010,Centre Ville,,,,
QN01201M,Quatre Saisons,MODIFIE,QP012001,Quatre Saisons,,,,
QN01202M,"Bastide, Tricot et Lapeyrade",MODIFIE,QP012002,La Bastide,,,,
QN01203N,Costes Rouges,NOUVEAU,,,,,,
QN01204N,Saint-Éloi et Camonil,NOUVEAU,,,,,,
QN01205N,Centre ancien et Beauregard,NOUVEAU,,,,,,
QN01301M,Florida Parc,MODIFIE,QP013001,Florida Parc,,,,
QN01302M,Quartier Centre Ville,MODIFIE,QP013002,Quartier Centre Ville,,,,
QN01303I,Saint Henri,INCHANGE,QP013003,Saint Henri,,,,
QN01304I,La Viste,INCHANGE,QP013005,La Viste,,,,
QN01305M,Roquecoquille,MODIFIE,QP013006,Roquecoquille,,,,
QN01306M,La Gavotte - Peyret,MODIFIE,QP013007,La Gavotte - Peyret,,,,
QN01307M,Château Saint Loup,MODIFIE,QP013008,Château Saint Loup,,,,
QN01308I,La Capelette,INCHANGE,QP013009,La Capelette,,,,
QN01309M,Griffeuille,MODIFIE,QP013010,Griffeuille,,,,
QN01310I,Barriol,INCHANGE,QP013011,Barriol,,,,
QN01311I,Le Trébon,INCHANGE,QP013012,Le Trébon,,,,
QN01312M,Centre Historique - Ferrages,MODIFIE,QP013013,Centre Historique - Ferrages,,,,
QN01313M,Jas-De-Bouffan,MODIFIE,QP013014,Jas-De-Bouffan,,,,
QN01314M,Beisson,MODIFIE,QP013015,Beisson,,,,
QN01315M,Encagnane,MODIFIE,QP013016,Encagnane,,,,
QN01316M,Corsy,MODIFIE,QP013017,Corsy,,,,
QN01317I,Secteur Centre,INCHANGE,QP013018,Secteur Centre,,,,
QN01318I,La Frescoule,INCHANGE,QP013019,La Frescoule,,,,
QN01319I,Le Charrel,INCHANGE,QP013020,Le Charrel,,,,
QN01320I,Mas de Pouane,INCHANGE,QP013021,Mas de Pouane,,,,
QN01321I,Notre Dame Des Marins,INCHANGE,QP013022,Notre Dame Des Marins,,,,
QN01322M,Canto Perdrix,MODIFIE,QP013023,Canto Perdrix,,,,
QN01323I,Les Aigues Douces,INCHANGE,QP013024,Les Aigues Douces,,,,
QN01324M,Les Comtes,MODIFIE,QP013025,Les Comtes,,,,
QN01325M,Centre historique,INCHANGE,QP013027,Centre Historique,,,,
QN01326I,Quartier Béalet-Bessons-Mariélie,INCHANGE,QP013028,Quartier Béalet-Bessons-Mariélie,,,,
QN01327I,Les Canourgues,INCHANGE,QP013029,Les Canourgues,,,,
QN01328I,La Monaque,INCHANGE,QP013030,La Monaque,,,,
QN01329I,Centre ville,INCHANGE,QP013031,Centre ville,,,,
QN01330M,Centre Ville 1er et 2e arrondissements,MODIFIE,QP013032,Centre Ville Canet Arnavaux Jean Jaurès,,,,
QN01331M,Canet Arnavaux Jean Jaurès,MODIFIE,QP013032,Centre Ville Canet Arnavaux Jean Jaurès,,,,
QN01332M,Centre Ville 3e arrondissement,MODIFIE,QP013032,Centre Ville Canet Arnavaux Jean Jaurès,,,,
QN01333I,La Cravache Le Trioulet,INCHANGE,QP013033,La Cravache Le Trioulet,,,,
QN01334I,La Cayolle,INCHANGE,QP013034,La Cayolle,,,,
QN01335M,La Sauvagère,MODIFIE,QP013035,La Sauvagère,,,,
QN01336M,Benza,MODIFIE,QP013036,Benza,,,,
QN01337I,Saint Thys,INCHANGE,QP013037,Saint Thys,,,,
QN01338I,Air Bel,INCHANGE,QP013038,Air Bel,,,,
QN01339I,La Rouguière,INCHANGE,QP013039,La Rouguière,,,,
QN01340I,Valbarelle Néréïdes Bosquet,INCHANGE,QP013040,Valbarelle Néréïdes Bosquet,,,,
QN01341I,Les Escourtines,INCHANGE,QP013041,Les Escourtines,,,,
QN01342I,Malpassé Corot,INCHANGE,QP013042,Malpassé Corot,,,,
QN01343I,Balustres Cerisaie,INCHANGE,QP013043,Balustres Cerisaie,,,,
QN01344M,Frais Vallon,MODIFIE,QP013044,Frais Vallon Le Clos La Rose,,,,
QN01345M,Le Clos La Rose,MODIFIE,QP013044,Frais Vallon Le Clos La Rose,,,,
QN01346M,Le Petit Séminaire,MODIFIE,QP013045,Le Petit Séminaire,,,,
QN01347I,La Marie,INCHANGE,QP013046,La Marie,,,,
QN01348M,Les Olives,MODIFIE,QP013047,Les Olives,,,,
QN01349M,La Simiane La Paternelle Vieux Moulin,MODIFIE,QP013048,La Simiane La Paternelle,,,,
QN01350M,Saint Gabriel Bon Secours,MODIFIE,QP013049,Bon Secours Les Rosiers Marine Bleue Grand Saint Barthélémy Saint Jérôme,,,,
QN01351M,Saint Jérôme Les Tilleuls,MODIFIE,QP013049,Bon Secours Les Rosiers Marine Bleue Grand Saint Barthélémy Saint Jérôme,,,,
QN01352M,Grand Saint Barthélémy,MODIFIE,QP013049,Bon Secours Les Rosiers Marine Bleue Grand Saint Barthélémy Saint Jérôme,,,,
QN01353M,Le Castellas Les Micocouliers,MODIFIE,QP013050,Le Castellas Les Micocouliers Saint Joseph,,,,
QN01354M,La Castellane La Bricarde,MODIFIE,QP013051,La Castellane La Bricarde Plan D'Aou Saint Antoine,,,,
QN01355M,Plan d'Aou Saint Antoine,MODIFIE,QP013051,La Castellane La Bricarde Plan D'Aou Saint Antoine,,,,
QN01356I,Consolat Ruisseau Mirabeau,INCHANGE,QP013052,Consolat Ruisseau Mirabeau,,,,
QN01357M,Saint Louis Campagne Lévêque,MODIFIE,QP013053,La Calade Campagne Lévèque,,,,
QN01358I,Les Aygalades,INCHANGE,QP013054,Les Aygalades,,,,
QN01359I,Kalliste La Granière La Solidarité,INCHANGE,QP013055,Kalliste La Granière La Solidarité,,,,
QN01360M,La Savine Bosphore,MODIFIE,QP013056,La Savine,,,,
QN01361I,Les Tilleuls La Maurelette,INCHANGE,QP013057,Les Tilleuls La Maurelette,,,,
QN01362I,Cap Janet La Cabucelle Les Crottes,INCHANGE,QP013058,La Cabucelle,,,,
QN01363I,La Visitation - Bassens,INCHANGE,QP013059,La Visitation - Bassens,,,,
QN01364I,Saint André,INCHANGE,QP013060,Saint André,,,,
QN01365M,Le Prépaou,MODIFIE,QP013061,Le Prépaou,,,,
QN01366I,La Carraire,INCHANGE,QP013062,La Carraire,,,,
QN01367M,La Maille,MODIFIE,QP013063,La Maille,,,,
QN01368M,La Soude Bengale,MODIFIE,QP013064,La Soude Bengale,,,,
QN01369I,Caillols La Moularde,INCHANGE,QP013065,Caillols La Moularde,,,,
QN01370N,Boudème-les 2 Portes-Bargemont,NOUVEAU,,,,,,
QN01371N,Quartier prioritaire de Port-Saint-Louis-du-Rhône,NOUVEAU,,,,,,
QN01401M,Chemin Vert,MODIFIE,QP014001,Chemin Vert,,,,
QN01402M,Grâce De Dieu,MODIFIE,QP014002,Grâce De Dieu,,,,
QN01403M,Guérinière,MODIFIE,QP014003,Guérinière,,,,
QN01404M,Pierre Heuzé,MODIFIE,QP014004,Pierre Heuzé,,,,
QN01405I,Calvaire Saint Pierre,INCHANGE,QP014005,Calvaire Saint Pierre,,,,
QN01406M,Grande Delle - Val - Belles Portes - Grand Parc - Haute Folie - Le Bois,MODIFIE,QP014007,Grande Delle - Val - Belles Portes - Grand Parc - Haute Folie,,,,
QN01407M,Le quartier prioritaire de Honfleur,MODIFIE,QP014008,Canteloup - Marronniers - Honfleur,,,,
QN01408M,Hauteville,MODIFIE,QP014009,Hauteville,,,,
QN01501M,Aurillac Sud,MODIFIE,QP015001,Aurillac Sud,,,,
QN01601M,Basseau - Grande Garenne,MODIFIE,QP016001,Basseau - Grande Garenne,,,,
QN01602I,Ma Campagne,INCHANGE,QP016002,Ma Campagne,,,,
QN01603M,Bel Air - La Grand Font,MODIFIE,QP016003,Bel Air - La Grand Font,,,,
QN01604M,L'Etang Des Moines,MODIFIE,QP016004,L'Etang Des Moines,,,,
QN01605M,Champ De Manoeuvre,MODIFIE,QP016005,Champ De Manoeuvre,,,,
QN01606M,Crouin,MODIFIE,QP016006,Crouin,,,,
QN01701M,Mireuil,MODIFIE,QP017001,Mireuil,,,,
QN01702M,Villeneuve-les-Salines,MODIFIE,QP017002,Villeneuve-Les-Salines,,,,
QN01703M,Boiffiers - Bellevue,MODIFIE,QP017003,Bellevue - Boiffiers,,,,
QN01704I,Sud Centre-Ville - Avant-Garde,INCHANGE,QP017004,Centre Ville - Avant-Garde,,,,
QN01705M,Petit Marseille - Gélinerie,MODIFIE,QP017005,Le Petit Marseille,,,,
QN01706M,L’Estuaire,MODIFIE,QP017006,Eco quartier l'Yeuse-La Robinière,,,,
QN01707M,Port-Neuf,MODIFIE,QP017007,Port-Neuf,,,,
QN01801M,Bourges Nord,MODIFIE,QP018001,Bourges Nord,,,,
QN01802M,Val d'Auron - Bourges,MODIFIE,QP018002,Val D'Auron - Bourges,,,,
QN01803M,Le Vernet - Saint Amand Montrond,MODIFIE,QP018003,Le Vernet - Saint Amand Montrond,,,,
QN01804M,Clos Du Roy - Centre Ville - Vierzon,MODIFIE,QP018004,Clos Du Roy - Centre Ville - Vierzon,,,,
QN01901M,Quartier de Rivet,MODIFIE,QP019001,Rivet,,,,
QN01902M,Quartier Tujac-Gaubre,MODIFIE,QP019002,Tujac,,,,
QN01903M,Quartier des Chapélies,MODIFIE,QP019003,Les Chapélies,,,,
QN02101M,Le Mail,MODIFIE,QP021002,Le Mail,,,,
QN02102M,Fontaine D'Ouche,MODIFIE,QP021003,Fontaine D'Ouche,,,,
QN02103M,Les Grésilles,MODIFIE,QP021004,Les Grésilles,,,,
QN02104M,Le Bief Du Moulin,MODIFIE,QP021005,Le Bief Du Moulin,,,,
QN02105M,Le Belvédère,MODIFIE,QP021006,Le Belvédère,,,,
QN02106N,Quétigny Centre,NOUVEAU,,,,,,
QN02201M,Ar Santé - Les Fontaines,MODIFIE,QP022001,Ar Santé - Les Fontaines,,,,
QN02202M,Ker Uhel,MODIFIE,QP022002,Ker Uhel,,,,
QN02203I,Croix Saint-Lambert - Ville Oger,INCHANGE,QP022004,Croix Saint-Lambert - Ville Oger,,,,
QN02204M,Le Plateau - Europe - Balzac,MODIFIE,QP022005,Le Plateau - Europe - Balzac,,,,
QN02205I,Waron - Point du jour,INCHANGE,QP022006,Point Du Jour,,,,
QN02206I,La Fontaine des Eaux,INCHANGE,QP022007,La Fontaine Des Eaux,,,,
QN02207N,Castel Pic - Roudourou - La Madeleine,NOUVEAU,,,,,,
QN02301M,L’Albatros,MODIFIE,QP023001,L'Albatros,,,,
QN02401M,Quartier Rive-Gauche,MODIFIE,QP024001,Rive Gauche,,,,
QN02402M,Quartier Centre-ville,MODIFIE,QP024002,Quartier Des Deux Rives,,,,
QN02403M,Quartier Nord,MODIFIE,QP024003,Quartier Nord,,,,
QN02404M,Chamiers,MODIFIE,QP024004,Chamiers,,,,
QN02405M,La Boucle de l’Isle,MODIFIE,QP024005,La Boucle De L'Isle,,,,
QN02501M,Le Grand-Longs-Traits/Berlioz,MODIFIE,QP025001,Le Grand Longs Traits,,,,
QN02502M,Orchamps-Palente,MODIFIE,QP025003,Orchamps - Palente,,,,
QN02503M,Planoise,MODIFIE,QP025004,Planoise,,,,
QN02504M,Montrapon,MODIFIE,QP025005,Montrapon,,,,
QN02505M,Clairs Soleil,MODIFIE,QP025006,Clairs Soleils,,,,
QN02506M,Les Champs Montants,MODIFIE,QP025007,Les Champs Montants,,,,
QN02507M,Champvallon,MODIFIE,QP025008,Champvallon,,,,
QN02508M,Les Fougères,MODIFIE,QP025009,Les Fougères,,,,
QN02509M,Chiffogne,MODIFIE,QP025010,Chiffogne,,,,
QN02510M,Petite Hollande,MODIFIE,QP025011,Petite Hollande,,,,
QN02511M,Les Evoironnes,MODIFIE,QP025012,Les Evoironnes,,,,
QN02512M,Les Buis,MODIFIE,QP025013,Les Buis,,,,
QN02513N,Batteries du Parc,NOUVEAU,,,,,,
QN02514N,Forges - Montanot,NOUVEAU,,,,,,
QN02515N,Hauts de Saint-Claude,NOUVEAU,,,,,,
QN02516N,Les Pareuses,NOUVEAU,,,,,,
QN02517N,Battant,NOUVEAU,,,,,,
QN02601I,Centre Ancien,INCHANGE,QP026001,Centre Ancien,,,,
QN02602M,Quartiers Ouest,MODIFIE,QP026002,Quartiers Ouest,,,,
QN02603M,Nocaze,MODIFIE,QP026003,Nocaze,,,,
QN02604M,Centre Historique,MODIFIE,QP026004,Centre Ancien,,,,
QN02605I,Quartiers Est,INCHANGE,QP026005,Quartier Est,,,,
QN02606M,Polygone,MODIFIE,QP026006,Polygone,,,,
QN02607M,Les Hauts de Valence,MODIFIE,QP026007,Les Hauts De Valence,,,,
QN02608I,Valensolles,INCHANGE,QP026008,Valensoles,,,,
QN02609M,Chamberlière,MODIFIE,QP026009,Chamberlière,,,,
QN02610M,Le Roc,MODIFIE,QP026010,Le Roc,,,,
QN02612M,Clairval,MODIFIE,QP026011,Coeur De Loriol,,,,
QN02611M,Cœur de Loriol,MODIFIE,QP026012,Clairval,,,,
QN02701M,Les Eglantiers - Valmeux Blanchères - Boutardes,MODIFIE,QP027001,Valmeux - Blanchères,QP027002,Boutardes,,
QN02702M,La Madeleine,MODIFIE,QP027003,La Madeleine,,,,
QN02703M,Nétreville,MODIFIE,QP027004,Nétreville,,,,
QN02704M,Navarre,MODIFIE,QP027005,Navarre,,,,
QN02705M,Maison-Rouge,MODIFIE,QP027006,Maison-Rouge,,,,
QN02706M,Acacias - La Londe - Les Oiseaux - Salengro,MODIFIE,QP027007,Acacias - La Londe - Les Oiseaux,,,,
QN02707M,Centre ville,MODIFIE,QP027008,Centre Ville,,,,
QN02708M,Le Bourg Le Comte,MODIFIE,QP027009,Le Bourg Le Comte,,,,
QN02709M,L’Europe,MODIFIE,QP027010,L'Europe,,,,
QN02710M,La Passerelle,MODIFIE,QP027011,La Passerelle,,,,
QN02711N,Gailloncelle - Verte Bonne - Jardin du Bas,NOUVEAU,,,,,,
QN02712N,Quartier du Stade,NOUVEAU,,,,,,
QN02801M,Les Vauvettes,MODIFIE,QP028001,Les Vauvettes,,,,
QN02802M,Les Clos,MODIFIE,QP028002,Quartier Des Clos,,,,
QN02803M,Vieux Puits - Paradis - Maunoury,MODIFIE,QP028003,Vieux Puits,,,,
QN02804M,Bruxelles - Arcades - Béguines,MODIFIE,QP028004,Bruxelles - Arcades - Béguines,,,,
QN02805I,Tallemont - Bretagne,INCHANGE,QP028005,Tallemont - Bretagne,,,,
QN02806M,Les Bâtes Tabellionne,MODIFIE,QP028006,Les Bâtes Tabellionne,,,,
QN02807M,Les Rochelles - Barthou,MODIFIE,QP028007,Les Rochelles - Barthou,,,,
QN02808M,Dunant - Kennedy,MODIFIE,QP028008,Dunant - Kennedy,,,,
QN02809M,Beauvoir,MODIFIE,QP028009,Camus - Schweitzer,,,,
QN02810M,Le Val,MODIFIE,QP028010,Le Val,,,,
QN02811N,La Madeleine,NOUVEAU,,,,,,
QN02901M,Kerandon,MODIFIE,QP029001,Kerandon,,,,
QN02902M,Kermoysan,MODIFIE,QP029002,Kermoysan,,,,
QN02903M,Kerourien,MODIFIE,QP029003,Kerourien,,,,
QN02904M,Bellevue,MODIFIE,QP029004,Bellevue,,,,
QN02905M,Keredern,MODIFIE,QP029005,Keredern,,,,
QN02906M,Lambézellec Bourg,MODIFIE,QP029006,Lambezellec Bourg,,,,
QN02907M,Pontanézen,MODIFIE,QP029007,Pontanezen,,,,
QN02908M,Queliverzan Pontaniou,MODIFIE,QP029008,Queliverzan Pontaniou,,,,
QN02909M,Kerangoff Loti,MODIFIE,QP029009,Kerangoff Loti,,,,
QN02A01M,Pifano,MODIFIE,QP02A001,Pifano,,,,
QN02A02M,Salines - Cannes,MODIFIE,QP02A002,Salines,,,,
QN02A03N,Nord rocade,NOUVEAU,,,,,,
QN02B01M,Bastia Meridiunale,MODIFIE,QP02B001,Quartier Sud,,,,
QN02B02M,Bastia Mezana,MODIFIE,QP02B002,Centre Ancien,,,,
QN03001I,Près Saint Jean - Cévennes - Tamaris - Cauvel-la Royale - Rochebelle - Centre ville,INCHANGE,QP030001,Près Saint Jean - Cévennes - Tamaris - Cauvel-la Royale - Rochebelle - Centre ville,,,,
QN03002M,Centre Ville,MODIFIE,QP030002,Centre Ville,,,,
QN03003M,Pissevin - Valdegour,MODIFIE,QP030003,Pissevin - Valdegour,,,,
QN03004I,Gambetta-Richelieu,INCHANGE,QP030004,Gambetta-Richelieu,,,,
QN03005I,Chemin-Bas D'Avignon - Clos d'Orville,INCHANGE,QP030005,Chemin-Bas D'Avignon - Clos D'Orville,,,,
QN03006I,Mas De Mingue,INCHANGE,QP030006,Mas De Mingue,,,,
QN03007M,Route de Beaucaire,MODIFIE,QP030007,Route De Beaucaire,,,,
QN03008M,Némausus-Jonquilles - Haute Magaille - Oliviers,MODIFIE,QP030008,Némausus-Jonquilles - Haute Magaille - Oliviers,,,,
QN03009M,Sabatot - Centre Ancien,MODIFIE,QP030009,Sabatot - Centre Ancien,,,,
QN03010M,Escanaux - Coronelle - Citadelle - Vigan Braquet,MODIFIE,QP030010,Escanaux - Coronelle - Citadelle - Vigan Braquet,,,,
QN03011I,Centre Ville,INCHANGE,QP030011,Centre Ville,,,,
QN03012M,La Moulinelle,MODIFIE,QP030012,La Moulinelle,,,,
QN03013M,Centre Ville,MODIFIE,QP030013,Centre Ville,,,,
QN03014M,L'Ecusson,MODIFIE,QP030014,L'Ecusson,,,,
QN03015M,Les Costières,MODIFIE,QP030015,Les Costières,,,,
QN03016M,"La Grand-Combe, les Salles du Gardon et  Branoux Les Taillades",MODIFIE,QP030016,Centre Ville - Arboux,QP030017,Trescol - La Levade,,
QN03017M,Quartier Amandiers-Mûriers,MODIFIE,QP030018,Quartier Prioritaire D'Uzès,,,,
QN03101M,Saint Jean,MODIFIE,QP031001,Saint Jean,,,,
QN03102M,Centre Ouest,MODIFIE,QP031002,Centre Ouest,,,,
QN03103M,Cœur et quartier de Saint-Gaudens,MODIFIE,QP031003,Coeur De Ville,,,,
QN03104M,Barradels,MODIFIE,QP031004,Barradels,,,,
QN03105M,Grand Val d'Aran-en-Jacca,MODIFIE,QP031005,Val D'Aran - Poitou - Pyrénées,QP031016,En Jacca,,
QN03106I,Pradettes,INCHANGE,QP031006,Pradettes,,,,
QN03107M,Grand Mirail,MODIFIE,QP031007,Grand Mirail,,,,
QN03108M,Arènes,MODIFIE,QP031008,Arènes,,,,
QN03109M,Empalot,MODIFIE,QP031010,Empalot,,,,
QN03110M,Izards - 3 Cocus - La Vache,MODIFIE,QP031011,Les Izards - La Vache,,,,
QN03111I,Cépière Beauregard,INCHANGE,QP031012,Cépière Beauregard,,,,
QN03112M,Breguet Lecrivain - Saint Exupéry,MODIFIE,QP031013,Saint Exupéry,,,,
QN03113M,Soupetard,MODIFIE,QP031014,Soupetard,,,,
QN03114M,Vivier Maçon,MODIFIE,QP031017,Vivier Maçon,,,,
QN03115I,La Gloire,INCHANGE,QP031019,La Gloire,,,,
QN03116N,Le Seycheron,NOUVEAU,,,,,,
QN03117N,Lalande Nord,NOUVEAU,,,,,,
QN03118N,Ginestous,NOUVEAU,,,,,,
QN03119N,La Fourguette,NOUVEAU,,,,,,
QN03201M,Grand Garros,MODIFIE,QP032001,Grand Garros,,,,
QN03301I,Quartier Champ de Course,INCHANGE,QP033001,Quartier Champ De Course,,,,
QN03302M,Yser - Pont de Madame,MODIFIE,QP033002,Yser - Pont De Madame,,,,
QN03303M,Quartier du Centre,MODIFIE,QP033003,Quartier Du centre,,,,
QN03304M,Quartier Bourg,MODIFIE,QP033004,Quartier Bourg,,,,
QN03305M,Quartier de l’Avenir,MODIFIE,QP033005,Quartier De L'Avenir,,,,
QN03306M,Carle Vernet - Terres Neuves,MODIFIE,QP033006,Carle Vernet -Terres Neuves,,,,
QN03307M,Le Lac,MODIFIE,QP033007,Le Lac,,,,
QN03308M,Marne-Capucins,MODIFIE,QP033008,Saint-Michel,,,,
QN03309M,Benauge - Henri Sellier - Léo Lagrange - Beausite,MODIFIE,QP033009,Benauge - Henri Sellier - Léo Lagrange,,,,
QN03310M,Grand-Parc,MODIFIE,QP033010,Grand-Parc,,,,
QN03311M,Bacalan,MODIFIE,QP033011,Bacalan,,,,
QN03312M,Palmer - Saraillère - 8 mai 45 - Dravemont,MODIFIE,QP033012,Palmer - Saraillère - 8 Mai 45 - Dravemont,,,,
QN03313M,Grand Caillou,MODIFIE,QP033013,Grand Caillou,,,,
QN03314M,Jean Jaurès,MODIFIE,QP033014,Jean-Jaurès,,,,
QN03315M,Barthez,MODIFIE,QP033015,Barthez,,,,
QN03316M,Carriet,MODIFIE,QP033016,Carriet,,,,
QN03317M,Génicart Est,MODIFIE,QP033017,Génicart Est,,,,
