zone_id,target_year,BE,FZ,GI,JZ,KZ,LZ,MN,OQ,RU,total
CR16,2010,90.0,200.0,465.0,90.0,105.0,20.0,505.0,205.0,205.0,1885.0
CR16,2011,85.0,240.0,550.0,100.0,115.0,25.0,545.0,105.0,225.0,1990.0
CR16,2012,75.0,215.0,485.0,100.0,115.0,40.0,530.0,95.0,230.0,1885.0
CR16,2013,80.0,195.0,495.0,95.0,100.0,25.0,520.0,110.0,190.0,1810.0
CR16,2014,80.0,250.0,505.0,95.0,80.0,20.0,545.0,80.0,225.0,1880.0
CR16,2015,75.0,235.0,480.0,95.0,145.0,20.0,490.0,415.0,165.0,2120.0
CR16,2016,100.0,230.0,460.0,80.0,130.0,25.0,495.0,385.0,200.0,2105.0
CR16,2017,80.0,240.0,435.0,95.0,140.0,30.0,480.0,385.0,210.0,2095.0
CR16,2018,85.0,360.0,485.0,80.0,135.0,30.0,515.0,430.0,220.0,2340.0
CR16,2019,115.0,330.0,555.0,80.0,130.0,35.0,655.0,455.0,235.0,2590.0
CR16,2020,95.0,350.0,605.0,105.0,135.0,30.0,635.0,485.0,250.0,2690.0
CR16,2021,135.0,355.0,705.0,115.0,125.0,35.0,675.0,495.0,235.0,2875.0
CR16,2022,120.0,475.0,600.0,120.0,130.0,30.0,700.0,545.0,245.0,2965.0
CR16,2023,145.0,445.0,660.0,120.0,45.0,35.0,815.0,600.0,295.0,3160.0
CR16,2024,95.0,395.0,620.0,115.0,85.0,25.0,710.0,485.0,265.0,2795.0
CR16,2025,85.0,265.0,580.0,120.0,30.0,40.0,705.0,370.0,255.0,2450.0
CR17,2007,420.0,1680.0,2890.0,1170.0,915.0,285.0,4685.0,155.0,1700.0,13900.0
CR17,2008,340.0,1385.0,2485.0,1000.0,920.0,275.0,4240.0,155.0,1600.0,12400.0
CR17,2009,300.0,990.0,2450.0,1015.0,775.0,200.0,4535.0,340.0,2130.0,12735.0
CR17,2010,265.0,840.0,2230.0,980.0,615.0,160.0,4040.0,310.0,1725.0,11165.0
CR17,2011,365.0,900.0,2530.0,1040.0,695.0,185.0,4620.0,145.0,1745.0,12225.0
CR17,2012,320.0,845.0,2445.0,1030.0,650.0,170.0,4450.0,135.0,1700.0,11745.0
CR17,2013,305.0,750.0,2545.0,1010.0,635.0,155.0,4315.0,105.0,1665.0,11485.0
CR17,2014,315.0,920.0,2640.0,1010.0,600.0,190.0,4505.0,100.0,1625.0,11905.0
CR17,2015,345.0,1000.0,2420.0,1100.0,725.0,160.0,4435.0,2850.0,1595.0,14630.0
CR17,2016,355.0,845.0,2475.0,1070.0,870.0,180.0,4435.0,2655.0,1635.0,14520.0
CR17,2017,370.0,940.0,2350.0,1115.0,945.0,200.0,4410.0,2765.0,1685.0,14780.0
CR17,2018,365.0,1220.0,2575.0,1160.0,855.0,215.0,4865.0,3075.0,1765.0,16095.0
CR17,2019,425.0,1360.0,3310.0,1295.0,855.0,205.0,5575.0,3590.0,1805.0,18420.0
CR17,2020,400.0,1220.0,3705.0,1225.0,795.0,195.0,5135.0,3335.0,1730.0,17740.0
CR17,2021,520.0,1530.0,4280.0,1400.0,815.0,215.0,5535.0,3930.0,1765.0,19990.0
CR17,2022,495.0,1745.0,3695.0,1340.0,820.0,215.0,5800.0,4700.0,2085.0,20895.0
CR17,2023,485.0,1735.0,4120.0,1510.0,280.0,205.0,6785.0,4565.0,2025.0,21710.0
CR17,2024,415.0,1315.0,3755.0,1330.0,555.0,175.0,6030.0,3620.0,1780.0,18975.0
CR17,2025,340.0,1115.0,3285.0,1345.0,225.0,225.0,5415.0,2850.0,1770.0,16570.0
CR18,2007,180.0,790.0,855.0,180.0,205.0,60.0,710.0,175.0,435.0,3590.0
CR18,2008,140.0,640.0,695.0,155.0,205.0,110.0,700.0,160.0,355.0,3160.0
CR18,2009,135.0,410.0,665.0,160.0,150.0,60.0,745.0,360.0,465.0,3150.0
CR18,2010,125.0,335.0,650.0,125.0,110.0,30.0,575.0,245.0,355.0,2550.0
CR18,2011,120.0,405.0,700.0,150.0,125.0,50.0,645.0,135.0,340.0,2670.0
CR18,2012,110.0,335.0,685.0,145.0,115.0,35.0,660.0,110.0,345.0,2540.0
CR18,2013,100.0,365.0,685.0,145.0,115.0,35.0,675.0,100.0,355.0,2575.0
CR18,2014,140.0,405.0,645.0,140.0,145.0,20.0,645.0,120.0,300.0,2560.0
CR18,2015,140.0,410.0,615.0,130.0,195.0,35.0,650.0,555.0,305.0,3035.0
CR18,2016,115.0,420.0,600.0,115.0,180.0,35.0,650.0,555.0,315.0,2985.0
CR18,2017,140.0,475.0,600.0,140.0,175.0,40.0,735.0,570.0,355.0,3230.0
CR18,2018,150.0,530.0,560.0,120.0,180.0,45.0,740.0,600.0,405.0,3330.0
CR18,2019,160.0,605.0,790.0,170.0,195.0,45.0,865.0,630.0,420.0,3880.0
CR18,2020,165.0,600.0,860.0,160.0,180.0,45.0,805.0,615.0,375.0,3805.0
CR18,2021,225.0,620.0,935.0,150.0,175.0,50.0,825.0,670.0,410.0,4060.0
CR18,2022,185.0,735.0,830.0,170.0,175.0,35.0,930.0,735.0,435.0,4230.0
CR18,2023,195.0,750.0,945.0,165.0,75.0,60.0,1105.0,785.0,430.0,4510.0
CR18,2024,155.0,655.0,920.0,170.0,130.0,35.0,960.0,670.0,400.0,4095.0
CR18,2025,160.0,515.0,790.0,180.0,45.0,60.0,875.0,505.0,375.0,3505.0
CR19,2007,80.0,410.0,545.0,150.0,135.0,40.0,555.0,35.0,405.0,2355.0
CR19,2008,60.0,325.0,460.0,140.0,145.0,80.0,575.0,25.0,365.0,2175.0
CR19,2009,55.0,265.0,415.0,120.0,135.0,40.0,625.0,85.0,400.0,2140.0
CR19,2010,60.0,150.0,485.0,105.0,80.0,35.0,535.0,55.0,360.0,1865.0
CR19,2011,60.0,205.0,425.0,155.0,105.0,35.0,535.0,20.0,350.0,1890.0
CR19,2012,55.0,145.0,425.0,145.0,105.0,25.0,570.0,30.0,295.0,1795.0
CR19,2013,55.0,160.0,460.0,140.0,95.0,25.0,580.0,20.0,270.0,1805.0
CR19,2014,55.0,180.0,480.0,130.0,110.0,30.0,525.0,20.0,260.0,1790.0
CR19,2015,65.0,190.0,510.0,125.0,100.0,30.0,560.0,420.0,275.0,2275.0
CR19,2016,85.0,180.0,455.0,120.0,135.0,30.0,565.0,460.0,280.0,2310.0
CR19,2017,75.0,230.0,420.0,120.0,120.0,35.0,600.0,465.0,290.0,2355.0
CR19,2018,95.0,275.0,490.0,140.0,140.0,45.0,670.0,490.0,295.0,2640.0
CR19,2019,90.0,320.0,640.0,155.0,110.0,30.0,700.0,530.0,290.0,2865.0
CR19,2020,85.0,325.0,765.0,150.0,130.0,35.0,795.0,510.0,310.0,3105.0
CR19,2021,90.0,335.0,730.0,175.0,145.0,30.0,690.0,505.0,255.0,2955.0
CR19,2022,105.0,370.0,605.0,140.0,130.0,35.0,825.0,590.0,295.0,3095.0
CR19,2023,100.0,475.0,690.0,180.0,50.0,35.0,935.0,590.0,295.0,3350.0
CR19,2024,85.0,315.0,635.0,165.0,100.0,40.0,815.0,570.0,265.0,2990.0
CR19,2025,70.0,280.0,585.0,180.0,35.0,40.0,805.0,440.0,280.0,2715.0
CR20,2007,55.0,310.0,455.0,95.0,105.0,25.0,390.0,15.0,195.0,1645.0
CR20,2008,50.0,270.0,430.0,110.0,105.0,35.0,415.0,10.0,160.0,1585.0
CR20,2009,40.0,220.0,380.0,90.0,100.0,25.0,500.0,35.0,205.0,1595.0
CR20,2010,45.0,160.0,395.0,80.0,70.0,15.0,385.0,15.0,175.0,1340.0
CR20,2011,50.0,160.0,435.0,95.0,100.0,10.0,430.0,10.0,190.0,1480.0
CR20,2012,50.0,160.0,370.0,85.0,70.0,15.0,375.0,10.0,165.0,1300.0
CR20,2013,45.0,160.0,330.0,105.0,75.0,10.0,395.0,15.0,175.0,1310.0
CR20,2014,50.0,150.0,385.0,70.0,75.0,15.0,380.0,10.0,180.0,1315.0
CR20,2015,50.0,200.0,390.0,90.0,90.0,15.0,370.0,230.0,195.0,1630.0
CR20,2016,50.0,215.0,395.0,85.0,75.0,15.0,420.0,270.0,185.0,1710.0
CR20,2017,65.0,230.0,355.0,70.0,100.0,15.0,405.0,285.0,195.0,1720.0
CR20,2018,70.0,270.0,410.0,95.0,85.0,20.0,455.0,305.0,200.0,1910.0
CR20,2019,85.0,320.0,500.0,110.0,90.0,30.0,510.0,325.0,195.0,2165.0
CR20,2020,70.0,290.0,560.0,95.0,95.0,25.0,530.0,315.0,220.0,2200.0
CR20,2021,90.0,290.0,600.0,100.0,90.0,20.0,540.0,380.0,195.0,2305.0
CR20,2022,85.0,385.0,530.0,105.0,85.0,20.0,595.0,435.0,240.0,2480.0
CR20,2023,105.0,360.0,595.0,100.0,40.0,20.0,715.0,445.0,230.0,2610.0
CR20,2024,85.0,310.0,535.0,90.0,55.0,25.0,630.0,375.0,195.0,2300.0
CR20,2025,80.0,230.0,490.0,95.0,20.0,30.0,615.0,255.0,195.0,2010.0
CR21,2007,65.0,395.0,465.0,175.0,160.0,50.0,845.0,5.0,285.0,2445.0
CR21,2008,55.0,315.0,460.0,155.0,170.0,55.0,860.0,5.0,320.0,2395.0
CR21,2009,45.0,270.0,445.0,165.0,145.0,45.0,925.0,10.0,415.0,2465.0
CR21,2010,45.0,210.0,425.0,160.0,140.0,30.0,800.0,10.0,325.0,2145.0
CR21,2011,55.0,210.0,485.0,185.0,135.0,45.0,950.0,5.0,325.0,2395.0
CR21,2012,50.0,180.0,450.0,175.0,130.0,35.0,865.0,0.0,280.0,2165.0
CR21,2013,40.0,205.0,490.0,135.0,165.0,40.0,850.0,5.0,320.0,2250.0
CR21,2014,45.0,200.0,535.0,185.0,140.0,30.0,885.0,5.0,335.0,2360.0
CR21,2015,65.0,215.0,520.0,205.0,175.0,45.0,915.0,460.0,345.0,2945.0
CR21,2016,65.0,210.0,510.0,185.0,155.0,45.0,985.0,500.0,350.0,3005.0
CR21,2017,55.0,195.0,500.0,190.0,180.0,40.0,970.0,455.0,375.0,2960.0
CR21,2018,65.0,275.0,550.0,225.0,200.0,40.0,1065.0,575.0,330.0,3325.0
CR21,2019,75.0,315.0,615.0,240.0,190.0,55.0,1115.0,730.0,345.0,3680.0
CR21,2020,70.0,295.0,675.0,190.0,170.0,35.0,1075.0,565.0,295.0,3370.0
CR21,2021,100.0,340.0,735.0,245.0,185.0,55.0,1120.0,600.0,295.0,3675.0
CR21,2022,60.0,385.0,760.0,255.0,180.0,35.0,1175.0,670.0,375.0,3895.0
CR21,2023,80.0,395.0,800.0,260.0,70.0,40.0,1365.0,650.0,375.0,4035.0
CR21,2024,70.0,275.0,790.0,275.0,120.0,40.0,1200.0,565.0,345.0,3680.0
CR21,2025,75.0,235.0,605.0,290.0,45.0,40.0,1110.0,475.0,330.0,3205.0
CR22,2007,55.0,305.0,345.0,85.0,70.0,30.0,340.0,10.0,170.0,1410.0
CR22,2008,60.0,335.0,315.0,90.0,100.0,25.0,405.0,5.0,185.0,1520.0
CR22,2009,40.0,250.0,320.0,80.0,75.0,20.0,495.0,25.0,220.0,1525.0
CR22,2010,50.0,200.0,315.0,95.0,55.0,15.0,385.0,15.0,195.0,1325.0
CR22,2011,65.0,230.0,320.0,95.0,60.0,20.0,380.0,10.0,195.0,1375.0
CR22,2012,50.0,195.0,335.0,75.0,60.0,15.0,370.0,5.0,160.0,1265.0
CR22,2013,40.0,180.0,330.0,100.0,55.0,20.0,370.0,5.0,155.0,1255.0
CR22,2014,55.0,185.0,395.0,95.0,55.0,10.0,360.0,10.0,160.0,1325.0
CR22,2015,55.0,190.0,335.0,65.0,65.0,15.0,355.0,210.0,165.0,1455.0
CR22,2016,50.0,210.0,405.0,85.0,80.0,45.0,410.0,240.0,185.0,1710.0
CR22,2017,55.0,220.0,395.0,90.0,75.0,15.0,365.0,220.0,195.0,1630.0
CR22,2018,65.0,320.0,380.0,95.0,75.0,25.0,445.0,275.0,200.0,1880.0
CR22,2019,70.0,365.0,550.0,95.0,50.0,15.0,540.0,315.0,215.0,2215.0
CR22,2020,55.0,310.0,575.0,120.0,65.0,15.0,530.0,290.0,210.0,2170.0
CR22,2021,85.0,420.0,645.0,130.0,70.0,15.0,550.0,340.0,205.0,2460.0
CR22,2022,80.0,485.0,605.0,140.0,50.0,25.0,695.0,500.0,250.0,2830.0
CR22,2023,75.0,500.0,605.0,150.0,15.0,25.0,770.0,500.0,235.0,2875.0
CR22,2024,55.0,460.0,620.0,105.0,50.0,25.0,700.0,380.0,250.0,2645.0
CR22,2025,75.0,305.0,605.0,145.0,15.0,25.0,650.0,290.0,235.0,2345.0
CR23,2007,365.0,1810.0,4205.0,1490.0,1005.0,420.0,5625.0,75.0,2780.0,17775.0
CR23,2008,340.0,1680.0,3525.0,1500.0,1175.0,440.0,5570.0,85.0,2715.0,17030.0
CR23,2009,305.0,1330.0,3365.0,1630.0,1105.0,285.0,6540.0,190.0,4180.0,18930.0
CR23,2010,295.0,1015.0,3290.0,1390.0,890.0,245.0,5875.0,115.0,3285.0,16400.0
CR23,2011,360.0,1280.0,3820.0,1530.0,1135.0,280.0,6220.0,45.0,3105.0,17775.0
CR23,2012,370.0,1115.0,3905.0,1485.0,1110.0,340.0,5805.0,45.0,2810.0,16985.0
CR23,2013,320.0,940.0,3925.0,1530.0,1020.0,305.0,5905.0,50.0,2865.0,16860.0
CR23,2014,410.0,945.0,4070.0,1590.0,1290.0,300.0,6425.0,50.0,2820.0,17900.0
CR23,2015,480.0,1080.0,4150.0,1735.0,1240.0,325.0,6585.0,2890.0,2880.0,21365.0
CR23,2016,465.0,1170.0,4760.0,1870.0,1710.0,370.0,7020.0,3025.0,2970.0,23360.0
CR23,2017,500.0,1220.0,4520.0,1845.0,1600.0,380.0,7280.0,3190.0,3190.0,23725.0
CR23,2018,530.0,1700.0,4905.0,2005.0,1365.0,380.0,7820.0,3495.0,3210.0,25410.0
CR23,2019,640.0,1955.0,6170.0,2245.0,1595.0,365.0,8775.0,4135.0,3540.0,29420.0
CR23,2020,575.0,1715.0,6555.0,2145.0,1350.0,370.0,8035.0,3820.0,3110.0,27675.0
CR23,2021,740.0,2115.0,7025.0,2550.0,1495.0,440.0,8615.0,4575.0,3090.0,30645.0
CR23,2022,625.0,2260.0,6845.0,2410.0,1455.0,395.0,9095.0,5635.0,3365.0,32085.0
CR23,2023,650.0,2405.0,7715.0,2575.0,485.0,380.0,10700.0,5405.0,3565.0,33880.0
CR23,2024,620.0,1835.0,7490.0,2545.0,910.0,320.0,10010.0,4630.0,3195.0,31555.0
CR23,2025,625.0,1595.0,6150.0,2575.0,500.0,375.0,9145.0,3605.0,3010.0,27580.0
CR24,2007,80.0,485.0,620.0,335.0,275.0,95.0,1155.0,15.0,385.0,3445.0
CR24,2008,70.0,320.0,535.0,290.0,280.0,100.0,1025.0,10.0,330.0,2960.0
CR24,2009,60.0,270.0,495.0,275.0,240.0,75.0,1025.0,35.0,405.0,2880.0
CR24,2010,50.0,210.0,500.0,270.0,210.0,50.0,945.0,10.0,330.0,2575.0
CR24,2011,75.0,260.0,540.0,270.0,230.0,50.0,1055.0,10.0,360.0,2850.0
CR24,2012,80.0,205.0,560.0,220.0,225.0,55.0,975.0,15.0,305.0,2640.0
CR24,2013,75.0,200.0,460.0,210.0,240.0,45.0,985.0,5.0,315.0,2535.0
CR24,2014,65.0,195.0,540.0,260.0,225.0,40.0,980.0,10.0,315.0,2630.0
CR24,2015,70.0,235.0,500.0,245.0,230.0,35.0,1055.0,450.0,295.0,3115.0
CR24,2016,75.0,210.0,515.0,240.0,250.0,50.0,1060.0,460.0,305.0,3165.0
CR24,2017,60.0,255.0,510.0,250.0,275.0,55.0,1105.0,480.0,305.0,3295.0
CR24,2018,75.0,345.0,500.0,250.0,255.0,50.0,1110.0,515.0,310.0,3410.0
CR24,2019,95.0,355.0,625.0,255.0,275.0,60.0,1220.0,600.0,335.0,3820.0
CR24,2020,75.0,305.0,705.0,260.0,270.0,60.0,1170.0,585.0,305.0,3735.0
CR24,2021,95.0,380.0,725.0,285.0,250.0,85.0,1275.0,660.0,330.0,4085.0
CR24,2022,85.0,390.0,730.0,280.0,250.0,60.0,1325.0,760.0,375.0,4255.0
CR24,2023,75.0,385.0,745.0,290.0,70.0,50.0,1325.0,655.0,320.0,3915.0
CR24,2024,75.0,350.0,745.0,255.0,140.0,65.0,1300.0,565.0,270.0,3765.0
CR24,2025,65.0,270.0,625.0,265.0,60.0,80.0,1155.0,470.0,265.0,3255.0
CR25,2007,105.0,675.0,760.0,275.0,215.0,75.0,980.0,55.0,415.0,3555.0
CR25,2008,85.0,465.0,660.0,210.0,215.0,70.0,925.0,60.0,345.0,3035.0
CR25,2009,75.0,360.0,675.0,220.0,180.0,65.0,1095.0,100.0,510.0,3280.0
CR25,2010,80.0,290.0,665.0,215.0,155.0,45.0,870.0,140.0,430.0,2890.0
CR25,2011,85.0,365.0,750.0,235.0,190.0,50.0,1095.0,45.0,420.0,3235.0
CR25,2012,85.0,290.0,670.0,245.0,170.0,55.0,975.0,35.0,380.0,2905.0
CR25,2013,85.0,260.0,645.0,225.0,175.0,45.0,985.0,45.0,385.0,2850.0
CR25,2014,95.0,310.0,715.0,220.0,185.0,45.0,1060.0,35.0,365.0,3030.0
CR25,2015,90.0,365.0,645.0,215.0,200.0,30.0,1075.0,825.0,400.0,3845.0
CR25,2016,100.0,330.0,715.0,250.0,240.0,50.0,1050.0,790.0,430.0,3955.0
CR25,2017,100.0,375.0,735.0,260.0,235.0,50.0,1055.0,750.0,450.0,4010.0
CR25,2018,105.0,450.0,730.0,245.0,250.0,40.0,1230.0,805.0,435.0,4290.0
CR25,2019,105.0,520.0,920.0,285.0,210.0,55.0,1360.0,895.0,475.0,4825.0
CR25,2020,110.0,425.0,1075.0,300.0,205.0,55.0,1315.0,870.0,435.0,4790.0
CR25,2021,145.0,480.0,1160.0,300.0,230.0,60.0,1440.0,945.0,420.0,5180.0
CR25,2022,140.0,535.0,925.0,280.0,180.0,45.0,1420.0,1140.0,550.0,5215.0
CR25,2023,125.0,585.0,1140.0,375.0,65.0,55.0,1545.0,1120.0,545.0,5555.0
CR25,2024,130.0,440.0,1090.0,305.0,145.0,50.0,1530.0,915.0,495.0,5100.0
CR25,2025,135.0,325.0,930.0,295.0,75.0,70.0,1425.0,750.0,435.0,4440.0
CR26,2007,255.0,1805.0,2020.0,650.0,385.0,240.0,2765.0,530.0,1110.0,9760.0
CR26,2008,210.0,1730.0,1780.0,640.0,450.0,240.0,2825.0,655.0,1120.0,9650.0
CR26,2009,200.0,1635.0,1710.0,585.0,355.0,170.0,3085.0,610.0,1410.0,9760.0
CR26,2010,190.0,1015.0,1670.0,460.0,295.0,145.0,2615.0,355.0,1165.0,7910.0
