ID,BedrijfstakkenBranchesSBI2008,RegioS,Perioden,OprichtingenVanVestigingen_1
109867,403300 ,CR17  ,2016JJ00,3725.0
109868,403300 ,CR17  ,2017JJ00,3685.0
109869,403300 ,CR17  ,2018JJ00,4040.0
109870,403300 ,CR17  ,2019JJ00,4530.0
109871,403300 ,CR17  ,2020JJ00,4155.0
109872,403300 ,CR17  ,2021JJ00,4460.0
109873,403300 ,CR17  ,2022JJ00,4215.0
109874,403300 ,CR17  ,2023JJ00,4860.0
109875,403300 ,CR17  ,2024JJ00,4320.0
109876,403300 ,CR17  ,2025JJ00,4095.0
109877,403300 ,CR18  ,2007JJ00,570.0
109878,403300 ,CR18  ,2008JJ00,555.0
109879,403300 ,CR18  ,2009JJ00,605.0
109880,403300 ,CR18  ,2010JJ00,435.0
109881,403300 ,CR18  ,2011JJ00,475.0
109882,403300 ,CR18  ,2012JJ00,520.0
109883,403300 ,CR18  ,2013JJ00,520.0
109884,403300 ,CR18  ,2014JJ00,495.0
109885,403300 ,CR18  ,2015JJ00,530.0
109886,403300 ,CR18  ,2016JJ00,500.0
109887,403300 ,CR18  ,2017JJ00,565.0
109888,403300 ,CR18  ,2018JJ00,540.0
109889,403300 ,CR18  ,2019JJ00,635.0
109890,403300 ,CR18  ,2020JJ00,615.0
109891,403300 ,CR18  ,2021JJ00,620.0
109892,403300 ,CR18  ,2022JJ00,680.0
109893,403300 ,CR18  ,2023JJ00,745.0
109894,403300 ,CR18  ,2024JJ00,650.0
109895,403300 ,CR18  ,2025JJ00,625.0
109896,403300 ,CR19  ,2007JJ00,445.0
109897,403300 ,CR19  ,2008JJ00,465.0
109898,403300 ,CR19  ,2009JJ00,515.0
109899,403300 ,CR19  ,2010JJ00,410.0
109900,403300 ,CR19  ,2011JJ00,450.0
109901,403300 ,CR19  ,2012JJ00,445.0
109902,403300 ,CR19  ,2013JJ00,470.0
109903,403300 ,CR19  ,2014JJ00,435.0
109904,403300 ,CR19  ,2015JJ00,460.0
109905,403300 ,CR19  ,2016JJ00,450.0
109906,403300 ,CR19  ,2017JJ00,465.0
109907,403300 ,CR19  ,2018JJ00,520.0
109908,403300 ,CR19  ,2019JJ00,550.0
109909,403300 ,CR19  ,2020JJ00,605.0
109910,403300 ,CR19  ,2021JJ00,530.0
109911,403300 ,CR19  ,2022JJ00,585.0
109912,403300 ,CR19  ,2023JJ00,635.0
109913,403300 ,CR19  ,2024JJ00,565.0
109914,403300 ,CR19  ,2025JJ00,595.0
109915,403300 ,CR20  ,2007JJ00,305.0
109916,403300 ,CR20  ,2008JJ00,335.0
109917,403300 ,CR20  ,2009JJ00,400.0
109918,403300 ,CR20  ,2010JJ00,280.0
109919,403300 ,CR20  ,2011JJ00,335.0
109920,403300 ,CR20  ,2012JJ00,280.0
109921,403300 ,CR20  ,2013JJ00,315.0
109922,403300 ,CR20  ,2014JJ00,305.0
109923,403300 ,CR20  ,2015JJ00,290.0
109924,403300 ,CR20  ,2016JJ00,315.0
109925,403300 ,CR20  ,2017JJ00,320.0
109926,403300 ,CR20  ,2018JJ00,325.0
109927,403300 ,CR20  ,2019JJ00,395.0
109928,403300 ,CR20  ,2020JJ00,390.0
109929,403300 ,CR20  ,2021JJ00,390.0
109930,403300 ,CR20  ,2022JJ00,380.0
109931,403300 ,CR20  ,2023JJ00,455.0
109932,403300 ,CR20  ,2024JJ00,405.0
109933,403300 ,CR20  ,2025JJ00,435.0
109934,403300 ,CR21  ,2007JJ00,740.0
109935,403300 ,CR21  ,2008JJ00,750.0
109936,403300 ,CR21  ,2009JJ00,780.0
109937,403300 ,CR21  ,2010JJ00,640.0
109938,403300 ,CR21  ,2011JJ00,770.0
109939,403300 ,CR21  ,2012JJ00,705.0
109940,403300 ,CR21  ,2013JJ00,715.0
109941,403300 ,CR21  ,2014JJ00,735.0
109942,403300 ,CR21  ,2015JJ00,770.0
109943,403300 ,CR21  ,2016JJ00,820.0
109944,403300 ,CR21  ,2017JJ00,810.0
109945,403300 ,CR21  ,2018JJ00,905.0
109946,403300 ,CR21  ,2019JJ00,915.0
109947,403300 ,CR21  ,2020JJ00,885.0
109948,403300 ,CR21  ,2021JJ00,905.0
109949,403300 ,CR21  ,2022JJ00,900.0
109950,403300 ,CR21  ,2023JJ00,980.0
109951,403300 ,CR21  ,2024JJ00,900.0
109952,403300 ,CR21  ,2025JJ00,890.0
109953,403300 ,CR22  ,2007JJ00,245.0
109954,403300 ,CR22  ,2008JJ00,285.0
109955,403300 ,CR22  ,2009JJ00,340.0
109956,403300 ,CR22  ,2010JJ00,250.0
109957,403300 ,CR22  ,2011JJ00,255.0
109958,403300 ,CR22  ,2012JJ00,270.0
109959,403300 ,CR22  ,2013JJ00,270.0
109960,403300 ,CR22  ,2014JJ00,255.0
109961,403300 ,CR22  ,2015JJ00,270.0
109962,403300 ,CR22  ,2016JJ00,275.0
109963,403300 ,CR22  ,2017JJ00,260.0
109964,403300 ,CR22  ,2018JJ00,310.0
109965,403300 ,CR22  ,2019JJ00,370.0
109966,403300 ,CR22  ,2020JJ00,360.0
109967,403300 ,CR22  ,2021JJ00,345.0
109968,403300 ,CR22  ,2022JJ00,380.0
109969,403300 ,CR22  ,2023JJ00,420.0
109970,403300 ,CR22  ,2024JJ00,345.0
109971,403300 ,CR22  ,2025JJ00,395.0
109972,403300 ,CR23  ,2007JJ00,4700.0
109973,403300 ,CR23  ,2008JJ00,4555.0
109974,403300 ,CR23  ,2009JJ00,5500.0
109975,403300 ,CR23  ,2010JJ00,4645.0
109976,403300 ,CR23  ,2011JJ00,5000.0
109977,403300 ,CR23  ,2012JJ00,4640.0
109978,403300 ,CR23  ,2013JJ00,4920.0
109979,403300 ,CR23  ,2014JJ00,5350.0
109980,403300 ,CR23  ,2015JJ00,5505.0
109981,403300 ,CR23  ,2016JJ00,5715.0
109982,403300 ,CR23  ,2017JJ00,5980.0
109983,403300 ,CR23  ,2018JJ00,6340.0
109984,403300 ,CR23  ,2019JJ00,6960.0
109985,403300 ,CR23  ,2020JJ00,6410.0
109986,403300 ,CR23  ,2021JJ00,6845.0
109987,403300 ,CR23  ,2022JJ00,6595.0
109988,403300 ,CR23  ,2023JJ00,7545.0
109989,403300 ,CR23  ,2024JJ00,7115.0
109990,403300 ,CR23  ,2025JJ00,7030.0
109991,403300 ,CR24  ,2007JJ00,995.0
109992,403300 ,CR24  ,2008JJ00,865.0
109993,403300 ,CR24  ,2009JJ00,860.0
109994,403300 ,CR24  ,2010JJ00,755.0
109995,403300 ,CR24  ,2011JJ00,870.0
109996,403300 ,CR24  ,2012JJ00,785.0
109997,403300 ,CR24  ,2013JJ00,825.0
109998,403300 ,CR24  ,2014JJ00,810.0
109999,403300 ,CR24  ,2015JJ00,865.0
110000,403300 ,CR24  ,2016JJ00,855.0
110001,403300 ,CR24  ,2017JJ00,885.0
110002,403300 ,CR24  ,2018JJ00,910.0
110003,403300 ,CR24  ,2019JJ00,985.0
110004,403300 ,CR24  ,2020JJ00,945.0
110005,403300 ,CR24  ,2021JJ00,985.0
110006,403300 ,CR24  ,2022JJ00,980.0
110007,403300 ,CR24  ,2023JJ00,980.0
110008,403300 ,CR24  ,2024JJ00,925.0
110009,403300 ,CR24  ,2025JJ00,895.0
110010,403300 ,CR25  ,2007JJ00,810.0
110011,403300 ,CR25  ,2008JJ00,775.0
110012,403300 ,CR25  ,2009JJ00,905.0
110013,403300 ,CR25  ,2010JJ00,695.0
110014,403300 ,CR25  ,2011JJ00,870.0
110015,403300 ,CR25  ,2012JJ00,785.0
110016,403300 ,CR25  ,2013JJ00,835.0
110017,403300 ,CR25  ,2014JJ00,850.0
110018,403300 ,CR25  ,2015JJ00,870.0
110019,403300 ,CR25  ,2016JJ00,855.0
110020,403300 ,CR25  ,2017JJ00,840.0
110021,403300 ,CR25  ,2018JJ00,950.0
110022,403300 ,CR25  ,2019JJ00,1025.0
110023,403300 ,CR25  ,2020JJ00,1070.0
110024,403300 ,CR25  ,2021JJ00,1105.0
110025,403300 ,CR25  ,2022JJ00,1015.0
110026,403300 ,CR25  ,2023JJ00,1075.0
110027,403300 ,CR25  ,2024JJ00,1075.0
110028,403300 ,CR25  ,2025JJ00,1105.0
110029,403300 ,CR26  ,2007JJ00,2065.0
110030,403300 ,CR26  ,2008JJ00,2155.0
110031,403300 ,CR26  ,2009JJ00,2360.0
110032,403300 ,CR26  ,2010JJ00,1930.0
110033,403300 ,CR26  ,2011JJ00,2110.0
110034,403300 ,CR26  ,2012JJ00,2015.0
110035,403300 ,CR26  ,2013JJ00,2150.0
110036,403300 ,CR26  ,2014JJ00,2100.0
110037,403300 ,CR26  ,2015JJ00,2070.0
110038,403300 ,CR26  ,2016JJ00,2230.0
110039,403300 ,CR26  ,2017JJ00,2205.0
110040,403300 ,CR26  ,2018JJ00,2425.0
110041,403300 ,CR26  ,2019JJ00,2505.0
110042,403300 ,CR26  ,2020JJ00,2440.0
110043,403300 ,CR26  ,2021JJ00,2565.0
110044,403300 ,CR26  ,2022JJ00,2675.0
110045,403300 ,CR26  ,2023JJ00,2925.0
110046,403300 ,CR26  ,2024JJ00,2680.0
110047,403300 ,CR26  ,2025JJ00,2605.0
110048,403300 ,CR27  ,2007JJ00,490.0
110049,403300 ,CR27  ,2008JJ00,475.0
110050,403300 ,CR27  ,2009JJ00,590.0
110051,403300 ,CR27  ,2010JJ00,455.0
110052,403300 ,CR27  ,2011JJ00,505.0
110053,403300 ,CR27  ,2012JJ00,500.0
110054,403300 ,CR27  ,2013JJ00,515.0
110055,403300 ,CR27  ,2014JJ00,525.0
110056,403300 ,CR27  ,2015JJ00,495.0
110057,403300 ,CR27  ,2016JJ00,560.0
110058,403300 ,CR27  ,2017JJ00,555.0
110059,403300 ,CR27  ,2018JJ00,625.0
110060,403300 ,CR27  ,2019JJ00,655.0
110061,403300 ,CR27  ,2020JJ00,640.0
110062,403300 ,CR27  ,2021JJ00,720.0
110063,403300 ,CR27  ,2022JJ00,675.0
110064,403300 ,CR27  ,2023JJ00,720.0
110065,403300 ,CR27  ,2024JJ00,655.0
110066,403300 ,CR27  ,2025JJ00,625.0
110067,403300 ,CR28  ,2007JJ00,705.0
110068,403300 ,CR28  ,2008JJ00,630.0
110069,403300 ,CR28  ,2009JJ00,590.0
110070,403300 ,CR28  ,2010JJ00,455.0
110071,403300 ,CR28  ,2011JJ00,520.0
110072,403300 ,CR28  ,2012JJ00,525.0
110073,403300 ,CR28  ,2013JJ00,540.0
110074,403300 ,CR28  ,2014JJ00,565.0
110075,403300 ,CR28  ,2015JJ00,575.0
110076,403300 ,CR28  ,2016JJ00,595.0
110077,403300 ,CR28  ,2017JJ00,565.0
110078,403300 ,CR28  ,2018JJ00,610.0
110079,403300 ,CR28  ,2019JJ00,680.0
110080,403300 ,CR28  ,2020JJ00,680.0
110081,403300 ,CR28  ,2021JJ00,685.0
110082,403300 ,CR28  ,2022JJ00,715.0
110083,403300 ,CR28  ,2023JJ00,775.0
110084,403300 ,CR28  ,2024JJ00,735.0
110085,403300 ,CR28  ,2025JJ00,720.0
110086,403300 ,CR29  ,2007JJ00,2935.0
110087,403300 ,CR29  ,2008JJ00,2725.0
110088,403300 ,CR29  ,2009JJ00,3055.0
110089,403300 ,CR29  ,2010JJ00,2555.0
110090,403300 ,CR29  ,2011JJ00,2855.0
110091,403300 ,CR29  ,2012JJ00,2830.0
110092,403300 ,CR29  ,2013JJ00,3025.0
110093,403300 ,CR29  ,2014JJ00,3055.0
110094,403300 ,CR29  ,2015JJ00,2960.0
110095,403300 ,CR29  ,2016JJ00,3005.0
110096,403300 ,CR29  ,2017JJ00,3060.0
110097,403300 ,CR29  ,2018JJ00,3355.0
110098,403300 ,CR29  ,2019JJ00,3790.0
110099,403300 ,CR29  ,2020JJ00,3590.0
110100,403300 ,CR29  ,2021JJ00,3905.0
110101,403300 ,CR29  ,2022JJ00,3920.0
110102,403300 ,CR29  ,2023JJ00,4610.0
110103,403300 ,CR29  ,2024JJ00,3980.0
110104,403300 ,CR29  ,2025JJ00,3825.0
110105,403300 ,CR30  ,2007JJ00,675.0
110106,403300 ,CR30  ,2008JJ00,655.0
110107,403300 ,CR30  ,2009JJ00,650.0
110108,403300 ,CR30  ,2010JJ00,550.0
110109,403300 ,CR30  ,2011JJ00,690.0
110110,403300 ,CR30  ,2012JJ00,685.0
110111,403300 ,CR30  ,2013JJ00,710.0
110112,403300 ,CR30  ,2014JJ00,675.0
110113,403300 ,CR30  ,2015JJ00,600.0
110114,403300 ,CR30  ,2016JJ00,610.0
110115,403300 ,CR30  ,2017JJ00,590.0
110116,403300 ,CR30  ,2018JJ00,645.0
110117,403300 ,CR30  ,2019JJ00,640.0
110118,403300 ,CR30  ,2020JJ00,680.0
110119,403300 ,CR30  ,2021JJ00,800.0
110120,403300 ,CR30  ,2022JJ00,755.0
110121,403300 ,CR30  ,2023JJ00,855.0
110122,403300 ,CR30  ,2024JJ00,770.0
110123,403300 ,CR30  ,2025JJ00,810.0
110124,403300 ,CR31  ,2007JJ00,105.0
110125,403300 ,CR31  ,2008JJ00,110.0
110126,403300 ,CR31  ,2009JJ00,130.0
110127,403300 ,CR31  ,2010JJ00,95.0
110128,403300 ,CR31  ,2011JJ00,110.0
110129,403300 ,CR31  ,2012JJ00,90.0
110130,403300 ,CR31  ,2013JJ00,95.0
110131,403300 ,CR31  ,2014JJ00,125.0
110132,403300 ,CR31  ,2015JJ00,115.0
110133,403300 ,CR31  ,2016JJ00,130.0
110134,403300 ,CR31  ,2017JJ00,115.0
110135,403300 ,CR31  ,2018JJ00,120.0
110136,403300 ,CR31  ,2019JJ00,130.0
110137,403300 ,CR31  ,2020JJ00,120.0
110138,403300 ,CR31  ,2021JJ00,145.0
110139,403300 ,CR31  ,2022JJ00,115.0
110140,403300 ,CR31  ,2023JJ00,140.0
110141,403300 ,CR31  ,2024JJ00,130.0
110142,403300 ,CR31  ,2025JJ00,155.0
110143,403300 ,CR32  ,2007JJ00,360.0
110144,403300 ,CR32  ,2008JJ00,350.0
110145,403300 ,CR32  ,2009JJ00,350.0
110146,403300 ,CR32  ,2010JJ00,310.0
110147,403300 ,CR32  ,2011JJ00,345.0
110148,403300 ,CR32  ,2012JJ00,355.0
110149,403300 ,CR32  ,2013JJ00,395.0
110150,403300 ,CR32  ,2014JJ00,390.0
110151,403300 ,CR32  ,2015JJ00,355.0
110152,403300 ,CR32  ,2016JJ00,360.0
110153,403300 ,CR32  ,2017JJ00,380.0
110154,403300 ,CR32  ,2018JJ00,395.0
110155,403300 ,CR32  ,2019JJ00,385.0
110156,403300 ,CR32  ,2020JJ00,415.0
110157,403300 ,CR32  ,2021JJ00,455.0
110158,403300 ,CR32  ,2022JJ00,395.0
110159,403300 ,CR32  ,2023JJ00,560.0
110160,403300 ,CR32  ,2024JJ00,460.0
110161,403300 ,CR32  ,2025JJ00,480.0
110162,403300 ,CR33  ,2007JJ00,1270.0
110163,403300 ,CR33  ,2008JJ00,1220.0
110164,403300 ,CR33  ,2009JJ00,1245.0
110165,403300 ,CR33  ,2010JJ00,1030.0
110166,403300 ,CR33  ,2011JJ00,1235.0
110167,403300 ,CR33  ,2012JJ00,1160.0
110168,403300 ,CR33  ,2013JJ00,1370.0
110169,403300 ,CR33  ,2014JJ00,1240.0
110170,403300 ,CR33  ,2015JJ00,1095.0
110171,403300 ,CR33  ,2016JJ00,1115.0
110172,403300 ,CR33  ,2017JJ00,1200.0
110173,403300 ,CR33  ,2018JJ00,1280.0
110174,403300 ,CR33  ,2019JJ00,1320.0
110175,403300 ,CR33  ,2020JJ00,1370.0
110176,403300 ,CR33  ,2021JJ00,1530.0
110177,403300 ,CR33  ,2022JJ00,1435.0
110178,403300 ,CR33  ,2023JJ00,1655.0
110179,403300 ,CR33  ,2024JJ00,1550.0
110180,403300 ,CR33  ,2025JJ00,1485.0
110181,403300 ,CR34  ,2007JJ00,1015.0
110182,403300 ,CR34  ,2008JJ00,895.0
110183,403300 ,CR34  ,2009JJ00,960.0
110184,403300 ,CR34  ,2010JJ00,780.0
110185,403300 ,CR34  ,2011JJ00,940.0
110186,403300 ,CR34  ,2012JJ00,845.0
110187,403300 ,CR34  ,2013JJ00,900.0
110188,403300 ,CR34  ,2014JJ00,895.0
110189,403300 ,CR34  ,2015JJ00,805.0
110190,403300 ,CR34  ,2016JJ00,795.0
110191,403300 ,CR34  ,2017JJ00,810.0
110192,403300 ,CR34  ,2018JJ00,855.0
110193,403300 ,CR34  ,2019JJ00,990.0
110194,403300 ,CR34  ,2020JJ00,990.0
110195,403300 ,CR34  ,2021JJ00,1130.0
110196,403300 ,CR34  ,2022JJ00,1060.0
110197,403300 ,CR34  ,2023JJ00,1185.0
110198,403300 ,CR34  ,2024JJ00,1115.0
110199,403300 ,CR34  ,2025JJ00,1135.0
110200,403300 ,CR35  ,2007JJ00,1250.0
110201,403300 ,CR35  ,2008JJ00,1200.0
110202,403300 ,CR35  ,2009JJ00,1365.0
110203,403300 ,CR35  ,2010JJ00,1075.0
110204,403300 ,CR35  ,2011JJ00,1330.0
110205,403300 ,CR35  ,2012JJ00,1185.0
110206,403300 ,CR35  ,2013JJ00,1205.0
110207,403300 ,CR35  ,2014JJ00,1170.0
110208,403300 ,CR35  ,2015JJ00,1195.0
110209,403300 ,CR35  ,2016JJ00,1195.0
110210,403300 ,CR35  ,2017JJ00,1210.0
110211,403300 ,CR35  ,2018JJ00,1300.0
110212,403300 ,CR35  ,2019JJ00,1430.0
110213,403300 ,CR35  ,2020JJ00,1460.0
110214,403300 ,CR35  ,2021JJ00,1495.0
110215,403300 ,CR35  ,2022JJ00,1485.0
110216,403300 ,CR35  ,2023JJ00,1845.0
110217,403300 ,CR35  ,2024JJ00,1580.0
110218,403300 ,CR35  ,2025JJ00,1565.0
110219,403300 ,CR36  ,2007JJ00,1600.0
110220,403300 ,CR36  ,2008JJ00,1415.0
110221,403300 ,CR36  ,2009JJ00,1745.0
110222,403300 ,CR36  ,2010JJ00,1475.0
110223,403300 ,CR36  ,2011JJ00,1590.0
110224,403300 ,CR36  ,2012JJ00,1415.0
110225,403300 ,CR36  ,2013JJ00,1560.0
110226,403300 ,CR36  ,2014JJ00,1535.0
110227,403300 ,CR36  ,2015JJ00,1510.0
110228,403300 ,CR36  ,2016JJ00,1465.0
110229,403300 ,CR36  ,2017JJ00,1470.0
110230,403300 ,CR36  ,2018JJ00,1615.0
110231,403300 ,CR36  ,2019JJ00,1750.0
110232,403300 ,CR36  ,2020JJ00,1685.0
110233,403300 ,CR36  ,2021JJ00,1840.0
110234,403300 ,CR36  ,2022JJ00,1710.0
110235,403300 ,CR36  ,2023JJ00,2040.0
110236,403300 ,CR36  ,2024JJ00,1860.0
110237,403300 ,CR36  ,2025JJ00,1885.0
110238,403300 ,CR37  ,2007JJ00,385.0
110239,403300 ,CR37  ,2008JJ00,315.0
110240,403300 ,CR37  ,2009JJ00,395.0
110241,403300 ,CR37  ,2010JJ00,315.0
110242,403300 ,CR37  ,2011JJ00,345.0
110243,403300 ,CR37  ,2012JJ00,325.0
110244,403300 ,CR37  ,2013JJ00,355.0
110245,403300 ,CR37  ,2014JJ00,375.0
110246,403300 ,CR37  ,2015JJ00,350.0
110247,403300 ,CR37  ,2016JJ00,305.0
110248,403300 ,CR37  ,2017JJ00,310.0
110249,403300 ,CR37  ,2018JJ00,350.0
110250,403300 ,CR37  ,2019JJ00,345.0
110251,403300 ,CR37  ,2020JJ00,395.0
110252,403300 ,CR37  ,2021JJ00,425.0
110253,403300 ,CR37  ,2022JJ00,405.0
110254,403300 ,CR37  ,2023JJ00,510.0
110255,403300 ,CR37  ,2024JJ00,490.0
110256,403300 ,CR37  ,2025JJ00,470.0
110257,403300 ,CR38  ,2007JJ00,315.0
110258,403300 ,CR38  ,2008JJ00,320.0
110259,403300 ,CR38  ,2009JJ00,380.0
110260,403300 ,CR38  ,2010JJ00,260.0
110261,403300 ,CR38  ,2011JJ00,295.0
110262,403300 ,CR38  ,2012JJ00,330.0
110263,403300 ,CR38  ,2013JJ00,305.0
110264,403300 ,CR38  ,2014JJ00,315.0
110265,403300 ,CR38  ,2015JJ00,295.0
110266,403300 ,CR38  ,2016JJ00,310.0
110267,403300 ,CR38  ,2017JJ00,305.0
110268,403300 ,CR38  ,2018JJ00,295.0
110269,403300 ,CR38  ,2019JJ00,370.0
110270,403300 ,CR38  ,2020JJ00,365.0
110271,403300 ,CR38  ,2021JJ00,410.0
110272,403300 ,CR38  ,2022JJ00,380.0
110273,403300 ,CR38  ,2023JJ00,455.0
110274,403300 ,CR38  ,2024JJ00,390.0
110275,403300 ,CR38  ,2025JJ00,380.0
110276,403300 ,CR39  ,2007JJ00,915.0
110277,403300 ,CR39  ,2008JJ00,880.0
110278,403300 ,CR39  ,2009JJ00,995.0
110279,403300 ,CR39  ,2010JJ00,785.0
110280,403300 ,CR39  ,2011JJ00,850.0
110281,403300 ,CR39  ,2012JJ00,810.0
110282,403300 ,CR39  ,2013JJ00,860.0
110283,403300 ,CR39  ,2014JJ00,860.0
110284,403300 ,CR39  ,2015JJ00,770.0
110285,403300 ,CR39  ,2016JJ00,835.0
110286,403300 ,CR39  ,2017JJ00,795.0
110287,403300 ,CR39  ,2018JJ00,870.0
110288,403300 ,CR39  ,2019JJ00,845.0
110289,403300 ,CR39  ,2020JJ00,910.0
110290,403300 ,CR39  ,2021JJ00,905.0
110291,403300 ,CR39  ,2022JJ00,895.0
110292,403300 ,CR39  ,2023JJ00,995.0
110293,403300 ,CR39  ,2024JJ00,985.0
110294,403300 ,CR39  ,2025JJ00,965.0
110295,403300 ,CR40  ,2007JJ00,865.0
110296,403300 ,CR40  ,2008JJ00,795.0
110297,403300 ,CR40  ,2009JJ00,800.0
110298,403300 ,CR40  ,2010JJ00,720.0
110299,403300 ,CR40  ,2011JJ00,780.0
110300,403300 ,CR40  ,2012JJ00,775.0
110301,403300 ,CR40  ,2013JJ00,815.0
110302,403300 ,CR40  ,2014JJ00,770.0
110303,403300 ,CR40  ,2015JJ00,770.0
110304,403300 ,CR40  ,2016JJ00,740.0
110305,403300 ,CR40  ,2017JJ00,705.0
110306,403300 ,CR40  ,2018JJ00,785.0
110307,403300 ,CR40  ,2019JJ00,855.0
110308,403300 ,CR40  ,2020JJ00,850.0
110309,403300 ,CR40  ,2021JJ00,895.0
110310,403300 ,CR40  ,2022JJ00,965.0
110311,403300 ,CR40  ,2023JJ00,1100.0
110312,403300 ,CR40  ,2024JJ00,1040.0
110313,403300 ,CR40  ,2025JJ00,940.0
110314,403300 ,CR98  ,2007JJ00,
110315,403300 ,CR98  ,2008JJ00,
110316,403300 ,CR98  ,2009JJ00,
110317,403300 ,CR98  ,2010JJ00,
110318,403300 ,CR98  ,2011JJ00,
110319,403300 ,CR98  ,2012JJ00,
110320,403300 ,CR98  ,2013JJ00,
110321,403300 ,CR98  ,2014JJ00,
110322,403300 ,CR98  ,2015JJ00,
110323,403300 ,CR98  ,2016JJ00,
110324,403300 ,CR98  ,2017JJ00,
110325,403300 ,CR98  ,2018JJ00,
110326,403300 ,CR98  ,2019JJ00,
110327,403300 ,CR98  ,2020JJ00,
110328,403300 ,CR98  ,2021JJ00,
110329,403300 ,CR98  ,2022JJ00,
110330,403300 ,CR98  ,2023JJ00,
110331,403300 ,CR98  ,2024JJ00,
110332,403300 ,CR98  ,2025JJ00,
110333,403300 ,CR99  ,2007JJ00,0.0
110334,403300 ,CR99  ,2008JJ00,0.0
110335,403300 ,CR99  ,2009JJ00,20.0
110336,403300 ,CR99  ,2010JJ00,30.0
110337,403300 ,CR99  ,2011JJ00,10.0
110338,403300 ,CR99  ,2012JJ00,15.0
110339,403300 ,CR99  ,2013JJ00,10.0
110340,403300 ,CR99  ,2014JJ00,5.0
110341,403300 ,CR99  ,2015JJ00,25.0
110342,403300 ,CR99  ,2016JJ00,5.0
110343,403300 ,CR99  ,2017JJ00,15.0
110344,403300 ,CR99  ,2018JJ00,55.0
110345,403300 ,CR99  ,2019JJ00,0.0
110346,403300 ,CR99  ,2020JJ00,5.0
110347,403300 ,CR99  ,2021JJ00,60.0
110348,403300 ,CR99  ,2022JJ00,230.0
110349,403300 ,CR99  ,2023JJ00,225.0
110350,403300 ,CR99  ,2024JJ00,170.0
110351,403300 ,CR99  ,2025JJ00,145.0
110808,403400 ,CR01  ,2007JJ00,30.0
110809,403400 ,CR01  ,2008JJ00,20.0
110810,403400 ,CR01  ,2009JJ00,30.0
110811,403400 ,CR01  ,2010JJ00,25.0
110812,403400 ,CR01  ,2011JJ00,20.0
110813,403400 ,CR01  ,2012JJ00,30.0
110814,403400 ,CR01  ,2013JJ00,20.0
110815,403400 ,CR01  ,2014JJ00,25.0
110816,403400 ,CR01  ,2015JJ00,15.0
110817,403400 ,CR01  ,2016JJ00,20.0
110818,403400 ,CR01  ,2017JJ00,15.0
110819,403400 ,CR01  ,2018JJ00,15.0
110820,403400 ,CR01  ,2019JJ00,15.0
110821,403400 ,CR01  ,2020JJ00,15.0
110822,403400 ,CR01  ,2021JJ00,10.0
110823,403400 ,CR01  ,2022JJ00,10.0
110824,403400 ,CR01  ,2023JJ00,15.0
110825,403400 ,CR01  ,2024JJ00,10.0
110826,403400 ,CR01  ,2025JJ00,5.0
110827,403400 ,CR02  ,2007JJ00,5.0
110828,403400 ,CR02  ,2008JJ00,10.0
110829,403400 ,CR02  ,2009JJ00,5.0
110830,403400 ,CR02  ,2010JJ00,5.0
110831,403400 ,CR02  ,2011JJ00,5.0
110832,403400 ,CR02  ,2012JJ00,5.0
110833,403400 ,CR02  ,2013JJ00,10.0
110834,403400 ,CR02  ,2014JJ00,10.0
110835,403400 ,CR02  ,2015JJ00,5.0
110836,403400 ,CR02  ,2016JJ00,5.0
110837,403400 ,CR02  ,2017JJ00,5.0
110838,403400 ,CR02  ,2018JJ00,5.0
110839,403400 ,CR02  ,2019JJ00,5.0
110840,403400 ,CR02  ,2020JJ00,0.0
110841,403400 ,CR02  ,2021JJ00,0.0
110842,403400 ,CR02  ,2022JJ00,5.0
110843,403400 ,CR02  ,2023JJ00,5.0
110844,403400 ,CR02  ,2024JJ00,5.0
110845,403400 ,CR02  ,2025JJ00,5.0
110846,403400 ,CR03  ,2007JJ00,80.0
110847,403400 ,CR03  ,2008JJ00,90.0
110848,403400 ,CR03  ,2009JJ00,110.0
110849,403400 ,CR03  ,2010JJ00,85.0
110850,403400 ,CR03  ,2011JJ00,110.0
110851,403400 ,CR03  ,2012JJ00,100.0
110852,403400 ,CR03  ,2013JJ00,90.0
110853,403400 ,CR03  ,2014JJ00,85.0
110854,403400 ,CR03  ,2015JJ00,80.0
110855,403400 ,CR03  ,2016JJ00,75.0
110856,403400 ,CR03  ,2017JJ00,75.0
110857,403400 ,CR03  ,2018JJ00,80.0
110858,403400 ,CR03  ,2019JJ00,60.0
110859,403400 ,CR03  ,2020JJ00,65.0
110860,403400 ,CR03  ,2021JJ00,70.0
110861,403400 ,CR03  ,2022JJ00,50.0
110862,403400 ,CR03  ,2023JJ00,65.0
110863,403400 ,CR03  ,2024JJ00,45.0
110864,403400 ,CR03  ,2025JJ00,45.0
110865,403400 ,CR04  ,2007JJ00,60.0
110866,403400 ,CR04  ,2008JJ00,45.0
110867,403400 ,CR04  ,2009JJ00,80.0
110868,403400 ,CR04  ,2010JJ00,50.0
110869,403400 ,CR04  ,2011JJ00,60.0
110870,403400 ,CR04  ,2012JJ00,45.0
110871,403400 ,CR04  ,2013JJ00,55.0
110872,403400 ,CR04  ,2014JJ00,50.0
110873,403400 ,CR04  ,2015JJ00,50.0
110874,403400 ,CR04  ,2016JJ00,60.0
110875,403400 ,CR04  ,2017JJ00,50.0
110876,403400 ,CR04  ,2018JJ00,40.0
