ID,BedrijfstakkenBranchesSBI2008,RegioS,Perioden,BanenVanWerknemersInDecember_1
910,T001081,CR40  ,2020JJ00,160.8
911,T001081,CR40  ,2021JJ00,167.3
912,T001081,CR40  ,2022JJ00,171.4
913,T001081,CR40  ,2023JJ00,172.6
914,T001081,CR40  ,2024JJ00,174.5
915,T001081,CR99  ,2010JJ00,3.7
916,T001081,CR99  ,2011JJ00,4.8
917,T001081,CR99  ,2012JJ00,
918,T001081,CR99  ,2013JJ00,
919,T001081,CR99  ,2014JJ00,
920,T001081,CR99  ,2015JJ00,
921,T001081,CR99  ,2016JJ00,
922,T001081,CR99  ,2017JJ00,
923,T001081,CR99  ,2018JJ00,
924,T001081,CR99  ,2019JJ00,16.6
925,T001081,CR99  ,2020JJ00,16.8
926,T001081,CR99  ,2021JJ00,18.0
927,T001081,CR99  ,2022JJ00,20.2
928,T001081,CR99  ,2023JJ00,23.3
929,T001081,CR99  ,2024JJ00,27.6
8790,301000 ,CR01  ,2010JJ00,0.4
8791,301000 ,CR01  ,2011JJ00,0.4
8792,301000 ,CR01  ,2012JJ00,0.4
8793,301000 ,CR01  ,2013JJ00,0.4
8794,301000 ,CR01  ,2014JJ00,0.4
8795,301000 ,CR01  ,2015JJ00,0.4
8796,301000 ,CR01  ,2016JJ00,0.4
8797,301000 ,CR01  ,2017JJ00,0.5
8798,301000 ,CR01  ,2018JJ00,0.4
8799,301000 ,CR01  ,2019JJ00,0.4
8800,301000 ,CR01  ,2020JJ00,0.4
8801,301000 ,CR01  ,2021JJ00,0.4
8802,301000 ,CR01  ,2022JJ00,0.4
8803,301000 ,CR01  ,2023JJ00,0.5
8804,301000 ,CR01  ,2024JJ00,0.6
8805,301000 ,CR02  ,2010JJ00,0.2
8806,301000 ,CR02  ,2011JJ00,0.2
8807,301000 ,CR02  ,2012JJ00,0.2
8808,301000 ,CR02  ,2013JJ00,0.2
8809,301000 ,CR02  ,2014JJ00,0.2
8810,301000 ,CR02  ,2015JJ00,0.1
8811,301000 ,CR02  ,2016JJ00,0.2
8812,301000 ,CR02  ,2017JJ00,0.2
8813,301000 ,CR02  ,2018JJ00,0.2
8814,301000 ,CR02  ,2019JJ00,0.2
8815,301000 ,CR02  ,2020JJ00,0.2
8816,301000 ,CR02  ,2021JJ00,0.2
8817,301000 ,CR02  ,2022JJ00,0.2
8818,301000 ,CR02  ,2023JJ00,0.2
8819,301000 ,CR02  ,2024JJ00,0.2
8820,301000 ,CR03  ,2010JJ00,1.2
8821,301000 ,CR03  ,2011JJ00,1.2
8822,301000 ,CR03  ,2012JJ00,1.2
8823,301000 ,CR03  ,2013JJ00,1.1
8824,301000 ,CR03  ,2014JJ00,1.0
8825,301000 ,CR03  ,2015JJ00,1.1
8826,301000 ,CR03  ,2016JJ00,1.1
8827,301000 ,CR03  ,2017JJ00,1.1
8828,301000 ,CR03  ,2018JJ00,1.3
8829,301000 ,CR03  ,2019JJ00,1.3
8830,301000 ,CR03  ,2020JJ00,1.4
8831,301000 ,CR03  ,2021JJ00,1.5
8832,301000 ,CR03  ,2022JJ00,1.4
8833,301000 ,CR03  ,2023JJ00,1.4
8834,301000 ,CR03  ,2024JJ00,1.5
8835,301000 ,CR04  ,2010JJ00,1.7
8836,301000 ,CR04  ,2011JJ00,1.6
8837,301000 ,CR04  ,2012JJ00,1.7
8838,301000 ,CR04  ,2013JJ00,1.6
8839,301000 ,CR04  ,2014JJ00,1.3
8840,301000 ,CR04  ,2015JJ00,1.3
8841,301000 ,CR04  ,2016JJ00,1.6
8842,301000 ,CR04  ,2017JJ00,1.7
8843,301000 ,CR04  ,2018JJ00,1.7
8844,301000 ,CR04  ,2019JJ00,1.7
8845,301000 ,CR04  ,2020JJ00,1.8
8846,301000 ,CR04  ,2021JJ00,1.7
8847,301000 ,CR04  ,2022JJ00,1.8
8848,301000 ,CR04  ,2023JJ00,1.7
8849,301000 ,CR04  ,2024JJ00,1.7
8850,301000 ,CR05  ,2010JJ00,0.5
8851,301000 ,CR05  ,2011JJ00,0.5
8852,301000 ,CR05  ,2012JJ00,0.5
8853,301000 ,CR05  ,2013JJ00,0.5
8854,301000 ,CR05  ,2014JJ00,0.6
8855,301000 ,CR05  ,2015JJ00,0.6
8856,301000 ,CR05  ,2016JJ00,0.7
8857,301000 ,CR05  ,2017JJ00,0.8
8858,301000 ,CR05  ,2018JJ00,0.8
8859,301000 ,CR05  ,2019JJ00,0.8
8860,301000 ,CR05  ,2020JJ00,0.8
8861,301000 ,CR05  ,2021JJ00,0.8
8862,301000 ,CR05  ,2022JJ00,0.7
8863,301000 ,CR05  ,2023JJ00,0.7
8864,301000 ,CR05  ,2024JJ00,0.8
8865,301000 ,CR06  ,2010JJ00,0.7
8866,301000 ,CR06  ,2011JJ00,0.7
8867,301000 ,CR06  ,2012JJ00,0.8
8868,301000 ,CR06  ,2013JJ00,0.7
8869,301000 ,CR06  ,2014JJ00,0.6
8870,301000 ,CR06  ,2015JJ00,0.6
8871,301000 ,CR06  ,2016JJ00,0.7
8872,301000 ,CR06  ,2017JJ00,0.7
8873,301000 ,CR06  ,2018JJ00,0.8
8874,301000 ,CR06  ,2019JJ00,0.8
8875,301000 ,CR06  ,2020JJ00,0.8
8876,301000 ,CR06  ,2021JJ00,0.8
8877,301000 ,CR06  ,2022JJ00,0.7
8878,301000 ,CR06  ,2023JJ00,0.8
8879,301000 ,CR06  ,2024JJ00,0.8
8880,301000 ,CR07  ,2010JJ00,0.6
8881,301000 ,CR07  ,2011JJ00,
8882,301000 ,CR07  ,2012JJ00,
8883,301000 ,CR07  ,2013JJ00,0.6
8884,301000 ,CR07  ,2014JJ00,0.6
8885,301000 ,CR07  ,2015JJ00,0.7
8886,301000 ,CR07  ,2016JJ00,0.7
8887,301000 ,CR07  ,2017JJ00,0.7
8888,301000 ,CR07  ,2018JJ00,0.8
8889,301000 ,CR07  ,2019JJ00,0.8
8890,301000 ,CR07  ,2020JJ00,0.8
8891,301000 ,CR07  ,2021JJ00,0.9
8892,301000 ,CR07  ,2022JJ00,0.8
8893,301000 ,CR07  ,2023JJ00,0.8
8894,301000 ,CR07  ,2024JJ00,0.7
8895,301000 ,CR08  ,2010JJ00,1.0
8896,301000 ,CR08  ,2011JJ00,
8897,301000 ,CR08  ,2012JJ00,
8898,301000 ,CR08  ,2013JJ00,
8899,301000 ,CR08  ,2014JJ00,1.0
8900,301000 ,CR08  ,2015JJ00,1.0
8901,301000 ,CR08  ,2016JJ00,0.9
8902,301000 ,CR08  ,2017JJ00,0.9
8903,301000 ,CR08  ,2018JJ00,1.0
8904,301000 ,CR08  ,2019JJ00,1.0
8905,301000 ,CR08  ,2020JJ00,1.0
8906,301000 ,CR08  ,2021JJ00,1.1
8907,301000 ,CR08  ,2022JJ00,1.1
8908,301000 ,CR08  ,2023JJ00,1.1
8909,301000 ,CR08  ,2024JJ00,1.2
8910,301000 ,CR09  ,2010JJ00,0.7
8911,301000 ,CR09  ,2011JJ00,0.7
8912,301000 ,CR09  ,2012JJ00,0.7
8913,301000 ,CR09  ,2013JJ00,
8914,301000 ,CR09  ,2014JJ00,0.7
8915,301000 ,CR09  ,2015JJ00,0.7
8916,301000 ,CR09  ,2016JJ00,0.7
8917,301000 ,CR09  ,2017JJ00,0.7
8918,301000 ,CR09  ,2018JJ00,0.7
8919,301000 ,CR09  ,2019JJ00,0.7
8920,301000 ,CR09  ,2020JJ00,0.7
8921,301000 ,CR09  ,2021JJ00,0.7
8922,301000 ,CR09  ,2022JJ00,0.6
8923,301000 ,CR09  ,2023JJ00,0.6
8924,301000 ,CR09  ,2024JJ00,0.6
8925,301000 ,CR10  ,2010JJ00,2.2
8926,301000 ,CR10  ,2011JJ00,2.2
8927,301000 ,CR10  ,2012JJ00,2.2
8928,301000 ,CR10  ,2013JJ00,2.4
8929,301000 ,CR10  ,2014JJ00,2.1
8930,301000 ,CR10  ,2015JJ00,2.1
8931,301000 ,CR10  ,2016JJ00,2.1
8932,301000 ,CR10  ,2017JJ00,2.1
8933,301000 ,CR10  ,2018JJ00,2.2
8934,301000 ,CR10  ,2019JJ00,2.2
8935,301000 ,CR10  ,2020JJ00,2.3
8936,301000 ,CR10  ,2021JJ00,2.3
8937,301000 ,CR10  ,2022JJ00,2.2
8938,301000 ,CR10  ,2023JJ00,2.2
8939,301000 ,CR10  ,2024JJ00,2.3
8940,301000 ,CR11  ,2010JJ00,1.3
8941,301000 ,CR11  ,2011JJ00,1.3
8942,301000 ,CR11  ,2012JJ00,1.3
8943,301000 ,CR11  ,2013JJ00,1.2
8944,301000 ,CR11  ,2014JJ00,1.3
8945,301000 ,CR11  ,2015JJ00,1.2
8946,301000 ,CR11  ,2016JJ00,1.2
8947,301000 ,CR11  ,2017JJ00,1.2
8948,301000 ,CR11  ,2018JJ00,1.3
8949,301000 ,CR11  ,2019JJ00,1.3
8950,301000 ,CR11  ,2020JJ00,1.3
8951,301000 ,CR11  ,2021JJ00,1.3
8952,301000 ,CR11  ,2022JJ00,0.7
8953,301000 ,CR11  ,2023JJ00,0.6
8954,301000 ,CR11  ,2024JJ00,0.7
8955,301000 ,CR12  ,2010JJ00,1.8
8956,301000 ,CR12  ,2011JJ00,1.7
8957,301000 ,CR12  ,2012JJ00,1.8
8958,301000 ,CR12  ,2013JJ00,1.7
8959,301000 ,CR12  ,2014JJ00,1.9
8960,301000 ,CR12  ,2015JJ00,1.9
8961,301000 ,CR12  ,2016JJ00,1.9
8962,301000 ,CR12  ,2017JJ00,1.9
8963,301000 ,CR12  ,2018JJ00,1.9
8964,301000 ,CR12  ,2019JJ00,1.9
8965,301000 ,CR12  ,2020JJ00,2.1
8966,301000 ,CR12  ,2021JJ00,2.1
8967,301000 ,CR12  ,2022JJ00,2.1
8968,301000 ,CR12  ,2023JJ00,2.1
8969,301000 ,CR12  ,2024JJ00,2.2
8970,301000 ,CR13  ,2010JJ00,3.1
8971,301000 ,CR13  ,2011JJ00,2.9
8972,301000 ,CR13  ,2012JJ00,3.1
8973,301000 ,CR13  ,2013JJ00,3.0
8974,301000 ,CR13  ,2014JJ00,3.4
8975,301000 ,CR13  ,2015JJ00,3.1
8976,301000 ,CR13  ,2016JJ00,3.1
8977,301000 ,CR13  ,2017JJ00,3.3
8978,301000 ,CR13  ,2018JJ00,3.4
8979,301000 ,CR13  ,2019JJ00,3.5
8980,301000 ,CR13  ,2020JJ00,3.4
8981,301000 ,CR13  ,2021JJ00,3.4
8982,301000 ,CR13  ,2022JJ00,3.4
8983,301000 ,CR13  ,2023JJ00,3.5
8984,301000 ,CR13  ,2024JJ00,3.6
8985,301000 ,CR14  ,2010JJ00,2.0
8986,301000 ,CR14  ,2011JJ00,2.0
8987,301000 ,CR14  ,2012JJ00,2.1
8988,301000 ,CR14  ,2013JJ00,2.0
8989,301000 ,CR14  ,2014JJ00,2.2
8990,301000 ,CR14  ,2015JJ00,2.3
8991,301000 ,CR14  ,2016JJ00,2.3
8992,301000 ,CR14  ,2017JJ00,2.5
8993,301000 ,CR14  ,2018JJ00,2.6
8994,301000 ,CR14  ,2019JJ00,2.7
8995,301000 ,CR14  ,2020JJ00,2.6
8996,301000 ,CR14  ,2021JJ00,2.8
8997,301000 ,CR14  ,2022JJ00,2.5
8998,301000 ,CR14  ,2023JJ00,2.5
8999,301000 ,CR14  ,2024JJ00,2.7
9000,301000 ,CR15  ,2010JJ00,2.1
9001,301000 ,CR15  ,2011JJ00,2.1
9002,301000 ,CR15  ,2012JJ00,2.0
9003,301000 ,CR15  ,2013JJ00,2.0
9004,301000 ,CR15  ,2014JJ00,2.1
9005,301000 ,CR15  ,2015JJ00,2.2
9006,301000 ,CR15  ,2016JJ00,2.4
9007,301000 ,CR15  ,2017JJ00,2.4
9008,301000 ,CR15  ,2018JJ00,2.5
9009,301000 ,CR15  ,2019JJ00,2.7
9010,301000 ,CR15  ,2020JJ00,2.7
9011,301000 ,CR15  ,2021JJ00,2.7
9012,301000 ,CR15  ,2022JJ00,2.7
9013,301000 ,CR15  ,2023JJ00,2.7
9014,301000 ,CR15  ,2024JJ00,2.9
9015,301000 ,CR16  ,2010JJ00,3.5
9016,301000 ,CR16  ,2011JJ00,3.6
9017,301000 ,CR16  ,2012JJ00,3.6
9018,301000 ,CR16  ,2013JJ00,3.8
9019,301000 ,CR16  ,2014JJ00,3.7
9020,301000 ,CR16  ,2015JJ00,3.8
9021,301000 ,CR16  ,2016JJ00,4.1
9022,301000 ,CR16  ,2017JJ00,4.2
9023,301000 ,CR16  ,2018JJ00,4.6
9024,301000 ,CR16  ,2019JJ00,4.5
9025,301000 ,CR16  ,2020JJ00,4.8
9026,301000 ,CR16  ,2021JJ00,4.7
9027,301000 ,CR16  ,2022JJ00,4.4
9028,301000 ,CR16  ,2023JJ00,4.4
9029,301000 ,CR16  ,2024JJ00,4.6
9030,301000 ,CR17  ,2010JJ00,2.3
9031,301000 ,CR17  ,2011JJ00,2.3
9032,301000 ,CR17  ,2012JJ00,2.2
9033,301000 ,CR17  ,2013JJ00,2.2
9034,301000 ,CR17  ,2014JJ00,2.3
9035,301000 ,CR17  ,2015JJ00,2.2
9036,301000 ,CR17  ,2016JJ00,2.3
9037,301000 ,CR17  ,2017JJ00,2.4
9038,301000 ,CR17  ,2018JJ00,2.5
9039,301000 ,CR17  ,2019JJ00,2.7
9040,301000 ,CR17  ,2020JJ00,2.9
9041,301000 ,CR17  ,2021JJ00,3.2
9042,301000 ,CR17  ,2022JJ00,2.9
9043,301000 ,CR17  ,2023JJ00,2.9
9044,301000 ,CR17  ,2024JJ00,3.0
9045,301000 ,CR18  ,2010JJ00,7.8
9046,301000 ,CR18  ,2011JJ00,7.6
9047,301000 ,CR18  ,2012JJ00,7.5
9048,301000 ,CR18  ,2013JJ00,7.7
9049,301000 ,CR18  ,2014JJ00,7.9
9050,301000 ,CR18  ,2015JJ00,7.6
9051,301000 ,CR18  ,2016JJ00,8.3
9052,301000 ,CR18  ,2017JJ00,8.7
9053,301000 ,CR18  ,2018JJ00,8.8
9054,301000 ,CR18  ,2019JJ00,9.3
9055,301000 ,CR18  ,2020JJ00,9.2
9056,301000 ,CR18  ,2021JJ00,9.3
9057,301000 ,CR18  ,2022JJ00,9.2
9058,301000 ,CR18  ,2023JJ00,9.4
9059,301000 ,CR18  ,2024JJ00,9.5
9060,301000 ,CR19  ,2010JJ00,1.5
9061,301000 ,CR19  ,2011JJ00,1.5
9062,301000 ,CR19  ,2012JJ00,1.5
9063,301000 ,CR19  ,2013JJ00,1.4
9064,301000 ,CR19  ,2014JJ00,1.3
9065,301000 ,CR19  ,2015JJ00,1.4
9066,301000 ,CR19  ,2016JJ00,1.4
9067,301000 ,CR19  ,2017JJ00,1.4
9068,301000 ,CR19  ,2018JJ00,1.4
9069,301000 ,CR19  ,2019JJ00,1.4
9070,301000 ,CR19  ,2020JJ00,1.5
9071,301000 ,CR19  ,2021JJ00,1.6
9072,301000 ,CR19  ,2022JJ00,1.5
9073,301000 ,CR19  ,2023JJ00,1.3
9074,301000 ,CR19  ,2024JJ00,1.5
9075,301000 ,CR20  ,2010JJ00,0.8
9076,301000 ,CR20  ,2011JJ00,0.7
9077,301000 ,CR20  ,2012JJ00,0.8
9078,301000 ,CR20  ,2013JJ00,0.8
9079,301000 ,CR20  ,2014JJ00,0.8
9080,301000 ,CR20  ,2015JJ00,0.9
9081,301000 ,CR20  ,2016JJ00,0.9
9082,301000 ,CR20  ,2017JJ00,0.9
9083,301000 ,CR20  ,2018JJ00,0.8
9084,301000 ,CR20  ,2019JJ00,0.8
9085,301000 ,CR20  ,2020JJ00,0.8
9086,301000 ,CR20  ,2021JJ00,0.8
9087,301000 ,CR20  ,2022JJ00,0.7
9088,301000 ,CR20  ,2023JJ00,0.6
9089,301000 ,CR20  ,2024JJ00,0.7
9090,301000 ,CR21  ,2010JJ00,0.1
9091,301000 ,CR21  ,2011JJ00,0.1
9092,301000 ,CR21  ,2012JJ00,0.1
9093,301000 ,CR21  ,2013JJ00,0.1
9094,301000 ,CR21  ,2014JJ00,0.1
9095,301000 ,CR21  ,2015JJ00,0.0
9096,301000 ,CR21  ,2016JJ00,0.0
9097,301000 ,CR21  ,2017JJ00,0.1
9098,301000 ,CR21  ,2018JJ00,0.1
9099,301000 ,CR21  ,2019JJ00,0.1
9100,301000 ,CR21  ,2020JJ00,0.1
9101,301000 ,CR21  ,2021JJ00,0.1
9102,301000 ,CR21  ,2022JJ00,0.0
9103,301000 ,CR21  ,2023JJ00,0.0
9104,301000 ,CR21  ,2024JJ00,0.0
9105,301000 ,CR22  ,2010JJ00,0.3
9106,301000 ,CR22  ,2011JJ00,0.4
9107,301000 ,CR22  ,2012JJ00,0.3
9108,301000 ,CR22  ,2013JJ00,0.3
9109,301000 ,CR22  ,2014JJ00,0.4
9110,301000 ,CR22  ,2015JJ00,0.3
9111,301000 ,CR22  ,2016JJ00,0.3
9112,301000 ,CR22  ,2017JJ00,0.3
9113,301000 ,CR22  ,2018JJ00,0.3
9114,301000 ,CR22  ,2019JJ00,0.3
9115,301000 ,CR22  ,2020JJ00,0.3
9116,301000 ,CR22  ,2021JJ00,0.3
9117,301000 ,CR22  ,2022JJ00,0.3
9118,301000 ,CR22  ,2023JJ00,0.3
9119,301000 ,CR22  ,2024JJ00,0.2
9120,301000 ,CR23  ,2010JJ00,3.4
9121,301000 ,CR23  ,2011JJ00,3.4
9122,301000 ,CR23  ,2012JJ00,3.2
9123,301000 ,CR23  ,2013JJ00,3.0
9124,301000 ,CR23  ,2014JJ00,3.1
9125,301000 ,CR23  ,2015JJ00,3.0
9126,301000 ,CR23  ,2016JJ00,3.1
9127,301000 ,CR23  ,2017JJ00,3.0
9128,301000 ,CR23  ,2018JJ00,3.1
9129,301000 ,CR23  ,2019JJ00,3.1
9130,301000 ,CR23  ,2020JJ00,3.1
9131,301000 ,CR23  ,2021JJ00,3.2
9132,301000 ,CR23  ,2022JJ00,3.2
9133,301000 ,CR23  ,2023JJ00,3.3
9134,301000 ,CR23  ,2024JJ00,3.3
9135,301000 ,CR24  ,2010JJ00,0.4
9136,301000 ,CR24  ,2011JJ00,0.4
9137,301000 ,CR24  ,2012JJ00,0.4
9138,301000 ,CR24  ,2013JJ00,0.4
9139,301000 ,CR24  ,2014JJ00,0.4
9140,301000 ,CR24  ,2015JJ00,0.4
9141,301000 ,CR24  ,2016JJ00,0.4
9142,301000 ,CR24  ,2017JJ00,0.4
9143,301000 ,CR24  ,2018JJ00,0.4
9144,301000 ,CR24  ,2019JJ00,0.5
9145,301000 ,CR24  ,2020JJ00,0.5
9146,301000 ,CR24  ,2021JJ00,0.2
9147,301000 ,CR24  ,2022JJ00,0.1
9148,301000 ,CR24  ,2023JJ00,0.1
9149,301000 ,CR24  ,2024JJ00,0.1
9150,301000 ,CR25  ,2010JJ00,3.0
9151,301000 ,CR25  ,2011JJ00,3.6
9152,301000 ,CR25  ,2012JJ00,3.5
9153,301000 ,CR25  ,2013JJ00,3.4
9154,301000 ,CR25  ,2014JJ00,3.2
9155,301000 ,CR25  ,2015JJ00,2.8
9156,301000 ,CR25  ,2016JJ00,2.9
9157,301000 ,CR25  ,2017JJ00,3.0
9158,301000 ,CR25  ,2018JJ00,3.0
9159,301000 ,CR25  ,2019JJ00,3.1
9160,301000 ,CR25  ,2020JJ00,2.7
9161,301000 ,CR25  ,2021JJ00,2.6
9162,301000 ,CR25  ,2022JJ00,2.4
9163,301000 ,CR25  ,2023JJ00,2.3
9164,301000 ,CR25  ,2024JJ00,2.2
9165,301000 ,CR26  ,2010JJ00,2.3
9166,301000 ,CR26  ,2011JJ00,2.0
9167,301000 ,CR26  ,2012JJ00,1.9
9168,301000 ,CR26  ,2013JJ00,1.7
9169,301000 ,CR26  ,2014JJ00,1.7
9170,301000 ,CR26  ,2015JJ00,2.1
9171,301000 ,CR26  ,2016JJ00,2.0
9172,301000 ,CR26  ,2017JJ00,2.1
9173,301000 ,CR26  ,2018JJ00,2.0
9174,301000 ,CR26  ,2019JJ00,2.0
9175,301000 ,CR26  ,2020JJ00,2.1
9176,301000 ,CR26  ,2021JJ00,2.0
9177,301000 ,CR26  ,2022JJ00,1.9
9178,301000 ,CR26  ,2023JJ00,1.7
9179,301000 ,CR26  ,2024JJ00,2.0
9180,301000 ,CR27  ,2010JJ00,10.8
9181,301000 ,CR27  ,2011JJ00,10.8
9182,301000 ,CR27  ,2012JJ00,10.4
9183,301000 ,CR27  ,2013JJ00,10.6
9184,301000 ,CR27  ,2014JJ00,10.5
9185,301000 ,CR27  ,2015JJ00,10.6
9186,301000 ,CR27  ,2016JJ00,10.6
9187,301000 ,CR27  ,2017JJ00,10.0
9188,301000 ,CR27  ,2018JJ00,9.9
9189,301000 ,CR27  ,2019JJ00,9.6
9190,301000 ,CR27  ,2020JJ00,9.9
9191,301000 ,CR27  ,2021JJ00,10.0
9192,301000 ,CR27  ,2022JJ00,9.3
9193,301000 ,CR27  ,2023JJ00,9.3
9194,301000 ,CR27  ,2024JJ00,10.1
9195,301000 ,CR28  ,2010JJ00,3.3
9196,301000 ,CR28  ,2011JJ00,3.3
9197,301000 ,CR28  ,2012JJ00,3.3
9198,301000 ,CR28  ,2013JJ00,3.4
9199,301000 ,CR28  ,2014JJ00,3.4
9200,301000 ,CR28  ,2015JJ00,3.2
9201,301000 ,CR28  ,2016JJ00,3.3
9202,301000 ,CR28  ,2017JJ00,3.4
9203,301000 ,CR28  ,2018JJ00,3.5
9204,301000 ,CR28  ,2019JJ00,3.6
9205,301000 ,CR28  ,2020JJ00,3.6
9206,301000 ,CR28  ,2021JJ00,3.7
9207,301000 ,CR28  ,2022JJ00,3.5
9208,301000 ,CR28  ,2023JJ00,3.4
9209,301000 ,CR28  ,2024JJ00,3.4
9210,301000 ,CR29  ,2010JJ00,6.8
9211,301000 ,CR29  ,2011JJ00,6.3
9212,301000 ,CR29  ,2012JJ00,6.4
9213,301000 ,CR29  ,2013JJ00,6.2
9214,301000 ,CR29  ,2014JJ00,6.2
9215,301000 ,CR29  ,2015JJ00,6.1
9216,301000 ,CR29  ,2016JJ00,6.1
9217,301000 ,CR29  ,2017JJ00,6.0
9218,301000 ,CR29  ,2018JJ00,6.4
9219,301000 ,CR29  ,2019JJ00,6.4
9220,301000 ,CR29  ,2020JJ00,6.9
9221,301000 ,CR29  ,2021JJ00,7.1
9222,301000 ,CR29  ,2022JJ00,7.0
9223,301000 ,CR29  ,2023JJ00,6.5
9224,301000 ,CR29  ,2024JJ00,6.6
9225,301000 ,CR30  ,2010JJ00,0.7
9226,301000 ,CR30  ,2011JJ00,0.7
9227,301000 ,CR30  ,2012JJ00,0.7
9228,301000 ,CR30  ,2013JJ00,0.8
9229,301000 ,CR30  ,2014JJ00,0.8
9230,301000 ,CR30  ,2015JJ00,0.7
9231,301000 ,CR30  ,2016JJ00,0.8
9232,301000 ,CR30  ,2017JJ00,0.8
9233,301000 ,CR30  ,2018JJ00,0.9
9234,301000 ,CR30  ,2019JJ00,0.7
9235,301000 ,CR30  ,2020JJ00,0.7
9236,301000 ,CR30  ,2021JJ00,0.7
9237,301000 ,CR30  ,2022JJ00,0.7
9238,301000 ,CR30  ,2023JJ00,1.0
9239,301000 ,CR30  ,2024JJ00,0.8
9240,301000 ,CR31  ,2010JJ00,0.6
9241,301000 ,CR31  ,2011JJ00,0.6
9242,301000 ,CR31  ,2012JJ00,0.5
9243,301000 ,CR31  ,2013JJ00,0.5
9244,301000 ,CR31  ,2014JJ00,0.5
9245,301000 ,CR31  ,2015JJ00,0.5
9246,301000 ,CR31  ,2016JJ00,0.5
9247,301000 ,CR31  ,2017JJ00,0.6
9248,301000 ,CR31  ,2018JJ00,0.5
9249,301000 ,CR31  ,2019JJ00,0.5
9250,301000 ,CR31  ,2020JJ00,0.5
9251,301000 ,CR31  ,2021JJ00,0.6
9252,301000 ,CR31  ,2022JJ00,0.5
9253,301000 ,CR31  ,2023JJ00,0.5
9254,301000 ,CR31  ,2024JJ00,0.5
9255,301000 ,CR32  ,2010JJ00,2.5
9256,301000 ,CR32  ,2011JJ00,2.4
9257,301000 ,CR32  ,2012JJ00,2.5
9258,301000 ,CR32  ,2013JJ00,2.6
9259,301000 ,CR32  ,2014JJ00,2.6
9260,301000 ,CR32  ,2015JJ00,2.6
9261,301000 ,CR32  ,2016JJ00,2.6
9262,301000 ,CR32  ,2017JJ00,2.5
9263,301000 ,CR32  ,2018JJ00,2.7
9264,301000 ,CR32  ,2019JJ00,2.8
9265,301000 ,CR32  ,2020JJ00,2.9
9266,301000 ,CR32  ,2021JJ00,3.0
9267,301000 ,CR32  ,2022JJ00,2.9
9268,301000 ,CR32  ,2023JJ00,2.9
9269,301000 ,CR32  ,2024JJ00,3.0
9270,301000 ,CR33  ,2010JJ00,4.7
9271,301000 ,CR33  ,2011JJ00,4.6
9272,301000 ,CR33  ,2012JJ00,4.6
9273,301000 ,CR33  ,2013JJ00,4.7
9274,301000 ,CR33  ,2014JJ00,4.3
9275,301000 ,CR33  ,2015JJ00,4.3
9276,301000 ,CR33  ,2016JJ00,4.2
9277,301000 ,CR33  ,2017JJ00,4.5
9278,301000 ,CR33  ,2018JJ00,4.7
9279,301000 ,CR33  ,2019JJ00,4.8
9280,301000 ,CR33  ,2020JJ00,4.9
9281,301000 ,CR33  ,2021JJ00,4.9
9282,301000 ,CR33  ,2022JJ00,4.9
9283,301000 ,CR33  ,2023JJ00,4.8
9284,301000 ,CR33  ,2024JJ00,5.4
9285,301000 ,CR34  ,2010JJ00,2.1
9286,301000 ,CR34  ,2011JJ00,2.2
9287,301000 ,CR34  ,2012JJ00,2.2
9288,301000 ,CR34  ,2013JJ00,2.3
9289,301000 ,CR34  ,2014JJ00,2.3
9290,301000 ,CR34  ,2015JJ00,2.4
9291,301000 ,CR34  ,2016JJ00,2.5
9292,301000 ,CR34  ,2017JJ00,2.7
9293,301000 ,CR34  ,2018JJ00,2.9
9294,301000 ,CR34  ,2019JJ00,2.9
9295,301000 ,CR34  ,2020JJ00,3.0
9296,301000 ,CR34  ,2021JJ00,3.5
9297,301000 ,CR34  ,2022JJ00,3.3
9298,301000 ,CR34  ,2023JJ00,3.3
9299,301000 ,CR34  ,2024JJ00,3.3
9300,301000 ,CR35  ,2010JJ00,5.3
9301,301000 ,CR35  ,2011JJ00,5.3
9302,301000 ,CR35  ,2012JJ00,5.3
9303,301000 ,CR35  ,2013JJ00,5.4
9304,301000 ,CR35  ,2014JJ00,5.1
9305,301000 ,CR35  ,2015JJ00,4.9
9306,301000 ,CR35  ,2016JJ00,4.9
9307,301000 ,CR35  ,2017JJ00,5.4
9308,301000 ,CR35  ,2018JJ00,5.4
9309,301000 ,CR35  ,2019JJ00,5.4
9310,301000 ,CR35  ,2020JJ00,5.9
9311,301000 ,CR35  ,2021JJ00,5.6
9312,301000 ,CR35  ,2022JJ00,5.3
9313,301000 ,CR35  ,2023JJ00,5.5
9314,301000 ,CR35  ,2024JJ00,5.5
9315,301000 ,CR36  ,2010JJ00,4.1
9316,301000 ,CR36  ,2011JJ00,4.1
9317,301000 ,CR36  ,2012JJ00,4.3
9318,301000 ,CR36  ,2013JJ00,4.2
9319,301000 ,CR36  ,2014JJ00,4.2
9320,301000 ,CR36  ,2015JJ00,3.9
9321,301000 ,CR36  ,2016JJ00,3.6
9322,301000 ,CR36  ,2017JJ00,3.9
9323,301000 ,CR36  ,2018JJ00,3.8
9324,301000 ,CR36  ,2019JJ00,3.9
9325,301000 ,CR36  ,2020JJ00,3.9
9326,301000 ,CR36  ,2021JJ00,4.1
9327,301000 ,CR36  ,2022JJ00,4.0
9328,301000 ,CR36  ,2023JJ00,3.9
9329,301000 ,CR36  ,2024JJ00,4.2
9330,301000 ,CR37  ,2010JJ00,8.5
