ID,BedrijfstakkenBranchesSBI2008,RegioS,Perioden,BanenVanWerknemersInDecember_1
110707,389100 ,CR15  ,2017JJ00,15.0
110708,389100 ,CR15  ,2018JJ00,15.5
110709,389100 ,CR15  ,2019JJ00,16.0
110710,389100 ,CR15  ,2020JJ00,12.4
110711,389100 ,CR15  ,2021JJ00,14.7
110712,389100 ,CR15  ,2022JJ00,17.6
110713,389100 ,CR15  ,2023JJ00,18.6
110714,389100 ,CR15  ,2024JJ00,19.0
110715,389100 ,CR16  ,2010JJ00,3.1
110716,389100 ,CR16  ,2011JJ00,3.3
110717,389100 ,CR16  ,2012JJ00,3.2
110718,389100 ,CR16  ,2013JJ00,3.2
110719,389100 ,CR16  ,2014JJ00,3.5
110720,389100 ,CR16  ,2015JJ00,3.8
110721,389100 ,CR16  ,2016JJ00,4.0
110722,389100 ,CR16  ,2017JJ00,4.1
110723,389100 ,CR16  ,2018JJ00,4.2
110724,389100 ,CR16  ,2019JJ00,4.2
110725,389100 ,CR16  ,2020JJ00,3.1
110726,389100 ,CR16  ,2021JJ00,3.6
110727,389100 ,CR16  ,2022JJ00,4.4
110728,389100 ,CR16  ,2023JJ00,4.7
110729,389100 ,CR16  ,2024JJ00,5.0
110730,389100 ,CR17  ,2010JJ00,24.3
110731,389100 ,CR17  ,2011JJ00,24.8
110732,389100 ,CR17  ,2012JJ00,25.8
110733,389100 ,CR17  ,2013JJ00,25.5
110734,389100 ,CR17  ,2014JJ00,26.7
110735,389100 ,CR17  ,2015JJ00,27.8
110736,389100 ,CR17  ,2016JJ00,28.5
110737,389100 ,CR17  ,2017JJ00,31.2
110738,389100 ,CR17  ,2018JJ00,32.8
110739,389100 ,CR17  ,2019JJ00,34.2
110740,389100 ,CR17  ,2020JJ00,25.9
110741,389100 ,CR17  ,2021JJ00,31.7
110742,389100 ,CR17  ,2022JJ00,38.1
110743,389100 ,CR17  ,2023JJ00,38.7
110744,389100 ,CR17  ,2024JJ00,39.9
110745,389100 ,CR18  ,2010JJ00,6.2
110746,389100 ,CR18  ,2011JJ00,6.6
110747,389100 ,CR18  ,2012JJ00,6.8
110748,389100 ,CR18  ,2013JJ00,6.7
110749,389100 ,CR18  ,2014JJ00,6.9
110750,389100 ,CR18  ,2015JJ00,7.2
110751,389100 ,CR18  ,2016JJ00,7.0
110752,389100 ,CR18  ,2017JJ00,7.6
110753,389100 ,CR18  ,2018JJ00,7.9
110754,389100 ,CR18  ,2019JJ00,8.2
110755,389100 ,CR18  ,2020JJ00,6.6
110756,389100 ,CR18  ,2021JJ00,7.6
110757,389100 ,CR18  ,2022JJ00,9.0
110758,389100 ,CR18  ,2023JJ00,9.2
110759,389100 ,CR18  ,2024JJ00,9.4
110760,389100 ,CR19  ,2010JJ00,4.4
110761,389100 ,CR19  ,2011JJ00,4.5
110762,389100 ,CR19  ,2012JJ00,4.5
110763,389100 ,CR19  ,2013JJ00,4.6
110764,389100 ,CR19  ,2014JJ00,5.0
110765,389100 ,CR19  ,2015JJ00,5.3
110766,389100 ,CR19  ,2016JJ00,5.7
110767,389100 ,CR19  ,2017JJ00,5.9
110768,389100 ,CR19  ,2018JJ00,6.0
110769,389100 ,CR19  ,2019JJ00,5.9
110770,389100 ,CR19  ,2020JJ00,4.7
110771,389100 ,CR19  ,2021JJ00,5.6
110772,389100 ,CR19  ,2022JJ00,6.5
110773,389100 ,CR19  ,2023JJ00,6.7
110774,389100 ,CR19  ,2024JJ00,6.6
110775,389100 ,CR20  ,2010JJ00,3.2
110776,389100 ,CR20  ,2011JJ00,3.3
110777,389100 ,CR20  ,2012JJ00,3.3
110778,389100 ,CR20  ,2013JJ00,3.2
110779,389100 ,CR20  ,2014JJ00,3.3
110780,389100 ,CR20  ,2015JJ00,3.6
110781,389100 ,CR20  ,2016JJ00,3.7
110782,389100 ,CR20  ,2017JJ00,3.9
110783,389100 ,CR20  ,2018JJ00,3.9
110784,389100 ,CR20  ,2019JJ00,4.1
110785,389100 ,CR20  ,2020JJ00,3.5
110786,389100 ,CR20  ,2021JJ00,4.0
110787,389100 ,CR20  ,2022JJ00,4.4
110788,389100 ,CR20  ,2023JJ00,4.6
110789,389100 ,CR20  ,2024JJ00,4.7
110790,389100 ,CR21  ,2010JJ00,4.6
110791,389100 ,CR21  ,2011JJ00,4.9
110792,389100 ,CR21  ,2012JJ00,4.9
110793,389100 ,CR21  ,2013JJ00,4.9
110794,389100 ,CR21  ,2014JJ00,5.3
110795,389100 ,CR21  ,2015JJ00,5.4
110796,389100 ,CR21  ,2016JJ00,5.9
110797,389100 ,CR21  ,2017JJ00,5.9
110798,389100 ,CR21  ,2018JJ00,6.2
110799,389100 ,CR21  ,2019JJ00,6.2
110800,389100 ,CR21  ,2020JJ00,5.0
110801,389100 ,CR21  ,2021JJ00,6.0
110802,389100 ,CR21  ,2022JJ00,6.8
110803,389100 ,CR21  ,2023JJ00,6.9
110804,389100 ,CR21  ,2024JJ00,7.3
110805,389100 ,CR22  ,2010JJ00,1.7
110806,389100 ,CR22  ,2011JJ00,1.7
110807,389100 ,CR22  ,2012JJ00,1.9
110808,389100 ,CR22  ,2013JJ00,1.9
110809,389100 ,CR22  ,2014JJ00,2.1
110810,389100 ,CR22  ,2015JJ00,2.3
110811,389100 ,CR22  ,2016JJ00,2.4
110812,389100 ,CR22  ,2017JJ00,2.2
110813,389100 ,CR22  ,2018JJ00,2.4
110814,389100 ,CR22  ,2019JJ00,2.7
110815,389100 ,CR22  ,2020JJ00,2.3
110816,389100 ,CR22  ,2021JJ00,2.6
110817,389100 ,CR22  ,2022JJ00,2.8
110818,389100 ,CR22  ,2023JJ00,2.9
110819,389100 ,CR22  ,2024JJ00,2.8
110820,389100 ,CR23  ,2010JJ00,45.3
110821,389100 ,CR23  ,2011JJ00,48.2
110822,389100 ,CR23  ,2012JJ00,48.8
110823,389100 ,CR23  ,2013JJ00,50.8
110824,389100 ,CR23  ,2014JJ00,54.6
110825,389100 ,CR23  ,2015JJ00,56.9
110826,389100 ,CR23  ,2016JJ00,61.1
110827,389100 ,CR23  ,2017JJ00,64.6
110828,389100 ,CR23  ,2018JJ00,68.0
110829,389100 ,CR23  ,2019JJ00,71.0
110830,389100 ,CR23  ,2020JJ00,47.6
110831,389100 ,CR23  ,2021JJ00,57.0
110832,389100 ,CR23  ,2022JJ00,68.3
110833,389100 ,CR23  ,2023JJ00,72.6
110834,389100 ,CR23  ,2024JJ00,74.4
110835,389100 ,CR24  ,2010JJ00,3.5
110836,389100 ,CR24  ,2011JJ00,3.8
110837,389100 ,CR24  ,2012JJ00,4.0
110838,389100 ,CR24  ,2013JJ00,3.7
110839,389100 ,CR24  ,2014JJ00,4.0
110840,389100 ,CR24  ,2015JJ00,4.3
110841,389100 ,CR24  ,2016JJ00,4.7
110842,389100 ,CR24  ,2017JJ00,4.9
110843,389100 ,CR24  ,2018JJ00,5.2
110844,389100 ,CR24  ,2019JJ00,5.5
110845,389100 ,CR24  ,2020JJ00,4.0
110846,389100 ,CR24  ,2021JJ00,4.7
110847,389100 ,CR24  ,2022JJ00,5.7
110848,389100 ,CR24  ,2023JJ00,5.8
110849,389100 ,CR24  ,2024JJ00,5.7
110850,389100 ,CR25  ,2010JJ00,8.6
110851,389100 ,CR25  ,2011JJ00,8.8
110852,389100 ,CR25  ,2012JJ00,8.8
110853,389100 ,CR25  ,2013JJ00,9.0
110854,389100 ,CR25  ,2014JJ00,9.4
110855,389100 ,CR25  ,2015JJ00,10.2
110856,389100 ,CR25  ,2016JJ00,11.0
110857,389100 ,CR25  ,2017JJ00,11.3
110858,389100 ,CR25  ,2018JJ00,11.8
110859,389100 ,CR25  ,2019JJ00,11.7
110860,389100 ,CR25  ,2020JJ00,8.4
110861,389100 ,CR25  ,2021JJ00,10.3
110862,389100 ,CR25  ,2022JJ00,12.3
110863,389100 ,CR25  ,2023JJ00,12.9
110864,389100 ,CR25  ,2024JJ00,13.3
110865,389100 ,CR26  ,2010JJ00,14.4
110866,389100 ,CR26  ,2011JJ00,14.6
110867,389100 ,CR26  ,2012JJ00,15.0
110868,389100 ,CR26  ,2013JJ00,14.6
110869,389100 ,CR26  ,2014JJ00,15.9
110870,389100 ,CR26  ,2015JJ00,17.3
110871,389100 ,CR26  ,2016JJ00,18.1
110872,389100 ,CR26  ,2017JJ00,18.9
110873,389100 ,CR26  ,2018JJ00,19.0
110874,389100 ,CR26  ,2019JJ00,19.2
110875,389100 ,CR26  ,2020JJ00,15.0
110876,389100 ,CR26  ,2021JJ00,18.1
110877,389100 ,CR26  ,2022JJ00,20.0
110878,389100 ,CR26  ,2023JJ00,21.1
110879,389100 ,CR26  ,2024JJ00,21.4
110880,389100 ,CR27  ,2010JJ00,3.3
110881,389100 ,CR27  ,2011JJ00,3.7
110882,389100 ,CR27  ,2012JJ00,3.5
110883,389100 ,CR27  ,2013JJ00,3.5
110884,389100 ,CR27  ,2014JJ00,3.5
110885,389100 ,CR27  ,2015JJ00,3.8
110886,389100 ,CR27  ,2016JJ00,3.9
110887,389100 ,CR27  ,2017JJ00,4.2
110888,389100 ,CR27  ,2018JJ00,4.5
110889,389100 ,CR27  ,2019JJ00,4.6
110890,389100 ,CR27  ,2020JJ00,3.7
110891,389100 ,CR27  ,2021JJ00,4.5
110892,389100 ,CR27  ,2022JJ00,5.2
110893,389100 ,CR27  ,2023JJ00,5.5
110894,389100 ,CR27  ,2024JJ00,5.6
110895,389100 ,CR28  ,2010JJ00,3.6
110896,389100 ,CR28  ,2011JJ00,3.7
110897,389100 ,CR28  ,2012JJ00,3.7
110898,389100 ,CR28  ,2013JJ00,3.6
110899,389100 ,CR28  ,2014JJ00,3.8
110900,389100 ,CR28  ,2015JJ00,4.2
110901,389100 ,CR28  ,2016JJ00,4.6
110902,389100 ,CR28  ,2017JJ00,4.9
110903,389100 ,CR28  ,2018JJ00,5.1
110904,389100 ,CR28  ,2019JJ00,5.4
110905,389100 ,CR28  ,2020JJ00,4.2
110906,389100 ,CR28  ,2021JJ00,5.0
110907,389100 ,CR28  ,2022JJ00,5.8
110908,389100 ,CR28  ,2023JJ00,6.0
110909,389100 ,CR28  ,2024JJ00,6.0
110910,389100 ,CR29  ,2010JJ00,23.2
110911,389100 ,CR29  ,2011JJ00,24.1
110912,389100 ,CR29  ,2012JJ00,24.7
110913,389100 ,CR29  ,2013JJ00,23.9
110914,389100 ,CR29  ,2014JJ00,26.4
110915,389100 ,CR29  ,2015JJ00,28.2
110916,389100 ,CR29  ,2016JJ00,29.5
110917,389100 ,CR29  ,2017JJ00,30.4
110918,389100 ,CR29  ,2018JJ00,31.4
110919,389100 ,CR29  ,2019JJ00,32.3
110920,389100 ,CR29  ,2020JJ00,25.0
110921,389100 ,CR29  ,2021JJ00,29.2
110922,389100 ,CR29  ,2022JJ00,33.9
110923,389100 ,CR29  ,2023JJ00,35.5
110924,389100 ,CR29  ,2024JJ00,36.4
110925,389100 ,CR30  ,2010JJ00,4.6
110926,389100 ,CR30  ,2011JJ00,4.8
110927,389100 ,CR30  ,2012JJ00,5.3
110928,389100 ,CR30  ,2013JJ00,5.3
110929,389100 ,CR30  ,2014JJ00,5.5
110930,389100 ,CR30  ,2015JJ00,5.9
110931,389100 ,CR30  ,2016JJ00,6.2
110932,389100 ,CR30  ,2017JJ00,6.3
110933,389100 ,CR30  ,2018JJ00,6.6
110934,389100 ,CR30  ,2019JJ00,6.5
110935,389100 ,CR30  ,2020JJ00,4.7
110936,389100 ,CR30  ,2021JJ00,5.7
110937,389100 ,CR30  ,2022JJ00,6.5
110938,389100 ,CR30  ,2023JJ00,6.7
110939,389100 ,CR30  ,2024JJ00,6.9
110940,389100 ,CR31  ,2010JJ00,2.7
110941,389100 ,CR31  ,2011JJ00,2.8
110942,389100 ,CR31  ,2012JJ00,2.8
110943,389100 ,CR31  ,2013JJ00,3.0
110944,389100 ,CR31  ,2014JJ00,3.0
110945,389100 ,CR31  ,2015JJ00,3.1
110946,389100 ,CR31  ,2016JJ00,3.2
110947,389100 ,CR31  ,2017JJ00,3.4
110948,389100 ,CR31  ,2018JJ00,3.4
110949,389100 ,CR31  ,2019JJ00,3.6
110950,389100 ,CR31  ,2020JJ00,2.6
110951,389100 ,CR31  ,2021JJ00,3.0
110952,389100 ,CR31  ,2022JJ00,3.7
110953,389100 ,CR31  ,2023JJ00,3.8
110954,389100 ,CR31  ,2024JJ00,3.8
110955,389100 ,CR32  ,2010JJ00,6.8
110956,389100 ,CR32  ,2011JJ00,7.0
110957,389100 ,CR32  ,2012JJ00,7.2
110958,389100 ,CR32  ,2013JJ00,6.9
110959,389100 ,CR32  ,2014JJ00,7.1
110960,389100 ,CR32  ,2015JJ00,7.5
110961,389100 ,CR32  ,2016JJ00,8.0
110962,389100 ,CR32  ,2017JJ00,8.5
110963,389100 ,CR32  ,2018JJ00,8.7
110964,389100 ,CR32  ,2019JJ00,8.9
110965,389100 ,CR32  ,2020JJ00,6.8
110966,389100 ,CR32  ,2021JJ00,8.1
110967,389100 ,CR32  ,2022JJ00,9.7
110968,389100 ,CR32  ,2023JJ00,10.1
110969,389100 ,CR32  ,2024JJ00,10.2
110970,389100 ,CR33  ,2010JJ00,10.5
110971,389100 ,CR33  ,2011JJ00,11.1
110972,389100 ,CR33  ,2012JJ00,11.1
110973,389100 ,CR33  ,2013JJ00,10.8
110974,389100 ,CR33  ,2014JJ00,11.5
110975,389100 ,CR33  ,2015JJ00,11.9
110976,389100 ,CR33  ,2016JJ00,12.4
110977,389100 ,CR33  ,2017JJ00,12.5
110978,389100 ,CR33  ,2018JJ00,13.0
110979,389100 ,CR33  ,2019JJ00,13.3
110980,389100 ,CR33  ,2020JJ00,9.5
110981,389100 ,CR33  ,2021JJ00,11.6
110982,389100 ,CR33  ,2022JJ00,14.5
110983,389100 ,CR33  ,2023JJ00,14.7
110984,389100 ,CR33  ,2024JJ00,15.3
110985,389100 ,CR34  ,2010JJ00,7.8
110986,389100 ,CR34  ,2011JJ00,8.5
110987,389100 ,CR34  ,2012JJ00,8.2
110988,389100 ,CR34  ,2013JJ00,8.0
110989,389100 ,CR34  ,2014JJ00,8.1
110990,389100 ,CR34  ,2015JJ00,8.4
110991,389100 ,CR34  ,2016JJ00,8.8
110992,389100 ,CR34  ,2017JJ00,9.1
110993,389100 ,CR34  ,2018JJ00,9.4
110994,389100 ,CR34  ,2019JJ00,9.9
110995,389100 ,CR34  ,2020JJ00,7.6
110996,389100 ,CR34  ,2021JJ00,9.1
110997,389100 ,CR34  ,2022JJ00,10.4
110998,389100 ,CR34  ,2023JJ00,10.8
110999,389100 ,CR34  ,2024JJ00,11.2
111000,389100 ,CR35  ,2010JJ00,13.8
111001,389100 ,CR35  ,2011JJ00,14.7
111002,389100 ,CR35  ,2012JJ00,14.6
111003,389100 ,CR35  ,2013JJ00,14.9
111004,389100 ,CR35  ,2014JJ00,15.2
111005,389100 ,CR35  ,2015JJ00,15.7
111006,389100 ,CR35  ,2016JJ00,16.8
111007,389100 ,CR35  ,2017JJ00,17.0
111008,389100 ,CR35  ,2018JJ00,18.0
111009,389100 ,CR35  ,2019JJ00,18.5
111010,389100 ,CR35  ,2020JJ00,13.1
111011,389100 ,CR35  ,2021JJ00,15.1
111012,389100 ,CR35  ,2022JJ00,18.3
111013,389100 ,CR35  ,2023JJ00,19.3
111014,389100 ,CR35  ,2024JJ00,19.2
111015,389100 ,CR36  ,2010JJ00,14.9
111016,389100 ,CR36  ,2011JJ00,15.2
111017,389100 ,CR36  ,2012JJ00,15.4
111018,389100 ,CR36  ,2013JJ00,15.8
111019,389100 ,CR36  ,2014JJ00,16.5
111020,389100 ,CR36  ,2015JJ00,16.6
111021,389100 ,CR36  ,2016JJ00,17.2
111022,389100 ,CR36  ,2017JJ00,17.2
111023,389100 ,CR36  ,2018JJ00,17.7
111024,389100 ,CR36  ,2019JJ00,18.1
111025,389100 ,CR36  ,2020JJ00,13.9
111026,389100 ,CR36  ,2021JJ00,16.1
111027,389100 ,CR36  ,2022JJ00,18.9
111028,389100 ,CR36  ,2023JJ00,19.7
111029,389100 ,CR36  ,2024JJ00,20.7
111030,389100 ,CR37  ,2010JJ00,7.4
111031,389100 ,CR37  ,2011JJ00,7.2
111032,389100 ,CR37  ,2012JJ00,7.6
111033,389100 ,CR37  ,2013JJ00,7.6
111034,389100 ,CR37  ,2014JJ00,8.0
111035,389100 ,CR37  ,2015JJ00,
111036,389100 ,CR37  ,2016JJ00,8.3
111037,389100 ,CR37  ,2017JJ00,8.8
111038,389100 ,CR37  ,2018JJ00,8.8
111039,389100 ,CR37  ,2019JJ00,8.7
111040,389100 ,CR37  ,2020JJ00,6.5
111041,389100 ,CR37  ,2021JJ00,7.4
111042,389100 ,CR37  ,2022JJ00,8.7
111043,389100 ,CR37  ,2023JJ00,9.3
111044,389100 ,CR37  ,2024JJ00,9.6
111045,389100 ,CR38  ,2010JJ00,4.5
111046,389100 ,CR38  ,2011JJ00,4.8
111047,389100 ,CR38  ,2012JJ00,5.0
111048,389100 ,CR38  ,2013JJ00,5.1
111049,389100 ,CR38  ,2014JJ00,5.3
111050,389100 ,CR38  ,2015JJ00,
111051,389100 ,CR38  ,2016JJ00,5.4
111052,389100 ,CR38  ,2017JJ00,6.2
111053,389100 ,CR38  ,2018JJ00,5.9
111054,389100 ,CR38  ,2019JJ00,6.1
111055,389100 ,CR38  ,2020JJ00,4.5
111056,389100 ,CR38  ,2021JJ00,5.1
111057,389100 ,CR38  ,2022JJ00,6.3
111058,389100 ,CR38  ,2023JJ00,6.4
111059,389100 ,CR38  ,2024JJ00,6.6
111060,389100 ,CR39  ,2010JJ00,12.8
111061,389100 ,CR39  ,2011JJ00,13.1
111062,389100 ,CR39  ,2012JJ00,13.1
111063,389100 ,CR39  ,2013JJ00,13.5
111064,389100 ,CR39  ,2014JJ00,13.7
111065,389100 ,CR39  ,2015JJ00,14.2
111066,389100 ,CR39  ,2016JJ00,14.2
111067,389100 ,CR39  ,2017JJ00,14.7
111068,389100 ,CR39  ,2018JJ00,15.1
111069,389100 ,CR39  ,2019JJ00,15.6
111070,389100 ,CR39  ,2020JJ00,11.4
111071,389100 ,CR39  ,2021JJ00,13.3
111072,389100 ,CR39  ,2022JJ00,16.1
111073,389100 ,CR39  ,2023JJ00,16.7
111074,389100 ,CR39  ,2024JJ00,17.3
111075,389100 ,CR40  ,2010JJ00,5.1
111076,389100 ,CR40  ,2011JJ00,5.3
111077,389100 ,CR40  ,2012JJ00,5.6
111078,389100 ,CR40  ,2013JJ00,5.5
111079,389100 ,CR40  ,2014JJ00,5.8
111080,389100 ,CR40  ,2015JJ00,6.2
111081,389100 ,CR40  ,2016JJ00,7.0
111082,389100 ,CR40  ,2017JJ00,7.2
111083,389100 ,CR40  ,2018JJ00,7.7
111084,389100 ,CR40  ,2019JJ00,7.6
111085,389100 ,CR40  ,2020JJ00,6.2
111086,389100 ,CR40  ,2021JJ00,7.2
111087,389100 ,CR40  ,2022JJ00,8.2
111088,389100 ,CR40  ,2023JJ00,8.4
111089,389100 ,CR40  ,2024JJ00,8.4
111090,389100 ,CR99  ,2010JJ00,
111091,389100 ,CR99  ,2011JJ00,
111092,389100 ,CR99  ,2012JJ00,
111093,389100 ,CR99  ,2013JJ00,
111094,389100 ,CR99  ,2014JJ00,
111095,389100 ,CR99  ,2015JJ00,
111096,389100 ,CR99  ,2016JJ00,
111097,389100 ,CR99  ,2017JJ00,
111098,389100 ,CR99  ,2018JJ00,
111099,389100 ,CR99  ,2019JJ00,0.0
111100,389100 ,CR99  ,2020JJ00,0.0
111101,389100 ,CR99  ,2021JJ00,0.0
111102,389100 ,CR99  ,2022JJ00,0.0
111103,389100 ,CR99  ,2023JJ00,0.1
111104,389100 ,CR99  ,2024JJ00,0.1
118965,391600 ,CR01  ,2010JJ00,0.2
118966,391600 ,CR01  ,2011JJ00,0.2
118967,391600 ,CR01  ,2012JJ00,0.3
118968,391600 ,CR01  ,2013JJ00,0.2
118969,391600 ,CR01  ,2014JJ00,
118970,391600 ,CR01  ,2015JJ00,
118971,391600 ,CR01  ,2016JJ00,0.3
118972,391600 ,CR01  ,2017JJ00,0.4
118973,391600 ,CR01  ,2018JJ00,0.5
118974,391600 ,CR01  ,2019JJ00,0.5
118975,391600 ,CR01  ,2020JJ00,0.6
118976,391600 ,CR01  ,2021JJ00,0.6
118977,391600 ,CR01  ,2022JJ00,0.5
118978,391600 ,CR01  ,2023JJ00,0.3
118979,391600 ,CR01  ,2024JJ00,0.3
118980,391600 ,CR02  ,2010JJ00,0.0
118981,391600 ,CR02  ,2011JJ00,0.0
118982,391600 ,CR02  ,2012JJ00,0.0
118983,391600 ,CR02  ,2013JJ00,0.0
118984,391600 ,CR02  ,2014JJ00,0.0
118985,391600 ,CR02  ,2015JJ00,0.0
118986,391600 ,CR02  ,2016JJ00,0.0
118987,391600 ,CR02  ,2017JJ00,0.0
118988,391600 ,CR02  ,2018JJ00,0.0
118989,391600 ,CR02  ,2019JJ00,0.0
118990,391600 ,CR02  ,2020JJ00,0.0
118991,391600 ,CR02  ,2021JJ00,0.1
118992,391600 ,CR02  ,2022JJ00,0.1
118993,391600 ,CR02  ,2023JJ00,0.1
118994,391600 ,CR02  ,2024JJ00,0.1
118995,391600 ,CR03  ,2010JJ00,7.8
118996,391600 ,CR03  ,2011JJ00,7.8
118997,391600 ,CR03  ,2012JJ00,7.6
118998,391600 ,CR03  ,2013JJ00,7.0
118999,391600 ,CR03  ,2014JJ00,6.7
119000,391600 ,CR03  ,2015JJ00,7.0
119001,391600 ,CR03  ,2016JJ00,7.4
119002,391600 ,CR03  ,2017JJ00,7.5
119003,391600 ,CR03  ,2018JJ00,7.2
119004,391600 ,CR03  ,2019JJ00,7.4
119005,391600 ,CR03  ,2020JJ00,7.2
119006,391600 ,CR03  ,2021JJ00,7.6
119007,391600 ,CR03  ,2022JJ00,7.9
119008,391600 ,CR03  ,2023JJ00,7.9
119009,391600 ,CR03  ,2024JJ00,7.8
119010,391600 ,CR04  ,2010JJ00,2.2
119011,391600 ,CR04  ,2011JJ00,2.3
119012,391600 ,CR04  ,2012JJ00,2.1
119013,391600 ,CR04  ,2013JJ00,2.0
119014,391600 ,CR04  ,2014JJ00,2.0
119015,391600 ,CR04  ,2015JJ00,1.8
119016,391600 ,CR04  ,2016JJ00,1.9
119017,391600 ,CR04  ,2017JJ00,1.8
119018,391600 ,CR04  ,2018JJ00,1.9
119019,391600 ,CR04  ,2019JJ00,1.9
119020,391600 ,CR04  ,2020JJ00,2.0
119021,391600 ,CR04  ,2021JJ00,2.0
119022,391600 ,CR04  ,2022JJ00,2.1
119023,391600 ,CR04  ,2023JJ00,2.0
119024,391600 ,CR04  ,2024JJ00,2.0
119025,391600 ,CR05  ,2010JJ00,0.3
119026,391600 ,CR05  ,2011JJ00,0.3
119027,391600 ,CR05  ,2012JJ00,0.4
119028,391600 ,CR05  ,2013JJ00,0.3
119029,391600 ,CR05  ,2014JJ00,0.3
119030,391600 ,CR05  ,2015JJ00,0.4
119031,391600 ,CR05  ,2016JJ00,0.4
119032,391600 ,CR05  ,2017JJ00,0.5
119033,391600 ,CR05  ,2018JJ00,0.6
119034,391600 ,CR05  ,2019JJ00,0.5
119035,391600 ,CR05  ,2020JJ00,0.5
119036,391600 ,CR05  ,2021JJ00,0.5
119037,391600 ,CR05  ,2022JJ00,0.5
119038,391600 ,CR05  ,2023JJ00,0.5
119039,391600 ,CR05  ,2024JJ00,0.5
119040,391600 ,CR06  ,2010JJ00,1.1
119041,391600 ,CR06  ,2011JJ00,1.0
119042,391600 ,CR06  ,2012JJ00,1.0
119043,391600 ,CR06  ,2013JJ00,0.9
119044,391600 ,CR06  ,2014JJ00,0.8
119045,391600 ,CR06  ,2015JJ00,0.9
119046,391600 ,CR06  ,2016JJ00,1.1
119047,391600 ,CR06  ,2017JJ00,1.1
119048,391600 ,CR06  ,2018JJ00,1.2
119049,391600 ,CR06  ,2019JJ00,1.2
119050,391600 ,CR06  ,2020JJ00,1.2
119051,391600 ,CR06  ,2021JJ00,1.3
119052,391600 ,CR06  ,2022JJ00,1.4
119053,391600 ,CR06  ,2023JJ00,1.4
119054,391600 ,CR06  ,2024JJ00,1.4
119055,391600 ,CR07  ,2010JJ00,0.8
119056,391600 ,CR07  ,2011JJ00,0.9
119057,391600 ,CR07  ,2012JJ00,1.1
119058,391600 ,CR07  ,2013JJ00,0.9
119059,391600 ,CR07  ,2014JJ00,1.0
119060,391600 ,CR07  ,2015JJ00,1.2
119061,391600 ,CR07  ,2016JJ00,1.1
119062,391600 ,CR07  ,2017JJ00,0.9
119063,391600 ,CR07  ,2018JJ00,1.1
119064,391600 ,CR07  ,2019JJ00,1.1
119065,391600 ,CR07  ,2020JJ00,1.1
119066,391600 ,CR07  ,2021JJ00,1.0
119067,391600 ,CR07  ,2022JJ00,1.1
119068,391600 ,CR07  ,2023JJ00,1.3
119069,391600 ,CR07  ,2024JJ00,1.3
119070,391600 ,CR08  ,2010JJ00,0.8
119071,391600 ,CR08  ,2011JJ00,
119072,391600 ,CR08  ,2012JJ00,0.7
119073,391600 ,CR08  ,2013JJ00,0.7
119074,391600 ,CR08  ,2014JJ00,0.7
119075,391600 ,CR08  ,2015JJ00,0.5
119076,391600 ,CR08  ,2016JJ00,0.6
119077,391600 ,CR08  ,2017JJ00,0.6
119078,391600 ,CR08  ,2018JJ00,0.7
119079,391600 ,CR08  ,2019JJ00,0.7
119080,391600 ,CR08  ,2020JJ00,0.7
119081,391600 ,CR08  ,2021JJ00,0.7
119082,391600 ,CR08  ,2022JJ00,0.6
119083,391600 ,CR08  ,2023JJ00,0.6
119084,391600 ,CR08  ,2024JJ00,0.6
119085,391600 ,CR09  ,2010JJ00,0.6
119086,391600 ,CR09  ,2011JJ00,0.6
119087,391600 ,CR09  ,2012JJ00,
119088,391600 ,CR09  ,2013JJ00,
119089,391600 ,CR09  ,2014JJ00,0.6
119090,391600 ,CR09  ,2015JJ00,0.7
119091,391600 ,CR09  ,2016JJ00,0.7
119092,391600 ,CR09  ,2017JJ00,1.0
119093,391600 ,CR09  ,2018JJ00,1.0
119094,391600 ,CR09  ,2019JJ00,1.0
119095,391600 ,CR09  ,2020JJ00,1.0
119096,391600 ,CR09  ,2021JJ00,1.1
119097,391600 ,CR09  ,2022JJ00,1.2
119098,391600 ,CR09  ,2023JJ00,1.1
119099,391600 ,CR09  ,2024JJ00,1.1
119100,391600 ,CR10  ,2010JJ00,2.4
119101,391600 ,CR10  ,2011JJ00,2.4
119102,391600 ,CR10  ,2012JJ00,2.4
119103,391600 ,CR10  ,2013JJ00,2.5
119104,391600 ,CR10  ,2014JJ00,2.4
119105,391600 ,CR10  ,2015JJ00,2.5
119106,391600 ,CR10  ,2016JJ00,2.8
119107,391600 ,CR10  ,2017JJ00,3.0
119108,391600 ,CR10  ,2018JJ00,3.0
119109,391600 ,CR10  ,2019JJ00,3.1
119110,391600 ,CR10  ,2020JJ00,3.2
119111,391600 ,CR10  ,2021JJ00,3.7
119112,391600 ,CR10  ,2022JJ00,3.7
119113,391600 ,CR10  ,2023JJ00,3.8
119114,391600 ,CR10  ,2024JJ00,3.9
119115,391600 ,CR11  ,2010JJ00,1.8
119116,391600 ,CR11  ,2011JJ00,1.7
119117,391600 ,CR11  ,2012JJ00,1.8
119118,391600 ,CR11  ,2013JJ00,1.9
119119,391600 ,CR11  ,2014JJ00,2.1
119120,391600 ,CR11  ,2015JJ00,2.0
119121,391600 ,CR11  ,2016JJ00,2.3
119122,391600 ,CR11  ,2017JJ00,2.4
119123,391600 ,CR11  ,2018JJ00,2.5
119124,391600 ,CR11  ,2019JJ00,2.6
119125,391600 ,CR11  ,2020JJ00,2.7
