target_year,ZE2020,BE,FZ,GI,JZ,KZ,LZ,MN,OQ,RU,total
2018,5213,98,93,348,27,55,51,166,88,81,1007
2018,5214,68,84,269,27,32,71,171,89,98,909
2018,5215,36,34,178,10,22,15,80,53,32,460
2018,5216,475,890,3127,637,463,691,2654,1487,1192,11616
2018,5217,40,72,228,25,25,55,117,91,78,731
2018,5218,29,35,140,4,14,18,60,25,33,358
2018,5219,150,213,707,52,78,170,409,280,236,2295
2018,5220,68,54,221,13,16,28,106,78,81,665
2018,5221,41,36,126,13,13,16,52,34,46,377
2018,5301,74,106,280,27,34,76,201,141,149,1088
2018,5302,136,257,1017,139,113,112,523,484,320,3101
2018,5303,58,54,210,11,18,16,119,78,71,635
2018,5304,48,87,237,22,35,33,138,93,106,799
2018,5305,34,40,141,15,22,17,76,51,50,446
2018,5306,19,32,156,10,11,14,59,43,45,389
2018,5307,36,42,204,15,34,14,89,55,45,534
2018,5308,59,90,365,38,36,41,172,123,121,1045
2018,5309,122,251,541,66,71,110,356,235,209,1961
2018,5310,63,82,283,22,34,34,155,89,100,862
2018,5311,56,45,182,15,17,17,85,72,89,578
2018,5312,76,55,294,12,28,32,124,113,89,823
2018,5313,167,260,676,74,88,142,405,307,308,2427
2018,5314,42,32,99,13,13,18,80,58,67,422
2018,5315,311,566,2221,416,417,340,1633,1012,815,7731
2018,5316,91,225,436,55,70,40,292,168,161,1538
2018,5317,75,125,408,53,106,66,305,171,169,1478
2018,5318,141,196,580,92,108,141,501,299,272,2330
2018,5319,55,47,209,23,50,37,112,69,58,660
2018,7501,95,103,486,30,54,56,261,165,152,1402
2018,7502,182,240,687,77,84,66,348,250,265,2199
2018,7503,253,561,1356,171,199,366,1159,825,623,5513
2018,7504,85,134,408,25,27,67,196,110,117,1169
2018,7505,768,2139,7005,959,713,645,4777,2412,2055,21473
2018,7506,67,63,265,32,56,53,141,71,78,826
2018,7507,105,127,376,33,56,74,213,167,147,1298
2018,7508,56,59,265,14,27,34,94,58,56,663
2018,7509,117,105,392,24,51,53,197,115,135,1189
2018,7510,161,210,599,46,40,126,336,267,228,2013
2018,7511,175,100,240,22,22,23,135,106,103,926
2018,7512,189,346,1164,114,121,121,715,410,373,3553
2018,7513,136,267,749,66,85,97,457,288,313,2458
2018,7514,98,157,451,18,46,48,219,155,183,1375
2018,7515,44,116,316,14,13,21,121,81,116,842
2018,7516,113,270,586,42,42,96,282,181,189,1801
2018,7517,181,251,984,94,83,64,425,349,342,2773
2018,7518,96,132,292,21,33,35,158,87,101,955
2018,7519,112,105,368,14,36,37,232,167,129,1200
2018,7520,137,158,523,70,60,86,295,208,194,1731
2018,7521,58,50,158,9,10,32,97,105,78,597
2018,7522,204,315,1040,94,84,183,600,524,368,3412
2018,7523,178,225,699,34,49,49,345,273,215,2067
2018,7524,228,232,1068,80,148,162,499,372,307,3096
2018,7525,51,88,283,16,15,18,118,103,101,793
2018,7526,82,171,549,33,42,114,248,150,182,1571
2018,7527,120,70,253,14,17,27,113,69,73,756
2018,7528,78,131,397,25,33,57,186,153,133,1193
2018,7529,63,68,258,14,16,35,139,77,87,757
2018,7530,35,45,159,4,22,26,56,46,38,431
2018,7531,78,50,193,16,9,39,101,89,75,650
2018,7532,96,88,258,11,29,18,131,91,79,801
2018,7601,74,147,567,25,15,90,191,88,154,1351
2018,7602,283,249,750,67,62,147,406,330,307,2601
2018,7603,148,274,644,45,49,28,301,211,244,1944
2018,7604,203,178,453,48,41,89,254,191,183,1640
2018,7605,36,96,229,20,11,10,91,69,79,641
2018,7606,191,446,981,73,58,142,450,281,284,2906
2018,7607,81,94,277,27,9,22,159,99,117,885
2018,7608,168,264,624,56,43,101,321,262,268,2107
2018,7609,63,81,193,8,10,12,90,73,98,628
2018,7610,131,140,442,37,31,40,242,213,177,1453
2018,7611,135,90,267,16,19,24,127,73,105,856
2018,7612,148,171,420,29,30,57,243,166,185,1449
2018,7613,75,42,181,12,11,11,78,77,49,536
2018,7614,87,59,173,17,21,17,72,81,80,607
2018,7615,145,273,685,63,46,44,363,216,214,2049
2018,7616,586,1403,3563,624,347,650,2711,1704,1321,12909
2018,7617,127,252,660,39,35,56,334,238,212,1953
2018,7618,282,664,1713,144,147,112,870,541,481,4954
2018,7619,60,47,163,10,10,10,68,48,63,479
2018,7620,316,786,2066,154,138,456,987,746,705,6354
2018,7621,244,150,336,26,31,59,219,158,124,1347
2018,7622,144,179,370,38,28,46,209,157,124,1295
2018,7623,61,140,421,37,27,75,240,174,144,1319
2018,7624,161,260,686,59,47,101,371,342,273,2300
2018,7625,664,1904,6578,952,461,512,4047,2495,1856,19469
2018,8401,176,489,1109,136,146,217,963,607,484,4327
2018,8402,155,184,520,33,25,40,207,181,195,1540
2018,8403,79,57,169,11,14,25,76,76,55,562
2018,8404,43,62,166,10,11,17,69,62,60,500
2018,8405,113,301,853,67,64,89,435,281,261,2464
2018,8406,104,350,1012,74,56,148,482,262,242,2730
2018,8407,153,333,829,121,80,187,692,404,301,3100
2018,8408,219,453,1601,177,168,173,883,692,532,4898
2018,8409,290,769,2463,363,189,363,1752,1019,761,7969
2018,8410,53,66,235,15,27,27,105,86,85,699
2018,8411,26,50,147,8,9,30,77,96,51,494
2018,8412,54,84,228,14,29,38,129,128,80,784
2018,8413,72,214,627,29,35,129,384,451,217,2158
2018,8414,46,105,249,16,28,48,159,142,116,909
2018,8415,53,158,387,31,30,101,260,225,205,1450
2018,8416,130,318,918,125,104,166,664,474,468,3367
2018,8417,69,95,211,14,24,22,91,54,89,669
2018,8418,39,109,251,31,13,77,288,206,166,1180
2018,8419,121,96,260,24,30,38,155,96,93,913
2018,8420,74,86,211,20,26,36,100,74,85,712
2018,8421,1019,2656,10000,1640,969,1531,8601,3542,2418,32376
2018,8422,130,167,317,24,33,73,188,153,141,1226
2018,8423,126,78,290,18,28,26,116,105,80,867
2018,8424,141,66,205,12,16,17,95,73,67,692
2018,8425,50,56,175,8,10,16,82,51,49,497
2018,8426,80,94,424,32,38,82,196,145,108,1199
2018,8427,87,130,312,20,31,54,168,150,122,1074
2018,8428,234,703,1764,162,209,257,916,661,474,5380
2018,8429,28,23,90,5,7,10,34,31,17,245
2018,8430,31,57,186,12,8,9,78,58,51,490
2018,8431,320,356,943,105,98,141,604,400,401,3368
2018,8432,96,112,396,26,30,33,189,137,102,1121
2018,8433,170,388,705,65,61,81,401,267,218,2356
2018,8434,99,247,676,74,52,69,423,228,180,2048
2018,8435,143,318,563,56,40,114,419,246,233,2132
2018,9301,284,677,1946,381,251,330,1804,966,750,7389
2018,9302,29,49,145,17,6,50,88,139,72,595
2018,9303,78,290,673,49,38,76,353,189,222,1968
2018,9304,333,981,2465,373,227,756,2075,919,877,9006
2018,9305,69,165,401,26,37,44,261,147,122,1272
2018,9306,124,235,571,37,50,76,347,189,181,1810
2018,9307,63,101,302,24,16,24,148,115,90,883
2018,9308,77,287,554,32,28,48,307,146,179,1658
2018,9309,70,276,650,46,82,91,395,243,232,2085
2018,9310,140,150,351,31,37,41,196,232,176,1354
2018,9311,103,137,393,30,21,27,206,169,136,1222
2018,9312,591,2069,6962,847,488,647,4061,2402,1758,19825
2018,9313,186,405,1241,107,94,87,632,434,390,3576
2018,9314,30,112,271,35,29,131,222,126,122,1078
2018,9315,270,1363,3716,439,279,568,2606,1339,1087,11667
2018,9316,45,89,273,21,13,22,139,87,80,769
2018,9317,34,185,475,20,25,99,323,92,163,1416
2018,9318,339,1084,2532,222,208,427,1568,1018,869,8267
2019,51,71,114,326,27,35,41,150,97,116,977
2019,52,152,216,698,52,53,87,399,181,242,2080
2019,53,282,647,1580,132,128,158,915,424,499,4765
2019,54,148,312,837,66,71,144,461,222,305,2566
2019,55,96,108,280,26,19,30,171,91,126,947
2019,56,80,69,205,17,18,31,120,38,54,632
2019,57,85,171,519,44,50,48,278,112,159,1466
2019,58,45,46,200,9,20,23,76,30,64,513
2019,59,139,222,614,36,48,101,325,164,199,1848
2019,60,149,130,437,35,26,78,201,103,125,1284
2019,61,45,74,158,27,12,23,95,47,65,546
2019,62,61,74,174,16,19,37,103,75,106,665
2019,63,132,52,199,14,12,23,89,71,57,649
2019,64,80,72,237,17,17,45,160,88,94,810
2019,1101,286,792,3613,616,190,373,2386,904,790,9950
2019,1102,54,116,296,29,20,27,179,80,98,899
2019,1103,57,146,448,70,28,61,303,132,151,1396
2019,1104,243,930,3439,509,170,243,1912,755,774,8975
2019,1105,138,256,731,122,66,74,613,307,323,2630
2019,1106,236,609,2880,471,189,210,1786,681,699,7761
2019,1107,144,283,1053,105,56,76,606,201,304,2828
2019,1108,100,298,989,134,49,67,593,215,287,2732
2019,1109,4429,10649,52773,14380,6768,5709,58220,15266,13049,181243
2019,1110,35,71,188,20,19,16,108,46,67,570
2019,1111,50,79,209,76,37,68,290,115,142,1066
2019,1112,346,1928,6870,728,267,378,3206,1078,1040,15841
2019,1113,241,683,2856,530,169,239,2013,768,685,8184
2019,1114,322,1006,3914,932,356,475,3447,1252,1036,12740
2019,1115,259,550,2753,647,264,404,2781,1081,771,9510
2019,2401,123,178,640,51,77,78,308,180,155,1790
2019,2402,151,146,606,56,48,65,256,155,202,1685
2019,2403,125,183,669,78,73,93,429,210,224,2084
2019,2404,27,56,125,12,29,18,78,37,46,428
2019,2405,157,132,540,37,43,72,260,164,153,1558
2019,2406,47,37,119,6,16,19,64,43,41,392
2019,2407,60,67,194,10,12,14,107,46,63,573
2019,2408,72,65,161,14,13,39,72,37,51,524
2019,2409,75,162,425,36,19,17,229,96,138,1197
2019,2410,199,504,1726,201,125,115,1033,496,478,4877
2019,2411,28,66,210,16,9,10,86,46,67,538
2019,2412,56,101,263,26,11,46,151,69,80,803
2019,2413,288,530,1903,278,159,423,1221,765,644,6211
2019,2414,56,65,187,13,14,33,80,51,56,555
2019,2415,32,45,134,7,7,11,64,22,37,359
2019,2701,46,40,135,14,7,12,55,38,50,397
2019,2702,121,175,636,70,51,79,288,162,211,1793
2019,2703,55,33,156,11,6,19,63,33,40,416
2019,2704,74,86,282,26,43,54,189,95,91,940
2019,2705,106,186,661,52,37,63,273,200,193,1771
2019,2706,193,300,1275,119,119,166,529,455,395,3551
2019,2707,138,134,534,39,56,33,273,166,171,1544
2019,2708,140,64,246,27,17,26,93,83,89,785
2019,2709,72,55,217,18,10,15,90,58,72,607
2019,2710,54,72,288,22,16,20,119,61,76,728
2019,2711,250,459,1934,177,145,159,885,552,535,5096
2019,2712,82,124,296,21,22,38,102,77,101,863
2019,2713,139,151,483,28,42,69,210,127,171,1420
2019,2714,91,108,627,41,22,55,187,125,166,1422
2019,2715,78,101,380,29,36,97,168,139,169,1197
2019,2716,46,81,173,8,13,16,82,60,55,534
2019,2717,64,129,374,44,25,68,192,103,125,1124
2019,2718,103,115,364,26,27,41,148,83,93,1000
2019,2801,29,31,105,9,11,18,49,23,37,312
2019,2802,61,74,258,17,30,24,151,63,78,756
2019,2803,40,77,227,13,34,16,82,33,76,598
2019,2804,332,623,2297,240,257,225,1191,652,696,6513
2019,2805,87,72,468,44,43,30,190,163,137,1234
2019,2806,55,33,157,11,24,22,66,55,69,492
2019,2807,76,141,375,19,36,49,184,101,106,1087
2019,2808,91,226,648,67,71,72,325,166,193,1859
2019,2809,36,77,230,12,16,19,107,63,66,626
2019,2810,31,41,159,18,25,32,104,55,72,537
2019,2811,73,118,442,35,40,60,267,94,165,1294
2019,2812,27,62,118,11,11,10,66,28,48,381
2019,2813,163,190,1182,88,70,128,486,290,359,2956
2019,2814,52,115,249,29,27,24,137,46,109,788
2019,2815,331,674,2700,308,305,221,1536,816,735,7626
2019,2816,53,88,294,24,28,24,130,79,97,817
2019,2817,78,166,439,60,45,65,243,110,150,1356
2019,2818,31,33,108,12,14,7,51,33,41,330
2019,2819,78,80,262,28,31,31,128,85,103,826
2019,3201,49,186,254,17,17,54,98,48,100,823
2019,3202,195,287,1355,138,134,215,632,444,367,3767
2019,3203,103,118,617,53,58,47,298,198,177,1669
2019,3204,75,106,419,31,48,47,170,111,106,1113
2019,3205,109,197,705,53,54,62,243,209,226,1858
2019,3206,87,110,558,34,43,50,204,132,120,1338
2019,3207,70,84,552,31,23,37,156,114,139,1206
2019,3208,77,127,497,35,45,41,131,109,134,1196
2019,3209,45,68,201,24,13,48,130,64,73,666
2019,3210,113,177,667,68,56,45,357,179,197,1859
2019,3211,140,269,1180,123,92,111,695,271,325,3206
2019,3212,85,175,761,68,43,50,234,212,195,1823
2019,3213,109,126,930,49,65,67,319,200,276,2141
2019,3214,52,86,273,18,22,16,120,67,84,738
2019,3215,174,295,1224,106,64,56,433,275,341,2968
2019,3216,515,860,4993,851,461,488,3343,1698,1188,14397
2019,3217,118,157,755,28,27,54,212,156,192,1699
2019,3218,200,422,2099,257,149,126,977,455,449,5134
2019,3219,105,133,532,28,42,50,202,149,173,1414
2019,3220,111,206,772,42,51,31,281,162,197,1853
2019,3221,95,127,429,45,46,60,258,123,157,1340
2019,3222,221,439,1143,100,77,164,497,322,393,3356
2019,4401,44,36,170,21,20,21,58,48,59,477
2019,4402,83,77,312,22,34,26,148,107,94,903
2019,4403,84,183,463,38,33,41,172,140,158,1312
2019,4404,108,76,356,16,38,26,143,73,91,927
2019,4405,147,182,648,44,52,61,428,273,232,2067
2019,4406,56,55,273,9,29,57,141,66,65,751
2019,4407,146,193,559,39,38,66,271,120,170,1602
2019,4408,59,114,310,16,12,14,138,83,88,834
2019,4409,128,229,662,62,67,84,329,250,232,2043
2019,4410,184,525,1497,153,113,113,827,561,517,4490
2019,4411,230,495,1642,121,126,96,803,454,555,4522
2019,4412,235,496,2311,260,177,169,972,857,544,6021
2019,4413,176,363,1416,140,167,219,804,478,401,4164
2019,4414,64,94,276,26,30,48,133,90,87,848
2019,4415,80,60,260,19,34,33,112,39,54,691
2019,4416,66,146,328,24,17,23,164,113,114,995
2019,4417,54,136,263,20,23,13,142,71,89,811
2019,4418,53,75,298,31,24,19,133,85,119,837
2019,4419,73,86,334,28,25,14,120,107,102,889
2019,4420,67,119,335,22,17,30,134,112,91,927
2019,4421,66,66,269,14,9,21,75,68,78,666
2019,4422,65,104,321,29,22,35,159,89,112,936
2019,4423,379,840,3092,468,343,441,2176,1296,959,9994
2019,4424,134,219,897,69,53,63,349,265,338,2387
2019,4425,160,233,1031,96,75,83,455,216,251,2600
2019,4426,34,65,187,8,16,30,86,62,79,567
2019,4427,64,89,284,12,28,23,112,72,99,783
2019,5201,104,118,220,28,30,53,183,101,114,951
2019,5202,239,368,1419,162,166,188,952,654,496,4644
2019,5203,151,147,550,40,58,137,304,188,191,1766
2019,5204,31,16,94,5,22,9,57,36,40,310
2019,5205,41,64,115,8,20,24,93,60,48,473
2019,5206,128,171,503,52,68,83,289,161,175,1630
2019,5207,159,76,360,26,25,57,175,90,137,1105
2019,5208,66,56,137,9,12,16,67,32,50,445
2019,5209,45,29,125,10,12,17,65,43,54,400
2019,5210,161,156,552,50,70,118,297,181,262,1847
2019,5211,99,109,518,62,72,51,307,139,131,1488
2019,5212,243,263,1003,95,118,166,591,361,362,3202
2019,5213,119,85,369,31,45,92,214,125,107,1187
2019,5214,79,98,338,26,49,109,230,120,150,1199
2019,5215,50,51,194,17,15,14,127,61,71,600
2019,5216,624,1098,3399,883,497,800,3461,1749,1481,13992
2019,5217,78,84,233,27,34,65,178,105,116,920
2019,5218,34,37,163,7,5,10,44,38,44,382
2019,5219,184,220,683,83,91,203,513,314,314,2605
2019,5220,83,59,284,18,29,32,141,91,104,841
2019,5221,37,43,146,10,12,20,71,37,56,432
2019,5301,91,105,283,42,46,61,224,143,149,1144
2019,5302,211,353,951,139,117,172,676,532,391,3542
2019,5303,70,54,215,24,15,28,132,67,107,712
2019,5304,71,99,256,30,41,25,156,82,125,885
2019,5305,51,41,157,26,22,35,92,59,79,562
2019,5306,32,37,138,12,9,14,66,42,58,408
2019,5307,47,57,184,11,30,15,113,64,83,604
2019,5308,75,77,319,45,32,52,188,119,150,1057
2019,5309,160,259,588,79,99,147,405,307,298,2342
2019,5310,100,71,318,27,36,53,202,117,119,1043
2019,5311,67,65,180,16,25,23,103,61,90,630
2019,5312,84,58,254,28,44,33,149,84,74,808
2019,5313,223,293,690,103,103,164,495,362,365,2798
2019,5314,46,56,132,15,11,32,85,69,72,518
2019,5315,447,636,2264,535,486,400,1981,1144,920,8813
2019,5316,112,273,510,56,65,64,302,166,208,1756
2019,5317,94,160,466,48,111,77,380,193,226,1755
2019,5318,181,258,676,94,109,191,598,326,340,2773
2019,5319,58,52,222,33,54,58,153,75,105,810
2019,7501,140,139,501,27,94,69,305,154,185,1614
2019,7502,228,231,773,89,83,74,438,273,321,2510
2019,7503,283,588,1582,211,218,426,1340,787,692,6127
2019,7504,131,182,444,41,41,90,268,130,161,1488
2019,7505,946,2432,6871,1095,816,673,5717,2396,2352,23298
2019,7506,93,62,288,24,39,53,141,73,92,865
2019,7507,128,172,502,34,45,63,253,160,166,1523
2019,7508,46,57,316,28,34,27,127,63,85,783
2019,7509,119,115,396,29,77,70,222,159,133,1320
2019,7510,177,243,707,56,70,100,394,304,294,2345
2019,7511,259,98,268,21,24,32,173,95,109,1079
2019,7512,264,395,1110,123,147,236,817,453,470,4015
2019,7513,170,378,812,59,96,135,593,299,377,2919
2019,7514,111,204,418,27,44,47,265,153,209,1478
2019,7515,64,124,285,10,25,14,136,83,140,881
2019,7516,128,305,587,36,73,101,366,148,283,2027
2019,7517,246,270,1012,95,74,74,537,407,369,3084
2019,7518,138,130,290,28,48,59,167,84,129,1073
2019,7519,193,120,514,32,43,42,218,193,176,1531
2019,7520,184,173,572,73,67,118,342,211,226,1966
2019,7521,63,52,180,17,9,42,103,92,79,637
2019,7522,243,330,1214,111,134,248,730,463,482,3955
2019,7523,262,261,706,53,63,68,464,252,272,2401
2019,7524,253,259,1056,108,153,181,586,391,404,3391
2019,7525,58,102,285,26,20,48,138,103,116,896
2019,7526,114,179,581,48,65,130,304,152,206,1779
2019,7527,122,78,277,20,11,19,152,106,113,898
2019,7528,131,148,460,41,59,61,236,161,181,1478
2019,7529,87,87,323,15,28,41,179,79,126,965
2019,7530,51,33,151,10,17,31,84,42,48,467
2019,7531,117,83,205,18,12,21,117,86,88,747
2019,7532,115,105,272,15,35,47,177,97,116,979
2019,7601,77,171,538,31,40,98,235,98,200,1488
2019,7602,362,289,919,85,94,203,524,327,358,3161
2019,7603,194,337,713,70,46,31,384,231,300,2306
2019,7604,270,205,493,57,50,86,272,198,204,1835
2019,7605,67,92,242,16,26,22,156,98,110,829
2019,7606,197,524,1030,64,100,181,524,316,350,3286
2019,7607,90,100,327,31,24,28,165,98,135,998
2019,7608,239,332,687,58,39,94,430,257,271,2407
2019,7609,88,90,234,13,12,12,124,86,85,744
2019,7610,208,155,538,62,44,47,283,200,218,1755
2019,7611,186,127,272,29,20,36,146,109,107,1032
2019,7612,201,205,451,54,23,72,280,206,219,1711
2019,7613,83,49,171,16,5,22,93,68,69,576
2019,7614,130,71,202,11,15,23,101,82,106,741
2019,7615,237,318,790,74,54,68,400,233,299,2473
2019,7616,787,1742,4114,755,421,830,3203,1758,1561,15171
2019,7617,125,268,752,48,50,55,409,229,280,2216
2019,7618,316,737,1799,176,173,154,1084,567,573,5579
2019,7619,96,51,172,14,10,9,99,47,71,569
2019,7620,421,864,2214,169,156,625,1177,675,760,7061
2019,7621,250,170,380,34,46,80,239,171,145,1515
2019,7622,182,184,387,49,27,40,266,202,196,1533
2019,7623,81,209,430,48,50,119,279,156,187,1559
2019,7624,210,323,862,40,93,165,404,369,378,2844
2019,7625,939,2192,7698,1251,580,571,5218,2853,2116,23418
2019,8401,232,558,1180,211,183,339,1159,591,571,5024
2019,8402,220,213,520,46,47,38,279,160,244,1767
2019,8403,102,66,226,13,21,20,88,80,58,674
2019,8404,57,71,182,16,11,28,93,66,80,604
2019,8405,212,402,1008,91,75,148,576,305,321,3138
2019,8406,230,438,1096,85,64,182,630,288,363,3376
2019,8407,172,433,938,122,95,211,759,450,439,3619
2019,8408,299,494,1677,160,169,223,948,732,606,5308
2019,8409,462,983,2719,417,191,406,1997,1145,939,9259
2019,8410,75,75,207,22,16,39,99,81,86,700
2019,8411,34,55,118,19,7,53,80,90,44,500
2019,8412,82,100,249,21,34,56,152,110,112,916
2019,8413,89,266,610,32,54,170,435,428,235,2319
2019,8414,63,117,314,29,29,61,213,145,131,1102
2019,8415,82,163,441,47,26,79,366,235,273,1712
2019,8416,213,428,1292,144,106,201,801,484,526,4195
2019,8417,83,84,235,14,16,30,109,77,105,753
2019,8418,62,140,285,37,21,90,415,217,222,1489
2019,8419,100,114,311,37,33,45,149,147,129,1065
2019,8420,91,80,177,17,20,54,134,88,78,739
2019,8421,1522,3274,12192,2026,1056,1666,10739,3963,3127,39565
2019,8422,148,181,393,44,35,56,209,155,162,1383
2019,8423,114,73,350,19,19,34,117,118,102,946
2019,8424,152,55,219,27,16,20,113,82,82,766
2019,8425,54,93,194,14,23,19,93,50,72,612
2019,8426,115,121,470,39,42,93,217,157,128,1382
2019,8427,116,140,324,36,25,61,238,141,142,1223
2019,8428,395,850,2123,197,200,319,1222,810,571,6687
2019,8429,64,19,92,2,7,12,36,30,30,292
2019,8430,46,59,169,22,16,17,118,55,63,565
2019,8431,363,466,1120,115,117,168,714,395,490,3948
2019,8432,163,130,391,28,23,40,218,154,155,1302
2019,8433,228,481,759,81,68,105,508,265,349,2844
2019,8434,142,291,764,84,63,91,470,231,235,2371
2019,8435,205,354,650,90,53,129,479,281,280,2521
2019,9301,379,724,2159,452,261,334,2167,960,886,8322
2019,9302,35,49,136,19,19,37,112,138,91,636
2019,9303,134,282,630,54,62,77,388,256,260,2143
2019,9304,407,1033,2609,471,268,811,2392,959,996,9946
2019,9305,129,201,404,32,38,54,300,146,171,1475
2019,9306,150,240,594,55,51,92,429,182,244,2037
2019,9307,143,118,325,30,17,24,166,148,140,1111
2019,9308,115,326,567,39,37,56,381,205,187,1913
2019,9309,87,318,738,65,66,98,510,237,279,2398
2019,9310,172,149,380,45,42,64,242,229,199,1522
2019,9311,130,146,412,36,25,35,256,136,162,1338
2019,9312,954,2402,7410,871,627,709,4943,2660,2051,22627
2019,9313,220,462,1444,136,89,128,788,438,469,4174
2019,9314,34,123,358,35,33,120,299,144,144,1290
2019,9315,326,1526,4083,496,299,544,3156,1368,1249,13047
2019,9316,56,130,273,23,29,29,173,103,100,916
2019,9317,66,175,482,18,37,101,378,88,162,1507
2019,9318,405,1306,2715,291,227,501,1803,1051,1077,9376
2020,51,66,94,386,31,25,33,174,102,98,1009
2020,52,189,234,656,59,75,65,424,164,238,2104
2020,53,271,575,1722,149,122,140,986,442,464,4871
2020,54,137,315,983,83,68,147,442,210,239,2624
2020,55,84,113,309,28,16,40,160,76,105,931
2020,56,95,65,218,14,14,29,84,33,70,622
2020,57,86,182,587,64,38,71,279,99,163,1569
2020,58,44,48,200,14,21,37,77,40,63,544
2020,59,150,176,648,57,61,83,322,166,175,1838
2020,60,155,117,491,30,26,55,217,111,112,1314
2020,61,44,68,164,26,16,31,117,38,64,568
2020,62,80,81,195,29,25,34,125,69,100,738
2020,63,158,74,216,8,11,26,101,74,80,748
2020,64,80,93,219,21,21,41,183,63,81,802
2020,1101,325,802,4368,644,219,380,2236,913,788,10675
2020,1102,70,102,372,31,15,31,170,64,101,956
2020,1103,52,136,431,70,38,59,274,119,139,1318
2020,1104,251,1011,4561,540,182,287,1873,703,722,10130
2020,1105,134,274,805,121,52,72,632,271,292,2653
2020,1106,245,630,3601,457,184,211,1643,588,610,8169
2020,1107,103,273,1243,131,70,85,600,208,251,2964
2020,1108,119,303,1326,116,47,91,538,215,228,2983
2020,1109,3858,10513,62523,13993,6684,5596,53109,14200,11576,182052
2020,1110,43,73,251,26,8,19,112,30,63,625
2020,1111,46,74,249,64,34,62,262,113,108,1012
2020,1112,348,1895,8072,689,288,406,3192,966,1051,16907
2020,1113,264,688,3565,563,166,240,1959,668,643,8756
2020,1114,370,905,5181,936,334,521,3302,1149,919,13617
2020,1115,264,445,3656,648,279,390,2641,950,776,10049
2020,2401,103,170,767,61,48,88,323,176,173,1909
2020,2402,185,176,801,64,39,56,274,157,160,1912
2020,2403,116,180,729,87,83,168,455,189,237,2244
2020,2404,42,60,161,15,17,18,64,42,42,461
2020,2405,216,137,638,46,26,65,281,138,176,1723
2020,2406,39,28,142,12,13,26,86,33,43,422
2020,2407,58,62,247,16,12,19,90,50,52,606
2020,2408,78,51,146,13,10,38,95,46,52,529
2020,2409,74,169,505,38,32,22,219,67,129,1255
2020,2410,204,514,1928,232,144,119,1009,461,491,5102
2020,2411,48,58,239,14,5,7,82,40,70,563
2020,2412,78,88,277,25,13,35,138,51,70,775
2020,2413,319,493,2111,262,193,404,1238,735,676,6431
2020,2414,54,41,172,28,24,28,105,45,45,542
2020,2415,28,62,167,16,5,13,80,24,32,427
2020,2701,58,42,143,15,10,8,74,24,43,417
2020,2702,140,171,725,56,50,109,276,134,153,1814
2020,2703,54,37,163,16,8,26,69,35,43,451
2020,2704,68,65,352,25,38,38,170,76,80,912
2020,2705,128,195,859,53,39,82,313,172,210,2051
2020,2706,273,343,1405,133,97,169,568,397,359,3744
2020,2707,111,156,685,55,40,63,316,162,158,1746
2020,2708,130,54,216,24,19,31,120,66,79,739
2020,2709,61,70,221,12,13,12,111,33,55,588
2020,2710,97,100,347,20,24,31,153,60,90,922
2020,2711,230,465,2190,187,159,195,958,582,446,5412
2020,2712,84,95,377,21,23,13,111,67,95,886
2020,2713,152,159,592,50,44,53,255,130,184,1619
2020,2714,106,168,687,44,39,70,219,112,137,1582
2020,2715,115,132,482,26,41,85,192,95,146,1314
2020,2716,55,64,181,13,8,13,89,59,58,540
2020,2717,87,166,500,32,34,86,211,82,118,1316
2020,2718,125,107,491,21,19,48,151,79,107,1148
2020,2801,32,27,118,11,19,10,65,30,31,343
2020,2802,65,78,268,22,45,28,139,70,100,815
2020,2803,42,70,230,18,28,28,97,51,75,639
2020,2804,386,594,2404,256,326,263,1224,721,687,6861
2020,2805,98,76,510,50,55,50,204,156,151,1350
2020,2806,52,54,178,14,21,13,73,48,52,505
2020,2807,79,164,413,29,47,57,186,105,124,1204
2020,2808,113,216,739,63,71,65,334,155,198,1954
2020,2809,53,65,256,18,37,24,101,61,63,678
2020,2810,48,49,172,19,24,28,91,53,50,534
2020,2811,85,136,419,41,56,59,262,118,153,1329
2020,2812,33,52,129,14,7,12,83,24,48,402
2020,2813,184,217,1356,98,90,159,526,314,320,3264
2020,2814,52,81,283,22,31,22,161,105,94,851
2020,2815,426,754,3274,361,297,256,1579,851,744,8542
2020,2816,73,61,318,33,39,34,136,86,81,861
2020,2817,91,143,512,71,51,57,259,90,132,1406
2020,2818,33,26,136,8,5,15,53,36,27,339
2020,2819,71,69,330,23,32,28,160,90,93,896
2020,3201,62,95,265,12,27,47,115,54,94,771
2020,3202,213,334,1552,128,117,228,625,447,320,3964
2020,3203,81,112,759,48,50,67,299,175,166,1757
2020,3204,70,94,436,23,48,75,184,111,109,1150
2020,3205,126,201,870,60,55,79,279,194,180,2044
2020,3206,71,99,703,40,47,52,219,129,132,1492
2020,3207,82,100,612,22,28,25,155,103,121,1248
2020,3208,66,105,627,27,53,56,161,99,141,1335
2020,3209,42,73,243,25,23,26,121,53,65,671
2020,3210,80,176,705,56,77,61,367,166,182,1870
2020,3211,130,299,1217,163,89,140,636,275,359,3308
2020,3212,98,207,887,70,65,56,301,169,177,2030
2020,3213,145,131,1006,57,51,83,330,228,259,2290
2020,3214,57,78,277,28,21,15,117,70,88,751
2020,3215,176,303,1421,113,61,69,450,258,280,3131
2020,3216,545,910,5781,944,447,490,3241,1606,1103,15067
