source_idx,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
30,0.0,0.11215075,0.0,0.0,0.11108389,0.0,0.0,0.0,0.0,0.0,0.0,0.10964879,0.0,0.11146119,0.0,0.0,0.0,0.0,0.0,0.1122002,0.0,0.109864816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.112443015,0.0,0.0,0.0,0.11018563,0.0,0.0,0.11096177,0.0,0.0
31,0.0,0.0,0.0,0.0,0.11100482,0.11093767,0.0,0.0,0.0,0.11120325,0.0,0.0,0.11087804,0.0,0.0,0.0,0.0,0.11122608,0.11118325,0.0,0.0,0.0,0.0,0.0,0.11078735,0.0,0.0,0.0,0.0,0.0,0.0,0.1116406,0.0,0.0,0.0,0.0,0.0,0.111138955,0.0,0.0
32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11102162,0.0,0.0,0.0,0.11090247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11095518,0.11087657,0.0,0.0,0.1115608,0.11103294,0.11108411,0.0,0.111262426,0.0,0.0,0.11130391
33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.110361174,0.0,0.0,0.0,0.0,0.111109644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.111293994,0.11108466,0.0,0.0,0.11137868,0.111908175,0.110394076,0.0,0.111142114,0.0,0.0,0.11132752
34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.110956036,0.0,0.0,0.110802315,0.11144979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11095234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.110941775,0.0,0.0,0.11120414,0.0,0.11168134,0.0,0.11090022,0.11111202,0.0,0.0
35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.110935405,0.0,0.0,0.110733315,0.11093994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11053104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.110581525,0.0,0.0,0.11063691,0.0,0.11130283,0.11334914,0.110989936,0.0,0.0,0.0
36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11069248,0.0,0.0,0.0,0.11114185,0.0,0.0,0.0,0.0,0.0,0.110901356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.110731944,0.0,0.0,0.11149593,0.11102964,0.11101301,0.0,0.11179492,0.0,0.0,0.11119894
37,0.0,0.11088613,0.0,0.0,0.11140546,0.11085648,0.0,0.1110051,0.0,0.0,0.0,0.11107427,0.0,0.111334324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11100152,0.0,0.0,0.11093414,0.0,0.0,0.11150255,0.0,0.0
38,0.0,0.0,0.0,0.0,0.0,0.11116566,0.0,0.11083857,0.110946424,0.111074306,0.11111926,0.0,0.111144096,0.0,0.111114495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.111106716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.111490436,0.0
39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11103111,0.0,0.0,0.0,0.0,0.0,0.11081161,0.0,0.0,0.0,0.0,0.0,0.11090203,0.11133191,0.11058372,0.0,0.0,0.11143577,0.11111343,0.0,0.0,0.11109752,0.0,0.0,0.111692965
