ze2020,year,sector_code,sector_share_lag_1,mask_sector_share_lag_1_available,sector_growth_lag_1,mask_sector_growth_lag_1_available,sector_growth_lag_2,mask_sector_growth_lag_2_available,dominant_sector_lag_1,dominant_sector_share_lag_1,sector_diversity_lag_1,sector_concentration_hhi_lag_1,commerce_share_lag_1,construction_share_lag_1,mask_ze_sector_distribution_lag_1_available,national_sector_share_lag_1,mask_national_sector_share_lag_1_available,national_sector_growth_lag_1,mask_national_sector_growth_lag_1_available
7514,2022,RU,0.1347480106100795,1,0.2512315270935961,1,-0.028708133971291867,1,GI,0.2896551724137931,0.8853034304762787,0.16886096433521655,0.2896551724137931,0.1273209549071618,1,0.09819803865940727,1,0.3100576167401943,1
7514,2023,BE,0.1182846371347785,1,0.3791208791208791,1,0.4108527131782946,1,GI,0.208765315739868,0.9114744623964817,0.15008958702911285,0.208765315739868,0.1357210179076343,1,0.06493127037227654,1,0.15071812006144003,1
7514,2023,FZ,0.1357210179076343,1,0.2,1,0.3333333333333333,1,GI,0.208765315739868,0.9114744623964817,0.15008958702911285,0.208765315739868,0.1357210179076343,1,0.08649997140733116,1,0.031199735830164332,1
7514,2023,GI,0.208765315739868,1,-0.18864468864468864,1,0.18695652173913044,1,GI,0.208765315739868,0.9114744623964817,0.15008958702911285,0.208765315739868,0.1357210179076343,1,0.2518513753073712,1,-0.20256434195375472,1
7514,2023,JZ,0.0301602262016965,1,0.18518518518518517,1,0.5882352941176471,1,GI,0.208765315739868,0.9114744623964817,0.15008958702911285,0.208765315739868,0.1357210179076343,1,0.055843269285755136,1,0.13089895773016802,1
7514,2023,KZ,0.031573986804901,1,0.11666666666666667,1,0.5789473684210527,1,GI,0.208765315739868,0.9114744623964817,0.15008958702911285,0.208765315739868,0.1357210179076343,1,0.0354575899239435,1,0.07913414733636093,1
7514,2023,LZ,0.0311027332704995,1,0.375,1,0.09090909090909091,1,GI,0.208765315739868,0.9114744623964817,0.15008958702911285,0.208765315739868,0.1357210179076343,1,0.0434885557842969,1,0.01065243573238095,1
7514,2023,MN,0.1950989632422243,1,0.25835866261398177,1,0.2140221402214022,1,GI,0.208765315739868,0.9114744623964817,0.15008958702911285,0.208765315739868,0.1357210179076343,1,0.24962740178418252,1,0.16094729143465036,1
7514,2023,OQ,0.0923656927426955,1,0.13953488372093023,1,0.20279720279720279,1,GI,0.208765315739868,0.9114744623964817,0.15008958702911285,0.208765315739868,0.1357210179076343,1,0.10085349116486533,1,0.05708158123940543,1
7514,2023,RU,0.1569274269557021,1,0.3110236220472441,1,0.2512315270935961,1,GI,0.208765315739868,0.9114744623964817,0.15008958702911285,0.208765315739868,0.1357210179076343,1,0.1114470749699777,1,0.14761006578644698,1
7514,2024,BE,0.120021528525296,1,-0.11155378486055777,1,0.3791208791208791,1,MN,0.2260495156081808,0.8949817103398089,0.15849884304453662,0.2190527448869752,0.1259418729817007,1,0.06802565795850556,1,0.033370488103593,1
