node_id,ze2020,ze2020_label,sector_code,sector_label,decision_year,sector_count_t,sector_share_t,sector_rank_in_ze_year_t,sector_share_lag_1,sector_growth_lag_1,sector_growth_lag_2,dominant_sector_flag_t,dominant_sector_share_lag_1,sector_diversity_lag_1,sector_concentration_hhi_lag_1,commerce_share_lag_1,construction_share_lag_1,national_sector_share_lag_1,national_sector_growth_lag_1,relation_signal_strength_mean_to_t,relation_signal_strength_max_to_t,relation_stability_mean_to_t,relation_count_to_t,mask_sector_share_lag_1_available,mask_sector_growth_lag_1_available,mask_sector_growth_lag_2_available,mask_ze_sector_distribution_lag_1_available,mask_national_sector_share_lag_1_available,mask_national_sector_growth_lag_1_available,mask_future_growth_1y_available,mask_future_growth_3y_available,future_growth_1y,future_growth_3y,future_top3_growth_3y_label,feature_complete,claim_status
0056_FZ,0056,Cosne-Cours-sur-Loire,FZ,Construction,2012,78.0,0.1601642710472279,2,0.1601642710472279,,,0,0.3305954825462012,0.8566080336478977,0.1869763754959542,0.3305954825462012,0.1601642710472279,0.1415407244336861,,0.0,0.0,0.0,0,1.0,0.0,0.0,1.0,1.0,0.0,1,1,0.0641025641025641,-0.2564102564102564,0,0,dynamic_graph_input_exploratory_not_recommendation
0056_GI,0056,Cosne-Cours-sur-Loire,GI,"Trade, transport and hospitality",2012,161.0,0.3305954825462012,1,0.3305954825462012,,,1,0.3305954825462012,0.8566080336478977,0.1869763754959542,0.3305954825462012,0.1601642710472279,0.264096357375596,,0.0,0.0,0.0,0,1.0,0.0,0.0,1.0,1.0,0.0,1,1,0.1180124223602484,0.0372670807453416,0,0,dynamic_graph_input_exploratory_not_recommendation
0056_JZ,0056,Cosne-Cours-sur-Loire,JZ,Information and communication,2012,10.0,0.0205338809034907,8,0.0205338809034907,,,0,0.3305954825462012,0.8566080336478977,0.1869763754959542,0.3305954825462012,0.1601642710472279,0.0484481871299457,,0.0,0.0,0.0,0,1.0,0.0,0.0,1.0,1.0,0.0,1,1,-0.3,-0.1,0,0,dynamic_graph_input_exploratory_not_recommendation
0056_KZ,0056,Cosne-Cours-sur-Loire,KZ,Financial and insurance activities,2012,7.0,0.0143737166324435,9,0.0143737166324435,,,0,0.3305954825462012,0.8566080336478977,0.1869763754959542,0.3305954825462012,0.1601642710472279,0.0293478278516195,,0.0,0.0,0.0,0,1.0,0.0,0.0,1.0,1.0,0.0,1,1,2.0,0.7142857142857143,1,0,dynamic_graph_input_exploratory_not_recommendation
0056_LZ,0056,Cosne-Cours-sur-Loire,LZ,Real estate activities,2012,21.0,0.0431211498973305,7,0.0431211498973305,,,0,0.3305954825462012,0.8566080336478977,0.1869763754959542,0.3305954825462012,0.1601642710472279,0.0347394379802486,,0.0,0.0,0.0,0,1.0,0.0,0.0,1.0,1.0,0.0,1,1,-0.5714285714285714,-0.5714285714285714,0,0,dynamic_graph_input_exploratory_not_recommendation
0056_MN,0056,Cosne-Cours-sur-Loire,MN,Professional and administrative services,2012,58.0,0.1190965092402464,4,0.1190965092402464,,,0,0.3305954825462012,0.8566080336478977,0.1869763754959542,0.3305954825462012,0.1601642710472279,0.2019215627064876,,0.0,0.0,0.0,0,1.0,0.0,0.0,1.0,1.0,0.0,1,1,0.2586206896551724,0.2758620689655172,1,0,dynamic_graph_input_exploratory_not_recommendation
0056_OQ,0056,Cosne-Cours-sur-Loire,OQ,"Public administration, education and health",2012,41.0,0.0841889117043121,5,0.0841889117043121,,,0,0.3305954825462012,0.8566080336478977,0.1869763754959542,0.3305954825462012,0.1601642710472279,0.1120208066472172,,0.0,0.0,0.0,0,1.0,0.0,0.0,1.0,1.0,0.0,1,1,0.024390243902439,0.1951219512195122,1,0,dynamic_graph_input_exploratory_not_recommendation
0056_RU,0056,Cosne-Cours-sur-Loire,RU,Arts and other services,2012,72.0,0.1478439425051334,3,0.1478439425051334,,,0,0.3305954825462012,0.8566080336478977,0.1869763754959542,0.3305954825462012,0.1601642710472279,0.112809822763602,,0.0,0.0,0.0,0,1.0,0.0,0.0,1.0,1.0,0.0,1,1,-0.3055555555555556,-0.4166666666666667,0,0,dynamic_graph_input_exploratory_not_recommendation
0057_BE,0057,Dreux,BE,Industry and energy,2012,63.0,0.0576395242451967,6,0.0576395242451967,,,0,0.3376029277218664,0.8291529489178111,0.2010791454226303,0.3376029277218664,0.1692589204025617,0.055075273111597,,0.0,0.0,0.0,0,1.0,0.0,0.0,1.0,1.0,0.0,1,1,-0.1111111111111111,-0.1428571428571428,0,0,dynamic_graph_input_exploratory_not_recommendation
0057_FZ,0057,Dreux,FZ,Construction,2012,185.0,0.1692589204025617,3,0.1692589204025617,,,0,0.3376029277218664,0.8291529489178111,0.2010791454226303,0.3376029277218664,0.1692589204025617,0.1415407244336861,,0.0,0.0,0.0,0,1.0,0.0,0.0,1.0,1.0,0.0,1,1,-0.054054054054054,0.0054054054054054,0,0,dynamic_graph_input_exploratory_not_recommendation
0057_GI,0057,Dreux,GI,"Trade, transport and hospitality",2012,369.0,0.3376029277218664,1,0.3376029277218664,,,1,0.3376029277218664,0.8291529489178111,0.2010791454226303,0.3376029277218664,0.1692589204025617,0.264096357375596,,0.0,0.0,0.0,0,1.0,0.0,0.0,1.0,1.0,0.0,1,1,-0.040650406504065,-0.046070460704607,0,0,dynamic_graph_input_exploratory_not_recommendation
0057_JZ,0057,Dreux,JZ,Information and communication,2012,26.0,0.0237877401646843,7,0.0237877401646843,,,0,0.3376029277218664,0.8291529489178111,0.2010791454226303,0.3376029277218664,0.1692589204025617,0.0484481871299457,,0.0,0.0,0.0,0,1.0,0.0,0.0,1.0,1.0,0.0,1,1,0.2307692307692307,0.0769230769230769,1,0,dynamic_graph_input_exploratory_not_recommendation
0057_KZ,0057,Dreux,KZ,Financial and insurance activities,2012,24.0,0.0219579139981701,8,0.0219579139981701,,,0,0.3376029277218664,0.8291529489178111,0.2010791454226303,0.3376029277218664,0.1692589204025617,0.0293478278516195,,0.0,0.0,0.0,0,1.0,0.0,0.0,1.0,1.0,0.0,1,1,0.0416666666666666,0.0416666666666666,0,0,dynamic_graph_input_exploratory_not_recommendation
0057_LZ,0057,Dreux,LZ,Real estate activities,2012,19.0,0.0173833485818847,9,0.0173833485818847,,,0,0.3376029277218664,0.8291529489178111,0.2010791454226303,0.3376029277218664,0.1692589204025617,0.0347394379802486,,0.0,0.0,0.0,0,1.0,0.0,0.0,1.0,1.0,0.0,1,1,0.631578947368421,1.0526315789473684,1,0,dynamic_graph_input_exploratory_not_recommendation
0057_MN,0057,Dreux,MN,Professional and administrative services,2012,209.0,0.1912168344007319,2,0.1912168344007319,,,0,0.3376029277218664,0.8291529489178111,0.2010791454226303,0.3376029277218664,0.1692589204025617,0.2019215627064876,,0.0,0.0,0.0,0,1.0,0.0,0.0,1.0,1.0,0.0,1,1,-0.3062200956937799,-0.1483253588516746,0,0,dynamic_graph_input_exploratory_not_recommendation
0057_OQ,0057,Dreux,OQ,"Public administration, education and health",2012,77.0,0.0704483074107959,5,0.0704483074107959,,,0,0.3376029277218664,0.8291529489178111,0.2010791454226303,0.3376029277218664,0.1692589204025617,0.1120208066472172,,0.0,0.0,0.0,0,1.0,0.0,0.0,1.0,1.0,0.0,1,1,0.5064935064935064,0.1818181818181818,1,0,dynamic_graph_input_exploratory_not_recommendation
