ze2020,sector_code,year,y_true,fold,persistence
7501,FZ,2013,159.0,0,155.0
7501,GI,2013,404.0,0,324.0
7501,JZ,2013,27.0,0,20.0
7501,KZ,2013,38.0,0,42.0
7501,LZ,2013,31.0,0,37.0
7501,MN,2013,184.0,0,207.0
7501,OQ,2013,132.0,0,116.0
7501,RU,2013,133.0,0,146.0
7506,BE,2013,122.0,0,97.0
7506,FZ,2013,66.0,0,79.0
7506,GI,2013,237.0,0,204.0
7506,JZ,2013,17.0,0,18.0
7506,KZ,2013,23.0,0,34.0
7506,LZ,2013,32.0,0,31.0
7506,MN,2013,89.0,0,116.0
7506,OQ,2013,65.0,0,55.0
7506,RU,2013,79.0,0,54.0
7511,BE,2013,185.0,0,229.0
7511,FZ,2013,117.0,0,147.0
7511,GI,2013,238.0,0,243.0
7511,JZ,2013,16.0,0,23.0
7511,KZ,2013,19.0,0,14.0
7511,LZ,2013,29.0,0,29.0
7511,MN,2013,105.0,0,115.0
7511,OQ,2013,70.0,0,80.0
7511,RU,2013,105.0,0,118.0
7516,BE,2013,132.0,0,87.0
7516,FZ,2013,270.0,0,248.0
7516,GI,2013,497.0,0,481.0
7516,JZ,2013,40.0,0,26.0
7516,KZ,2013,48.0,0,38.0
7516,LZ,2013,62.0,0,49.0
7516,MN,2013,260.0,0,248.0
7516,OQ,2013,145.0,0,117.0
7516,RU,2013,190.0,0,182.0
7521,BE,2013,53.0,0,64.0
7521,FZ,2013,67.0,0,82.0
7521,GI,2013,136.0,0,146.0
7521,JZ,2013,17.0,0,7.0
7521,KZ,2013,15.0,0,12.0
7521,LZ,2013,17.0,0,11.0
7521,MN,2013,79.0,0,79.0
7521,OQ,2013,100.0,0,71.0
7521,RU,2013,83.0,0,67.0
7526,BE,2013,76.0,0,86.0
7526,FZ,2013,184.0,0,192.0
7526,GI,2013,464.0,0,470.0
7526,JZ,2013,30.0,0,22.0
7526,KZ,2013,39.0,0,26.0
7526,LZ,2013,69.0,0,89.0
7526,MN,2013,198.0,0,186.0
7526,OQ,2013,157.0,0,119.0
7526,RU,2013,158.0,0,185.0
7531,BE,2013,125.0,0,77.0
7531,FZ,2013,100.0,0,100.0
7531,GI,2013,179.0,0,186.0
7531,JZ,2013,7.0,0,13.0
7531,KZ,2013,14.0,0,14.0
7531,LZ,2013,13.0,0,14.0
7531,MN,2013,76.0,0,79.0
7531,OQ,2013,68.0,0,71.0
7531,RU,2013,67.0,0,70.0
7604,BE,2013,181.0,0,146.0
7604,FZ,2013,236.0,0,271.0
7604,GI,2013,385.0,0,409.0
7604,JZ,2013,26.0,0,47.0
7604,KZ,2013,41.0,0,35.0
7604,LZ,2013,56.0,0,70.0
7604,MN,2013,208.0,0,217.0
7604,OQ,2013,166.0,0,161.0
7604,RU,2013,132.0,0,180.0
7609,BE,2013,64.0,0,40.0
7609,FZ,2013,103.0,0,118.0
7609,GI,2013,188.0,0,221.0
7609,JZ,2013,11.0,0,15.0
7609,KZ,2013,9.0,0,10.0
7609,LZ,2013,13.0,0,18.0
7609,MN,2013,103.0,0,100.0
7609,OQ,2013,58.0,0,49.0
7609,RU,2013,75.0,0,85.0
7614,BE,2013,86.0,0,66.0
7614,FZ,2013,48.0,0,80.0
7614,GI,2013,145.0,0,167.0
7614,JZ,2013,10.0,0,15.0
7614,KZ,2013,17.0,0,24.0
7614,LZ,2013,20.0,0,19.0
7614,MN,2013,58.0,0,82.0
7614,OQ,2013,57.0,0,78.0
7614,RU,2013,65.0,0,77.0
7619,BE,2013,237.0,0,63.0
7619,FZ,2013,56.0,0,63.0
7619,GI,2013,141.0,0,138.0
7619,JZ,2013,14.0,0,11.0
7619,KZ,2013,6.0,0,12.0
7619,LZ,2013,15.0,0,26.0
7619,MN,2013,42.0,0,59.0
7619,OQ,2013,32.0,0,37.0
7619,RU,2013,42.0,0,50.0
7624,BE,2013,155.0,0,159.0
7624,FZ,2013,331.0,0,370.0
7624,GI,2013,618.0,0,605.0
7624,JZ,2013,36.0,0,36.0
7624,KZ,2013,52.0,0,62.0
7624,LZ,2013,91.0,0,108.0
7624,MN,2013,293.0,0,308.0
7624,OQ,2013,331.0,0,323.0
7624,RU,2013,234.0,0,313.0
8404,BE,2013,53.0,0,36.0
8404,FZ,2013,90.0,0,87.0
8404,GI,2013,134.0,0,116.0
8404,JZ,2013,11.0,0,15.0
8404,KZ,2013,8.0,0,6.0
8404,LZ,2013,13.0,0,17.0
8404,MN,2013,62.0,0,76.0
8404,OQ,2013,66.0,0,57.0
8404,RU,2013,55.0,0,44.0
8409,BE,2013,355.0,0,297.0
8409,FZ,2013,871.0,0,842.0
8409,GI,2013,1415.0,0,1399.0
8409,JZ,2013,331.0,0,349.0
8409,KZ,2013,190.0,0,151.0
8409,LZ,2013,181.0,0,228.0
8409,MN,2013,1267.0,0,1363.0
8409,OQ,2013,1015.0,0,952.0
8409,RU,2013,593.0,0,665.0
8414,BE,2013,51.0,0,42.0
8414,FZ,2013,112.0,0,134.0
8414,GI,2013,210.0,0,196.0
8414,JZ,2013,16.0,0,25.0
8414,KZ,2013,18.0,0,18.0
8414,LZ,2013,43.0,0,32.0
8414,MN,2013,124.0,0,124.0
8414,OQ,2013,118.0,0,106.0
8414,RU,2013,84.0,0,113.0
8419,BE,2013,93.0,0,71.0
8419,FZ,2013,135.0,0,130.0
8419,GI,2013,255.0,0,269.0
8419,JZ,2013,21.0,0,22.0
8419,KZ,2013,30.0,0,36.0
8419,LZ,2013,28.0,0,35.0
8419,MN,2013,106.0,0,96.0
8419,OQ,2013,103.0,0,94.0
8419,RU,2013,99.0,0,87.0
8424,BE,2013,91.0,0,67.0
8424,FZ,2013,102.0,0,88.0
8424,GI,2013,257.0,0,188.0
8424,JZ,2013,15.0,0,14.0
8424,KZ,2013,13.0,0,19.0
8424,LZ,2013,17.0,0,33.0
8424,MN,2013,86.0,0,94.0
8424,OQ,2013,84.0,0,90.0
8424,RU,2013,79.0,0,87.0
8429,BE,2013,132.0,0,97.0
8429,FZ,2013,20.0,0,26.0
8429,GI,2013,61.0,0,78.0
8429,JZ,2013,3.0,0,8.0
8429,KZ,2013,12.0,0,4.0
8429,LZ,2013,13.0,0,18.0
8429,MN,2013,35.0,0,25.0
8429,OQ,2013,21.0,0,19.0
8429,RU,2013,19.0,0,28.0
8434,BE,2013,94.0,0,92.0
8434,FZ,2013,234.0,0,211.0
8434,GI,2013,486.0,0,480.0
8434,JZ,2013,42.0,0,59.0
8434,KZ,2013,51.0,0,51.0
8434,LZ,2013,53.0,0,71.0
8434,MN,2013,256.0,0,332.0
8434,OQ,2013,177.0,0,205.0
8434,RU,2013,153.0,0,167.0
9304,BE,2013,307.0,0,354.0
9304,FZ,2013,1232.0,0,1367.0
9304,GI,2013,1949.0,0,1999.0
9304,JZ,2013,295.0,0,378.0
9304,KZ,2013,210.0,0,216.0
9304,LZ,2013,468.0,0,515.0
9304,MN,2013,1595.0,0,1840.0
9304,OQ,2013,726.0,0,708.0
9304,RU,2013,762.0,0,983.0
9309,BE,2013,76.0,0,95.0
9309,FZ,2013,319.0,0,345.0
9309,GI,2013,633.0,0,625.0
9309,JZ,2013,32.0,0,43.0
9309,KZ,2013,57.0,0,28.0
9309,LZ,2013,80.0,0,92.0
9309,MN,2013,373.0,0,349.0
9309,OQ,2013,187.0,0,177.0
9309,RU,2013,155.0,0,193.0
9314,BE,2013,45.0,0,37.0
9314,FZ,2013,169.0,0,166.0
9314,GI,2013,276.0,0,256.0
9314,JZ,2013,25.0,0,31.0
9314,KZ,2013,25.0,0,14.0
9314,LZ,2013,89.0,0,84.0
9314,MN,2013,150.0,0,185.0
9314,OQ,2013,107.0,0,99.0
9314,RU,2013,111.0,0,138.0
0052,BE,2013,150.0,1,298.0
0052,FZ,2013,209.0,1,271.0
0052,GI,2013,570.0,1,524.0
0052,JZ,2013,33.0,1,46.0
0052,KZ,2013,40.0,1,27.0
0052,LZ,2013,40.0,1,55.0
0052,MN,2013,284.0,1,273.0
0052,OQ,2013,127.0,1,128.0
0052,RU,2013,196.0,1,210.0
0057,BE,2013,56.0,1,63.0
0057,FZ,2013,175.0,1,185.0
0057,GI,2013,354.0,1,369.0
0057,JZ,2013,32.0,1,26.0
0057,KZ,2013,25.0,1,24.0
0057,LZ,2013,31.0,1,19.0
0057,MN,2013,145.0,1,209.0
0057,OQ,2013,116.0,1,77.0
0057,RU,2013,104.0,1,121.0
0062,BE,2013,52.0,1,46.0
0062,FZ,2013,74.0,1,84.0
0062,GI,2013,158.0,1,154.0
0062,JZ,2013,18.0,1,14.0
0062,KZ,2013,19.0,1,16.0
0062,LZ,2013,19.0,1,22.0
0062,MN,2013,92.0,1,80.0
0062,OQ,2013,76.0,1,58.0
0062,RU,2013,60.0,1,76.0
1103,BE,2013,41.0,1,45.0
1103,FZ,2013,136.0,1,135.0
1103,GI,2013,213.0,1,229.0
1103,JZ,2013,38.0,1,39.0
1103,KZ,2013,21.0,1,17.0
1103,LZ,2013,29.0,1,25.0
1103,MN,2013,138.0,1,157.0
1103,OQ,2013,97.0,1,74.0
1103,RU,2013,96.0,1,117.0
1108,BE,2013,56.0,1,61.0
1108,FZ,2013,280.0,1,285.0
1108,GI,2013,487.0,1,423.0
1108,JZ,2013,75.0,1,94.0
1108,KZ,2013,41.0,1,26.0
1108,LZ,2013,41.0,1,57.0
1108,MN,2013,300.0,1,306.0
1108,OQ,2013,178.0,1,151.0
1108,RU,2013,208.0,1,214.0
1113,BE,2013,146.0,1,157.0
1113,FZ,2013,575.0,1,555.0
1113,GI,2013,1178.0,1,1156.0
1113,JZ,2013,298.0,1,356.0
1113,KZ,2013,148.0,1,108.0
1113,LZ,2013,85.0,1,133.0
1113,MN,2013,984.0,1,1094.0
1113,OQ,2013,525.0,1,463.0
1113,RU,2013,487.0,1,496.0
2403,BE,2013,65.0,1,70.0
2403,FZ,2013,159.0,1,187.0
2403,GI,2013,458.0,1,416.0
2403,JZ,2013,55.0,1,77.0
2403,KZ,2013,70.0,1,51.0
2403,LZ,2013,36.0,1,38.0
2403,MN,2013,270.0,1,271.0
2403,OQ,2013,151.0,1,149.0
2403,RU,2013,158.0,1,181.0
2408,BE,2013,42.0,1,37.0
2408,FZ,2013,65.0,1,71.0
2408,GI,2013,112.0,1,105.0
2408,JZ,2013,6.0,1,8.0
2408,KZ,2013,9.0,1,8.0
2408,LZ,2013,16.0,1,20.0
2408,MN,2013,46.0,1,60.0
2408,OQ,2013,35.0,1,44.0
2408,RU,2013,31.0,1,40.0
2413,BE,2013,197.0,1,227.0
2413,FZ,2013,476.0,1,576.0
2413,GI,2013,1187.0,1,1191.0
2413,JZ,2013,145.0,1,168.0
2413,KZ,2013,142.0,1,144.0
2413,LZ,2013,160.0,1,184.0
2413,MN,2013,702.0,1,759.0
2413,OQ,2013,566.0,1,543.0
2413,RU,2013,427.0,1,486.0
2703,BE,2013,26.0,1,29.0
2703,FZ,2013,53.0,1,41.0
2703,GI,2013,157.0,1,134.0
2703,JZ,2013,7.0,1,5.0
2703,KZ,2013,15.0,1,16.0
2703,LZ,2013,13.0,1,8.0
2703,MN,2013,49.0,1,48.0
2703,OQ,2013,28.0,1,35.0
2703,RU,2013,50.0,1,59.0
2708,BE,2013,60.0,1,36.0
2708,FZ,2013,37.0,1,57.0
2708,GI,2013,195.0,1,214.0
2708,JZ,2013,10.0,1,13.0
2708,KZ,2013,15.0,1,22.0
2708,LZ,2013,26.0,1,33.0
2708,MN,2013,91.0,1,85.0
2708,OQ,2013,65.0,1,59.0
2708,RU,2013,75.0,1,90.0
2713,BE,2013,95.0,1,96.0
2713,FZ,2013,129.0,1,180.0
2713,GI,2013,430.0,1,380.0
2713,JZ,2013,35.0,1,21.0
2713,KZ,2013,31.0,1,39.0
2713,LZ,2013,39.0,1,59.0
2713,MN,2013,158.0,1,188.0
2713,OQ,2013,126.0,1,151.0
2713,RU,2013,136.0,1,150.0
2718,BE,2013,55.0,1,78.0
2718,FZ,2013,108.0,1,104.0
2718,GI,2013,269.0,1,289.0
2718,JZ,2013,12.0,1,13.0
2718,KZ,2013,18.0,1,27.0
2718,LZ,2013,18.0,1,24.0
2718,MN,2013,95.0,1,110.0
2718,OQ,2013,106.0,1,98.0
2718,RU,2013,94.0,1,98.0
2805,BE,2013,51.0,1,39.0
2805,FZ,2013,77.0,1,98.0
2805,GI,2013,338.0,1,292.0
2805,JZ,2013,27.0,1,25.0
2805,KZ,2013,29.0,1,28.0
2805,LZ,2013,27.0,1,40.0
2805,MN,2013,126.0,1,154.0
2805,OQ,2013,123.0,1,141.0
2805,RU,2013,136.0,1,142.0
2810,BE,2013,24.0,1,26.0
2810,FZ,2013,34.0,1,38.0
2810,GI,2013,130.0,1,129.0
2810,JZ,2013,11.0,1,5.0
2810,KZ,2013,15.0,1,18.0
2810,LZ,2013,15.0,1,13.0
2810,MN,2013,66.0,1,72.0
2810,OQ,2013,40.0,1,44.0
2810,RU,2013,41.0,1,63.0
2815,BE,2013,195.0,1,245.0
2815,FZ,2013,658.0,1,701.0
2815,GI,2013,1393.0,1,1473.0
2815,JZ,2013,203.0,1,192.0
2815,KZ,2013,159.0,1,180.0
2815,LZ,2013,139.0,1,158.0
2815,MN,2013,928.0,1,919.0
2815,OQ,2013,619.0,1,569.0
2815,RU,2013,580.0,1,577.0
3201,BE,2013,30.0,1,36.0
3201,FZ,2013,88.0,1,88.0
3201,GI,2013,205.0,1,189.0
3201,JZ,2013,6.0,1,14.0
3201,KZ,2013,10.0,1,11.0
3201,LZ,2013,20.0,1,24.0
3201,MN,2013,48.0,1,73.0
3201,OQ,2013,41.0,1,51.0
3201,RU,2013,78.0,1,101.0
3206,BE,2013,52.0,1,62.0
3206,FZ,2013,141.0,1,130.0
3206,GI,2013,342.0,1,334.0
3206,JZ,2013,23.0,1,27.0
3206,KZ,2013,33.0,1,18.0
3206,LZ,2013,44.0,1,51.0
3206,MN,2013,122.0,1,157.0
3206,OQ,2013,111.0,1,116.0
3206,RU,2013,83.0,1,120.0
3211,BE,2013,84.0,1,95.0
3211,FZ,2013,308.0,1,326.0
3211,GI,2013,781.0,1,720.0
3211,JZ,2013,79.0,1,114.0
3211,KZ,2013,64.0,1,52.0
3211,LZ,2013,59.0,1,73.0
3211,MN,2013,406.0,1,413.0
3211,OQ,2013,236.0,1,235.0
3211,RU,2013,274.0,1,283.0
3216,BE,2013,392.0,1,355.0
3216,FZ,2013,756.0,1,928.0
3216,GI,2013,2158.0,1,2090.0
3216,JZ,2013,500.0,1,550.0
3216,KZ,2013,294.0,1,334.0
3216,LZ,2013,259.0,1,257.0
3216,MN,2013,1818.0,1,1958.0
3216,OQ,2013,1450.0,1,1283.0
3216,RU,2013,800.0,1,885.0
3221,BE,2013,66.0,1,69.0
3221,FZ,2013,144.0,1,196.0
3221,GI,2013,353.0,1,377.0
3221,JZ,2013,26.0,1,31.0
3221,KZ,2013,32.0,1,27.0
3221,LZ,2013,25.0,1,27.0
3221,MN,2013,201.0,1,168.0
3221,OQ,2013,96.0,1,110.0
3221,RU,2013,127.0,1,143.0
4404,BE,2013,86.0,1,68.0
4404,FZ,2013,114.0,1,107.0
4404,GI,2013,276.0,1,263.0
4404,JZ,2013,17.0,1,23.0
4404,KZ,2013,21.0,1,30.0
4404,LZ,2013,17.0,1,21.0
4404,MN,2013,107.0,1,126.0
4404,OQ,2013,81.0,1,61.0
4404,RU,2013,93.0,1,114.0
4409,BE,2013,142.0,1,126.0
4409,FZ,2013,255.0,1,233.0
4409,GI,2013,564.0,1,611.0
4409,JZ,2013,36.0,1,55.0
4409,KZ,2013,39.0,1,62.0
4409,LZ,2013,64.0,1,66.0
4409,MN,2013,285.0,1,246.0
4409,OQ,2013,239.0,1,195.0
4409,RU,2013,184.0,1,199.0
